pid,public.0,void.0,store.0,String.0,path.0,InputStream.0,stream.0,throws.0,IOException.0,toIgnore.0,add.0,normalizePath.0,path.1,ZipEntry.0,entry.0,=.0,new.0,ZipEntry.1,path.2,zipOutput.0,putNextEntry.0,entry.1,IOUtils.0,copy.0,stream.1,zipOutput.1,zipOutput.2,closeEntry.0,code,participant_summary
176,2,6,1,12,1,3,0,0,0,8,0,6,0,13,2,0,0,1,0,5,2,0,1,0,4,0,1,4,21,5
317,0,0,0,0,3,6,2,0,0,1,1,24,4,3,4,0,0,4,0,6,7,4,1,6,7,4,6,13,80,14
168,0,3,0,0,0,2,0,1,0,2,0,15,0,9,3,1,2,5,0,9,9,0,6,0,2,0,7,5,30,33
313,4,5,4,12,0,16,0,1,0,17,1,37,0,8,1,0,12,3,0,18,13,1,5,3,6,3,6,3,67,21
314,0,4,6,5,0,4,1,0,0,16,3,16,2,8,15,0,3,14,0,16,29,6,6,7,11,7,0,3,45,11
106,1,0,0,5,1,3,0,0,0,4,0,9,1,0,5,1,0,3,0,12,11,0,4,2,0,0,0,0,51,35
139,0,3,20,14,6,19,3,15,0,35,23,53,1,37,9,1,5,10,0,25,25,0,20,5,6,1,26,14,106,26
