pid,private.0,void.0,readFromFile.0,try.0,FileReader.0,fr.0,=.0,new.0,FileReader.1,this.0,credentials.0,BufferedReader.0,br.0,=.1,new.1,BufferedReader.1,fr.1,this.1,username.0,=.2,br.1,readLine.0,this.2,password.0,=.3,br.2,readLine.1,br.3,close.0,fr.2,close.1,catch.0,Exception.0,e.0,this.3,username.1,=.4,""""".0",this.4,password.1,=.5,""""".1",code,participant_summary
168,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,5,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,14,7
311,2,0,0,3,18,6,0,1,4,0,0,1,3,0,4,0,0,1,2,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,30,7
314,0,0,7,0,14,3,1,1,31,11,33,10,1,2,1,11,0,0,6,2,5,4,0,6,0,0,1,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,27,44
191,3,1,6,0,11,3,1,1,9,2,0,16,3,0,2,8,0,1,7,0,3,0,2,4,0,0,0,2,4,4,0,0,5,0,3,2,0,0,0,0,0,0,61,50
189,0,0,0,0,7,2,1,0,0,0,0,7,0,0,1,6,0,0,11,0,1,14,0,1,0,1,4,0,0,0,7,0,4,0,0,6,0,2,1,7,0,5,24,63
312,0,0,0,0,1,0,0,0,1,0,0,0,4,0,2,0,0,0,5,0,0,4,0,5,0,2,8,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,21,22
