,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,updateSchema.0,String.0,kind.0,SchemaTO.0,schemaTO.0,try.0,restTemplate.0,postForObject.0,baseURL.0,+.0,"""schema/"".0",+.1,kind.1,+.2,"""/update"".0",schemaTO.1,SchemaTO.1,class.0,catch.0,SyncopeClientCompositeErrorException.0,e.0,LOG.0,error.0,"""While updating a user schema"".100",e.1,code,participant_summary
0,136,updateSchema,4627680,1211315391637,19829784380,1,1,"(0.19518008828163147, 0.1758057028055191)","(0.19519178569316864, 0.15120957791805267)",1,1,2.6358184814453125,2.5972900390625,,POINT (0.1951859369874 0.1635076403617859),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315399971,19829792714,1,1,"(0.19308888912200928, 0.178116112947464)","(0.1878485530614853, 0.15734697878360748)",1,1,2.6304473876953125,2.6124267578125,Fixation,POINT (0.1904687210917473 0.1677315458655357),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315408304,19829801047,1,1,"(0.19160598516464233, 0.17503833770751953)","(0.1967390775680542, 0.17360691726207733)",1,1,2.63885498046875,2.612045288085937,Fixation,POINT (0.1941725313663483 0.1743226274847984),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315416637,19829809380,1,1,"(0.19149437546730042, 0.1773248314857483)","(0.1994890719652176, 0.15457895398139954)",1,1,2.652313232421875,2.6092529296875,Fixation,POINT (0.195491723716259 0.1659518927335739),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315424971,19829817714,1,1,"(0.19411928951740265, 0.18447378277778625)","(0.19658039510250092, 0.15776805579662323)",1,1,2.6322174072265625,2.628204345703125,Fixation,POINT (0.1953498423099518 0.1711209192872047),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315433302,19829826045,1,1,"(0.1962735950946808, 0.1810166835784912)","(0.19435909390449524, 0.16439995169639587)",1,1,2.642181396484375,2.6143951416015625,Fixation,POINT (0.195316344499588 0.1727083176374435),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315441635,19829834378,1,1,"(0.1925780177116394, 0.18569596111774445)","(0.19427065551280975, 0.16761907935142517)",1,1,2.641708374023437,2.62744140625,Fixation,POINT (0.1934243366122246 0.1766575202345848),,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315449971,19829842714,1,1,"(0.1893155425786972, 0.17247691750526428)","(0.1981835961341858, 0.1611056923866272)",1,1,2.626449584960937,2.628814697265625,Fixation,POINT (0.1937495693564415 0.1667913049459457),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315458304,19829851047,1,1,"(0.1868497133255005, 0.1707579791545868)","(0.19677676260471344, 0.17165762186050415)",1,1,2.6619110107421875,2.631454467773437,Fixation,POINT (0.191813237965107 0.1712078005075455),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315466637,19829859380,1,1,"(0.19505754113197327, 0.16573819518089294)","(0.1890132576227188, 0.15499676764011383)",1,1,2.648834228515625,2.6464996337890625,Fixation,POINT (0.192035399377346 0.1603674814105034),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315474971,19829867714,1,1,"(0.19800502061843872, 0.17310863733291626)","(0.19845327734947205, 0.15828514099121094)",1,1,2.6474151611328125,2.638885498046875,Fixation,POINT (0.1982291489839554 0.1656968891620636),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315483302,19829876045,1,1,"(0.19396190345287323, 0.18778744339942932)","(0.18996258080005646, 0.16063281893730164)",1,1,2.6595458984375,2.63995361328125,Fixation,POINT (0.1919622421264648 0.1742101311683655),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315491635,19829884378,1,1,"(0.18613813817501068, 0.18500950932502747)","(0.19376546144485474, 0.1716606318950653)",1,1,2.667572021484375,2.633941650390625,Fixation,POINT (0.1899517998099327 0.1783350706100464),,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315499974,19829892717,1,1,"(0.19276554882526398, 0.1722569465637207)","(0.1964111179113388, 0.18202537298202515)",1,1,2.6555633544921875,2.638092041015625,Fixation,POINT (0.1945883333683014 0.1771411597728729),,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315508307,19829901050,1,1,"(0.197117418050766, 0.16981366276741028)","(0.19339194893836975, 0.1683749258518219)",1,1,2.65679931640625,2.627899169921875,Fixation,POINT (0.1952546834945679 0.1690942943096161),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315516640,19829909383,1,1,"(0.1924389898777008, 0.17858776450157166)","(0.19223284721374512, 0.16226015985012054)",1,1,2.6837310791015625,2.6263427734375,Fixation,POINT (0.192335918545723 0.1704239621758461),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315524974,19829917717,1,1,"(0.19144684076309204, 0.18401505053043365)","(0.19549261033535004, 0.1648281365633011)",1,1,2.6611480712890625,2.628875732421875,Fixation,POINT (0.193469725549221 0.1744215935468674),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315533307,19829926050,1,1,"(0.1953519880771637, 0.19592174887657166)","(0.1963508427143097, 0.1658458262681961)",1,1,2.6514892578125,2.6374053955078125,Fixation,POINT (0.1958514153957367 0.1808837875723839),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315541640,19829934383,1,1,"(0.19215533137321472, 0.18013539910316467)","(0.19624066352844238, 0.16849341988563538)",1,1,2.6630096435546875,2.625335693359375,Fixation,POINT (0.1941979974508286 0.1743144094944),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315549975,19829942717,1,1,"(0.18904629349708557, 0.1780746877193451)","(0.19819137454032898, 0.16780227422714233)",1,1,2.6632537841796875,2.63555908203125,Fixation,POINT (0.1936188340187073 0.1729384809732437),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315558310,19829951052,1,1,"(0.1933683156967163, 0.1758398711681366)","(0.1968020647764206, 0.17208634316921234)",1,1,2.645599365234375,2.62109375,Fixation,POINT (0.1950851902365684 0.1739631071686745),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315566643,19829959385,1,1,"(0.1938794106245041, 0.17278891801834106)","(0.19833873212337494, 0.17784205079078674)",1,1,2.6713104248046875,2.6411285400390625,Fixation,POINT (0.1961090713739395 0.1753154844045639),,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315574977,19829967719,1,1,"(0.20101651549339294, 0.18262185156345367)","(0.19665251672267914, 0.16027715802192688)",1,1,2.667953491210937,2.624252319335937,Fixation,POINT (0.198834516108036 0.1714495047926903),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315583310,19829976052,1,1,"(0.1990533024072647, 0.1860964596271515)","(0.19501474499702454, 0.15306900441646576)",1,1,2.64776611328125,2.5985870361328125,Fixation,POINT (0.1970340237021446 0.1695827320218086),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315591643,19829984385,1,1,"(0.20037314295768738, 0.18327319622039795)","(0.19044335186481476, 0.1531459391117096)",1,1,2.655487060546875,2.6165008544921875,Fixation,POINT (0.1954082474112511 0.1682095676660538),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315599976,19829992718,1,1,"(0.20120981335639954, 0.18350259959697723)","(0.18910086154937744, 0.1579584926366806)",1,1,2.661041259765625,2.617660522460937,Fixation,POINT (0.1951553374528885 0.1707305461168289),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315608310,19830001052,1,1,"(0.1965382844209671, 0.17972752451896667)","(0.19288261234760284, 0.15788203477859497)",1,1,2.669219970703125,2.5950927734375,Fixation,POINT (0.194710448384285 0.1688047796487808),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315616643,19830009385,1,1,"(0.20125025510787964, 0.1807950735092163)","(0.19431328773498535, 0.16163228452205658)",1,1,2.648910522460937,2.6001129150390625,Fixation,POINT (0.1977817714214325 0.1712136790156364),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315624977,19830017719,1,1,"(0.19495773315429688, 0.18132375180721283)","(0.19077062606811523, 0.1594131737947464)",1,1,2.673553466796875,2.599212646484375,Fixation,POINT (0.192864179611206 0.1703684628009796),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315633314,19830026056,1,1,"(0.1980077028274536, 0.18561798334121704)","(0.19824890792369843, 0.1758754551410675)",1,1,2.666900634765625,2.595550537109375,Fixation,POINT (0.198128305375576 0.1807467192411423),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315641647,19830034389,1,1,"(0.19609801471233368, 0.16894367337226868)","(0.18614572286605835, 0.16169100999832153)",1,1,2.6698760986328125,2.6074981689453125,Fixation,POINT (0.191121868789196 0.1653173416852951),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315649981,19830042723,1,1,"(0.19986939430236816, 0.17069683969020844)","(0.18911252915859222, 0.15931148827075958)",1,1,2.6575469970703125,2.6129150390625,Fixation,POINT (0.1944909617304802 0.165004163980484),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315658314,19830051056,1,1,"(0.19801008701324463, 0.17567075788974762)","(0.19897541403770447, 0.1611429750919342)",1,1,2.641571044921875,2.6007537841796875,Fixation,POINT (0.1984927505254746 0.1684068664908409),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315666647,19830059389,1,1,"(0.1966334730386734, 0.17496754229068756)","(0.19108618795871735, 0.15020519495010376)",1,1,2.6418914794921875,2.59466552734375,Fixation,POINT (0.1938598304986954 0.1625863686203957),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315674981,19830067723,1,1,"(0.2003241926431656, 0.19363901019096375)","(0.18991363048553467, 0.16100293397903442)",1,1,2.653228759765625,2.589950561523437,Fixation,POINT (0.1951189115643501 0.1773209720849991),,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315708314,19830101056,1,1,"(0.07388858497142792, 0.16163253784179688)","(0.08928676694631577, 0.14659160375595093)",1,1,2.586517333984375,2.5616607666015625,Fixation,POINT (0.0815876759588718 0.1541120707988739),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315716647,19830109389,1,1,"(0.08181065320968628, 0.15682421624660492)","(0.09892743825912476, 0.16214321553707123)",1,1,2.586029052734375,2.567352294921875,Fixation,POINT (0.0903690457344055 0.1594837158918381),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315724980,19830117722,1,1,"(0.07829368114471436, 0.1505698710680008)","(0.10368886590003967, 0.1408371925354004)",1,1,2.5902252197265625,2.55401611328125,Fixation,POINT (0.090991273522377 0.1457035318017006),,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315733314,19830126056,1,1,"(0.07601512223482132, 0.1593715250492096)","(0.09180082380771637, 0.16450650990009308)",1,1,2.569732666015625,2.543197631835937,Fixation,POINT (0.0839079730212688 0.1619390174746513),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315741647,19830134389,1,1,"(0.07649194449186325, 0.16856978833675385)","(0.09810923784971237, 0.14172601699829102)",1,1,2.5900115966796875,2.556854248046875,Fixation,POINT (0.0873005911707878 0.1551479026675224),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315749980,19830142722,1,1,"(0.08250682801008224, 0.14571011066436768)","(0.08817604929208755, 0.15889178216457367)",1,1,2.578582763671875,2.5607452392578125,Fixation,POINT (0.0853414386510849 0.1523009464144707),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315758314,19830151056,1,1,"(0.08129525929689407, 0.15277579426765442)","(0.09594932198524475, 0.14676758646965027)",1,1,2.5841827392578125,2.5444488525390625,Fixation,POINT (0.0886222906410694 0.1497716903686523),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315766649,19830159391,1,1,"(0.0808345153927803, 0.15174928307533264)","(0.09885375946760178, 0.15803410112857819)",1,1,2.5568084716796875,2.529083251953125,Fixation,POINT (0.089844137430191 0.1548916921019554),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315774982,19830167724,1,1,"(0.0785691887140274, 0.16357176005840302)","(0.09059152752161026, 0.14864352345466614)",1,1,2.5642852783203125,2.5273590087890625,Fixation,POINT (0.0845803581178188 0.1561076417565346),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315783316,19830176058,1,1,"(0.07755108922719955, 0.16026340425014496)","(0.09678550809621811, 0.15251170098781586)",1,1,2.567108154296875,2.52154541015625,Fixation,POINT (0.0871682986617088 0.1563875526189804),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315791649,19830184391,1,1,"(0.07742945104837418, 0.15450657904148102)","(0.0929071307182312, 0.1594359576702118)",1,1,2.5485992431640625,2.515838623046875,Fixation,POINT (0.0851682908833027 0.1569712683558464),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315799982,19830192724,1,1,"(0.0789385512471199, 0.1461210697889328)","(0.09453681111335754, 0.14821062982082367)",1,1,2.5667266845703125,2.524810791015625,Fixation,POINT (0.0867376811802387 0.1471658498048782),,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315808317,19830201058,1,1,"(0.07557692378759384, 0.1442086100578308)","(0.09669332206249237, 0.15283136069774628)",1,1,2.5469207763671875,2.511825561523437,Fixation,POINT (0.0861351229250431 0.1485199853777885),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315816650,19830209391,1,1,"(0.07683490216732025, 0.13946399092674255)","(0.08885657787322998, 0.1492982804775238)",1,1,2.5571746826171875,2.520965576171875,Fixation,POINT (0.0828457400202751 0.1443811357021332),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315824983,19830217724,1,1,"(0.07559805363416672, 0.15073314309120178)","(0.0967976450920105, 0.14885692298412323)",1,1,2.5467987060546875,2.48883056640625,Fixation,POINT (0.0861978493630886 0.1497950330376625),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315833317,19830226058,1,1,"(0.07270324230194092, 0.16273140907287598)","(0.09447809308767319, 0.16409604251384735)",1,1,2.545989990234375,2.5037994384765625,Fixation,POINT (0.083590667694807 0.1634137257933617),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315841642,19830234383,1,1,"(0.07726554572582245, 0.16571152210235596)","(0.10367757081985474, 0.14582648873329163)",1,1,2.539901733398437,2.505828857421875,Fixation,POINT (0.0904715582728386 0.1557690054178238),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315849975,19830242716,1,1,"(0.07346024364233017, 0.17082123458385468)","(0.09151046723127365, 0.1379152089357376)",1,1,2.519989013671875,2.50103759765625,Fixation,POINT (0.0824853554368019 0.1543682217597961),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315858308,19830251049,1,1,"(0.07531271129846573, 0.1615174263715744)","(0.09360789507627487, 0.15877076983451843)",1,1,2.5205078125,2.506561279296875,Fixation,POINT (0.0844603031873703 0.1601440981030464),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315866642,19830259383,1,1,"(0.07561880350112915, 0.14217132329940796)","(0.10208210349082947, 0.1520342379808426)",1,1,2.52435302734375,2.4863739013671875,Fixation,POINT (0.0888504534959793 0.1471027806401253),,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315874975,19830267716,1,1,"(0.08057592809200287, 0.16178134083747864)","(0.09900394082069397, 0.14781323075294495)",1,1,2.5186767578125,2.517547607421875,Fixation,POINT (0.0897899344563484 0.1547972857952118),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315883308,19830276049,1,1,"(0.07661580294370651, 0.1630011945962906)","(0.10224317759275436, 0.13900870084762573)",1,1,2.528839111328125,2.489013671875,Fixation,POINT (0.0894294902682304 0.1510049477219582),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315891651,19830284392,1,1,"(0.07836395502090454, 0.14800302684307098)","(0.09919905662536621, 0.16422486305236816)",1,1,2.512359619140625,2.4943389892578125,Fixation,POINT (0.0887815058231354 0.1561139449477196),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315899983,19830292724,1,1,"(0.07745853066444397, 0.15603624284267426)","(0.09431015700101852, 0.1554722785949707)",1,1,2.521514892578125,2.49029541015625,Fixation,POINT (0.0858843438327312 0.1557542607188225),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315908316,19830301057,1,1,"(0.072016142308712, 0.15636026859283447)","(0.09090779721736908, 0.14892278611660004)",1,1,2.50811767578125,2.47442626953125,Fixation,POINT (0.0814619697630405 0.1526415273547172),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315916650,19830309391,1,1,"(0.07320733368396759, 0.1625419408082962)","(0.08686560392379761, 0.1557631939649582)",1,1,2.4992828369140625,2.5067291259765625,Fixation,POINT (0.0800364688038826 0.1591525673866272),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315924983,19830317724,1,1,"(0.07955837994813919, 0.15916785597801208)","(0.09182483702898026, 0.14643065631389618)",1,1,2.498779296875,2.4842681884765625,Fixation,POINT (0.0856916084885597 0.1527992561459541),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315933316,19830326057,1,1,"(0.07821057736873627, 0.15568481385707855)","(0.09253667294979095, 0.13987445831298828)",1,1,2.5108642578125,2.4787139892578125,Fixation,POINT (0.0853736251592636 0.1477796360850334),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315941650,19830334391,1,1,"(0.07570187747478485, 0.15745693445205688)","(0.09314565360546112, 0.13582740724086761)",1,1,2.494613647460937,2.47369384765625,Fixation,POINT (0.084423765540123 0.1466421708464622),,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315949983,19830342724,1,1,"(0.07473655790090561, 0.15170170366764069)","(0.08999430388212204, 0.13554342091083527)",1,1,2.5183563232421875,2.4698944091796875,Fixation,POINT (0.0823654308915138 0.143622562289238),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315958316,19830351057,1,1,"(0.07161737233400345, 0.15624354779720306)","(0.0901499018073082, 0.1417071670293808)",1,1,2.522491455078125,2.5009918212890625,Fixation,POINT (0.0808836370706558 0.1489753574132919),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315966649,19830359390,1,1,"(0.07463094592094421, 0.14859768748283386)","(0.09013961255550385, 0.1386875957250595)",1,1,2.5191802978515625,2.453598022460937,Fixation,POINT (0.082385279238224 0.1436426416039467),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315974983,19830367724,1,1,"(0.07849583029747009, 0.14385348558425903)","(0.08882103860378265, 0.14551162719726562)",1,1,2.5044708251953125,2.495223999023437,Fixation,POINT (0.0836584344506264 0.1446825563907623),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315983316,19830376057,1,1,"(0.07127360999584198, 0.14955441653728485)","(0.08993899077177048, 0.15197665989398956)",1,1,2.498641967773437,2.465118408203125,Fixation,POINT (0.0806063003838062 0.1507655382156372),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315991649,19830384390,1,1,"(0.07332165539264679, 0.16605624556541443)","(0.09347665309906006, 0.15385334193706512)",1,1,2.498565673828125,2.495346069335937,Fixation,POINT (0.0833991542458534 0.1599547937512398),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211315999983,19830392724,1,1,"(0.07731302082538605, 0.17073488235473633)","(0.09366995096206665, 0.1639930158853531)",1,1,2.489364624023437,2.4763946533203125,Fixation,POINT (0.0854914858937264 0.1673639491200447),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316008316,19830401057,1,1,"(0.07083408534526825, 0.16194429993629456)","(0.09796517342329025, 0.15441571176052094)",1,1,2.4894561767578125,2.4754180908203125,Fixation,POINT (0.0843996293842792 0.1581800058484078),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316016658,19830409399,1,1,"(0.09267797321081161, 0.1595357060432434)","(0.1034262403845787, 0.1448255032300949)",1,1,2.505828857421875,2.4907379150390625,Fixation,POINT (0.0980521067976952 0.1521806046366692),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316033321,19830426062,1,1,"(0.12598851323127747, 0.16816146671772003)","(0.1406507045030594, 0.1539376974105835)",1,1,2.5421295166015625,2.50201416015625,Fixation,POINT (0.1333196088671684 0.1610495820641518),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316041654,19830434395,1,1,"(0.12085399031639099, 0.1687612384557724)","(0.14099238812923431, 0.14552545547485352)",1,1,2.50762939453125,2.4833984375,Fixation,POINT (0.1309231892228126 0.157143346965313),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316049988,19830442729,1,1,"(0.12853242456912994, 0.17091697454452515)","(0.14645838737487793, 0.14238908886909485)",1,1,2.507232666015625,2.4856109619140625,Fixation,POINT (0.1374954059720039 0.15665303170681),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316058321,19830451062,1,1,"(0.1295907199382782, 0.1719353049993515)","(0.14123117923736572, 0.1315450668334961)",1,1,2.4833526611328125,2.486785888671875,Fixation,POINT (0.135410949587822 0.1517401859164238),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316066654,19830459395,1,1,"(0.12733541429042816, 0.17182548344135284)","(0.14950375258922577, 0.13540314137935638)",1,1,2.508041381835937,2.4926910400390625,Fixation,POINT (0.138419583439827 0.1536143124103546),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316074989,19830467729,1,1,"(0.1270642876625061, 0.1693125069141388)","(0.1466982513666153, 0.13832244277000427)",1,1,2.5022430419921875,2.493759155273437,Fixation,POINT (0.1368812695145607 0.1538174748420715),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316083322,19830476062,1,1,"(0.1252855509519577, 0.17080308496952057)","(0.13977974653244019, 0.14809514582157135)",1,1,2.5002593994140625,2.495101928710937,Fixation,POINT (0.1325326487421989 0.159449115395546),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316091655,19830484395,1,1,"(0.12296107411384583, 0.17996105551719666)","(0.1480083167552948, 0.16013772785663605)",1,1,2.477279663085937,2.501434326171875,Fixation,POINT (0.1354846954345703 0.1700493916869164),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316099989,19830492729,1,1,"(0.1195918619632721, 0.16414445638656616)","(0.14188708364963531, 0.13847969472408295)",1,1,2.503524780273437,2.49346923828125,Fixation,POINT (0.1307394728064537 0.1513120755553246),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316108322,19830501062,1,1,"(0.1214161366224289, 0.17359723150730133)","(0.1491391509771347, 0.14102163910865784)",1,1,2.49005126953125,2.47735595703125,Fixation,POINT (0.1352776437997818 0.1573094353079796),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316116655,19830509395,1,1,"(0.12625664472579956, 0.17264153063297272)","(0.14800745248794556, 0.1343444585800171)",1,1,2.4901275634765625,2.4895782470703125,Fixation,POINT (0.1371320486068726 0.1534929946064949),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316124989,19830517729,1,1,"(0.1284124255180359, 0.17175228893756866)","(0.14606262743473053, 0.14657439291477203)",1,1,2.5099639892578125,2.481048583984375,Fixation,POINT (0.1372375264763832 0.1591633409261704),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316133322,19830526062,1,1,"(0.13351431488990784, 0.16961772739887238)","(0.1494768261909485, 0.14536045491695404)",1,1,2.501495361328125,2.5016021728515625,Fixation,POINT (0.1414955705404282 0.1574890911579132),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316141655,19830534395,1,1,"(0.12932918965816498, 0.15674492716789246)","(0.14665044844150543, 0.151609867811203)",1,1,2.4933319091796875,2.4857635498046875,Fixation,POINT (0.1379898190498352 0.1541773974895477),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316149989,19830542729,1,1,"(0.1380893886089325, 0.15963923931121826)","(0.14115744829177856, 0.1450963020324707)",1,1,2.486846923828125,2.512451171875,Fixation,POINT (0.1396234184503555 0.1523677706718445),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316158326,19830551066,1,1,"(0.14138567447662354, 0.1613953560590744)","(0.14725053310394287, 0.15621833503246307)",1,1,2.487777709960937,2.4789581298828125,Fixation,POINT (0.1443181037902832 0.1588068455457687),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316166659,19830559399,1,1,"(0.13835054636001587, 0.16812574863433838)","(0.14412881433963776, 0.1551099419593811)",1,1,2.492401123046875,2.4717254638671875,Fixation,POINT (0.1412396803498268 0.1616178452968597),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateSchema,4627680,1211316174993,19830567733,1,1,"(0.1372702419757843, 0.1631234586238861)","(0.14143428206443787, 0.1556500941514969)",1,1,2.481689453125,2.4922027587890625,Fixation,POINT (0.1393522620201111 0.1593867763876915),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
