,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,BFSdist.0,Node.0,n.0,Vector.0,ToDo.0,int.0,indirConn.0,Node.1,n2.0,=.0,nan.0,for.0,Enumeration.0,es.0,=.1,n.1,adjEdges.0,elements.0,es.1,hasMoreElements.0,n2.1,=.2,n.2,adjNode.0,Edge.0,es.2,nextElement.0,if.0,n2.2,dist.0,<.0,0.0,n2.3,dist.1,=.3,n.3,dist.2,+.0,1.0,indirConn.1,n2.4,dist.3,++.0,// important add adds to the end of the list.200,ToDo.1,add.0,n2.5,if.1,ToDo.2,isEmpty.0,n2.6,=.4,Node.2,ToDo.3,remove.0,0.1,BFSdist.1,n2.7,ToDo.4,indirConn.2,code,participant_summary
0,136,BFSdist,44521080,1212099438932,20613828538,1,1,"(0.08579149842262268, 0.4346972107887268)","(0.08088476210832596, 0.43178531527519226)",1,1,2.563201904296875,2.5279083251953125,Fixation,POINT (0.0833381302654743 0.4332412630319595),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099447266,20613836872,1,1,"(0.08722952008247375, 0.4398496448993683)","(0.08291294425725937, 0.43029552698135376)",1,1,2.5731201171875,2.5335845947265625,Fixation,POINT (0.0850712321698666 0.435072585940361),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099455599,20613845205,1,1,"(0.0815020203590393, 0.44704514741897583)","(0.08561272919178009, 0.4190652668476105)",1,1,2.55914306640625,2.5207061767578125,Fixation,POINT (0.0835573747754097 0.4330552071332932),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099463933,20613853539,1,1,"(0.0881221741437912, 0.44037795066833496)","(0.08349057286977768, 0.42025887966156006)",1,1,2.5880126953125,2.549667358398437,Fixation,POINT (0.0858063735067844 0.4303184151649475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099472272,20613861877,1,1,"(0.08692576736211777, 0.44930151104927063)","(0.08425212651491165, 0.4182365834712982)",1,1,2.5562744140625,2.50555419921875,Fixation,POINT (0.0855889469385147 0.4337690472602844),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099480605,20613870210,1,1,"(0.08538434654474258, 0.45305460691452026)","(0.07481764256954193, 0.4130413234233856)",1,1,2.57080078125,2.530548095703125,Fixation,POINT (0.0801009945571423 0.4330479651689529),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099488938,20613878543,1,1,"(0.07432744652032852, 0.4689229130744934)","(0.0748753771185875, 0.4136618673801422)",1,1,2.5465545654296875,2.527618408203125,Fixation,POINT (0.074601411819458 0.4412923902273178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099497272,20613886877,1,1,"(0.049507662653923035, 0.4710400104522705)","(0.07036184519529343, 0.4297337234020233)",1,1,2.5421142578125,2.506088256835937,Fixation,POINT (0.0599347539246082 0.4503868669271469),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
0,136,BFSdist,44521080,1212099505605,20613895210,1,1,"(0.03923258185386658, 0.4615005552768707)","(0.056297510862350464, 0.42080923914909363)",1,1,2.539031982421875,2.52606201171875,Fixation,POINT (0.0477650463581085 0.4411548972129822),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099513938,20613903543,1,1,"(0.053903158754110336, 0.45767372846603394)","(0.06647057831287384, 0.4177013039588928)",1,1,2.55010986328125,2.53436279296875,Fixation,POINT (0.0601868685334921 0.4376875162124634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099522272,20613911877,1,1,"(0.06596343219280243, 0.4496515989303589)","(0.07545015215873718, 0.42730775475502014)",1,1,2.548858642578125,2.5242462158203125,Fixation,POINT (0.0707067921757698 0.4384796768426895),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099530605,20613920210,1,1,"(0.06339598447084427, 0.4404919743537903)","(0.07101602852344513, 0.4268752634525299)",1,1,2.5284423828125,2.5218505859375,Fixation,POINT (0.0672060064971447 0.4336836189031601),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099538938,20613928543,1,1,"(0.061571478843688965, 0.44439178705215454)","(0.07318095862865448, 0.4271165430545807)",1,1,2.522079467773437,2.500518798828125,Fixation,POINT (0.0673762187361717 0.4357541650533676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099547272,20613936877,1,1,"(0.06822466850280762, 0.4354121685028076)","(0.0652923583984375, 0.43247056007385254)",1,1,2.5307159423828125,2.5083465576171875,Fixation,POINT (0.0667585134506226 0.4339413642883301),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099555605,20613945210,1,1,"(0.06898833066225052, 0.43366047739982605)","(0.0696801021695137, 0.4303593337535858)",1,1,2.540634155273437,2.5046844482421875,Fixation,POINT (0.0693342164158821 0.4320099055767059),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099563938,20613953543,1,1,"(0.0685076117515564, 0.4430548846721649)","(0.07036414742469788, 0.43255096673965454)",1,1,2.541122436523437,2.5145721435546875,Fixation,POINT (0.0694358795881271 0.4378029257059097),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099572272,20613961877,1,1,"(0.06682028621435165, 0.4341341257095337)","(0.07092704623937607, 0.4270995259284973)",1,1,2.542098999023437,2.5289764404296875,Fixation,POINT (0.0688736662268639 0.4306168258190155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099580605,20613970210,1,1,"(0.06873680651187897, 0.43423008918762207)","(0.07893823832273483, 0.4249442517757416)",1,1,2.547515869140625,2.4891510009765625,Fixation,POINT (0.0738375224173069 0.4295871704816818),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099588938,20613978543,1,1,"(0.06950821727514267, 0.4400552809238434)","(0.07354533672332764, 0.4234592020511627)",1,1,2.5291290283203125,2.4697723388671875,Fixation,POINT (0.0715267769992352 0.431757241487503),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099597272,20613986877,1,1,"(0.0643780529499054, 0.42455434799194336)","(0.07758775353431702, 0.42632144689559937)",1,1,2.523681640625,2.4930877685546875,Fixation,POINT (0.0709829032421112 0.4254378974437714),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099605612,20613995217,1,1,"(0.06354466825723648, 0.42917150259017944)","(0.0759524255990982, 0.4280138611793518)",1,1,2.522323608398437,2.481674194335937,Fixation,POINT (0.0697485469281673 0.4285926818847656),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099613945,20614003550,1,1,"(0.0659646987915039, 0.4273075461387634)","(0.07613851875066757, 0.42758697271347046)",1,1,2.5365142822265625,2.4680633544921875,Fixation,POINT (0.0710516087710857 0.4274472594261169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099622279,20614011884,1,1,"(0.0610785149037838, 0.422191321849823)","(0.07318845391273499, 0.42295247316360474)",1,1,2.522613525390625,2.46282958984375,Fixation,POINT (0.0671334844082594 0.4225718975067139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099630612,20614020217,1,1,"(0.06172949820756912, 0.4296927750110626)","(0.07820948213338852, 0.4251469075679779)",1,1,2.5156707763671875,2.456451416015625,Fixation,POINT (0.0699694901704788 0.4274198412895203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099638945,20614028550,1,1,"(0.0668017789721489, 0.42447102069854736)","(0.07263636589050293, 0.424237459897995)",1,1,2.5364227294921875,2.4693756103515625,Fixation,POINT (0.0697190724313259 0.4243542402982712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099647279,20614036884,1,1,"(0.0648612529039383, 0.4243001341819763)","(0.07539564371109009, 0.43604791164398193)",1,1,2.537460327148437,2.4806365966796875,Fixation,POINT (0.0701284483075142 0.4301740229129791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099655612,20614045217,1,1,"(0.06766266375780106, 0.42956915497779846)","(0.07179787755012512, 0.4356759190559387)",1,1,2.5189361572265625,2.4662628173828125,Fixation,POINT (0.0697302706539631 0.4326225370168686),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099663945,20614053550,1,1,"(0.06680572777986526, 0.42301931977272034)","(0.07427187263965607, 0.424020916223526)",1,1,2.52825927734375,2.45428466796875,Fixation,POINT (0.0705388002097607 0.4235201179981232),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099672279,20614061884,1,1,"(0.06805431097745895, 0.4406348466873169)","(0.07816237956285477, 0.42962321639060974)",1,1,2.51898193359375,2.466781616210937,Fixation,POINT (0.0731083452701569 0.4351290315389633),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099680612,20614070217,1,1,"(0.07022204250097275, 0.43494147062301636)","(0.07148506492376328, 0.42629626393318176)",1,1,2.496337890625,2.4820556640625,Fixation,POINT (0.070853553712368 0.4306188672780991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099688945,20614078550,1,1,"(0.06804010272026062, 0.43637773394584656)","(0.07452241331338882, 0.4275268316268921)",1,1,2.51226806640625,2.449737548828125,Fixation,POINT (0.0712812580168247 0.4319522827863693),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099697279,20614086884,1,1,"(0.07230960577726364, 0.4501357674598694)","(0.07201181352138519, 0.42199215292930603)",1,1,2.5004119873046875,2.469024658203125,Fixation,POINT (0.0721607096493244 0.4360639601945877),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099705613,20614095217,1,1,"(0.06879788637161255, 0.45484861731529236)","(0.07240796089172363, 0.42038679122924805)",1,1,2.4801788330078125,2.458847045898437,Fixation,POINT (0.0706029236316681 0.4376177042722702),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099713946,20614103550,1,1,"(0.07070906460285187, 0.4486377537250519)","(0.07523753494024277, 0.42364710569381714)",1,1,2.4976806640625,2.4633331298828125,Fixation,POINT (0.0729732997715473 0.4361424297094345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099722280,20614111884,1,1,"(0.06462667137384415, 0.45252367854118347)","(0.07059160619974136, 0.417947918176651)",1,1,2.489471435546875,2.4461212158203125,Fixation,POINT (0.0676091387867928 0.4352357983589172),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099730613,20614120217,1,1,"(0.058261241763830185, 0.4593454599380493)","(0.07897991687059402, 0.4185551404953003)",1,1,2.488494873046875,2.464340209960937,Fixation,POINT (0.0686205793172121 0.4389503002166748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099738950,20614128554,1,1,"(0.05959659069776535, 0.4599094092845917)","(0.07638655602931976, 0.4115191102027893)",1,1,2.4591064453125,2.44024658203125,Fixation,POINT (0.0679915733635426 0.4357142597436905),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099747284,20614136888,1,1,"(0.05274716019630432, 0.4661450982093811)","(0.07512670755386353, 0.40919995307922363)",1,1,2.4835968017578125,2.44769287109375,Fixation,POINT (0.0639369338750839 0.4376725256443024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099755617,20614145221,1,1,"(0.0578509196639061, 0.45479607582092285)","(0.07862032204866409, 0.41255277395248413)",1,1,2.483734130859375,2.427886962890625,Fixation,POINT (0.0682356208562851 0.4336744248867035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099763950,20614153554,1,1,"(0.05842055752873421, 0.46411576867103577)","(0.07584516704082489, 0.4177764654159546)",1,1,2.4964141845703125,2.458038330078125,Fixation,POINT (0.0671328622847796 0.4409461170434952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099772284,20614161888,1,1,"(0.05981056019663811, 0.46999019384384155)","(0.07818068563938141, 0.4090285897254944)",1,1,2.49505615234375,2.438629150390625,Fixation,POINT (0.0689956229180098 0.439509391784668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099780617,20614170221,1,1,"(0.060305025428533554, 0.4505176842212677)","(0.07212483882904053, 0.41884589195251465)",1,1,2.47332763671875,2.456039428710937,Fixation,POINT (0.066214932128787 0.4346817880868912),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099788950,20614178554,1,1,"(0.06243807449936867, 0.44377100467681885)","(0.07001280039548874, 0.4118342995643616)",1,1,2.492706298828125,2.4525146484375,Fixation,POINT (0.0662254374474287 0.4278026521205902),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099797284,20614186888,1,1,"(0.06393881887197495, 0.4407864809036255)","(0.07153000682592392, 0.41213247179985046)",1,1,2.4900665283203125,2.447601318359375,Fixation,POINT (0.0677344128489494 0.426459476351738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099805617,20614195221,1,1,"(0.06025948002934456, 0.44444960355758667)","(0.06258055567741394, 0.4149019122123718)",1,1,2.4784088134765625,2.4691619873046875,Fixation,POINT (0.0614200178533792 0.4296757578849792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099813950,20614203554,1,1,"(0.06611338257789612, 0.4359702467918396)","(0.06663572043180466, 0.4082019031047821)",1,1,2.4713592529296875,2.46148681640625,Fixation,POINT (0.0663745515048504 0.4220860749483108),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099822284,20614211888,1,1,"(0.061732783913612366, 0.4328840970993042)","(0.0667242705821991, 0.41100403666496277)",1,1,2.4855194091796875,2.4556121826171875,Fixation,POINT (0.0642285272479057 0.4219440668821335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099830618,20614220221,1,1,"(0.06500087678432465, 0.43998003005981445)","(0.06933815032243729, 0.4106936454772949)",1,1,2.477081298828125,2.462860107421875,Fixation,POINT (0.067169513553381 0.4253368377685547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099838951,20614228554,1,1,"(0.06561972200870514, 0.442703515291214)","(0.06833959370851517, 0.4189809262752533)",1,1,2.472564697265625,2.448715209960937,Fixation,POINT (0.0669796578586102 0.4308422207832336),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099847285,20614236888,1,1,"(0.059006717056035995, 0.43622177839279175)","(0.06816963851451874, 0.41234633326530457)",1,1,2.4838409423828125,2.472564697265625,Fixation,POINT (0.0635881777852774 0.4242840558290482),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099855618,20614245221,1,1,"(0.05947016552090645, 0.43559274077415466)","(0.06989804655313492, 0.41358011960983276)",1,1,2.48223876953125,2.4520416259765625,Fixation,POINT (0.0646841060370207 0.4245864301919937),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099863953,20614253556,1,1,"(0.06209427863359451, 0.4246215522289276)","(0.06934359669685364, 0.4178152084350586)",1,1,2.4918365478515625,2.46533203125,Fixation,POINT (0.0657189376652241 0.4212183803319931),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099872287,20614261890,1,1,"(0.06210854649543762, 0.4271310865879059)","(0.08025205135345459, 0.41427865624427795)",1,1,2.4843292236328125,2.4622039794921875,Fixation,POINT (0.0711802989244461 0.4207048714160919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099888953,20614278556,1,1,"(0.09512734413146973, 0.43928655982017517)","(0.1049712672829628, 0.418114572763443)",1,1,2.494842529296875,2.5020904541015625,Fixation,POINT (0.1000493057072163 0.4287005662918091),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099897287,20614286890,1,1,"(0.08640316873788834, 0.4362625777721405)","(0.09201634675264359, 0.41848617792129517)",1,1,2.4929656982421875,2.485580444335937,Fixation,POINT (0.089209757745266 0.4273743778467178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099905620,20614295223,1,1,"(0.09309504181146622, 0.4369930922985077)","(0.10161029547452927, 0.41569826006889343)",1,1,2.50274658203125,2.488510131835937,Fixation,POINT (0.0973526686429977 0.4263456761837006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099913953,20614303556,1,1,"(0.0933237075805664, 0.43869709968566895)","(0.10411956906318665, 0.42451733350753784)",1,1,2.4843902587890625,2.480682373046875,Fixation,POINT (0.0987216383218765 0.4316072165966034),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099922287,20614311890,1,1,"(0.09281915426254272, 0.42883309721946716)","(0.10786385089159012, 0.421050488948822)",1,1,2.501617431640625,2.4742584228515625,Fixation,POINT (0.1003415025770664 0.4249417930841446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099930620,20614320223,1,1,"(0.09535768628120422, 0.42760056257247925)","(0.10341249406337738, 0.4219290614128113)",1,1,2.484970092773437,2.485580444335937,Fixation,POINT (0.0993850901722908 0.4247648119926453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099938953,20614328556,1,1,"(0.09615986049175262, 0.4350855052471161)","(0.09978178143501282, 0.4243956506252289)",1,1,2.481170654296875,2.4892730712890625,Fixation,POINT (0.0979708209633827 0.4297405779361725),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099947287,20614336890,1,1,"(0.09875612705945969, 0.43261945247650146)","(0.10241088271141052, 0.4258885681629181)",1,1,2.4952392578125,2.48870849609375,Fixation,POINT (0.1005835048854351 0.4292540103197098),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099955620,20614345223,1,1,"(0.09694672375917435, 0.4358631670475006)","(0.09333927184343338, 0.4212699830532074)",1,1,2.46630859375,2.4849395751953125,Fixation,POINT (0.0951429978013039 0.428566575050354),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099963953,20614353556,1,1,"(0.09816040098667145, 0.43239229917526245)","(0.0957108810544014, 0.42793142795562744)",1,1,2.49176025390625,2.4895782470703125,Fixation,POINT (0.0969356410205364 0.430161863565445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099972287,20614361890,1,1,"(0.09619998186826706, 0.42340824007987976)","(0.1021953821182251, 0.4246305525302887)",1,1,2.4968719482421875,2.4900360107421875,Fixation,POINT (0.0991976819932461 0.4240193963050842),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099980620,20614370223,1,1,"(0.0898054987192154, 0.4338705837726593)","(0.10347144305706024, 0.4270628094673157)",1,1,2.514633178710937,2.4949951171875,Fixation,POINT (0.0966384708881378 0.4304666966199875),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099988953,20614378556,1,1,"(0.0951651930809021, 0.43088915944099426)","(0.1033325344324112, 0.4275750517845154)",1,1,2.4980926513671875,2.489486694335937,Fixation,POINT (0.0992488637566566 0.4292321056127548),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212099997294,20614386897,1,1,"(0.0946587398648262, 0.4312552809715271)","(0.10022655129432678, 0.42765265703201294)",1,1,2.4977569580078125,2.4964599609375,Fixation,POINT (0.0974426455795765 0.42945396900177),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212100005627,20614395230,1,1,"(0.09726867079734802, 0.4346224069595337)","(0.09587371349334717, 0.4319845736026764)",1,1,2.4954833984375,2.487091064453125,Fixation,POINT (0.0965711921453476 0.433303490281105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212100013960,20614403563,1,1,"(0.10091710835695267, 0.4405788779258728)","(0.09675192832946777, 0.414793998003006)",1,1,2.48004150390625,2.4921417236328125,Fixation,POINT (0.0988345183432102 0.4276864379644394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212100022294,20614411897,1,1,"(0.10073989629745483, 0.44497546553611755)","(0.09473595768213272, 0.4080218970775604)",1,1,2.4860076904296875,2.4874725341796875,Fixation,POINT (0.0977379269897938 0.426498681306839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212100030627,20614420230,1,1,"(0.0905485525727272, 0.4508269131183624)","(0.10251326858997345, 0.4277818202972412)",1,1,2.4823455810546875,2.4979400634765625,Fixation,POINT (0.0965309105813503 0.4393043667078018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212100038960,20614428563,1,1,"(0.08716336637735367, 0.4565863311290741)","(0.10202647000551224, 0.42169123888015747)",1,1,2.48046875,2.481796264648437,Fixation,POINT (0.094594918191433 0.4391387850046158),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212100047293,20614436896,1,1,"(0.08943720161914825, 0.45650798082351685)","(0.0983956977725029, 0.41993603110313416)",1,1,2.4723052978515625,2.48406982421875,Fixation,POINT (0.0939164496958256 0.4382220059633255),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
