,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,private.0,String.0,getUserNameFromCookie.0,throws.0,Exception.0,String.1,userName.0,=.0,nan.0,// get user name.200,Cookie.0,cookies.0,=.1,servletRequest.0,getCookies.0,for.0,int.0,i.0,=.2,0.0,i.1,<.0,cookies.1,length.0,i.2,Cookie.1,cookie.0,=.3,cookies.2,i.3,if.0,cookie.1,!=.0,nan.1,&&.0,cookie.2,getName.0,equals.0,"""platform.username"".0",String.2,value.0,=.4,cookie.3,getValue.0,userName.1,=.5,DesEncrypter.0,getInstance.0,decrypt.0,value.1,break.0,return.0,userName.2,code,participant_summary
0,136,getUserNameFromCookie,1694531,1212390850373,20905238770,1,1,"(0.22257529199123383, 0.348475843667984)","(0.21803486347198486, 0.328677773475647)",1,1,2.4915008544921875,2.4497222900390625,Fixation,POINT (0.2203050777316093 0.3385768085718155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390858712,20905247109,1,1,"(0.21803739666938782, 0.3366943895816803)","(0.22142359614372253, 0.32895952463150024)",1,1,2.484970092773437,2.45269775390625,Fixation,POINT (0.2197304964065552 0.3328269571065903),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390867046,20905255443,1,1,"(0.2168925255537033, 0.34734079241752625)","(0.2139296978712082, 0.3136741518974304)",1,1,2.45819091796875,2.4742431640625,Fixation,POINT (0.2154111117124558 0.3305074721574783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390875379,20905263776,1,1,"(0.22173573076725006, 0.35402747988700867)","(0.22129632532596588, 0.32168474793434143)",1,1,2.44927978515625,2.429183959960937,Fixation,POINT (0.221516028046608 0.337856113910675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390883712,20905272109,1,1,"(0.20854367315769196, 0.3538234829902649)","(0.2147207409143448, 0.33063647150993347)",1,1,2.4668426513671875,2.4442291259765625,Fixation,POINT (0.2116322070360184 0.3422299772500992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390892048,20905280445,1,1,"(0.2158062905073166, 0.34398362040519714)","(0.2217877358198166, 0.32032039761543274)",1,1,2.4556884765625,2.4521636962890625,Fixation,POINT (0.2187970131635666 0.3321520090103149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390900381,20905288778,1,1,"(0.22180338203907013, 0.34215542674064636)","(0.2164241224527359, 0.31847161054611206)",1,1,2.4716796875,2.4792938232421875,Fixation,POINT (0.219113752245903 0.3303135186433792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390908714,20905297111,1,1,"(0.2126826047897339, 0.3440283536911011)","(0.22273853421211243, 0.32191357016563416)",1,1,2.4747772216796875,2.45111083984375,Fixation,POINT (0.2177105695009232 0.3329709619283676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390917047,20905305444,1,1,"(0.21619760990142822, 0.35759302973747253)","(0.21413777768611908, 0.3239387273788452)",1,1,2.46282958984375,2.441558837890625,Fixation,POINT (0.2151676937937736 0.3407658785581589),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390925381,20905313778,1,1,"(0.21333016455173492, 0.36236125230789185)","(0.2231961488723755, 0.31738296151161194)",1,1,2.451766967773437,2.437957763671875,Fixation,POINT (0.2182631567120552 0.3398721069097519),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390933714,20905322111,1,1,"(0.21029765903949738, 0.35117122530937195)","(0.2247622162103653, 0.31538233160972595)",1,1,2.455429077148437,2.44171142578125,Fixation,POINT (0.2175299376249313 0.333276778459549),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390942048,20905330445,1,1,"(0.21038320660591125, 0.3480481207370758)","(0.2152160406112671, 0.3068724274635315)",1,1,2.4798736572265625,2.4389190673828125,Fixation,POINT (0.2127996236085892 0.3274602741003036),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390950381,20905338778,1,1,"(0.21559153497219086, 0.3543713092803955)","(0.22045394778251648, 0.3158648908138275)",1,1,2.472259521484375,2.457382202148437,Fixation,POINT (0.2180227413773537 0.3351181000471115),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390958714,20905347111,1,1,"(0.2203182727098465, 0.3584902286529541)","(0.2223079651594162, 0.31617823243141174)",1,1,2.430404663085937,2.44696044921875,Fixation,POINT (0.2213131189346314 0.3373342305421829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390967047,20905355444,1,1,"(0.2177400141954422, 0.35420745611190796)","(0.22551743686199188, 0.31004780530929565)",1,1,2.4673004150390625,2.44952392578125,Fixation,POINT (0.221628725528717 0.3321276307106018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390975381,20905363778,1,1,"(0.2208075374364853, 0.3669968247413635)","(0.22599142789840698, 0.3136318325996399)",1,1,2.4563140869140625,2.44384765625,Fixation,POINT (0.2233994826674461 0.3403143286705017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390983714,20905372111,1,1,"(0.21953338384628296, 0.3629463315010071)","(0.22818109393119812, 0.32788437604904175)",1,1,2.4692535400390625,2.457977294921875,Fixation,POINT (0.2238572388887405 0.3454153537750244),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212390992052,20905380449,1,1,"(0.21789684891700745, 0.3593345880508423)","(0.22208823263645172, 0.3347921371459961)",1,1,2.451690673828125,2.447235107421875,Fixation,POINT (0.2199925407767296 0.3470633625984192),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391000385,20905388782,1,1,"(0.21346834301948547, 0.35718753933906555)","(0.21979129314422607, 0.3283248841762543)",1,1,2.4785919189453125,2.456939697265625,Fixation,POINT (0.2166298180818558 0.3427562117576599),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391008716,20905397113,1,1,"(0.21180984377861023, 0.3494512736797333)","(0.21672047674655914, 0.31787458062171936)",1,1,2.482940673828125,2.464202880859375,Fixation,POINT (0.2142651602625847 0.3336629271507263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391017049,20905405446,1,1,"(0.2164687067270279, 0.35176584124565125)","(0.22248241305351257, 0.30387040972709656)",1,1,2.463485717773437,2.45452880859375,Fixation,POINT (0.2194755598902702 0.3278181254863739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391025383,20905413780,1,1,"(0.22071780264377594, 0.35312527418136597)","(0.22924084961414337, 0.314121812582016)",1,1,2.4956817626953125,2.4451904296875,Fixation,POINT (0.2249793261289597 0.333623543381691),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391033718,20905422115,1,1,"(0.222795769572258, 0.3416839838027954)","(0.21879126131534576, 0.3232630491256714)",1,1,2.4753570556640625,2.4525299072265625,Fixation,POINT (0.2207935154438019 0.3324735164642334),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391042051,20905430448,1,1,"(0.21124562621116638, 0.34085920453071594)","(0.2148551195859909, 0.33208075165748596)",1,1,2.4665679931640625,2.43609619140625,Fixation,POINT (0.2130503728985786 0.336469978094101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391050385,20905438782,1,1,"(0.21733315289020538, 0.34247392416000366)","(0.2229202389717102, 0.329505056142807)",1,1,2.482147216796875,2.439559936523437,Fixation,POINT (0.2201266959309578 0.3359894901514053),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391058718,20905447115,1,1,"(0.22252124547958374, 0.3407406806945801)","(0.21351532638072968, 0.31449371576309204)",1,1,2.460556030273437,2.4549713134765625,Fixation,POINT (0.2180182859301567 0.3276171982288361),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391067051,20905455448,1,1,"(0.21329472959041595, 0.3383801281452179)","(0.22062009572982788, 0.31841951608657837)",1,1,2.444580078125,2.4507598876953125,Fixation,POINT (0.2169574126601219 0.3283998221158981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391075385,20905463782,1,1,"(0.21970072388648987, 0.33338451385498047)","(0.21414360404014587, 0.32651886343955994)",1,1,2.45672607421875,2.446136474609375,Fixation,POINT (0.2169221639633179 0.3299516886472702),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391083719,20905472115,1,1,"(0.21979552507400513, 0.3316251039505005)","(0.2278822958469391, 0.32813766598701477)",1,1,2.442718505859375,2.41363525390625,Fixation,POINT (0.2238389104604721 0.3298813849687576),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391092052,20905480448,1,1,"(0.21686731278896332, 0.3390536606311798)","(0.2181190848350525, 0.3204149603843689)",1,1,2.47283935546875,2.431869506835937,Fixation,POINT (0.2174931988120079 0.3297343105077744),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391108716,20905497113,1,1,"(0.26238447427749634, 0.3527311384677887)","(0.2640855312347412, 0.31761208176612854)",1,1,2.5014190673828125,2.47747802734375,Fixation,POINT (0.2632350027561188 0.3351716101169586),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391117051,20905505448,1,1,"(0.2601141333580017, 0.36204877495765686)","(0.25887972116470337, 0.32933375239372253)",1,1,2.529647827148437,2.44903564453125,Fixation,POINT (0.2594969272613525 0.3456912636756897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391125386,20905513782,1,1,"(0.2669730484485626, 0.3543170690536499)","(0.265250027179718, 0.32642418146133423)",1,1,2.5294647216796875,2.433837890625,Fixation,POINT (0.2661115378141403 0.3403706252574921),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391133719,20905522115,1,1,"(0.2646978497505188, 0.3535270392894745)","(0.2586529850959778, 0.3046436607837677)",1,1,2.488632202148437,2.4114227294921875,Fixation,POINT (0.2616754174232483 0.3290853500366211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391142052,20905530448,1,1,"(0.2660820782184601, 0.3640521764755249)","(0.26396891474723816, 0.3164636790752411)",1,1,2.4910430908203125,2.441635131835937,Fixation,POINT (0.2650254964828491 0.340257927775383),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391150386,20905538782,1,1,"(0.26272740960121155, 0.3615110218524933)","(0.2595333755016327, 0.32534167170524597)",1,1,2.4989776611328125,2.4304962158203125,Fixation,POINT (0.2611303925514221 0.3434263467788696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391158719,20905547115,1,1,"(0.2648639976978302, 0.3694911003112793)","(0.25354596972465515, 0.32291221618652344)",1,1,2.5062713623046875,2.430755615234375,Fixation,POINT (0.2592049837112427 0.3462016582489014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391167052,20905555448,1,1,"(0.2630736231803894, 0.379497230052948)","(0.25935792922973633, 0.3274768888950348)",1,1,2.5288543701171875,2.4447021484375,Fixation,POINT (0.2612157762050629 0.3534870594739914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391175386,20905563782,1,1,"(0.2689565420150757, 0.36263900995254517)","(0.2678825855255127, 0.31328219175338745)",1,1,2.4765625,2.4192047119140625,Fixation,POINT (0.2684195637702942 0.3379606008529663),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391183719,20905572115,1,1,"(0.2625175416469574, 0.3689696788787842)","(0.2572996914386749, 0.32054468989372253)",1,1,2.492172241210937,2.45361328125,Fixation,POINT (0.2599086165428162 0.3447571843862534),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391192052,20905580448,1,1,"(0.2695974111557007, 0.36433830857276917)","(0.2608373463153839, 0.3206288516521454)",1,1,2.4728240966796875,2.437164306640625,Fixation,POINT (0.2652173787355423 0.3424835801124573),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391200386,20905588782,1,1,"(0.2568298578262329, 0.3563189208507538)","(0.26217594742774963, 0.3218473494052887)",1,1,2.522796630859375,2.432098388671875,Fixation,POINT (0.2595029026269913 0.3390831351280212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391208719,20905597115,1,1,"(0.2738020122051239, 0.35833829641342163)","(0.2656604051589966, 0.33029964566230774)",1,1,2.477691650390625,2.4287261962890625,Fixation,POINT (0.2697312086820602 0.3443189710378647),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391217052,20905605448,1,1,"(0.26147201657295227, 0.3587934672832489)","(0.2581053674221039, 0.3340187668800354)",1,1,2.4659576416015625,2.453033447265625,Fixation,POINT (0.2597886919975281 0.3464061170816422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391225386,20905613782,1,1,"(0.25914275646209717, 0.35289424657821655)","(0.27191412448883057, 0.3340311050415039)",1,1,2.4953765869140625,2.4319000244140625,Fixation,POINT (0.2655284404754639 0.3434626758098602),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391233719,20905622115,1,1,"(0.2699492573738098, 0.35091033577919006)","(0.2671267092227936, 0.3380758464336395)",1,1,2.483139038085937,2.459259033203125,Fixation,POINT (0.2685379832983017 0.3444930911064148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391242052,20905630448,1,1,"(0.2715843617916107, 0.34125709533691406)","(0.26006650924682617, 0.3244261145591736)",1,1,2.4790802001953125,2.4332275390625,Fixation,POINT (0.2658254355192184 0.3328416049480438),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391250393,20905638789,1,1,"(0.2689758837223053, 0.35769122838974)","(0.2607854902744293, 0.33545616269111633)",1,1,2.490341186523437,2.4405517578125,Fixation,POINT (0.2648806869983673 0.3465736955404282),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391258726,20905647122,1,1,"(0.26039519906044006, 0.34947845339775085)","(0.2651522755622864, 0.3316301107406616)",1,1,2.493438720703125,2.43316650390625,Fixation,POINT (0.2627737373113632 0.3405542820692062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391267059,20905655455,1,1,"(0.26038801670074463, 0.3544211983680725)","(0.26302140951156616, 0.3282277584075928)",1,1,2.4725799560546875,2.436798095703125,Fixation,POINT (0.2617047131061554 0.3413244783878326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391275393,20905663789,1,1,"(0.26347872614860535, 0.3559480607509613)","(0.26699841022491455, 0.3278640806674957)",1,1,2.478988647460937,2.4301910400390625,Fixation,POINT (0.26523856818676 0.3419060707092285),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391283726,20905672122,1,1,"(0.26227647066116333, 0.3647051751613617)","(0.2664332687854767, 0.3315098285675049)",1,1,2.498504638671875,2.438934326171875,Fixation,POINT (0.26435486972332 0.3481075018644333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391292059,20905680455,1,1,"(0.25889384746551514, 0.372772753238678)","(0.26267415285110474, 0.32952988147735596)",1,1,2.5055389404296875,2.43475341796875,Fixation,POINT (0.2607840001583099 0.351151317358017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391300393,20905688789,1,1,"(0.25658831000328064, 0.3570956289768219)","(0.2632727026939392, 0.3260401487350464)",1,1,2.462982177734375,2.406158447265625,Fixation,POINT (0.2599305063486099 0.3415678888559341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391308726,20905697122,1,1,"(0.25962021946907043, 0.3684993088245392)","(0.26765176653862, 0.33770880103111267)",1,1,2.48529052734375,2.409652709960937,Fixation,POINT (0.2636359930038452 0.3531040549278259),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391317059,20905705455,1,1,"(0.2592804729938507, 0.3604939877986908)","(0.2679049074649811, 0.33149850368499756)",1,1,2.4798126220703125,2.4439849853515625,Fixation,POINT (0.2635926902294159 0.3459962457418442),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391325393,20905713789,1,1,"(0.2667537331581116, 0.3647014796733856)","(0.26288551092147827, 0.3325497806072235)",1,1,2.47491455078125,2.438583374023437,Fixation,POINT (0.2648196220397949 0.3486256301403046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391333726,20905722122,1,1,"(0.2698194086551666, 0.3558175265789032)","(0.259099543094635, 0.3215175271034241)",1,1,2.47393798828125,2.43572998046875,Fixation,POINT (0.2644594758749008 0.3386675268411636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391342059,20905730455,1,1,"(0.2676110565662384, 0.3521575927734375)","(0.26094281673431396, 0.32136672735214233)",1,1,2.475433349609375,2.433929443359375,Fixation,POINT (0.2642769366502762 0.3367621600627899),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391350394,20905738789,1,1,"(0.26571929454803467, 0.3551177978515625)","(0.2645803987979889, 0.313707172870636)",1,1,2.4867095947265625,2.435791015625,Fixation,POINT (0.2651498466730118 0.3344124853610992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391358727,20905747122,1,1,"(0.2640339434146881, 0.36071115732192993)","(0.2635740041732788, 0.3143979012966156)",1,1,2.510040283203125,2.4382781982421875,Fixation,POINT (0.2638039737939835 0.3375545293092728),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391367060,20905755455,1,1,"(0.2667086720466614, 0.3552204668521881)","(0.25669288635253906, 0.3233907222747803)",1,1,2.4835357666015625,2.4340057373046875,Fixation,POINT (0.2617007791996002 0.3393055945634842),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391375394,20905763789,1,1,"(0.2697671353816986, 0.35204848647117615)","(0.2672361135482788, 0.3273162841796875)",1,1,2.474151611328125,2.442001342773437,Fixation,POINT (0.2685016244649887 0.3396823853254318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391383731,20905772127,1,1,"(0.2686704099178314, 0.36608701944351196)","(0.26657429337501526, 0.3287183344364166)",1,1,2.504730224609375,2.4467315673828125,Fixation,POINT (0.2676223516464233 0.3474026769399643),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391392064,20905780460,1,1,"(0.2665922939777374, 0.35754114389419556)","(0.26229703426361084, 0.30987030267715454)",1,1,2.465927124023437,2.445648193359375,Fixation,POINT (0.2644446641206741 0.333705723285675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391400398,20905788794,1,1,"(0.268449068069458, 0.3733799159526825)","(0.26808419823646545, 0.3225629925727844)",1,1,2.46942138671875,2.4272613525390625,Fixation,POINT (0.2682666331529617 0.3479714542627335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391408731,20905797127,1,1,"(0.264212429523468, 0.3700341284275055)","(0.26666682958602905, 0.33876246213912964)",1,1,2.461898803710937,2.4635467529296875,Fixation,POINT (0.2654396295547485 0.3543982952833176),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391433731,20905822127,1,1,"(0.31849509477615356, 0.3448522090911865)","(0.3139076232910156, 0.31960585713386536)",1,1,2.4902496337890625,2.47674560546875,Fixation,POINT (0.3162013590335846 0.3322290331125259),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391442064,20905830460,1,1,"(0.31579601764678955, 0.36204037070274353)","(0.3215470612049103, 0.325823038816452)",1,1,2.5063018798828125,2.456283569335937,Fixation,POINT (0.3186715394258499 0.3439317047595978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391450398,20905838794,1,1,"(0.3197020888328552, 0.36022672057151794)","(0.31698280572891235, 0.32564452290534973)",1,1,2.4878082275390625,2.483428955078125,Fixation,POINT (0.3183424472808838 0.3429356217384338),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391458731,20905847127,1,1,"(0.32740485668182373, 0.36973708868026733)","(0.3186677396297455, 0.32129085063934326)",1,1,2.4742889404296875,2.4853057861328125,Fixation,POINT (0.3230362981557846 0.3455139696598053),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391467064,20905855460,1,1,"(0.3130846917629242, 0.34628579020500183)","(0.3224260210990906, 0.32299530506134033)",1,1,2.46575927734375,2.4501190185546875,Fixation,POINT (0.3177553564310074 0.3346405476331711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391475398,20905863794,1,1,"(0.3172885477542877, 0.34864795207977295)","(0.31553906202316284, 0.32843995094299316)",1,1,2.507476806640625,2.4592742919921875,Fixation,POINT (0.3164138048887253 0.3385439515113831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391483731,20905872127,1,1,"(0.3248612582683563, 0.3511289656162262)","(0.31828752160072327, 0.33787035942077637)",1,1,2.477279663085937,2.472518920898437,Fixation,POINT (0.3215743899345398 0.3444996625185013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getUserNameFromCookie,1694531,1212391625403,20906013798,1,1,"(0.3581414222717285, 0.3677343428134918)","(0.3729020655155182, 0.34262773394584656)",1,1,2.47796630859375,2.4368896484375,,POINT (0.3655217438936234 0.3551810383796692),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
