,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,WordFormGenerator.0,getFastestGenerator.0,final.0,Locale.0,locale.0,throws.0,MorphologyException.0,if.0,locale.1,==.0,nan.0,throw.0,new.0,IllegalArgumentException.0,"""The 'loc' argument cannot be nan "".100",WordFormGenerator.1,component.0,=.0,WordFormGenerator.2,fastestGenerators.0,get.0,locale.2,if.1,component.1,==.1,nan.1,throw.1,new.1,MorphologyException.1,"""Cannot find generator for locales : "".101",+.0,locale.3,toString.0,return.0,component.2,prewritten,accurate,missing,unnecessary,readable,code
0,136,getFastestGenerator,34609355,1209921754630,18436152511,1,1,"(0.8054224848747253, 0.6546421051025391)","(0.8552097082138062, 0.7174777388572693)",1,1,2.585845947265625,2.6057891845703125,,POINT (0.8303160965442657 0.6860599219799042),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,136,getFastestGenerator,34609355,1209921796296,18436194177,1,1,"(0.6985400319099426, 0.3793225884437561)","(0.7184075117111206, 0.4197434186935425)",1,1,2.491485595703125,2.48565673828125,Fixation,POINT (0.7084737718105316 0.3995330035686493),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getFastestGenerator,34609355,1209921804631,18436202512,1,1,"(0.6943873167037964, 0.3807430863380432)","(0.7141712307929993, 0.4345909357070923)",1,1,2.4796905517578125,2.4806671142578125,Fixation,POINT (0.7042792737483978 0.4076670110225678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getFastestGenerator,34609355,1209921812963,18436210844,1,1,"(0.6982728838920593, 0.39085716009140015)","(0.7097685933113098, 0.4443976581096649)",1,1,2.5159454345703125,2.4775848388671875,Fixation,POINT (0.7040207386016846 0.4176274091005325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921821297,18436219178,1,1,"(0.6985496282577515, 0.3893240988254547)","(0.7060245871543884, 0.45989105105400085)",1,1,2.4888458251953125,2.5039825439453125,Fixation,POINT (0.70228710770607 0.4246075749397278),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921829630,18436227511,1,1,"(0.6988623738288879, 0.38971230387687683)","(0.705477237701416, 0.4474971890449524)",1,1,2.48822021484375,2.470443725585937,Fixation,POINT (0.702169805765152 0.4186047464609146),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921837963,18436235844,1,1,"(0.6960058808326721, 0.3980235159397125)","(0.7012903690338135, 0.4420035779476166)",1,1,2.500961303710937,2.47442626953125,Fixation,POINT (0.6986481249332428 0.4200135469436646),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921846298,18436244178,1,1,"(0.6981697678565979, 0.39107266068458557)","(0.6994484066963196, 0.43955400586128235)",1,1,2.503204345703125,2.4818878173828125,Fixation,POINT (0.6988090872764587 0.415313333272934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getFastestGenerator,34609355,1209921854631,18436252511,1,1,"(0.7010097503662109, 0.3929273784160614)","(0.6999333500862122, 0.4450991749763489)",1,1,2.4813232421875,2.4947052001953125,Fixation,POINT (0.7004715502262115 0.4190132766962051),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921862964,18436260844,1,1,"(0.6999804377555847, 0.39238834381103516)","(0.7026514410972595, 0.44835638999938965)",1,1,2.494369506835937,2.4772491455078125,Fixation,POINT (0.7013159394264221 0.4203723669052124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921871299,18436269179,1,1,"(0.6993398070335388, 0.3972056806087494)","(0.699242353439331, 0.4543478786945343)",1,1,2.512924194335937,2.494598388671875,Fixation,POINT (0.6992910802364349 0.4257767796516418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921879630,18436277510,1,1,"(0.6971679329872131, 0.40101420879364014)","(0.6963686347007751, 0.46496692299842834)",1,1,2.5149688720703125,2.549652099609375,Fixation,POINT (0.6967682838439941 0.4329905658960342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921887973,18436285853,1,1,"(0.6993163228034973, 0.3932431936264038)","(0.7009913921356201, 0.4474621117115021)",1,1,2.495834350585937,2.48577880859375,Fixation,POINT (0.7001538574695587 0.4203526526689529),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921896306,18436294186,1,1,"(0.6981795430183411, 0.4014720916748047)","(0.7020004391670227, 0.45158296823501587)",1,1,2.5068817138671875,2.4994049072265625,Fixation,POINT (0.7000899910926819 0.4265275299549103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921904640,18436302520,1,1,"(0.6980604529380798, 0.39992788434028625)","(0.6974186897277832, 0.4506405293941498)",1,1,2.510345458984375,2.5032196044921875,Fixation,POINT (0.6977395713329315 0.425284206867218),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921912973,18436310853,1,1,"(0.700689435005188, 0.4083821177482605)","(0.7005939483642578, 0.4518106281757355)",1,1,2.5131072998046875,2.5021514892578125,Fixation,POINT (0.7006416916847229 0.430096372961998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921921307,18436319187,1,1,"(0.7029969096183777, 0.3963679373264313)","(0.7009317278862, 0.4434037506580353)",1,1,2.4932098388671875,2.501373291015625,Fixation,POINT (0.7019643187522888 0.4198858439922333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921929640,18436327520,1,1,"(0.7027212977409363, 0.40095219016075134)","(0.7011067271232605, 0.4453788697719574)",1,1,2.497177124023437,2.4868316650390625,Fixation,POINT (0.7019140124320984 0.4231655299663544),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921937973,18436335853,1,1,"(0.6982477307319641, 0.4024243950843811)","(0.6992214918136597, 0.4399922788143158)",1,1,2.505279541015625,2.47869873046875,Fixation,POINT (0.6987346112728119 0.4212083369493484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921946306,18436344186,1,1,"(0.7009583711624146, 0.397583544254303)","(0.6963806748390198, 0.4594614803791046)",1,1,2.50018310546875,2.508285522460937,Fixation,POINT (0.6986695230007172 0.4285225123167038),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921954639,18436352519,1,1,"(0.6983140707015991, 0.4018879532814026)","(0.7004797458648682, 0.45655331015586853)",1,1,2.511322021484375,2.5026092529296875,Fixation,POINT (0.6993969082832336 0.4292206317186356),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921962973,18436360853,1,1,"(0.6996044516563416, 0.4032226502895355)","(0.7004403471946716, 0.45626357197761536)",1,1,2.4937286376953125,2.5040435791015625,Fixation,POINT (0.7000223994255066 0.4297431111335754),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921971306,18436369186,1,1,"(0.700248122215271, 0.4039760231971741)","(0.6979426741600037, 0.46685969829559326)",1,1,2.507598876953125,2.5327301025390625,Fixation,POINT (0.6990953981876373 0.4354178607463837),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921979639,18436377519,1,1,"(0.6993629932403564, 0.41077083349227905)","(0.697486400604248, 0.46386584639549255)",1,1,2.499786376953125,2.515716552734375,Fixation,POINT (0.6984246969223022 0.4373183399438858),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921987973,18436385853,1,1,"(0.7026172280311584, 0.4031442105770111)","(0.7018870711326599, 0.45337241888046265)",1,1,2.4841461181640625,2.49920654296875,Fixation,POINT (0.7022521495819092 0.4282583147287369),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209921996307,18436394187,1,1,"(0.7003739476203918, 0.4155239760875702)","(0.7003868818283081, 0.45860937237739563)",1,1,2.5210418701171875,2.48858642578125,Fixation,POINT (0.70038041472435 0.4370666742324829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209922004640,18436402520,1,1,"(0.6992576718330383, 0.40403637290000916)","(0.7014189958572388, 0.4517309069633484)",1,1,2.506103515625,2.4896392822265625,Fixation,POINT (0.7003383338451385 0.4278836399316788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209922012973,18436410853,1,1,"(0.6982553005218506, 0.4021383821964264)","(0.7021315693855286, 0.46276986598968506)",1,1,2.4990997314453125,2.50189208984375,Fixation,POINT (0.7001934349536896 0.4324541240930557),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209922021308,18436419188,1,1,"(0.7022320628166199, 0.3948148488998413)","(0.7024174928665161, 0.45578062534332275)",1,1,2.472930908203125,2.5069580078125,Fixation,POINT (0.702324777841568 0.425297737121582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209922029640,18436427520,1,1,"(0.7002848982810974, 0.4079669415950775)","(0.6998322010040283, 0.4528563916683197)",1,1,2.4972076416015625,2.480560302734375,Fixation,POINT (0.7000585496425629 0.4304116666316986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,getFastestGenerator,34609355,1209922096309,18436494189,1,1,"(0.3213518261909485, 0.11747989058494568)","(0.32917723059654236, 0.15903249382972717)",1,1,2.5592041015625,2.6495819091796875,Fixation,POINT (0.3252645283937454 0.1382561922073364),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922104642,18436502522,1,1,"(0.318167120218277, 0.1135634034872055)","(0.3216921091079712, 0.1518881469964981)",1,1,2.545654296875,2.646484375,Fixation,POINT (0.3199296146631241 0.1327257752418518),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922112977,18436510856,1,1,"(0.3203275799751282, 0.12055227905511856)","(0.32160070538520813, 0.15101505815982819)",1,1,2.543701171875,2.642608642578125,Fixation,POINT (0.3209641426801682 0.1357836686074734),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922121310,18436519189,1,1,"(0.32001402974128723, 0.11671441048383713)","(0.3222332298755646, 0.15261352062225342)",1,1,2.52667236328125,2.629180908203125,Fixation,POINT (0.3211236298084259 0.1346639655530453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922129644,18436527523,1,1,"(0.3271149694919586, 0.11821018904447556)","(0.31769469380378723, 0.146900475025177)",1,1,2.5406494140625,2.628143310546875,Fixation,POINT (0.3224048316478729 0.1325553320348263),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922137977,18436535856,1,1,"(0.3216017484664917, 0.11124826967716217)","(0.3217470347881317, 0.13656224310398102)",1,1,2.51409912109375,2.5976715087890625,Fixation,POINT (0.3216743916273117 0.1239052563905716),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922146310,18436544189,1,1,"(0.32008230686187744, 0.10863234847784042)","(0.3231254816055298, 0.14188650250434875)",1,1,2.503890991210937,2.605865478515625,Fixation,POINT (0.3216038942337036 0.1252594254910946),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922154648,18436552527,1,1,"(0.3211369216442108, 0.1192479208111763)","(0.31684044003486633, 0.14927536249160767)",1,1,2.5056610107421875,2.606689453125,Fixation,POINT (0.3189886808395386 0.134261641651392),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922162982,18436560861,1,1,"(0.3197561800479889, 0.11773670464754105)","(0.31696775555610657, 0.1408982276916504)",1,1,2.5183258056640625,2.595123291015625,Fixation,POINT (0.3183619678020477 0.1293174661695957),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922171315,18436569194,1,1,"(0.3225063681602478, 0.1205274686217308)","(0.320955365896225, 0.14206740260124207)",1,1,2.5155792236328125,2.588348388671875,Fixation,POINT (0.3217308670282364 0.1312974356114864),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922179648,18436577527,1,1,"(0.3235495984554291, 0.12114700675010681)","(0.32170015573501587, 0.14763735234737396)",1,1,2.5027313232421875,2.5975494384765625,Fixation,POINT (0.3226248770952225 0.1343921795487404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922187982,18436585861,1,1,"(0.3231033384799957, 0.112209752202034)","(0.31782934069633484, 0.15096445381641388)",1,1,2.504119873046875,2.5987091064453125,Fixation,POINT (0.3204663395881653 0.1315871030092239),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922196315,18436594194,1,1,"(0.3241615295410156, 0.11711930483579636)","(0.32053667306900024, 0.14325951039791107)",1,1,2.4890289306640625,2.5903472900390625,Fixation,POINT (0.3223491013050079 0.1301894076168537),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922204648,18436602527,1,1,"(0.3246643841266632, 0.117453932762146)","(0.3220057785511017, 0.15165220201015472)",1,1,2.50091552734375,2.5848541259765625,Fixation,POINT (0.3233350813388824 0.1345530673861504),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922212982,18436610861,1,1,"(0.32414910197257996, 0.117213673889637)","(0.32138603925704956, 0.15323464572429657)",1,1,2.5097808837890625,2.58380126953125,Fixation,POINT (0.3227675706148148 0.1352241598069668),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922221315,18436619194,1,1,"(0.3221507966518402, 0.11669597029685974)","(0.3172733187675476, 0.15017099678516388)",1,1,2.4807281494140625,2.5792694091796875,Fixation,POINT (0.3197120577096939 0.1334334835410118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922229649,18436627528,1,1,"(0.32696887850761414, 0.11545456200838089)","(0.3224795460700989, 0.14606669545173645)",1,1,2.48614501953125,2.5879058837890625,Fixation,POINT (0.3247242122888565 0.1307606287300587),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922237982,18436635861,1,1,"(0.3233327567577362, 0.11654479056596756)","(0.3221629559993744, 0.14431676268577576)",1,1,2.489974975585937,2.575180053710937,Fixation,POINT (0.3227478563785553 0.1304307766258717),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922246315,18436644194,1,1,"(0.32328274846076965, 0.11829681694507599)","(0.3216361701488495, 0.14507625997066498)",1,1,2.487823486328125,2.558502197265625,Fixation,POINT (0.3224594593048096 0.1316865384578705),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922254648,18436652527,1,1,"(0.3220771849155426, 0.1215585395693779)","(0.3170393109321594, 0.14817585051059723)",1,1,2.4946746826171875,2.574447631835937,Fixation,POINT (0.319558247923851 0.1348671950399876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922296319,18436694198,1,1,"(0.10125114023685455, 0.08814111351966858)","(0.10229599475860596, 0.10779585689306259)",1,1,2.4625244140625,2.5753326416015625,Fixation,POINT (0.1017735674977303 0.0979684852063656),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922304653,18436702532,1,1,"(0.10588634014129639, 0.09813550859689713)","(0.11091429740190506, 0.10575336962938309)",1,1,2.463607788085937,2.560302734375,Fixation,POINT (0.1084003187716007 0.1019444391131401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922312986,18436710865,1,1,"(0.10156040638685226, 0.10190403461456299)","(0.10352683812379837, 0.11034157127141953)",1,1,2.45892333984375,2.5509185791015625,Fixation,POINT (0.1025436222553253 0.1061228029429913),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922321319,18436719198,1,1,"(0.1002146527171135, 0.09556823968887329)","(0.10567020624876022, 0.10483407229185104)",1,1,2.44598388671875,2.541473388671875,Fixation,POINT (0.1029424294829369 0.1002011559903622),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922329653,18436727532,1,1,"(0.10258528590202332, 0.09422435611486435)","(0.10538728535175323, 0.1039433479309082)",1,1,2.4411163330078125,2.5338592529296875,Fixation,POINT (0.1039862856268883 0.0990838520228863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922337985,18436735864,1,1,"(0.10103289783000946, 0.09755849838256836)","(0.10571203380823135, 0.10319264978170395)",1,1,2.4361572265625,2.5325927734375,Fixation,POINT (0.1033724658191204 0.1003755740821362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922346319,18436744198,1,1,"(0.09449829161167145, 0.09233767539262772)","(0.10456445813179016, 0.10179640352725983)",1,1,2.4264068603515625,2.534759521484375,Fixation,POINT (0.0995313748717308 0.0970670394599438),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922354652,18436752531,1,1,"(0.09441559761762619, 0.0939648225903511)","(0.10453610122203827, 0.11135809868574142)",1,1,2.4414825439453125,2.5225830078125,Fixation,POINT (0.0994758494198322 0.1026614606380463),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922362986,18436760865,1,1,"(0.09702422469854355, 0.09452089667320251)","(0.10759858787059784, 0.11423157900571823)",1,1,2.43023681640625,2.5304718017578125,Fixation,POINT (0.1023114062845707 0.1043762378394604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922371319,18436769198,1,1,"(0.09793785959482193, 0.09202191233634949)","(0.10496843606233597, 0.11282210797071457)",1,1,2.4228515625,2.531951904296875,Fixation,POINT (0.101453147828579 0.102422010153532),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922379654,18436777532,1,1,"(0.09825000166893005, 0.09187780320644379)","(0.10905927419662476, 0.11386367678642273)",1,1,2.4232940673828125,2.5211334228515625,Fixation,POINT (0.1036546379327774 0.1028707399964333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922387987,18436785865,1,1,"(0.09698443114757538, 0.0970638319849968)","(0.10597965866327286, 0.11448131501674652)",1,1,2.4233856201171875,2.5187225341796875,Fixation,POINT (0.1014820449054241 0.1057725735008717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922396320,18436794198,1,1,"(0.10159691423177719, 0.09835661202669144)","(0.10586094856262207, 0.10594843327999115)",1,1,2.421356201171875,2.516448974609375,Fixation,POINT (0.1037289313971996 0.1021525226533413),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922404653,18436802531,1,1,"(0.09870638698339462, 0.09007112681865692)","(0.10370440781116486, 0.10957691818475723)",1,1,2.4222564697265625,2.515380859375,Fixation,POINT (0.1012053973972797 0.0998240225017071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922412992,18436810870,1,1,"(0.09927051514387131, 0.09689635038375854)","(0.1051706075668335, 0.11042594164609909)",1,1,2.4180908203125,2.5084991455078125,Fixation,POINT (0.1022205613553524 0.1036611460149288),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922421325,18436819203,1,1,"(0.09936513751745224, 0.09308245778083801)","(0.10650834441184998, 0.1103966012597084)",1,1,2.41973876953125,2.52191162109375,Fixation,POINT (0.1029367409646511 0.1017395295202732),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922429658,18436827536,1,1,"(0.0999692901968956, 0.09500229358673096)","(0.10299379378557205, 0.10976467281579971)",1,1,2.4136962890625,2.5001220703125,Fixation,POINT (0.1014815419912338 0.1023834832012653),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922437991,18436835869,1,1,"(0.1021958738565445, 0.09943390637636185)","(0.1033315658569336, 0.10722629725933075)",1,1,2.420989990234375,2.50555419921875,Fixation,POINT (0.102763719856739 0.1033301018178463),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922446325,18436844203,1,1,"(0.10303312540054321, 0.0976450964808464)","(0.10430178791284561, 0.11454638093709946)",1,1,2.4322509765625,2.5040435791015625,Fixation,POINT (0.1036674566566944 0.1060957387089729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922454658,18436852536,1,1,"(0.10424987226724625, 0.10394705086946487)","(0.10505318641662598, 0.10865829139947891)",1,1,2.4189605712890625,2.5167694091796875,Fixation,POINT (0.1046515293419361 0.1063026711344719),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922462992,18436860870,1,1,"(0.10122796893119812, 0.09803560376167297)","(0.10478440672159195, 0.11108995229005814)",1,1,2.41680908203125,2.504135131835937,Fixation,POINT (0.103006187826395 0.1045627780258656),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922471325,18436869203,1,1,"(0.10539621114730835, 0.1019318699836731)","(0.10640334337949753, 0.10687564313411713)",1,1,2.43377685546875,2.5066680908203125,Fixation,POINT (0.1058997772634029 0.1044037565588951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922479659,18436877537,1,1,"(0.10330190509557724, 0.09191692620515823)","(0.10835355520248413, 0.11016871780157089)",1,1,2.428253173828125,2.5005035400390625,Fixation,POINT (0.1058277301490307 0.1010428220033646),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922487991,18436885869,1,1,"(0.10360045731067657, 0.09583305567502975)","(0.10963410884141922, 0.1086558923125267)",1,1,2.416412353515625,2.498291015625,Fixation,POINT (0.1066172830760479 0.1022444739937782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922496325,18436894203,1,1,"(0.10326585173606873, 0.09495587646961212)","(0.1058848425745964, 0.11276621371507645)",1,1,2.43060302734375,2.4958038330078125,Fixation,POINT (0.1045753471553326 0.1038610450923443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922504658,18436902536,1,1,"(0.1030503660440445, 0.10159316658973694)","(0.10925527662038803, 0.10886915028095245)",1,1,2.415771484375,2.498443603515625,Fixation,POINT (0.1061528213322163 0.1052311584353447),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922512991,18436910869,1,1,"(0.10753888636827469, 0.10408355295658112)","(0.10677485913038254, 0.10968570411205292)",1,1,2.422332763671875,2.486679077148437,Fixation,POINT (0.1071568727493286 0.106884628534317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922521325,18436919203,1,1,"(0.1065175011754036, 0.09333832561969757)","(0.10621485114097595, 0.11248206347227097)",1,1,2.4449615478515625,2.502426147460937,Fixation,POINT (0.1063661761581898 0.1029101945459843),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922529658,18436927536,1,1,"(0.10893980413675308, 0.09747383743524551)","(0.10944968461990356, 0.1136736199259758)",1,1,2.4333648681640625,2.479232788085937,Fixation,POINT (0.1091947443783283 0.1055737286806107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922537992,18436935870,1,1,"(0.10544618964195251, 0.09966222196817398)","(0.10589833557605743, 0.102583147585392)",1,1,2.427276611328125,2.4732208251953125,Fixation,POINT (0.105672262609005 0.101122684776783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922546331,18436944209,1,1,"(0.10633357614278793, 0.10668975114822388)","(0.1084768995642662, 0.10816346853971481)",1,1,2.402008056640625,2.489410400390625,Fixation,POINT (0.1074052378535271 0.1074266098439694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getFastestGenerator,34609355,1209922554664,18436952542,1,1,"(0.11737994104623795, 0.1045561358332634)","(0.12803953886032104, 0.11850208044052124)",1,1,2.405487060546875,2.47454833984375,Fixation,POINT (0.1227097399532795 0.1115291081368923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
