,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,private.0,void.0,init.0,_innerData.0,=.0,Collections.0,synchronizedMap.0,new.0,LinkedHashMap.0,String.0,Object.0,>.0,Iterator.0,Entry.0,<.2,String.1,Object.1,>.1,itr.0,=.1,_srcModel.0,entrySet.0,iterator.0,while.0,itr.1,hasNext.0,Entry.1,String.2,Object.2,>.3,entry.0,=.2,itr.2,next.0,_innerData.1,put.0,entry.1,getKey.0,entry.2,getValue.0,_srcListener.0,=.3,new.1,ListDataListener.0,public.1,void.1,onChange.0,ListDataEvent.0,event.0,onListDataChange.0,event.1,};	.0,_srcModel.1,addListDataListener.0,_srcListener.1,prewritten,accurate,missing,unnecessary,readable,code
0,136,init,43040436,1209079963786,17594364792,1,1,"(0.1416000872850418, 0.24839423596858978)","(0.1462555229663849, 0.26574432849884033)",1,1,2.4460906982421875,2.3871612548828125,Fixation,POINT (0.1439278051257134 0.2570692822337151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209079972119,17594373125,1,1,"(0.13974645733833313, 0.2563062608242035)","(0.14267343282699585, 0.26998353004455566)",1,1,2.41705322265625,2.388458251953125,Fixation,POINT (0.1412099450826645 0.2631448954343796),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209079980456,17594381462,1,1,"(0.14580386877059937, 0.24966293573379517)","(0.1426188200712204, 0.2731011211872101)",1,1,2.410430908203125,2.4051666259765625,Fixation,POINT (0.1442113444209099 0.2613820284605026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209079988790,17594389796,1,1,"(0.14573171734809875, 0.2523125112056732)","(0.1336006224155426, 0.27252891659736633)",1,1,2.4184722900390625,2.416610717773437,Fixation,POINT (0.1396661698818207 0.2624207139015198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209079997123,17594398129,1,1,"(0.14298169314861298, 0.24803943932056427)","(0.13509546220302582, 0.2810063064098358)",1,1,2.42596435546875,2.377288818359375,Fixation,POINT (0.1390385776758194 0.2645228728652),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080005456,17594406462,1,1,"(0.14379793405532837, 0.24738392233848572)","(0.13566310703754425, 0.2711665630340576)",1,1,2.4141387939453125,2.4127349853515625,Fixation,POINT (0.1397305205464363 0.2592752426862717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080013790,17594414796,1,1,"(0.14628642797470093, 0.24140457808971405)","(0.1345556527376175, 0.2760782241821289)",1,1,2.4349365234375,2.39788818359375,Fixation,POINT (0.1404210403561592 0.2587414011359215),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080022123,17594423129,1,1,"(0.1441378891468048, 0.24151043593883514)","(0.13382409512996674, 0.2700730860233307)",1,1,2.4249267578125,2.400421142578125,Fixation,POINT (0.1389809921383858 0.2557917609810829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080030456,17594431462,1,1,"(0.1504601091146469, 0.23458527028560638)","(0.13280314207077026, 0.27249860763549805)",1,1,2.403900146484375,2.391632080078125,Fixation,POINT (0.1416316255927086 0.2535419389605522),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080038790,17594439796,1,1,"(0.1468362957239151, 0.2415512651205063)","(0.13341529667377472, 0.2680201828479767)",1,1,2.3952178955078125,2.401596069335937,Fixation,POINT (0.1401257961988449 0.2547857239842415),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080047123,17594448129,1,1,"(0.14808028936386108, 0.2534700036048889)","(0.14776280522346497, 0.2770446836948395)",1,1,2.4124908447265625,2.4186553955078125,Fixation,POINT (0.147921547293663 0.2652573436498642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080063790,17594464796,1,1,"(0.17718076705932617, 0.24481284618377686)","(0.17588689923286438, 0.28105786442756653)",1,1,2.441009521484375,2.4007110595703125,Fixation,POINT (0.1765338331460953 0.2629353553056717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080072123,17594473129,1,1,"(0.1726025640964508, 0.24693048000335693)","(0.17570388317108154, 0.28381699323654175)",1,1,2.4562225341796875,2.428695678710937,Fixation,POINT (0.1741532236337662 0.2653737366199493),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080080456,17594481462,1,1,"(0.17081841826438904, 0.2527467608451843)","(0.18060186505317688, 0.2762438654899597)",1,1,2.44537353515625,2.428085327148437,Fixation,POINT (0.175710141658783 0.264495313167572),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080088790,17594489796,1,1,"(0.16996072232723236, 0.25012415647506714)","(0.18029458820819855, 0.27903062105178833)",1,1,2.3999481201171875,2.436981201171875,Fixation,POINT (0.1751276552677154 0.2645773887634277),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080097123,17594498129,1,1,"(0.17477254569530487, 0.2491842806339264)","(0.17939049005508423, 0.2796892523765564)",1,1,2.4273834228515625,2.4073028564453125,Fixation,POINT (0.1770815178751946 0.2644367665052414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080105456,17594506462,1,1,"(0.17672811448574066, 0.24575716257095337)","(0.17336568236351013, 0.2744212746620178)",1,1,2.413482666015625,2.4168243408203125,Fixation,POINT (0.1750468984246254 0.2600892186164856),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080113796,17594514802,1,1,"(0.17296810448169708, 0.23922035098075867)","(0.17605197429656982, 0.2757359445095062)",1,1,2.445053100585937,2.4174346923828125,Fixation,POINT (0.1745100393891334 0.2574781477451324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080122129,17594523135,1,1,"(0.17246463894844055, 0.24461649358272552)","(0.17758828401565552, 0.27164530754089355)",1,1,2.434188842773437,2.4360504150390625,Fixation,POINT (0.175026461482048 0.2581309005618095),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080130462,17594531468,1,1,"(0.17581114172935486, 0.24455668032169342)","(0.17445717751979828, 0.27733278274536133)",1,1,2.4538116455078125,2.40008544921875,Fixation,POINT (0.1751341596245766 0.2609447315335274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080138796,17594539802,1,1,"(0.17364612221717834, 0.23683464527130127)","(0.1732281893491745, 0.2837187945842743)",1,1,2.4167633056640625,2.4142303466796875,Fixation,POINT (0.1734371557831764 0.2602767199277878),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080147129,17594548135,1,1,"(0.17661739885807037, 0.24775296449661255)","(0.1774972528219223, 0.27696090936660767)",1,1,2.419769287109375,2.4282379150390625,Fixation,POINT (0.1770573258399963 0.2623569369316101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080155462,17594556468,1,1,"(0.17312709987163544, 0.2437366098165512)","(0.17772676050662994, 0.27477121353149414)",1,1,2.441146850585937,2.416839599609375,Fixation,POINT (0.1754269301891327 0.2592539116740227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080163796,17594564802,1,1,"(0.17203325033187866, 0.2503986656665802)","(0.17517822980880737, 0.27221959829330444)",1,1,2.4624176025390625,2.4049530029296875,Fixation,POINT (0.173605740070343 0.2613091319799423),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080172129,17594573135,1,1,"(0.17354963719844818, 0.24618440866470337)","(0.17439348995685577, 0.27689045667648315)",1,1,2.4331512451171875,2.4242095947265625,Fixation,POINT (0.173971563577652 0.2615374326705933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080180462,17594581468,1,1,"(0.17110058665275574, 0.23674574494361877)","(0.17522212862968445, 0.2769283652305603)",1,1,2.43231201171875,2.4292755126953125,Fixation,POINT (0.1731613576412201 0.2568370550870895),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080188796,17594589802,1,1,"(0.17320308089256287, 0.2425118386745453)","(0.172740638256073, 0.27900779247283936)",1,1,2.44549560546875,2.413681030273437,Fixation,POINT (0.1729718595743179 0.2607598155736923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080197129,17594598135,1,1,"(0.17009536921977997, 0.23977507650852203)","(0.17489837110042572, 0.28615814447402954)",1,1,2.44903564453125,2.4234161376953125,Fixation,POINT (0.1724968701601028 0.2629666104912758),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080205463,17594606468,1,1,"(0.168582946062088, 0.24439670145511627)","(0.1779262274503708, 0.2818366587162018)",1,1,2.428619384765625,2.422271728515625,Fixation,POINT (0.1732545867562294 0.263116680085659),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080213797,17594614802,1,1,"(0.17145541310310364, 0.25394532084465027)","(0.17796984314918518, 0.27842190861701965)",1,1,2.4345703125,2.448348999023437,Fixation,POINT (0.1747126281261444 0.266183614730835),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080222130,17594623135,1,1,"(0.16982582211494446, 0.2454754263162613)","(0.1722913682460785, 0.275015652179718)",1,1,2.4775390625,2.447479248046875,Fixation,POINT (0.1710585951805115 0.2602455392479896),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080230463,17594631468,1,1,"(0.17337435483932495, 0.24067872762680054)","(0.17423208057880402, 0.27519816160202026)",1,1,2.4324493408203125,2.436248779296875,Fixation,POINT (0.1738032177090645 0.2579384446144104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080238800,17594639805,1,1,"(0.16925789415836334, 0.24931544065475464)","(0.17826271057128906, 0.28847765922546387)",1,1,2.460235595703125,2.4431915283203125,Fixation,POINT (0.1737603023648262 0.2688965499401092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080247133,17594648138,1,1,"(0.17484435439109802, 0.2466733157634735)","(0.17363187670707703, 0.27727603912353516)",1,1,2.4664459228515625,2.4404754638671875,Fixation,POINT (0.1742381155490875 0.2619746774435043),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080255466,17594656471,1,1,"(0.17745284736156464, 0.24330779910087585)","(0.1886046975851059, 0.28033846616744995)",1,1,2.429061889648437,2.469329833984375,Fixation,POINT (0.1830287724733353 0.2618231326341629),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080272133,17594673138,1,1,"(0.23822246491909027, 0.25703996419906616)","(0.22830359637737274, 0.30526357889175415)",1,1,2.4888153076171875,2.4759674072265625,Fixation,POINT (0.2332630306482315 0.2811517715454102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080280466,17594681471,1,1,"(0.23455284535884857, 0.26535069942474365)","(0.2243722677230835, 0.29293131828308105)",1,1,2.44012451171875,2.457733154296875,Fixation,POINT (0.229462556540966 0.2791410088539124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080288800,17594689805,1,1,"(0.23185835778713226, 0.27629029750823975)","(0.22522903978824615, 0.2938977777957916)",1,1,2.4602813720703125,2.4604949951171875,Fixation,POINT (0.2285436987876892 0.2850940376520157),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080297133,17594698138,1,1,"(0.22866959869861603, 0.27555787563323975)","(0.22268831729888916, 0.2946242690086365)",1,1,2.451324462890625,2.45361328125,Fixation,POINT (0.2256789579987526 0.2850910723209381),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080305466,17594706471,1,1,"(0.22843891382217407, 0.2805008888244629)","(0.22147487103939056, 0.29486921429634094)",1,1,2.4214019775390625,2.4776153564453125,Fixation,POINT (0.2249568924307823 0.2876850515604019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080313799,17594714804,1,1,"(0.23217834532260895, 0.28966590762138367)","(0.22710102796554565, 0.30670517683029175)",1,1,2.472900390625,2.471038818359375,Fixation,POINT (0.2296396866440773 0.2981855422258377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080322133,17594723138,1,1,"(0.230582132935524, 0.2740803062915802)","(0.22147345542907715, 0.2969486117362976)",1,1,2.4006500244140625,2.461578369140625,Fixation,POINT (0.2260277941823006 0.2855144590139389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080330466,17594731471,1,1,"(0.22574087977409363, 0.2727119028568268)","(0.2227020412683487, 0.2918640077114105)",1,1,2.412338256835937,2.4774169921875,Fixation,POINT (0.2242214605212212 0.2822879552841186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080338799,17594739804,1,1,"(0.22997458279132843, 0.2715533375740051)","(0.22266779839992523, 0.29677942395210266)",1,1,2.4481964111328125,2.45880126953125,Fixation,POINT (0.2263211905956268 0.2841663807630539),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080347133,17594748138,1,1,"(0.2290416955947876, 0.2741740345954895)","(0.2229386270046234, 0.28804901242256165)",1,1,2.44873046875,2.473983764648437,Fixation,POINT (0.2259901612997055 0.2811115235090256),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080355466,17594756471,1,1,"(0.23288603127002716, 0.2769053876399994)","(0.22181212902069092, 0.2881661355495453)",1,1,2.4433746337890625,2.44903564453125,Fixation,POINT (0.227349080145359 0.2825357615947723),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080363800,17594764805,1,1,"(0.23147709667682648, 0.2697054147720337)","(0.22205114364624023, 0.29484447836875916)",1,1,2.4306182861328125,2.473052978515625,Fixation,POINT (0.2267641201615334 0.2822749465703964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080372138,17594773143,1,1,"(0.23092353343963623, 0.2781616151332855)","(0.22073467075824738, 0.29360100626945496)",1,1,2.446380615234375,2.484237670898437,Fixation,POINT (0.2258291020989418 0.2858813107013702),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080380471,17594781476,1,1,"(0.2329222708940506, 0.2669667601585388)","(0.22037895023822784, 0.28984954953193665)",1,1,2.4315643310546875,2.464935302734375,Fixation,POINT (0.2266506105661392 0.2784081548452377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080388805,17594789810,1,1,"(0.22925075888633728, 0.2680491805076599)","(0.2253585010766983, 0.2937152087688446)",1,1,2.42803955078125,2.466049194335937,Fixation,POINT (0.2273046299815178 0.2808821946382523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080397138,17594798143,1,1,"(0.2337144911289215, 0.2702297866344452)","(0.22166834771633148, 0.2951793074607849)",1,1,2.435409545898437,2.486434936523437,Fixation,POINT (0.2276914194226265 0.282704547047615),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080405471,17594806476,1,1,"(0.23395998775959015, 0.2800125181674957)","(0.22169552743434906, 0.2938104271888733)",1,1,2.501434326171875,2.476837158203125,Fixation,POINT (0.2278277575969696 0.2869114726781845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080413804,17594814809,1,1,"(0.22828631103038788, 0.26568174362182617)","(0.22694799304008484, 0.29261496663093567)",1,1,2.4482879638671875,2.483123779296875,Fixation,POINT (0.2276171520352364 0.2791483551263809),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080422138,17594823143,1,1,"(0.23004238307476044, 0.2720653712749481)","(0.2239951342344284, 0.29341915249824524)",1,1,2.45758056640625,2.489990234375,Fixation,POINT (0.2270187586545944 0.2827422618865967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080438804,17594839809,1,1,"(0.23193420469760895, 0.2749687135219574)","(0.22523286938667297, 0.28734922409057617)",1,1,2.4466705322265625,2.4801483154296875,,POINT (0.228583537042141 0.2811589688062668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080455471,17594856476,1,1,"(0.23883061110973358, 0.28258565068244934)","(0.2189403474330902, 0.28492334485054016)",1,1,2.4652099609375,2.497406005859375,,POINT (0.2288854792714119 0.2837544977664948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080463804,17594864809,1,1,"(0.22495926916599274, 0.2744119465351105)","(0.21192920207977295, 0.29750731587409973)",1,1,2.4574127197265625,2.4731903076171875,Fixation,POINT (0.2184442356228828 0.2859596312046051),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080480471,17594881476,1,1,"(0.22516478598117828, 0.26546037197113037)","(0.21570712327957153, 0.2961646318435669)",1,1,2.4905242919921875,2.5115966796875,,POINT (0.2204359546303749 0.2808125019073486),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080488804,17594889809,1,1,"(0.22185304760932922, 0.25025543570518494)","(0.21546125411987305, 0.2934231758117676)",1,1,2.4510650634765625,2.492462158203125,Fixation,POINT (0.2186571508646011 0.2718393057584763),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080497138,17594898143,1,1,"(0.2201828509569168, 0.2569844126701355)","(0.21719178557395935, 0.2900027334690094)",1,1,2.4680328369140625,2.487335205078125,Fixation,POINT (0.2186873182654381 0.2734935730695724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080505475,17594906480,1,1,"(0.22006137669086456, 0.2694796919822693)","(0.21197466552257538, 0.2875347435474396)",1,1,2.4665985107421875,2.504852294921875,Fixation,POINT (0.21601802110672 0.2785072177648544),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080513808,17594914813,1,1,"(0.22252009809017181, 0.2638193666934967)","(0.21399186551570892, 0.295898973941803)",1,1,2.453964233398437,2.5081329345703125,Fixation,POINT (0.2182559818029404 0.2798591703176498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080522142,17594923147,1,1,"(0.22810494899749756, 0.2620776891708374)","(0.21664105355739594, 0.29175499081611633)",1,1,2.490509033203125,2.4835357666015625,Fixation,POINT (0.2223730012774468 0.2769163399934769),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080530475,17594931480,1,1,"(0.22357529401779175, 0.2554340958595276)","(0.21979385614395142, 0.28050288558006287)",1,1,2.467376708984375,2.5026092529296875,Fixation,POINT (0.2216845750808716 0.2679684907197952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080538808,17594939813,1,1,"(0.21747736632823944, 0.2637673020362854)","(0.21284794807434082, 0.2845844030380249)",1,1,2.468978881835937,2.5166778564453125,Fixation,POINT (0.2151626572012901 0.2741758525371552),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080547143,17594948147,1,1,"(0.2232658863067627, 0.26839926838874817)","(0.20915094017982483, 0.28872057795524597)",1,1,2.47442626953125,2.496826171875,Fixation,POINT (0.2162084132432938 0.2785599231719971),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080555476,17594956480,1,1,"(0.2257026880979538, 0.27166780829429626)","(0.21372105181217194, 0.28988197445869446)",1,1,2.465805053710937,2.5015411376953125,Fixation,POINT (0.2197118699550629 0.2807748913764954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080563809,17594964813,1,1,"(0.22090208530426025, 0.28219300508499146)","(0.2206733375787735, 0.2891099452972412)",1,1,2.4809722900390625,2.5253448486328125,Fixation,POINT (0.2207877114415169 0.2856514751911163),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080572143,17594973147,1,1,"(0.2171533703804016, 0.2692904770374298)","(0.21180416643619537, 0.29194679856300354)",1,1,2.4759521484375,2.505584716796875,Fixation,POINT (0.2144787684082985 0.2806186378002167),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080580476,17594981480,1,1,"(0.2253270149230957, 0.2765374779701233)","(0.20785219967365265, 0.29700562357902527)",1,1,2.4845123291015625,2.496551513671875,Fixation,POINT (0.2165896072983742 0.2867715507745743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080588809,17594989813,1,1,"(0.2206762135028839, 0.26218363642692566)","(0.21639728546142578, 0.29161062836647034)",1,1,2.4863433837890625,2.510833740234375,Fixation,POINT (0.2185367494821548 0.276897132396698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080597143,17594998147,1,1,"(0.21904310584068298, 0.268097460269928)","(0.21566908061504364, 0.2958362400531769)",1,1,2.49395751953125,2.506256103515625,Fixation,POINT (0.2173560932278633 0.2819668501615524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080605476,17595006480,1,1,"(0.2140989750623703, 0.2633548378944397)","(0.21411047875881195, 0.2977806627750397)",1,1,2.4707183837890625,2.51861572265625,Fixation,POINT (0.2141047269105911 0.2805677503347397),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080613809,17595014813,1,1,"(0.21744853258132935, 0.2768253982067108)","(0.21422319114208221, 0.3007166087627411)",1,1,2.478851318359375,2.4946441650390625,Fixation,POINT (0.2158358618617058 0.288771003484726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080622143,17595023147,1,1,"(0.2154637575149536, 0.2714168429374695)","(0.21520747244358063, 0.29787763953208923)",1,1,2.48651123046875,2.514251708984375,Fixation,POINT (0.2153356149792671 0.2846472412347794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,init,43040436,1209080630476,17595031480,1,1,"(0.21808721125125885, 0.27039188146591187)","(0.21544916927814484, 0.29115936160087585)",1,1,2.47869873046875,2.502532958984375,Fixation,POINT (0.2167681902647018 0.2807756215333939),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
