,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,addPKColumn.0,String.0,aPKColName.0,throws.0,IllegalArgumentException.0,Column.0,col.0,=.0,Column.1,colMap.0,get.0,aPKColName.1,if.0,col.1,==.0,nan.0,throw.0,new.0,IllegalArgumentException.1,"""The column |"".100",+.0,aPKColName.2,+.1,"""| does not belong to the table |"".101",+.2,name.0,+.3,"""|"".0",pkColumns.0,add.0,col.2,code,participant_summary
0,136,addPKColumn,51577053,1211446221716,19960613956,1,1,"(0.9097529649734497, 0.4076029658317566)","(0.9192475080490112, 0.3862876892089844)",1,1,2.491424560546875,2.39190673828125,,POINT (0.9145002365112305 0.3969453275203705),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446230049,19960622289,1,1,"(0.9102288484573364, 0.4025726020336151)","(0.9278827905654907, 0.38361266255378723)",1,1,2.471420288085937,2.3669586181640625,Fixation,POINT (0.9190558195114136 0.3930926322937012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446238382,19960630622,1,1,"(0.9139501452445984, 0.39453551173210144)","(0.9297643303871155, 0.39701634645462036)",1,1,2.5024871826171875,2.3917236328125,Fixation,POINT (0.9218572378158569 0.3957759290933609),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446246716,19960638956,1,1,"(0.9127289652824402, 0.400867223739624)","(0.9253588318824768, 0.38640955090522766)",1,1,2.502716064453125,2.3678741455078125,Fixation,POINT (0.9190438985824585 0.3936383873224258),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446255049,19960647289,1,1,"(0.9079442620277405, 0.390705406665802)","(0.9241863489151001, 0.3908838629722595)",1,1,2.4801788330078125,2.34912109375,Fixation,POINT (0.9160653054714203 0.3907946348190308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446263382,19960655622,1,1,"(0.911736011505127, 0.38548073172569275)","(0.9259904026985168, 0.39742210507392883)",1,1,2.473480224609375,2.37896728515625,Fixation,POINT (0.9188632071018219 0.3914514183998108),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446271717,19960663957,1,1,"(0.9108040928840637, 0.3977428674697876)","(0.9269084930419922, 0.3913845121860504)",1,1,2.48504638671875,2.3811187744140625,Fixation,POINT (0.918856292963028 0.394563689827919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446280051,19960672291,1,1,"(0.9037877917289734, 0.387596070766449)","(0.9219927191734314, 0.4064165949821472)",1,1,2.485443115234375,2.362060546875,Fixation,POINT (0.9128902554512024 0.3970063328742981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446288384,19960680624,1,1,"(0.9087179899215698, 0.38683971762657166)","(0.9309849143028259, 0.3887024521827698)",1,1,2.4931640625,2.366851806640625,Fixation,POINT (0.9198514521121979 0.3877710849046707),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446296718,19960688958,1,1,"(0.9137005805969238, 0.39377516508102417)","(0.9237399697303772, 0.3886316418647766)",1,1,2.486557006835937,2.394378662109375,Fixation,POINT (0.9187202751636505 0.3912034034729004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446305051,19960697291,1,1,"(0.9002249240875244, 0.39303478598594666)","(0.9244385361671448, 0.38472771644592285)",1,1,2.4766998291015625,2.379989624023437,Fixation,POINT (0.9123317301273346 0.3888812512159348),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446313390,19960705630,1,1,"(0.9166098237037659, 0.3827054500579834)","(0.9276895523071289, 0.38856369256973267)",1,1,2.499053955078125,2.39190673828125,Fixation,POINT (0.9221496880054474 0.385634571313858),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446321723,19960713963,1,1,"(0.9054727554321289, 0.3898007571697235)","(0.9154399633407593, 0.38474807143211365)",1,1,2.4731903076171875,2.38134765625,Fixation,POINT (0.9104563593864441 0.3872744143009186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446330057,19960722297,1,1,"(0.9096511006355286, 0.39871740341186523)","(0.9276889562606812, 0.3858068883419037)",1,1,2.5031280517578125,2.384765625,Fixation,POINT (0.9186700284481049 0.3922621458768845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446338390,19960730630,1,1,"(0.9068124890327454, 0.4031103849411011)","(0.9226218461990356, 0.3895922601222992)",1,1,2.5126953125,2.4005126953125,Fixation,POINT (0.9147171676158905 0.3963513225317001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446346725,19960738964,1,1,"(0.9111835360527039, 0.39140886068344116)","(0.9202376008033752, 0.38342738151550293)",1,1,2.4999542236328125,2.382537841796875,Fixation,POINT (0.9157105684280396 0.387418121099472),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446355058,19960747297,1,1,"(0.9114968180656433, 0.4021478295326233)","(0.9297835826873779, 0.3865566551685333)",1,1,2.507781982421875,2.3878326416015625,Fixation,POINT (0.9206402003765106 0.3943522423505783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446363391,19960755630,1,1,"(0.9053771495819092, 0.38543012738227844)","(0.9218053221702576, 0.3968806862831116)",1,1,2.50225830078125,2.3777313232421875,Fixation,POINT (0.9135912358760834 0.391155406832695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446371725,19960763964,1,1,"(0.909406840801239, 0.3848639130592346)","(0.9142395853996277, 0.4002428352832794)",1,1,2.5014190673828125,2.39898681640625,Fixation,POINT (0.9118232131004333 0.392553374171257),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446380058,19960772297,1,1,"(0.9141730666160583, 0.3992061913013458)","(0.9234203100204468, 0.3844827711582184)",1,1,2.502349853515625,2.4000244140625,Fixation,POINT (0.9187966883182526 0.3918444812297821),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446388391,19960780630,1,1,"(0.9120656847953796, 0.4000256061553955)","(0.9253657460212708, 0.40100789070129395)",1,1,2.499862670898437,2.40399169921875,Fixation,POINT (0.9187157154083252 0.4005167484283447),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446396724,19960788963,1,1,"(0.899827241897583, 0.4007223844528198)","(0.9206881523132324, 0.39559903740882874)",1,1,2.519287109375,2.4044189453125,Fixation,POINT (0.9102576971054077 0.3981607109308243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446405058,19960797297,1,1,"(0.9133488535881042, 0.39246201515197754)","(0.9165127873420715, 0.3999829590320587)",1,1,2.495819091796875,2.3966522216796875,Fixation,POINT (0.9149308204650879 0.3962224870920181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446413391,19960805630,1,1,"(0.9116607904434204, 0.40392932295799255)","(0.9150547385215759, 0.41211920976638794)",1,1,2.505233764648437,2.396697998046875,Fixation,POINT (0.9133577644824982 0.4080242663621902),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446421724,19960813963,1,1,"(0.9159358143806458, 0.3963327705860138)","(0.9150773882865906, 0.405990332365036)",1,1,2.491928100585937,2.403076171875,Fixation,POINT (0.9155066013336182 0.4011615514755249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446430058,19960822297,1,1,"(0.9145629405975342, 0.3883090913295746)","(0.9148765802383423, 0.38769105076789856)",1,1,2.504974365234375,2.4120025634765625,Fixation,POINT (0.9147197604179382 0.3880000710487366),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446438391,19960830630,1,1,"(0.9144585132598877, 0.39146140217781067)","(0.9155355095863342, 0.38328424096107483)",1,1,2.5197906494140625,2.3993377685546875,Fixation,POINT (0.914997011423111 0.3873728215694428),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446446729,19960838968,1,1,"(0.9148311018943787, 0.3787032961845398)","(0.9136440753936768, 0.3946053385734558)",1,1,2.4830780029296875,2.386993408203125,Fixation,POINT (0.9142375886440277 0.3866543173789978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446455063,19960847302,1,1,"(0.9124489426612854, 0.39221617579460144)","(0.9100903868675232, 0.3998812437057495)",1,1,2.523178100585937,2.385711669921875,Fixation,POINT (0.9112696647644043 0.3960487097501755),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446463396,19960855635,1,1,"(0.9084089994430542, 0.39144134521484375)","(0.9156861305236816, 0.4033929109573364)",1,1,2.534698486328125,2.415679931640625,Fixation,POINT (0.9120475649833679 0.3974171280860901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446471729,19960863968,1,1,"(0.9016152024269104, 0.3933294117450714)","(0.919378936290741, 0.4093645513057709)",1,1,2.5192108154296875,2.4121246337890625,Fixation,POINT (0.9104970693588257 0.4013469815254211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446480063,19960872302,1,1,"(0.9018819332122803, 0.3854750990867615)","(0.9234148859977722, 0.41381776332855225)",1,1,2.48565673828125,2.4225311279296875,Fixation,POINT (0.9126484096050262 0.3996464312076569),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446488396,19960880635,1,1,"(0.9044005274772644, 0.38773611187934875)","(0.925264835357666, 0.40235230326652527)",1,1,2.5012664794921875,2.4019317626953125,Fixation,POINT (0.9148326814174652 0.395044207572937),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446496729,19960888968,1,1,"(0.908870279788971, 0.39670392870903015)","(0.9178692698478699, 0.39799320697784424)",1,1,2.536773681640625,2.405792236328125,Fixation,POINT (0.9133697748184204 0.3973485678434372),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446505063,19960897302,1,1,"(0.9017882943153381, 0.3920317590236664)","(0.9270288348197937, 0.4060894846916199)",1,1,2.5187530517578125,2.402008056640625,Fixation,POINT (0.9144085645675659 0.3990606218576431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446513396,19960905635,1,1,"(0.9153721332550049, 0.37344011664390564)","(0.918022632598877, 0.38966789841651917)",1,1,2.506622314453125,2.386337280273437,Fixation,POINT (0.9166973829269409 0.3815540075302124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446521729,19960913968,1,1,"(0.8958715796470642, 0.4064992368221283)","(0.9291977286338806, 0.3934949040412903)",1,1,2.5112457275390625,2.3891143798828125,Fixation,POINT (0.9125346541404724 0.3999970704317093),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,addPKColumn,51577053,1211446621737,19961013975,1,1,"(0.17692504823207855, 0.14290755987167358)","(0.1984938383102417, 0.1402103304862976)",1,1,2.3925323486328125,2.510726928710937,Fixation,POINT (0.1877094432711601 0.1415589451789856),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446630071,19961022309,1,1,"(0.1953287571668625, 0.14453986287117004)","(0.19753548502922058, 0.15031878650188446)",1,1,2.378570556640625,2.5579071044921875,Fixation,POINT (0.1964321210980415 0.1474293246865272),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446638404,19961030642,1,1,"(0.18515223264694214, 0.16478943824768066)","(0.18761086463928223, 0.159854456782341)",1,1,2.390777587890625,2.53240966796875,Fixation,POINT (0.1863815486431122 0.1623219475150108),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446646737,19961038975,1,1,"(0.1911095231771469, 0.14343620836734772)","(0.18486502766609192, 0.1376657485961914)",1,1,2.39068603515625,2.54156494140625,Fixation,POINT (0.1879872754216194 0.1405509784817696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446655071,19961047309,1,1,"(0.1880428045988083, 0.14414741098880768)","(0.18363921344280243, 0.1382540613412857)",1,1,2.4080810546875,2.5067596435546875,Fixation,POINT (0.1858410090208054 0.1412007361650467),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446663404,19961055642,1,1,"(0.19298483431339264, 0.14703203737735748)","(0.1879633665084839, 0.13180774450302124)",1,1,2.3612213134765625,2.5106353759765625,Fixation,POINT (0.1904741004109383 0.1394198909401894),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446671737,19961063975,1,1,"(0.18843333423137665, 0.1482023447751999)","(0.18448138236999512, 0.14227060973644257)",1,1,2.39495849609375,2.507415771484375,Fixation,POINT (0.1864573583006859 0.1452364772558212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446680070,19961072308,1,1,"(0.18579445779323578, 0.1515509933233261)","(0.19011126458644867, 0.12921588122844696)",1,1,2.3867950439453125,2.507553100585937,Fixation,POINT (0.1879528611898422 0.1403834372758865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446688404,19961080642,1,1,"(0.1900942474603653, 0.14558979868888855)","(0.18407411873340607, 0.12862177193164825)",1,1,2.38287353515625,2.5122833251953125,Fixation,POINT (0.1870841830968857 0.1371057853102684),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446696737,19961088975,1,1,"(0.19420649111270905, 0.17120367288589478)","(0.19195502996444702, 0.14051641523838043)",1,1,2.3802642822265625,2.494720458984375,Fixation,POINT (0.193080760538578 0.1558600440621376),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446705072,19961097310,1,1,"(0.1808941513299942, 0.15628020465373993)","(0.18823881447315216, 0.12567536532878876)",1,1,2.3541259765625,2.5163116455078125,Fixation,POINT (0.1845664829015732 0.1409777849912643),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446713405,19961105643,1,1,"(0.18689729273319244, 0.14144371449947357)","(0.18235361576080322, 0.11737634986639023)",1,1,2.3580322265625,2.50335693359375,Fixation,POINT (0.1846254542469978 0.1294100321829319),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446721738,19961113976,1,1,"(0.1973947435617447, 0.1580565720796585)","(0.18936817348003387, 0.13224385678768158)",1,1,2.3612060546875,2.5033721923828125,Fixation,POINT (0.1933814585208893 0.14515021443367),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446730071,19961122309,1,1,"(0.1831367015838623, 0.16425608098506927)","(0.1881251037120819, 0.13633334636688232)",1,1,2.367660522460937,2.4957733154296875,Fixation,POINT (0.1856309026479721 0.1502947136759758),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446738405,19961130643,1,1,"(0.18191511929035187, 0.14025452733039856)","(0.18136292695999146, 0.12027254700660706)",1,1,2.34033203125,2.4975128173828125,Fixation,POINT (0.1816390231251717 0.1302635371685028),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446746738,19961138976,1,1,"(0.18868479132652283, 0.14982950687408447)","(0.18934601545333862, 0.13989755511283875)",1,1,2.358734130859375,2.472625732421875,Fixation,POINT (0.1890154033899307 0.1448635309934616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446755072,19961147310,1,1,"(0.1866464912891388, 0.16245704889297485)","(0.1880350261926651, 0.12971244752407074)",1,1,2.342025756835937,2.482421875,Fixation,POINT (0.187340758740902 0.1460847482085228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446763405,19961155643,1,1,"(0.18445685505867004, 0.1629912108182907)","(0.17675438523292542, 0.12821020185947418)",1,1,2.369140625,2.4895477294921875,Fixation,POINT (0.1806056201457977 0.1456007063388824),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446771738,19961163976,1,1,"(0.1900823563337326, 0.1703835129737854)","(0.19027584791183472, 0.12595507502555847)",1,1,2.35357666015625,2.472412109375,Fixation,POINT (0.1901791021227837 0.1481692939996719),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446780071,19961172309,1,1,"(0.19447816908359528, 0.1622234582901001)","(0.18724294006824493, 0.12808583676815033)",1,1,2.392303466796875,2.4746551513671875,Fixation,POINT (0.1908605545759201 0.1451546475291252),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446788405,19961180643,1,1,"(0.18270665407180786, 0.1584264636039734)","(0.18280230462551117, 0.11313173919916153)",1,1,2.377410888671875,2.4799957275390625,Fixation,POINT (0.1827544793486595 0.1357791014015675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446796738,19961188976,1,1,"(0.1880818009376526, 0.15700137615203857)","(0.18739980459213257, 0.13147221505641937)",1,1,2.341796875,2.4746551513671875,Fixation,POINT (0.1877408027648926 0.144236795604229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446805072,19961197310,1,1,"(0.19323419034481049, 0.15619459748268127)","(0.1885419338941574, 0.12743818759918213)",1,1,2.357025146484375,2.4790802001953125,Fixation,POINT (0.190888062119484 0.1418163925409317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446813405,19961205643,1,1,"(0.18303459882736206, 0.16019614040851593)","(0.17856505513191223, 0.12918606400489807)",1,1,2.3423309326171875,2.4637908935546875,Fixation,POINT (0.1807998269796372 0.144691102206707),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446821738,19961213976,1,1,"(0.18298110365867615, 0.16872656345367432)","(0.1860467940568924, 0.11919407546520233)",1,1,2.375640869140625,2.462432861328125,Fixation,POINT (0.1845139488577843 0.1439603194594383),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446830073,19961222311,1,1,"(0.18492645025253296, 0.17058227956295013)","(0.18899187445640564, 0.13518448173999786)",1,1,2.36859130859375,2.4755096435546875,Fixation,POINT (0.1869591623544693 0.152883380651474),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446838416,19961230654,1,1,"(0.1909707635641098, 0.15750408172607422)","(0.19066429138183594, 0.13263191282749176)",1,1,2.37548828125,2.450592041015625,Fixation,POINT (0.1908175274729729 0.145067997276783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446846749,19961238987,1,1,"(0.19705906510353088, 0.16120369732379913)","(0.18723571300506592, 0.12407422810792923)",1,1,2.35302734375,2.470245361328125,Fixation,POINT (0.1921473890542984 0.1426389627158642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446855084,19961247321,1,1,"(0.18991495668888092, 0.17219692468643188)","(0.1897951066493988, 0.1252247542142868)",1,1,2.361175537109375,2.4409942626953125,Fixation,POINT (0.1898550316691399 0.1487108394503593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446863417,19961255654,1,1,"(0.19343926012516022, 0.16424788534641266)","(0.18616454303264618, 0.12630444765090942)",1,1,2.3690948486328125,2.431747436523437,Fixation,POINT (0.1898019015789032 0.145276166498661),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446871750,19961263987,1,1,"(0.19207072257995605, 0.16359840333461761)","(0.18644097447395325, 0.1372997909784317)",1,1,2.38360595703125,2.4423828125,Fixation,POINT (0.1892558485269546 0.1504490971565247),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446880083,19961272320,1,1,"(0.1937888115644455, 0.1483345329761505)","(0.18570105731487274, 0.1269058734178543)",1,1,2.355316162109375,2.4546356201171875,Fixation,POINT (0.1897449344396591 0.1376202031970024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446888417,19961280654,1,1,"(0.19534574449062347, 0.1702941209077835)","(0.18851879239082336, 0.13280326128005981)",1,1,2.381072998046875,2.446746826171875,Fixation,POINT (0.1919322684407234 0.1515486910939217),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446896750,19961288987,1,1,"(0.1907588690519333, 0.16638801991939545)","(0.18779364228248596, 0.12251976132392883)",1,1,2.3470916748046875,2.4345245361328125,Fixation,POINT (0.1892762556672096 0.1444538906216621),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446905083,19961297320,1,1,"(0.19128741323947906, 0.15960627794265747)","(0.18874184787273407, 0.11903917044401169)",1,1,2.3450164794921875,2.4471588134765625,Fixation,POINT (0.1900146305561066 0.1393227241933346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446913417,19961305654,1,1,"(0.1941431313753128, 0.16274407505989075)","(0.19285428524017334, 0.12493564933538437)",1,1,2.353668212890625,2.43414306640625,Fixation,POINT (0.1934987083077431 0.1438398621976376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446921750,19961313987,1,1,"(0.19485671818256378, 0.16016706824302673)","(0.19241183996200562, 0.12392590194940567)",1,1,2.390243530273437,2.442840576171875,Fixation,POINT (0.1936342790722847 0.1420464850962162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446930075,19961322312,1,1,"(0.19305872917175293, 0.15397657454013824)","(0.18543192744255066, 0.12421537190675735)",1,1,2.3684234619140625,2.4419097900390625,Fixation,POINT (0.1892453283071518 0.1390959732234478),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446938408,19961330645,1,1,"(0.19091634452342987, 0.16061164438724518)","(0.1851245015859604, 0.12939059734344482)",1,1,2.3590087890625,2.4384765625,Fixation,POINT (0.1880204230546951 0.145001120865345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446946743,19961338980,1,1,"(0.18547450006008148, 0.16676762700080872)","(0.17991361021995544, 0.13403528928756714)",1,1,2.3790740966796875,2.4434967041015625,Fixation,POINT (0.1826940551400185 0.1504014581441879),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446955076,19961347313,1,1,"(0.18945367634296417, 0.15880905091762543)","(0.1860646903514862, 0.1396363079547882)",1,1,2.356353759765625,2.43670654296875,Fixation,POINT (0.1877591833472252 0.1492226794362068),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446963409,19961355646,1,1,"(0.18643097579479218, 0.15663127601146698)","(0.19159846007823944, 0.13161052763462067)",1,1,2.35693359375,2.428955078125,Fixation,POINT (0.1890147179365158 0.1441209018230438),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446971749,19961363986,1,1,"(0.18575571477413177, 0.14689597487449646)","(0.1879887878894806, 0.12363110482692719)",1,1,2.3609771728515625,2.4340057373046875,Fixation,POINT (0.1868722513318062 0.1352635398507118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446980082,19961372319,1,1,"(0.19354042410850525, 0.15385308861732483)","(0.19069865345954895, 0.11310634762048721)",1,1,2.368988037109375,2.41070556640625,Fixation,POINT (0.1921195387840271 0.133479718118906),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446988415,19961380652,1,1,"(0.18875767290592194, 0.15721668303012848)","(0.1828226000070572, 0.12639683485031128)",1,1,2.3695068359375,2.4234771728515625,Fixation,POINT (0.1857901364564896 0.1418067589402199),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211446996748,19961388985,1,1,"(0.1849149465560913, 0.16597944498062134)","(0.19326356053352356, 0.13949021697044373)",1,1,2.3251953125,2.4188690185546875,Fixation,POINT (0.1890892535448074 0.1527348309755325),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211447005081,19961397318,1,1,"(0.19388076663017273, 0.1669958531856537)","(0.18486987054347992, 0.14102113246917725)",1,1,2.361541748046875,2.4140777587890625,Fixation,POINT (0.1893753185868263 0.1540084928274155),,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211447013423,19961405660,1,1,"(0.17163558304309845, 0.1578700691461563)","(0.17822766304016113, 0.1510956585407257)",1,1,2.378570556640625,2.4442291259765625,Fixation,POINT (0.1749316230416298 0.154482863843441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211447038423,19961430660,1,1,"(0.09669589251279831, 0.17004090547561646)","(0.09791816025972366, 0.1428644061088562)",1,1,2.3498077392578125,2.386322021484375,Fixation,POINT (0.097307026386261 0.1564526557922363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211447046756,19961438993,1,1,"(0.1011834517121315, 0.15626467764377594)","(0.10734950006008148, 0.13271130621433258)",1,1,2.3553466796875,2.3898162841796875,Fixation,POINT (0.1042664758861065 0.1444879919290543),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
