,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,boolean.0,add.0,Date.0,date.0,if.0,dates.0,contains.0,date.1,return.0,FALSE.0,boolean.1,added.0,=.0,FALSE.1,for.0,int.0,i.0,=.1,0.0,i.1,<.0,dates.1,size.0,&&.0,added.1,i.2,Date.1,nextDate.0,=.2,dates.2,get.0,i.3,if.1,date.2,before.0,nextDate.1,dates.3,add.1,i.4,date.3,added.2,=.3,TRUE.0,if.2,added.3,dates.4,add.2,date.4,return.1,TRUE.1,code,participant_summary
0,136,add,4114383,1210970969981,19485363999,1,1,"(0.6782099008560181, 0.25331345200538635)","(0.6926689147949219, 0.2082204669713974)",1,1,2.747055053710937,2.7023468017578125,,POINT (0.68543940782547 0.2307669594883919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210970978321,19485372333,1,1,"(0.6787405014038086, 0.2592295706272125)","(0.6934623718261719, 0.199180468916893)",1,1,2.760650634765625,2.7039794921875,Fixation,POINT (0.6861014366149902 0.2292050197720528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210970986660,19485380666,1,1,"(0.6824275255203247, 0.25369662046432495)","(0.6987333297729492, 0.20764774084091187)",1,1,2.7503662109375,2.6848297119140625,Fixation,POINT (0.690580427646637 0.2306721806526184),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210970994999,19485388999,1,1,"(0.6823531985282898, 0.24928323924541473)","(0.6947451233863831, 0.1965775191783905)",1,1,2.759140014648437,2.698822021484375,Fixation,POINT (0.6885491609573364 0.2229303792119026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210971003333,19485397333,1,1,"(0.6809699535369873, 0.2507018446922302)","(0.695140540599823, 0.19926273822784424)",1,1,2.751739501953125,2.6930084228515625,Fixation,POINT (0.6880552470684052 0.2249822914600372),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210971011667,19485405666,1,1,"(0.6791707873344421, 0.24901705980300903)","(0.6952552199363708, 0.2017531841993332)",1,1,2.742218017578125,2.6848297119140625,Fixation,POINT (0.6872130036354065 0.2253851220011711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210971020001,19485413999,1,1,"(0.6827263832092285, 0.23416945338249207)","(0.6909258961677551, 0.2034849226474762)",1,1,2.74505615234375,2.697296142578125,Fixation,POINT (0.6868261396884918 0.2188271880149841),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210971028341,19485422338,1,1,"(0.6882224678993225, 0.20324261486530304)","(0.6925554275512695, 0.1993948221206665)",1,1,2.7458648681640625,2.6933746337890625,Fixation,POINT (0.690388947725296 0.2013187184929848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210971036674,19485430671,1,1,"(0.6891224384307861, 0.20332704484462738)","(0.6932732462882996, 0.1980280876159668)",1,1,2.7433319091796875,2.6831207275390625,Fixation,POINT (0.6911978423595428 0.2006775662302971),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210971045008,19485439004,1,1,"(0.6876225471496582, 0.19659291207790375)","(0.6981467008590698, 0.2010832279920578)",1,1,2.72979736328125,2.6747283935546875,Fixation,POINT (0.692884624004364 0.1988380700349808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210971053343,19485447338,1,1,"(0.6867850422859192, 0.19961972534656525)","(0.6999363303184509, 0.19202089309692383)",1,1,2.7433319091796875,2.662872314453125,Fixation,POINT (0.6933606863021851 0.1958203092217445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210971061677,19485455671,1,1,"(0.6860999464988708, 0.19584061205387115)","(0.6956964135169983, 0.1969107985496521)",1,1,2.7338104248046875,2.657440185546875,Fixation,POINT (0.6908981800079346 0.1963757053017616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210971070010,19485464004,1,1,"(0.7014200687408447, 0.17405053973197937)","(0.7005797624588013, 0.1860569715499878)",1,1,2.752685546875,2.688583374023437,Fixation,POINT (0.700999915599823 0.1800537556409836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,add,4114383,1210971086679,19485480671,1,1,"(0.7391067743301392, 0.11731275171041489)","(0.7312541007995605, 0.15056069195270538)",1,1,2.732147216796875,2.6821441650390625,Fixation,POINT (0.7351804375648499 0.1339367218315601),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971095013,19485489004,1,1,"(0.756305456161499, 0.11488758027553558)","(0.7484241724014282, 0.15146780014038086)",1,1,2.716659545898437,2.614654541015625,Fixation,POINT (0.7523648142814636 0.1331776902079582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971103347,19485497338,1,1,"(0.7568860650062561, 0.11717848479747772)","(0.7529036998748779, 0.15530022978782654)",1,1,2.73046875,2.6260986328125,Fixation,POINT (0.754894882440567 0.1362393572926521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971111681,19485505671,1,1,"(0.7567357420921326, 0.12224724143743515)","(0.7494540810585022, 0.15964694321155548)",1,1,2.71832275390625,2.612533569335937,Fixation,POINT (0.7530949115753174 0.1409470923244953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971120015,19485514004,1,1,"(0.7579805254936218, 0.1182810440659523)","(0.7501294016838074, 0.15326198935508728)",1,1,2.695831298828125,2.6031494140625,Fixation,POINT (0.7540549635887146 0.1357715167105198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971128349,19485522337,1,1,"(0.753285825252533, 0.11049599200487137)","(0.747571587562561, 0.15631598234176636)",1,1,2.704925537109375,2.62701416015625,Fixation,POINT (0.750428706407547 0.1334059871733189),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971136683,19485530671,1,1,"(0.7618981599807739, 0.10564416646957397)","(0.7503228783607483, 0.15252219140529633)",1,1,2.70062255859375,2.627059936523437,Fixation,POINT (0.7561105191707611 0.1290831789374352),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971145017,19485539004,1,1,"(0.7601016759872437, 0.11033669859170914)","(0.7487888932228088, 0.15575647354125977)",1,1,2.6997833251953125,2.6128082275390625,Fixation,POINT (0.7544452846050262 0.1330465860664844),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971153349,19485547337,1,1,"(0.7634124159812927, 0.10645968466997147)","(0.7511059641838074, 0.15901467204093933)",1,1,2.676971435546875,2.6250457763671875,Fixation,POINT (0.75725919008255 0.1327371783554554),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971161690,19485555678,1,1,"(0.7637322545051575, 0.10316325724124908)","(0.7523341178894043, 0.1589738130569458)",1,1,2.6918487548828125,2.612518310546875,Fixation,POINT (0.7580331861972809 0.1310685351490974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971170022,19485564011,1,1,"(0.7591474652290344, 0.11292313039302826)","(0.7531108260154724, 0.15783584117889404)",1,1,2.686492919921875,2.6108856201171875,Fixation,POINT (0.7561291456222534 0.1353794857859612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971178354,19485572344,1,1,"(0.7594971060752869, 0.11654790490865707)","(0.7503325343132019, 0.15498585999011993)",1,1,2.702911376953125,2.60009765625,Fixation,POINT (0.7549148201942444 0.1357668824493885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971186687,19485580678,1,1,"(0.7575691938400269, 0.11101320385932922)","(0.7499222159385681, 0.15198050439357758)",1,1,2.67626953125,2.590087890625,Fixation,POINT (0.7537457048892975 0.1314968541264534),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971195019,19485589011,1,1,"(0.7593648433685303, 0.10714422911405563)","(0.7467384934425354, 0.14876951277256012)",1,1,2.6605987548828125,2.609954833984375,Fixation,POINT (0.7530516684055328 0.1279568709433079),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971203353,19485597344,1,1,"(0.7594045996665955, 0.1161544993519783)","(0.7482365965843201, 0.15050747990608215)",1,1,2.6916656494140625,2.609954833984375,Fixation,POINT (0.7538205981254578 0.1333309896290302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971211688,19485605678,1,1,"(0.7565758228302002, 0.11546323448419571)","(0.7476511001586914, 0.15529665350914001)",1,1,2.6788787841796875,2.596160888671875,Fixation,POINT (0.7521134614944458 0.1353799439966679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971220021,19485614011,1,1,"(0.7567561268806458, 0.10872216522693634)","(0.7485132813453674, 0.1590549796819687)",1,1,2.6806793212890625,2.605072021484375,Fixation,POINT (0.7526347041130066 0.1338885724544525),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971228355,19485622344,1,1,"(0.7631703615188599, 0.13671310245990753)","(0.753355860710144, 0.16816915571689606)",1,1,2.700912475585937,2.605453491210937,Fixation,POINT (0.758263111114502 0.1524411290884018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971245023,19485639011,1,1,"(0.8313717246055603, 0.1222056895494461)","(0.8202975988388062, 0.15477629005908966)",1,1,2.71636962890625,2.595855712890625,,POINT (0.8258346617221832 0.1384909898042679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971253357,19485647344,1,1,"(0.8322286009788513, 0.11708014458417892)","(0.8382726311683655, 0.1548168957233429)",1,1,2.6942291259765625,2.6005859375,Fixation,POINT (0.8352506160736084 0.1359485201537609),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971270022,19485664011,1,1,"(0.8724014759063721, 0.10935743898153305)","(0.8561434149742126, 0.17456284165382385)",1,1,2.7058868408203125,2.5819854736328125,Fixation,POINT (0.8642724454402924 0.1419601403176784),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971278354,19485672344,1,1,"(0.8769195675849915, 0.105833999812603)","(0.8577969074249268, 0.17150281369686127)",1,1,2.6936798095703125,2.595306396484375,Fixation,POINT (0.8673582375049591 0.1386684067547321),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971286687,19485680678,1,1,"(0.8781672120094299, 0.09940163046121597)","(0.8572930693626404, 0.18013787269592285)",1,1,2.68798828125,2.59344482421875,Fixation,POINT (0.8677301406860352 0.1397697515785694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971295021,19485689013,1,1,"(0.874856173992157, 0.11099261790513992)","(0.8632371425628662, 0.17370237410068512)",1,1,2.6992645263671875,2.585052490234375,Fixation,POINT (0.8690466582775116 0.1423474960029125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971303353,19485697346,1,1,"(0.878258228302002, 0.11413601040840149)","(0.8623926043510437, 0.16930966079235077)",1,1,2.6631317138671875,2.5797119140625,Fixation,POINT (0.8703254163265228 0.1417228356003761),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971311687,19485705680,1,1,"(0.8804066777229309, 0.11308928579092026)","(0.8673118352890015, 0.17199203372001648)",1,1,2.67083740234375,2.589813232421875,Fixation,POINT (0.8738592565059662 0.1425406597554684),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971320021,19485714013,1,1,"(0.8776267766952515, 0.11232562363147736)","(0.8718760013580322, 0.16921238601207733)",1,1,2.6651153564453125,2.584320068359375,Fixation,POINT (0.8747513890266418 0.1407690048217773),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971328354,19485722346,1,1,"(0.8755684494972229, 0.10406733304262161)","(0.8705410361289978, 0.1741943508386612)",1,1,2.671722412109375,2.5799560546875,Fixation,POINT (0.8730547428131104 0.1391308419406414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971336689,19485730680,1,1,"(0.8778025507926941, 0.10567709803581238)","(0.873950719833374, 0.172896608710289)",1,1,2.67169189453125,2.5894012451171875,Fixation,POINT (0.8758766353130341 0.1392868533730507),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971345022,19485739013,1,1,"(0.8785314559936523, 0.10103113949298859)","(0.8713703751564026, 0.16998730599880219)",1,1,2.6748199462890625,2.580596923828125,Fixation,POINT (0.8749509155750275 0.1355092227458954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971353355,19485747346,1,1,"(0.8749063611030579, 0.11146797239780426)","(0.8727206587791443, 0.1724347323179245)",1,1,2.6791534423828125,2.574127197265625,Fixation,POINT (0.8738135099411011 0.1419513523578644),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971361690,19485755680,1,1,"(0.8744651675224304, 0.11694137752056122)","(0.8756114840507507, 0.16960154473781586)",1,1,2.67156982421875,2.5663299560546875,Fixation,POINT (0.8750383257865906 0.1432714611291885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971370021,19485764013,1,1,"(0.8685375452041626, 0.10787584632635117)","(0.8752345442771912, 0.17070749402046204)",1,1,2.666229248046875,2.581207275390625,Fixation,POINT (0.8718860447406769 0.1392916701734066),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971378353,19485772346,1,1,"(0.872722864151001, 0.10719462484121323)","(0.8741456270217896, 0.17278417944908142)",1,1,2.6844024658203125,2.5811309814453125,Fixation,POINT (0.8734342455863953 0.1399894021451473),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971386685,19485780680,1,1,"(0.8732832670211792, 0.10310563445091248)","(0.8742349147796631, 0.16734348237514496)",1,1,2.656585693359375,2.562591552734375,Fixation,POINT (0.8737590909004211 0.1352245584130287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971395016,19485789013,1,1,"(0.8696065545082092, 0.10842812806367874)","(0.8792101144790649, 0.17380933463573456)",1,1,2.646591186523437,2.5479736328125,Fixation,POINT (0.8744083344936371 0.1411187313497066),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,add,4114383,1210971436681,19485830682,1,1,"(0.4846351444721222, 0.13297410309314728)","(0.5244020223617554, 0.18569312989711761)",1,1,2.627059936523437,2.6514434814453125,,POINT (0.5045185834169388 0.1593336164951324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971678359,19486072356,1,1,"(0.1261526644229889, 0.13396687805652618)","(0.13185785710811615, 0.15888521075248718)",1,1,2.5943603515625,2.640243530273437,,POINT (0.1290052607655525 0.1464260444045067),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971686694,19486080693,1,1,"(0.12237788736820221, 0.12515383958816528)","(0.12902069091796875, 0.15216079354286194)",1,1,2.5924072265625,2.6309814453125,Fixation,POINT (0.1256992891430855 0.1386573165655136),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971695023,19486089027,1,1,"(0.11971001327037811, 0.13094842433929443)","(0.1298423856496811, 0.1557285040616989)",1,1,2.6058807373046875,2.6363983154296875,Fixation,POINT (0.1247761994600296 0.1433384642004967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971703353,19486097362,1,1,"(0.1255139857530594, 0.12918972969055176)","(0.13385413587093353, 0.15439730882644653)",1,1,2.5887603759765625,2.6237030029296875,Fixation,POINT (0.1296840608119965 0.1417935192584992),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971711672,19486105687,1,1,"(0.1238798126578331, 0.1315559297800064)","(0.13604602217674255, 0.15231944620609283)",1,1,2.6103973388671875,2.6248321533203125,Fixation,POINT (0.1299629174172878 0.1419376879930496),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971720000,19486114020,1,1,"(0.11252330243587494, 0.13070039451122284)","(0.13976234197616577, 0.16488464176654816)",1,1,2.6079864501953125,2.6332244873046875,Fixation,POINT (0.1261428222060204 0.1477925181388855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971728328,19486122354,1,1,"(0.1134105920791626, 0.12831313908100128)","(0.13761894404888153, 0.1587577760219574)",1,1,2.5930328369140625,2.6388397216796875,Fixation,POINT (0.1255147680640221 0.1435354575514793),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971753326,19486147354,1,1,"(0.06916842609643936, 0.14222955703735352)","(0.0798034518957138, 0.1794029325246811)",1,1,2.54052734375,2.621978759765625,Fixation,POINT (0.0744859389960766 0.1608162447810173),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971761659,19486155687,1,1,"(0.08186256140470505, 0.13289524614810944)","(0.09419672936201096, 0.15321499109268188)",1,1,2.5692291259765625,2.610504150390625,Fixation,POINT (0.088029645383358 0.1430551186203957),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971769991,19486164020,1,1,"(0.07380253821611404, 0.13988037407398224)","(0.07820184528827667, 0.16073088347911835)",1,1,2.5601806640625,2.640853881835937,Fixation,POINT (0.0760021917521954 0.1503056287765503),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971778325,19486172354,1,1,"(0.07624641060829163, 0.14208875596523285)","(0.08370517194271088, 0.16118067502975464)",1,1,2.5797119140625,2.6381988525390625,Fixation,POINT (0.0799757912755012 0.1516347154974937),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971786658,19486180687,1,1,"(0.07660845667123795, 0.13609462976455688)","(0.08157555013895035, 0.14944107830524445)",1,1,2.5772705078125,2.629150390625,Fixation,POINT (0.0790920034050942 0.1427678540349007),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971794991,19486189020,1,1,"(0.07375740259885788, 0.13901568949222565)","(0.07903431355953217, 0.17521652579307556)",1,1,2.57794189453125,2.618377685546875,Fixation,POINT (0.076395858079195 0.1571161076426506),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971803325,19486197353,1,1,"(0.07315409183502197, 0.1390511840581894)","(0.07653708010911942, 0.17925791442394257)",1,1,2.568832397460937,2.620513916015625,Fixation,POINT (0.0748455859720707 0.159154549241066),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971811661,19486205688,1,1,"(0.07019298523664474, 0.13827697932720184)","(0.08049368858337402, 0.17306756973266602)",1,1,2.586151123046875,2.622787475585937,Fixation,POINT (0.0753433369100094 0.1556722745299339),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971820001,19486214026,1,1,"(0.07084619253873825, 0.1410774290561676)","(0.08339077979326248, 0.15715965628623962)",1,1,2.5985107421875,2.63250732421875,Fixation,POINT (0.0771184861660004 0.1491185426712036),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971828335,19486222359,1,1,"(0.06775236874818802, 0.13900963962078094)","(0.07939433306455612, 0.1535538136959076)",1,1,2.589813232421875,2.6199188232421875,Fixation,POINT (0.0735733509063721 0.1462817266583443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971836671,19486230693,1,1,"(0.0725850835442543, 0.14347989857196808)","(0.07819399982690811, 0.14288173615932465)",1,1,2.5907440185546875,2.6269683837890625,Fixation,POINT (0.0753895416855812 0.1431808173656464),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971845005,19486239026,1,1,"(0.07025980204343796, 0.13894404470920563)","(0.07982973754405975, 0.14966920018196106)",1,1,2.575439453125,2.63134765625,Fixation,POINT (0.0750447697937489 0.1443066224455833),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971853340,19486247360,1,1,"(0.06856367737054825, 0.13655902445316315)","(0.08380536735057831, 0.16203416883945465)",1,1,2.5948944091796875,2.637420654296875,Fixation,POINT (0.0761845223605633 0.1492965966463089),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971861673,19486255693,1,1,"(0.06537401676177979, 0.13146041333675385)","(0.09357716888189316, 0.15153272449970245)",1,1,2.592376708984375,2.6186065673828125,Fixation,POINT (0.0794755928218365 0.1414965689182282),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971870006,19486264026,1,1,"(0.07180574536323547, 0.12215622514486313)","(0.08078407496213913, 0.14657817780971527)",1,1,2.5955963134765625,2.6312408447265625,Fixation,POINT (0.0762949101626873 0.1343672014772892),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971878339,19486272359,1,1,"(0.07972028851509094, 0.10719222575426102)","(0.09965155273675919, 0.14451181888580322)",1,1,2.586776733398437,2.61138916015625,Fixation,POINT (0.0896859206259251 0.1258520223200321),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971886673,19486280693,1,1,"(0.08129122108221054, 0.13597291707992554)","(0.09093079715967178, 0.15832337737083435)",1,1,2.5520172119140625,2.649810791015625,Fixation,POINT (0.0861110091209412 0.1471481472253799),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971895005,19486289026,1,1,"(0.06694022566080093, 0.15180891752243042)","(0.08842726051807404, 0.16620244085788727)",1,1,2.5902099609375,2.6560211181640625,Fixation,POINT (0.0776837430894375 0.1590056791901588),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971903339,19486297360,1,1,"(0.06553097069263458, 0.15295079350471497)","(0.08797582983970642, 0.16976262629032135)",1,1,2.603729248046875,2.6774139404296875,Fixation,POINT (0.0767534002661705 0.1613567098975182),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210971911672,19486305693,1,1,"(0.0756949633359909, 0.15287469327449799)","(0.09518782049417496, 0.18679995834827423)",1,1,2.5917510986328125,2.670516967773437,Fixation,POINT (0.0854413919150829 0.1698373258113861),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210972028345,19486422363,1,1,"(0.05561738461256027, 0.13739484548568726)","(0.07972738146781921, 0.18341121077537537)",1,1,2.614120483398437,2.6390838623046875,,POINT (0.0676723830401897 0.1604030281305313),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210972036678,19486430696,1,1,"(0.06225183606147766, 0.1379590481519699)","(0.06260500103235245, 0.17960228025913239)",1,1,2.6026611328125,2.671142578125,Fixation,POINT (0.0624284185469151 0.1587806642055512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,add,4114383,1210972045011,19486439029,1,1,"(0.05911625176668167, 0.14419250190258026)","(0.07750199735164642, 0.1763724982738495)",1,1,2.606109619140625,2.6892852783203125,Fixation,POINT (0.068309124559164 0.1602825000882149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
