,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,setPhoto.0,JdaiPhoto.0,photo.0,String.0,text.0,=.0,nan.0,if.0,photo.1,!=.0,nan.1,label.0,setText.0,""""".0",try.0,text.1,=.1,photo.2,getSection.0,getInfoStore.0,getCaption.0,photo.3,catch.0,JdaiReadException.0,e.0,JdaiGuiHelpers.0,reportException.0,"""Unable to read caption"".100",e.1,if.1,text.2,==.0,nan.2,||.0,text.3,equals.0,""""".1",text.4,=.2,"""No caption set"".101",else.0,label.1,setIcon.0,nan.3,label.2,setToolTipText.0,text.5,setNewPhoto.0,photo.4,code,participant_summary
0,136,setPhoto,50994916,1211123050843,19637444303,1,1,"(0.687399685382843, 0.1585262268781662)","(0.6796190142631531, 0.16792938113212585)",1,1,2.4703826904296875,2.5251922607421875,,POINT (0.683509349822998 0.163227804005146),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123059176,19637452636,1,1,"(0.6938069462776184, 0.1583603024482727)","(0.6815365552902222, 0.16714121401309967)",1,1,2.4757232666015625,2.5425262451171875,Fixation,POINT (0.6876717507839203 0.1627507582306862),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123067509,19637460969,1,1,"(0.6902595162391663, 0.15772081911563873)","(0.6795629262924194, 0.17150533199310303)",1,1,2.4662628173828125,2.5598297119140625,Fixation,POINT (0.6849112212657928 0.1646130755543709),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123075845,19637469305,1,1,"(0.6851993799209595, 0.154485285282135)","(0.6796881556510925, 0.16527941823005676)",1,1,2.4534149169921875,2.539520263671875,Fixation,POINT (0.682443767786026 0.1598823517560959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123084178,19637477638,1,1,"(0.6888045072555542, 0.15431495010852814)","(0.6832795739173889, 0.16650746762752533)",1,1,2.4715576171875,2.53900146484375,Fixation,POINT (0.6860420405864716 0.1604112088680267),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123092511,19637485971,1,1,"(0.6866078972816467, 0.16004684567451477)","(0.6824154853820801, 0.16383561491966248)",1,1,2.4645538330078125,2.55078125,Fixation,POINT (0.6845116913318634 0.1619412302970886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123100845,19637494305,1,1,"(0.6844410300254822, 0.1608264297246933)","(0.6804952025413513, 0.1564745455980301)",1,1,2.4765167236328125,2.5277557373046875,Fixation,POINT (0.6824681162834167 0.1586504876613617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123109178,19637502638,1,1,"(0.683465301990509, 0.1590891182422638)","(0.6802719831466675, 0.16508077085018158)",1,1,2.47186279296875,2.529769897460937,Fixation,POINT (0.6818686425685883 0.1620849445462227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123117511,19637510971,1,1,"(0.6877360343933105, 0.15238291025161743)","(0.6764835715293884, 0.15473249554634094)",1,1,2.45623779296875,2.531494140625,Fixation,POINT (0.6821098029613495 0.1535577028989792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123125845,19637519305,1,1,"(0.6890528798103333, 0.14914913475513458)","(0.6734338402748108, 0.1557295173406601)",1,1,2.4704742431640625,2.5363311767578125,Fixation,POINT (0.681243360042572 0.1524393260478973),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123134178,19637527638,1,1,"(0.6862046122550964, 0.15054123103618622)","(0.6787629127502441, 0.1504402607679367)",1,1,2.454696655273437,2.524017333984375,Fixation,POINT (0.6824837625026703 0.1504907459020615),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123142511,19637535971,1,1,"(0.6906130909919739, 0.152730792760849)","(0.6807564496994019, 0.15124331414699554)",1,1,2.475433349609375,2.534332275390625,Fixation,POINT (0.6856847703456879 0.1519870534539223),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123150845,19637544305,1,1,"(0.6860392093658447, 0.1615048497915268)","(0.6782256364822388, 0.16192641854286194)",1,1,2.4732208251953125,2.533599853515625,Fixation,POINT (0.6821324229240417 0.1617156341671944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123159178,19637552638,1,1,"(0.6832743883132935, 0.15923161804676056)","(0.685775876045227, 0.1576717346906662)",1,1,2.475067138671875,2.5299072265625,Fixation,POINT (0.6845251321792603 0.1584516763687134),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123167511,19637560971,1,1,"(0.6808246970176697, 0.1601322889328003)","(0.6825271844863892, 0.15770339965820312)",1,1,2.470794677734375,2.5182037353515625,Fixation,POINT (0.6816759407520294 0.1589178442955017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123175845,19637569305,1,1,"(0.6798442006111145, 0.1617850512266159)","(0.6798698306083679, 0.16352364420890808)",1,1,2.469635009765625,2.536346435546875,Fixation,POINT (0.6798570156097412 0.162654347717762),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123184178,19637577638,1,1,"(0.6791663765907288, 0.1612747460603714)","(0.6837324500083923, 0.15548180043697357)",1,1,2.459823608398437,2.5324859619140625,Fixation,POINT (0.6814494132995605 0.1583782732486725),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123192511,19637585971,1,1,"(0.6770908832550049, 0.1673319935798645)","(0.6780262589454651, 0.1545032113790512)",1,1,2.47100830078125,2.521591186523437,Fixation,POINT (0.677558571100235 0.1609176024794579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123200845,19637594305,1,1,"(0.6794807314872742, 0.16259261965751648)","(0.6784624457359314, 0.16776327788829803)",1,1,2.468002319335937,2.505218505859375,Fixation,POINT (0.6789715886116028 0.1651779487729073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123209186,19637602646,1,1,"(0.6760891675949097, 0.1632898598909378)","(0.6779890060424805, 0.16677962243556976)",1,1,2.458526611328125,2.5120849609375,Fixation,POINT (0.6770390868186951 0.1650347411632538),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123217519,19637610979,1,1,"(0.6776500940322876, 0.1712329089641571)","(0.6830295920372009, 0.16034381091594696)",1,1,2.4699859619140625,2.5096893310546875,Fixation,POINT (0.6803398430347443 0.165788359940052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123225853,19637619313,1,1,"(0.6742366552352905, 0.16572125256061554)","(0.6783849000930786, 0.16979874670505524)",1,1,2.454330444335937,2.496490478515625,Fixation,POINT (0.6763107776641846 0.1677599996328354),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123234186,19637627646,1,1,"(0.6775972843170166, 0.1612190455198288)","(0.6777747869491577, 0.1692430078983307)",1,1,2.4497222900390625,2.50457763671875,Fixation,POINT (0.6776860356330872 0.1652310267090797),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123242528,19637635988,1,1,"(0.672831654548645, 0.16692349314689636)","(0.6812694072723389, 0.16308286786079407)",1,1,2.459136962890625,2.5054931640625,Fixation,POINT (0.6770505309104919 0.1650031805038452),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123250853,19637644313,1,1,"(0.6773250102996826, 0.16766929626464844)","(0.6849250793457031, 0.15849897265434265)",1,1,2.460662841796875,2.5058135986328125,Fixation,POINT (0.6811250448226929 0.1630841344594955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123259187,19637652647,1,1,"(0.6755923628807068, 0.17224566638469696)","(0.6759844422340393, 0.16441357135772705)",1,1,2.4486083984375,2.5157623291015625,Fixation,POINT (0.675788402557373 0.168329618871212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123267519,19637660979,1,1,"(0.6749688982963562, 0.17364926636219025)","(0.678316593170166, 0.16687600314617157)",1,1,2.4423980712890625,2.52362060546875,Fixation,POINT (0.6766427457332611 0.1702626347541809),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123275853,19637669313,1,1,"(0.6777428388595581, 0.16230414807796478)","(0.6781869530677795, 0.1630597561597824)",1,1,2.4422607421875,2.483428955078125,Fixation,POINT (0.6779648959636688 0.1626819521188736),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123284186,19637677646,1,1,"(0.6810063123703003, 0.16732972860336304)","(0.677532970905304, 0.1585693061351776)",1,1,2.45904541015625,2.506332397460937,Fixation,POINT (0.6792696416378021 0.1629495173692703),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123292519,19637685979,1,1,"(0.6816009283065796, 0.1726352423429489)","(0.6775175333023071, 0.16029243171215057)",1,1,2.450164794921875,2.511566162109375,Fixation,POINT (0.6795592308044434 0.1664638370275497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123300854,19637694313,1,1,"(0.6805900931358337, 0.16762715578079224)","(0.6799973845481873, 0.1485687643289566)",1,1,2.449676513671875,2.49749755859375,Fixation,POINT (0.6802937388420105 0.1580979600548744),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123309187,19637702646,1,1,"(0.6787918210029602, 0.16370320320129395)","(0.682319700717926, 0.1581980139017105)",1,1,2.452377319335937,2.488525390625,Fixation,POINT (0.6805557608604431 0.1609506085515022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123317520,19637710979,1,1,"(0.6836368441581726, 0.1656763255596161)","(0.6768223643302917, 0.15389293432235718)",1,1,2.4685516357421875,2.47430419921875,Fixation,POINT (0.6802296042442322 0.1597846299409866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123392523,19637785982,1,1,"(0.09511936455965042, 0.23978711664676666)","(0.11788225173950195, 0.2678672969341278)",1,1,2.361175537109375,2.4908599853515625,Fixation,POINT (0.1065008081495762 0.2538272067904472),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123400856,19637794315,1,1,"(0.09735425561666489, 0.24715988337993622)","(0.1212712898850441, 0.2725791335105896)",1,1,2.3828887939453125,2.514678955078125,Fixation,POINT (0.1093127727508545 0.2598695084452629),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123409190,19637802649,1,1,"(0.09439164400100708, 0.24700821936130524)","(0.11143218725919724, 0.2680123746395111)",1,1,2.4112701416015625,2.5166473388671875,Fixation,POINT (0.1029119156301022 0.2575102970004082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123417523,19637810982,1,1,"(0.09846840053796768, 0.24734275043010712)","(0.1068531945347786, 0.2769079804420471)",1,1,2.3772125244140625,2.5005340576171875,Fixation,POINT (0.1026607975363731 0.2621253654360771),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123425856,19637819315,1,1,"(0.0954693853855133, 0.24977892637252808)","(0.11516018956899643, 0.26994815468788147)",1,1,2.38714599609375,2.5068511962890625,Fixation,POINT (0.1053147874772549 0.2598635405302048),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123434190,19637827649,1,1,"(0.10437089949846268, 0.25801658630371094)","(0.10419716686010361, 0.2617068588733673)",1,1,2.3789215087890625,2.4896392822265625,Fixation,POINT (0.1042840331792831 0.2598617225885391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123442523,19637835982,1,1,"(0.09936834126710892, 0.2605018615722656)","(0.10764579474925995, 0.2682648003101349)",1,1,2.3831329345703125,2.4951934814453125,Fixation,POINT (0.1035070680081844 0.2643833309412003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123450857,19637844316,1,1,"(0.09697730839252472, 0.2597466707229614)","(0.11479007452726364, 0.26508066058158875)",1,1,2.3836212158203125,2.474090576171875,Fixation,POINT (0.1058836914598942 0.2624136656522751),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123459198,19637852657,1,1,"(0.09921372681856155, 0.26391226053237915)","(0.1086539477109909, 0.2582843005657196)",1,1,2.3856658935546875,2.4930877685546875,Fixation,POINT (0.1039338372647762 0.2610982805490494),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123467532,19637860991,1,1,"(0.10578153282403946, 0.2701822519302368)","(0.11346463859081268, 0.25532466173171997)",1,1,2.373031616210937,2.4755859375,Fixation,POINT (0.1096230857074261 0.2627534568309784),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123475870,19637869329,1,1,"(0.10349418222904205, 0.26972004771232605)","(0.11314667016267776, 0.2575244605541229)",1,1,2.381500244140625,2.4747772216796875,Fixation,POINT (0.1083204261958599 0.2636222541332245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123484203,19637877662,1,1,"(0.10260072350502014, 0.2651585042476654)","(0.10832776129245758, 0.2611081898212433)",1,1,2.380584716796875,2.474700927734375,Fixation,POINT (0.1054642423987389 0.2631333470344544),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123492537,19637885996,1,1,"(0.10764636844396591, 0.2630311846733093)","(0.10761457681655884, 0.2524939477443695)",1,1,2.36773681640625,2.4759521484375,Fixation,POINT (0.1076304726302624 0.2577625662088394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123500870,19637894329,1,1,"(0.1145995706319809, 0.27209463715553284)","(0.11294302344322205, 0.26033324003219604)",1,1,2.3658905029296875,2.458587646484375,Fixation,POINT (0.1137712970376015 0.2662139385938644),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123509203,19637902662,1,1,"(0.11079464107751846, 0.2915361523628235)","(0.1172325611114502, 0.26447418332099915)",1,1,2.3778228759765625,2.449188232421875,Fixation,POINT (0.1140136010944843 0.2780051678419113),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123517536,19637910995,1,1,"(0.10580537468194962, 0.2801840007305145)","(0.10997280478477478, 0.26755794882774353)",1,1,2.363388061523437,2.463363647460937,Fixation,POINT (0.1078890897333622 0.273870974779129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123525870,19637919329,1,1,"(0.10780995339155197, 0.2592015862464905)","(0.10872108489274979, 0.2710134983062744)",1,1,2.36810302734375,2.4798126220703125,Fixation,POINT (0.1082655191421509 0.2651075422763824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123534203,19637927662,1,1,"(0.0955946296453476, 0.2664317488670349)","(0.11181844770908356, 0.28128090500831604)",1,1,2.374298095703125,2.4722900390625,Fixation,POINT (0.1037065386772156 0.2738563269376755),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123550870,19637944329,1,1,"(0.06510583311319351, 0.25915229320526123)","(0.07229683548212051, 0.2381516546010971)",1,1,2.3212127685546875,2.436187744140625,Fixation,POINT (0.068701334297657 0.2486519739031792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123559203,19637952662,1,1,"(0.0454828254878521, 0.25212812423706055)","(0.07744426280260086, 0.225661501288414)",1,1,2.3441314697265625,2.4214019775390625,Fixation,POINT (0.0614635441452265 0.2388948127627373),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123567538,19637960996,1,1,"(0.05322081223130226, 0.23033687472343445)","(0.08128591626882553, 0.2037121057510376)",1,1,2.349609375,2.44451904296875,Fixation,POINT (0.0672533642500639 0.217024490237236),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123575871,19637969329,1,1,"(0.05787054821848869, 0.22369611263275146)","(0.0791444480419159, 0.2184540182352066)",1,1,2.3571929931640625,2.4499969482421875,Fixation,POINT (0.0685074981302023 0.221075065433979),,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123584204,19637977662,1,1,"(0.05657532438635826, 0.21133625507354736)","(0.08016560226678848, 0.2067052274942398)",1,1,2.370697021484375,2.4586334228515625,Fixation,POINT (0.0683704633265734 0.2090207412838936),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123592538,19637985996,1,1,"(0.06022105738520622, 0.2167271226644516)","(0.07620357722043991, 0.1967351734638214)",1,1,2.3557891845703125,2.4438018798828125,Fixation,POINT (0.0682123173028231 0.2067311480641365),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123600875,19637994333,1,1,"(0.05973895639181137, 0.21329768002033234)","(0.08032198250293732, 0.2015131562948227)",1,1,2.36932373046875,2.4460906982421875,Fixation,POINT (0.0700304694473743 0.2074054181575775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123609208,19638002666,1,1,"(0.05865294486284256, 0.21889109909534454)","(0.08011043816804886, 0.20526091754436493)",1,1,2.35650634765625,2.4517364501953125,Fixation,POINT (0.0693816915154457 0.2120760083198547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123617542,19638011000,1,1,"(0.05766592174768448, 0.22030164301395416)","(0.07350056618452072, 0.21291007101535797)",1,1,2.3651885986328125,2.44091796875,Fixation,POINT (0.0655832439661026 0.2166058570146561),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123625875,19638019333,1,1,"(0.05805188789963722, 0.22310376167297363)","(0.07313068956136703, 0.2189299464225769)",1,1,2.3612060546875,2.4412078857421875,Fixation,POINT (0.0655912887305021 0.2210168540477753),,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123634208,19638027666,1,1,"(0.054649583995342255, 0.22372804582118988)","(0.0745418444275856, 0.22584374248981476)",1,1,2.34771728515625,2.4475555419921875,Fixation,POINT (0.0645957142114639 0.2247858941555023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123642542,19638036000,1,1,"(0.037175022065639496, 0.21350213885307312)","(0.08169569820165634, 0.21076853573322296)",1,1,2.361923217773437,2.456695556640625,Fixation,POINT (0.0594353601336479 0.212135337293148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123650875,19638044333,1,1,"(0.04881793633103371, 0.22537533938884735)","(0.07719676941633224, 0.2112133949995041)",1,1,2.3930816650390625,2.4436798095703125,Fixation,POINT (0.063007352873683 0.2182943671941757),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123659208,19638052666,1,1,"(0.059480052441358566, 0.23448193073272705)","(0.06922014057636261, 0.21273522078990936)",1,1,2.38726806640625,2.4447784423828125,Fixation,POINT (0.0643500965088606 0.2236085757613182),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123667541,19638060999,1,1,"(0.08285578340291977, 0.23240649700164795)","(0.06816482543945312, 0.2191626876592636)",1,1,2.3706817626953125,2.457763671875,Fixation,POINT (0.0755103044211864 0.2257845923304558),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setPhoto,50994916,1211123809213,19638202671,1,1,"(0.09529092907905579, 0.1428743302822113)","(0.11511524766683578, 0.11853215843439102)",1,1,2.4271240234375,2.4510650634765625,,POINT (0.1052030883729458 0.1307032443583012),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setPhoto,50994916,1211123817546,19638211004,1,1,"(0.09330165386199951, 0.1337241381406784)","(0.11141322553157806, 0.12093546241521835)",1,1,2.4521942138671875,2.44244384765625,Fixation,POINT (0.1023574396967888 0.1273298002779484),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setPhoto,50994916,1211123825881,19638219338,1,1,"(0.09213706851005554, 0.11453782021999359)","(0.10965768992900848, 0.13363489508628845)",1,1,2.446136474609375,2.4591827392578125,Fixation,POINT (0.100897379219532 0.124086357653141),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setPhoto,50994916,1211123834214,19638227671,1,1,"(0.0988268330693245, 0.11913122981786728)","(0.11003334075212479, 0.12462611496448517)",1,1,2.397369384765625,2.468505859375,Fixation,POINT (0.1044300869107246 0.1218786723911762),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setPhoto,50994916,1211123842547,19638236004,1,1,"(0.10395915806293488, 0.14254280924797058)","(0.10853680223226547, 0.1071474477648735)",1,1,2.362945556640625,2.4916534423828125,Fixation,POINT (0.1062479801476002 0.124845128506422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setPhoto,50994916,1211123850881,19638244338,1,1,"(0.11178460717201233, 0.1459578573703766)","(0.11430538445711136, 0.11521318554878235)",1,1,2.374008178710937,2.482208251953125,Fixation,POINT (0.1130449958145618 0.1305855214595795),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setPhoto,50994916,1211123859214,19638252671,1,1,"(0.11417249590158463, 0.14239759743213654)","(0.11460703611373901, 0.13090358674526215)",1,1,2.3773651123046875,2.484588623046875,Fixation,POINT (0.1143897660076618 0.1366505920886993),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setPhoto,50994916,1211123867552,19638261009,1,1,"(0.108298160135746, 0.12797293066978455)","(0.11718767881393433, 0.12113223969936371)",1,1,2.3943634033203125,2.485107421875,Fixation,POINT (0.1127429194748402 0.1245525851845741),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setPhoto,50994916,1211123875886,19638269343,1,1,"(0.09981899708509445, 0.12688815593719482)","(0.11793629825115204, 0.11641786247491837)",1,1,2.412933349609375,2.467437744140625,Fixation,POINT (0.1088776476681232 0.1216530092060566),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setPhoto,50994916,1211123884219,19638277676,1,1,"(0.09735336154699326, 0.14405864477157593)","(0.11690245568752289, 0.12891533970832825)",1,1,2.4054107666015625,2.4864044189453125,Fixation,POINT (0.1071279086172581 0.1364869922399521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setPhoto,50994916,1211123892552,19638286009,1,1,"(0.10017213225364685, 0.13791508972644806)","(0.12080026417970657, 0.11609339714050293)",1,1,2.3933868408203125,2.472274780273437,Fixation,POINT (0.1104861982166767 0.1270042434334755),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setPhoto,50994916,1211123900886,19638294343,1,1,"(0.09853313863277435, 0.1334676593542099)","(0.11602957546710968, 0.11681587249040604)",1,1,2.39093017578125,2.5059814453125,Fixation,POINT (0.107281357049942 0.125141765922308),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
