,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,refreshTreePanel.0,root.0,removeAllChildren.0,root.1,=.0,new.0,DefaultMutableTreeNode.0,"""ALL"".0",treeModel.0,=.1,new.1,DefaultTreeModel.0,root.2,tree.0,setModel.0,treeModel.1,tree.1,setBounds.0,new.2,Rectangle.0,0.0,0.1,196.0,443.0,tree.2,setLayout.0,nan.0,tree.3,setBackground.0,Color.0,white.0,tree.4,setCellRenderer.0,new.3,UserIconRenderer.0,addAllUsers.0,TreePath.0,treePath.0,=.2,tree.5,getPathForRow.0,0.2,tree.6,fireTreeExpanded.0,treePath.1,prewritten,accurate,missing,unnecessary,readable,code
0,136,refreshTreePanel,35553511,1208464249008,16978651718,1,1,"(0.014128755778074265, 0.14783892035484314)","(0.04919969663023949, 0.15165437757968903)",1,1,2.40130615234375,2.4506378173828125,Fixation,POINT (0.0316642262041569 0.1497466489672661),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464274008,16978676718,1,1,"(0.09173565357923508, 0.13390876352787018)","(0.10501236468553543, 0.14278702437877655)",1,1,2.439727783203125,2.459320068359375,Fixation,POINT (0.0983740091323852 0.1383478939533234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464282341,16978685051,1,1,"(0.096866674721241, 0.13642117381095886)","(0.09991051256656647, 0.14974313974380493)",1,1,2.4611968994140625,2.475692749023437,Fixation,POINT (0.0983885936439037 0.1430821567773819),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464290675,16978693385,1,1,"(0.09619277715682983, 0.133831188082695)","(0.10683203488588333, 0.1461632251739502)",1,1,2.436767578125,2.455841064453125,Fixation,POINT (0.1015124060213566 0.1399972066283226),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464299008,16978701718,1,1,"(0.10038105398416519, 0.1312778741121292)","(0.11813507229089737, 0.15410743653774261)",1,1,2.412261962890625,2.460784912109375,Fixation,POINT (0.1092580631375313 0.1426926553249359),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464307345,16978710055,1,1,"(0.09969334304332733, 0.12976399064064026)","(0.10701547563076019, 0.14628247916698456)",1,1,2.448638916015625,2.4669647216796875,Fixation,POINT (0.1033544093370438 0.1380232349038124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464315679,16978718389,1,1,"(0.10111643373966217, 0.13192103803157806)","(0.10387545078992844, 0.14728647470474243)",1,1,2.456405639648437,2.460906982421875,Fixation,POINT (0.1024959422647953 0.1396037563681602),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464324012,16978726722,1,1,"(0.09887909889221191, 0.13820111751556396)","(0.1018565222620964, 0.1584077775478363)",1,1,2.432647705078125,2.4452667236328125,Fixation,POINT (0.1003678105771542 0.1483044475317001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464332345,16978735055,1,1,"(0.09941250085830688, 0.13278469443321228)","(0.10862495005130768, 0.15367093682289124)",1,1,2.427825927734375,2.472686767578125,Fixation,POINT (0.1040187254548073 0.1432278156280518),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464340678,16978743388,1,1,"(0.10101751238107681, 0.1344159096479416)","(0.11588914692401886, 0.14291439950466156)",1,1,2.435302734375,2.468902587890625,Fixation,POINT (0.1084533296525478 0.1386651545763016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464349012,16978751722,1,1,"(0.1042071133852005, 0.12852910161018372)","(0.10921376198530197, 0.15465429425239563)",1,1,2.4517364501953125,2.469512939453125,Fixation,POINT (0.1067104376852512 0.1415916979312897),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464357345,16978760055,1,1,"(0.10138465464115143, 0.12807196378707886)","(0.10257178544998169, 0.15374934673309326)",1,1,2.4548492431640625,2.48370361328125,Fixation,POINT (0.1019782200455666 0.1409106552600861),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464365679,16978768389,1,1,"(0.09894271194934845, 0.1339707374572754)","(0.1016964241862297, 0.14647026360034943)",1,1,2.44580078125,2.4658355712890625,Fixation,POINT (0.1003195680677891 0.1402205005288124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464374012,16978776722,1,1,"(0.09833136200904846, 0.12964197993278503)","(0.10159032046794891, 0.1524413675069809)",1,1,2.4658966064453125,2.4669952392578125,Fixation,POINT (0.0999608412384987 0.141041673719883),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464382345,16978785055,1,1,"(0.09835923463106155, 0.13808202743530273)","(0.10583878308534622, 0.15256910026073456)",1,1,2.4423828125,2.4655914306640625,Fixation,POINT (0.1020990088582039 0.1453255638480186),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464390679,16978793389,1,1,"(0.10309299826622009, 0.1286434382200241)","(0.1106749027967453, 0.15260489284992218)",1,1,2.451171875,2.463241577148437,Fixation,POINT (0.1068839505314827 0.1406241655349731),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464399012,16978801722,1,1,"(0.10310660302639008, 0.1360158920288086)","(0.10401654988527298, 0.15212306380271912)",1,1,2.448974609375,2.4551544189453125,Fixation,POINT (0.1035615764558315 0.1440694779157638),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464407345,16978810055,1,1,"(0.09804645925760269, 0.1281767338514328)","(0.10156513005495071, 0.15493892133235931)",1,1,2.4611358642578125,2.49261474609375,Fixation,POINT (0.0998057946562767 0.1415578275918961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464415678,16978818388,1,1,"(0.10053682327270508, 0.1277056634426117)","(0.09992821514606476, 0.14629098773002625)",1,1,2.461669921875,2.4707794189453125,Fixation,POINT (0.1002325192093849 0.136998325586319),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464424012,16978826722,1,1,"(0.09403784573078156, 0.13670095801353455)","(0.10591565817594528, 0.15728165209293365)",1,1,2.469451904296875,2.4835357666015625,Fixation,POINT (0.0999767519533634 0.1469913050532341),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464432345,16978835055,1,1,"(0.09562290459871292, 0.12914904952049255)","(0.10059594362974167, 0.15625552833080292)",1,1,2.437362670898437,2.494049072265625,Fixation,POINT (0.0981094241142273 0.1427022889256477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464440684,16978843394,1,1,"(0.09994637221097946, 0.13117152452468872)","(0.10043451935052872, 0.1499408632516861)",1,1,2.48590087890625,2.4770660400390625,Fixation,POINT (0.1001904457807541 0.1405561938881874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464449018,16978851728,1,1,"(0.09832611680030823, 0.13087520003318787)","(0.10393621772527695, 0.14522197842597961)",1,1,2.4616241455078125,2.4895782470703125,Fixation,POINT (0.1011311672627926 0.1380485892295837),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464457351,16978860061,1,1,"(0.09929069131612778, 0.13731920719146729)","(0.10600403696298599, 0.1422116607427597)",1,1,2.4753875732421875,2.496063232421875,Fixation,POINT (0.1026473641395569 0.1397654339671135),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464465684,16978868394,1,1,"(0.10220939666032791, 0.13465522229671478)","(0.11125119775533676, 0.144190713763237)",1,1,2.4674530029296875,2.4873809814453125,Fixation,POINT (0.1067302972078323 0.1394229680299759),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464474018,16978876728,1,1,"(0.10452937334775925, 0.1420862078666687)","(0.10636094957590103, 0.13969410955905914)",1,1,2.464691162109375,2.507598876953125,Fixation,POINT (0.1054451614618301 0.1408901587128639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464482351,16978885061,1,1,"(0.10110689699649811, 0.13708671927452087)","(0.10350830852985382, 0.14579489827156067)",1,1,2.4636688232421875,2.491119384765625,Fixation,POINT (0.102307602763176 0.1414408087730408),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464490684,16978893394,1,1,"(0.08725713938474655, 0.14052718877792358)","(0.08750113844871521, 0.1533324271440506)",1,1,2.480087280273437,2.501129150390625,Fixation,POINT (0.0873791389167309 0.1469298079609871),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464507352,16978910061,1,1,"(0.05107969045639038, 0.15844237804412842)","(0.055899955332279205, 0.17769068479537964)",1,1,2.4624481201171875,2.5052947998046875,Fixation,POINT (0.0534898228943348 0.168066531419754),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464515685,16978918394,1,1,"(0.054679591208696365, 0.15537713468074799)","(0.05995367467403412, 0.1736965924501419)",1,1,2.4867706298828125,2.496124267578125,Fixation,POINT (0.0573166329413652 0.164536863565445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464524019,16978926728,1,1,"(0.060769595205783844, 0.15317250788211823)","(0.06374745070934296, 0.16927970945835114)",1,1,2.4803466796875,2.4966278076171875,Fixation,POINT (0.0622585229575634 0.1612261086702347),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464532352,16978935061,1,1,"(0.057779692113399506, 0.1591244339942932)","(0.0567590557038784, 0.17431044578552246)",1,1,2.450408935546875,2.495391845703125,Fixation,POINT (0.057269373908639 0.1667174398899078),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464540685,16978943394,1,1,"(0.05669981986284256, 0.15456759929656982)","(0.06299924105405807, 0.17637845873832703)",1,1,2.4791717529296875,2.491317749023437,Fixation,POINT (0.0598495304584503 0.1654730290174484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464549019,16978951728,1,1,"(0.05607457831501961, 0.15145021677017212)","(0.0609341599047184, 0.17416273057460785)",1,1,2.47430419921875,2.494491577148437,Fixation,POINT (0.058504369109869 0.16280647367239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464557352,16978960061,1,1,"(0.059565603733062744, 0.15022462606430054)","(0.06470392644405365, 0.18121933937072754)",1,1,2.471923828125,2.472320556640625,Fixation,POINT (0.0621347650885582 0.165721982717514),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464565685,16978968394,1,1,"(0.056756433099508286, 0.15216514468193054)","(0.061017606407403946, 0.18080134689807892)",1,1,2.4605712890625,2.483856201171875,Fixation,POINT (0.0588870197534561 0.1664832457900047),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464574025,16978976734,1,1,"(0.056996170431375504, 0.15701428055763245)","(0.0637868270277977, 0.174036905169487)",1,1,2.4674224853515625,2.485687255859375,Fixation,POINT (0.0603914987295866 0.1655255928635597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464582358,16978985067,1,1,"(0.05434205010533333, 0.1494896411895752)","(0.0632585808634758, 0.17182956635951996)",1,1,2.4647216796875,2.479339599609375,Fixation,POINT (0.0588003154844046 0.1606596037745476),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464590691,16978993400,1,1,"(0.05608532950282097, 0.15122807025909424)","(0.06801167875528336, 0.1733672320842743)",1,1,2.481185913085937,2.48614501953125,Fixation,POINT (0.0620485041290522 0.1622976511716843),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464599025,16979001734,1,1,"(0.054671116173267365, 0.1536034792661667)","(0.06295657902956009, 0.17081153392791748)",1,1,2.46282958984375,2.4803009033203125,Fixation,POINT (0.0588138476014137 0.1622075065970421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464607358,16979010067,1,1,"(0.0571390837430954, 0.15205034613609314)","(0.060480598360300064, 0.17059467732906342)",1,1,2.4882049560546875,2.481674194335937,Fixation,POINT (0.0588098410516977 0.1613225117325783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464615691,16979018400,1,1,"(0.05645356699824333, 0.15102683007717133)","(0.057213395833969116, 0.17164964973926544)",1,1,2.461212158203125,2.492340087890625,Fixation,POINT (0.0568334814161062 0.1613382399082184),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464624025,16979026734,1,1,"(0.0568564273416996, 0.1557927280664444)","(0.06723891198635101, 0.18387572467327118)",1,1,2.4583740234375,2.4858856201171875,Fixation,POINT (0.0620476696640253 0.1698342263698578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464632358,16979035067,1,1,"(0.05611971765756607, 0.1559407263994217)","(0.06810291111469269, 0.1694166213274002)",1,1,2.4713592529296875,2.4742889404296875,Fixation,POINT (0.0621113143861294 0.162678673863411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464640691,16979043400,1,1,"(0.053723204880952835, 0.15582403540611267)","(0.06141527742147446, 0.1730232685804367)",1,1,2.4716339111328125,2.481842041015625,Fixation,POINT (0.0575692411512136 0.1644236519932747),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464649025,16979051734,1,1,"(0.052814871072769165, 0.1600016951560974)","(0.06225518137216568, 0.17741283774375916)",1,1,2.47161865234375,2.4893951416015625,Fixation,POINT (0.0575350262224674 0.1687072664499283),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464657358,16979060067,1,1,"(0.05599389597773552, 0.15934579074382782)","(0.06328804045915604, 0.1756722331047058)",1,1,2.468002319335937,2.491058349609375,Fixation,POINT (0.0596409682184458 0.1675090119242668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464665691,16979068400,1,1,"(0.05445590987801552, 0.15411126613616943)","(0.06609398126602173, 0.16344186663627625)",1,1,2.483139038085937,2.4779815673828125,Fixation,POINT (0.0602749455720186 0.1587765663862228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464674025,16979076734,1,1,"(0.05425606295466423, 0.15154807269573212)","(0.06963717937469482, 0.17015258967876434)",1,1,2.447052001953125,2.5007476806640625,Fixation,POINT (0.0619466211646795 0.1608503311872482),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464682358,16979085067,1,1,"(0.0545584112405777, 0.14939670264720917)","(0.06927014887332916, 0.16795381903648376)",1,1,2.477020263671875,2.4851226806640625,Fixation,POINT (0.0619142800569534 0.1586752608418465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464690691,16979093400,1,1,"(0.05341483652591705, 0.15507321059703827)","(0.06492163985967636, 0.16961027681827545)",1,1,2.4784088134765625,2.4744415283203125,Fixation,POINT (0.0591682381927967 0.1623417437076569),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464699025,16979101734,1,1,"(0.05589909106492996, 0.1587914377450943)","(0.05619316175580025, 0.1736329048871994)",1,1,2.4579620361328125,2.5078582763671875,Fixation,POINT (0.0560461264103651 0.1662121713161468),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464707362,16979110071,1,1,"(0.065517857670784, 0.15476371347904205)","(0.06135232374072075, 0.17553859949111938)",1,1,2.4896392822265625,2.5019683837890625,Fixation,POINT (0.0634350907057524 0.1651511564850807),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,refreshTreePanel,35553511,1208464715695,16979118404,1,1,"(0.06306493282318115, 0.1613168567419052)","(0.05813974514603615, 0.18361510336399078)",1,1,2.459075927734375,2.50225830078125,Fixation,POINT (0.0606023389846086 0.172465980052948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464865690,16979268399,1,1,"(0.03638143837451935, 0.13897891342639923)","(0.05582740157842636, 0.17571794986724854)",1,1,2.48602294921875,2.456390380859375,,POINT (0.0461044199764729 0.1573484316468239),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464874023,16979276732,1,1,"(0.035138823091983795, 0.14715111255645752)","(0.05746437609195709, 0.1668514460325241)",1,1,2.5061187744140625,2.50201416015625,Fixation,POINT (0.0463015995919704 0.1570012792944908),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464882364,16979285073,1,1,"(0.035809002816677094, 0.14705586433410645)","(0.057236023247241974, 0.1536942422389984)",1,1,2.4796295166015625,2.515716552734375,Fixation,POINT (0.0465225130319595 0.1503750532865524),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464890697,16979293406,1,1,"(0.0320337638258934, 0.14621546864509583)","(0.054177142679691315, 0.15449343621730804)",1,1,2.4915008544921875,2.550994873046875,Fixation,POINT (0.0431054532527924 0.1503544524312019),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464899030,16979301739,1,1,"(0.034584976732730865, 0.1511269062757492)","(0.05520668625831604, 0.15602418780326843)",1,1,2.4974517822265625,2.52166748046875,Fixation,POINT (0.0448958314955234 0.1535755470395088),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464907364,16979310073,1,1,"(0.033143121749162674, 0.15181052684783936)","(0.04980672150850296, 0.159626305103302)",1,1,2.489990234375,2.546112060546875,Fixation,POINT (0.0414749216288328 0.1557184159755707),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464915697,16979318406,1,1,"(0.03567194193601608, 0.15158586204051971)","(0.04698054492473602, 0.16408143937587738)",1,1,2.502792358398437,2.5243377685546875,Fixation,POINT (0.041326243430376 0.1578336507081986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464924030,16979326739,1,1,"(0.034722357988357544, 0.14803631603717804)","(0.04829692468047142, 0.16590960323810577)",1,1,2.489974975585937,2.543975830078125,Fixation,POINT (0.0415096413344145 0.1569729596376419),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464932364,16979335073,1,1,"(0.03470223769545555, 0.1463586837053299)","(0.04646924510598183, 0.16790671646595)",1,1,2.50921630859375,2.5529022216796875,Fixation,POINT (0.0405857414007187 0.15713270008564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464940697,16979343406,1,1,"(0.03368555009365082, 0.15272581577301025)","(0.05056147649884224, 0.1670219898223877)",1,1,2.4954376220703125,2.5300750732421875,Fixation,POINT (0.0421235132962465 0.159873902797699),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464949031,16979351739,1,1,"(0.03433454781770706, 0.1473843902349472)","(0.05034240707755089, 0.16616100072860718)",1,1,2.494369506835937,2.544540405273437,Fixation,POINT (0.042338477447629 0.1567726954817772),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464957365,16979360073,1,1,"(0.03851581737399101, 0.14482346177101135)","(0.04699118062853813, 0.1728532314300537)",1,1,2.508544921875,2.5483856201171875,Fixation,POINT (0.0427534990012646 0.1588383466005325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464965706,16979368414,1,1,"(0.03838195279240608, 0.14469017088413239)","(0.047209616750478745, 0.17299988865852356)",1,1,2.5297088623046875,2.53582763671875,Fixation,POINT (0.0427957847714424 0.158845029771328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464974039,16979376747,1,1,"(0.035010118037462234, 0.1524239182472229)","(0.046420589089393616, 0.1693936288356781)",1,1,2.518768310546875,2.541748046875,Fixation,POINT (0.0407153535634279 0.1609087735414505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464982373,16979385081,1,1,"(0.034260235726833344, 0.14991971850395203)","(0.047024961560964584, 0.16959191858768463)",1,1,2.5283660888671875,2.5338287353515625,Fixation,POINT (0.040642598643899 0.1597558185458183),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464990706,16979393414,1,1,"(0.03707560524344444, 0.15340083837509155)","(0.04468690603971481, 0.17241676151752472)",1,1,2.527191162109375,2.54974365234375,Fixation,POINT (0.0408812556415796 0.1629087999463081),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208464999039,16979401747,1,1,"(0.03516381233930588, 0.1517970710992813)","(0.04628130793571472, 0.17204894125461578)",1,1,2.512786865234375,2.54833984375,Fixation,POINT (0.0407225601375103 0.1619230061769486),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208465007373,16979410081,1,1,"(0.031660739332437515, 0.1546393185853958)","(0.04486464336514473, 0.17336778342723846)",1,1,2.518661499023437,2.5763092041015625,Fixation,POINT (0.0382626913487911 0.1640035510063171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208465015706,16979418414,1,1,"(0.03452043980360031, 0.1517065167427063)","(0.046332843601703644, 0.1726452261209488)",1,1,2.51837158203125,2.556381225585937,Fixation,POINT (0.040426641702652 0.1621758714318276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208465024039,16979426747,1,1,"(0.03602493181824684, 0.14786690473556519)","(0.04611365869641304, 0.17085504531860352)",1,1,2.536773681640625,2.555328369140625,Fixation,POINT (0.0410692952573299 0.1593609750270844),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208465032373,16979435081,1,1,"(0.03143587335944176, 0.14720584452152252)","(0.05088639259338379, 0.16626061499118805)",1,1,2.530242919921875,2.571929931640625,Fixation,POINT (0.0411611329764128 0.1567332297563553),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208465040706,16979443414,1,1,"(0.03589210659265518, 0.14568504691123962)","(0.05421403795480728, 0.16494150459766388)",1,1,2.5528564453125,2.570175170898437,Fixation,POINT (0.0450530722737312 0.1553132757544518),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,refreshTreePanel,35553511,1208465049039,16979451747,1,1,"(0.03685200959444046, 0.14584031701087952)","(0.045213714241981506, 0.16774632036685944)",1,1,2.536895751953125,2.5877838134765625,Fixation,POINT (0.041032861918211 0.1567933186888695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
