,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,invalidateSession.0,String.0,uid.0,String.1,sid.0,cat.0,debug.0,"""==> invalidateSession "".100",+.0,String.2,valueOf.0,uid.1,+.1,""", "".0",+.2,String.3,valueOf.1,sid.1,+.3,""")"".0",synchronized.0,lock.0,uid2sid.0,remove.0,uid.2,sid2ssc.0,remove.1,sid.2,sid2ttl.0,remove.2,sid.3,cat.1,debug.1,"""<== invalidateSession()"".101",code,participant_summary
0,136,invalidateSession,18354735,1211972242294,20486632418,1,1,"(0.2365606129169464, 0.13840514421463013)","(0.23861855268478394, 0.14720796048641205)",1,1,2.4148406982421875,2.488067626953125,,POINT (0.2375895828008652 0.1428065523505211),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211972250627,20486640751,1,1,"(0.23399199545383453, 0.13562361896038055)","(0.2449960559606552, 0.14911778271198273)",1,1,2.4485321044921875,2.5029296875,Fixation,POINT (0.2394940257072449 0.1423707008361816),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211972258960,20486649084,1,1,"(0.2326972633600235, 0.13647009432315826)","(0.23359821736812592, 0.1426362693309784)",1,1,2.463851928710937,2.518051147460937,Fixation,POINT (0.2331477403640747 0.1395531818270683),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211972292295,20486682418,1,1,"(0.12217259407043457, 0.12533867359161377)","(0.12949714064598083, 0.12934304773807526)",1,1,2.4443359375,2.4185028076171875,Fixation,POINT (0.1258348673582077 0.1273408606648445),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211972300628,20486690751,1,1,"(0.11578027158975601, 0.12465334683656693)","(0.1387820839881897, 0.12828528881072998)",1,1,2.451080322265625,2.4464874267578125,Fixation,POINT (0.1272811777889728 0.1264693178236484),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211972308961,20486699084,1,1,"(0.11757918447256088, 0.13313078880310059)","(0.1261773407459259, 0.12553325295448303)",1,1,2.44573974609375,2.474700927734375,Fixation,POINT (0.1218782626092434 0.1293320208787918),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211972317295,20486707418,1,1,"(0.11924576014280319, 0.13040213286876678)","(0.1258663833141327, 0.13305653631687164)",1,1,2.4457244873046875,2.473495483398437,Fixation,POINT (0.1225560717284679 0.1317293345928192),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211972325632,20486715755,1,1,"(0.11727508157491684, 0.14102642238140106)","(0.12459689378738403, 0.12475214898586273)",1,1,2.4508819580078125,2.4671783447265625,Fixation,POINT (0.1209359876811504 0.1328892856836319),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211972333957,20486724080,1,1,"(0.11947823315858841, 0.15822143852710724)","(0.12256795912981033, 0.13663926720619202)",1,1,2.4483642578125,2.466171264648437,Fixation,POINT (0.1210230961441994 0.1474303528666496),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211972342290,20486732413,1,1,"(0.12420772761106491, 0.12346816062927246)","(0.12384551018476486, 0.13060498237609863)",1,1,2.461410522460937,2.463592529296875,Fixation,POINT (0.1240266188979149 0.1270365715026856),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211972350625,20486740747,1,1,"(0.11618128418922424, 0.1565292477607727)","(0.11547080427408218, 0.12367961555719376)",1,1,2.458709716796875,2.4813385009765625,Fixation,POINT (0.1158260442316532 0.1401044316589832),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211972358966,20486749088,1,1,"(0.11646705865859985, 0.14057543873786926)","(0.12199578434228897, 0.13017679750919342)",1,1,2.46832275390625,2.4827117919921875,Fixation,POINT (0.1192314215004444 0.1353761181235313),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
