,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,invalidateSession.0,String.0,uid.0,String.1,sid.0,cat.0,debug.0,"""==> invalidateSession "".100",+.0,String.2,valueOf.0,uid.1,+.1,""", "".0",+.2,String.3,valueOf.1,sid.1,+.3,""")"".0",synchronized.0,lock.0,uid2sid.0,remove.0,uid.2,sid2ssc.0,remove.1,sid.2,sid2ttl.0,remove.2,sid.3,cat.1,debug.1,"""<== invalidateSession()"".101",code,participant_summary
0,136,invalidateSession,18354735,1211977584164,20491974270,1,1,"(0.2231799215078354, 0.14026720821857452)","(0.2119046449661255, 0.1341506987810135)",1,1,2.560531616210937,2.6033172607421875,Fixation,POINT (0.2175422832369804 0.137208953499794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977592498,20491982603,1,1,"(0.2173660397529602, 0.1393105387687683)","(0.21393799781799316, 0.13025380671024323)",1,1,2.570526123046875,2.5830535888671875,Fixation,POINT (0.2156520187854767 0.1347821727395058),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977600832,20491990937,1,1,"(0.21256016194820404, 0.140323206782341)","(0.2090894728899002, 0.13732051849365234)",1,1,2.559417724609375,2.58685302734375,Fixation,POINT (0.2108248174190521 0.1388218626379967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977609165,20491999270,1,1,"(0.21349740028381348, 0.1343725621700287)","(0.21103116869926453, 0.13305190205574036)",1,1,2.5572662353515625,2.59161376953125,Fixation,POINT (0.212264284491539 0.1337122321128845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977617498,20492007603,1,1,"(0.21383661031723022, 0.14083851873874664)","(0.21075297892093658, 0.1366507112979889)",1,1,2.5660552978515625,2.5884552001953125,Fixation,POINT (0.2122947946190834 0.1387446150183678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977625832,20492015937,1,1,"(0.22004622220993042, 0.13010333478450775)","(0.20709121227264404, 0.13554973900318146)",1,1,2.5609588623046875,2.590301513671875,Fixation,POINT (0.2135687172412872 0.1328265368938446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977634165,20492024270,1,1,"(0.22469159960746765, 0.13966579735279083)","(0.21161936223506927, 0.13452748954296112)",1,1,2.5552520751953125,2.60015869140625,Fixation,POINT (0.2181554809212685 0.137096643447876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977642498,20492032603,1,1,"(0.22619502246379852, 0.13767148554325104)","(0.21376843750476837, 0.13533487915992737)",1,1,2.54986572265625,2.5977325439453125,Fixation,POINT (0.2199817299842834 0.1365031823515892),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977650832,20492040937,1,1,"(0.22469845414161682, 0.13622121512889862)","(0.21279482543468475, 0.13918852806091309)",1,1,2.5465240478515625,2.61517333984375,Fixation,POINT (0.2187466397881508 0.1377048715949058),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977659165,20492049270,1,1,"(0.2233578860759735, 0.13882549107074738)","(0.2120722383260727, 0.1418471783399582)",1,1,2.5590362548828125,2.5996246337890625,Fixation,POINT (0.2177150622010231 0.1403363347053528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977667498,20492057603,1,1,"(0.2170756757259369, 0.13056200742721558)","(0.21377570927143097, 0.14644508063793182)",1,1,2.5638427734375,2.5903778076171875,Fixation,POINT (0.2154256924986839 0.1385035440325737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977675832,20492065937,1,1,"(0.21665668487548828, 0.13083747029304504)","(0.20964321494102478, 0.14368277788162231)",1,1,2.5681610107421875,2.612457275390625,Fixation,POINT (0.2131499499082565 0.1372601240873337),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977684165,20492074270,1,1,"(0.21814221143722534, 0.1320803463459015)","(0.21074844896793365, 0.1466716229915619)",1,1,2.579940795898437,2.6020050048828125,Fixation,POINT (0.2144453302025795 0.1393759846687317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977692498,20492082603,1,1,"(0.21906054019927979, 0.1349823772907257)","(0.20908282697200775, 0.14038026332855225)",1,1,2.5821990966796875,2.6217498779296875,Fixation,POINT (0.2140716835856438 0.137681320309639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977700838,20492090943,1,1,"(0.2222406417131424, 0.13758127391338348)","(0.2079554796218872, 0.13888181746006012)",1,1,2.57830810546875,2.6263885498046875,Fixation,POINT (0.2150980606675148 0.1382315456867218),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977709171,20492099276,1,1,"(0.21058498322963715, 0.1329086571931839)","(0.20441503822803497, 0.14021699130535126)",1,1,2.5861053466796875,2.602691650390625,Fixation,POINT (0.2075000107288361 0.1365628242492676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977717504,20492107609,1,1,"(0.21295949816703796, 0.14013727009296417)","(0.20830413699150085, 0.13705475628376007)",1,1,2.5623016357421875,2.6075592041015625,Fixation,POINT (0.2106318175792694 0.1385960131883621),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977725838,20492115943,1,1,"(0.211854487657547, 0.1382017880678177)","(0.20669743418693542, 0.13515178859233856)",1,1,2.585922241210937,2.598052978515625,Fixation,POINT (0.2092759609222412 0.1366767883300781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977734171,20492124276,1,1,"(0.21275772154331207, 0.14287343621253967)","(0.20920203626155853, 0.13761048018932343)",1,1,2.59161376953125,2.610076904296875,Fixation,POINT (0.2109798789024353 0.1402419582009316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977742504,20492132609,1,1,"(0.2147405445575714, 0.13006387650966644)","(0.20545634627342224, 0.13234497606754303)",1,1,2.587554931640625,2.607635498046875,Fixation,POINT (0.2100984454154968 0.1312044262886047),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977750838,20492140943,1,1,"(0.2105383723974228, 0.12771613895893097)","(0.21125000715255737, 0.1415233016014099)",1,1,2.5771636962890625,2.602645874023437,Fixation,POINT (0.2108941897749901 0.1346197202801704),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977759171,20492149276,1,1,"(0.21389342844486237, 0.13670961558818817)","(0.20827606320381165, 0.14164143800735474)",1,1,2.5930328369140625,2.61236572265625,Fixation,POINT (0.211084745824337 0.1391755267977714),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977767504,20492157609,1,1,"(0.2128758728504181, 0.13259290158748627)","(0.208001047372818, 0.1440906971693039)",1,1,2.56744384765625,2.62042236328125,Fixation,POINT (0.210438460111618 0.1383417993783951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977775838,20492165943,1,1,"(0.21376359462738037, 0.13601891696453094)","(0.2097761482000351, 0.14506763219833374)",1,1,2.580474853515625,2.596771240234375,Fixation,POINT (0.2117698714137077 0.1405432745814323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977784171,20492174276,1,1,"(0.2148313969373703, 0.12875530123710632)","(0.2103988230228424, 0.14401081204414368)",1,1,2.5941314697265625,2.5940704345703125,Fixation,POINT (0.2126151099801064 0.136383056640625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977817505,20492207609,1,1,"(0.09220855683088303, 0.12635551393032074)","(0.0978403314948082, 0.14503724873065948)",1,1,2.5568084716796875,2.579620361328125,Fixation,POINT (0.0950244441628456 0.1356963813304901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977825839,20492215943,1,1,"(0.10236931592226028, 0.12184389680624008)","(0.10418408364057541, 0.12979350984096527)",1,1,2.57550048828125,2.61956787109375,Fixation,POINT (0.1032766997814178 0.1258187033236027),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977834176,20492224280,1,1,"(0.10382027924060822, 0.11409739404916763)","(0.0954948365688324, 0.1256825476884842)",1,1,2.568695068359375,2.603424072265625,Fixation,POINT (0.0996575579047203 0.1198899708688259),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977842509,20492232613,1,1,"(0.09881268441677094, 0.12230729311704636)","(0.09089165180921555, 0.12103541195392609)",1,1,2.579833984375,2.613189697265625,Fixation,POINT (0.0948521681129932 0.1216713525354862),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977850843,20492240947,1,1,"(0.10135464370250702, 0.1250685751438141)","(0.09947401285171509, 0.12072448432445526)",1,1,2.563583374023437,2.585693359375,Fixation,POINT (0.100414328277111 0.1228965297341347),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977859176,20492249280,1,1,"(0.10182604938745499, 0.12708385288715363)","(0.10050961375236511, 0.12255755811929703)",1,1,2.5625152587890625,2.5887451171875,Fixation,POINT (0.10116783156991 0.1248207055032253),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977867509,20492257613,1,1,"(0.10127702355384827, 0.1259576976299286)","(0.09860629588365555, 0.1234235018491745)",1,1,2.5793609619140625,2.60150146484375,Fixation,POINT (0.0999416597187519 0.1246905997395515),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977875843,20492265947,1,1,"(0.10103739798069, 0.1276949942111969)","(0.09864460676908493, 0.12144075334072113)",1,1,2.581695556640625,2.604354858398437,Fixation,POINT (0.0998410023748875 0.124567873775959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977884176,20492274280,1,1,"(0.10252756625413895, 0.12408711016178131)","(0.09670041501522064, 0.13063284754753113)",1,1,2.57281494140625,2.58306884765625,Fixation,POINT (0.0996139906346798 0.1273599788546562),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977892509,20492282613,1,1,"(0.10230053961277008, 0.12324373424053192)","(0.10245311260223389, 0.12615704536437988)",1,1,2.55511474609375,2.5913543701171875,Fixation,POINT (0.102376826107502 0.1247003898024559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977900843,20492290947,1,1,"(0.10383691638708115, 0.12957605719566345)","(0.10350505262613297, 0.13729502260684967)",1,1,2.57196044921875,2.5940399169921875,Fixation,POINT (0.1036709845066071 0.1334355399012566),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977909176,20492299280,1,1,"(0.10503289103507996, 0.13468807935714722)","(0.10446503758430481, 0.13861200213432312)",1,1,2.562728881835937,2.587677001953125,Fixation,POINT (0.1047489643096924 0.1366500407457352),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977917509,20492307613,1,1,"(0.10438404232263565, 0.13200794160366058)","(0.10489793121814728, 0.14653310179710388)",1,1,2.564666748046875,2.5965576171875,Fixation,POINT (0.1046409867703915 0.1392705217003822),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977925843,20492315947,1,1,"(0.10057219117879868, 0.1344042718410492)","(0.10367987304925919, 0.14427192509174347)",1,1,2.575469970703125,2.5829010009765625,Fixation,POINT (0.1021260321140289 0.1393380984663963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977934176,20492324280,1,1,"(0.10406552255153656, 0.1313612461090088)","(0.10196571052074432, 0.1369401067495346)",1,1,2.581085205078125,2.6057281494140625,Fixation,POINT (0.1030156165361404 0.1341506764292717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977942509,20492332613,1,1,"(0.1037120446562767, 0.1286756843328476)","(0.10220170021057129, 0.14100781083106995)",1,1,2.554672241210937,2.58892822265625,Fixation,POINT (0.102956872433424 0.1348417475819588),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977950843,20492340947,1,1,"(0.09887310117483139, 0.13680914044380188)","(0.10346680134534836, 0.14300666749477386)",1,1,2.567291259765625,2.59808349609375,Fixation,POINT (0.1011699512600899 0.1399079039692879),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977959176,20492349280,1,1,"(0.1009787991642952, 0.13641373813152313)","(0.10066460072994232, 0.14397765696048737)",1,1,2.58154296875,2.589324951171875,Fixation,POINT (0.1008216999471188 0.1401956975460052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977967515,20492357619,1,1,"(0.09822286665439606, 0.13648150861263275)","(0.09896343946456909, 0.14563192427158356)",1,1,2.57562255859375,2.5703277587890625,Fixation,POINT (0.0985931530594826 0.1410567164421082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977975849,20492365953,1,1,"(0.10147746652364731, 0.13184331357479095)","(0.09837359189987183, 0.14576780796051025)",1,1,2.577743530273437,2.5641632080078125,Fixation,POINT (0.0999255292117596 0.1388055607676506),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977984182,20492374286,1,1,"(0.10032282769680023, 0.13142989575862885)","(0.09641250967979431, 0.14331312477588654)",1,1,2.573333740234375,2.59906005859375,Fixation,POINT (0.0983676686882973 0.1373715102672577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211977992515,20492382619,1,1,"(0.09784825891256332, 0.13684356212615967)","(0.09992484003305435, 0.13437296450138092)",1,1,2.5676422119140625,2.581512451171875,Fixation,POINT (0.0988865494728088 0.1356082633137703),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978000849,20492390953,1,1,"(0.10266762971878052, 0.12868086993694305)","(0.1001981571316719, 0.13180050253868103)",1,1,2.5718231201171875,2.5862579345703125,Fixation,POINT (0.1014328934252262 0.130240686237812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978009182,20492399286,1,1,"(0.10318964719772339, 0.12405296415090561)","(0.10088281333446503, 0.13060930371284485)",1,1,2.5785369873046875,2.600830078125,Fixation,POINT (0.1020362302660942 0.1273311339318752),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978017515,20492407619,1,1,"(0.10088255256414413, 0.125661239027977)","(0.09834502637386322, 0.12572839856147766)",1,1,2.57073974609375,2.5790557861328125,Fixation,POINT (0.0996137894690037 0.1256948187947273),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978025850,20492415953,1,1,"(0.1068398728966713, 0.1282058209180832)","(0.10234037786722183, 0.12916556000709534)",1,1,2.5665283203125,2.576522827148437,Fixation,POINT (0.1045901253819466 0.1286856904625893),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978034183,20492424286,1,1,"(0.10563337802886963, 0.12408663332462311)","(0.10260908305644989, 0.13016867637634277)",1,1,2.5745086669921875,2.560272216796875,Fixation,POINT (0.1041212305426598 0.1271276548504829),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978042516,20492432619,1,1,"(0.10574005544185638, 0.1262672245502472)","(0.10320786386728287, 0.13429856300354004)",1,1,2.5845184326171875,2.597396850585937,Fixation,POINT (0.1044739596545696 0.1302828937768936),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978059183,20492449286,1,1,"(0.1341480016708374, 0.12677544355392456)","(0.14193634688854218, 0.1292356699705124)",1,1,2.590606689453125,2.5993804931640625,Fixation,POINT (0.1380421742796898 0.1280055567622185),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978067516,20492457619,1,1,"(0.1356799453496933, 0.12573298811912537)","(0.13774335384368896, 0.13307799398899078)",1,1,2.5841217041015625,2.5911865234375,Fixation,POINT (0.1367116495966911 0.1294054910540581),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978075850,20492465953,1,1,"(0.13500246405601501, 0.1308504045009613)","(0.139239102602005, 0.13130217790603638)",1,1,2.596542358398437,2.587615966796875,Fixation,POINT (0.13712078332901 0.1310762912034988),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978084183,20492474286,1,1,"(0.13390377163887024, 0.1287868171930313)","(0.13627800345420837, 0.13211749494075775)",1,1,2.572860717773437,2.5904998779296875,Fixation,POINT (0.1350908875465393 0.1304521560668945),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978092519,20492482622,1,1,"(0.13266438245773315, 0.12992064654827118)","(0.1363479346036911, 0.13219194114208221)",1,1,2.585311889648437,2.5910186767578125,Fixation,POINT (0.1345061585307121 0.1310562938451767),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978100852,20492490955,1,1,"(0.13349540531635284, 0.1279662549495697)","(0.13200092315673828, 0.13111300766468048)",1,1,2.600433349609375,2.587249755859375,Fixation,POINT (0.1327481642365456 0.1295396313071251),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978109186,20492499289,1,1,"(0.13309185206890106, 0.12492772936820984)","(0.13766299188137054, 0.12825541198253632)",1,1,2.58746337890625,2.592987060546875,Fixation,POINT (0.1353774219751358 0.1265915706753731),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978117519,20492507622,1,1,"(0.13513122498989105, 0.13110685348510742)","(0.1308545470237732, 0.12942413985729218)",1,1,2.5834197998046875,2.5861358642578125,Fixation,POINT (0.1329928860068321 0.1302654966711998),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978125853,20492515956,1,1,"(0.13924449682235718, 0.12879572808742523)","(0.13672511279582977, 0.13449692726135254)",1,1,2.5901031494140625,2.600433349609375,Fixation,POINT (0.1379848048090935 0.1316463276743889),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978134186,20492524289,1,1,"(0.13294078409671783, 0.12721030414104462)","(0.13577984273433685, 0.13097885251045227)",1,1,2.597763061523437,2.5800018310546875,Fixation,POINT (0.1343603134155273 0.1290945783257484),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978142521,20492532624,1,1,"(0.1387413591146469, 0.13130390644073486)","(0.1391145884990692, 0.13443294167518616)",1,1,2.584625244140625,2.590667724609375,Fixation,POINT (0.1389279738068581 0.1328684240579605),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978150854,20492540957,1,1,"(0.1400679498910904, 0.13059759140014648)","(0.13627871870994568, 0.1340285837650299)",1,1,2.60382080078125,2.590972900390625,Fixation,POINT (0.138173334300518 0.1323130875825882),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978159186,20492549289,1,1,"(0.14025960862636566, 0.13002778589725494)","(0.13637347519397736, 0.1329508125782013)",1,1,2.6103973388671875,2.6049346923828125,Fixation,POINT (0.1383165419101715 0.1314892992377281),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978167521,20492557624,1,1,"(0.14056967198848724, 0.12839394807815552)","(0.13771484792232513, 0.13751834630966187)",1,1,2.604354858398437,2.6025543212890625,Fixation,POINT (0.1391422599554062 0.1329561471939087),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978175854,20492565957,1,1,"(0.1427493691444397, 0.12628689408302307)","(0.13652917742729187, 0.14385516941547394)",1,1,2.591217041015625,2.5951690673828125,Fixation,POINT (0.1396392732858658 0.1350710317492485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978184188,20492574291,1,1,"(0.14332522451877594, 0.132112056016922)","(0.1410059630870819, 0.14071084558963776)",1,1,2.60479736328125,2.588653564453125,Fixation,POINT (0.1421655938029289 0.1364114508032799),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978192521,20492582624,1,1,"(0.1390800178050995, 0.13216184079647064)","(0.13367469608783722, 0.1413390040397644)",1,1,2.5981903076171875,2.605712890625,Fixation,POINT (0.1363773569464684 0.1367504224181175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978200854,20492590957,1,1,"(0.14162884652614594, 0.13134633004665375)","(0.13926269114017487, 0.1397797167301178)",1,1,2.5902252197265625,2.5910797119140625,Fixation,POINT (0.1404457688331604 0.1355630233883858),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978209188,20492599291,1,1,"(0.14275212585926056, 0.1307489275932312)","(0.13902753591537476, 0.14169806241989136)",1,1,2.61236572265625,2.60498046875,Fixation,POINT (0.1408898308873177 0.1362234950065613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978217521,20492607624,1,1,"(0.13522598147392273, 0.13950493931770325)","(0.12766650319099426, 0.14370636641979218)",1,1,2.6056060791015625,2.6142730712890625,Fixation,POINT (0.1314462423324585 0.1416056528687477),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978225862,20492615965,1,1,"(0.12050630897283554, 0.16093066334724426)","(0.12221678346395493, 0.16453197598457336)",1,1,2.602523803710937,2.6196441650390625,Fixation,POINT (0.1213615462183952 0.1627313196659088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978234196,20492624299,1,1,"(0.127840057015419, 0.16326910257339478)","(0.12257135659456253, 0.16269207000732422)",1,1,2.604354858398437,2.604522705078125,Fixation,POINT (0.1252057068049908 0.1629805862903595),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978242530,20492632632,1,1,"(0.12634679675102234, 0.16355982422828674)","(0.12570415437221527, 0.15843015909194946)",1,1,2.6095123291015625,2.6133575439453125,Fixation,POINT (0.1260254755616188 0.1609949916601181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978250863,20492640965,1,1,"(0.12427880614995956, 0.1658805012702942)","(0.12736493349075317, 0.15957383811473846)",1,1,2.609161376953125,2.607666015625,Fixation,POINT (0.1258218698203564 0.1627271696925163),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978259197,20492649299,1,1,"(0.12139979749917984, 0.15802374482154846)","(0.1271335482597351, 0.15865522623062134)",1,1,2.596542358398437,2.603912353515625,Fixation,POINT (0.1242666728794575 0.1583394855260849),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978267530,20492657632,1,1,"(0.12195954471826553, 0.15834522247314453)","(0.12625761330127716, 0.16462425887584686)",1,1,2.600204467773437,2.59210205078125,Fixation,POINT (0.1241085790097714 0.1614847406744957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978275863,20492665965,1,1,"(0.1253647357225418, 0.15804065763950348)","(0.11984185874462128, 0.16364333033561707)",1,1,2.6049041748046875,2.600006103515625,Fixation,POINT (0.1226032972335815 0.1608419939875603),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978284197,20492674299,1,1,"(0.12803730368614197, 0.15034639835357666)","(0.12102224677801132, 0.16297675669193268)",1,1,2.6048583984375,2.6042022705078125,Fixation,POINT (0.1245297752320766 0.1566615775227547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978292530,20492682632,1,1,"(0.13018298149108887, 0.1491200178861618)","(0.1252443641424179, 0.15519103407859802)",1,1,2.582260131835937,2.5920562744140625,Fixation,POINT (0.1277136728167534 0.1521555259823799),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978300863,20492690965,1,1,"(0.1263056993484497, 0.15058790147304535)","(0.12952977418899536, 0.14971864223480225)",1,1,2.593353271484375,2.581146240234375,Fixation,POINT (0.1279177367687225 0.1501532718539238),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978309197,20492699299,1,1,"(0.12561450898647308, 0.15332792699337006)","(0.128884956240654, 0.15988709032535553)",1,1,2.60235595703125,2.586456298828125,Fixation,POINT (0.1272497326135635 0.1566075086593628),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,invalidateSession,18354735,1211978317530,20492707632,1,1,"(0.12000913172960281, 0.15269418060779572)","(0.13067997992038727, 0.16046693921089172)",1,1,2.600082397460937,2.5897216796875,Fixation,POINT (0.125344555824995 0.1565805599093437),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
