,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,actionPerformed.0,ActionEvent.0,e.0,int.0,selectedRows.0,=.0,features.0,getSelectedRows.0,if.0,selectedRows.1,length.0,>.0,0.0,boolean.0,valueToBeSet.0,=.1,Boolean.0,features.1,getValueAt.0,selectedRows.2,0.1,].0,0.2,)).0,booleanValue.0,for.0,int.1,i.0,=.2,0.3,i.1,<.0,selectedRows.3,length.1,i.2,features.2,setValueAt.0,new.0,Boolean.1,valueToBeSet.1,selectedRows.4,i.3,].1,0.4,code,participant_summary
0,136,actionPerformed,12725774,1211996326574,20510716595,1,1,"(0.7763251066207886, 0.07341337203979492)","(0.7741973400115967, 0.0879468321800232)",1,1,2.5680389404296875,2.57672119140625,,POINT (0.7752612233161926 0.0806801021099091),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996334907,20510724928,1,1,"(0.7780824899673462, 0.07169275730848312)","(0.7787567973136902, 0.09132184833288193)",1,1,2.59210205078125,2.567474365234375,Fixation,POINT (0.7784196436405182 0.0815073028206825),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996343241,20510733262,1,1,"(0.7733097672462463, 0.07116374373435974)","(0.7732020020484924, 0.08220226317644119)",1,1,2.5726318359375,2.558685302734375,Fixation,POINT (0.7732558846473694 0.0766830034554005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996351574,20510741595,1,1,"(0.7789719104766846, 0.07259988784790039)","(0.7814613580703735, 0.08439239859580994)",1,1,2.591278076171875,2.5740203857421875,Fixation,POINT (0.780216634273529 0.0784961432218552),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996359907,20510749928,1,1,"(0.7755432724952698, 0.06794824451208115)","(0.7785754203796387, 0.10044845938682556)",1,1,2.573959350585937,2.566635131835937,Fixation,POINT (0.7770593464374542 0.0841983519494534),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996368241,20510758262,1,1,"(0.7763484716415405, 0.06464695930480957)","(0.7749636769294739, 0.09977348148822784)",1,1,2.5850830078125,2.563507080078125,Fixation,POINT (0.7756560742855072 0.0822102203965187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996376574,20510766595,1,1,"(0.7793541550636292, 0.059426210820674896)","(0.7827103137969971, 0.10248597711324692)",1,1,2.5679931640625,2.55499267578125,Fixation,POINT (0.7810322344303131 0.0809560939669609),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996384907,20510774928,1,1,"(0.7753990292549133, 0.06475815922021866)","(0.768539309501648, 0.0898582935333252)",1,1,2.5747833251953125,2.56085205078125,Fixation,POINT (0.7719691693782806 0.0773082263767719),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996393241,20510783262,1,1,"(0.7774349451065063, 0.0633765310049057)","(0.7773531675338745, 0.08770985156297684)",1,1,2.57177734375,2.55926513671875,Fixation,POINT (0.7773940563201904 0.0755431912839413),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996401574,20510791595,1,1,"(0.777728259563446, 0.07137923687696457)","(0.7791963815689087, 0.08250358700752258)",1,1,2.5769805908203125,2.5625152587890625,Fixation,POINT (0.7784623205661774 0.0769414119422436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996409907,20510799928,1,1,"(0.7753689885139465, 0.0687251091003418)","(0.7748326659202576, 0.07928469032049179)",1,1,2.5642852783203125,2.556137084960937,Fixation,POINT (0.775100827217102 0.0740048997104168),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996418241,20510808262,1,1,"(0.781704306602478, 0.06638933718204498)","(0.7833336591720581, 0.0826391652226448)",1,1,2.566558837890625,2.5490875244140625,Fixation,POINT (0.7825189828872681 0.0745142512023449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996426574,20510816595,1,1,"(0.771274209022522, 0.07355758547782898)","(0.7716447114944458, 0.07780694216489792)",1,1,2.581939697265625,2.561492919921875,Fixation,POINT (0.7714594602584839 0.0756822638213634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996434907,20510824928,1,1,"(0.7788758873939514, 0.0802021324634552)","(0.7779074907302856, 0.08085308223962784)",1,1,2.5711669921875,2.5495758056640625,Fixation,POINT (0.7783916890621185 0.0805276073515415),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996443245,20510833266,1,1,"(0.7809547185897827, 0.07558784633874893)","(0.7783926725387573, 0.08726418763399124)",1,1,2.58013916015625,2.5348663330078125,Fixation,POINT (0.77967369556427 0.0814260169863701),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996451578,20510841599,1,1,"(0.770988941192627, 0.08457086980342865)","(0.7730438709259033, 0.07685825228691101)",1,1,2.58489990234375,2.53131103515625,Fixation,POINT (0.7720164060592651 0.0807145610451698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996459911,20510849932,1,1,"(0.7797553539276123, 0.06943178921937943)","(0.7792400121688843, 0.08347830921411514)",1,1,2.5619354248046875,2.5114288330078125,Fixation,POINT (0.7794976830482483 0.0764550492167473),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996468246,20510858266,1,1,"(0.7818427681922913, 0.06806637346744537)","(0.7772855758666992, 0.09858863055706024)",1,1,2.577239990234375,2.541046142578125,Fixation,POINT (0.7795641720294952 0.0833275020122528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996476578,20510866599,1,1,"(0.7677103281021118, 0.0711173266172409)","(0.775063157081604, 0.09477942436933517)",1,1,2.558822631835937,2.522079467773437,Fixation,POINT (0.7713867425918579 0.082948375493288),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996484911,20510874932,1,1,"(0.77739417552948, 0.08028549700975418)","(0.7804238796234131, 0.07824086397886276)",1,1,2.55322265625,2.537078857421875,Fixation,POINT (0.7789090275764465 0.0792631804943085),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996493245,20510883266,1,1,"(0.7816077470779419, 0.07841150462627411)","(0.7795145511627197, 0.09479644149541855)",1,1,2.5579376220703125,2.53399658203125,Fixation,POINT (0.7805611491203308 0.0866039730608463),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996501578,20510891599,1,1,"(0.7791863679885864, 0.07155899703502655)","(0.776767373085022, 0.09934604912996292)",1,1,2.5478668212890625,2.515731811523437,Fixation,POINT (0.7779768705368042 0.0854525230824947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996509911,20510899932,1,1,"(0.7718729972839355, 0.07313506305217743)","(0.7743030786514282, 0.09310699999332428)",1,1,2.548202514648437,2.5226593017578125,Fixation,POINT (0.7730880379676819 0.0831210315227508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996518245,20510908266,1,1,"(0.7742058634757996, 0.06289280951023102)","(0.7769375443458557, 0.08945980668067932)",1,1,2.555694580078125,2.516326904296875,Fixation,POINT (0.7755717039108276 0.0761763080954552),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996526578,20510916599,1,1,"(0.7753378748893738, 0.06574472784996033)","(0.7791431546211243, 0.08052294701337814)",1,1,2.5313873291015625,2.531890869140625,Fixation,POINT (0.777240514755249 0.0731338374316692),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996534911,20510924932,1,1,"(0.777218759059906, 0.06074042618274689)","(0.7825095653533936, 0.09568485617637634)",1,1,2.5447235107421875,2.51824951171875,Fixation,POINT (0.7798641622066498 0.0782126411795616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996543245,20510933266,1,1,"(0.7767109870910645, 0.06312328577041626)","(0.7831822633743286, 0.09523254632949829)",1,1,2.53448486328125,2.51959228515625,Fixation,POINT (0.7799466252326965 0.0791779160499573),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996551578,20510941599,1,1,"(0.7804716229438782, 0.07333829998970032)","(0.783531665802002, 0.09551901370286942)",1,1,2.551986694335937,2.51861572265625,Fixation,POINT (0.7820016443729401 0.0844286568462849),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996559911,20510949932,1,1,"(0.782511293888092, 0.07095782458782196)","(0.7815573811531067, 0.0956723764538765)",1,1,2.5343475341796875,2.5224151611328125,Fixation,POINT (0.7820343375205994 0.0833151005208492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996568245,20510958266,1,1,"(0.7826926708221436, 0.07786467671394348)","(0.7812848091125488, 0.08761405199766159)",1,1,2.5260009765625,2.504867553710937,Fixation,POINT (0.7819887399673462 0.0827393643558025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996576585,20510966606,1,1,"(0.7788219451904297, 0.08683264255523682)","(0.7826393842697144, 0.08473724871873856)",1,1,2.5265655517578125,2.5040283203125,Fixation,POINT (0.780730664730072 0.0857849456369877),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996584918,20510974939,1,1,"(0.7774969935417175, 0.07858309149742126)","(0.7779509425163269, 0.08405828475952148)",1,1,2.531158447265625,2.51171875,Fixation,POINT (0.7777239680290222 0.0813206881284714),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996593252,20510983273,1,1,"(0.7827768325805664, 0.0776573047041893)","(0.7823924422264099, 0.07789981365203857)",1,1,2.5206451416015625,2.49346923828125,Fixation,POINT (0.7825846374034882 0.0777785591781139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996601585,20510991606,1,1,"(0.7767127156257629, 0.0819891169667244)","(0.781994640827179, 0.08830532431602478)",1,1,2.50921630859375,2.505706787109375,Fixation,POINT (0.779353678226471 0.0851472206413746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996609918,20510999939,1,1,"(0.7791236639022827, 0.07616839557886124)","(0.7804116606712341, 0.07480446249246597)",1,1,2.509246826171875,2.50506591796875,Fixation,POINT (0.7797676622867584 0.0754864290356636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996618252,20511008273,1,1,"(0.7763912677764893, 0.07550392299890518)","(0.7839027643203735, 0.08455859869718552)",1,1,2.54071044921875,2.4977264404296875,Fixation,POINT (0.7801470160484314 0.0800312608480454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996626585,20511016606,1,1,"(0.7764701843261719, 0.06795511394739151)","(0.7782188057899475, 0.07463868707418442)",1,1,2.511810302734375,2.50433349609375,Fixation,POINT (0.7773444950580597 0.071296900510788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996634919,20511024939,1,1,"(0.7756246328353882, 0.07242835313081741)","(0.7816001772880554, 0.07871394604444504)",1,1,2.522811889648437,2.490631103515625,Fixation,POINT (0.7786124050617218 0.0755711495876312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996643253,20511033273,1,1,"(0.7728769183158875, 0.07635742425918579)","(0.7767347693443298, 0.0805506706237793)",1,1,2.5059051513671875,2.514144897460937,Fixation,POINT (0.7748058438301086 0.0784540474414825),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996651586,20511041606,1,1,"(0.7711568474769592, 0.07441224902868271)","(0.7759388089179993, 0.08088954538106918)",1,1,2.5213623046875,2.47979736328125,Fixation,POINT (0.7735478281974792 0.077650897204876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996659919,20511049939,1,1,"(0.7768095135688782, 0.08113754540681839)","(0.7760645151138306, 0.09016752243041992)",1,1,2.5146942138671875,2.4800567626953125,Fixation,POINT (0.7764370143413544 0.0856525339186192),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996668253,20511058273,1,1,"(0.7775468230247498, 0.08078085631132126)","(0.7735411524772644, 0.09395507723093033)",1,1,2.5358123779296875,2.513824462890625,Fixation,POINT (0.7755439877510071 0.0873679667711258),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996676586,20511066606,1,1,"(0.7812759876251221, 0.06483148038387299)","(0.7802029848098755, 0.09715203195810318)",1,1,2.5075836181640625,2.5059356689453125,Fixation,POINT (0.7807394862174988 0.0809917561709881),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996684919,20511074939,1,1,"(0.7811185717582703, 0.06453400105237961)","(0.7811231017112732, 0.08556969463825226)",1,1,2.5246124267578125,2.4844512939453125,Fixation,POINT (0.7811208367347717 0.0750518478453159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996693253,20511083273,1,1,"(0.7755470275878906, 0.07615195214748383)","(0.7808985710144043, 0.07170481979846954)",1,1,2.5070343017578125,2.483993530273437,Fixation,POINT (0.7782227993011475 0.0739283859729767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996701586,20511091606,1,1,"(0.7728663086891174, 0.08086095005273819)","(0.78049236536026, 0.08850055932998657)",1,1,2.5132598876953125,2.4854278564453125,Fixation,POINT (0.7766793370246887 0.0846807546913624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996709924,20511099944,1,1,"(0.771079957485199, 0.07362408190965652)","(0.7802960276603699, 0.09040681272745132)",1,1,2.503875732421875,2.479843139648437,Fixation,POINT (0.7756879925727844 0.0820154473185539),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996718258,20511108278,1,1,"(0.7773412466049194, 0.05951765552163124)","(0.777528703212738, 0.09233164042234421)",1,1,2.525665283203125,2.4805145263671875,Fixation,POINT (0.7774349749088287 0.0759246479719877),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,actionPerformed,12725774,1211996726591,20511116611,1,1,"(0.7777087092399597, 0.07455620914697647)","(0.7768161296844482, 0.08716744184494019)",1,1,2.504974365234375,2.472518920898437,Fixation,POINT (0.777262419462204 0.0808618254959583),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996734924,20511124944,1,1,"(0.7802317142486572, 0.07709045708179474)","(0.7780817151069641, 0.09103811532258987)",1,1,2.50933837890625,2.465805053710937,Fixation,POINT (0.7791567146778107 0.0840642862021923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996743258,20511133278,1,1,"(0.7738720178604126, 0.07086168229579926)","(0.7723208069801331, 0.08681850135326385)",1,1,2.497055053710937,2.46380615234375,Fixation,POINT (0.7730964124202728 0.0788400918245316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,actionPerformed,12725774,1211996834924,20511224944,1,1,"(0.14593535661697388, 0.15270057320594788)","(0.15022870898246765, 0.18235397338867188)",1,1,2.4448699951171875,2.5164031982421875,Fixation,POINT (0.1480820327997208 0.1675272732973099),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996843261,20511233281,1,1,"(0.14331263303756714, 0.16142186522483826)","(0.15203070640563965, 0.1821504384279251)",1,1,2.4567108154296875,2.538681030273437,Fixation,POINT (0.1476716697216034 0.1717861518263817),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996851595,20511241615,1,1,"(0.13953401148319244, 0.16015994548797607)","(0.14519335329532623, 0.1826295703649521)",1,1,2.447479248046875,2.514266967773437,Fixation,POINT (0.1423636823892593 0.1713947579264641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996859928,20511249948,1,1,"(0.1457507610321045, 0.1575029045343399)","(0.1445378065109253, 0.18241620063781738)",1,1,2.4273681640625,2.5243377685546875,Fixation,POINT (0.1451442837715149 0.1699595525860786),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996868261,20511258281,1,1,"(0.14849905669689178, 0.16563548147678375)","(0.15011043846607208, 0.17249396443367004)",1,1,2.436920166015625,2.5135040283203125,Fixation,POINT (0.1493047475814819 0.1690647229552269),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996876595,20511266615,1,1,"(0.14620983600616455, 0.16284102201461792)","(0.15097486972808838, 0.17561854422092438)",1,1,2.397491455078125,2.50714111328125,Fixation,POINT (0.1485923528671265 0.1692297831177712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996884928,20511274948,1,1,"(0.14098331332206726, 0.1726866215467453)","(0.15479668974876404, 0.18708573281764984)",1,1,2.4339599609375,2.51043701171875,Fixation,POINT (0.1478900015354156 0.1798861771821976),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996893261,20511283281,1,1,"(0.14351414144039154, 0.16569271683692932)","(0.15591956675052643, 0.20031796395778656)",1,1,2.4309234619140625,2.48284912109375,Fixation,POINT (0.149716854095459 0.1830053403973579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996901595,20511291615,1,1,"(0.14352723956108093, 0.16464480757713318)","(0.1472269892692566, 0.19730111956596375)",1,1,2.428939819335937,2.5008544921875,Fixation,POINT (0.1453771144151688 0.1809729635715485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996909928,20511299948,1,1,"(0.1514161229133606, 0.16593889892101288)","(0.1463196873664856, 0.182669997215271)",1,1,2.4147491455078125,2.47882080078125,Fixation,POINT (0.1488679051399231 0.1743044480681419),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996918261,20511308281,1,1,"(0.14452429115772247, 0.1678571254014969)","(0.14864468574523926, 0.180169478058815)",1,1,2.43353271484375,2.4825439453125,Fixation,POINT (0.1465844884514809 0.1740133017301559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996926595,20511316615,1,1,"(0.140040323138237, 0.17361631989479065)","(0.1525125950574875, 0.18642190098762512)",1,1,2.411285400390625,2.49371337890625,Fixation,POINT (0.1462764590978622 0.1800191104412079),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996934928,20511324948,1,1,"(0.13906526565551758, 0.1718464344739914)","(0.15224097669124603, 0.19666308164596558)",1,1,2.4293365478515625,2.50579833984375,Fixation,POINT (0.1456531211733818 0.1842547580599785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996943261,20511333281,1,1,"(0.1377154439687729, 0.16350241005420685)","(0.15837548673152924, 0.17785556614398956)",1,1,2.4325408935546875,2.4694976806640625,Fixation,POINT (0.1480454653501511 0.1706789880990982),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996951595,20511341615,1,1,"(0.14909686148166656, 0.16227826476097107)","(0.15038755536079407, 0.18967430293560028)",1,1,2.416107177734375,2.482208251953125,Fixation,POINT (0.1497422084212303 0.1759762838482857),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996959928,20511349948,1,1,"(0.14570032060146332, 0.16189320385456085)","(0.1465219259262085, 0.1997719407081604)",1,1,2.418304443359375,2.465194702148437,Fixation,POINT (0.1461111232638359 0.1808325722813606),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996968264,20511358284,1,1,"(0.14738598465919495, 0.17719817161560059)","(0.1485159546136856, 0.18395797908306122)",1,1,2.408111572265625,2.4544677734375,Fixation,POINT (0.1479509696364403 0.1805780753493309),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996976598,20511366618,1,1,"(0.14395537972450256, 0.17140957713127136)","(0.14427489042282104, 0.1773984581232071)",1,1,2.4161376953125,2.46820068359375,Fixation,POINT (0.1441151350736618 0.1744040176272392),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996984931,20511374951,1,1,"(0.14205344021320343, 0.16698940098285675)","(0.14441817998886108, 0.17236244678497314)",1,1,2.4018707275390625,2.482421875,Fixation,POINT (0.1432358101010323 0.169675923883915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211996993264,20511383284,1,1,"(0.14338552951812744, 0.17047592997550964)","(0.15240755677223206, 0.1767292618751526)",1,1,2.4197998046875,2.47027587890625,Fixation,POINT (0.1478965431451798 0.1736025959253311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211997001598,20511391618,1,1,"(0.1436561942100525, 0.1635807901620865)","(0.15088491141796112, 0.18714599311351776)",1,1,2.4158477783203125,2.4631500244140625,Fixation,POINT (0.1472705528140068 0.1753633916378021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211997009931,20511399951,1,1,"(0.14808879792690277, 0.16400454938411713)","(0.14812026917934418, 0.19883647561073303)",1,1,2.431381225585937,2.4688873291015625,Fixation,POINT (0.1481045335531235 0.1814205124974251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211997018264,20511408284,1,1,"(0.15199986100196838, 0.16623833775520325)","(0.14820757508277893, 0.19662727415561676)",1,1,2.421737670898437,2.467254638671875,Fixation,POINT (0.1501037180423737 0.18143280595541),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211997026598,20511416618,1,1,"(0.14603109657764435, 0.17158710956573486)","(0.14965777099132538, 0.18717451393604279)",1,1,2.407577514648437,2.4727020263671875,Fixation,POINT (0.1478444337844849 0.1793808117508888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211997034931,20511424951,1,1,"(0.1432725340127945, 0.16431576013565063)","(0.1531662940979004, 0.18357951939105988)",1,1,2.4306793212890625,2.4595184326171875,Fixation,POINT (0.1482194140553474 0.1739476397633553),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211997043264,20511433284,1,1,"(0.1503930389881134, 0.1613752394914627)","(0.15465715527534485, 0.18886186182498932)",1,1,2.40887451171875,2.4456787109375,Fixation,POINT (0.1525250971317291 0.175118550658226),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211997051598,20511441618,1,1,"(0.149074524641037, 0.17193642258644104)","(0.1485324651002884, 0.19340401887893677)",1,1,2.4115142822265625,2.4687042236328125,Fixation,POINT (0.1488034948706627 0.1826702207326889),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211997059932,20511449951,1,1,"(0.14485470950603485, 0.16702839732170105)","(0.14587463438510895, 0.19503428041934967)",1,1,2.408355712890625,2.468597412109375,Fixation,POINT (0.1453646719455719 0.1810313388705254),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,actionPerformed,12725774,1211997068265,20511458284,1,1,"(0.14453302323818207, 0.15762725472450256)","(0.14806264638900757, 0.17942708730697632)",1,1,2.40667724609375,2.45977783203125,Fixation,POINT (0.1462978348135948 0.1685271710157394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
