,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,close.0,Tabpanel.0,tempPanel.0,=.0,nan.0,View.0,tempView.0,=.1,nan.1,List.0,?.0,>.0,list.0,Enumeration.0,Tabbox.0,>.1,tabs.0,=.2,primaryTabMap.0,keys.0,while.0,tabs.1,hasMoreElements.0,list.1,=.3,tabs.2,nextElement.0,getTabpanels.0,getChildren.0,Iterator.0,?.1,>.2,itr.0,=.4,list.2,iterator.0,while.1,itr.1,hasNext.0,tempPanel.1,=.5,Tabpanel.1,itr.2,next.0,tempView.1,=.6,View.1,tempPanel.2,getChildren.1,get.0,0.0,tempView.2,deregisterView.0,prewritten,accurate,missing,unnecessary,readable,code
0,136,close,34413807,1208298551326,16812954338,1,1,"(0.19752995669841766, 0.31041350960731506)","(0.19605520367622375, 0.31834858655929565)",1,1,2.612289428710937,2.6504058837890625,,POINT (0.1967925801873207 0.3143810480833054),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298559659,16812962671,1,1,"(0.21102464199066162, 0.31323742866516113)","(0.21334460377693176, 0.32616743445396423)",1,1,2.6298980712890625,2.680633544921875,Fixation,POINT (0.2121846228837967 0.3197024315595627),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298567992,16812971004,1,1,"(0.2089436799287796, 0.30737796425819397)","(0.2038932740688324, 0.32348138093948364)",1,1,2.63153076171875,2.6797332763671875,Fixation,POINT (0.206418476998806 0.3154296725988388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298576326,16812979338,1,1,"(0.20662759244441986, 0.3100561797618866)","(0.20526638627052307, 0.3344506025314331)",1,1,2.6349029541015625,2.679550170898437,Fixation,POINT (0.2059469893574715 0.3222533911466598),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298584659,16812987671,1,1,"(0.20654843747615814, 0.3076823949813843)","(0.20406919717788696, 0.3278055191040039)",1,1,2.608062744140625,2.6612091064453125,Fixation,POINT (0.2053088173270226 0.3177439570426941),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298592992,16812996004,1,1,"(0.20832042396068573, 0.3146544396877289)","(0.20599804818630219, 0.33375731110572815)",1,1,2.61639404296875,2.6739654541015625,Fixation,POINT (0.207159236073494 0.3242058753967285),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298601326,16813004338,1,1,"(0.20649774372577667, 0.309315949678421)","(0.2039659172296524, 0.33426380157470703)",1,1,2.6103668212890625,2.6608123779296875,Fixation,POINT (0.2052318304777145 0.321789875626564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298609659,16813012671,1,1,"(0.21241629123687744, 0.3018973171710968)","(0.2019684910774231, 0.3350417912006378)",1,1,2.6148681640625,2.6828155517578125,Fixation,POINT (0.2071923911571503 0.3184695541858673),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298617992,16813021004,1,1,"(0.21068598330020905, 0.3091798722743988)","(0.20221713185310364, 0.326907753944397)",1,1,2.6316375732421875,2.657806396484375,Fixation,POINT (0.2064515575766563 0.3180438131093979),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298626329,16813029341,1,1,"(0.20803365111351013, 0.30846598744392395)","(0.2020511031150818, 0.32734403014183044)",1,1,2.597442626953125,2.654205322265625,Fixation,POINT (0.205042377114296 0.3179050087928772),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298634662,16813037674,1,1,"(0.20829975605010986, 0.30423110723495483)","(0.19708478450775146, 0.33852124214172363)",1,1,2.611419677734375,2.6512451171875,Fixation,POINT (0.2026922702789307 0.3213761746883392),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298642995,16813046007,1,1,"(0.21206748485565186, 0.30317386984825134)","(0.19998621940612793, 0.3292744755744934)",1,1,2.624176025390625,2.65216064453125,Fixation,POINT (0.2060268521308899 0.3162241727113724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298651329,16813054341,1,1,"(0.2119777798652649, 0.3102927505970001)","(0.1978563666343689, 0.3286884129047394)",1,1,2.6023101806640625,2.6593475341796875,Fixation,POINT (0.2049170732498169 0.3194905817508698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298659662,16813062674,1,1,"(0.21343015134334564, 0.3122139275074005)","(0.20133021473884583, 0.33365118503570557)",1,1,2.60101318359375,2.6566162109375,Fixation,POINT (0.2073801830410957 0.322932556271553),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298667995,16813071007,1,1,"(0.21437469124794006, 0.3098990023136139)","(0.2038169801235199, 0.33368220925331116)",1,1,2.6328887939453125,2.666015625,Fixation,POINT (0.20909583568573 0.3217906057834625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298676329,16813079341,1,1,"(0.21193160116672516, 0.3169217109680176)","(0.19802793860435486, 0.3244069218635559)",1,1,2.6000213623046875,2.6413116455078125,Fixation,POINT (0.20497976988554 0.3206643164157867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298684662,16813087674,1,1,"(0.20823083817958832, 0.31537002325057983)","(0.19987599551677704, 0.3183445632457733)",1,1,2.6013946533203125,2.6463623046875,Fixation,POINT (0.2040534168481827 0.3168572932481766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298692995,16813096007,1,1,"(0.21022166311740875, 0.30699393153190613)","(0.1994129717350006, 0.3323598802089691)",1,1,2.6267242431640625,2.6493072509765625,Fixation,POINT (0.2048173174262047 0.3196769058704376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298701329,16813104341,1,1,"(0.20773574709892273, 0.31539276242256165)","(0.20365293323993683, 0.3142458200454712)",1,1,2.592315673828125,2.6411590576171875,Fixation,POINT (0.2056943401694298 0.3148192912340164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,close,34413807,1208298734662,16813137674,1,1,"(0.11125263571739197, 0.26341691613197327)","(0.11152855306863785, 0.3167865574359894)",1,1,2.46527099609375,2.618408203125,Fixation,POINT (0.1113905943930149 0.2901017367839813),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298742995,16813146007,1,1,"(0.10449573397636414, 0.26167941093444824)","(0.10570117086172104, 0.3182542622089386)",1,1,2.487274169921875,2.6397705078125,Fixation,POINT (0.1050984524190426 0.2899668365716934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298751329,16813154341,1,1,"(0.10058899968862534, 0.26654237508773804)","(0.10577608644962311, 0.32139819860458374)",1,1,2.520263671875,2.6300506591796875,Fixation,POINT (0.1031825430691242 0.2939702868461609),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298759672,16813162684,1,1,"(0.10371414572000504, 0.26148080825805664)","(0.10499351471662521, 0.3215515613555908)",1,1,2.48907470703125,2.6179656982421875,Fixation,POINT (0.1043538302183151 0.2915161848068237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298768005,16813171017,1,1,"(0.1032145544886589, 0.2668823003768921)","(0.10849696397781372, 0.3354446291923523)",1,1,2.5005340576171875,2.62384033203125,Fixation,POINT (0.1058557592332363 0.3011634647846222),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298776340,16813179351,1,1,"(0.09775872528553009, 0.2612314522266388)","(0.10611604899168015, 0.3302094340324402)",1,1,2.480209350585937,2.6284332275390625,Fixation,POINT (0.1019373871386051 0.2957204431295395),,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298784673,16813187684,1,1,"(0.10406803339719772, 0.265704482793808)","(0.10724841058254242, 0.3302494287490845)",1,1,2.50030517578125,2.61749267578125,Fixation,POINT (0.1056582219898701 0.2979769557714462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298793006,16813196017,1,1,"(0.1029135063290596, 0.2641799747943878)","(0.10901302099227905, 0.3281487226486206)",1,1,2.4906005859375,2.619781494140625,Fixation,POINT (0.1059632636606693 0.2961643487215042),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298801340,16813204351,1,1,"(0.09882798790931702, 0.2598763704299927)","(0.10659532248973846, 0.32757386565208435)",1,1,2.4802703857421875,2.622650146484375,Fixation,POINT (0.1027116551995277 0.2937251180410385),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298809673,16813212684,1,1,"(0.10726074874401093, 0.2606264054775238)","(0.10232406109571457, 0.3230517506599426)",1,1,2.4900054931640625,2.623519897460937,Fixation,POINT (0.1047924049198628 0.2918390780687332),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298818006,16813221017,1,1,"(0.10871453583240509, 0.2605575919151306)","(0.10792995244264603, 0.3210665285587311)",1,1,2.499237060546875,2.603378295898437,Fixation,POINT (0.1083222441375256 0.2908120602369308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298826340,16813229351,1,1,"(0.10703346133232117, 0.281646192073822)","(0.11389122158288956, 0.3310943841934204)",1,1,2.5088653564453125,2.604949951171875,Fixation,POINT (0.1104623414576054 0.3063702881336212),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298834673,16813237684,1,1,"(0.11198969185352325, 0.27180230617523193)","(0.11668463051319122, 0.3327830135822296)",1,1,2.466949462890625,2.60675048828125,Fixation,POINT (0.1143371611833572 0.3022926598787308),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298843006,16813246017,1,1,"(0.10753259807825089, 0.27657124400138855)","(0.12075454741716385, 0.3230065107345581)",1,1,2.4974365234375,2.599945068359375,Fixation,POINT (0.1141435727477074 0.2997888773679733),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298851340,16813254351,1,1,"(0.11212196946144104, 0.27436909079551697)","(0.11559870094060898, 0.32121556997299194)",1,1,2.4745635986328125,2.6084442138671875,Fixation,POINT (0.113860335201025 0.2977923303842545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298859673,16813262684,1,1,"(0.11336974799633026, 0.2762186825275421)","(0.11565422266721725, 0.3225747048854828)",1,1,2.4946746826171875,2.59698486328125,Fixation,POINT (0.1145119853317738 0.2993966937065124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298868006,16813271017,1,1,"(0.10979901999235153, 0.2697734832763672)","(0.11496734619140625, 0.3221789300441742)",1,1,2.5141754150390625,2.61773681640625,Fixation,POINT (0.1123831830918789 0.2959762066602707),,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298876340,16813279351,1,1,"(0.11327169090509415, 0.2819811999797821)","(0.11551406979560852, 0.3217189610004425)",1,1,2.52227783203125,2.61572265625,Fixation,POINT (0.1143928803503513 0.3018500804901123),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298884673,16813287684,1,1,"(0.10755885392427444, 0.2772834300994873)","(0.12237750738859177, 0.3177042305469513)",1,1,2.5030059814453125,2.6047515869140625,Fixation,POINT (0.1149681806564331 0.2974938303232193),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298893007,16813296018,1,1,"(0.099348284304142, 0.2821619212627411)","(0.1213526651263237, 0.32911229133605957)",1,1,2.5146026611328125,2.618637084960937,Fixation,POINT (0.1103504747152328 0.3056371062994003),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298901341,16813304352,1,1,"(0.10064926743507385, 0.2821168303489685)","(0.12201293557882309, 0.32959505915641785)",1,1,2.5044097900390625,2.617523193359375,Fixation,POINT (0.1113311015069485 0.3058559447526932),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298909674,16813312685,1,1,"(0.10373971611261368, 0.27967318892478943)","(0.12020283937454224, 0.33266323804855347)",1,1,2.484649658203125,2.64404296875,Fixation,POINT (0.111971277743578 0.3061682134866714),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298918007,16813321018,1,1,"(0.1097397580742836, 0.28640392422676086)","(0.11867473274469376, 0.3412850499153137)",1,1,2.538314819335937,2.633270263671875,Fixation,POINT (0.1142072454094887 0.3138444870710373),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298926341,16813329352,1,1,"(0.1130470559000969, 0.2914232909679413)","(0.12190881371498108, 0.32952266931533813)",1,1,2.5262908935546875,2.6078338623046875,Fixation,POINT (0.117477934807539 0.3104729801416397),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298934674,16813337685,1,1,"(0.11322461813688278, 0.2868393361568451)","(0.12200771272182465, 0.3289370834827423)",1,1,2.512054443359375,2.6209716796875,Fixation,POINT (0.1176161654293537 0.3078882098197937),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298943007,16813346018,1,1,"(0.10498812794685364, 0.28627413511276245)","(0.11963964998722076, 0.3248526155948639)",1,1,2.4938201904296875,2.638275146484375,Fixation,POINT (0.1123138889670372 0.3055633753538132),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298951341,16813354352,1,1,"(0.10285622626543045, 0.27411484718322754)","(0.12058168649673462, 0.3279450535774231)",1,1,2.516220092773437,2.61419677734375,Fixation,POINT (0.1117189563810825 0.3010299503803253),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298959674,16813362685,1,1,"(0.10008072108030319, 0.28283968567848206)","(0.11341163516044617, 0.33071112632751465)",1,1,2.505706787109375,2.630401611328125,Fixation,POINT (0.1067461781203747 0.3067754060029984),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298968007,16813371018,1,1,"(0.10729625821113586, 0.2833860218524933)","(0.116830974817276, 0.33011844754219055)",1,1,2.525390625,2.634796142578125,Fixation,POINT (0.1120636165142059 0.3067522346973419),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208298976341,16813379352,1,1,"(0.10913953185081482, 0.28623726963996887)","(0.11887138336896896, 0.33394855260849)",1,1,2.55010986328125,2.629730224609375,Fixation,POINT (0.1140054576098919 0.3100929111242294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299001341,16813404352,1,1,"(0.052410803735256195, 0.27287358045578003)","(0.05240653455257416, 0.3329957127571106)",1,1,2.4906768798828125,2.631378173828125,Fixation,POINT (0.0524086691439152 0.3029346466064453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299009674,16813412685,1,1,"(0.06042744219303131, 0.27053263783454895)","(0.05507178232073784, 0.3266274333000183)",1,1,2.4842987060546875,2.639877319335937,Fixation,POINT (0.0577496122568846 0.2985800355672836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299018010,16813421021,1,1,"(0.060629189014434814, 0.2662346363067627)","(0.06293357908725739, 0.3331354260444641)",1,1,2.5235595703125,2.6387481689453125,Fixation,POINT (0.0617813840508461 0.2996850311756134),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299026344,16813429355,1,1,"(0.05611199140548706, 0.2636195421218872)","(0.052783768624067307, 0.3294346034526825)",1,1,2.506805419921875,2.624252319335937,Fixation,POINT (0.0544478800147772 0.2965270727872848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299034677,16813437688,1,1,"(0.05809397250413895, 0.26884201169013977)","(0.06250232458114624, 0.3211410641670227)",1,1,2.4860076904296875,2.6344757080078125,Fixation,POINT (0.0602981485426426 0.2949915379285812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299043010,16813446021,1,1,"(0.05794059485197067, 0.26788991689682007)","(0.060685109347105026, 0.32197296619415283)",1,1,2.51947021484375,2.643218994140625,Fixation,POINT (0.0593128520995378 0.2949314415454864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299051343,16813454354,1,1,"(0.05908661708235741, 0.26810988783836365)","(0.0695967972278595, 0.3236314356327057)",1,1,2.50921630859375,2.6540985107421875,Fixation,POINT (0.0643417071551084 0.2958706617355347),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299059677,16813462688,1,1,"(0.061336785554885864, 0.270034521818161)","(0.06920737028121948, 0.3290722072124481)",1,1,2.52008056640625,2.651763916015625,Fixation,POINT (0.0652720779180527 0.2995533645153046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299068010,16813471021,1,1,"(0.058274850249290466, 0.2797504961490631)","(0.07024259120225906, 0.319285124540329)",1,1,2.5288238525390625,2.6632537841796875,Fixation,POINT (0.0642587207257748 0.299517810344696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299076343,16813479354,1,1,"(0.058069612830877304, 0.2843279540538788)","(0.0750148594379425, 0.3208221197128296)",1,1,2.535140991210937,2.67767333984375,Fixation,POINT (0.0665422361344099 0.3025750368833542),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299084677,16813487688,1,1,"(0.06097165867686272, 0.2687649428844452)","(0.07780388742685318, 0.31585976481437683)",1,1,2.559539794921875,2.663177490234375,Fixation,POINT (0.069387773051858 0.292312353849411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299093010,16813496021,1,1,"(0.06258194148540497, 0.28242233395576477)","(0.0818665400147438, 0.325282484292984)",1,1,2.536849975585937,2.6923828125,Fixation,POINT (0.0722242407500744 0.3038524091243744),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299101343,16813504354,1,1,"(0.05707716941833496, 0.2848436236381531)","(0.08106246590614319, 0.32963046431541443)",1,1,2.5557098388671875,2.68475341796875,Fixation,POINT (0.0690698176622391 0.3072370439767838),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299109677,16813512688,1,1,"(0.058913324028253555, 0.27431219816207886)","(0.08317969739437103, 0.3298214077949524)",1,1,2.543731689453125,2.6769561767578125,Fixation,POINT (0.0710465107113123 0.3020668029785156),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299118011,16813521021,1,1,"(0.059458259493112564, 0.2751610577106476)","(0.08036112785339355, 0.33347928524017334)",1,1,2.569442749023437,2.687652587890625,Fixation,POINT (0.0699096936732531 0.3043201714754105),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299126344,16813529354,1,1,"(0.054778143763542175, 0.27669721841812134)","(0.07696893811225891, 0.3377225399017334)",1,1,2.5471954345703125,2.70037841796875,Fixation,POINT (0.0658735409379005 0.3072098791599274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299134678,16813537688,1,1,"(0.05782195180654526, 0.2871048152446747)","(0.07343556731939316, 0.33996304869651794)",1,1,2.570953369140625,2.702972412109375,Fixation,POINT (0.0656287595629692 0.3135339319705963),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299143011,16813546021,1,1,"(0.058224692940711975, 0.276888370513916)","(0.07164029031991959, 0.3275088667869568)",1,1,2.561798095703125,2.6884307861328125,Fixation,POINT (0.0649324916303158 0.3021986186504364),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299151350,16813554360,1,1,"(0.0586608462035656, 0.27859702706336975)","(0.07245831191539764, 0.3316665589809418)",1,1,2.562240600585937,2.7035369873046875,Fixation,POINT (0.0655595790594816 0.3051317930221558),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299159684,16813562694,1,1,"(0.060131411999464035, 0.2818729281425476)","(0.07015280425548553, 0.31889063119888306)",1,1,2.566925048828125,2.692733764648437,Fixation,POINT (0.0651421081274748 0.3003817796707153),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299168017,16813571027,1,1,"(0.06157424673438072, 0.2787828743457794)","(0.07037060707807541, 0.32041579484939575)",1,1,2.58087158203125,2.712005615234375,Fixation,POINT (0.0659724269062281 0.2995993345975876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299176350,16813579360,1,1,"(0.06266167014837265, 0.2821255922317505)","(0.075523741543293, 0.3187273442745209)",1,1,2.567657470703125,2.7147216796875,Fixation,POINT (0.0690927058458328 0.3004264682531357),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299184684,16813587694,1,1,"(0.05557319521903992, 0.2814347445964813)","(0.07368911057710648, 0.32489946484565735)",1,1,2.585418701171875,2.6980438232421875,Fixation,POINT (0.0646311528980732 0.3031671047210693),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299193017,16813596027,1,1,"(0.05868557468056679, 0.2798944413661957)","(0.07808908075094223, 0.33031904697418213)",1,1,2.59112548828125,2.7314910888671875,Fixation,POINT (0.0683873277157545 0.3051067441701889),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299201350,16813604360,1,1,"(0.058866310864686966, 0.28083086013793945)","(0.07289005815982819, 0.32794657349586487)",1,1,2.586761474609375,2.7314453125,Fixation,POINT (0.0658781845122576 0.3043887168169022),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299209684,16813612694,1,1,"(0.057639230042696, 0.28159990906715393)","(0.07047299295663834, 0.33421316742897034)",1,1,2.591659545898437,2.7024688720703125,Fixation,POINT (0.0640561114996672 0.3079065382480621),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,close,34413807,1208299218017,16813621027,1,1,"(0.05793500319123268, 0.2838992774486542)","(0.0708514079451561, 0.327440083026886)",1,1,2.59490966796875,2.69293212890625,Fixation,POINT (0.0643932055681944 0.3056696802377701),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
