,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,clearFieldersFromField.0,// clear all fielders from field.200,for.0,int.0,i.0,=.0,0.0,i.1,<.0,boardXDimension.0,i.2,for.1,int.1,j.0,=.1,0.1,j.1,<.1,boardYDimension.0,j.2,for.2,int.2,a.0,=.2,0.2,a.1,<.2,boardZDimension.0,a.2,cricketFieldPositions.0,i.3,j.3,a.3,=.3,0.3,code,participant_summary
0,136,clearFieldersFromField,45147874,1212250819862,20765208857,1,1,"(0.08831596374511719, 0.1439329981803894)","(0.09912920743227005, 0.12260036915540695)",1,1,2.723983764648437,2.5998687744140625,Fixation,POINT (0.0937225855886936 0.1332666836678982),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250828196,20765217191,1,1,"(0.09307067841291428, 0.13731099665164948)","(0.10974907130002975, 0.12222683429718018)",1,1,2.732391357421875,2.5973052978515625,Fixation,POINT (0.101409874856472 0.1297689154744148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250836529,20765225524,1,1,"(0.09497149288654327, 0.12919218838214874)","(0.1029248908162117, 0.10194095224142075)",1,1,2.7401885986328125,2.588653564453125,Fixation,POINT (0.0989481918513775 0.1155665703117847),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250844862,20765233857,1,1,"(0.0883856937289238, 0.12538056075572968)","(0.10521287471055984, 0.11380919069051743)",1,1,2.730575561523437,2.594589233398437,Fixation,POINT (0.0967992842197418 0.1195948757231236),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250853196,20765242191,1,1,"(0.09009138494729996, 0.14725461602210999)","(0.10922200232744217, 0.12700042128562927)",1,1,2.7146453857421875,2.581283569335937,Fixation,POINT (0.0996566936373711 0.1371275186538696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250861529,20765250524,1,1,"(0.09343721717596054, 0.15737290680408478)","(0.10985324531793594, 0.1112397089600563)",1,1,2.7190399169921875,2.56982421875,Fixation,POINT (0.1016452312469482 0.1343063078820705),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250869868,20765258863,1,1,"(0.0967467650771141, 0.1392628401517868)","(0.1120058074593544, 0.11099801957607269)",1,1,2.72882080078125,2.5975494384765625,Fixation,POINT (0.1043762862682342 0.1251304298639298),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250878202,20765267197,1,1,"(0.09107397496700287, 0.12397877871990204)","(0.10339315235614777, 0.12209587544202805)",1,1,2.7282867431640625,2.5695343017578125,Fixation,POINT (0.0972335636615753 0.123037327080965),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250886535,20765275530,1,1,"(0.08843553066253662, 0.13055408000946045)","(0.09959574043750763, 0.10333807021379471)",1,1,2.688201904296875,2.58709716796875,Fixation,POINT (0.0940156355500221 0.1169460751116276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250894868,20765283863,1,1,"(0.09995164722204208, 0.12281956523656845)","(0.10968392342329025, 0.1094532310962677)",1,1,2.7303924560546875,2.5583953857421875,Fixation,POINT (0.1048177853226662 0.1161363981664181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250903202,20765292197,1,1,"(0.08308316022157669, 0.12953272461891174)","(0.10152944177389145, 0.12275180965662003)",1,1,2.7257080078125,2.5833892822265625,Fixation,POINT (0.0923063009977341 0.1261422671377659),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250911535,20765300530,1,1,"(0.10079336911439896, 0.1345309615135193)","(0.10505860298871994, 0.11191490292549133)",1,1,2.7032012939453125,2.5543670654296875,Fixation,POINT (0.1029259860515594 0.1232229322195053),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250919868,20765308863,1,1,"(0.08378859609365463, 0.13027115166187286)","(0.09749814867973328, 0.10197926312685013)",1,1,2.718475341796875,2.5870361328125,Fixation,POINT (0.090643372386694 0.1161252073943615),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250928202,20765317197,1,1,"(0.08972242474555969, 0.14592377841472626)","(0.1048051193356514, 0.10902044177055359)",1,1,2.699691772460937,2.578277587890625,Fixation,POINT (0.0972637720406056 0.1274721100926399),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250936535,20765325530,1,1,"(0.09201571345329285, 0.14445912837982178)","(0.10856951773166656, 0.12043295800685883)",1,1,2.6931610107421875,2.5634765625,Fixation,POINT (0.1002926155924797 0.1324460431933403),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250944868,20765333863,1,1,"(0.09320016205310822, 0.13945123553276062)","(0.10221890360116959, 0.12261973321437836)",1,1,2.6934051513671875,2.5574951171875,Fixation,POINT (0.0977095328271389 0.1310354843735695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250953202,20765342197,1,1,"(0.08711206167936325, 0.13144706189632416)","(0.09976229816675186, 0.10138243436813354)",1,1,2.702423095703125,2.575653076171875,Fixation,POINT (0.0934371799230576 0.1164147481322288),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250961535,20765350530,1,1,"(0.08722015470266342, 0.12534822523593903)","(0.09891345351934433, 0.1065533459186554)",1,1,2.709823608398437,2.562728881835937,Fixation,POINT (0.0930668041110039 0.1159507855772972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250969868,20765358863,1,1,"(0.08283814787864685, 0.13199475407600403)","(0.10033496469259262, 0.10422191768884659)",1,1,2.6984100341796875,2.57080078125,Fixation,POINT (0.0915865562856197 0.1181083358824253),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250986535,20765375530,1,1,"(0.06706423312425613, 0.15400679409503937)","(0.08327087014913559, 0.15464863181114197)",1,1,2.683319091796875,2.535995483398437,Fixation,POINT (0.0751675516366959 0.1543277129530907),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212250994871,20765383866,1,1,"(0.06868480145931244, 0.16159184277057648)","(0.08184889703989029, 0.1464623510837555)",1,1,2.681854248046875,2.540512084960937,Fixation,POINT (0.0752668492496014 0.154027096927166),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251003205,20765392200,1,1,"(0.06666578352451324, 0.1680009514093399)","(0.08314735442399979, 0.13761241734027863)",1,1,2.6824493408203125,2.535736083984375,Fixation,POINT (0.0749065689742565 0.1528066843748093),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251011538,20765400533,1,1,"(0.07223200798034668, 0.1713571399450302)","(0.08634664118289948, 0.13178563117980957)",1,1,2.6864776611328125,2.5430450439453125,Fixation,POINT (0.0792893245816231 0.1515713855624199),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251019871,20765408866,1,1,"(0.07319986820220947, 0.17694154381752014)","(0.09007662534713745, 0.12929432094097137)",1,1,2.667633056640625,2.5281219482421875,Fixation,POINT (0.0816382467746735 0.1531179323792458),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251028205,20765417199,1,1,"(0.07555089145898819, 0.1721659004688263)","(0.09121602028608322, 0.13318316638469696)",1,1,2.6700897216796875,2.53668212890625,Fixation,POINT (0.0833834558725357 0.1526745334267616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251036539,20765425533,1,1,"(0.07391204684972763, 0.17485955357551575)","(0.09127470850944519, 0.1406375914812088)",1,1,2.6761474609375,2.53216552734375,Fixation,POINT (0.0825933776795864 0.1577485725283623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251044872,20765433866,1,1,"(0.0741531103849411, 0.16736143827438354)","(0.08681351691484451, 0.1420038640499115)",1,1,2.6687774658203125,2.510116577148437,Fixation,POINT (0.0804833136498928 0.1546826511621475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251053205,20765442199,1,1,"(0.07413068413734436, 0.1669677495956421)","(0.08732528239488602, 0.13687312602996826)",1,1,2.6748809814453125,2.5333251953125,Fixation,POINT (0.0807279832661152 0.1519204378128052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251061539,20765450533,1,1,"(0.07929234951734543, 0.17107722163200378)","(0.08318491280078888, 0.15315626561641693)",1,1,2.669540405273437,2.525985717773437,Fixation,POINT (0.0812386311590672 0.1621167436242104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251069872,20765458866,1,1,"(0.07954508811235428, 0.14951929450035095)","(0.091249980032444, 0.13029398024082184)",1,1,2.677703857421875,2.52069091796875,Fixation,POINT (0.0853975340723991 0.1399066373705864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251078206,20765467200,1,1,"(0.07775669544935226, 0.14926743507385254)","(0.09009812772274017, 0.14156940579414368)",1,1,2.6771697998046875,2.5292205810546875,Fixation,POINT (0.0839274115860462 0.1454184204339981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251086539,20765475533,1,1,"(0.08006111532449722, 0.15810593962669373)","(0.0914347767829895, 0.13391359150409698)",1,1,2.6731109619140625,2.519134521484375,Fixation,POINT (0.0857479460537434 0.1460097655653954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251094874,20765483868,1,1,"(0.07536874711513519, 0.1580091267824173)","(0.09106777608394623, 0.1385156512260437)",1,1,2.66180419921875,2.508529663085937,Fixation,POINT (0.0832182615995407 0.1482623890042305),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251103208,20765492202,1,1,"(0.07103481888771057, 0.1570635288953781)","(0.09022556245326996, 0.14105676114559174)",1,1,2.668182373046875,2.5299072265625,Fixation,POINT (0.0806301906704903 0.1490601450204849),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251111541,20765500535,1,1,"(0.08165470510721207, 0.1558363139629364)","(0.09266877174377441, 0.13160079717636108)",1,1,2.6830596923828125,2.51751708984375,Fixation,POINT (0.0871617384254932 0.1437185555696487),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251119874,20765508868,1,1,"(0.08000995218753815, 0.15131905674934387)","(0.09194198250770569, 0.15119679272174835)",1,1,2.65020751953125,2.4896392822265625,Fixation,POINT (0.0859759673476219 0.1512579247355461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251128212,20765517206,1,1,"(0.08329188078641891, 0.15653356909751892)","(0.09094005078077316, 0.13261505961418152)",1,1,2.65789794921875,2.4934539794921875,Fixation,POINT (0.087115965783596 0.1445743143558502),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251136546,20765525540,1,1,"(0.08259814977645874, 0.15870121121406555)","(0.08381877094507217, 0.14016707241535187)",1,1,2.674835205078125,2.51800537109375,Fixation,POINT (0.0832084603607655 0.1494341418147087),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251144880,20765533873,1,1,"(0.07770432531833649, 0.1571969985961914)","(0.09035596996545792, 0.15127459168434143)",1,1,2.6680145263671875,2.5138397216796875,Fixation,POINT (0.0840301476418972 0.1542357951402664),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251153213,20765542206,1,1,"(0.08479951322078705, 0.1528390794992447)","(0.08866944909095764, 0.14419661462306976)",1,1,2.660858154296875,2.5237274169921875,Fixation,POINT (0.0867344811558723 0.1485178470611572),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251161547,20765550540,1,1,"(0.07314541935920715, 0.16625304520130157)","(0.08422566950321198, 0.13167324662208557)",1,1,2.6802978515625,2.498626708984375,Fixation,POINT (0.0786855444312096 0.1489631459116936),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251169880,20765558873,1,1,"(0.08419710397720337, 0.17318342626094818)","(0.09349723160266876, 0.13344040513038635)",1,1,2.6786346435546875,2.4907379150390625,Fixation,POINT (0.0888471677899361 0.1533119156956673),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251178213,20765567206,1,1,"(0.07177092134952545, 0.1748683750629425)","(0.08621885627508163, 0.12506528198719025)",1,1,2.665863037109375,2.478759765625,Fixation,POINT (0.0789948888123035 0.1499668285250664),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251186547,20765575540,1,1,"(0.08094408363103867, 0.17852811515331268)","(0.08688984811306, 0.13413956761360168)",1,1,2.665496826171875,2.4927215576171875,Fixation,POINT (0.0839169658720493 0.1563338413834572),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251194880,20765583873,1,1,"(0.07826358824968338, 0.17032523453235626)","(0.09548033773899078, 0.13278408348560333)",1,1,2.673446655273437,2.4808807373046875,Fixation,POINT (0.0868719629943371 0.1515546590089798),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251203214,20765592207,1,1,"(0.0792098268866539, 0.1674366146326065)","(0.09252490848302841, 0.13152790069580078)",1,1,2.6956787109375,2.482894897460937,Fixation,POINT (0.0858673676848412 0.1494822576642036),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251211547,20765600540,1,1,"(0.08310405910015106, 0.15426433086395264)","(0.0975363701581955, 0.13045386970043182)",1,1,2.650497436523437,2.4939117431640625,Fixation,POINT (0.0903202146291733 0.1423591002821922),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251228213,20765617206,1,1,"(0.1335025578737259, 0.17859598994255066)","(0.15415464341640472, 0.1520693302154541)",1,1,2.70367431640625,2.54290771484375,Fixation,POINT (0.1438286006450653 0.1653326600790024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251236547,20765625540,1,1,"(0.13766425848007202, 0.18367941677570343)","(0.14522771537303925, 0.14564989507198334)",1,1,2.6875152587890625,2.52020263671875,Fixation,POINT (0.1414459869265556 0.1646646559238434),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251244880,20765633873,1,1,"(0.13714493811130524, 0.1667071133852005)","(0.1491241604089737, 0.15398503839969635)",1,1,2.676727294921875,2.519866943359375,Fixation,POINT (0.1431345492601395 0.1603460758924484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251253213,20765642206,1,1,"(0.14039775729179382, 0.17838461697101593)","(0.15373541414737701, 0.15535323321819305)",1,1,2.6819000244140625,2.5149688720703125,Fixation,POINT (0.1470665857195854 0.1668689250946045),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251261553,20765650546,1,1,"(0.1402282416820526, 0.1812136471271515)","(0.15142954885959625, 0.15307755768299103)",1,1,2.665512084960937,2.525726318359375,Fixation,POINT (0.1458288952708244 0.1671456024050713),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251269886,20765658879,1,1,"(0.14354398846626282, 0.17332254350185394)","(0.1500249058008194, 0.1481362283229828)",1,1,2.6831207275390625,2.5040435791015625,Fixation,POINT (0.1467844471335411 0.1607293859124184),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251278219,20765667212,1,1,"(0.13902877271175385, 0.16338683664798737)","(0.15183128416538239, 0.14869903028011322)",1,1,2.670318603515625,2.50091552734375,Fixation,POINT (0.1454300284385681 0.1560429334640503),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251286554,20765675546,1,1,"(0.13400514423847198, 0.17368468642234802)","(0.14828921854496002, 0.15028788149356842)",1,1,2.6793212890625,2.5102691650390625,Fixation,POINT (0.141147181391716 0.1619862839579582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251294887,20765683879,1,1,"(0.1405436098575592, 0.18316207826137543)","(0.1479300856590271, 0.15206317603588104)",1,1,2.6765289306640625,2.5029449462890625,Fixation,POINT (0.1442368477582932 0.1676126271486282),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251303220,20765692212,1,1,"(0.14057281613349915, 0.17932599782943726)","(0.14858657121658325, 0.14612548053264618)",1,1,2.660186767578125,2.53143310546875,Fixation,POINT (0.1445796936750412 0.1627257391810417),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251311554,20765700546,1,1,"(0.14002862572669983, 0.17440778017044067)","(0.14882925152778625, 0.14088861644268036)",1,1,2.6680908203125,2.5126190185546875,Fixation,POINT (0.144428938627243 0.1576481983065605),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251319887,20765708879,1,1,"(0.1424846649169922, 0.16075070202350616)","(0.15024727582931519, 0.1576419472694397)",1,1,2.6708221435546875,2.5052947998046875,Fixation,POINT (0.1463659703731537 0.1591963246464729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251328220,20765717212,1,1,"(0.14688846468925476, 0.16997888684272766)","(0.14932140707969666, 0.15996897220611572)",1,1,2.66485595703125,2.5113525390625,Fixation,POINT (0.1481049358844757 0.1649739295244217),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251336554,20765725546,1,1,"(0.14715927839279175, 0.18307334184646606)","(0.15385065972805023, 0.14880630373954773)",1,1,2.664047241210937,2.5035858154296875,Fixation,POINT (0.150504969060421 0.1659398227930069),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251344887,20765733879,1,1,"(0.13894356787204742, 0.178080216050148)","(0.1569654643535614, 0.14597688615322113)",1,1,2.666748046875,2.5025177001953125,Fixation,POINT (0.1479545161128044 0.1620285511016846),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251353220,20765742212,1,1,"(0.14529749751091003, 0.15474507212638855)","(0.152549609541893, 0.14767004549503326)",1,1,2.6799774169921875,2.508758544921875,Fixation,POINT (0.1489235535264015 0.1512075588107109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251378220,20765767212,1,1,"(0.07312913239002228, 0.18209505081176758)","(0.07690843939781189, 0.17331117391586304)",1,1,2.6605987548828125,2.4660797119140625,Fixation,POINT (0.0750187858939171 0.1777031123638153),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251386554,20765775546,1,1,"(0.0782904252409935, 0.18313159048557281)","(0.09698079526424408, 0.1703951507806778)",1,1,2.674713134765625,2.495468139648437,Fixation,POINT (0.0876356102526188 0.1767633706331253),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251394891,20765783883,1,1,"(0.07591011375188828, 0.1774928867816925)","(0.08456540107727051, 0.16965961456298828)",1,1,2.6776885986328125,2.510971069335937,Fixation,POINT (0.0802377574145794 0.1735762506723404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251403224,20765792216,1,1,"(0.0720612183213234, 0.19545313715934753)","(0.08177317678928375, 0.1668001115322113)",1,1,2.689559936523437,2.488677978515625,Fixation,POINT (0.0769171975553036 0.1811266243457794),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251411558,20765800550,1,1,"(0.07810205221176147, 0.18399401009082794)","(0.08781810104846954, 0.1635432243347168)",1,1,2.68035888671875,2.502960205078125,Fixation,POINT (0.0829600766301155 0.1737686172127724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251419891,20765808883,1,1,"(0.0712127536535263, 0.1984998881816864)","(0.08321776986122131, 0.15431158244609833)",1,1,2.687591552734375,2.493438720703125,Fixation,POINT (0.0772152617573738 0.1764057353138924),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251428224,20765817216,1,1,"(0.08012796193361282, 0.18060004711151123)","(0.09528683871030807, 0.15555156767368317)",1,1,2.671051025390625,2.49749755859375,Fixation,POINT (0.0877074003219604 0.1680758073925972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251436558,20765825550,1,1,"(0.08386855572462082, 0.1711978018283844)","(0.08560338616371155, 0.15995608270168304)",1,1,2.677520751953125,2.4966278076171875,Fixation,POINT (0.0847359709441662 0.1655769422650337),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251444891,20765833883,1,1,"(0.07851497083902359, 0.18732862174510956)","(0.08403037488460541, 0.16279777884483337)",1,1,2.6757965087890625,2.491561889648437,Fixation,POINT (0.0812726728618145 0.1750632002949715),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251453224,20765842216,1,1,"(0.07682112604379654, 0.1908665895462036)","(0.09032385796308517, 0.17118361592292786)",1,1,2.677886962890625,2.49249267578125,Fixation,POINT (0.0835724920034409 0.1810251027345657),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251461558,20765850550,1,1,"(0.08054162561893463, 0.19184456765651703)","(0.0816291943192482, 0.16091489791870117)",1,1,2.698516845703125,2.4920654296875,Fixation,POINT (0.0810854099690914 0.1763797327876091),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251469891,20765858883,1,1,"(0.06772983074188232, 0.18002483248710632)","(0.08821726590394974, 0.16625533998012543)",1,1,2.683197021484375,2.50384521484375,Fixation,POINT (0.077973548322916 0.1731400862336159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251478224,20765867216,1,1,"(0.08151363581418991, 0.17415474355220795)","(0.08846761286258698, 0.16368107497692108)",1,1,2.67828369140625,2.485946655273437,Fixation,POINT (0.0849906243383884 0.1689179092645645),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251486559,20765875550,1,1,"(0.07459410279989243, 0.19648882746696472)","(0.08447295427322388, 0.15929043292999268)",1,1,2.6884002685546875,2.506439208984375,Fixation,POINT (0.0795335285365582 0.1778896301984787),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251494892,20765883883,1,1,"(0.07276143878698349, 0.186751127243042)","(0.09678426384925842, 0.16178753972053528)",1,1,2.7006988525390625,2.4958648681640625,Fixation,POINT (0.084772851318121 0.1742693334817886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251503225,20765892216,1,1,"(0.08304179459810257, 0.1873706579208374)","(0.08156468719244003, 0.15607614815235138)",1,1,2.6970367431640625,2.530364990234375,Fixation,POINT (0.0823032408952713 0.1717234030365944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251511559,20765900550,1,1,"(0.07633412629365921, 0.17627394199371338)","(0.09250470250844955, 0.151802197098732)",1,1,2.673187255859375,2.51123046875,Fixation,POINT (0.0844194144010544 0.1640380695462227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251519896,20765908887,1,1,"(0.07564111799001694, 0.20005594193935394)","(0.080022893846035, 0.16514013707637787)",1,1,2.683837890625,2.50506591796875,Fixation,POINT (0.077832005918026 0.1825980395078659),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251528229,20765917220,1,1,"(0.08778166770935059, 0.1791209727525711)","(0.08628824353218079, 0.16338981688022614)",1,1,2.70050048828125,2.527374267578125,Fixation,POINT (0.0870349556207657 0.1712553948163986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212251536562,20765925553,1,1,"(0.0749364048242569, 0.1797178089618683)","(0.09168639034032822, 0.16169269382953644)",1,1,2.72344970703125,2.50701904296875,Fixation,POINT (0.0833113975822926 0.1707052513957024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
