,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,clearFieldersFromField.0,// clear all fielders from field.200,for.0,int.0,i.0,=.0,0.0,i.1,<.0,boardXDimension.0,i.2,for.1,int.1,j.0,=.1,0.1,j.1,<.1,boardYDimension.0,j.2,for.2,int.2,a.0,=.2,0.2,a.1,<.2,boardZDimension.0,a.2,cricketFieldPositions.0,i.3,j.3,a.3,=.3,0.3,code,participant_summary
0,136,clearFieldersFromField,45147874,1212247411385,20761800402,1,1,"(0.6322793960571289, 0.1746920794248581)","(0.6331709623336792, 0.21728666126728058)",1,1,2.4856109619140625,2.4950714111328125,,POINT (0.632725179195404 0.1959893703460693),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247419719,20761808736,1,1,"(0.6311118006706238, 0.16949009895324707)","(0.6338655948638916, 0.20830921828746796)",1,1,2.4822235107421875,2.5009002685546875,Fixation,POINT (0.6324886977672577 0.1888996586203575),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247428052,20761817069,1,1,"(0.6398003697395325, 0.16347317397594452)","(0.6297482848167419, 0.2018541544675827)",1,1,2.4842681884765625,2.486480712890625,Fixation,POINT (0.6347743272781372 0.1826636642217636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247436385,20761825402,1,1,"(0.6302514672279358, 0.1633552610874176)","(0.6301075220108032, 0.21312440931797028)",1,1,2.50262451171875,2.476806640625,Fixation,POINT (0.6301794946193695 0.1882398352026939),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247444718,20761833735,1,1,"(0.6372550129890442, 0.14959126710891724)","(0.6356772184371948, 0.19751901924610138)",1,1,2.4851531982421875,2.4835357666015625,Fixation,POINT (0.6364661157131195 0.1735551431775093),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247453053,20761842069,1,1,"(0.6333886384963989, 0.1598270982503891)","(0.626821756362915, 0.2252809852361679)",1,1,2.4840545654296875,2.4754180908203125,Fixation,POINT (0.630105197429657 0.1925540417432785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247461389,20761850405,1,1,"(0.6394361257553101, 0.16046318411827087)","(0.6363583207130432, 0.20652395486831665)",1,1,2.484344482421875,2.46826171875,Fixation,POINT (0.6378972232341766 0.1834935694932938),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247469724,20761858740,1,1,"(0.6346045136451721, 0.1575496345758438)","(0.6306962370872498, 0.21093665063381195)",1,1,2.4914093017578125,2.5045166015625,Fixation,POINT (0.6326503753662109 0.1842431426048279),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247478058,20761867074,1,1,"(0.6373451352119446, 0.16350287199020386)","(0.6292638778686523, 0.21829110383987427)",1,1,2.492904663085937,2.4926910400390625,Fixation,POINT (0.6333045065402985 0.1908969879150391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247486391,20761875407,1,1,"(0.6384525895118713, 0.1569625288248062)","(0.639724850654602, 0.20794576406478882)",1,1,2.488754272460937,2.4897918701171875,Fixation,POINT (0.6390887200832367 0.1824541464447975),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247494724,20761883740,1,1,"(0.6381890177726746, 0.16174015402793884)","(0.6261449456214905, 0.19855532050132751)",1,1,2.49224853515625,2.4575958251953125,Fixation,POINT (0.6321669816970825 0.1801477372646332),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247503058,20761892074,1,1,"(0.6322498917579651, 0.17334917187690735)","(0.6384435892105103, 0.2069777250289917)",1,1,2.4850311279296875,2.470001220703125,Fixation,POINT (0.6353467404842377 0.1901634484529495),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247511391,20761900407,1,1,"(0.637205958366394, 0.16957710683345795)","(0.6313948631286621, 0.23045124113559723)",1,1,2.4883575439453125,2.480987548828125,Fixation,POINT (0.6343004107475281 0.2000141739845276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247519725,20761908741,1,1,"(0.6349069476127625, 0.17294833064079285)","(0.6297003030776978, 0.21720564365386963)",1,1,2.481964111328125,2.4926910400390625,Fixation,POINT (0.6323036253452301 0.1950769871473312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247528058,20761917074,1,1,"(0.640002965927124, 0.16444750130176544)","(0.6346608400344849, 0.19843187928199768)",1,1,2.46630859375,2.45794677734375,Fixation,POINT (0.6373319029808044 0.1814396902918816),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247536391,20761925407,1,1,"(0.6384475827217102, 0.17081600427627563)","(0.6289874315261841, 0.19797608256340027)",1,1,2.4851226806640625,2.465545654296875,Fixation,POINT (0.6337175071239471 0.184396043419838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247544724,20761933740,1,1,"(0.6322649717330933, 0.16100473701953888)","(0.6273195147514343, 0.20069915056228638)",1,1,2.471405029296875,2.4496307373046875,Fixation,POINT (0.6297922432422638 0.1808519437909126),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247553058,20761942074,1,1,"(0.6372702717781067, 0.15841786563396454)","(0.6375244855880737, 0.20366810262203217)",1,1,2.4573211669921875,2.444122314453125,Fixation,POINT (0.6373973786830902 0.1810429841279984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247561391,20761950407,1,1,"(0.6332753300666809, 0.15155905485153198)","(0.6293904781341553, 0.21276932954788208)",1,1,2.494140625,2.4512939453125,Fixation,POINT (0.6313329041004181 0.182164192199707),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247569724,20761958740,1,1,"(0.6384842395782471, 0.16966867446899414)","(0.6276922821998596, 0.2018411010503769)",1,1,2.50250244140625,2.461181640625,Fixation,POINT (0.6330882608890533 0.1857548877596855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247578058,20761967074,1,1,"(0.641554057598114, 0.16538405418395996)","(0.6296325922012329, 0.20226652920246124)",1,1,2.487533569335937,2.48211669921875,Fixation,POINT (0.6355933248996735 0.1838252916932106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247586395,20761975411,1,1,"(0.6390363574028015, 0.16815589368343353)","(0.6318634748458862, 0.2099452167749405)",1,1,2.4724273681640625,2.4661865234375,Fixation,POINT (0.6354499161243439 0.189050555229187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247594728,20761983744,1,1,"(0.6340945363044739, 0.1502978652715683)","(0.6286570429801941, 0.20256146788597107)",1,1,2.492950439453125,2.4622802734375,Fixation,POINT (0.631375789642334 0.1764296665787697),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247603062,20761992078,1,1,"(0.6309609413146973, 0.1750357300043106)","(0.628619372844696, 0.20280812680721283)",1,1,2.4656219482421875,2.448394775390625,Fixation,POINT (0.6297901570796967 0.1889219284057617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247611395,20762000411,1,1,"(0.634975254535675, 0.18221063911914825)","(0.6303579807281494, 0.20717394351959229)",1,1,2.468841552734375,2.453582763671875,Fixation,POINT (0.6326666176319122 0.1946922913193703),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247619728,20762008744,1,1,"(0.6351061463356018, 0.1845737248659134)","(0.63654625415802, 0.21681390702724457)",1,1,2.48040771484375,2.4242401123046875,Fixation,POINT (0.6358262002468109 0.200693815946579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247628062,20762017078,1,1,"(0.6392801403999329, 0.16596779227256775)","(0.635543942451477, 0.20365643501281738)",1,1,2.4725799560546875,2.42938232421875,Fixation,POINT (0.637412041425705 0.1848121136426926),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247636395,20762025411,1,1,"(0.6335069537162781, 0.16613350808620453)","(0.627282440662384, 0.19962956011295319)",1,1,2.476348876953125,2.4467926025390625,Fixation,POINT (0.630394697189331 0.1828815340995789),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247644728,20762033744,1,1,"(0.634909451007843, 0.17786139249801636)","(0.6292315125465393, 0.20965589582920074)",1,1,2.4658203125,2.4326629638671875,Fixation,POINT (0.6320704817771912 0.1937586441636086),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247653062,20762042078,1,1,"(0.6346834301948547, 0.1717936396598816)","(0.6388635039329529, 0.2149714082479477)",1,1,2.45758056640625,2.449554443359375,Fixation,POINT (0.6367734670639038 0.1933825239539146),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247661395,20762050411,1,1,"(0.6353127360343933, 0.17976504564285278)","(0.6267626285552979, 0.20305828750133514)",1,1,2.469100952148437,2.4445953369140625,Fixation,POINT (0.6310376822948456 0.191411666572094),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247669728,20762058744,1,1,"(0.6345901489257812, 0.17848965525627136)","(0.6243506669998169, 0.19516706466674805)",1,1,2.472259521484375,2.4755859375,Fixation,POINT (0.6294704079627991 0.1868283599615097),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247678062,20762067078,1,1,"(0.639774739742279, 0.17139288783073425)","(0.628858745098114, 0.21815016865730286)",1,1,2.47747802734375,2.4488983154296875,Fixation,POINT (0.6343167424201965 0.1947715282440186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247686395,20762075411,1,1,"(0.6331394910812378, 0.17123208940029144)","(0.6234526634216309, 0.20905949175357819)",1,1,2.466094970703125,2.451889038085937,Fixation,POINT (0.6282960772514343 0.1901457905769348),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247694728,20762083744,1,1,"(0.6301950812339783, 0.16737952828407288)","(0.6280026435852051, 0.19930000603199005)",1,1,2.475555419921875,2.4380645751953125,Fixation,POINT (0.6290988624095917 0.1833397671580315),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247703063,20762092078,1,1,"(0.6383839845657349, 0.15667282044887543)","(0.6329143643379211, 0.20832331478595734)",1,1,2.4893035888671875,2.440826416015625,Fixation,POINT (0.635649174451828 0.1824980676174164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247711396,20762100411,1,1,"(0.6349694132804871, 0.15821102261543274)","(0.6248810887336731, 0.20705053210258484)",1,1,2.4722442626953125,2.447494506835937,Fixation,POINT (0.6299252510070801 0.1826307773590088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,clearFieldersFromField,45147874,1212247786402,20762175417,1,1,"(0.12694533169269562, 0.14338164031505585)","(0.1379902958869934, 0.14884251356124878)",1,1,2.4358673095703125,2.527557373046875,Fixation,POINT (0.1324678137898445 0.1461120769381523),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247794736,20762183751,1,1,"(0.12128100544214249, 0.13977459073066711)","(0.13173282146453857, 0.13599547743797302)",1,1,2.427230834960937,2.5171051025390625,Fixation,POINT (0.1265069134533405 0.1378850340843201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247803070,20762192085,1,1,"(0.12142190337181091, 0.14032979309558868)","(0.1281735599040985, 0.14354102313518524)",1,1,2.392929077148437,2.501800537109375,Fixation,POINT (0.1247977316379547 0.141935408115387),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247811403,20762200418,1,1,"(0.12821082770824432, 0.13893964886665344)","(0.12954840064048767, 0.15039096772670746)",1,1,2.398162841796875,2.5034637451171875,Fixation,POINT (0.128879614174366 0.1446653082966804),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247819736,20762208751,1,1,"(0.1217942088842392, 0.14068852365016937)","(0.1405317634344101, 0.14042064547538757)",1,1,2.417144775390625,2.4980926513671875,Fixation,POINT (0.1311629861593246 0.1405545845627785),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247828069,20762217084,1,1,"(0.12359335273504257, 0.13878144323825836)","(0.13289599120616913, 0.1328652799129486)",1,1,2.414169311523437,2.488250732421875,Fixation,POINT (0.1282446719706058 0.1358233615756035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247836403,20762225418,1,1,"(0.12632301449775696, 0.15820422768592834)","(0.1292612999677658, 0.1458827704191208)",1,1,2.3688201904296875,2.4869384765625,Fixation,POINT (0.1277921572327614 0.1520434990525246),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247844736,20762233751,1,1,"(0.11640632152557373, 0.14693933725357056)","(0.13594916462898254, 0.15351568162441254)",1,1,2.3767242431640625,2.46820068359375,Fixation,POINT (0.1261777430772781 0.1502275094389916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247853075,20762242089,1,1,"(0.12580440938472748, 0.1344485580921173)","(0.13590554893016815, 0.15046575665473938)",1,1,2.377777099609375,2.4712371826171875,Fixation,POINT (0.1308549791574478 0.1424571573734283),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247861408,20762250422,1,1,"(0.11212658137083054, 0.1317516565322876)","(0.13088974356651306, 0.1395084261894226)",1,1,2.3678436279296875,2.443466186523437,Fixation,POINT (0.1215081624686718 0.1356300413608551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247869741,20762258755,1,1,"(0.12448450177907944, 0.12861663103103638)","(0.13440939784049988, 0.15313546359539032)",1,1,2.347152709960937,2.454071044921875,Fixation,POINT (0.1294469498097897 0.1408760473132134),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247878074,20762267088,1,1,"(0.12218645960092545, 0.1495652049779892)","(0.13276809453964233, 0.1342434585094452)",1,1,2.370361328125,2.434600830078125,Fixation,POINT (0.1274772770702839 0.1419043317437172),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247886408,20762275422,1,1,"(0.11571650952100754, 0.14267028868198395)","(0.12676545977592468, 0.1594700962305069)",1,1,2.3473358154296875,2.4545440673828125,Fixation,POINT (0.1212409846484661 0.1510701924562454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247894741,20762283755,1,1,"(0.12834428250789642, 0.15013092756271362)","(0.12869180738925934, 0.14322680234909058)",1,1,2.32916259765625,2.4475250244140625,Fixation,POINT (0.1285180449485779 0.1466788649559021),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247903074,20762292088,1,1,"(0.11960529536008835, 0.1470731943845749)","(0.12711453437805176, 0.15083126723766327)",1,1,2.339752197265625,2.444564819335937,Fixation,POINT (0.12335991486907 0.1489522308111191),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212247911408,20762300422,1,1,"(0.13369949162006378, 0.14767876267433167)","(0.13855071365833282, 0.1682535707950592)",1,1,2.32244873046875,2.4497222900390625,Fixation,POINT (0.1361251026391983 0.1579661667346954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248078080,20762467093,1,1,"(0.11343509703874588, 0.14800100028514862)","(0.13823671638965607, 0.16179758310317993)",1,1,2.311126708984375,2.2664031982421875,,POINT (0.125835906714201 0.1548992916941643),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248086414,20762475427,1,1,"(0.10653127729892731, 0.1482866406440735)","(0.1322619915008545, 0.13920487463474274)",1,1,2.316024780273437,2.238494873046875,Fixation,POINT (0.1193966343998909 0.1437457576394081),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248094749,20762483762,1,1,"(0.10414372384548187, 0.15004181861877441)","(0.12942732870578766, 0.15158270299434662)",1,1,2.3121795654296875,2.2672271728515625,Fixation,POINT (0.1167855262756348 0.1508122608065605),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248103082,20762492095,1,1,"(0.10952477902173996, 0.15588563680648804)","(0.12690739333629608, 0.1491502821445465)",1,1,2.3181915283203125,2.3423614501953125,Fixation,POINT (0.118216086179018 0.1525179594755173),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248111420,20762500433,1,1,"(0.11275162547826767, 0.1374465674161911)","(0.127596914768219, 0.1581832319498062)",1,1,2.302963256835937,2.346343994140625,Fixation,POINT (0.1201742701232433 0.1478148996829987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248119753,20762508766,1,1,"(0.11518613249063492, 0.13463886082172394)","(0.1239914521574974, 0.14633779227733612)",1,1,2.3115692138671875,2.3631134033203125,Fixation,POINT (0.1195887923240662 0.14048832654953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248128086,20762517099,1,1,"(0.11938576400279999, 0.12403041124343872)","(0.11609956622123718, 0.13145039975643158)",1,1,2.3129425048828125,2.3652801513671875,Fixation,POINT (0.1177426651120186 0.1277404054999352),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248136418,20762525431,1,1,"(0.11588308960199356, 0.1426709145307541)","(0.11697500944137573, 0.1531812697649002)",1,1,2.332733154296875,2.3684234619140625,Fixation,POINT (0.1164290495216846 0.1479260921478272),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248144751,20762533764,1,1,"(0.11013281345367432, 0.14241459965705872)","(0.12219893932342529, 0.1471206247806549)",1,1,2.3400115966796875,2.382476806640625,Fixation,POINT (0.1161658763885498 0.1447676122188568),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248153084,20762542097,1,1,"(0.11843320727348328, 0.1517057865858078)","(0.12895821034908295, 0.13187485933303833)",1,1,2.327911376953125,2.373199462890625,Fixation,POINT (0.1236957088112831 0.1417903229594231),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248161418,20762550431,1,1,"(0.12127184122800827, 0.14767010509967804)","(0.12434464693069458, 0.14678256213665009)",1,1,2.3279266357421875,2.378387451171875,Fixation,POINT (0.1228082440793514 0.1472263336181641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248169753,20762558766,1,1,"(0.11555313318967819, 0.13894952833652496)","(0.1244317814707756, 0.14861449599266052)",1,1,2.3308563232421875,2.384506225585937,Fixation,POINT (0.1199924573302269 0.1437820121645927),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248178086,20762567099,1,1,"(0.11025981605052948, 0.1406407654285431)","(0.11707665026187897, 0.14889571070671082)",1,1,2.3314361572265625,2.3771514892578125,Fixation,POINT (0.1136682331562042 0.144768238067627),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248186418,20762575431,1,1,"(0.11542508751153946, 0.13475242257118225)","(0.12462220340967178, 0.1602838784456253)",1,1,2.321014404296875,2.372161865234375,Fixation,POINT (0.1200236454606056 0.1475181505084038),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248194752,20762583764,1,1,"(0.11435380578041077, 0.1292600929737091)","(0.12169121950864792, 0.12956973910331726)",1,1,2.339828491210937,2.3608551025390625,Fixation,POINT (0.1180225126445293 0.1294149160385132),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248203085,20762592097,1,1,"(0.12197557836771011, 0.1386009156703949)","(0.12248995900154114, 0.1380656212568283)",1,1,2.36517333984375,2.369903564453125,Fixation,POINT (0.1222327686846256 0.1383332684636116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248211419,20762600431,1,1,"(0.11474066972732544, 0.15023639798164368)","(0.12419501692056656, 0.16059231758117676)",1,1,2.340057373046875,2.36962890625,Fixation,POINT (0.119467843323946 0.1554143577814102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248219752,20762608764,1,1,"(0.11733497679233551, 0.14673705399036407)","(0.1302562803030014, 0.13227741420269012)",1,1,2.3369903564453125,2.38409423828125,Fixation,POINT (0.1237956285476685 0.1395072340965271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248228085,20762617097,1,1,"(0.13269294798374176, 0.15799589455127716)","(0.13977792859077454, 0.1570100486278534)",1,1,2.368927001953125,2.3767852783203125,Fixation,POINT (0.1362354382872582 0.1575029715895653),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248253087,20762642099,1,1,"(0.21693891286849976, 0.2324758917093277)","(0.23124225437641144, 0.21767106652259827)",1,1,2.418243408203125,2.4427032470703125,Fixation,POINT (0.2240905836224556 0.225073479115963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248261421,20762650433,1,1,"(0.22023925185203552, 0.23949424922466278)","(0.23726820945739746, 0.22210156917572021)",1,1,2.402816772460937,2.4104766845703125,Fixation,POINT (0.2287537306547165 0.2307979092001915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248269754,20762658766,1,1,"(0.2296857088804245, 0.25735369324684143)","(0.23997756838798523, 0.21796664595603943)",1,1,2.406158447265625,2.4209136962890625,Fixation,POINT (0.2348316386342049 0.2376601696014404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248278087,20762667099,1,1,"(0.23314274847507477, 0.2636502981185913)","(0.24116341769695282, 0.23970983922481537)",1,1,2.429412841796875,2.41168212890625,Fixation,POINT (0.2371530830860138 0.2516800686717033),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,
0,136,clearFieldersFromField,45147874,1212248286421,20762675433,1,1,"(0.23076672852039337, 0.2521264851093292)","(0.23751302063465118, 0.24311679601669312)",1,1,2.4127349853515625,2.4150848388671875,Fixation,POINT (0.2341398745775223 0.2476216405630112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248294754,20762683766,1,1,"(0.2324010580778122, 0.24125272035598755)","(0.2382691651582718, 0.25014692544937134)",1,1,2.41748046875,2.445220947265625,Fixation,POINT (0.235335111618042 0.2456998229026794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248303088,20762692099,1,1,"(0.23406387865543365, 0.23916763067245483)","(0.23824739456176758, 0.2515014410018921)",1,1,2.426986694335937,2.4221954345703125,Fixation,POINT (0.2361556366086006 0.2453345358371735),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248311422,20762700433,1,1,"(0.2314298450946808, 0.2385292500257492)","(0.23985396325588226, 0.25128692388534546)",1,1,2.419784545898437,2.420883178710937,Fixation,POINT (0.2356419041752815 0.2449080869555473),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248319755,20762708766,1,1,"(0.24247173964977264, 0.2429785579442978)","(0.23917114734649658, 0.24622178077697754)",1,1,2.400970458984375,2.4474334716796875,Fixation,POINT (0.2408214434981346 0.2446001693606377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248328088,20762717099,1,1,"(0.23120474815368652, 0.25134146213531494)","(0.24138863384723663, 0.2370317578315735)",1,1,2.455596923828125,2.45562744140625,Fixation,POINT (0.2362966910004616 0.2441866099834442),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248336422,20762725433,1,1,"(0.23782292008399963, 0.2592794895172119)","(0.2406245470046997, 0.2516029477119446)",1,1,2.444076538085937,2.4527587890625,Fixation,POINT (0.2392237335443497 0.2554412186145782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,clearFieldersFromField,45147874,1212248344755,20762733766,1,1,"(0.23023931682109833, 0.2691284716129303)","(0.23802953958511353, 0.2517332136631012)",1,1,2.4126739501953125,2.447662353515625,Fixation,POINT (0.2341344282031059 0.2604308426380158),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,
