,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,testSetExample.0,System.0,out.0,println.0,"""testSetExample"".0",testString.0,=.0,"""<tag:foo>|n"".0",testString.1,+=.0,"""|t<tag:bar />"".100",testString.2,+=.1,"""</tag:foo>"".0",tag.1,setExample.0,testString.3,assertEquals.0,tag.2,getExample.0,testString.4,code,participant_summary
0,136,testSetExample,50891793,1212538781164,21053168974,1,1,"(0.7092507481575012, 0.12864239513874054)","(0.719681978225708, 0.13843974471092224)",1,1,2.5339813232421875,2.5016021728515625,Fixation,POINT (0.7144663631916046 0.1335410699248314),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538789497,21053177307,1,1,"(0.7182453870773315, 0.13465814292430878)","(0.7184988856315613, 0.1312473714351654)",1,1,2.545440673828125,2.503158569335937,Fixation,POINT (0.7183721363544464 0.1329527571797371),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538797831,21053185641,1,1,"(0.7097882628440857, 0.11443859338760376)","(0.7150827050209045, 0.13390274345874786)",1,1,2.53741455078125,2.49017333984375,Fixation,POINT (0.7124354839324951 0.1241706684231758),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538806165,21053193974,1,1,"(0.7174800634384155, 0.12412893772125244)","(0.7132733464241028, 0.1404035985469818)",1,1,2.538482666015625,2.4849853515625,Fixation,POINT (0.7153767049312592 0.1322662681341171),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538814498,21053202307,1,1,"(0.7101792693138123, 0.12300233542919159)","(0.7160773277282715, 0.13935397565364838)",1,1,2.55401611328125,2.4802703857421875,Fixation,POINT (0.7131282985210419 0.13117815554142),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538822832,21053210641,1,1,"(0.7244018912315369, 0.12261100113391876)","(0.7136105895042419, 0.14052130281925201)",1,1,2.5499420166015625,2.4896240234375,Fixation,POINT (0.7190062403678894 0.1315661519765854),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538831165,21053218974,1,1,"(0.7093344330787659, 0.12831369042396545)","(0.7158796191215515, 0.13706821203231812)",1,1,2.5516357421875,2.49981689453125,Fixation,POINT (0.7126070261001587 0.1326909512281418),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538839493,21053227302,1,1,"(0.7225126028060913, 0.13114696741104126)","(0.7149988412857056, 0.13523580133914948)",1,1,2.5413970947265625,2.4825439453125,Fixation,POINT (0.7187557220458984 0.1331913843750954),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538847826,21053235635,1,1,"(0.7063942551612854, 0.152193084359169)","(0.7150055766105652, 0.13993187248706818)",1,1,2.54852294921875,2.479095458984375,Fixation,POINT (0.7106999158859253 0.1460624784231186),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538856160,21053243969,1,1,"(0.7188327312469482, 0.1408023238182068)","(0.7130132913589478, 0.14079099893569946)",1,1,2.5640869140625,2.480072021484375,Fixation,POINT (0.715923011302948 0.1407966613769531),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538864493,21053252302,1,1,"(0.7091904282569885, 0.1340680867433548)","(0.7170329689979553, 0.13053041696548462)",1,1,2.54339599609375,2.4911651611328125,Fixation,POINT (0.7131116986274719 0.1322992518544197),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538872827,21053260636,1,1,"(0.714135468006134, 0.13050517439842224)","(0.7158049941062927, 0.13438785076141357)",1,1,2.56005859375,2.51068115234375,Fixation,POINT (0.7149702310562134 0.1324465125799179),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538881160,21053268969,1,1,"(0.7129905223846436, 0.12852005660533905)","(0.7156455516815186, 0.13677018880844116)",1,1,2.565887451171875,2.5106353759765625,Fixation,POINT (0.714318037033081 0.1326451227068901),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538889493,21053277302,1,1,"(0.7101911306381226, 0.12938858568668365)","(0.7187327146530151, 0.13140442967414856)",1,1,2.570709228515625,2.4745025634765625,Fixation,POINT (0.7144619226455688 0.1303965076804161),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538897827,21053285636,1,1,"(0.7132245898246765, 0.1135534718632698)","(0.7136458158493042, 0.14001037180423737)",1,1,2.545516967773437,2.497299194335937,Fixation,POINT (0.7134352028369904 0.1267819218337536),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538906160,21053293969,1,1,"(0.7161702513694763, 0.13138100504875183)","(0.7167915105819702, 0.1345081776380539)",1,1,2.56268310546875,2.49432373046875,Fixation,POINT (0.7164808809757233 0.1329445913434029),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538914493,21053302302,1,1,"(0.7055913805961609, 0.1286412924528122)","(0.7177098989486694, 0.13411331176757812)",1,1,2.542755126953125,2.481552124023437,Fixation,POINT (0.7116506397724152 0.1313773021101952),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538922827,21053310636,1,1,"(0.7200223803520203, 0.13307206332683563)","(0.715604305267334, 0.1364213228225708)",1,1,2.561126708984375,2.4980010986328125,Fixation,POINT (0.7178133428096771 0.1347466930747032),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538931160,21053318969,1,1,"(0.7078505158424377, 0.14388507604599)","(0.7154002785682678, 0.1362246572971344)",1,1,2.55908203125,2.4892120361328125,Fixation,POINT (0.7116253972053528 0.1400548666715622),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538939493,21053327302,1,1,"(0.717332124710083, 0.1426898092031479)","(0.7122412919998169, 0.1414816528558731)",1,1,2.5565948486328125,2.493927001953125,Fixation,POINT (0.71478670835495 0.1420857310295105),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212538947826,21053335635,1,1,"(0.7122611999511719, 0.14151322841644287)","(0.7133039832115173, 0.13543470203876495)",1,1,2.567230224609375,2.4888916015625,Fixation,POINT (0.7127825915813446 0.1384739652276039),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212539056180,21053443988,1,1,"(0.8734658360481262, 0.06780706346035004)","(0.8859218955039978, 0.07105234265327454)",1,1,2.5256805419921875,2.4913482666015625,,POINT (0.879693865776062 0.0694297030568123),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212539072846,21053460654,1,1,"(0.9103223085403442, 0.08030478656291962)","(0.9063621163368225, 0.07754624634981155)",1,1,2.5685272216796875,2.4746246337890625,Fixation,POINT (0.9083422124385834 0.0789255164563656),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212539081180,21053468988,1,1,"(0.9097574353218079, 0.07817675173282623)","(0.9150267243385315, 0.07944894582033157)",1,1,2.578460693359375,2.5013885498046875,Fixation,POINT (0.9123920798301697 0.0788128487765789),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212539089513,21053477321,1,1,"(0.9117738008499146, 0.08005939424037933)","(0.9183922410011292, 0.08108920603990555)",1,1,2.555450439453125,2.489501953125,Fixation,POINT (0.9150830209255219 0.0805743001401424),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212539097846,21053485654,1,1,"(0.9058889150619507, 0.09061853587627411)","(0.9135628342628479, 0.0830145850777626)",1,1,2.560577392578125,2.4878387451171875,Fixation,POINT (0.9097258746623993 0.0868165604770184),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212539106173,21053493981,1,1,"(0.9052196145057678, 0.08836855739355087)","(0.9134398698806763, 0.07903265953063965)",1,1,2.530029296875,2.49200439453125,Fixation,POINT (0.909329742193222 0.0837006084620953),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212539114506,21053502314,1,1,"(0.9116789698600769, 0.0840516984462738)","(0.915888786315918, 0.07319314032793045)",1,1,2.530548095703125,2.4898681640625,Fixation,POINT (0.9137838780879974 0.0786224193871021),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212539122839,21053510647,1,1,"(0.9024077653884888, 0.09584179520606995)","(0.9133014678955078, 0.07947202026844025)",1,1,2.5219268798828125,2.49908447265625,Fixation,POINT (0.9078546166419983 0.0876569077372551),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212539131173,21053518981,1,1,"(0.9127746820449829, 0.08921917527914047)","(0.9139602184295654, 0.0820184201002121)",1,1,2.532699584960937,2.4771728515625,Fixation,POINT (0.9133674502372742 0.0856187976896763),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212539139506,21053527314,1,1,"(0.9066349864006042, 0.09927268326282501)","(0.9065033793449402, 0.08193822205066681)",1,1,2.5549774169921875,2.4744873046875,Fixation,POINT (0.9065691828727722 0.0906054526567459),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212539147839,21053535647,1,1,"(0.9096247553825378, 0.09365846961736679)","(0.9162149429321289, 0.07913453131914139)",1,1,2.5460662841796875,2.46954345703125,Fixation,POINT (0.9129198491573334 0.0863965004682541),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212539156173,21053543981,1,1,"(0.9034627079963684, 0.09119779616594315)","(0.9126368761062622, 0.0716879814863205)",1,1,2.53485107421875,2.4572906494140625,Fixation,POINT (0.9080497920513153 0.0814428888261318),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212539164506,21053552314,1,1,"(0.9088173508644104, 0.08047718554735184)","(0.9208927154541016, 0.08199207484722137)",1,1,2.5298309326171875,2.4931640625,Fixation,POINT (0.914855033159256 0.0812346301972866),,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testSetExample,50891793,1212539189506,21053577314,1,1,"(0.9733876585960388, 0.054962027817964554)","(0.9942594170570374, 0.05687633156776428)",1,1,2.5545806884765625,2.4932861328125,Fixation,POINT (0.9838235378265381 0.0559191796928644),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212539197839,21053585647,1,1,"(0.9646039009094238, 0.05791816487908363)","(0.9883042573928833, 0.043572865426540375)",1,1,2.557891845703125,2.51123046875,Fixation,POINT (0.9764540791511536 0.050745515152812),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212539206173,21053593981,1,1,"(0.9804543256759644, 0.05511622875928879)","(1.0064231157302856, 0.05078582838177681)",1,1,2.55389404296875,2.516448974609375,Fixation,POINT (0.993438720703125 0.0529510285705328),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212539214506,21053602314,1,1,"(0.9703575968742371, 0.060090288519859314)","(0.9990779161453247, 0.04644626006484032)",1,1,2.545318603515625,2.504501342773437,Fixation,POINT (0.9847177565097809 0.0532682742923498),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212539222839,21053610647,1,1,"(0.970434844493866, 0.06791818141937256)","(0.9902952909469604, 0.06253498792648315)",1,1,2.560455322265625,2.5194549560546875,Fixation,POINT (0.9803650677204132 0.0652265846729279),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212539231173,21053618981,1,1,"(0.9780822396278381, 0.07135752588510513)","(0.9910710453987122, 0.06215456500649452)",1,1,2.53912353515625,2.51873779296875,Fixation,POINT (0.9845766425132751 0.0667560454457998),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212539239510,21053627318,1,1,"(0.9651036858558655, 0.056508228182792664)","(0.9872021079063416, 0.07073166221380234)",1,1,2.53717041015625,2.4954376220703125,Fixation,POINT (0.9761528968811035 0.0636199451982975),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212539247843,21053635651,1,1,"(0.9703705310821533, 0.05353251472115517)","(0.9800474047660828, 0.0723743885755539)",1,1,2.544189453125,2.49615478515625,Fixation,POINT (0.975208967924118 0.0629534516483545),,,,,,,,,,,,,,,,,,,,,,,,,
