,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,testSetExample.0,System.0,out.0,println.0,"""testSetExample"".0",testString.0,=.0,"""<tag:foo>|n"".0",testString.1,+=.0,"""|t<tag:bar />"".100",testString.2,+=.1,"""</tag:foo>"".0",tag.1,setExample.0,testString.3,assertEquals.0,tag.2,getExample.0,testString.4,code,participant_summary
0,136,testSetExample,50891793,1212548656540,21063044310,1,1,"(0.15539008378982544, 0.14521059393882751)","(0.14973920583724976, 0.13287946581840515)",1,1,2.5124969482421875,2.508270263671875,Fixation,POINT (0.1525646448135376 0.1390450298786163),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548664876,21063052646,1,1,"(0.14783529937267303, 0.16117440164089203)","(0.1448628157377243, 0.14862637221813202)",1,1,2.5205230712890625,2.5121002197265625,Fixation,POINT (0.1463490575551987 0.154900386929512),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548673213,21063060983,1,1,"(0.15019801259040833, 0.14088638126850128)","(0.153703510761261, 0.1499110758304596)",1,1,2.541015625,2.5120849609375,Fixation,POINT (0.1519507616758347 0.1453987285494804),,,1,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548681546,21063069316,1,1,"(0.14514566957950592, 0.1552647203207016)","(0.1607033759355545, 0.1409807652235031)",1,1,2.526596069335937,2.5250701904296875,Fixation,POINT (0.1529245227575302 0.1481227427721024),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548689879,21063077649,1,1,"(0.1454261690378189, 0.15267221629619598)","(0.15656666457653046, 0.142284095287323)",1,1,2.5166473388671875,2.5033416748046875,Fixation,POINT (0.1509964168071747 0.1474781557917595),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548698215,21063085985,1,1,"(0.1487087905406952, 0.13357852399349213)","(0.14509236812591553, 0.14743201434612274)",1,1,2.510848999023437,2.4812469482421875,Fixation,POINT (0.1469005793333054 0.1405052691698074),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548706548,21063094318,1,1,"(0.1488257348537445, 0.13127052783966064)","(0.15663757920265198, 0.14603349566459656)",1,1,2.532821655273437,2.5094757080078125,Fixation,POINT (0.1527316570281982 0.1386520117521286),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548714882,21063102652,1,1,"(0.1483851969242096, 0.1528533697128296)","(0.1566409468650818, 0.1457146555185318)",1,1,2.4984893798828125,2.4998321533203125,Fixation,POINT (0.1525130718946457 0.1492840126156807),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548723215,21063110985,1,1,"(0.14948977530002594, 0.15420298278331757)","(0.15197059512138367, 0.15861086547374725)",1,1,2.5205841064453125,2.48101806640625,Fixation,POINT (0.1507301852107048 0.1564069241285324),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548731548,21063119318,1,1,"(0.1513177454471588, 0.14873874187469482)","(0.15087755024433136, 0.14399565756320953)",1,1,2.521713256835937,2.4752197265625,Fixation,POINT (0.1510976478457451 0.1463671997189522),,,1,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548739880,21063127650,1,1,"(0.14914168417453766, 0.13147756457328796)","(0.16034060716629028, 0.13989314436912537)",1,1,2.513824462890625,2.506591796875,Fixation,POINT (0.154741145670414 0.1356853544712067),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548748213,21063135983,1,1,"(0.149012491106987, 0.1312493234872818)","(0.15300576388835907, 0.1521986573934555)",1,1,2.5244140625,2.4840087890625,Fixation,POINT (0.151009127497673 0.1417239904403686),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548756547,21063144316,1,1,"(0.15061980485916138, 0.14432813227176666)","(0.15411756932735443, 0.13903266191482544)",1,1,2.5306396484375,2.4881591796875,Fixation,POINT (0.1523686870932579 0.141680397093296),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548764881,21063152650,1,1,"(0.1497076004743576, 0.13631390035152435)","(0.15656037628650665, 0.13564613461494446)",1,1,2.5178375244140625,2.4917755126953125,Fixation,POINT (0.1531339883804321 0.1359800174832344),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548773216,21063160985,1,1,"(0.1547866016626358, 0.13622117042541504)","(0.1556193232536316, 0.13880296051502228)",1,1,2.50341796875,2.49334716796875,Fixation,POINT (0.1552029624581337 0.1375120654702187),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548781549,21063169318,1,1,"(0.1514194905757904, 0.1534438580274582)","(0.15840864181518555, 0.1363956779241562)",1,1,2.5067291259765625,2.48175048828125,Fixation,POINT (0.154914066195488 0.1449197679758072),,,1,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548789882,21063177651,1,1,"(0.1493930071592331, 0.14243972301483154)","(0.14549486339092255, 0.13749079406261444)",1,1,2.5218963623046875,2.4971466064453125,Fixation,POINT (0.1474439352750778 0.139965258538723),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548798216,21063185985,1,1,"(0.14853456616401672, 0.13754475116729736)","(0.1585962325334549, 0.14230316877365112)",1,1,2.5326385498046875,2.4969940185546875,Fixation,POINT (0.1535653993487358 0.1399239599704742),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548806554,21063194323,1,1,"(0.15406560897827148, 0.1348424106836319)","(0.14873827993869781, 0.13918828964233398)",1,1,2.494049072265625,2.464691162109375,Fixation,POINT (0.1514019444584846 0.1370153501629829),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548831554,21063219323,1,1,"(0.18673931062221527, 0.16111154854297638)","(0.18410392105579376, 0.13531509041786194)",1,1,2.52197265625,2.4612579345703125,Fixation,POINT (0.1854216158390045 0.1482133194804192),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548839888,21063227657,1,1,"(0.1872064173221588, 0.15801456570625305)","(0.1923116147518158, 0.14556673169136047)",1,1,2.509613037109375,2.469100952148437,Fixation,POINT (0.1897590160369873 0.1517906486988068),,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548848221,21063235990,1,1,"(0.18595463037490845, 0.15681299567222595)","(0.18315209448337555, 0.15008407831192017)",1,1,2.5178375244140625,2.4871978759765625,Fixation,POINT (0.184553362429142 0.1534485369920731),,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548856554,21063244323,1,1,"(0.1877727210521698, 0.16256408393383026)","(0.19468235969543457, 0.13970738649368286)",1,1,2.507415771484375,2.480133056640625,Fixation,POINT (0.1912275403738022 0.1511357352137566),,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548864887,21063252656,1,1,"(0.1940757930278778, 0.16201716661453247)","(0.18742133677005768, 0.14549721777439117)",1,1,2.531768798828125,2.488632202148437,Fixation,POINT (0.1907485648989677 0.1537571921944618),,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548873221,21063260990,1,1,"(0.18910863995552063, 0.15008465945720673)","(0.19641682505607605, 0.15415973961353302)",1,1,2.513916015625,2.495361328125,Fixation,POINT (0.1927627325057983 0.1521221995353699),,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548881554,21063269323,1,1,"(0.19516362249851227, 0.15676017105579376)","(0.18314175307750702, 0.1437637060880661)",1,1,2.526596069335937,2.498031616210937,Fixation,POINT (0.1891526877880096 0.1502619385719299),,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548889887,21063277656,1,1,"(0.19184882938861847, 0.1565106362104416)","(0.1962033361196518, 0.15017446875572205)",1,1,2.5120086669921875,2.4768218994140625,Fixation,POINT (0.1940260827541351 0.1533425524830818),,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548898221,21063285990,1,1,"(0.19040533900260925, 0.14951972663402557)","(0.19092757999897003, 0.1498517096042633)",1,1,2.50457763671875,2.47784423828125,Fixation,POINT (0.1906664595007896 0.1496857181191444),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548906554,21063294323,1,1,"(0.18899120390415192, 0.15737932920455933)","(0.18599945306777954, 0.14094117283821106)",1,1,2.5090484619140625,2.4663848876953125,Fixation,POINT (0.1874953284859657 0.1491602510213852),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212548914887,21063302656,1,1,"(0.18975824117660522, 0.15179452300071716)","(0.18569615483283997, 0.1435815840959549)",1,1,2.5187225341796875,2.47015380859375,Fixation,POINT (0.1877271980047226 0.147688053548336),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549331574,21063719341,1,1,"(0.08881253749132156, 0.17695045471191406)","(0.11798662692308426, 0.29224756360054016)",1,1,2.40576171875,2.65960693359375,,POINT (0.1033995822072029 0.2345990091562271),,,,,,,,,,,,,,,1,,,,,,,,,,
0,136,testSetExample,50891793,1212549348242,21063736009,1,1,"(0.09689538925886154, 0.17943035066127777)","(0.09577908366918564, 0.1642075777053833)",1,1,2.4180450439453125,2.337631225585937,Fixation,POINT (0.0963372364640236 0.1718189641833305),,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549356576,21063744343,1,1,"(0.09007876366376877, 0.18849118053913116)","(0.09846410155296326, 0.1611291468143463)",1,1,2.4145965576171875,2.387542724609375,Fixation,POINT (0.094271432608366 0.1748101636767387),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549364909,21063752676,1,1,"(0.0868154764175415, 0.1834353655576706)","(0.09898517280817032, 0.15948009490966797)",1,1,2.414291381835937,2.3938446044921875,Fixation,POINT (0.0929003246128559 0.1714577302336693),,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549373242,21063761009,1,1,"(0.09305736422538757, 0.16858279705047607)","(0.10246974229812622, 0.15229810774326324)",1,1,2.409271240234375,2.3782196044921875,Fixation,POINT (0.0977635532617569 0.1604404523968697),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549381576,21063769343,1,1,"(0.09335745871067047, 0.17917677760124207)","(0.09355632215738297, 0.14438322186470032)",1,1,2.418685913085937,2.37200927734375,Fixation,POINT (0.0934568904340267 0.1617799997329712),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549389909,21063777676,1,1,"(0.09125519543886185, 0.1879151314496994)","(0.10011038929224014, 0.14686869084835052)",1,1,2.4056549072265625,2.369140625,Fixation,POINT (0.095682792365551 0.167391911149025),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549398244,21063786011,1,1,"(0.09361734986305237, 0.17527566850185394)","(0.10294350981712341, 0.14228858053684235)",1,1,2.449569702148437,2.3955841064453125,Fixation,POINT (0.0982804298400879 0.1587821245193481),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549406578,21063794345,1,1,"(0.08877783268690109, 0.1880500614643097)","(0.09642228484153748, 0.1554247885942459)",1,1,2.4239654541015625,2.411224365234375,Fixation,POINT (0.0926000587642193 0.1717374250292778),,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549414911,21063802678,1,1,"(0.09006642550230026, 0.1779528260231018)","(0.10132625699043274, 0.1462676227092743)",1,1,2.4348907470703125,2.41259765625,Fixation,POINT (0.0956963412463665 0.162110224366188),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549423244,21063811011,1,1,"(0.09644704312086105, 0.1855691820383072)","(0.1009209156036377, 0.15860316157341003)",1,1,2.4193878173828125,2.388336181640625,Fixation,POINT (0.0986839793622494 0.1720861718058586),,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549431578,21063819345,1,1,"(0.092202328145504, 0.1696353256702423)","(0.10058818757534027, 0.15175879001617432)",1,1,2.447006225585937,2.4100341796875,Fixation,POINT (0.0963952578604221 0.1606970578432083),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549439911,21063827678,1,1,"(0.09359737485647202, 0.1867496818304062)","(0.09176130592823029, 0.1575397104024887)",1,1,2.416122436523437,2.42254638671875,Fixation,POINT (0.0926793403923512 0.1721446961164474),,,,,,1,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549448244,21063836011,1,1,"(0.0905301570892334, 0.18082520365715027)","(0.09551852941513062, 0.1488419771194458)",1,1,2.4258270263671875,2.3908843994140625,Fixation,POINT (0.093024343252182 0.164833590388298),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549456578,21063844345,1,1,"(0.09398924559354782, 0.17451433837413788)","(0.09915636479854584, 0.15621483325958252)",1,1,2.4306793212890625,2.4024810791015625,Fixation,POINT (0.0965728051960468 0.1653645858168602),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549473248,21063861015,1,1,"(0.05704064667224884, 0.1795664131641388)","(0.05387672781944275, 0.15562160313129425)",1,1,2.3743438720703125,2.3533172607421875,Fixation,POINT (0.0554586872458458 0.1675940081477165),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549481582,21063869349,1,1,"(0.04797154664993286, 0.19167287647724152)","(0.05820385366678238, 0.1538575142621994)",1,1,2.402374267578125,2.3710174560546875,Fixation,POINT (0.0530877001583576 0.1727651953697205),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549489916,21063877682,1,1,"(0.05245622992515564, 0.18305827677249908)","(0.0606653057038784, 0.14704343676567078)",1,1,2.4267120361328125,2.3985137939453125,Fixation,POINT (0.056560767814517 0.1650508567690849),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549498241,21063886007,1,1,"(0.050622064620256424, 0.19468311965465546)","(0.06739401817321777, 0.15274448692798615)",1,1,2.4208221435546875,2.39874267578125,Fixation,POINT (0.0590080413967371 0.1737138032913208),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549506574,21063894340,1,1,"(0.04855245724320412, 0.17325876653194427)","(0.058858323842287064, 0.16049833595752716)",1,1,2.4209747314453125,2.37933349609375,Fixation,POINT (0.0537053905427456 0.1668785512447357),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549514908,21063902674,1,1,"(0.05011817440390587, 0.18727430701255798)","(0.0570562407374382, 0.1554616242647171)",1,1,2.4051055908203125,2.4108123779296875,Fixation,POINT (0.053587207570672 0.1713679656386375),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549523241,21063911007,1,1,"(0.05359894037246704, 0.19383716583251953)","(0.06320260465145111, 0.15108023583889008)",1,1,2.4110260009765625,2.4185028076171875,Fixation,POINT (0.0584007725119591 0.1724587008357048),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549531574,21063919340,1,1,"(0.05003910884261131, 0.17900121212005615)","(0.057093340903520584, 0.1582476794719696)",1,1,2.4059295654296875,2.4005584716796875,Fixation,POINT (0.053566224873066 0.1686244457960129),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549539909,21063927675,1,1,"(0.05439724773168564, 0.18225537240505219)","(0.06017182394862175, 0.16397526860237122)",1,1,2.4224090576171875,2.3948974609375,Fixation,POINT (0.0572845358401537 0.1731153205037117),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549548242,21063936008,1,1,"(0.05334850773215294, 0.1861792802810669)","(0.05115613713860512, 0.16294996440410614)",1,1,2.437286376953125,2.38983154296875,Fixation,POINT (0.052252322435379 0.1745646223425865),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549556575,21063944341,1,1,"(0.051855746656656265, 0.18366894125938416)","(0.054390620440244675, 0.15943491458892822)",1,1,2.39105224609375,2.3706512451171875,Fixation,POINT (0.0531231835484505 0.1715519279241562),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549564909,21063952675,1,1,"(0.05378739908337593, 0.17667870223522186)","(0.057424336671829224, 0.15961340069770813)",1,1,2.431503295898437,2.3901519775390625,Fixation,POINT (0.0556058678776026 0.168146051466465),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549573242,21063961008,1,1,"(0.04951806738972664, 0.19371815025806427)","(0.06147128343582153, 0.162455216050148)",1,1,2.4319000244140625,2.3983154296875,Fixation,POINT (0.0554946754127741 0.1780866831541061),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549581575,21063969341,1,1,"(0.05032407119870186, 0.18609261512756348)","(0.0552666112780571, 0.17243912816047668)",1,1,2.4342803955078125,2.3990478515625,Fixation,POINT (0.0527953412383795 0.1792658716440201),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549589911,21063977677,1,1,"(0.047415051609277725, 0.17941342294216156)","(0.06248220428824425, 0.1719878762960434)",1,1,2.42694091796875,2.395004272460937,Fixation,POINT (0.054948627948761 0.1757006496191025),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549598245,21063986011,1,1,"(0.047684911638498306, 0.18502360582351685)","(0.060000546276569366, 0.17676888406276703)",1,1,2.4381103515625,2.3942108154296875,Fixation,POINT (0.0538427289575338 0.1808962449431419),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549606578,21063994344,1,1,"(0.046971116214990616, 0.17312972247600555)","(0.05636931210756302, 0.15931852161884308)",1,1,2.439559936523437,2.3840789794921875,Fixation,POINT (0.0516702141612768 0.1662241220474243),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549614912,21064002678,1,1,"(0.04234277084469795, 0.18893998861312866)","(0.06590782850980759, 0.16508276760578156)",1,1,2.4144439697265625,2.376007080078125,Fixation,POINT (0.0541252996772528 0.1770113781094551),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549623245,21064011011,1,1,"(0.04857485368847847, 0.17379935085773468)","(0.04938746243715286, 0.15774695575237274)",1,1,2.4259796142578125,2.39794921875,Fixation,POINT (0.0489811580628157 0.1657731533050537),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549631578,21064019344,1,1,"(0.04325822368264198, 0.1855524778366089)","(0.06459193676710129, 0.16659791767597198)",1,1,2.4304656982421875,2.385482788085937,Fixation,POINT (0.0539250802248716 0.1760751977562904),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549639911,21064027677,1,1,"(0.04591044411063194, 0.1761375516653061)","(0.04886059835553169, 0.16309969127178192)",1,1,2.442047119140625,2.3740997314453125,Fixation,POINT (0.0473855212330818 0.169618621468544),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549648245,21064036011,1,1,"(0.049309030175209045, 0.18844231963157654)","(0.06369948387145996, 0.15970641374588013)",1,1,2.4423828125,2.38311767578125,Fixation,POINT (0.0565042570233345 0.1740743666887283),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549656578,21064044344,1,1,"(0.04587164521217346, 0.17347972095012665)","(0.057043932378292084, 0.16423597931861877)",1,1,2.4382476806640625,2.375839233398437,Fixation,POINT (0.0514577887952328 0.1688578501343727),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549664911,21064052677,1,1,"(0.045789435505867004, 0.18605875968933105)","(0.05618809163570404, 0.17349360883235931)",1,1,2.42828369140625,2.3876190185546875,Fixation,POINT (0.0509887635707855 0.1797761842608452),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549673244,21064061010,1,1,"(0.04003166779875755, 0.1809455305337906)","(0.061483535915613174, 0.16115911304950714)",1,1,2.4262237548828125,2.404159545898437,Fixation,POINT (0.0507576018571854 0.1710523217916489),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549681577,21064069343,1,1,"(0.0508338138461113, 0.17088384926319122)","(0.05513280630111694, 0.16616515815258026)",1,1,2.413543701171875,2.398910522460937,Fixation,POINT (0.0529833100736141 0.1685245037078857),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549689910,21064077676,1,1,"(0.05171825364232063, 0.1886999011039734)","(0.05418665334582329, 0.16701467335224152)",1,1,2.405502319335937,2.4010467529296875,Fixation,POINT (0.052952453494072 0.1778572872281074),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549698244,21064086010,1,1,"(0.050909623503685, 0.18791338801383972)","(0.05713265761733055, 0.17022688686847687)",1,1,2.411239624023437,2.400115966796875,Fixation,POINT (0.0540211405605078 0.1790701374411583),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549706577,21064094343,1,1,"(0.0465053915977478, 0.18276295065879822)","(0.06216706335544586, 0.17072103917598724)",1,1,2.40960693359375,2.403060913085937,Fixation,POINT (0.0543362274765968 0.1767419949173927),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549714919,21064102685,1,1,"(0.04926769435405731, 0.1847267895936966)","(0.06385179609060287, 0.17190031707286835)",1,1,2.418182373046875,2.386993408203125,Fixation,POINT (0.0565597452223301 0.1783135533332825),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549723261,21064111027,1,1,"(0.039516448974609375, 0.1886623203754425)","(0.05810968205332756, 0.16632509231567383)",1,1,2.4223785400390625,2.384140014648437,Fixation,POINT (0.0488130655139685 0.1774937063455582),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549731596,21064119361,1,1,"(0.047341346740722656, 0.1714586615562439)","(0.06026221811771393, 0.16859717667102814)",1,1,2.4217681884765625,2.3922576904296875,Fixation,POINT (0.0538017824292183 0.170027919113636),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549739929,21064127694,1,1,"(0.049327302724123, 0.18454603850841522)","(0.0625198483467102, 0.16079182922840118)",1,1,2.41217041015625,2.394775390625,Fixation,POINT (0.0559235755354166 0.1726689338684082),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549748262,21064136027,1,1,"(0.0480588860809803, 0.1769913136959076)","(0.061070241034030914, 0.15946918725967407)",1,1,2.390716552734375,2.371932983398437,Fixation,POINT (0.0545645635575056 0.1682302504777908),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549756596,21064144361,1,1,"(0.045066360384225845, 0.1799410730600357)","(0.05793670192360878, 0.14404568076133728)",1,1,2.42779541015625,2.3787384033203125,Fixation,POINT (0.0515015311539173 0.1619933769106865),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549764929,21064152694,1,1,"(0.0513434112071991, 0.18013635277748108)","(0.05924088880419731, 0.16715861856937408)",1,1,2.41961669921875,2.3955078125,Fixation,POINT (0.0552921500056982 0.1736474856734276),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549773262,21064161027,1,1,"(0.04648858681321144, 0.18407265841960907)","(0.05983145907521248, 0.16269342601299286)",1,1,2.392822265625,2.39617919921875,Fixation,POINT (0.053160022944212 0.173383042216301),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549781596,21064169361,1,1,"(0.04936958849430084, 0.18621154129505157)","(0.061242327094078064, 0.15058785676956177)",1,1,2.403717041015625,2.391464233398437,Fixation,POINT (0.0553059577941894 0.1683996990323067),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549789929,21064177694,1,1,"(0.0490703284740448, 0.1815589815378189)","(0.06533285975456238, 0.15378229320049286)",1,1,2.4012908935546875,2.3926239013671875,Fixation,POINT (0.0572015941143036 0.1676706373691559),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549798262,21064186027,1,1,"(0.05517846345901489, 0.18457011878490448)","(0.05387110635638237, 0.16325806081295013)",1,1,2.380523681640625,2.382171630859375,Fixation,POINT (0.0545247849076986 0.1739140897989273),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549806596,21064194361,1,1,"(0.05068331956863403, 0.18542204797267914)","(0.05660486966371536, 0.15809306502342224)",1,1,2.3831024169921875,2.3673095703125,Fixation,POINT (0.0536440946161747 0.1717575564980507),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549814929,21064202694,1,1,"(0.04583826661109924, 0.18489643931388855)","(0.06253841519355774, 0.16112656891345978)",1,1,2.4256744384765625,2.366546630859375,Fixation,POINT (0.0541883409023285 0.1730115041136742),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549823262,21064211027,1,1,"(0.04936022311449051, 0.18856842815876007)","(0.057947106659412384, 0.16078044474124908)",1,1,2.3729400634765625,2.3860626220703125,Fixation,POINT (0.0536536648869514 0.1746744364500046),,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549831595,21064219360,1,1,"(0.04441826045513153, 0.1858009397983551)","(0.05924094840884209, 0.15263284742832184)",1,1,2.4110870361328125,2.39044189453125,Fixation,POINT (0.0518296044319868 0.1692168936133385),,,,1,,,,,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549839929,21064227694,1,1,"(0.04767315089702606, 0.19486434757709503)","(0.057281941175460815, 0.15963232517242432)",1,1,2.381698608398437,2.3973846435546875,Fixation,POINT (0.0524775460362434 0.1772483363747597),,,,,,,,1,,,,,,,,,,,,,,,,,
0,136,testSetExample,50891793,1212549848262,21064236027,1,1,"(0.05781647190451622, 0.1724550575017929)","(0.07130745053291321, 0.16606469452381134)",1,1,2.409286499023437,2.386260986328125,Fixation,POINT (0.0645619612187147 0.1692598760128021),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549873263,21064261029,1,1,"(0.14131388068199158, 0.17826904356479645)","(0.14481285214424133, 0.16129332780838013)",1,1,2.452484130859375,2.383285522460937,Fixation,POINT (0.1430633664131165 0.1697811856865883),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549881597,21064269363,1,1,"(0.13372664153575897, 0.16601897776126862)","(0.14221446216106415, 0.16398577392101288)",1,1,2.46795654296875,2.39617919921875,Fixation,POINT (0.1379705518484116 0.1650023758411408),,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,testSetExample,50891793,1212549889930,21064277696,1,1,"(0.13616019487380981, 0.18558751046657562)","(0.13924875855445862, 0.16316017508506775)",1,1,2.45867919921875,2.3976287841796875,Fixation,POINT (0.1377044767141342 0.1743738427758217),,,,,,,,,,,,,,,,,,,,,,,,1,
