,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,boolean.0,equals.0,Object.0,obj.0,if.0,obj.1,==.0,nan.0,||.0,obj.2,getClass.0,!=.0,getClass.1,return.0,FALSE.0,CSSConditionalSelectorImpl.0,s.0,=.0,CSSConditionalSelectorImpl.1,obj.3,return.1,s.1,simpleSelector.0,equals.1,simpleSelector.1,&&.0,s.2,condition.0,equals.2,condition.1,code,participant_summary
0,136,equals,10222579,1211573293325,20087685076,1,1,"(0.2683951258659363, 0.2959675192832947)","(0.2701265513896942, 0.2754835784435272)",1,1,2.4779052734375,2.46002197265625,Fixation,POINT (0.2692608386278152 0.285725548863411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573301659,20087693410,1,1,"(0.2664344012737274, 0.29203498363494873)","(0.2660309970378876, 0.27653348445892334)",1,1,2.4781494140625,2.447372436523437,Fixation,POINT (0.2662326991558075 0.284284234046936),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573309992,20087701743,1,1,"(0.2687107026576996, 0.2976635992527008)","(0.2651014029979706, 0.26836708188056946)",1,1,2.486679077148437,2.4462890625,Fixation,POINT (0.2669060528278351 0.2830153405666351),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573318325,20087710076,1,1,"(0.2687573730945587, 0.3083014488220215)","(0.26557788252830505, 0.27587226033210754)",1,1,2.5000457763671875,2.4544219970703125,Fixation,POINT (0.2671676278114319 0.2920868545770645),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573326660,20087718411,1,1,"(0.2692889869213104, 0.31141722202301025)","(0.26357194781303406, 0.2633923590183258)",1,1,2.486236572265625,2.459442138671875,Fixation,POINT (0.2664304673671722 0.287404790520668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573334993,20087726744,1,1,"(0.26452264189720154, 0.2962419092655182)","(0.2609916031360626, 0.26369959115982056)",1,1,2.479400634765625,2.4556884765625,Fixation,POINT (0.2627571225166321 0.2799707502126694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573343326,20087735077,1,1,"(0.26407238841056824, 0.2879430651664734)","(0.26874321699142456, 0.2669268250465393)",1,1,2.469207763671875,2.4495086669921875,Fixation,POINT (0.2664078027009964 0.2774349451065064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573351661,20087743411,1,1,"(0.26431357860565186, 0.2983672022819519)","(0.26819103956222534, 0.2786485254764557)",1,1,2.463348388671875,2.426849365234375,Fixation,POINT (0.2662523090839386 0.2885078638792038),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573359994,20087751744,1,1,"(0.2605954706668854, 0.29389095306396484)","(0.2677049934864044, 0.2736905515193939)",1,1,2.504501342773437,2.44091796875,Fixation,POINT (0.2641502320766449 0.2837907522916794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573368327,20087760077,1,1,"(0.26702311635017395, 0.2888048589229584)","(0.27364760637283325, 0.2668435275554657)",1,1,2.5056915283203125,2.443511962890625,Fixation,POINT (0.2703353613615036 0.277824193239212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573376661,20087768411,1,1,"(0.26180240511894226, 0.2891327142715454)","(0.26985234022140503, 0.2654225528240204)",1,1,2.4839019775390625,2.4715118408203125,Fixation,POINT (0.2658273726701736 0.2772776335477829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573384994,20087776744,1,1,"(0.26935386657714844, 0.2908784747123718)","(0.2694768011569977, 0.26875951886177063)",1,1,2.463119506835937,2.449615478515625,Fixation,POINT (0.2694153338670731 0.2798189967870712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573393326,20087785076,1,1,"(0.27203941345214844, 0.2977061867713928)","(0.2619328796863556, 0.2637181282043457)",1,1,2.527923583984375,2.425384521484375,Fixation,POINT (0.266986146569252 0.2807121574878693),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573401660,20087793410,1,1,"(0.26983341574668884, 0.3073731064796448)","(0.2606906294822693, 0.27555111050605774)",1,1,2.5258941650390625,2.434555053710937,Fixation,POINT (0.2652620226144791 0.2914621084928513),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573409993,20087801743,1,1,"(0.26634594798088074, 0.29024460911750793)","(0.26513051986694336, 0.28316572308540344)",1,1,2.4848175048828125,2.4691925048828125,Fixation,POINT (0.265738233923912 0.2867051661014557),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573418326,20087810076,1,1,"(0.26939287781715393, 0.2925274968147278)","(0.2652644217014313, 0.2794008255004883)",1,1,2.5011138916015625,2.4636383056640625,Fixation,POINT (0.2673286497592926 0.285964161157608),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573426660,20087818410,1,1,"(0.26744750142097473, 0.2940698564052582)","(0.2617843449115753, 0.27086108922958374)",1,1,2.4818572998046875,2.461883544921875,Fixation,POINT (0.264615923166275 0.282465472817421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573434993,20087826743,1,1,"(0.27094388008117676, 0.2874246835708618)","(0.2632283568382263, 0.27199801802635193)",1,1,2.50457763671875,2.4467926025390625,Fixation,POINT (0.2670861184597015 0.2797113507986069),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573476668,20087868418,1,1,"(0.38672158122062683, 0.29162266850471497)","(0.3833684027194977, 0.2827581465244293)",1,1,2.4843292236328125,2.4523162841796875,Fixation,POINT (0.3850449919700623 0.2871904075145721),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573485001,20087876751,1,1,"(0.38048163056373596, 0.2992269694805145)","(0.3787899613380432, 0.28385233879089355)",1,1,2.468124389648437,2.4423370361328125,Fixation,POINT (0.3796357959508896 0.291539654135704),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573493333,20087885083,1,1,"(0.3784085214138031, 0.3032343089580536)","(0.3856887221336365, 0.28478196263313293)",1,1,2.466400146484375,2.4551544189453125,Fixation,POINT (0.3820486217737198 0.2940081357955933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573501667,20087893417,1,1,"(0.38228240609169006, 0.29588860273361206)","(0.39041730761528015, 0.2785620093345642)",1,1,2.4517364501953125,2.46478271484375,Fixation,POINT (0.3863498568534851 0.2872253060340881),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573510001,20087901751,1,1,"(0.3864513337612152, 0.3101370930671692)","(0.3898164927959442, 0.280457079410553)",1,1,2.4681549072265625,2.456649780273437,Fixation,POINT (0.3881339132785797 0.2952970862388611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573518334,20087910084,1,1,"(0.38665878772735596, 0.31665000319480896)","(0.38690808415412903, 0.2750749886035919)",1,1,2.4500885009765625,2.448638916015625,Fixation,POINT (0.3867834359407425 0.2958624958992004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573526668,20087918418,1,1,"(0.3849647343158722, 0.3054843544960022)","(0.38007137179374695, 0.27825260162353516)",1,1,2.488067626953125,2.46014404296875,Fixation,POINT (0.3825180530548096 0.2918684780597687),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573535001,20087926751,1,1,"(0.38693517446517944, 0.30899444222450256)","(0.38256385922431946, 0.27541065216064453)",1,1,2.4476776123046875,2.4501495361328125,Fixation,POINT (0.3847495168447494 0.2922025471925736),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573543334,20087935084,1,1,"(0.38497692346572876, 0.30543985962867737)","(0.3787589371204376, 0.27848753333091736)",1,1,2.4757080078125,2.4473114013671875,Fixation,POINT (0.3818679302930832 0.2919636964797974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573551668,20087943418,1,1,"(0.3805796802043915, 0.30877432227134705)","(0.3847779333591461, 0.27940186858177185)",1,1,2.460662841796875,2.454681396484375,Fixation,POINT (0.3826788067817688 0.2940880954265594),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573560001,20087951751,1,1,"(0.3810316026210785, 0.30409741401672363)","(0.38273075222969055, 0.28906333446502686)",1,1,2.4595489501953125,2.46771240234375,Fixation,POINT (0.3818811774253845 0.2965803742408752),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573568334,20087960084,1,1,"(0.38598111271858215, 0.3007347583770752)","(0.38294896483421326, 0.28323084115982056)",1,1,2.436248779296875,2.4376373291015625,Fixation,POINT (0.3844650387763977 0.2919827997684479),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573576667,20087968417,1,1,"(0.37941494584083557, 0.2886883616447449)","(0.3827434480190277, 0.28948163986206055)",1,1,2.4497528076171875,2.442367553710937,Fixation,POINT (0.3810791969299316 0.2890850007534027),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573585001,20087976751,1,1,"(0.3861195147037506, 0.29786643385887146)","(0.38016197085380554, 0.2911365330219269)",1,1,2.4484100341796875,2.45709228515625,Fixation,POINT (0.3831407427787781 0.2945014834403992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573593339,20087985089,1,1,"(0.3813849091529846, 0.2915976047515869)","(0.3806433081626892, 0.2845493257045746)",1,1,2.4227294921875,2.426605224609375,Fixation,POINT (0.3810141086578369 0.2880734652280808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573601672,20087993422,1,1,"(0.38041701912879944, 0.28999871015548706)","(0.3820759952068329, 0.28430747985839844)",1,1,2.421737670898437,2.4443817138671875,Fixation,POINT (0.3812465071678162 0.2871530950069428),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573610007,20088001756,1,1,"(0.38084474205970764, 0.29108676314353943)","(0.38232535123825073, 0.27997681498527527)",1,1,2.4298248291015625,2.4491119384765625,Fixation,POINT (0.3815850466489792 0.2855317890644074),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573618340,20088010089,1,1,"(0.3839584290981293, 0.2833564579486847)","(0.38782787322998047, 0.2751220464706421)",1,1,2.4303436279296875,2.438507080078125,Fixation,POINT (0.3858931511640549 0.2792392522096634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573626673,20088018422,1,1,"(0.38671427965164185, 0.2984592914581299)","(0.3913630247116089, 0.2897239029407501)",1,1,2.455184936523437,2.434677124023437,Fixation,POINT (0.3890386521816254 0.29409159719944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573635007,20088026756,1,1,"(0.38277924060821533, 0.2960320711135864)","(0.3848327398300171, 0.28395602107048035)",1,1,2.44256591796875,2.4370574951171875,Fixation,POINT (0.3838059902191162 0.2899940460920334),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573651673,20088043422,1,1,"(0.3402465879917145, 0.29811832308769226)","(0.34374579787254333, 0.29490926861763)",1,1,2.4319305419921875,2.4420928955078125,Fixation,POINT (0.3419961929321289 0.2965137958526611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573660007,20088051756,1,1,"(0.3506923317909241, 0.29538512229919434)","(0.3424256145954132, 0.28431013226509094)",1,1,2.439727783203125,2.463485717773437,Fixation,POINT (0.3465589731931686 0.2898476272821426),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573668340,20088060089,1,1,"(0.3400256335735321, 0.3115161955356598)","(0.33901992440223694, 0.2680218815803528)",1,1,2.4673614501953125,2.433807373046875,Fixation,POINT (0.3395227789878845 0.2897690385580063),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573676673,20088068422,1,1,"(0.34104418754577637, 0.3113030791282654)","(0.34389764070510864, 0.27544519305229187)",1,1,2.4344635009765625,2.454925537109375,Fixation,POINT (0.3424709141254425 0.2933741360902786),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573685007,20088076756,1,1,"(0.3407188653945923, 0.31399595737457275)","(0.343677818775177, 0.2818889021873474)",1,1,2.4426422119140625,2.420501708984375,Fixation,POINT (0.3421983420848846 0.2979424297809601),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573693339,20088085088,1,1,"(0.3394840359687805, 0.3014219105243683)","(0.3451865315437317, 0.2782335877418518)",1,1,2.4254302978515625,2.4061737060546875,Fixation,POINT (0.3423352837562561 0.28982774913311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573701672,20088093421,1,1,"(0.3430357575416565, 0.3068048357963562)","(0.34713214635849, 0.2773505747318268)",1,1,2.4402313232421875,2.4149169921875,Fixation,POINT (0.3450839519500732 0.2920777052640915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573710006,20088101755,1,1,"(0.34355250000953674, 0.29474881291389465)","(0.3449104130268097, 0.2807343900203705)",1,1,2.420989990234375,2.3971710205078125,Fixation,POINT (0.3442314565181732 0.2877416014671326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573718343,20088110092,1,1,"(0.34299665689468384, 0.2982630729675293)","(0.34253013134002686, 0.28634846210479736)",1,1,2.4126129150390625,2.4181671142578125,Fixation,POINT (0.3427633941173554 0.2923057675361633),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573726676,20088118425,1,1,"(0.34400811791419983, 0.2967514991760254)","(0.34187060594558716, 0.2803449332714081)",1,1,2.429428100585937,2.399688720703125,Fixation,POINT (0.3429393619298935 0.2885482162237167),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573735010,20088126759,1,1,"(0.3444043695926666, 0.29639023542404175)","(0.34068894386291504, 0.28107473254203796)",1,1,2.4246063232421875,2.413330078125,Fixation,POINT (0.3425466567277908 0.2887324839830399),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573743343,20088135092,1,1,"(0.33879587054252625, 0.2933364808559418)","(0.33712998032569885, 0.272642582654953)",1,1,2.42156982421875,2.413360595703125,Fixation,POINT (0.3379629254341126 0.2829895317554474),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573751676,20088143425,1,1,"(0.33832159638404846, 0.2981385886669159)","(0.3379301130771637, 0.28010010719299316)",1,1,2.423797607421875,2.408554077148437,Fixation,POINT (0.3381258547306061 0.2891193479299545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573760010,20088151759,1,1,"(0.3357452154159546, 0.3061944544315338)","(0.3411548137664795, 0.27266427874565125)",1,1,2.394866943359375,2.41015625,Fixation,POINT (0.338450014591217 0.2894293665885925),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573768343,20088160092,1,1,"(0.3389151096343994, 0.3028692901134491)","(0.34117698669433594, 0.2710772454738617)",1,1,2.426361083984375,2.3987579345703125,Fixation,POINT (0.3400460481643677 0.2869732677936554),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573776676,20088168425,1,1,"(0.3465498983860016, 0.29951927065849304)","(0.33970147371292114, 0.28251656889915466)",1,1,2.4030914306640625,2.383331298828125,Fixation,POINT (0.3431256860494614 0.2910179197788238),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573785011,20088176760,1,1,"(0.3435154855251312, 0.29643839597702026)","(0.33809688687324524, 0.2746060788631439)",1,1,2.42437744140625,2.386932373046875,Fixation,POINT (0.3408061861991882 0.2855222374200821),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573793344,20088185093,1,1,"(0.3403625786304474, 0.29846295714378357)","(0.34176450967788696, 0.2673192620277405)",1,1,2.39276123046875,2.393951416015625,Fixation,POINT (0.3410635441541672 0.282891109585762),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573801677,20088193426,1,1,"(0.339234322309494, 0.3058662712574005)","(0.33376848697662354, 0.27431175112724304)",1,1,2.4029083251953125,2.3824005126953125,Fixation,POINT (0.3365014046430588 0.2900890111923218),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573810011,20088201760,1,1,"(0.3427780866622925, 0.30317872762680054)","(0.3414241075515747, 0.2808256447315216)",1,1,2.40875244140625,2.3781890869140625,Fixation,POINT (0.3421010971069336 0.2920021861791611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573818343,20088210092,1,1,"(0.3389977216720581, 0.3106582760810852)","(0.34576088190078735, 0.2684045135974884)",1,1,2.428924560546875,2.399032592773437,Fixation,POINT (0.3423793017864227 0.2895313948392868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573826676,20088218425,1,1,"(0.33876943588256836, 0.2974337637424469)","(0.3371458053588867, 0.2744576036930084)",1,1,2.424423217773437,2.3983612060546875,Fixation,POINT (0.3379576206207275 0.2859456837177277),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573835010,20088226759,1,1,"(0.3463011384010315, 0.29873746633529663)","(0.3470313847064972, 0.28462642431259155)",1,1,2.4267120361328125,2.38751220703125,Fixation,POINT (0.3466662615537643 0.2916819453239441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573843343,20088235092,1,1,"(0.3415322005748749, 0.2920379340648651)","(0.33982330560684204, 0.28852492570877075)",1,1,2.3989410400390625,2.406234741210937,Fixation,POINT (0.3406777530908585 0.2902814298868179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573851675,20088243424,1,1,"(0.33611544966697693, 0.2903628647327423)","(0.33939510583877563, 0.285908043384552)",1,1,2.4073028564453125,2.378753662109375,Fixation,POINT (0.3377552777528763 0.2881354540586472),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573860009,20088251758,1,1,"(0.336236834526062, 0.30579689145088196)","(0.3422768712043762, 0.26569506525993347)",1,1,2.403961181640625,2.358734130859375,Fixation,POINT (0.3392568528652191 0.2857459783554077),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573868343,20088260091,1,1,"(0.34131601452827454, 0.30799269676208496)","(0.34278902411460876, 0.26579540967941284)",1,1,2.417510986328125,2.3940582275390625,Fixation,POINT (0.3420525193214416 0.2868940532207489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573876676,20088268424,1,1,"(0.341155081987381, 0.3012101948261261)","(0.3449389636516571, 0.27146756649017334)",1,1,2.39447021484375,2.38385009765625,Fixation,POINT (0.343047022819519 0.2863388806581497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573885010,20088276758,1,1,"(0.34217557311058044, 0.28784701228141785)","(0.3459143042564392, 0.28064656257629395)",1,1,2.38446044921875,2.374847412109375,Fixation,POINT (0.3440449386835098 0.2842467874288559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573893343,20088285091,1,1,"(0.34177786111831665, 0.29624953866004944)","(0.3412330448627472, 0.27283191680908203)",1,1,2.378265380859375,2.3982086181640625,Fixation,POINT (0.3415054529905319 0.2845407277345657),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573901676,20088293424,1,1,"(0.3447307348251343, 0.29728177189826965)","(0.34288328886032104, 0.2727549076080322)",1,1,2.425155639648437,2.3759918212890625,Fixation,POINT (0.3438070118427277 0.2850183397531509),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573910018,20088301766,1,1,"(0.34906280040740967, 0.2978500723838806)","(0.3442448377609253, 0.26267939805984497)",1,1,2.4031524658203125,2.3799285888671875,Fixation,POINT (0.3466538190841675 0.2802647352218628),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573918343,20088310091,1,1,"(0.3410520851612091, 0.2970397174358368)","(0.34566593170166016, 0.27939316630363464)",1,1,2.3919219970703125,2.3815460205078125,Fixation,POINT (0.3433590084314346 0.2882164418697357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573926676,20088318424,1,1,"(0.3451806902885437, 0.3166898488998413)","(0.34157055616378784, 0.2772594690322876)",1,1,2.4337921142578125,2.392791748046875,Fixation,POINT (0.3433756232261658 0.2969746589660644),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573935010,20088326758,1,1,"(0.3422408401966095, 0.29914629459381104)","(0.3408881723880768, 0.27628177404403687)",1,1,2.3928680419921875,2.3826904296875,Fixation,POINT (0.3415645062923431 0.287714034318924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573943343,20088335091,1,1,"(0.34381502866744995, 0.305664986371994)","(0.3432270586490631, 0.2868901491165161)",1,1,2.4015350341796875,2.39727783203125,Fixation,POINT (0.3435210436582565 0.2962775677442551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573951677,20088343424,1,1,"(0.3406641185283661, 0.3007848560810089)","(0.3462221920490265, 0.27864688634872437)",1,1,2.377655029296875,2.3695068359375,Fixation,POINT (0.3434431552886963 0.2897158712148666),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573960011,20088351758,1,1,"(0.3435625731945038, 0.2974322736263275)","(0.342381089925766, 0.27695295214653015)",1,1,2.4001617431640625,2.3944091796875,Fixation,POINT (0.3429718315601349 0.2871926128864288),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573968344,20088360091,1,1,"(0.34483951330184937, 0.30819231271743774)","(0.3452202081680298, 0.27313554286956787)",1,1,2.395004272460937,2.400726318359375,Fixation,POINT (0.3450298607349396 0.2906639277935028),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573976677,20088368424,1,1,"(0.343077152967453, 0.29848334193229675)","(0.3414492905139923, 0.2744233310222626)",1,1,2.401519775390625,2.3726348876953125,Fixation,POINT (0.3422632217407227 0.2864533364772797),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211573985022,20088376769,1,1,"(0.3425418734550476, 0.30456680059432983)","(0.3569723069667816, 0.27695080637931824)",1,1,2.3932037353515625,2.389495849609375,Fixation,POINT (0.3497570902109146 0.290758803486824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211574001688,20088393435,1,1,"(0.3934600055217743, 0.3016434609889984)","(0.4006310999393463, 0.2839570641517639)",1,1,2.4074859619140625,2.372787475585937,Fixation,POINT (0.3970455527305603 0.2928002625703812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211574010022,20088401769,1,1,"(0.39304473996162415, 0.30304422974586487)","(0.3967851400375366, 0.2870146930217743)",1,1,2.40277099609375,2.3653106689453125,Fixation,POINT (0.3949149399995804 0.2950294613838196),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211574018355,20088410102,1,1,"(0.3952794671058655, 0.2954421937465668)","(0.3964061439037323, 0.28832510113716125)",1,1,2.4080810546875,2.37530517578125,Fixation,POINT (0.3958428055047989 0.291883647441864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211574026688,20088418435,1,1,"(0.3982647955417633, 0.3074387311935425)","(0.4045156240463257, 0.2985042333602905)",1,1,2.4047088623046875,2.3944091796875,Fixation,POINT (0.4013902097940445 0.3029714822769165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211574035022,20088426769,1,1,"(0.39699259400367737, 0.3072129487991333)","(0.3941953480243683, 0.28836798667907715)",1,1,2.3786773681640625,2.3983306884765625,Fixation,POINT (0.3955939710140228 0.2977904677391052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211574043355,20088435102,1,1,"(0.3919095993041992, 0.3033968210220337)","(0.39381179213523865, 0.29136237502098083)",1,1,2.3910369873046875,2.378646850585937,Fixation,POINT (0.3928606957197189 0.2973795980215073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211574051688,20088443435,1,1,"(0.3938085734844208, 0.293060302734375)","(0.3969321846961975, 0.2922575771808624)",1,1,2.38232421875,2.3740234375,Fixation,POINT (0.3953703790903091 0.2926589399576187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211574060022,20088451769,1,1,"(0.3956992030143738, 0.3015527129173279)","(0.4000915586948395, 0.2886645495891571)",1,1,2.384033203125,2.3671112060546875,Fixation,POINT (0.3978953808546066 0.2951086312532425),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211574068355,20088460102,1,1,"(0.39738696813583374, 0.3044217824935913)","(0.39748355746269226, 0.284104585647583)",1,1,2.396835327148437,2.3748321533203125,Fixation,POINT (0.397435262799263 0.2942631840705872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211574076688,20088468435,1,1,"(0.38890743255615234, 0.3072691857814789)","(0.3971567451953888, 0.28289341926574707)",1,1,2.400726318359375,2.3944091796875,Fixation,POINT (0.3930320888757706 0.295081302523613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211574085021,20088476768,1,1,"(0.39382970333099365, 0.30954667925834656)","(0.393995463848114, 0.28440216183662415)",1,1,2.394638061523437,2.3925933837890625,Fixation,POINT (0.3939125835895538 0.2969744205474854),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,equals,10222579,1211574093355,20088485102,1,1,"(0.3912866413593292, 0.29681554436683655)","(0.3973696231842041, 0.2857409715652466)",1,1,2.367156982421875,2.3730621337890625,Fixation,POINT (0.3943281322717667 0.2912782579660416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
