,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,deleteCascade.0,VyhladavaciAlgoritmus.0,algorithm.0,//searcheds.0,getHibernateTemplate.0,bulkUpdate.0,"""DELETE Searched WHERE algorithm = ?"".100",new.0,Object.0,algorithm.1,//plans.0,getHibernateTemplate.1,bulkUpdate.1,"""DELETE SearchPlan WHERE algorithm = ?"".101",new.1,Object.1,algorithm.2,//prefs.0,getHibernateTemplate.2,bulkUpdate.2,"""DELETE SearchPrefs WHERE algorithm = ?"".102",new.2,Object.2,algorithm.3,//categories.0,getHibernateTemplate.3,bulkUpdate.3,"""DELETE SearchCategory WHERE algorithm = ?"".103",new.3,Object.3,algorithm.4,delete.0,algorithm.5,code,participant_summary
0,136,deleteCascade,34604973,1212154466086,20668855473,1,1,"(0.6754535436630249, 0.180874302983284)","(0.6782407760620117, 0.21245628595352173)",1,1,2.537216186523437,2.520248413085937,,POINT (0.6768471598625183 0.1966652944684029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154474419,20668863806,1,1,"(0.6853017807006836, 0.18080173432826996)","(0.6743939518928528, 0.19230413436889648)",1,1,2.534408569335937,2.52593994140625,Fixation,POINT (0.6798478662967682 0.1865529343485832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154482752,20668872139,1,1,"(0.6832960247993469, 0.18727754056453705)","(0.6685761213302612, 0.20869144797325134)",1,1,2.5383453369140625,2.496337890625,Fixation,POINT (0.6759360730648041 0.1979844942688942),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154491086,20668880473,1,1,"(0.684478759765625, 0.18019868433475494)","(0.67280113697052, 0.2043277472257614)",1,1,2.5288848876953125,2.474945068359375,Fixation,POINT (0.6786399483680725 0.1922632157802582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154499419,20668888806,1,1,"(0.6865407824516296, 0.19435694813728333)","(0.6717265844345093, 0.2000163346529007)",1,1,2.49615478515625,2.499176025390625,Fixation,POINT (0.6791336834430695 0.197186641395092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154507752,20668897139,1,1,"(0.6798981428146362, 0.1800786405801773)","(0.6764876842498779, 0.19804930686950684)",1,1,2.520965576171875,2.49371337890625,Fixation,POINT (0.6781929135322571 0.1890639737248421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154516086,20668905473,1,1,"(0.6853827834129333, 0.1753939539194107)","(0.673478901386261, 0.2016163468360901)",1,1,2.5211181640625,2.497406005859375,Fixation,POINT (0.6794308423995972 0.1885051503777504),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154524426,20668913813,1,1,"(0.687168300151825, 0.18762937188148499)","(0.6739038825035095, 0.20011869072914124)",1,1,2.485443115234375,2.513824462890625,Fixation,POINT (0.6805360913276672 0.1938740313053131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154532759,20668922146,1,1,"(0.6876103281974792, 0.1929812878370285)","(0.6749727725982666, 0.20678633451461792)",1,1,2.528717041015625,2.4905242919921875,Fixation,POINT (0.6812915503978729 0.1998838111758232),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154541093,20668930480,1,1,"(0.68666011095047, 0.16863372921943665)","(0.6706017255783081, 0.21365000307559967)",1,1,2.5228729248046875,2.481903076171875,Fixation,POINT (0.678630918264389 0.1911418661475182),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154549426,20668938813,1,1,"(0.6909060478210449, 0.17716743052005768)","(0.6772751212120056, 0.20286870002746582)",1,1,2.5085906982421875,2.5016021728515625,Fixation,POINT (0.6840905845165253 0.1900180652737618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154557760,20668947146,1,1,"(0.6883814334869385, 0.17266730964183807)","(0.6716554760932922, 0.2064465582370758)",1,1,2.523895263671875,2.503036499023437,Fixation,POINT (0.6800184547901154 0.1895569339394569),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154566094,20668955480,1,1,"(0.6907780766487122, 0.19031108915805817)","(0.6714150309562683, 0.20384031534194946)",1,1,2.5026092529296875,2.491241455078125,Fixation,POINT (0.6810965538024902 0.1970757022500038),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154574427,20668963813,1,1,"(0.693482518196106, 0.1770477592945099)","(0.6690216660499573, 0.20191837847232819)",1,1,2.5160369873046875,2.4948883056640625,Fixation,POINT (0.6812520921230316 0.189483068883419),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154582760,20668972146,1,1,"(0.6878104209899902, 0.18094398081302643)","(0.6758191585540771, 0.20188914239406586)",1,1,2.5016021728515625,2.4942626953125,Fixation,POINT (0.6818147897720337 0.1914165616035461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154591094,20668980480,1,1,"(0.6841148138046265, 0.19860748946666718)","(0.6723914742469788, 0.19882655143737793)",1,1,2.5111083984375,2.517578125,Fixation,POINT (0.6782531440258026 0.1987170204520226),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154599427,20668988813,1,1,"(0.6854188442230225, 0.18699830770492554)","(0.673046886920929, 0.19868110120296478)",1,1,2.5116424560546875,2.49786376953125,Fixation,POINT (0.6792328655719757 0.1928397044539452),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154607760,20668997146,1,1,"(0.6869838237762451, 0.1951194554567337)","(0.6700657606124878, 0.21113449335098267)",1,1,2.515121459960937,2.4978485107421875,Fixation,POINT (0.6785247921943665 0.2031269744038582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154616094,20669005480,1,1,"(0.6884821057319641, 0.1743430644273758)","(0.6684708595275879, 0.20371700823307037)",1,1,2.515975952148437,2.52630615234375,Fixation,POINT (0.678476482629776 0.1890300363302231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154624427,20669013813,1,1,"(0.6811131834983826, 0.16917784512043)","(0.6815314292907715, 0.19724474847316742)",1,1,2.5111083984375,2.4891815185546875,Fixation,POINT (0.681322306394577 0.1832112967967987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154632760,20669022146,1,1,"(0.683363676071167, 0.17592304944992065)","(0.6792358756065369, 0.1942942887544632)",1,1,2.511810302734375,2.496612548828125,Fixation,POINT (0.6812997758388519 0.1851086691021919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154641093,20669030479,1,1,"(0.6873484253883362, 0.17110495269298553)","(0.6807669401168823, 0.21264606714248657)",1,1,2.5273895263671875,2.5130615234375,Fixation,POINT (0.6840576827526093 0.191875509917736),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154649429,20669038815,1,1,"(0.6872249841690063, 0.16530577838420868)","(0.6815711855888367, 0.18935973942279816)",1,1,2.5136260986328125,2.529693603515625,Fixation,POINT (0.6843980848789215 0.1773327589035034),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154657766,20669047152,1,1,"(0.6861689686775208, 0.17791378498077393)","(0.6795720458030701, 0.20459727942943573)",1,1,2.543426513671875,2.518157958984375,Fixation,POINT (0.6828705072402954 0.1912555322051048),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154666098,20669055484,1,1,"(0.6836780309677124, 0.17987367510795593)","(0.6801450848579407, 0.2133484184741974)",1,1,2.5040740966796875,2.5094451904296875,Fixation,POINT (0.6819115579128265 0.1966110467910767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154674433,20669063819,1,1,"(0.682364821434021, 0.19806130230426788)","(0.67722088098526, 0.19847315549850464)",1,1,2.527618408203125,2.509506225585937,Fixation,POINT (0.6797928512096405 0.1982672289013863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154682766,20669072152,1,1,"(0.6840730905532837, 0.17428888380527496)","(0.6761905550956726, 0.19674642384052277)",1,1,2.509613037109375,2.525131225585937,Fixation,POINT (0.6801318228244781 0.1855176538228989),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154691099,20669080485,1,1,"(0.6786798238754272, 0.17279621958732605)","(0.6748749613761902, 0.2130625993013382)",1,1,2.525848388671875,2.50799560546875,Fixation,POINT (0.6767773926258087 0.1929294094443321),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154699433,20669088819,1,1,"(0.6774941682815552, 0.17239674925804138)","(0.671856164932251, 0.19221411645412445)",1,1,2.5301971435546875,2.510894775390625,Fixation,POINT (0.6746751666069031 0.1823054328560829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154707766,20669097152,1,1,"(0.684120774269104, 0.18659190833568573)","(0.6777012348175049, 0.2119017094373703)",1,1,2.52471923828125,2.513824462890625,Fixation,POINT (0.6809110045433044 0.199246808886528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154716099,20669105485,1,1,"(0.6848459839820862, 0.18264612555503845)","(0.6760470271110535, 0.1987108290195465)",1,1,2.5099029541015625,2.508407592773437,Fixation,POINT (0.6804465055465698 0.1906784772872925),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154724433,20669113819,1,1,"(0.6843932867050171, 0.17850802838802338)","(0.6834073066711426, 0.21079348027706146)",1,1,2.4953765869140625,2.5007781982421875,Fixation,POINT (0.6839002966880798 0.1946507543325424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154732766,20669122152,1,1,"(0.685491144657135, 0.1788080930709839)","(0.6837894916534424, 0.20832489430904388)",1,1,2.508514404296875,2.4915771484375,Fixation,POINT (0.6846403181552887 0.1935664936900139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154741099,20669130485,1,1,"(0.6913047432899475, 0.1812129020690918)","(0.6778088808059692, 0.19723083078861237)",1,1,2.519073486328125,2.5157623291015625,Fixation,POINT (0.6845568120479584 0.1892218664288521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154749433,20669138819,1,1,"(0.6860681772232056, 0.1828063279390335)","(0.675737202167511, 0.207734614610672)",1,1,2.5070343017578125,2.4928741455078125,Fixation,POINT (0.6809026896953583 0.1952704712748528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154757766,20669147152,1,1,"(0.6789946556091309, 0.19825395941734314)","(0.6771053075790405, 0.20462995767593384)",1,1,2.498809814453125,2.49005126953125,Fixation,POINT (0.6780499815940857 0.2014419585466385),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212154832773,20669222158,1,1,"(0.16319474577903748, 0.19675154983997345)","(0.16388016939163208, 0.21108540892601013)",1,1,2.481048583984375,2.5318145751953125,Fixation,POINT (0.1635374575853348 0.2039184793829918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154841106,20669230491,1,1,"(0.16092953085899353, 0.1963614970445633)","(0.15933433175086975, 0.2106344997882843)",1,1,2.4661865234375,2.5458526611328125,Fixation,POINT (0.1601319313049316 0.2034979984164238),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154849440,20669238825,1,1,"(0.15898767113685608, 0.20271852612495422)","(0.1604398488998413, 0.20632781088352203)",1,1,2.4617156982421875,2.5179443359375,Fixation,POINT (0.1597137600183487 0.2045231685042381),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154857775,20669247160,1,1,"(0.1591557264328003, 0.21175377070903778)","(0.1638086587190628, 0.20370140671730042)",1,1,2.4500885009765625,2.518524169921875,Fixation,POINT (0.1614821925759316 0.2077275887131691),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154866108,20669255493,1,1,"(0.160369873046875, 0.20257991552352905)","(0.15754443407058716, 0.20882169902324677)",1,1,2.437713623046875,2.5055084228515625,Fixation,POINT (0.1589571535587311 0.2057008072733879),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154874442,20669263827,1,1,"(0.16431361436843872, 0.2064654678106308)","(0.1604195088148117, 0.20914055407047272)",1,1,2.4378814697265625,2.5062255859375,Fixation,POINT (0.1623665615916252 0.2078030109405518),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154882775,20669272160,1,1,"(0.1634763926267624, 0.21971264481544495)","(0.15920893847942352, 0.19773414731025696)",1,1,2.4295654296875,2.4893341064453125,Fixation,POINT (0.161342665553093 0.208723396062851),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154891108,20669280493,1,1,"(0.161813884973526, 0.20472516119480133)","(0.15977416932582855, 0.21685002744197845)",1,1,2.440414428710937,2.482696533203125,Fixation,POINT (0.1607940271496773 0.2107875943183899),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154899442,20669288827,1,1,"(0.1656094193458557, 0.20802627503871918)","(0.15380676090717316, 0.21540018916130066)",1,1,2.4476318359375,2.4763641357421875,Fixation,POINT (0.1597080901265144 0.2117132321000099),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154907766,20669297151,1,1,"(0.16500303149223328, 0.20363236963748932)","(0.15769894421100616, 0.20282872021198273)",1,1,2.444198608398437,2.471221923828125,Fixation,POINT (0.1613509878516197 0.203230544924736),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154916104,20669305489,1,1,"(0.16299937665462494, 0.20340071618556976)","(0.16242995858192444, 0.2158467173576355)",1,1,2.42864990234375,2.462265014648437,Fixation,POINT (0.1627146676182747 0.2096237167716026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154924437,20669313822,1,1,"(0.16014811396598816, 0.2106774002313614)","(0.1580674648284912, 0.20630820095539093)",1,1,2.4344635009765625,2.45977783203125,Fixation,POINT (0.1591077893972397 0.2084928005933762),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154932770,20669322155,1,1,"(0.16136051714420319, 0.20685063302516937)","(0.15633055567741394, 0.21273274719715118)",1,1,2.417953491210937,2.45538330078125,Fixation,POINT (0.1588455364108086 0.2097916901111603),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154941105,20669330490,1,1,"(0.1595909595489502, 0.2009214460849762)","(0.15656554698944092, 0.19963476061820984)",1,1,2.4290771484375,2.4635467529296875,Fixation,POINT (0.1580782532691956 0.200278103351593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154949438,20669338823,1,1,"(0.15748047828674316, 0.20253506302833557)","(0.15683799982070923, 0.20809920132160187)",1,1,2.413238525390625,2.4477691650390625,Fixation,POINT (0.1571592390537262 0.2053171321749687),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154957771,20669347156,1,1,"(0.16620664298534393, 0.20979049801826477)","(0.16302582621574402, 0.2046639770269394)",1,1,2.4024200439453125,2.45550537109375,Fixation,POINT (0.164616234600544 0.2072272375226021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154966105,20669355490,1,1,"(0.16546760499477386, 0.21458309888839722)","(0.15458203852176666, 0.20053908228874207)",1,1,2.38763427734375,2.4563446044921875,Fixation,POINT (0.1600248217582703 0.2075610905885696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154974438,20669363823,1,1,"(0.16282114386558533, 0.2080528289079666)","(0.1564137190580368, 0.21212057769298553)",1,1,2.400970458984375,2.4482574462890625,Fixation,POINT (0.1596174314618111 0.2100867033004761),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154982771,20669372156,1,1,"(0.16108965873718262, 0.20735065639019012)","(0.16374443471431732, 0.20965637266635895)",1,1,2.3967742919921875,2.442657470703125,Fixation,POINT (0.16241704672575 0.2085035145282745),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154991105,20669380490,1,1,"(0.16741545498371124, 0.21648205816745758)","(0.15328499674797058, 0.20572246611118317)",1,1,2.4001617431640625,2.4489288330078125,Fixation,POINT (0.1603502258658409 0.2111022621393204),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212154999438,20669388823,1,1,"(0.16108812391757965, 0.21230973303318024)","(0.15679438412189484, 0.21258585155010223)",1,1,2.413177490234375,2.43389892578125,Fixation,POINT (0.1589412540197372 0.2124477922916412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155007771,20669397156,1,1,"(0.16644948720932007, 0.214451402425766)","(0.15905602276325226, 0.21755772829055786)",1,1,2.3810577392578125,2.438140869140625,Fixation,POINT (0.1627527549862862 0.2160045653581619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155016105,20669405490,1,1,"(0.15863575041294098, 0.20627015829086304)","(0.15721851587295532, 0.21051566302776337)",1,1,2.424041748046875,2.429931640625,Fixation,POINT (0.1579271331429482 0.2083929106593132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155024438,20669413823,1,1,"(0.16529041528701782, 0.19961954653263092)","(0.16052094101905823, 0.19731669127941132)",1,1,2.408676147460937,2.435089111328125,Fixation,POINT (0.162905678153038 0.1984681189060211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155032771,20669422156,1,1,"(0.16469097137451172, 0.20717863738536835)","(0.16115786135196686, 0.19551503658294678)",1,1,2.3990631103515625,2.4225616455078125,Fixation,POINT (0.1629244163632393 0.2013468369841576),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155041105,20669430490,1,1,"(0.1570703536272049, 0.2005244493484497)","(0.15719661116600037, 0.21325939893722534)",1,1,2.3999786376953125,2.4358367919921875,Fixation,POINT (0.1571334823966026 0.2068919241428375),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155049445,20669438830,1,1,"(0.1644534170627594, 0.2113053798675537)","(0.15581044554710388, 0.2189066857099533)",1,1,2.415878295898437,2.43353271484375,Fixation,POINT (0.1601319313049316 0.2151060327887535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155057779,20669447163,1,1,"(0.164222851395607, 0.20697113871574402)","(0.16680507361888885, 0.2169148176908493)",1,1,2.4017486572265625,2.42681884765625,Fixation,POINT (0.1655139625072479 0.2119429782032967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155066113,20669455497,1,1,"(0.15439645946025848, 0.20722784101963043)","(0.16475129127502441, 0.20733687281608582)",1,1,2.3978424072265625,2.412872314453125,Fixation,POINT (0.1595738753676414 0.2072823569178581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155074446,20669463830,1,1,"(0.159593403339386, 0.20462918281555176)","(0.1584126204252243, 0.20541155338287354)",1,1,2.4130096435546875,2.43524169921875,Fixation,POINT (0.1590030118823052 0.2050203680992126),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155099446,20669488830,1,1,"(0.09221602231264114, 0.17904619872570038)","(0.09753567725419998, 0.1939941942691803)",1,1,2.3773345947265625,2.386093139648437,Fixation,POINT (0.0948758497834206 0.1865201964974403),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155107779,20669497163,1,1,"(0.08772168308496475, 0.19198855757713318)","(0.10200510919094086, 0.1957499086856842)",1,1,2.365463256835937,2.412322998046875,Fixation,POINT (0.0948633961379528 0.1938692331314087),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155116113,20669505497,1,1,"(0.08621197193861008, 0.19017471373081207)","(0.09686353802680969, 0.19610631465911865)",1,1,2.39154052734375,2.418060302734375,Fixation,POINT (0.0915377549827099 0.1931405141949654),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155124445,20669513829,1,1,"(0.09001199901103973, 0.1882024109363556)","(0.09133408963680267, 0.19298933446407318)",1,1,2.39093017578125,2.4129791259765625,Fixation,POINT (0.0906730443239212 0.1905958727002144),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155132779,20669522163,1,1,"(0.09282584488391876, 0.19006995856761932)","(0.0904872938990593, 0.1928696483373642)",1,1,2.3889312744140625,2.408355712890625,Fixation,POINT (0.091656569391489 0.1914698034524918),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155141113,20669530497,1,1,"(0.09197602421045303, 0.19145120680332184)","(0.09189043939113617, 0.20309098064899445)",1,1,2.393417358398437,2.396514892578125,Fixation,POINT (0.0919332318007946 0.1972710937261581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155149445,20669538829,1,1,"(0.08831415325403214, 0.18142405152320862)","(0.0966266542673111, 0.19696073234081268)",1,1,2.3874664306640625,2.4012451171875,Fixation,POINT (0.0924704037606716 0.1891923919320106),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155157778,20669547162,1,1,"(0.08534442633390427, 0.1946202665567398)","(0.09374962747097015, 0.20444658398628235)",1,1,2.3896484375,2.410491943359375,Fixation,POINT (0.0895470269024372 0.1995334252715111),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155166112,20669555496,1,1,"(0.08886580169200897, 0.1985834389925003)","(0.09376531094312668, 0.19848944246768951)",1,1,2.391082763671875,2.41839599609375,Fixation,POINT (0.0913155563175678 0.1985364407300949),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155174445,20669563829,1,1,"(0.08378913998603821, 0.1967359483242035)","(0.09801042824983597, 0.18619085848331451)",1,1,2.392791748046875,2.401031494140625,Fixation,POINT (0.0908997841179371 0.191463403403759),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155182790,20669572174,1,1,"(0.08434154093265533, 0.18821972608566284)","(0.09736180305480957, 0.20287609100341797)",1,1,2.3872222900390625,2.397003173828125,Fixation,POINT (0.0908516719937324 0.1955479085445404),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155191115,20669580499,1,1,"(0.0883014127612114, 0.18621757626533508)","(0.0962676927447319, 0.20351149141788483)",1,1,2.407562255859375,2.3994293212890625,Fixation,POINT (0.0922845527529716 0.19486453384161),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155199456,20669588840,1,1,"(0.08861568570137024, 0.20130309462547302)","(0.09409532696008682, 0.2041505128145218)",1,1,2.3895416259765625,2.3914337158203125,Fixation,POINT (0.0913555063307285 0.2027268037199974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155207790,20669597174,1,1,"(0.08968760818243027, 0.19210098683834076)","(0.09765524417161942, 0.20664869248867035)",1,1,2.3994903564453125,2.39208984375,Fixation,POINT (0.0936714261770248 0.1993748396635056),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155216123,20669605507,1,1,"(0.08994841575622559, 0.19957458972930908)","(0.09676650911569595, 0.19117452204227448)",1,1,2.3928680419921875,2.369140625,Fixation,POINT (0.0933574624359608 0.1953745558857918),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155224448,20669613832,1,1,"(0.09214115887880325, 0.18321138620376587)","(0.09917803853750229, 0.197940856218338)",1,1,2.373382568359375,2.417877197265625,Fixation,POINT (0.0956595987081528 0.1905761212110519),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155232790,20669622174,1,1,"(0.08744331449270248, 0.19380871951580048)","(0.09404344111680984, 0.19119495153427124)",1,1,2.401123046875,2.401596069335937,Fixation,POINT (0.0907433778047562 0.1925018355250359),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155241123,20669630507,1,1,"(0.08606193959712982, 0.18851697444915771)","(0.09483727812767029, 0.20128722488880157)",1,1,2.406646728515625,2.4224090576171875,Fixation,POINT (0.0904496088624 0.1949020996689796),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,deleteCascade,34604973,1212155249456,20669638840,1,1,"(0.08665896207094193, 0.18269610404968262)","(0.09152442216873169, 0.20150241255760193)",1,1,2.387802124023437,2.393173217773437,Fixation,POINT (0.0890916921198368 0.1920992583036423),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
