,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,deleteCascade.0,VyhladavaciAlgoritmus.0,algorithm.0,//searcheds.0,getHibernateTemplate.0,bulkUpdate.0,"""DELETE Searched WHERE algorithm = ?"".100",new.0,Object.0,algorithm.1,//plans.0,getHibernateTemplate.1,bulkUpdate.1,"""DELETE SearchPlan WHERE algorithm = ?"".101",new.1,Object.1,algorithm.2,//prefs.0,getHibernateTemplate.2,bulkUpdate.2,"""DELETE SearchPrefs WHERE algorithm = ?"".102",new.2,Object.2,algorithm.3,//categories.0,getHibernateTemplate.3,bulkUpdate.3,"""DELETE SearchCategory WHERE algorithm = ?"".103",new.3,Object.3,algorithm.4,delete.0,algorithm.5,code,participant_summary
0,136,deleteCascade,34604973,1212168491640,20682880964,1,1,"(0.054347094148397446, 0.46927669644355774)","(0.06957387924194336, 0.455005019903183)",1,1,2.474472045898437,2.453231811523437,Fixation,POINT (0.0619604866951704 0.4621408581733704),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168499974,20682889298,1,1,"(0.053100958466529846, 0.47090011835098267)","(0.06942903250455856, 0.4551100432872772)",1,1,2.4773712158203125,2.411849975585937,Fixation,POINT (0.0612649954855442 0.4630050808191299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168508307,20682897631,1,1,"(0.051366355270147324, 0.47460034489631653)","(0.07472136616706848, 0.45424824953079224)",1,1,2.473175048828125,2.4478912353515625,Fixation,POINT (0.0630438607186079 0.4644242972135544),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0,136,deleteCascade,34604973,1212168516640,20682905964,1,1,"(0.05425009876489639, 0.48839566111564636)","(0.0743100643157959, 0.45700564980506897)",1,1,2.4864654541015625,2.446624755859375,Fixation,POINT (0.0642800815403462 0.4727006554603577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168524974,20682914298,1,1,"(0.056925635784864426, 0.4814157485961914)","(0.06832549721002579, 0.45887741446495056)",1,1,2.4498443603515625,2.4472808837890625,Fixation,POINT (0.0626255664974451 0.470146581530571),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0,136,deleteCascade,34604973,1212168533307,20682922631,1,1,"(0.06521931290626526, 0.4739685654640198)","(0.06405127048492432, 0.46145597100257874)",1,1,2.450424194335937,2.438140869140625,Fixation,POINT (0.0646352916955948 0.4677122682332993),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0,136,deleteCascade,34604973,1212168541640,20682930964,1,1,"(0.05812155827879906, 0.47204989194869995)","(0.07112634181976318, 0.45125892758369446)",1,1,2.4608306884765625,2.431625366210937,Fixation,POINT (0.0646239500492811 0.4616544097661972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168549979,20682939303,1,1,"(0.054210174828767776, 0.4611484706401825)","(0.07224974036216736, 0.4583769142627716)",1,1,2.489013671875,2.442962646484375,Fixation,POINT (0.0632299575954676 0.459762692451477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168558312,20682947636,1,1,"(0.06414607167243958, 0.4671328663825989)","(0.0692777931690216, 0.45675963163375854)",1,1,2.4451446533203125,2.46978759765625,Fixation,POINT (0.0667119324207306 0.4619462490081787),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0,136,deleteCascade,34604973,1212168566645,20682955969,1,1,"(0.05470830202102661, 0.46440231800079346)","(0.06976055353879929, 0.45155826210975647)",1,1,2.473129272460937,2.4747467041015625,Fixation,POINT (0.062234427779913 0.457980290055275),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0,136,deleteCascade,34604973,1212168574979,20682964303,1,1,"(0.0593806616961956, 0.4540850818157196)","(0.06710248440504074, 0.4480479061603546)",1,1,2.5100860595703125,2.454254150390625,Fixation,POINT (0.0632415730506182 0.4510664939880371),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0,136,deleteCascade,34604973,1212168583312,20682972636,1,1,"(0.06295064091682434, 0.46788734197616577)","(0.07183246314525604, 0.4779186248779297)",1,1,2.4718475341796875,2.450836181640625,Fixation,POINT (0.0673915520310402 0.4729029834270477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168741652,20683130975,1,1,"(0.7019903063774109, 0.18404147028923035)","(0.64410001039505, 0.33062589168548584)",1,1,2.5717315673828125,2.361602783203125,,POINT (0.6730451583862305 0.2573336809873581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168758319,20683147642,1,1,"(0.6984038352966309, 0.1889600306749344)","(0.7077139019966125, 0.17010608315467834)",1,1,2.5802459716796875,2.474227905273437,Fixation,POINT (0.7030588686466217 0.1795330569148064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168766652,20683155975,1,1,"(0.7006738185882568, 0.19664978981018066)","(0.7130856513977051, 0.1652706414461136)",1,1,2.5835113525390625,2.4931640625,Fixation,POINT (0.706879734992981 0.1809602156281471),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168774986,20683164309,1,1,"(0.6992974281311035, 0.19437375664710999)","(0.7100554704666138, 0.17262575030326843)",1,1,2.5760498046875,2.5076904296875,Fixation,POINT (0.7046764492988586 0.1834997534751892),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168783319,20683172642,1,1,"(0.6978302597999573, 0.19125884771347046)","(0.70638108253479, 0.1677408069372177)",1,1,2.57318115234375,2.48388671875,Fixation,POINT (0.7021056711673737 0.1794998273253441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168791652,20683180975,1,1,"(0.6979074478149414, 0.18802613019943237)","(0.6989625692367554, 0.17853902280330658)",1,1,2.573333740234375,2.4885711669921875,Fixation,POINT (0.6984350085258484 0.1832825765013695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168799985,20683189308,1,1,"(0.7017527222633362, 0.19114750623703003)","(0.7003214359283447, 0.1866586059331894)",1,1,2.585189819335937,2.4757080078125,Fixation,POINT (0.7010370790958405 0.1889030560851097),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168808320,20683197642,1,1,"(0.6984961628913879, 0.19446758925914764)","(0.7012746930122375, 0.1854754388332367)",1,1,2.5818634033203125,2.492294311523437,Fixation,POINT (0.6998854279518127 0.1899715140461922),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168816658,20683205980,1,1,"(0.7001479268074036, 0.19016842544078827)","(0.7025659680366516, 0.18448328971862793)",1,1,2.5799102783203125,2.4679412841796875,Fixation,POINT (0.7013569474220276 0.1873258575797081),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168824991,20683214313,1,1,"(0.7000353932380676, 0.19946324825286865)","(0.7055853009223938, 0.18164822459220886)",1,1,2.582626342773437,2.4780731201171875,Fixation,POINT (0.7028103470802307 0.1905557364225388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168833325,20683222647,1,1,"(0.6992884874343872, 0.18899992108345032)","(0.6962307095527649, 0.1767202764749527)",1,1,2.5703887939453125,2.4773712158203125,Fixation,POINT (0.697759598493576 0.1828600987792015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168841658,20683230980,1,1,"(0.6935467720031738, 0.18378421664237976)","(0.694805383682251, 0.18075208365917206)",1,1,2.5534210205078125,2.4727935791015625,Fixation,POINT (0.6941760778427124 0.1822681501507759),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168849991,20683239313,1,1,"(0.6976265907287598, 0.1858251839876175)","(0.6889544129371643, 0.1731250137090683)",1,1,2.5857391357421875,2.466094970703125,Fixation,POINT (0.693290501832962 0.1794750988483429),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168858325,20683247647,1,1,"(0.6980307102203369, 0.17684218287467957)","(0.6907128095626831, 0.17573513090610504)",1,1,2.5628204345703125,2.443328857421875,Fixation,POINT (0.69437175989151 0.1762886568903923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168866658,20683255980,1,1,"(0.6949935555458069, 0.1755467653274536)","(0.6880898475646973, 0.1698266565799713)",1,1,2.565673828125,2.4409332275390625,Fixation,POINT (0.6915417015552521 0.1726867109537125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168874991,20683264313,1,1,"(0.7020941972732544, 0.1897033303976059)","(0.689111053943634, 0.1692267209291458)",1,1,2.5662994384765625,2.4815673828125,Fixation,POINT (0.6956026256084442 0.1794650256633758),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168883325,20683272647,1,1,"(0.6891860365867615, 0.14070424437522888)","(0.6940081119537354, 0.16592112183570862)",1,1,2.548675537109375,2.48004150390625,Fixation,POINT (0.6915970742702484 0.1533126831054688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168891658,20683280980,1,1,"(0.6929286122322083, 0.1573653519153595)","(0.6923008561134338, 0.17415525019168854)",1,1,2.529510498046875,2.434783935546875,Fixation,POINT (0.692614734172821 0.165760301053524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168899991,20683289313,1,1,"(0.7029468417167664, 0.15870852768421173)","(0.6941984295845032, 0.17150816321372986)",1,1,2.52630615234375,2.4412841796875,Fixation,POINT (0.6985726356506348 0.1651083454489708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168908325,20683297647,1,1,"(0.7036851048469543, 0.1502828747034073)","(0.6996068358421326, 0.16783805191516876)",1,1,2.536834716796875,2.4652252197265625,Fixation,POINT (0.7016459703445435 0.159060463309288),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168916658,20683305980,1,1,"(0.7018967866897583, 0.15989942848682404)","(0.6996819972991943, 0.17291489243507385)",1,1,2.53729248046875,2.480712890625,Fixation,POINT (0.7007893919944763 0.1664071604609489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168924991,20683314313,1,1,"(0.7037856578826904, 0.15484951436519623)","(0.6990482807159424, 0.1762283891439438)",1,1,2.533676147460937,2.4635009765625,Fixation,POINT (0.7014169692993164 0.16553895175457),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168933325,20683322647,1,1,"(0.7007056474685669, 0.15054458379745483)","(0.7001030445098877, 0.17817386984825134)",1,1,2.531478881835937,2.457244873046875,Fixation,POINT (0.7004043459892273 0.1643592268228531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168941660,20683330981,1,1,"(0.7041196823120117, 0.14835065603256226)","(0.7013735771179199, 0.16776859760284424)",1,1,2.5325164794921875,2.44964599609375,Fixation,POINT (0.7027466297149658 0.1580596268177032),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168949993,20683339314,1,1,"(0.7041130661964417, 0.1519368290901184)","(0.701026201248169, 0.16792267560958862)",1,1,2.5355224609375,2.4447021484375,Fixation,POINT (0.7025696337223053 0.1599297523498535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168958327,20683347648,1,1,"(0.7047665119171143, 0.14248639345169067)","(0.7024732828140259, 0.17229487001895905)",1,1,2.51690673828125,2.449920654296875,Fixation,POINT (0.7036198973655701 0.1573906317353249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168966660,20683355981,1,1,"(0.7018458247184753, 0.14544636011123657)","(0.7023885250091553, 0.17820236086845398)",1,1,2.525543212890625,2.4426422119140625,Fixation,POINT (0.7021171748638153 0.1618243604898453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168974993,20683364314,1,1,"(0.703667938709259, 0.13875864446163177)","(0.705466091632843, 0.15910698473453522)",1,1,2.5069122314453125,2.455047607421875,Fixation,POINT (0.704567015171051 0.1489328145980835),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168983327,20683372648,1,1,"(0.7024959921836853, 0.13326533138751984)","(0.6991955041885376, 0.1628856509923935)",1,1,2.494873046875,2.424057006835937,Fixation,POINT (0.7008457481861115 0.1480754911899567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168991660,20683380981,1,1,"(0.7030302286148071, 0.1317300945520401)","(0.6988233923912048, 0.16369697451591492)",1,1,2.503890991210937,2.424423217773437,Fixation,POINT (0.700926810503006 0.1477135345339775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212168999993,20683389314,1,1,"(0.6989189386367798, 0.13667035102844238)","(0.7013453841209412, 0.1695152372121811)",1,1,2.4921875,2.436126708984375,Fixation,POINT (0.7001321613788605 0.1530927941203117),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169008327,20683397648,1,1,"(0.6985273957252502, 0.13904151320457458)","(0.7029540538787842, 0.1484575867652893)",1,1,2.4973907470703125,2.421493530273437,Fixation,POINT (0.7007407248020172 0.143749549984932),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,deleteCascade,34604973,1212169016660,20683405981,1,1,"(0.6930487155914307, 0.1356993317604065)","(0.7033676505088806, 0.14887796342372894)",1,1,2.48370361328125,2.442108154296875,Fixation,POINT (0.6982081830501556 0.1422886475920677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,deleteCascade,34604973,1212169024993,20683414314,1,1,"(0.6979369521141052, 0.14223945140838623)","(0.6978611350059509, 0.14494526386260986)",1,1,2.466781616210937,2.418914794921875,Fixation,POINT (0.6978990435600281 0.143592357635498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169033327,20683422648,1,1,"(0.6936822533607483, 0.13094910979270935)","(0.7001122832298279, 0.14685814082622528)",1,1,2.455413818359375,2.4079742431640625,Fixation,POINT (0.6968972682952881 0.1389036253094673),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,deleteCascade,34604973,1212169041660,20683430981,1,1,"(0.6977624297142029, 0.14652663469314575)","(0.7000936269760132, 0.163967102766037)",1,1,2.437164306640625,2.4041290283203125,Fixation,POINT (0.698928028345108 0.1552468687295914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169049993,20683439314,1,1,"(0.6987075209617615, 0.14676910638809204)","(0.7038908004760742, 0.1706492304801941)",1,1,2.4717254638671875,2.39398193359375,Fixation,POINT (0.7012991607189178 0.1587091684341431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169058327,20683447648,1,1,"(0.6976312398910522, 0.1376049816608429)","(0.7063761949539185, 0.166797935962677)",1,1,2.457916259765625,2.38037109375,Fixation,POINT (0.7020037174224854 0.15220145881176),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169066660,20683455981,1,1,"(0.6954637765884399, 0.14541493356227875)","(0.7037345767021179, 0.16943632066249847)",1,1,2.45172119140625,2.39605712890625,Fixation,POINT (0.6995991766452789 0.1574256271123886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169075001,20683464322,1,1,"(0.6949939131736755, 0.14996537566184998)","(0.6923111081123352, 0.17154307663440704)",1,1,2.4560089111328125,2.40380859375,Fixation,POINT (0.6936525106430054 0.1607542261481285),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169166669,20683555989,1,1,"(0.09426885098218918, 0.629005491733551)","(0.08740457892417908, 0.5994513630867004)",1,1,2.391464233398437,2.43267822265625,Fixation,POINT (0.0908367149531841 0.6142284274101257),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169175002,20683564322,1,1,"(0.10926748812198639, 0.6228886246681213)","(0.09808406978845596, 0.6004939675331116)",1,1,2.3839569091796875,2.445068359375,Fixation,POINT (0.1036757789552212 0.6116912961006165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169183336,20683572656,1,1,"(0.10750985145568848, 0.6281658411026001)","(0.09053866565227509, 0.6008926033973694)",1,1,2.3506622314453125,2.39776611328125,Fixation,POINT (0.0990242585539818 0.6145292222499847),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169191669,20683580989,1,1,"(0.11081743985414505, 0.6252506971359253)","(0.09963773936033249, 0.6095474362373352)",1,1,2.3621368408203125,2.404266357421875,Fixation,POINT (0.1052275896072388 0.6173990666866302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169200002,20683589322,1,1,"(0.10870044678449631, 0.6381042003631592)","(0.08891391009092331, 0.6115816831588745)",1,1,2.337188720703125,2.3856201171875,Fixation,POINT (0.0988071784377098 0.6248429417610168),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169208338,20683597658,1,1,"(0.10154042392969131, 0.6473516821861267)","(0.09888166189193726, 0.6057376861572266)",1,1,2.342987060546875,2.4215240478515625,Fixation,POINT (0.1002110429108143 0.6265446841716766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169216672,20683605992,1,1,"(0.10722806304693222, 0.6311197876930237)","(0.09340372681617737, 0.5985134243965149)",1,1,2.3261260986328125,2.4043731689453125,Fixation,POINT (0.1003158949315548 0.6148166060447693),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169225005,20683614325,1,1,"(0.08910372853279114, 0.6349631547927856)","(0.09733537584543228, 0.5967252254486084)",1,1,2.326080322265625,2.4075164794921875,Fixation,POINT (0.0932195521891117 0.615844190120697),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169233339,20683622659,1,1,"(0.09825350344181061, 0.6475041508674622)","(0.09440720826387405, 0.6074265241622925)",1,1,2.371978759765625,2.3966217041015625,Fixation,POINT (0.0963303558528423 0.6274653375148773),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169241672,20683630992,1,1,"(0.09017857909202576, 0.6484349370002747)","(0.10008113086223602, 0.6123728156089783)",1,1,2.34735107421875,2.3909912109375,Fixation,POINT (0.0951298549771309 0.6304038763046265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169250005,20683639325,1,1,"(0.10122562199831009, 0.6421127915382385)","(0.08739705383777618, 0.61040860414505)",1,1,2.3299713134765625,2.3920440673828125,Fixation,POINT (0.0943113379180431 0.6262606978416443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169258339,20683647659,1,1,"(0.09896021336317062, 0.6395140290260315)","(0.09561792016029358, 0.6082979440689087)",1,1,2.3419647216796875,2.3930206298828125,Fixation,POINT (0.0972890667617321 0.6239059865474701),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169266672,20683655992,1,1,"(0.09236665815114975, 0.637363851070404)","(0.09746747463941574, 0.6030025482177734)",1,1,2.3295135498046875,2.3825225830078125,Fixation,POINT (0.0949170663952828 0.6201831996440887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169275005,20683664325,1,1,"(0.10451634973287582, 0.631933331489563)","(0.09014070779085159, 0.5986077189445496)",1,1,2.3350372314453125,2.3965301513671875,Fixation,POINT (0.0973285287618637 0.6152705252170563),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169300005,20683689325,1,1,"(0.06396456062793732, 0.5804957747459412)","(0.07507625967264175, 0.5671353936195374)",1,1,2.335433959960937,2.30914306640625,Fixation,POINT (0.0695204101502895 0.5738155841827393),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169308339,20683697659,1,1,"(0.05701438710093498, 0.5815914273262024)","(0.07961305975914001, 0.5507692098617554)",1,1,2.3307037353515625,2.329010009765625,Fixation,POINT (0.0683137234300375 0.5661803185939789),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169316672,20683705992,1,1,"(0.06040285527706146, 0.6061518788337708)","(0.0768304094672203, 0.5476229786872864)",1,1,2.3180084228515625,2.3286895751953125,Fixation,POINT (0.0686166323721409 0.5768874287605286),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169325005,20683714325,1,1,"(0.05975639820098877, 0.6016117334365845)","(0.07701505720615387, 0.5472952723503113)",1,1,2.302841186523437,2.32696533203125,Fixation,POINT (0.0683857277035713 0.5744535028934479),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169333338,20683722658,1,1,"(0.06595651805400848, 0.5859820246696472)","(0.06844725459814072, 0.551874041557312)",1,1,2.3429718017578125,2.32000732421875,Fixation,POINT (0.0672018863260746 0.5689280331134796),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,deleteCascade,34604973,1212169341677,20683730997,1,1,"(0.06446795910596848, 0.6005963683128357)","(0.07199238985776901, 0.555738627910614)",1,1,2.3316802978515625,2.3146514892578125,Fixation,POINT (0.0682301744818687 0.5781674981117249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169350010,20683739330,1,1,"(0.06621870398521423, 0.5909703969955444)","(0.0794735997915268, 0.5635530948638916)",1,1,2.3223876953125,2.3399658203125,Fixation,POINT (0.0728461518883705 0.577261745929718),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169358343,20683747663,1,1,"(0.06707529723644257, 0.5793135166168213)","(0.07076498866081238, 0.5647323727607727)",1,1,2.3254547119140625,2.346893310546875,Fixation,POINT (0.0689201429486275 0.572022944688797),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,deleteCascade,34604973,1212169366677,20683755997,1,1,"(0.06443729251623154, 0.5770646333694458)","(0.06966793537139893, 0.5596290826797485)",1,1,2.327789306640625,2.3375701904296875,Fixation,POINT (0.0670526139438152 0.5683468580245972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,deleteCascade,34604973,1212169375010,20683764330,1,1,"(0.06536003947257996, 0.5762573480606079)","(0.07079514116048813, 0.5560051798820496)",1,1,2.329208374023437,2.36798095703125,Fixation,POINT (0.068077590316534 0.5661312639713287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169383343,20683772663,1,1,"(0.06506916880607605, 0.583691418170929)","(0.07218360900878906, 0.55549556016922)",1,1,2.335205078125,2.346542358398437,Fixation,POINT (0.0686263889074326 0.5695934891700745),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,deleteCascade,34604973,1212169391678,20683780997,1,1,"(0.06427564471960068, 0.5902246236801147)","(0.07236991077661514, 0.5417070984840393)",1,1,2.3222808837890625,2.335662841796875,Fixation,POINT (0.0683227777481079 0.565965861082077),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169400011,20683789330,1,1,"(0.06129132956266403, 0.5801370143890381)","(0.07608170807361603, 0.5406098961830139)",1,1,2.347259521484375,2.32379150390625,Fixation,POINT (0.06868651881814 0.560373455286026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169408344,20683797663,1,1,"(0.06202417612075806, 0.5764269232749939)","(0.06570429354906082, 0.5431845188140869)",1,1,2.328094482421875,2.33428955078125,Fixation,POINT (0.0638642348349094 0.5598057210445404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169416678,20683805997,1,1,"(0.06525341421365738, 0.5749414563179016)","(0.07140874117612839, 0.5566002726554871)",1,1,2.326019287109375,2.321014404296875,Fixation,POINT (0.0683310776948929 0.5657708644866943),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169425010,20683814329,1,1,"(0.07289446890354156, 0.580089807510376)","(0.0760902389883995, 0.5518717169761658)",1,1,2.3280181884765625,2.3382110595703125,Fixation,POINT (0.0744923539459705 0.5659807622432709),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169433344,20683822662,1,1,"(0.05912141129374504, 0.5746621489524841)","(0.06724975258111954, 0.5528671741485596)",1,1,2.3344268798828125,2.34295654296875,Fixation,POINT (0.0631855819374323 0.5637646615505219),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169441678,20683830996,1,1,"(0.06953638046979904, 0.5711169242858887)","(0.06305120885372162, 0.5362616777420044)",1,1,2.31756591796875,2.3271942138671875,Fixation,POINT (0.0662937946617603 0.5536893010139465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,deleteCascade,34604973,1212169450011,20683839329,1,1,"(0.06995497643947601, 0.5750016570091248)","(0.07374298572540283, 0.543571949005127)",1,1,2.337921142578125,2.3385467529296875,Fixation,POINT (0.0718489810824394 0.5592868030071259),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,deleteCascade,34604973,1212169458344,20683847662,1,1,"(0.06827686727046967, 0.5675324201583862)","(0.07588393986225128, 0.558670163154602)",1,1,2.3227691650390625,2.3446502685546875,Fixation,POINT (0.0720804035663605 0.5631012916564941),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
