,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,moveUpTarget.0,int.0,index.0,Object.0,target.0,=.0,targets.0,get.0,index.1,if.0,index.2,==.0,0.0,||.0,target.1,==.1,nan.0,return;.0,targets.1,set.0,index.3,targets.2,get.1,index.4,-.0,1.0,targets.3,set.1,index.5,-.1,1.1,target.2,log.0,debug.0,"""New ordering"".100",for.0,int.1,i.0,=.1,0.1,i.1,<.0,targets.4,size.0,i.2,log.1,debug.1,"""|t"".0",+.0,i.3,+.1,targets.5,get.2,i.4,prewritten,accurate,missing,unnecessary,readable,code
0,136,moveUpTarget,37762493,1208485366459,16999769107,1,1,"(0.10145008563995361, 0.4796587824821472)","(0.11498461663722992, 0.49698305130004883)",1,1,2.549041748046875,2.546966552734375,Fixation,POINT (0.1082173511385918 0.488320916891098),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485374792,16999777440,1,1,"(0.10272432118654251, 0.4863145649433136)","(0.11352188885211945, 0.49393829703330994)",1,1,2.524444580078125,2.552001953125,Fixation,POINT (0.108123105019331 0.4901264309883118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485383126,16999785774,1,1,"(0.10134905576705933, 0.47144001722335815)","(0.1149674654006958, 0.49935171008110046)",1,1,2.503875732421875,2.5532989501953125,Fixation,POINT (0.1081582605838776 0.4853958636522293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485391459,16999794107,1,1,"(0.10608468949794769, 0.49207255244255066)","(0.11620111763477325, 0.4957263469696045)",1,1,2.489242553710937,2.5522003173828125,Fixation,POINT (0.1111429035663605 0.4938994497060776),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485399792,16999802440,1,1,"(0.10447446256875992, 0.4871102273464203)","(0.11315909773111343, 0.4927869439125061)",1,1,2.5042266845703125,2.54180908203125,Fixation,POINT (0.1088167801499367 0.4899485856294632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485408126,16999810774,1,1,"(0.10501908510923386, 0.4738624691963196)","(0.11423064023256302, 0.5093655586242676)",1,1,2.514739990234375,2.562469482421875,Fixation,POINT (0.1096248626708984 0.4916140139102936),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485416465,16999819113,1,1,"(0.10039655864238739, 0.48246508836746216)","(0.11112730950117111, 0.48259079456329346)",1,1,2.5129852294921875,2.5334625244140625,Fixation,POINT (0.1057619340717792 0.4825279414653778),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485424798,16999827446,1,1,"(0.09564576297998428, 0.4859996438026428)","(0.1082698255777359, 0.4819975197315216)",1,1,2.47943115234375,2.532333374023437,Fixation,POINT (0.1019577942788601 0.4839985817670822),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485449798,16999852446,1,1,"(0.16727356612682343, 0.4931989312171936)","(0.1852654218673706, 0.4930042624473572)",1,1,2.5525054931640625,2.5824432373046875,Fixation,POINT (0.176269493997097 0.4931015968322754),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485458131,16999860779,1,1,"(0.1688792109489441, 0.49806132912635803)","(0.18425193428993225, 0.49426984786987305)",1,1,2.518768310546875,2.556854248046875,Fixation,POINT (0.1765655726194382 0.4961655884981155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485466465,16999869113,1,1,"(0.17152062058448792, 0.4956674575805664)","(0.1860351711511612, 0.4996918737888336)",1,1,2.5355224609375,2.564071655273437,Fixation,POINT (0.1787778958678246 0.4976796656847),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485474798,16999877446,1,1,"(0.17509910464286804, 0.4980877637863159)","(0.18677248060703278, 0.5072091817855835)",1,1,2.511932373046875,2.5738983154296875,Fixation,POINT (0.1809357926249504 0.5026484727859497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485483132,16999885780,1,1,"(0.16928602755069733, 0.4985712766647339)","(0.18484479188919067, 0.507387101650238)",1,1,2.487167358398437,2.5698699951171875,Fixation,POINT (0.177065409719944 0.502979189157486),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485491465,16999894113,1,1,"(0.17037907242774963, 0.4924502670764923)","(0.18526072800159454, 0.5030695796012878)",1,1,2.5169219970703125,2.5655975341796875,Fixation,POINT (0.1778199002146721 0.4977599233388901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485499798,16999902446,1,1,"(0.16901564598083496, 0.49290135502815247)","(0.18402430415153503, 0.5061729550361633)",1,1,2.521392822265625,2.565765380859375,Fixation,POINT (0.176519975066185 0.4995371550321579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485508132,16999910780,1,1,"(0.169895201921463, 0.487881600856781)","(0.18461444973945618, 0.5155829787254333)",1,1,2.4868927001953125,2.5753631591796875,Fixation,POINT (0.1772548258304596 0.5017322897911072),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485516466,16999919113,1,1,"(0.171564981341362, 0.4924589991569519)","(0.1810271143913269, 0.5025390386581421)",1,1,2.5167694091796875,2.5605010986328125,Fixation,POINT (0.1762960478663444 0.497499018907547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485524799,16999927446,1,1,"(0.16719669103622437, 0.4850894808769226)","(0.18038520216941833, 0.5126903653144836)",1,1,2.50408935546875,2.5675048828125,Fixation,POINT (0.1737909466028214 0.4988899230957031),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485533132,16999935779,1,1,"(0.16855767369270325, 0.4849250912666321)","(0.1808398962020874, 0.5090920925140381)",1,1,2.5129547119140625,2.5650787353515625,Fixation,POINT (0.1746987849473953 0.4970085918903351),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485541467,16999944114,1,1,"(0.1701280027627945, 0.48810315132141113)","(0.1807444542646408, 0.5073508024215698)",1,1,2.502685546875,2.5762176513671875,Fixation,POINT (0.1754362285137176 0.4977269768714905),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485549800,16999952447,1,1,"(0.1704884022474289, 0.49549955129623413)","(0.1803705394268036, 0.5103238224983215)",1,1,2.51397705078125,2.5520172119140625,Fixation,POINT (0.1754294708371162 0.5029116868972778),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485558133,16999960780,1,1,"(0.16909955441951752, 0.4967586100101471)","(0.18341359496116638, 0.5122973322868347)",1,1,2.527450561523437,2.5809478759765625,Fixation,POINT (0.176256574690342 0.5045279711484909),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485566467,16999969114,1,1,"(0.17365284264087677, 0.48775994777679443)","(0.18197442591190338, 0.5051323771476746)",1,1,2.4900360107421875,2.5623779296875,Fixation,POINT (0.1778136342763901 0.4964461624622345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485574800,16999977447,1,1,"(0.17241209745407104, 0.4868326187133789)","(0.18504151701927185, 0.5081498026847839)",1,1,2.505157470703125,2.57049560546875,Fixation,POINT (0.1787268072366714 0.4974912106990814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485583133,16999985780,1,1,"(0.17393434047698975, 0.48768940567970276)","(0.18386422097682953, 0.5077789425849915)",1,1,2.512115478515625,2.5566864013671875,Fixation,POINT (0.1788992807269096 0.4977341741323471),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485591467,16999994114,1,1,"(0.17044709622859955, 0.49124258756637573)","(0.18517407774925232, 0.5122820138931274)",1,1,2.5115509033203125,2.554428100585937,Fixation,POINT (0.1778105869889259 0.5017623007297516),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485599800,17000002447,1,1,"(0.17510893940925598, 0.4841904640197754)","(0.18186087906360626, 0.5113415718078613)",1,1,2.5027618408203125,2.543365478515625,Fixation,POINT (0.1784849092364311 0.4977660179138184),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485608133,17000010780,1,1,"(0.17530840635299683, 0.4892898201942444)","(0.18391287326812744, 0.49800190329551697)",1,1,2.5127410888671875,2.549835205078125,Fixation,POINT (0.1796106398105621 0.4936458617448807),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485616467,17000019114,1,1,"(0.1731158047914505, 0.49301427602767944)","(0.1843607872724533, 0.5024968981742859)",1,1,2.5278472900390625,2.564178466796875,Fixation,POINT (0.1787382960319519 0.4977555871009827),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485624800,17000027447,1,1,"(0.1733909696340561, 0.4856434464454651)","(0.1835571676492691, 0.5046958327293396)",1,1,2.5158843994140625,2.5657196044921875,Fixation,POINT (0.1784740686416626 0.4951696395874023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485633133,17000035780,1,1,"(0.17671151459217072, 0.49051350355148315)","(0.18054868280887604, 0.5012487769126892)",1,1,2.4862518310546875,2.56298828125,Fixation,POINT (0.1786300987005234 0.4958811402320862),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485641467,17000044114,1,1,"(0.17141754925251007, 0.4933792054653168)","(0.1782432198524475, 0.5115631818771362)",1,1,2.50726318359375,2.56011962890625,Fixation,POINT (0.1748303845524788 0.5024711936712265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485649800,17000052447,1,1,"(0.17411164939403534, 0.4904336929321289)","(0.17910641431808472, 0.49832916259765625)",1,1,2.50750732421875,2.5578765869140625,Fixation,POINT (0.17660903185606 0.4943814277648926),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485658133,17000060780,1,1,"(0.17139281332492828, 0.49250808358192444)","(0.1797521859407425, 0.5003153681755066)",1,1,2.524078369140625,2.563140869140625,Fixation,POINT (0.1755724996328354 0.4964117258787155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485666467,17000069114,1,1,"(0.16789233684539795, 0.49320441484451294)","(0.18222101032733917, 0.5028749704360962)",1,1,2.4976959228515625,2.54833984375,Fixation,POINT (0.1750566735863686 0.4980396926403046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485674809,17000077456,1,1,"(0.1644079089164734, 0.4909346401691437)","(0.18232135474681854, 0.5055414438247681)",1,1,2.4951629638671875,2.558685302734375,Fixation,POINT (0.173364631831646 0.4982380419969559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485683142,17000085789,1,1,"(0.17204324901103973, 0.482621431350708)","(0.18586409091949463, 0.5068703293800354)",1,1,2.4870758056640625,2.5647430419921875,Fixation,POINT (0.1789536699652672 0.4947458803653717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485691476,17000094123,1,1,"(0.16878654062747955, 0.4902401268482208)","(0.18501828610897064, 0.5027651786804199)",1,1,2.505584716796875,2.549407958984375,Fixation,POINT (0.1769024133682251 0.4965026527643204),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485699809,17000102456,1,1,"(0.1744263619184494, 0.48606085777282715)","(0.18654955923557281, 0.5051114559173584)",1,1,2.5156402587890625,2.540374755859375,Fixation,POINT (0.1804879605770111 0.4955861568450928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485708142,17000110789,1,1,"(0.17454566061496735, 0.49606746435165405)","(0.18365852534770966, 0.5065589547157288)",1,1,2.5085601806640625,2.559814453125,Fixation,POINT (0.1791020929813385 0.5013132095336914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485716476,17000119123,1,1,"(0.1778397560119629, 0.49574029445648193)","(0.1918865144252777, 0.5134997963905334)",1,1,2.490570068359375,2.53094482421875,Fixation,POINT (0.1848631352186203 0.5046200454235077),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485799809,17000202456,1,1,"(0.700980007648468, 0.4296817183494568)","(0.710749626159668, 0.4449833035469055)",1,1,2.583099365234375,2.4757537841796875,Fixation,POINT (0.705864816904068 0.4373325109481812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485808143,17000210790,1,1,"(0.6974742412567139, 0.4249840974807739)","(0.7012500762939453, 0.4479694664478302)",1,1,2.5664520263671875,2.4759674072265625,Fixation,POINT (0.6993621587753296 0.4364767819643021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485816477,17000219124,1,1,"(0.6992868781089783, 0.4219277799129486)","(0.705052375793457, 0.45107170939445496)",1,1,2.5839996337890625,2.460800170898437,Fixation,POINT (0.7021696269512177 0.4364997446537018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485824810,17000227457,1,1,"(0.6952922940254211, 0.4226105511188507)","(0.70050448179245, 0.45369023084640503)",1,1,2.5848846435546875,2.475982666015625,Fixation,POINT (0.6978983879089355 0.4381503909826279),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485833143,17000235790,1,1,"(0.6996037364006042, 0.4197843670845032)","(0.7017213106155396, 0.45156434178352356)",1,1,2.585189819335937,2.486297607421875,Fixation,POINT (0.7006625235080719 0.4356743544340134),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485841477,17000244124,1,1,"(0.7028219699859619, 0.41328030824661255)","(0.6946184039115906, 0.4576078951358795)",1,1,2.561126708984375,2.47662353515625,Fixation,POINT (0.6987201869487762 0.435444101691246),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485849810,17000252457,1,1,"(0.7021117210388184, 0.42635414004325867)","(0.6997590661048889, 0.448883980512619)",1,1,2.5705108642578125,2.46368408203125,Fixation,POINT (0.7009353935718536 0.4376190602779388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485858143,17000260790,1,1,"(0.6939514875411987, 0.4279925525188446)","(0.6930150985717773, 0.44323816895484924)",1,1,2.586334228515625,2.4676055908203125,Fixation,POINT (0.693483293056488 0.4356153607368469),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485866477,17000269124,1,1,"(0.6946974992752075, 0.41176316142082214)","(0.6922646760940552, 0.4523666501045227)",1,1,2.570785522460937,2.486968994140625,Fixation,POINT (0.6934810876846313 0.4320649057626724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485874810,17000277457,1,1,"(0.6971935033798218, 0.4104090631008148)","(0.6919634342193604, 0.4503503441810608)",1,1,2.545150756835937,2.4749755859375,Fixation,POINT (0.6945784687995911 0.4303797036409378),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485883143,17000285790,1,1,"(0.6959019303321838, 0.4138934016227722)","(0.6949133276939392, 0.4449215829372406)",1,1,2.543609619140625,2.451629638671875,Fixation,POINT (0.6954076290130615 0.4294074922800064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485891477,17000294124,1,1,"(0.701505184173584, 0.42481082677841187)","(0.6919640898704529, 0.44418632984161377)",1,1,2.5420684814453125,2.458953857421875,Fixation,POINT (0.6967346370220184 0.4344985783100128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485899810,17000302457,1,1,"(0.6995472311973572, 0.41783881187438965)","(0.6921201944351196, 0.451189249753952)",1,1,2.54095458984375,2.457763671875,Fixation,POINT (0.6958337128162384 0.4345140308141708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485908143,17000310790,1,1,"(0.6963300108909607, 0.42015326023101807)","(0.6934269666671753, 0.45438921451568604)",1,1,2.529632568359375,2.469696044921875,Fixation,POINT (0.694878488779068 0.437271237373352),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485916478,17000319124,1,1,"(0.6977522969245911, 0.4193715751171112)","(0.6908483505249023, 0.4511183798313141)",1,1,2.53753662109375,2.4395751953125,Fixation,POINT (0.6943003237247467 0.4352449774742126),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485924811,17000327457,1,1,"(0.6965601444244385, 0.41979390382766724)","(0.6900900602340698, 0.4634920060634613)",1,1,2.519561767578125,2.46697998046875,Fixation,POINT (0.6933251023292542 0.4416429549455643),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485933144,17000335790,1,1,"(0.6923560500144958, 0.43277639150619507)","(0.6884914636611938, 0.45469871163368225)",1,1,2.5248565673828125,2.469268798828125,Fixation,POINT (0.6904237568378448 0.4437375515699387),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485941486,17000344132,1,1,"(0.6942108869552612, 0.4217328727245331)","(0.6880601048469543, 0.4577282667160034)",1,1,2.5165252685546875,2.427825927734375,Fixation,POINT (0.6911354959011078 0.4397305697202682),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485949819,17000352465,1,1,"(0.6944513320922852, 0.42529699206352234)","(0.6928775310516357, 0.44980815052986145)",1,1,2.525726318359375,2.4272003173828125,Fixation,POINT (0.6936644315719604 0.4375525712966919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485958152,17000360798,1,1,"(0.693128764629364, 0.4240226447582245)","(0.6903979182243347, 0.4605834186077118)",1,1,2.545166015625,2.438217163085937,Fixation,POINT (0.6917633414268494 0.4423030316829681),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,moveUpTarget,37762493,1208485966486,17000369132,1,1,"(0.6978600025177002, 0.4162660539150238)","(0.693892240524292, 0.4621152877807617)",1,1,2.522552490234375,2.434783935546875,Fixation,POINT (0.6958761215209961 0.4391906708478928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485974819,17000377465,1,1,"(0.7016355395317078, 0.4176914691925049)","(0.6913223266601562, 0.45589521527290344)",1,1,2.5177764892578125,2.429428100585937,Fixation,POINT (0.696478933095932 0.4367933422327042),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485983152,17000385798,1,1,"(0.6967616677284241, 0.42120981216430664)","(0.6950721144676208, 0.452454149723053)",1,1,2.515625,2.43743896484375,Fixation,POINT (0.6959168910980225 0.4368319809436798),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485991486,17000394132,1,1,"(0.6991333961486816, 0.41625162959098816)","(0.6936767101287842, 0.4491351544857025)",1,1,2.5286102294921875,2.3938751220703125,Fixation,POINT (0.6964050531387329 0.4326933920383453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208485999819,17000402465,1,1,"(0.7017421126365662, 0.42488357424736023)","(0.6946327686309814, 0.45219287276268005)",1,1,2.52349853515625,2.420135498046875,Fixation,POINT (0.6981874406337738 0.4385382235050201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208486008152,17000410798,1,1,"(0.7000519037246704, 0.419169157743454)","(0.6937680840492249, 0.44602569937705994)",1,1,2.509368896484375,2.4190826416015625,Fixation,POINT (0.6969099938869476 0.432597428560257),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208486016485,17000419131,1,1,"(0.696177065372467, 0.41623908281326294)","(0.6923403739929199, 0.45008474588394165)",1,1,2.526092529296875,2.424835205078125,Fixation,POINT (0.6942587196826935 0.4331619143486023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208486024819,17000427465,1,1,"(0.6969348788261414, 0.41254889965057373)","(0.6953839063644409, 0.45304667949676514)",1,1,2.4969940185546875,2.397216796875,Fixation,POINT (0.6961593925952911 0.4327977895736694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208486033152,17000435798,1,1,"(0.6957619190216064, 0.4188839793205261)","(0.696513831615448, 0.44676122069358826)",1,1,2.5174713134765625,2.411834716796875,Fixation,POINT (0.6961378753185272 0.4328226000070572),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208486041485,17000444131,1,1,"(0.6978306770324707, 0.4163534939289093)","(0.6945934891700745, 0.4428224563598633)",1,1,2.5106658935546875,2.4129638671875,Fixation,POINT (0.6962120831012726 0.4295879751443863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208486049819,17000452465,1,1,"(0.6950168609619141, 0.4253942370414734)","(0.7023711800575256, 0.4478646218776703)",1,1,2.5117645263671875,2.42529296875,Fixation,POINT (0.6986940205097198 0.4366294294595718),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208486058152,17000460798,1,1,"(0.6945130228996277, 0.40829041600227356)","(0.685712456703186, 0.43900635838508606)",1,1,2.4860992431640625,2.4602203369140625,Fixation,POINT (0.6901127398014069 0.4236483871936798),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,moveUpTarget,37762493,1208486091486,17000494132,1,1,"(0.6880120635032654, 0.2251146137714386)","(0.6892797350883484, 0.23242788016796112)",1,1,2.4285430908203125,2.3684539794921875,Fixation,POINT (0.6886458992958069 0.2287712469696999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
