,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,String.0,print.0,String.1,tab.0,if.0,content.0,instanceof.0,RegExp.0,return.0,tab.1,+.0,"""type = "".100",+.1,type.0,+.2,Out.0,NL.0,+.3,tab.2,+.4,"""content :"".101",+.5,Out.1,NL.1,+.6,RegExp.1,content.1,print.1,tab.3,+.7,"""  "".0",else.0,return.1,tab.4,+.8,"""type = "".102",+.9,type.1,+.10,Out.2,NL.2,+.11,tab.5,+.12,"""content :"".103",+.13,Out.3,NL.3,+.14,tab.6,+.15,"""  "".1",+.16,content.2,code,participant_summary
0,136,print,7957602,1212278687654,20793076505,1,1,"(0.6517268419265747, 0.16688843071460724)","(0.6492561101913452, 0.21511749923229218)",1,1,2.5104217529296875,2.455535888671875,,POINT (0.65049147605896 0.1910029649734497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278695987,20793084838,1,1,"(0.6489664912223816, 0.17483100295066833)","(0.6503888368606567, 0.21141530573368073)",1,1,2.5330047607421875,2.4489288330078125,Fixation,POINT (0.6496776640415192 0.1931231543421745),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278704320,20793093171,1,1,"(0.6573919057846069, 0.1849052459001541)","(0.6532704830169678, 0.22262345254421234)",1,1,2.5275115966796875,2.460845947265625,Fixation,POINT (0.6553311944007874 0.2037643492221832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278712654,20793101505,1,1,"(0.658492386341095, 0.19449937343597412)","(0.6575393676757812, 0.2104588747024536)",1,1,2.502670288085937,2.4495086669921875,Fixation,POINT (0.6580158770084381 0.2024791240692139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278720988,20793109838,1,1,"(0.6572317481040955, 0.18078067898750305)","(0.6558191180229187, 0.20939669013023376)",1,1,2.5174560546875,2.474472045898437,Fixation,POINT (0.6565254330635071 0.1950886845588684),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278729321,20793118171,1,1,"(0.6559732556343079, 0.17355532944202423)","(0.6537685394287109, 0.20999816060066223)",1,1,2.5004119873046875,2.4566192626953125,Fixation,POINT (0.6548708975315094 0.1917767450213432),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278737655,20793126505,1,1,"(0.6542378664016724, 0.1756546050310135)","(0.6501376628875732, 0.20549248158931732)",1,1,2.49749755859375,2.4667205810546875,Fixation,POINT (0.6521877646446228 0.1905735433101654),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278745988,20793134838,1,1,"(0.654446542263031, 0.173772394657135)","(0.6487429738044739, 0.20475530624389648)",1,1,2.474853515625,2.4427032470703125,Fixation,POINT (0.6515947580337524 0.1892638504505158),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278754321,20793143171,1,1,"(0.6553875207901001, 0.1869278848171234)","(0.6465603709220886, 0.20163032412528992)",1,1,2.5015411376953125,2.4418182373046875,Fixation,POINT (0.6509739458560944 0.1942791044712067),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278762655,20793151505,1,1,"(0.6562919020652771, 0.20555658638477325)","(0.650277316570282, 0.21059568226337433)",1,1,2.5014801025390625,2.453155517578125,Fixation,POINT (0.6532846093177795 0.2080761343240738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278770988,20793159838,1,1,"(0.654197633266449, 0.2030152827501297)","(0.6494219303131104, 0.2072952538728714)",1,1,2.5034332275390625,2.457626342773437,Fixation,POINT (0.6518097817897797 0.2051552683115006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278779321,20793168171,1,1,"(0.6539852619171143, 0.19053345918655396)","(0.6504804491996765, 0.21291936933994293)",1,1,2.4801025390625,2.4658203125,Fixation,POINT (0.6522328555583954 0.2017264142632484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278787660,20793176510,1,1,"(0.6551827788352966, 0.1877722442150116)","(0.6515981554985046, 0.2178707718849182)",1,1,2.494537353515625,2.4376983642578125,Fixation,POINT (0.6533904671669006 0.2028215080499649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278795993,20793184843,1,1,"(0.6522194743156433, 0.18554633855819702)","(0.6513780951499939, 0.2218795269727707)",1,1,2.4839630126953125,2.4615020751953125,Fixation,POINT (0.6517987847328186 0.2037129327654839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278804326,20793193176,1,1,"(0.6470780968666077, 0.1758110523223877)","(0.6482962965965271, 0.22135615348815918)",1,1,2.5146942138671875,2.4547271728515625,Fixation,POINT (0.6476871967315674 0.1985836029052734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278812659,20793201509,1,1,"(0.6446011662483215, 0.17326970398426056)","(0.6468836069107056, 0.2228497415781021)",1,1,2.4962921142578125,2.43896484375,Fixation,POINT (0.6457423865795135 0.1980597227811813),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278820993,20793209843,1,1,"(0.6481282711029053, 0.1802082508802414)","(0.6495522260665894, 0.2187289446592331)",1,1,2.5205535888671875,2.429794311523437,Fixation,POINT (0.6488402485847473 0.1994685977697372),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278829326,20793218176,1,1,"(0.6557977199554443, 0.17498718202114105)","(0.65274578332901, 0.21841676533222198)",1,1,2.5253448486328125,2.44696044921875,Fixation,POINT (0.6542717516422272 0.1967019736766815),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278837660,20793226510,1,1,"(0.6573275923728943, 0.17831167578697205)","(0.6560335159301758, 0.22416895627975464)",1,1,2.516998291015625,2.4630584716796875,Fixation,POINT (0.656680554151535 0.2012403160333633),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278845993,20793234843,1,1,"(0.6576158404350281, 0.18796725571155548)","(0.6564001441001892, 0.22795921564102173)",1,1,2.481842041015625,2.4212646484375,Fixation,POINT (0.6570079922676086 0.2079632356762886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278854326,20793243176,1,1,"(0.6532707214355469, 0.20378747582435608)","(0.6521851420402527, 0.21962891519069672)",1,1,2.520004272460937,2.45697021484375,Fixation,POINT (0.6527279317378998 0.2117081955075264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278862660,20793251510,1,1,"(0.6524369120597839, 0.1956043690443039)","(0.6513502597808838, 0.21967533230781555)",1,1,2.506988525390625,2.442169189453125,Fixation,POINT (0.6518935859203339 0.2076398506760597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278870993,20793259843,1,1,"(0.6511909365653992, 0.1886129528284073)","(0.6489497423171997, 0.22701498866081238)",1,1,2.500396728515625,2.45013427734375,Fixation,POINT (0.6500703394412994 0.2078139707446098),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278879326,20793268176,1,1,"(0.6536746621131897, 0.18076907098293304)","(0.653773844242096, 0.2230357676744461)",1,1,2.507965087890625,2.429046630859375,Fixation,POINT (0.6537242531776428 0.2019024193286896),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278887660,20793276510,1,1,"(0.654524028301239, 0.19089749455451965)","(0.6579238176345825, 0.22517535090446472)",1,1,2.5016326904296875,2.4468536376953125,Fixation,POINT (0.6562239229679108 0.2080364227294922),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278895993,20793284843,1,1,"(0.6555883884429932, 0.19985736906528473)","(0.6558804512023926, 0.2225722074508667)",1,1,2.4973297119140625,2.4434356689453125,Fixation,POINT (0.6557344198226929 0.2112147882580757),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278904326,20793293176,1,1,"(0.6531684994697571, 0.20335111021995544)","(0.6543882489204407, 0.2143660932779312)",1,1,2.5094451904296875,2.4591522216796875,Fixation,POINT (0.6537783741950989 0.2088586017489433),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278912659,20793301509,1,1,"(0.6417431235313416, 0.19162482023239136)","(0.6497201919555664, 0.21233057975769043)",1,1,2.506134033203125,2.431732177734375,Fixation,POINT (0.645731657743454 0.2019776999950409),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278920997,20793309847,1,1,"(0.6500548124313354, 0.1739095002412796)","(0.6537121534347534, 0.20717540383338928)",1,1,2.50579833984375,2.438339233398437,Fixation,POINT (0.6518834829330444 0.1905424520373344),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278929330,20793318180,1,1,"(0.6583354473114014, 0.16654787957668304)","(0.6595773696899414, 0.21768243610858917)",1,1,2.4995880126953125,2.429306030273437,Fixation,POINT (0.6589564085006714 0.1921151578426361),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212278937663,20793326513,1,1,"(0.6510530114173889, 0.1661176085472107)","(0.6520257592201233, 0.21955417096614838)",1,1,2.4835357666015625,2.4524078369140625,Fixation,POINT (0.6515393853187561 0.1928358897566795),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,print,7957602,1212279012663,20793401513,1,1,"(0.12815387547016144, 0.13354986906051636)","(0.14706498384475708, 0.13177406787872314)",1,1,2.3932342529296875,2.468017578125,Fixation,POINT (0.1376094296574593 0.1326619684696198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279020997,20793409847,1,1,"(0.11516093462705612, 0.1383020430803299)","(0.1451725959777832, 0.14325913786888123)",1,1,2.44073486328125,2.483978271484375,Fixation,POINT (0.1301667653024197 0.1407805904746056),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279029330,20793418180,1,1,"(0.12613050639629364, 0.15133236348628998)","(0.14120768010616302, 0.14360088109970093)",1,1,2.404205322265625,2.470367431640625,Fixation,POINT (0.1336690932512283 0.1474666222929954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279037663,20793426513,1,1,"(0.12574274837970734, 0.14422528445720673)","(0.13110385835170746, 0.12974905967712402)",1,1,2.410980224609375,2.434722900390625,Fixation,POINT (0.1284233033657074 0.1369871720671654),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279046004,20793434854,1,1,"(0.1297689974308014, 0.14780130982398987)","(0.14238163828849792, 0.1362600326538086)",1,1,2.383331298828125,2.4390411376953125,Fixation,POINT (0.1360753178596497 0.1420306712388992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279054337,20793443187,1,1,"(0.1287224143743515, 0.12935280799865723)","(0.1412145495414734, 0.13270631432533264)",1,1,2.3574981689453125,2.41552734375,Fixation,POINT (0.1349684819579124 0.1310295611619949),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279062670,20793451520,1,1,"(0.12289682030677795, 0.13412950932979584)","(0.13683830201625824, 0.14163045585155487)",1,1,2.3720855712890625,2.4461669921875,Fixation,POINT (0.1298675611615181 0.1378799825906754),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279071004,20793459854,1,1,"(0.12830497324466705, 0.15383613109588623)","(0.1381409913301468, 0.13631711900234222)",1,1,2.34967041015625,2.429962158203125,Fixation,POINT (0.1332229822874069 0.1450766250491142),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279079337,20793468187,1,1,"(0.13306865096092224, 0.12943391501903534)","(0.14065425097942352, 0.13399843871593475)",1,1,2.366302490234375,2.43048095703125,Fixation,POINT (0.1368614509701729 0.131716176867485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279087670,20793476520,1,1,"(0.12445908039808273, 0.1451694816350937)","(0.14479075372219086, 0.13334843516349792)",1,1,2.344268798828125,2.424896240234375,Fixation,POINT (0.1346249170601368 0.1392589583992958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279096004,20793484854,1,1,"(0.1272151619195938, 0.15459930896759033)","(0.14460526406764984, 0.13682229816913605)",1,1,2.3355712890625,2.436279296875,Fixation,POINT (0.1359102129936218 0.1457108035683632),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279104337,20793493187,1,1,"(0.12585654854774475, 0.12925472855567932)","(0.14053577184677124, 0.13592217862606049)",1,1,2.3359527587890625,2.41326904296875,Fixation,POINT (0.133196160197258 0.1325884535908699),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279112670,20793501520,1,1,"(0.13188697397708893, 0.14117033779621124)","(0.13733625411987305, 0.13767822086811066)",1,1,2.334381103515625,2.3985595703125,Fixation,POINT (0.134611614048481 0.139424279332161),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279121004,20793509854,1,1,"(0.12582243978977203, 0.14878839254379272)","(0.13657787442207336, 0.1360679566860199)",1,1,2.3573455810546875,2.383163452148437,Fixation,POINT (0.1312001571059227 0.1424281746149063),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279129337,20793518187,1,1,"(0.12039951235055923, 0.1456780731678009)","(0.14433901011943817, 0.14716836810112)",1,1,2.298934936523437,2.383087158203125,Fixation,POINT (0.1323692612349987 0.1464232206344604),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279137670,20793526520,1,1,"(0.12526340782642365, 0.15048013627529144)","(0.14086127281188965, 0.14444468915462494)",1,1,2.337875366210937,2.401397705078125,Fixation,POINT (0.1330623403191566 0.1474624127149582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279146005,20793534854,1,1,"(0.12456999719142914, 0.15739357471466064)","(0.14169587194919586, 0.1360432356595993)",1,1,2.362030029296875,2.3895416259765625,Fixation,POINT (0.1331329345703125 0.14671840518713),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279154338,20793543187,1,1,"(0.13030511140823364, 0.15626372396945953)","(0.13681013882160187, 0.13295544683933258)",1,1,2.3095855712890625,2.3885650634765625,Fixation,POINT (0.1335576251149178 0.1446095854043961),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279162671,20793551520,1,1,"(0.12875954806804657, 0.14695711433887482)","(0.140379399061203, 0.15084657073020935)",1,1,2.34161376953125,2.38116455078125,Fixation,POINT (0.1345694735646248 0.1489018425345421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279171005,20793559854,1,1,"(0.11373233795166016, 0.12417960166931152)","(0.144230917096138, 0.13361002504825592)",1,1,2.3245849609375,2.3706207275390625,Fixation,POINT (0.1289816275238991 0.1288948133587837),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279179343,20793568192,1,1,"(0.12450603395700455, 0.11477503925561905)","(0.14213836193084717, 0.146490216255188)",1,1,2.310409545898437,2.362640380859375,Fixation,POINT (0.1333221979439259 0.1306326277554035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279187676,20793576525,1,1,"(0.12564419209957123, 0.14154209196567535)","(0.14283162355422974, 0.14343024790287018)",1,1,2.3237457275390625,2.380111694335937,Fixation,POINT (0.1342379078269005 0.1424861699342728),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279196010,20793584859,1,1,"(0.12324589490890503, 0.14032946527004242)","(0.13833598792552948, 0.14468395709991455)",1,1,2.3190155029296875,2.339202880859375,Fixation,POINT (0.1307909414172172 0.1425067111849785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279204343,20793593192,1,1,"(0.13580970466136932, 0.1314336359500885)","(0.1363910585641861, 0.12906476855278015)",1,1,2.29388427734375,2.373992919921875,Fixation,POINT (0.1361003816127777 0.1302492022514343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279212676,20793601525,1,1,"(0.12640774250030518, 0.13400448858737946)","(0.14334532618522644, 0.132578045129776)",1,1,2.316986083984375,2.374053955078125,Fixation,POINT (0.1348765343427658 0.1332912668585777),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279221010,20793609859,1,1,"(0.129867285490036, 0.15818654000759125)","(0.134147047996521, 0.12652583420276642)",1,1,2.3176727294921875,2.381072998046875,Fixation,POINT (0.1320071667432785 0.1423561871051788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279229343,20793618192,1,1,"(0.12842750549316406, 0.16219663619995117)","(0.14048637449741364, 0.13404656946659088)",1,1,2.318145751953125,2.373275756835937,Fixation,POINT (0.1344569399952888 0.148121602833271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279262678,20793651527,1,1,"(0.24297663569450378, 0.16531051695346832)","(0.24912838637828827, 0.15259481966495514)",1,1,2.368392944335937,2.387847900390625,Fixation,POINT (0.246052511036396 0.1589526683092117),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279271012,20793659861,1,1,"(0.24900850653648376, 0.14009273052215576)","(0.2645108699798584, 0.17291851341724396)",1,1,2.345687866210937,2.3887481689453125,Fixation,POINT (0.2567596882581711 0.1565056219696999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279279345,20793668194,1,1,"(0.25695866346359253, 0.1719944328069687)","(0.26463451981544495, 0.1659277081489563)",1,1,2.33831787109375,2.393402099609375,Fixation,POINT (0.2607965916395187 0.1689610704779625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279287678,20793676527,1,1,"(0.2536630928516388, 0.1412573605775833)","(0.2638181746006012, 0.15376269817352295)",1,1,2.31829833984375,2.395965576171875,Fixation,POINT (0.25874063372612 0.1475100293755531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279296012,20793684861,1,1,"(0.25371071696281433, 0.15683723986148834)","(0.2532668709754944, 0.1555064469575882)",1,1,2.3637847900390625,2.364990234375,Fixation,POINT (0.2534887939691544 0.1561718434095383),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279304345,20793693194,1,1,"(0.25218382477760315, 0.15283693373203278)","(0.2658636271953583, 0.1629045158624649)",1,1,2.3105621337890625,2.3610076904296875,Fixation,POINT (0.2590237259864807 0.1578707247972488),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279312682,20793701531,1,1,"(0.2537088692188263, 0.15602481365203857)","(0.2581780254840851, 0.16920457780361176)",1,1,2.342529296875,2.3740997314453125,Fixation,POINT (0.2559434473514557 0.1626146957278252),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279321015,20793709864,1,1,"(0.2537745237350464, 0.16626092791557312)","(0.26003193855285645, 0.16421917080879211)",1,1,2.3255157470703125,2.3620147705078125,Fixation,POINT (0.2569032311439514 0.1652400493621826),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279329349,20793718198,1,1,"(0.250122606754303, 0.1501055806875229)","(0.25951242446899414, 0.15303854644298553)",1,1,2.3336944580078125,2.3773651123046875,Fixation,POINT (0.2548175156116486 0.1515720635652542),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279337682,20793726531,1,1,"(0.2627454698085785, 0.14963622391223907)","(0.2595812976360321, 0.1505352258682251)",1,1,2.3383331298828125,2.387664794921875,Fixation,POINT (0.2611633837223053 0.1500857248902321),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279346016,20793734865,1,1,"(0.24840135872364044, 0.15489858388900757)","(0.26188334822654724, 0.15582051873207092)",1,1,2.3302001953125,2.376083374023437,Fixation,POINT (0.2551423534750938 0.1553595513105392),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279354349,20793743198,1,1,"(0.2469455748796463, 0.1556549072265625)","(0.2607657015323639, 0.1574583500623703)",1,1,2.3367462158203125,2.37225341796875,Fixation,POINT (0.2538556382060051 0.1565566286444664),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279362682,20793751531,1,1,"(0.2606357932090759, 0.15928784012794495)","(0.25722354650497437, 0.17356367409229279)",1,1,2.377227783203125,2.3599090576171875,Fixation,POINT (0.2589296698570252 0.1664257571101189),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279371016,20793759865,1,1,"(0.25431686639785767, 0.12310875207185745)","(0.2633898854255676, 0.1650840789079666)",1,1,2.3558349609375,2.3642120361328125,Fixation,POINT (0.2588533759117126 0.144096415489912),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279379350,20793768198,1,1,"(0.2541143000125885, 0.15597018599510193)","(0.2601093649864197, 0.14316488802433014)",1,1,2.343475341796875,2.391632080078125,Fixation,POINT (0.2571118324995041 0.149567537009716),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279387683,20793776531,1,1,"(0.25625237822532654, 0.1470140963792801)","(0.25484418869018555, 0.16434718668460846)",1,1,2.3398895263671875,2.373138427734375,Fixation,POINT (0.255548283457756 0.1556806415319443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279396017,20793784865,1,1,"(0.25101223587989807, 0.1282382607460022)","(0.26408109068870544, 0.15281718969345093)",1,1,2.3269500732421875,2.3770751953125,Fixation,POINT (0.2575466632843018 0.1405277252197266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279404350,20793793198,1,1,"(0.24940000474452972, 0.13934648036956787)","(0.2563442587852478, 0.1699877381324768)",1,1,2.3373260498046875,2.375350952148437,Fixation,POINT (0.2528721317648888 0.1546671092510223),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279412683,20793801531,1,1,"(0.2540605962276459, 0.14344415068626404)","(0.2604583501815796, 0.1576801985502243)",1,1,2.3324127197265625,2.3641815185546875,Fixation,POINT (0.2572594732046127 0.1505621746182442),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,print,7957602,1212279421017,20793809865,1,1,"(0.249485582113266, 0.1537480354309082)","(0.26323363184928894, 0.15927039086818695)",1,1,2.337127685546875,2.374664306640625,Fixation,POINT (0.2563596069812775 0.1565092131495476),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
