,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,setGenJarDir.0,File.0,genJarDir.0,SandProject.0,proj.0,proj.1,getAntProject.0,setProperty.0,"""genJarDir"".0",genJarDir.1,toString.0,SandProject.1,downstream.0,=.0,proj.2,getRequiredBy.0,for.0,int.0,i.0,=.1,0.0,i.1,<.0,downstream.1,length.0,i.2,setGenJarDir.1,genJarDir.2,downstream.2,i.3,].0,code,participant_summary
0,136,setGenJarDir,31789275,1211351051367,19865443962,1,1,"(0.689489483833313, 0.21229258179664612)","(0.6849245429039001, 0.21364547312259674)",1,1,2.5945281982421875,2.4403839111328125,,POINT (0.6872070133686066 0.2129690274596214),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351059701,19865452296,1,1,"(0.6836442947387695, 0.21557340025901794)","(0.6892246603965759, 0.21839085221290588)",1,1,2.583343505859375,2.4717559814453125,Fixation,POINT (0.6864344775676727 0.2169821262359619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351068034,19865460629,1,1,"(0.6911221146583557, 0.20221950113773346)","(0.6868022084236145, 0.21360395848751068)",1,1,2.5742950439453125,2.4360809326171875,Fixation,POINT (0.6889621615409851 0.2079117298126221),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351076367,19865468962,1,1,"(0.6840934157371521, 0.21801456809043884)","(0.6866177320480347, 0.21808747947216034)",1,1,2.59619140625,2.471771240234375,Fixation,POINT (0.6853555738925934 0.2180510237812996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351084700,19865477296,1,1,"(0.6882286071777344, 0.2161296159029007)","(0.6819924712181091, 0.21172873675823212)",1,1,2.576171875,2.450927734375,Fixation,POINT (0.6851105391979218 0.2139291763305664),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351093033,19865485629,1,1,"(0.682309091091156, 0.2257418930530548)","(0.6857065558433533, 0.21565483510494232)",1,1,2.5985260009765625,2.475814819335937,Fixation,POINT (0.6840078234672546 0.2206983640789986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351101366,19865493962,1,1,"(0.6893393993377686, 0.22910428047180176)","(0.6857692003250122, 0.22663719952106476)",1,1,2.5754852294921875,2.51116943359375,Fixation,POINT (0.6875542998313904 0.2278707399964333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351109700,19865502296,1,1,"(0.6853787899017334, 0.22383223474025726)","(0.683719277381897, 0.2267608642578125)",1,1,2.573822021484375,2.449554443359375,Fixation,POINT (0.6845490336418152 0.2252965494990349),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351118033,19865510629,1,1,"(0.691619873046875, 0.2192838490009308)","(0.6903344392776489, 0.22585290670394897)",1,1,2.5619659423828125,2.4803924560546875,Fixation,POINT (0.690977156162262 0.2225683778524399),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351126366,19865518962,1,1,"(0.6887919306755066, 0.20982758700847626)","(0.6829947829246521, 0.2164698839187622)",1,1,2.586532592773437,2.4709014892578125,Fixation,POINT (0.6858933568000793 0.2131487354636192),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351134700,19865527296,1,1,"(0.6853659152984619, 0.22048863768577576)","(0.6922104358673096, 0.2076149731874466)",1,1,2.5480194091796875,2.4405975341796875,Fixation,POINT (0.6887881755828857 0.2140518054366112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351143033,19865535629,1,1,"(0.6939377188682556, 0.22602218389511108)","(0.6929274797439575, 0.2119216024875641)",1,1,2.55963134765625,2.426605224609375,Fixation,POINT (0.6934325993061066 0.2189718931913376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351151372,19865543967,1,1,"(0.684503436088562, 0.2306813895702362)","(0.6931391358375549, 0.22521823644638062)",1,1,2.548248291015625,2.433624267578125,Fixation,POINT (0.6888212859630585 0.2279498130083084),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351159706,19865552301,1,1,"(0.6919316649436951, 0.22070035338401794)","(0.6930885910987854, 0.2075454592704773)",1,1,2.56976318359375,2.424423217773437,Fixation,POINT (0.6925101280212402 0.2141229063272476),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351168039,19865560634,1,1,"(0.6833430528640747, 0.2254626452922821)","(0.6897924542427063, 0.2235335260629654)",1,1,2.56878662109375,2.452255249023437,Fixation,POINT (0.6865677535533905 0.2244980856776238),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351176372,19865568967,1,1,"(0.6856182813644409, 0.22149786353111267)","(0.687044084072113, 0.21312063932418823)",1,1,2.559722900390625,2.437835693359375,Fixation,POINT (0.686331182718277 0.2173092514276504),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351184706,19865577301,1,1,"(0.6908366084098816, 0.22856907546520233)","(0.6935290098190308, 0.20907224714756012)",1,1,2.557220458984375,2.432357788085937,Fixation,POINT (0.6921828091144562 0.2188206613063812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351193039,19865585634,1,1,"(0.682841956615448, 0.2180975377559662)","(0.6885488629341125, 0.22270214557647705)",1,1,2.5563507080078125,2.4375,Fixation,POINT (0.6856954097747803 0.2203998416662216),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351201370,19865593965,1,1,"(0.6815887689590454, 0.21439635753631592)","(0.6869236826896667, 0.20377735793590546)",1,1,2.518280029296875,2.437606811523437,Fixation,POINT (0.6842562258243561 0.2090868577361107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351209704,19865602299,1,1,"(0.688130259513855, 0.22110441327095032)","(0.6908148527145386, 0.21662382781505585)",1,1,2.545150756835937,2.4309539794921875,Fixation,POINT (0.6894725561141968 0.2188641205430031),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351218037,19865610632,1,1,"(0.6860544681549072, 0.20854292809963226)","(0.6869975328445435, 0.21894977986812592)",1,1,2.556243896484375,2.449951171875,Fixation,POINT (0.6865260004997253 0.2137463539838791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351226369,19865618965,1,1,"(0.694697380065918, 0.21583649516105652)","(0.6889614462852478, 0.20937909185886383)",1,1,2.5565338134765625,2.4124755859375,Fixation,POINT (0.6918294131755829 0.2126077935099602),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351251370,19865643965,1,1,"(0.6512858867645264, 0.1994829773902893)","(0.6581090688705444, 0.2008274495601654)",1,1,2.4962921142578125,2.4430694580078125,Fixation,POINT (0.6546974778175354 0.2001552134752274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351259704,19865652299,1,1,"(0.6555190682411194, 0.2079698145389557)","(0.648140549659729, 0.19263975322246552)",1,1,2.4964599609375,2.46630859375,Fixation,POINT (0.6518298089504242 0.2003047838807106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351268037,19865660632,1,1,"(0.6515256762504578, 0.21059705317020416)","(0.6500179767608643, 0.1965174823999405)",1,1,2.51580810546875,2.464080810546875,Fixation,POINT (0.650771826505661 0.2035572677850723),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351276370,19865668965,1,1,"(0.6479679346084595, 0.2220444232225418)","(0.6583065390586853, 0.20859435200691223)",1,1,2.5202789306640625,2.43572998046875,Fixation,POINT (0.6531372368335724 0.215319387614727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351284707,19865677302,1,1,"(0.6440348625183105, 0.2080792486667633)","(0.6608242988586426, 0.2081591784954071)",1,1,2.518035888671875,2.4453277587890625,Fixation,POINT (0.6524295806884766 0.2081192135810852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351293041,19865685636,1,1,"(0.6453091502189636, 0.20269928872585297)","(0.6558173894882202, 0.1999465674161911)",1,1,2.4806365966796875,2.4388580322265625,Fixation,POINT (0.6505632698535919 0.201322928071022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351301374,19865693969,1,1,"(0.6427279114723206, 0.20258189737796783)","(0.6511592268943787, 0.21243610978126526)",1,1,2.500701904296875,2.459335327148437,Fixation,POINT (0.6469435691833496 0.2075090035796166),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351309708,19865702303,1,1,"(0.6437233090400696, 0.22026388347148895)","(0.6559482216835022, 0.20223982632160187)",1,1,2.5114898681640625,2.4457244873046875,Fixation,POINT (0.6498357653617859 0.2112518548965454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351318041,19865710636,1,1,"(0.643218994140625, 0.20793040096759796)","(0.6521463990211487, 0.20265740156173706)",1,1,2.4890899658203125,2.4273681640625,Fixation,POINT (0.6476826965808868 0.2052939012646675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351326374,19865718969,1,1,"(0.6419468522071838, 0.20756568014621735)","(0.6489286422729492, 0.2093832790851593)",1,1,2.5052947998046875,2.4391326904296875,Fixation,POINT (0.6454377472400665 0.2084744796156883),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351334707,19865727302,1,1,"(0.6462745666503906, 0.1963406652212143)","(0.6538072824478149, 0.2032691389322281)",1,1,2.506195068359375,2.4293975830078125,Fixation,POINT (0.6500409245491028 0.1998049020767212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351343041,19865735636,1,1,"(0.6428506374359131, 0.19815298914909363)","(0.6547062397003174, 0.20665816962718964)",1,1,2.4760894775390625,2.4235076904296875,Fixation,POINT (0.6487784385681152 0.2024055793881416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351351374,19865743969,1,1,"(0.6424471139907837, 0.20722860097885132)","(0.655582070350647, 0.2107483297586441)",1,1,2.4837646484375,2.431365966796875,Fixation,POINT (0.6490145921707153 0.2089884653687477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351359708,19865752303,1,1,"(0.6434723734855652, 0.20871953666210175)","(0.6525681614875793, 0.2107044905424118)",1,1,2.487335205078125,2.4218292236328125,Fixation,POINT (0.6480202674865723 0.2097120136022568),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351368041,19865760636,1,1,"(0.6388941407203674, 0.21433845162391663)","(0.6580820679664612, 0.20584669709205627)",1,1,2.4834442138671875,2.43804931640625,Fixation,POINT (0.6484881043434143 0.2100925743579864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351376374,19865768969,1,1,"(0.6421276330947876, 0.21419930458068848)","(0.6568998694419861, 0.1992483288049698)",1,1,2.479598999023437,2.4383087158203125,Fixation,POINT (0.6495137512683868 0.2067238166928291),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351384708,19865777303,1,1,"(0.6400128602981567, 0.2235650271177292)","(0.6401669383049011, 0.21124497056007385)",1,1,2.49932861328125,2.403076171875,Fixation,POINT (0.6400898993015289 0.2174049988389015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,setGenJarDir,31789275,1211351451379,19865843974,1,1,"(0.13905774056911469, 0.12405508011579514)","(0.1491050124168396, 0.12610094249248505)",1,1,2.46148681640625,2.448593139648437,Fixation,POINT (0.1440813764929771 0.1250780113041401),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351459712,19865852307,1,1,"(0.14365573227405548, 0.14869891107082367)","(0.15879659354686737, 0.12336952984333038)",1,1,2.485992431640625,2.460784912109375,Fixation,POINT (0.1512261629104614 0.136034220457077),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351468046,19865860641,1,1,"(0.15436844527721405, 0.1596483439207077)","(0.15102548897266388, 0.12197443097829819)",1,1,2.464141845703125,2.450347900390625,Fixation,POINT (0.152696967124939 0.1408113874495029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351476379,19865868974,1,1,"(0.1545683741569519, 0.15066884458065033)","(0.1475563943386078, 0.10813509672880173)",1,1,2.492706298828125,2.4416046142578125,Fixation,POINT (0.1510623842477798 0.129401970654726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351484712,19865877307,1,1,"(0.15698447823524475, 0.17785212397575378)","(0.1526770144701004, 0.11446627974510193)",1,1,2.4618682861328125,2.464584350585937,Fixation,POINT (0.1548307463526726 0.1461592018604279),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351493047,19865885641,1,1,"(0.15645456314086914, 0.16886098682880402)","(0.15342378616333008, 0.12014348804950714)",1,1,2.463836669921875,2.443267822265625,Fixation,POINT (0.1549391746520996 0.1445022374391556),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351501380,19865893974,1,1,"(0.15554285049438477, 0.17553487420082092)","(0.15463876724243164, 0.1293271780014038)",1,1,2.453094482421875,2.430816650390625,Fixation,POINT (0.1550908088684082 0.1524310261011124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351509715,19865902309,1,1,"(0.1601569652557373, 0.16923801600933075)","(0.1469356268644333, 0.12079476565122604)",1,1,2.45391845703125,2.441635131835937,Fixation,POINT (0.1535462960600853 0.1450163908302784),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351518049,19865910643,1,1,"(0.1514088660478592, 0.16762478649616241)","(0.14695550501346588, 0.11578362435102463)",1,1,2.4525146484375,2.4435577392578125,Fixation,POINT (0.1491821855306625 0.1417042054235935),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351526382,19865918976,1,1,"(0.142487570643425, 0.172053724527359)","(0.15323962271213531, 0.13017059862613678)",1,1,2.458740234375,2.4576568603515625,Fixation,POINT (0.1478635966777802 0.1511121615767479),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351534715,19865927309,1,1,"(0.1533813774585724, 0.17052100598812103)","(0.15730804204940796, 0.12181518971920013)",1,1,2.4337615966796875,2.4462432861328125,Fixation,POINT (0.1553447097539902 0.1461680978536606),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351543053,19865935647,1,1,"(0.1475497931241989, 0.16842728853225708)","(0.15102015435695648, 0.12276074290275574)",1,1,2.4542999267578125,2.434326171875,Fixation,POINT (0.1492849737405777 0.1455940157175064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351551386,19865943980,1,1,"(0.1395510882139206, 0.1685694307088852)","(0.14635016024112701, 0.12033534795045853)",1,1,2.439117431640625,2.450057983398437,Fixation,POINT (0.1429506242275238 0.1444523893296719),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351559719,19865952313,1,1,"(0.1348104327917099, 0.15758559107780457)","(0.15468522906303406, 0.12541909515857697)",1,1,2.450653076171875,2.4506072998046875,Fixation,POINT (0.144747830927372 0.1415023431181908),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351568053,19865960647,1,1,"(0.13406455516815186, 0.16384561359882355)","(0.149090975522995, 0.12231013178825378)",1,1,2.438995361328125,2.4216766357421875,Fixation,POINT (0.1415777653455734 0.1430778726935387),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351576386,19865968980,1,1,"(0.13079442083835602, 0.1452028751373291)","(0.1523493081331253, 0.11463978886604309)",1,1,2.456298828125,2.445220947265625,Fixation,POINT (0.1415718644857407 0.1299213320016861),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351584719,19865977313,1,1,"(0.129865825176239, 0.14648643136024475)","(0.14830806851387024, 0.13550882041454315)",1,1,2.4552154541015625,2.4351806640625,Fixation,POINT (0.1390869468450546 0.140997625887394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351593053,19865985647,1,1,"(0.12300416827201843, 0.1417870670557022)","(0.15760332345962524, 0.11748169362545013)",1,1,2.4562225341796875,2.4376983642578125,Fixation,POINT (0.1403037458658218 0.1296343803405762),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351601386,19865993980,1,1,"(0.12847651541233063, 0.14587827026844025)","(0.15364326536655426, 0.12908610701560974)",1,1,2.450180053710937,2.4430084228515625,Fixation,POINT (0.1410598903894424 0.137482188642025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351609719,19866002313,1,1,"(0.1291995495557785, 0.14542822539806366)","(0.15101228654384613, 0.1137237623333931)",1,1,2.443710327148437,2.457000732421875,Fixation,POINT (0.1401059180498123 0.1295759938657284),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351618053,19866010647,1,1,"(0.13078954815864563, 0.1594851166009903)","(0.14787353575229645, 0.12568888068199158)",1,1,2.4771881103515625,2.451629638671875,Fixation,POINT (0.139331541955471 0.1425869986414909),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351626377,19866018971,1,1,"(0.12398805469274521, 0.16270039975643158)","(0.14942215383052826, 0.1290733367204666)",1,1,2.467041015625,2.4453582763671875,Fixation,POINT (0.1367051042616367 0.1458868682384491),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351634711,19866027305,1,1,"(0.12825559079647064, 0.15516461431980133)","(0.1531052440404892, 0.11688083410263062)",1,1,2.4575347900390625,2.42999267578125,Fixation,POINT (0.1406804174184799 0.136022724211216),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351643053,19866035647,1,1,"(0.13393916189670563, 0.15344883501529694)","(0.1489204466342926, 0.12692208588123322)",1,1,2.44171142578125,2.4469451904296875,Fixation,POINT (0.1414298042654991 0.1401854604482651),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351651378,19866043972,1,1,"(0.1348203718662262, 0.17580601572990417)","(0.15214072167873383, 0.12156295031309128)",1,1,2.45660400390625,2.4567108154296875,Fixation,POINT (0.14348054677248 0.1486844830214977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351659719,19866052313,1,1,"(0.13432897627353668, 0.1601695418357849)","(0.1505383402109146, 0.12245754897594452)",1,1,2.442230224609375,2.442489624023437,Fixation,POINT (0.1424336582422256 0.1413135454058647),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351668053,19866060647,1,1,"(0.136623814702034, 0.15820865333080292)","(0.1473160833120346, 0.10897521674633026)",1,1,2.4647216796875,2.431732177734375,Fixation,POINT (0.1419699490070343 0.1335919350385666),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351676381,19866068975,1,1,"(0.13628917932510376, 0.1669337898492813)","(0.15046624839305878, 0.11448948085308075)",1,1,2.4630584716796875,2.4415283203125,Fixation,POINT (0.1433777138590813 0.140711635351181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351684714,19866077308,1,1,"(0.13609951734542847, 0.16794660687446594)","(0.1506667286157608, 0.12231583893299103)",1,1,2.464141845703125,2.426132202148437,Fixation,POINT (0.1433831229805946 0.1451312229037285),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351701380,19866093974,1,1,"(0.1752418428659439, 0.19134527444839478)","(0.18229351937770844, 0.13582000136375427)",1,1,2.4753570556640625,2.452484130859375,Fixation,POINT (0.1787676811218262 0.1635826379060745),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351709714,19866102308,1,1,"(0.16687321662902832, 0.17213647067546844)","(0.1708551049232483, 0.13457387685775757)",1,1,2.481964111328125,2.43328857421875,Fixation,POINT (0.1688641607761383 0.153355173766613),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351718047,19866110641,1,1,"(0.17366117238998413, 0.17210668325424194)","(0.17181013524532318, 0.13119323551654816)",1,1,2.452133178710937,2.440399169921875,Fixation,POINT (0.1727356538176537 0.151649959385395),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351726381,19866118975,1,1,"(0.169141948223114, 0.17296884953975677)","(0.1765286773443222, 0.13279621303081512)",1,1,2.458038330078125,2.446151733398437,Fixation,POINT (0.1728353127837181 0.152882531285286),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351734714,19866127308,1,1,"(0.17508800327777863, 0.18187591433525085)","(0.17257244884967804, 0.12822915613651276)",1,1,2.480224609375,2.434432983398437,Fixation,POINT (0.1738302260637283 0.1550525352358818),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351743047,19866135641,1,1,"(0.1699737012386322, 0.1800454556941986)","(0.17457227408885956, 0.1225573867559433)",1,1,2.4535064697265625,2.4066925048828125,Fixation,POINT (0.1722729876637459 0.151301421225071),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351751380,19866143974,1,1,"(0.1744442582130432, 0.18442825973033905)","(0.1733877956867218, 0.12452519685029984)",1,1,2.472625732421875,2.441680908203125,Fixation,POINT (0.1739160269498825 0.1544767282903194),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351759714,19866152308,1,1,"(0.17033833265304565, 0.18338316679000854)","(0.17588305473327637, 0.12515641748905182)",1,1,2.462371826171875,2.4289093017578125,Fixation,POINT (0.173110693693161 0.1542697921395302),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351768047,19866160641,1,1,"(0.17414410412311554, 0.18542072176933289)","(0.17449398338794708, 0.12795904278755188)",1,1,2.45703125,2.443450927734375,Fixation,POINT (0.1743190437555313 0.1566898822784424),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351776380,19866168974,1,1,"(0.17103396356105804, 0.1849617213010788)","(0.1732243001461029, 0.12408285588026047)",1,1,2.47137451171875,2.449493408203125,Fixation,POINT (0.1721291318535805 0.1545222885906696),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351784714,19866177308,1,1,"(0.1729757934808731, 0.18646585941314697)","(0.1731610894203186, 0.11982912570238113)",1,1,2.47772216796875,2.4422760009765625,Fixation,POINT (0.1730684414505959 0.153147492557764),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351793047,19866185641,1,1,"(0.16366499662399292, 0.16938279569149017)","(0.17759829759597778, 0.14015348255634308)",1,1,2.46923828125,2.4501190185546875,Fixation,POINT (0.1706316471099854 0.1547681391239166),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351801380,19866193974,1,1,"(0.17511634528636932, 0.16097596287727356)","(0.17243428528308868, 0.1411425620317459)",1,1,2.492050170898437,2.41595458984375,Fixation,POINT (0.173775315284729 0.1510592624545097),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351809722,19866202316,1,1,"(0.17400352656841278, 0.16871891915798187)","(0.17445838451385498, 0.1283436119556427)",1,1,2.4616851806640625,2.4320068359375,Fixation,POINT (0.1742309555411339 0.1485312655568123),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351818055,19866210649,1,1,"(0.1779051572084427, 0.1723969429731369)","(0.17186537384986877, 0.11481696367263794)",1,1,2.4734649658203125,2.46148681640625,Fixation,POINT (0.1748852655291557 0.1436069533228874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351826388,19866218982,1,1,"(0.17938725650310516, 0.1857908070087433)","(0.1736215054988861, 0.12425533682107925)",1,1,2.477157592773437,2.4521636962890625,Fixation,POINT (0.1765043810009956 0.1550230719149113),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351834722,19866227316,1,1,"(0.16989664733409882, 0.1948196291923523)","(0.17150500416755676, 0.11856135725975037)",1,1,2.4821319580078125,2.41375732421875,Fixation,POINT (0.1707008257508278 0.1566904932260513),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351843055,19866235649,1,1,"(0.15774960815906525, 0.16514655947685242)","(0.16582757234573364, 0.12405813485383987)",1,1,2.456085205078125,2.45233154296875,Fixation,POINT (0.1617885902523994 0.1446023471653462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,setGenJarDir,31789275,1211351868056,19866260650,1,1,"(0.07184379547834396, 0.15798340737819672)","(0.09921392798423767, 0.1205558031797409)",1,1,2.4633331298828125,2.3902587890625,Fixation,POINT (0.0855288617312908 0.1392696052789688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
