,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,swapItems.0,int.0,index.0,int.1,change.0,if.0,index.1,>=.0,0.0,&&.0,index.2,<.0,allItems.0,length.0,&&.1,change.1,>=.1,0.1,&&.2,change.2,<.1,allItems.1,length.1,MenuItem.0,temp.0,=.0,allItems.2,index.3,allItems.3,index.4,=.1,allItems.4,change.3,allItems.5,change.4,=.2,temp.1,code,participant_summary
0,136,swapItems,36634895,1211636962492,20151353978,1,1,"(0.6733563542366028, 0.17274896800518036)","(0.7010583877563477, 0.19866326451301575)",1,1,2.4794921875,2.42132568359375,,POINT (0.6872073709964752 0.185706116259098),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211636970826,20151362312,1,1,"(0.6777759790420532, 0.17892572283744812)","(0.6881687045097351, 0.1985204666852951)",1,1,2.4603729248046875,2.432968139648437,Fixation,POINT (0.6829723417758942 0.1887230947613716),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211636979159,20151370645,1,1,"(0.6772072911262512, 0.18682308495044708)","(0.6892867088317871, 0.1883251816034317)",1,1,2.4545135498046875,2.446868896484375,Fixation,POINT (0.6832469999790192 0.1875741332769394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211636987492,20151378978,1,1,"(0.670602560043335, 0.18214267492294312)","(0.677546501159668, 0.18998022377490997)",1,1,2.4664306640625,2.45123291015625,Fixation,POINT (0.6740745306015015 0.1860614493489265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211636995826,20151387312,1,1,"(0.6847645044326782, 0.17634491622447968)","(0.6797483563423157, 0.19541509449481964)",1,1,2.4655303955078125,2.4226531982421875,Fixation,POINT (0.682256430387497 0.1858800053596497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637004159,20151395645,1,1,"(0.6768197417259216, 0.1706697940826416)","(0.6815686225891113, 0.20194858312606812)",1,1,2.484283447265625,2.4454803466796875,Fixation,POINT (0.6791941821575165 0.1863091886043549),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637012492,20151403978,1,1,"(0.6801965236663818, 0.17603692412376404)","(0.6807966828346252, 0.19221468269824982)",1,1,2.443572998046875,2.432037353515625,Fixation,POINT (0.6804966032505035 0.1841258034110069),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637020826,20151412312,1,1,"(0.6709214448928833, 0.20205406844615936)","(0.67791348695755, 0.1948051005601883)",1,1,2.4359588623046875,2.4439849853515625,Fixation,POINT (0.6744174659252167 0.1984295845031738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637029164,20151420650,1,1,"(0.685552179813385, 0.17096935212612152)","(0.6826501488685608, 0.18934424221515656)",1,1,2.44659423828125,2.4571990966796875,Fixation,POINT (0.6841011643409729 0.180156797170639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637037497,20151428983,1,1,"(0.6791753768920898, 0.16920125484466553)","(0.6756091713905334, 0.18660104274749756)",1,1,2.46600341796875,2.429412841796875,Fixation,POINT (0.6773922741413116 0.1779011487960815),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637045831,20151437317,1,1,"(0.679543673992157, 0.1992999166250229)","(0.686057448387146, 0.1957627832889557)",1,1,2.437225341796875,2.4249267578125,Fixation,POINT (0.6828005611896515 0.1975313499569893),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637054164,20151445650,1,1,"(0.6804879903793335, 0.17960579693317413)","(0.6780596375465393, 0.17479607462882996)",1,1,2.444610595703125,2.437225341796875,Fixation,POINT (0.6792738139629364 0.177200935781002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637062497,20151453983,1,1,"(0.6726031303405762, 0.18965831398963928)","(0.6811545491218567, 0.2030716836452484)",1,1,2.4708251953125,2.4248046875,Fixation,POINT (0.6768788397312164 0.1963649988174438),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637070830,20151462316,1,1,"(0.6752975583076477, 0.19493776559829712)","(0.6759781241416931, 0.2024916112422943)",1,1,2.4742889404296875,2.4171142578125,Fixation,POINT (0.6756378412246704 0.1987146884202957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637079164,20151470650,1,1,"(0.6866568326950073, 0.17369093000888824)","(0.6865324974060059, 0.1841786652803421)",1,1,2.4422760009765625,2.4410552978515625,Fixation,POINT (0.6865946650505066 0.1789347976446152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637087497,20151478983,1,1,"(0.6753924489021301, 0.17953896522521973)","(0.6788507699966431, 0.1988777220249176)",1,1,2.430282592773437,2.40283203125,Fixation,POINT (0.6771216094493866 0.1892083436250687),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637095830,20151487316,1,1,"(0.6778420805931091, 0.18686331808567047)","(0.6803076863288879, 0.18729490041732788)",1,1,2.448028564453125,2.417327880859375,Fixation,POINT (0.6790748834609985 0.1870791092514992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637104164,20151495650,1,1,"(0.6797969937324524, 0.1876409947872162)","(0.6798744797706604, 0.1879638135433197)",1,1,2.438385009765625,2.45037841796875,Fixation,POINT (0.6798357367515564 0.1878024041652679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637112497,20151503983,1,1,"(0.6770580410957336, 0.19402919709682465)","(0.6822865009307861, 0.2024345099925995)",1,1,2.43817138671875,2.43658447265625,Fixation,POINT (0.6796722710132599 0.1982318535447121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637120830,20151512316,1,1,"(0.6756532192230225, 0.19243180751800537)","(0.6840857267379761, 0.1769690364599228)",1,1,2.4434814453125,2.39129638671875,Fixation,POINT (0.6798694729804993 0.1847004219889641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637129164,20151520650,1,1,"(0.6813366413116455, 0.18330813944339752)","(0.6833325028419495, 0.19240723550319672)",1,1,2.442733764648437,2.4203033447265625,Fixation,POINT (0.6823345720767975 0.1878576874732971),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637137498,20151528983,1,1,"(0.6726574301719666, 0.18561403453350067)","(0.6824625730514526, 0.19628895819187164)",1,1,2.46771240234375,2.4257049560546875,Fixation,POINT (0.6775600016117096 0.1909514963626862),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637145831,20151537316,1,1,"(0.6784551739692688, 0.19335053861141205)","(0.6794388294219971, 0.1965414583683014)",1,1,2.460052490234375,2.422760009765625,Fixation,POINT (0.6789470016956329 0.1949459984898567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637154165,20151545650,1,1,"(0.6829848885536194, 0.1845134049654007)","(0.6808040738105774, 0.18740367889404297)",1,1,2.443450927734375,2.4141845703125,Fixation,POINT (0.6818944811820984 0.1859585419297218),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637162503,20151553988,1,1,"(0.6714255213737488, 0.18810440599918365)","(0.6793429851531982, 0.18840990960597992)",1,1,2.4432830810546875,2.3999176025390625,Fixation,POINT (0.6753842532634735 0.1882571578025818),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637170836,20151562321,1,1,"(0.6814864277839661, 0.17940105497837067)","(0.6853076815605164, 0.202505961060524)",1,1,2.4327545166015625,2.4029083251953125,Fixation,POINT (0.6833970546722412 0.1909535080194473),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637179170,20151570655,1,1,"(0.6789264678955078, 0.19406674802303314)","(0.6790621280670166, 0.20668257772922516)",1,1,2.441680908203125,2.409042358398437,Fixation,POINT (0.6789942979812622 0.2003746628761292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637187503,20151578988,1,1,"(0.6775484681129456, 0.20408177375793457)","(0.6811791658401489, 0.19685034453868866)",1,1,2.43109130859375,2.396591186523437,Fixation,POINT (0.6793638169765472 0.2004660591483116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637195836,20151587321,1,1,"(0.679094135761261, 0.19060689210891724)","(0.6813099980354309, 0.20449692010879517)",1,1,2.4322509765625,2.403167724609375,Fixation,POINT (0.680202066898346 0.1975519061088562),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637204170,20151595655,1,1,"(0.6774799227714539, 0.19043681025505066)","(0.6820316314697266, 0.19339488446712494)",1,1,2.443328857421875,2.3670654296875,Fixation,POINT (0.6797557771205902 0.1919158473610878),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637212503,20151603988,1,1,"(0.6801221966743469, 0.17604029178619385)","(0.679594099521637, 0.20218171179294586)",1,1,2.4387969970703125,2.4058074951171875,Fixation,POINT (0.6798581480979919 0.1891110017895698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637220836,20151612321,1,1,"(0.6797425746917725, 0.18143175542354584)","(0.6895537972450256, 0.19252905249595642)",1,1,2.458160400390625,2.373138427734375,Fixation,POINT (0.684648185968399 0.1869804039597511),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637229170,20151620655,1,1,"(0.6699281334877014, 0.1743815690279007)","(0.67989581823349, 0.18698734045028687)",1,1,2.4374237060546875,2.3849639892578125,Fixation,POINT (0.6749119758605957 0.1806844547390938),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637237505,20151628990,1,1,"(0.6823140382766724, 0.17200274765491486)","(0.6846151351928711, 0.1808996945619583)",1,1,2.420562744140625,2.3832244873046875,Fixation,POINT (0.6834645867347717 0.1764512211084366),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637245838,20151637323,1,1,"(0.6743253469467163, 0.19038797914981842)","(0.6802856922149658, 0.18889111280441284)",1,1,2.427734375,2.36834716796875,Fixation,POINT (0.6773055195808411 0.1896395459771156),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637254172,20151645657,1,1,"(0.6675332188606262, 0.1867239624261856)","(0.6803802251815796, 0.18701837956905365)",1,1,2.441268920898437,2.380477905273437,Fixation,POINT (0.6739567220211029 0.1868711709976196),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,swapItems,36634895,1211637312509,20151703994,1,1,"(0.30023691058158875, 0.12886640429496765)","(0.3075469732284546, 0.10542578250169754)",1,1,2.388778686523437,2.4391021728515625,Fixation,POINT (0.3038919419050217 0.1171460933983326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637320842,20151712327,1,1,"(0.30205774307250977, 0.12495478242635727)","(0.3135749399662018, 0.12274108827114105)",1,1,2.3961639404296875,2.454940795898437,Fixation,POINT (0.3078163415193558 0.1238479353487492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637329176,20151720661,1,1,"(0.3010690212249756, 0.1322454810142517)","(0.3037320375442505, 0.12217305600643158)",1,1,2.3973541259765625,2.4364776611328125,Fixation,POINT (0.302400529384613 0.1272092685103416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637337509,20151728994,1,1,"(0.29796916246414185, 0.148439422249794)","(0.30949288606643677, 0.1287468820810318)",1,1,2.4022674560546875,2.4349822998046875,Fixation,POINT (0.3037310242652893 0.1385931521654129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637345842,20151737327,1,1,"(0.2938551604747772, 0.14265024662017822)","(0.31118667125701904, 0.11032948642969131)",1,1,2.3750457763671875,2.408172607421875,Fixation,POINT (0.3025209158658981 0.1264898665249348),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637354176,20151745661,1,1,"(0.2978835701942444, 0.13909143209457397)","(0.30288997292518616, 0.10172855854034424)",1,1,2.4054412841796875,2.4199676513671875,Fixation,POINT (0.3003867715597153 0.1204099953174591),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637362509,20151753994,1,1,"(0.3084741532802582, 0.1347060203552246)","(0.30213743448257446, 0.1187037006020546)",1,1,2.401092529296875,2.423828125,Fixation,POINT (0.3053057938814163 0.1267048604786396),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637370842,20151762327,1,1,"(0.29978105425834656, 0.13807518780231476)","(0.30503371357917786, 0.12322822213172913)",1,1,2.366073608398437,2.413421630859375,Fixation,POINT (0.3024073839187622 0.1306517049670219),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637379177,20151770661,1,1,"(0.2938319146633148, 0.14287006855010986)","(0.31306958198547363, 0.1160447970032692)",1,1,2.37896728515625,2.436431884765625,Fixation,POINT (0.3034507483243942 0.1294574327766895),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637387510,20151778994,1,1,"(0.3020084798336029, 0.1389799565076828)","(0.3108871281147003, 0.10316507518291473)",1,1,2.34954833984375,2.398056030273437,Fixation,POINT (0.3064478039741516 0.1210725158452988),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637395843,20151787327,1,1,"(0.29755064845085144, 0.13367706537246704)","(0.30299198627471924, 0.1141325831413269)",1,1,2.3521881103515625,2.402496337890625,Fixation,POINT (0.3002713173627853 0.123904824256897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637404176,20151795660,1,1,"(0.2955297529697418, 0.14311754703521729)","(0.2999424934387207, 0.11006886512041092)",1,1,2.3602294921875,2.3801422119140625,Fixation,POINT (0.2977361232042313 0.1265932060778141),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637412512,20151803996,1,1,"(0.29804909229278564, 0.1419714242219925)","(0.3086688816547394, 0.10225603729486465)",1,1,2.3654022216796875,2.390731811523437,Fixation,POINT (0.3033589869737625 0.1221137307584286),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637420845,20151812329,1,1,"(0.30020368099212646, 0.1298942267894745)","(0.3064919412136078, 0.11261356621980667)",1,1,2.3509979248046875,2.3784637451171875,Fixation,POINT (0.3033478111028671 0.1212538965046406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637429183,20151820667,1,1,"(0.29653677344322205, 0.1383562535047531)","(0.3105064928531647, 0.1089199110865593)",1,1,2.3626251220703125,2.3949432373046875,Fixation,POINT (0.3035216331481934 0.1236380822956562),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637437516,20151829000,1,1,"(0.30123084783554077, 0.14397890865802765)","(0.30472686886787415, 0.10292233526706696)",1,1,2.36505126953125,2.3895263671875,Fixation,POINT (0.3029788583517075 0.1234506219625473),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637445849,20151837333,1,1,"(0.30060499906539917, 0.13711799681186676)","(0.30757221579551697, 0.11766556650400162)",1,1,2.337646484375,2.3670654296875,Fixation,POINT (0.3040886074304581 0.1273917816579342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637454183,20151845667,1,1,"(0.29244619607925415, 0.13024601340293884)","(0.30465853214263916, 0.1062454953789711)",1,1,2.344467163085937,2.363861083984375,Fixation,POINT (0.2985523641109467 0.118245754390955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637462516,20151854000,1,1,"(0.297666996717453, 0.1394345462322235)","(0.31278833746910095, 0.09847183525562286)",1,1,2.346649169921875,2.3728790283203125,Fixation,POINT (0.305227667093277 0.1189531907439232),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637470849,20151862333,1,1,"(0.3009778559207916, 0.14179222285747528)","(0.3051255941390991, 0.09391392767429352)",1,1,2.3413238525390625,2.3525848388671875,Fixation,POINT (0.3030517250299454 0.1178530752658844),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637479183,20151870667,1,1,"(0.29331174492836, 0.14867398142814636)","(0.3066549301147461, 0.10793661326169968)",1,1,2.317626953125,2.35296630859375,Fixation,POINT (0.299983337521553 0.128305297344923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637487516,20151879000,1,1,"(0.29550278186798096, 0.13309930264949799)","(0.307906836271286, 0.10587965697050095)",1,1,2.3384552001953125,2.3327178955078125,Fixation,POINT (0.3017048090696335 0.1194894798099995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637495849,20151887333,1,1,"(0.2967856228351593, 0.13967011868953705)","(0.3077346384525299, 0.09663072973489761)",1,1,2.32568359375,2.352035522460937,Fixation,POINT (0.3022601306438446 0.1181504242122173),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637504183,20151895667,1,1,"(0.29746076464653015, 0.13884130120277405)","(0.29804274439811707, 0.11597727984189987)",1,1,2.34320068359375,2.3292236328125,Fixation,POINT (0.2977517545223236 0.127409290522337),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637537507,20151928991,1,1,"(0.13616466522216797, 0.15898971259593964)","(0.15437455475330353, 0.14008544385433197)",1,1,2.234222412109375,2.343292236328125,Fixation,POINT (0.1452696099877358 0.1495375782251358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637545841,20151937325,1,1,"(0.14067745208740234, 0.15534326434135437)","(0.1606229841709137, 0.15202687680721283)",1,1,2.2121124267578125,2.33270263671875,Fixation,POINT (0.150650218129158 0.1536850705742836),,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637554181,20151945665,1,1,"(0.13653570413589478, 0.15867534279823303)","(0.1562846153974533, 0.13000904023647308)",1,1,2.27142333984375,2.304534912109375,Fixation,POINT (0.146410159766674 0.1443421915173531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637562514,20151953998,1,1,"(0.13238564133644104, 0.15093308687210083)","(0.14718562364578247, 0.14598186314105988)",1,1,2.238876342773437,2.3020477294921875,Fixation,POINT (0.1397856324911118 0.1484574750065804),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637570848,20151962332,1,1,"(0.14322996139526367, 0.14946451783180237)","(0.14846983551979065, 0.13633868098258972)",1,1,2.2928619384765625,2.316192626953125,Fixation,POINT (0.1458498984575272 0.142901599407196),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637579181,20151970665,1,1,"(0.1333702802658081, 0.14971037209033966)","(0.1444474756717682, 0.13789626955986023)",1,1,2.26605224609375,2.29998779296875,Fixation,POINT (0.1389088779687882 0.1438033208251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637587514,20151978998,1,1,"(0.13395100831985474, 0.15739566087722778)","(0.1496042162179947, 0.12779437005519867)",1,1,2.25848388671875,2.293212890625,Fixation,POINT (0.1417776122689247 0.1425950154662132),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637595848,20151987332,1,1,"(0.1369185745716095, 0.16100682318210602)","(0.14852376282215118, 0.1452251523733139)",1,1,2.2619171142578125,2.3018341064453125,Fixation,POINT (0.1427211686968803 0.15311598777771),,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637604181,20151995665,1,1,"(0.13741621375083923, 0.1665869951248169)","(0.13958194851875305, 0.13075542449951172)",1,1,2.21051025390625,2.2872467041015625,Fixation,POINT (0.1384990811347961 0.1486712098121643),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637612514,20152003998,1,1,"(0.13051827251911163, 0.15383191406726837)","(0.15223902463912964, 0.13330674171447754)",1,1,2.262542724609375,2.3013916015625,Fixation,POINT (0.1413786485791206 0.143569327890873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637620849,20152012332,1,1,"(0.12915228307247162, 0.15580283105373383)","(0.1502237170934677, 0.15036384761333466)",1,1,2.29400634765625,2.282455444335937,Fixation,POINT (0.1396880000829697 0.1530833393335342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637629182,20152020665,1,1,"(0.13500097393989563, 0.16361328959465027)","(0.16035430133342743, 0.1471230536699295)",1,1,2.258636474609375,2.2932281494140625,Fixation,POINT (0.1476776376366615 0.1553681716322899),,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637637515,20152028998,1,1,"(0.13226723670959473, 0.16688816249370575)","(0.1405707448720932, 0.12866133451461792)",1,1,2.2765655517578125,2.3026885986328125,Fixation,POINT (0.136418990790844 0.1477747485041618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637645849,20152037332,1,1,"(0.13780440390110016, 0.15429207682609558)","(0.15428173542022705, 0.13382267951965332)",1,1,2.26025390625,2.2877655029296875,Fixation,POINT (0.1460430696606636 0.1440573781728744),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637654182,20152045665,1,1,"(0.13762743771076202, 0.16715633869171143)","(0.15013234317302704, 0.14565488696098328)",1,1,2.276153564453125,2.30322265625,Fixation,POINT (0.1438798904418945 0.1564056128263474),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637662515,20152053998,1,1,"(0.14030076563358307, 0.15152427554130554)","(0.15017707645893097, 0.1425255835056305)",1,1,2.2696533203125,2.2895050048828125,Fixation,POINT (0.145238921046257 0.147024929523468),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637670849,20152062332,1,1,"(0.13650085031986237, 0.15502312779426575)","(0.144252210855484, 0.1348595917224884)",1,1,2.2502899169921875,2.2996978759765625,Fixation,POINT (0.1403765305876732 0.1449413597583771),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637679182,20152070665,1,1,"(0.14230768382549286, 0.15237650275230408)","(0.15740197896957397, 0.14464664459228516)",1,1,2.28045654296875,2.2953033447265625,Fixation,POINT (0.1498548313975334 0.1485115736722946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637687521,20152079004,1,1,"(0.14204101264476776, 0.16351407766342163)","(0.14531421661376953, 0.1389545351266861)",1,1,2.295928955078125,2.289520263671875,Fixation,POINT (0.1436776146292686 0.1512343063950539),,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637695855,20152087338,1,1,"(0.13475875556468964, 0.15648458898067474)","(0.1510404795408249, 0.14694294333457947)",1,1,2.265243530273437,2.2956695556640625,Fixation,POINT (0.1428996175527573 0.1517137661576271),,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637704188,20152095671,1,1,"(0.13931408524513245, 0.14375150203704834)","(0.15023411810398102, 0.14450909197330475)",1,1,2.272689819335937,2.3184356689453125,Fixation,POINT (0.1447741016745567 0.1441302970051765),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637712521,20152104004,1,1,"(0.1331225484609604, 0.160180002450943)","(0.1448115110397339, 0.15121622383594513)",1,1,2.2992706298828125,2.2960205078125,Fixation,POINT (0.1389670297503471 0.1556981131434441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637720855,20152112338,1,1,"(0.13578855991363525, 0.15145370364189148)","(0.1503942459821701, 0.1446273922920227)",1,1,2.29345703125,2.2804718017578125,Fixation,POINT (0.1430914029479027 0.1480405479669571),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637729189,20152120672,1,1,"(0.13910897076129913, 0.15343165397644043)","(0.14296278357505798, 0.13732296228408813)",1,1,2.2771148681640625,2.3224639892578125,Fixation,POINT (0.1410358771681786 0.1453773081302643),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,swapItems,36634895,1211637737522,20152129005,1,1,"(0.13278034329414368, 0.15599091351032257)","(0.14994102716445923, 0.1375209242105484)",1,1,2.27154541015625,2.283203125,Fixation,POINT (0.1413606852293014 0.1467559188604355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
