,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,Map.0,asMap.0,Map.1,map.0,=.0,new.0,HashMap.0,"// map put ""org_id"" org_id.200",map.1,put.0,"""startDate"".0",start_date.0,map.2,put.1,"""endDate"".0",end_date.0,if.0,this.0,organization.0,!=.0,nan.0,map.3,put.2,"""organization"".0",this.1,organization.1,acronym.0,map.4,put.3,"""type"".0",this.2,isVisitor.0,?.0,"""Visitor"".0",:.0,"""Employee"".0",// return new JSONObject map.201,return.0,map.5,prewritten,accurate,missing,unnecessary,readable,code
0,136,asMap,22624602,1208918407653,17432809154,1,1,"(0.8090760707855225, 0.6741076707839966)","(0.8619903922080994, 0.7168483734130859)",1,1,2.520248413085937,2.44305419921875,,POINT (0.8355332314968109 0.6954780220985413),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,136,asMap,22624602,1208918432653,17432834154,1,1,"(0.767106294631958, 0.48334071040153503)","(0.7721979022026062, 0.5229751467704773)",1,1,2.519683837890625,2.5120849609375,Fixation,POINT (0.7696520984172821 0.5031579285860062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,asMap,22624602,1208918440986,17432842487,1,1,"(0.7634792923927307, 0.4892570674419403)","(0.7725311517715454, 0.5150636434555054)",1,1,2.5135650634765625,2.5365447998046875,Fixation,POINT (0.7680052220821381 0.5021603554487228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,asMap,22624602,1208918449319,17432850820,1,1,"(0.7578803896903992, 0.4732407033443451)","(0.7669049501419067, 0.5086292028427124)",1,1,2.55133056640625,2.525634765625,Fixation,POINT (0.762392669916153 0.4909349530935288),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,asMap,22624602,1208918457653,17432859154,1,1,"(0.760230541229248, 0.46773162484169006)","(0.756408154964447, 0.49778032302856445)",1,1,2.5456085205078125,2.551300048828125,Fixation,POINT (0.7583193480968475 0.4827559739351273),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,asMap,22624602,1208918465986,17432867487,1,1,"(0.7422223687171936, 0.468708336353302)","(0.7541033625602722, 0.502345621585846)",1,1,2.5247802734375,2.5218505859375,Fixation,POINT (0.7481628656387329 0.485526978969574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,asMap,22624602,1208918490994,17432892495,1,1,"(0.6739366054534912, 0.26650452613830566)","(0.6824135184288025, 0.30446216464042664)",1,1,2.4595489501953125,2.4903564453125,Fixation,POINT (0.6781750619411469 0.2854833453893662),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,asMap,22624602,1208918507662,17432909162,1,1,"(0.6653361320495605, 0.25116315484046936)","(0.6630260348320007, 0.2842361330986023)",1,1,2.47998046875,2.50579833984375,Fixation,POINT (0.6641810834407806 0.2676996439695358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918515993,17432917493,1,1,"(0.6632089614868164, 0.24821792542934418)","(0.6668798327445984, 0.28446269035339355)",1,1,2.509552001953125,2.5147857666015625,Fixation,POINT (0.6650443971157074 0.2663403078913689),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918524326,17432925826,1,1,"(0.6699135899543762, 0.2578543424606323)","(0.6704006195068359, 0.27620068192481995)",1,1,2.505157470703125,2.514984130859375,Fixation,POINT (0.6701571047306061 0.2670275121927261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918532661,17432934160,1,1,"(0.6628676056861877, 0.24496965110301971)","(0.6681432723999023, 0.2787201404571533)",1,1,2.4591827392578125,2.511932373046875,Fixation,POINT (0.665505439043045 0.2618448957800865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918540994,17432942493,1,1,"(0.6657880544662476, 0.24674466252326965)","(0.6676366329193115, 0.27328377962112427)",1,1,2.4773101806640625,2.4972381591796875,Fixation,POINT (0.6667123436927795 0.260014221072197),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918549327,17432950826,1,1,"(0.6618632674217224, 0.2516622543334961)","(0.6708666086196899, 0.2695018947124481)",1,1,2.446258544921875,2.515655517578125,Fixation,POINT (0.6663649380207062 0.2605820745229721),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918557661,17432959160,1,1,"(0.6591021418571472, 0.255475789308548)","(0.6689619421958923, 0.275983065366745)",1,1,2.484481811523437,2.5235595703125,Fixation,POINT (0.6640320420265198 0.2657294273376465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918565994,17432967493,1,1,"(0.6578423976898193, 0.2577917277812958)","(0.6654471755027771, 0.2780835032463074)",1,1,2.4870758056640625,2.503768920898437,Fixation,POINT (0.6616447865962982 0.2679376155138016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918574327,17432975826,1,1,"(0.6628339886665344, 0.2511141896247864)","(0.6685305833816528, 0.26768311858177185)",1,1,2.4779510498046875,2.501922607421875,Fixation,POINT (0.6656822860240936 0.2593986541032791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918582661,17432984160,1,1,"(0.6638949513435364, 0.2464054524898529)","(0.6613873839378357, 0.2742757201194763)",1,1,2.4719390869140625,2.500961303710937,Fixation,POINT (0.662641167640686 0.2603405863046646),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918590994,17432992493,1,1,"(0.6646164059638977, 0.2510468363761902)","(0.6593250036239624, 0.26867660880088806)",1,1,2.458465576171875,2.493194580078125,Fixation,POINT (0.66197070479393 0.2598617225885391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918599329,17433000828,1,1,"(0.6668768525123596, 0.2522580921649933)","(0.6598955392837524, 0.2683159410953522)",1,1,2.44683837890625,2.4879150390625,Fixation,POINT (0.663386195898056 0.2602870166301727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918607663,17433009162,1,1,"(0.6608525514602661, 0.25105202198028564)","(0.6599811315536499, 0.268355131149292)",1,1,2.454940795898437,2.4776611328125,Fixation,POINT (0.660416841506958 0.2597035765647888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918615994,17433017493,1,1,"(0.6609017848968506, 0.26156702637672424)","(0.664148211479187, 0.2738955318927765)",1,1,2.4501190185546875,2.485992431640625,Fixation,POINT (0.6625249981880188 0.2677312791347504),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918624332,17433025831,1,1,"(0.6647169589996338, 0.2558709681034088)","(0.6631190180778503, 0.27656319737434387)",1,1,2.45697021484375,2.476791381835937,Fixation,POINT (0.6639179885387421 0.2662170827388763),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918632666,17433034165,1,1,"(0.6675392389297485, 0.2537723183631897)","(0.662988007068634, 0.2736213505268097)",1,1,2.4728240966796875,2.489608764648437,Fixation,POINT (0.6652636229991913 0.2636968344449997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918640999,17433042498,1,1,"(0.6679219007492065, 0.2410057932138443)","(0.6629807353019714, 0.2755032181739807)",1,1,2.443588256835937,2.482879638671875,Fixation,POINT (0.665451318025589 0.2582545056939125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918649332,17433050831,1,1,"(0.6670642495155334, 0.24247102439403534)","(0.6615897417068481, 0.2739507853984833)",1,1,2.438873291015625,2.4505767822265625,Fixation,POINT (0.6643269956111908 0.2582109048962593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918657666,17433059165,1,1,"(0.6658516526222229, 0.25558313727378845)","(0.6589373350143433, 0.2806379795074463)",1,1,2.4733123779296875,2.498153686523437,Fixation,POINT (0.6623944938182831 0.2681105583906174),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918665999,17433067498,1,1,"(0.6632357835769653, 0.2528873682022095)","(0.6623904705047607, 0.2748717665672302)",1,1,2.4547576904296875,2.4346160888671875,Fixation,POINT (0.662813127040863 0.2638795673847198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918674332,17433075831,1,1,"(0.6620625257492065, 0.2583597004413605)","(0.6652242541313171, 0.27116847038269043)",1,1,2.4632568359375,2.439422607421875,Fixation,POINT (0.6636433899402618 0.2647640854120254),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918682666,17433084165,1,1,"(0.6641900539398193, 0.2536570131778717)","(0.6695470809936523, 0.2776816487312317)",1,1,2.45361328125,2.424041748046875,Fixation,POINT (0.6668685674667358 0.2656693309545517),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918690999,17433092498,1,1,"(0.6713184118270874, 0.24510334432125092)","(0.6839479207992554, 0.2623189687728882)",1,1,2.446273803710937,2.4620513916015625,Fixation,POINT (0.6776331663131714 0.2537111565470696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918707665,17433109164,1,1,"(0.7049020528793335, 0.2152080088853836)","(0.7037233710289001, 0.2447591871023178)",1,1,2.413116455078125,2.405731201171875,Fixation,POINT (0.7043127119541168 0.2299835979938507),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918715999,17433117498,1,1,"(0.7028095722198486, 0.21579836308956146)","(0.7059913277626038, 0.24059666693210602)",1,1,2.409271240234375,2.395477294921875,Fixation,POINT (0.7044004499912262 0.2281975150108337),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918724332,17433125831,1,1,"(0.7028815746307373, 0.22550371289253235)","(0.7051655054092407, 0.24727025628089905)",1,1,2.4040985107421875,2.400787353515625,Fixation,POINT (0.704023540019989 0.2363869845867157),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918732667,17433134165,1,1,"(0.6976723670959473, 0.2263822853565216)","(0.7036592960357666, 0.24103610217571259)",1,1,2.418075561523437,2.4075164794921875,Fixation,POINT (0.7006658315658569 0.2337091937661171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918741000,17433142498,1,1,"(0.6965234279632568, 0.21848663687705994)","(0.7064541578292847, 0.24113932251930237)",1,1,2.3961639404296875,2.377059936523437,Fixation,POINT (0.7014887928962708 0.2298129796981812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918749333,17433150831,1,1,"(0.6992669105529785, 0.22496791183948517)","(0.7052430510520935, 0.24747249484062195)",1,1,2.427703857421875,2.375152587890625,Fixation,POINT (0.702254980802536 0.2362202033400536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918757671,17433159169,1,1,"(0.704666256904602, 0.2208499014377594)","(0.6991848945617676, 0.2459801435470581)",1,1,2.37554931640625,2.38641357421875,Fixation,POINT (0.7019255757331848 0.2334150224924088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918766004,17433167502,1,1,"(0.7053470611572266, 0.22344395518302917)","(0.7021080255508423, 0.24333231151103973)",1,1,2.392120361328125,2.346298217773437,Fixation,POINT (0.7037275433540344 0.2333881333470344),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918774337,17433175835,1,1,"(0.7081787586212158, 0.22196343541145325)","(0.7036688327789307, 0.24575819075107574)",1,1,2.3837890625,2.3508758544921875,Fixation,POINT (0.7059237957000732 0.2338608130812645),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918782670,17433184168,1,1,"(0.6986002326011658, 0.22629414498806)","(0.7094912528991699, 0.24904827773571014)",1,1,2.3793487548828125,2.360702514648437,Fixation,POINT (0.7040457427501678 0.2376712113618851),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918791004,17433192502,1,1,"(0.7000774145126343, 0.2236803025007248)","(0.711212694644928, 0.24106204509735107)",1,1,2.37158203125,2.3346405029296875,Fixation,POINT (0.7056450545787811 0.2323711737990379),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918799337,17433200835,1,1,"(0.7032375335693359, 0.2246631234884262)","(0.7047401070594788, 0.23006083071231842)",1,1,2.35992431640625,2.332550048828125,Fixation,POINT (0.7039888203144073 0.2273619771003723),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918807670,17433209168,1,1,"(0.7016682028770447, 0.22145035862922668)","(0.7065173387527466, 0.24018529057502747)",1,1,2.3878936767578125,2.3275604248046875,Fixation,POINT (0.7040927708148956 0.2308178246021271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918816004,17433217502,1,1,"(0.7035163640975952, 0.21852880716323853)","(0.7047657370567322, 0.23669344186782837)",1,1,2.399169921875,2.3164215087890625,Fixation,POINT (0.7041410505771637 0.2276111245155334),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918824339,17433225837,1,1,"(0.7000142931938171, 0.2298593819141388)","(0.7105759382247925, 0.23504884541034698)",1,1,2.3528594970703125,2.2977752685546875,Fixation,POINT (0.7052951157093048 0.2324541136622429),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918832673,17433234170,1,1,"(0.6974376440048218, 0.22674787044525146)","(0.7084088325500488, 0.23678132891654968)",1,1,2.351470947265625,2.333160400390625,Fixation,POINT (0.7029232382774353 0.2317645996809006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918841007,17433242504,1,1,"(0.6980307102203369, 0.22012269496917725)","(0.7037950754165649, 0.23679085075855255)",1,1,2.3558349609375,2.305526733398437,Fixation,POINT (0.7009128928184509 0.2284567728638649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918849340,17433250837,1,1,"(0.7040363550186157, 0.2215583175420761)","(0.705992579460144, 0.24090097844600677)",1,1,2.359283447265625,2.303009033203125,Fixation,POINT (0.7050144672393799 0.2312296479940414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918857673,17433259170,1,1,"(0.7067676782608032, 0.21450117230415344)","(0.7026942372322083, 0.24350129067897797)",1,1,2.347274780273437,2.3054351806640625,Fixation,POINT (0.7047309577465057 0.2290012314915657),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918866007,17433267504,1,1,"(0.7058066725730896, 0.21581891179084778)","(0.7099344730377197, 0.23677310347557068)",1,1,2.36114501953125,2.3159637451171875,Fixation,POINT (0.7078705728054047 0.2262960076332092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918874340,17433275837,1,1,"(0.7004194259643555, 0.21554125845432281)","(0.7109211683273315, 0.24091461300849915)",1,1,2.333969116210937,2.306259155273437,Fixation,POINT (0.7056702971458435 0.228227935731411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918882677,17433284174,1,1,"(0.7085543274879456, 0.22051726281642914)","(0.7067912817001343, 0.23811107873916626)",1,1,2.3516845703125,2.28924560546875,Fixation,POINT (0.7076728045940399 0.2293141707777977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918891011,17433292508,1,1,"(0.7079766988754272, 0.21761173009872437)","(0.7028012275695801, 0.24890944361686707)",1,1,2.32958984375,2.264144897460937,Fixation,POINT (0.7053889632225037 0.2332605868577957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918899342,17433300839,1,1,"(0.6962079405784607, 0.2259584367275238)","(0.703423023223877, 0.2457398921251297)",1,1,2.313705444335937,2.270492553710937,Fixation,POINT (0.6998154819011688 0.2358491644263268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918916011,17433317508,1,1,"(0.6731672883033752, 0.21687477827072144)","(0.6786623597145081, 0.23648348450660706)",1,1,2.3175201416015625,2.296661376953125,Fixation,POINT (0.6759148240089417 0.2266791313886642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918924344,17433325841,1,1,"(0.6686846017837524, 0.22889083623886108)","(0.6768785715103149, 0.2340739220380783)",1,1,2.328521728515625,2.30230712890625,Fixation,POINT (0.6727815866470337 0.2314823791384697),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918932678,17433334174,1,1,"(0.6662260293960571, 0.2289339005947113)","(0.6733703017234802, 0.24051308631896973)",1,1,2.315216064453125,2.296783447265625,Fixation,POINT (0.6697981655597687 0.2347234934568405),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918941012,17433342508,1,1,"(0.6702227592468262, 0.21749171614646912)","(0.6707535982131958, 0.24769432842731476)",1,1,2.3049774169921875,2.2876129150390625,Fixation,POINT (0.670488178730011 0.2325930222868919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918949345,17433350841,1,1,"(0.6741997599601746, 0.2189554125070572)","(0.6695399284362793, 0.24949567019939423)",1,1,2.3224029541015625,2.270721435546875,Fixation,POINT (0.6718698441982269 0.2342255413532257),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918957678,17433359174,1,1,"(0.6703958511352539, 0.21896062791347504)","(0.6719070076942444, 0.24697250127792358)",1,1,2.2927703857421875,2.2563629150390625,Fixation,POINT (0.6711514294147491 0.2329665645956993),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918966012,17433367508,1,1,"(0.6677170991897583, 0.2133268564939499)","(0.6763240098953247, 0.23883330821990967)",1,1,2.2710723876953125,2.298812866210937,Fixation,POINT (0.6720205545425415 0.2260800823569298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918974345,17433375841,1,1,"(0.6747652292251587, 0.21383531391620636)","(0.6716960072517395, 0.23366110026836395)",1,1,2.28192138671875,2.2647247314453125,Fixation,POINT (0.6732306182384491 0.2237482070922852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918982678,17433384174,1,1,"(0.6676590442657471, 0.21493645012378693)","(0.6711243391036987, 0.24459828436374664)",1,1,2.263824462890625,2.2508697509765625,Fixation,POINT (0.6693916916847229 0.2297673672437668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918991012,17433392508,1,1,"(0.6724004149436951, 0.22059309482574463)","(0.6685740947723389, 0.24548812210559845)",1,1,2.289642333984375,2.287460327148437,Fixation,POINT (0.670487254858017 0.2330406084656715),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208918999345,17433400841,1,1,"(0.6704259514808655, 0.21847718954086304)","(0.6752514243125916, 0.2545340061187744)",1,1,2.2670440673828125,2.2416534423828125,Fixation,POINT (0.6728386878967285 0.2365055978298187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919007678,17433409174,1,1,"(0.6673092246055603, 0.21748076379299164)","(0.6747714281082153, 0.24234220385551453)",1,1,2.2812042236328125,2.25067138671875,Fixation,POINT (0.6710403263568878 0.2299114838242531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919016017,17433417513,1,1,"(0.6727758646011353, 0.21679960191249847)","(0.6751500368118286, 0.23589052259922028)",1,1,2.2567901611328125,2.255523681640625,Fixation,POINT (0.6739629507064819 0.2263450622558594),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919024350,17433425846,1,1,"(0.6677408814430237, 0.21307168900966644)","(0.6755865812301636, 0.24023135006427765)",1,1,2.241668701171875,2.2533416748046875,Fixation,POINT (0.6716637313365936 0.226651519536972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919032683,17433434179,1,1,"(0.6709069013595581, 0.2161775827407837)","(0.6753179430961609, 0.23798227310180664)",1,1,2.23931884765625,2.23699951171875,Fixation,POINT (0.6731124222278595 0.2270799279212952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919041017,17433442513,1,1,"(0.6682592034339905, 0.21215520799160004)","(0.6677876114845276, 0.23696918785572052)",1,1,2.212921142578125,2.2073516845703125,Fixation,POINT (0.668023407459259 0.2245621979236603),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919049350,17433450846,1,1,"(0.668043851852417, 0.22423119843006134)","(0.6735326647758484, 0.24541819095611572)",1,1,2.237777709960937,2.246810913085937,Fixation,POINT (0.6707882583141327 0.2348246946930885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919057683,17433459179,1,1,"(0.6738245487213135, 0.2156984508037567)","(0.6748668551445007, 0.24318520724773407)",1,1,2.230804443359375,2.230331420898437,Fixation,POINT (0.6743457019329071 0.2294418290257454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919066017,17433467513,1,1,"(0.6699479818344116, 0.21066486835479736)","(0.6786434650421143, 0.24392877519130707)",1,1,2.24456787109375,2.209701538085937,Fixation,POINT (0.6742957234382629 0.2272968217730522),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919074350,17433475846,1,1,"(0.6666005253791809, 0.21105776727199554)","(0.67518550157547, 0.230678990483284)",1,1,2.234893798828125,2.21319580078125,Fixation,POINT (0.6708930134773254 0.2208683788776398),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919082683,17433484179,1,1,"(0.6745609641075134, 0.2162724733352661)","(0.6785855889320374, 0.24582213163375854)",1,1,2.275604248046875,2.2004852294921875,Fixation,POINT (0.6765732765197754 0.2310473024845123),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919091017,17433492513,1,1,"(0.6680958271026611, 0.2082614153623581)","(0.6762808561325073, 0.24241536855697632)",1,1,2.2585906982421875,2.230209350585937,Fixation,POINT (0.6721883416175842 0.2253383919596672),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919099350,17433500846,1,1,"(0.6720125079154968, 0.2093351036310196)","(0.6756512522697449, 0.25041788816452026)",1,1,2.2433319091796875,2.188385009765625,Fixation,POINT (0.6738318800926208 0.2298764958977699),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919107683,17433509179,1,1,"(0.6750489473342896, 0.21268534660339355)","(0.6731531023979187, 0.24094456434249878)",1,1,2.251220703125,2.19537353515625,Fixation,POINT (0.6741010248661041 0.2268149554729462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919116017,17433517513,1,1,"(0.6674472093582153, 0.21134114265441895)","(0.673607349395752, 0.23091579973697662)",1,1,2.1936187744140625,2.207366943359375,Fixation,POINT (0.6705272793769836 0.2211284711956978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919124350,17433525846,1,1,"(0.6662121415138245, 0.21467751264572144)","(0.6725771427154541, 0.24399453401565552)",1,1,2.2299041748046875,2.2574462890625,Fixation,POINT (0.6693946421146393 0.2293360233306885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919132684,17433534179,1,1,"(0.6683412790298462, 0.21718400716781616)","(0.6720619201660156, 0.23476989567279816)",1,1,2.24700927734375,2.2152252197265625,Fixation,POINT (0.6702015995979309 0.2259769514203072),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919141018,17433542513,1,1,"(0.6685361266136169, 0.22431328892707825)","(0.67674320936203, 0.23554697632789612)",1,1,2.2456207275390625,2.1650543212890625,Fixation,POINT (0.6726396679878235 0.2299301326274872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,asMap,22624602,1208919149356,17433550851,1,1,"(0.6618201732635498, 0.2184295505285263)","(0.6637086868286133, 0.24398645758628845)",1,1,2.267364501953125,2.2366485595703125,Fixation,POINT (0.6627644300460815 0.2312080040574074),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
