,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,modifyRoleInCache.0,Role.0,role.0,String.0,orgRolename.0,Set.0,users.0,=.0,role.1,getUsers.0,for.0,Iterator.0,iter.0,=.1,users.1,iterator.0,iter.1,hasNext.0,User.0,user.0,=.2,User.1,iter.2,next.0,userDetailsInCache.0,user.1,for.1,Iterator.1,iter.3,=.3,role.2,getRescs.0,iterator.1,iter.4,hasNext.1,Resource.0,resource.0,=.4,Resource.1,iter.5,next.1,resourceDetailsInCache.0,resource.1,prewritten,accurate,missing,unnecessary,readable,code
0,136,modifyRoleInCache,1118165,1210179622896,18694019799,1,1,"(0.8460536003112793, 0.7124483585357666)","(0.8633242845535278, 0.7466832399368286)",1,1,2.63775634765625,2.5233917236328125,Fixation,POINT (0.8546889424324036 0.7295657992362976),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,modifyRoleInCache,1118165,1210179631230,18694028133,1,1,"(0.831645131111145, 0.7089079022407532)","(0.8538952469825745, 0.7470530867576599)",1,1,2.6366424560546875,2.5362701416015625,Fixation,POINT (0.8427701890468597 0.7279804944992065),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,modifyRoleInCache,1118165,1210179739568,18694136471,1,1,"(0.12648043036460876, 0.21176907420158386)","(0.13089685142040253, 0.21597597002983093)",1,1,2.596282958984375,2.67034912109375,Fixation,POINT (0.1286886408925056 0.2138725221157074),,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179747901,18694144804,1,1,"(0.11946626007556915, 0.21500030159950256)","(0.12549053132534027, 0.21711041033267975)",1,1,2.594879150390625,2.6767730712890625,Fixation,POINT (0.1224783957004547 0.2160553559660912),,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179756236,18694153139,1,1,"(0.12067043036222458, 0.2095622718334198)","(0.12226756662130356, 0.21713802218437195)",1,1,2.605682373046875,2.651611328125,Fixation,POINT (0.1214689984917641 0.2133501470088959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179764569,18694161472,1,1,"(0.12245327979326248, 0.20965662598609924)","(0.1233007162809372, 0.21137061715126038)",1,1,2.5797271728515625,2.6636962890625,Fixation,POINT (0.1228769980370998 0.2105136215686798),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179772902,18694169805,1,1,"(0.1250336915254593, 0.2052563577890396)","(0.1245250403881073, 0.22115296125411987)",1,1,2.5683746337890625,2.648910522460937,Fixation,POINT (0.1247793659567833 0.2132046595215797),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179781235,18694178138,1,1,"(0.12187308818101883, 0.20840518176555634)","(0.12273261696100235, 0.22708097100257874)",1,1,2.581695556640625,2.646148681640625,Fixation,POINT (0.1223028525710106 0.2177430763840675),,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179789569,18694186472,1,1,"(0.12431817501783371, 0.2058630883693695)","(0.12597733736038208, 0.22007262706756592)",1,1,2.566925048828125,2.6329803466796875,Fixation,POINT (0.1251477561891079 0.2129678577184677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179797902,18694194805,1,1,"(0.12425148487091064, 0.20645299553871155)","(0.12238763272762299, 0.21982942521572113)",1,1,2.574615478515625,2.6367645263671875,Fixation,POINT (0.1233195587992668 0.2131412103772163),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179806235,18694203138,1,1,"(0.12482766062021255, 0.21260741353034973)","(0.12749598920345306, 0.21249260008335114)",1,1,2.5631256103515625,2.630401611328125,Fixation,POINT (0.1261618249118328 0.2125500068068504),,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179814569,18694211472,1,1,"(0.12514783442020416, 0.21007998287677765)","(0.12104546278715134, 0.21081645786762238)",1,1,2.551910400390625,2.63653564453125,Fixation,POINT (0.1230966486036778 0.2104482203722),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179822903,18694219806,1,1,"(0.12252882868051529, 0.20411580801010132)","(0.12580318748950958, 0.20470674335956573)",1,1,2.5542449951171875,2.6288604736328125,Fixation,POINT (0.1241660080850124 0.2044112756848335),,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179831235,18694228138,1,1,"(0.12600606679916382, 0.20904359221458435)","(0.12440361827611923, 0.20898577570915222)",1,1,2.5582275390625,2.609588623046875,Fixation,POINT (0.1252048425376415 0.2090146839618683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179839569,18694236472,1,1,"(0.12447159737348557, 0.209598571062088)","(0.12513458728790283, 0.21006031334400177)",1,1,2.541412353515625,2.6207275390625,Fixation,POINT (0.1248030923306942 0.2098294422030449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179847908,18694244811,1,1,"(0.12703238427639008, 0.20993180572986603)","(0.1274929940700531, 0.20855848491191864)",1,1,2.54193115234375,2.621673583984375,Fixation,POINT (0.1272626891732216 0.2092451453208923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179856240,18694253143,1,1,"(0.12402491271495819, 0.21023374795913696)","(0.12169939279556274, 0.2085474282503128)",1,1,2.5502471923828125,2.6234130859375,Fixation,POINT (0.1228621527552605 0.2093905881047249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179864574,18694261477,1,1,"(0.12268079072237015, 0.2100147157907486)","(0.12409396469593048, 0.20714588463306427)",1,1,2.5533905029296875,2.624252319335937,Fixation,POINT (0.1233873777091503 0.2085803002119064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179872908,18694269810,1,1,"(0.12924504280090332, 0.20565536618232727)","(0.12676148116588593, 0.21440091729164124)",1,1,2.543930053710937,2.6222381591796875,Fixation,POINT (0.1280032619833946 0.2100281417369842),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179881241,18694278143,1,1,"(0.12454646080732346, 0.21191184222698212)","(0.12380146235227585, 0.2179858535528183)",1,1,2.5462799072265625,2.602325439453125,Fixation,POINT (0.1241739615797996 0.2149488478899002),,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179889575,18694286477,1,1,"(0.12676511704921722, 0.2086280733346939)","(0.1272672414779663, 0.21707792580127716)",1,1,2.531951904296875,2.61572265625,Fixation,POINT (0.1270161792635918 0.2128529995679855),,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179897908,18694294810,1,1,"(0.1294352263212204, 0.20821762084960938)","(0.12690748274326324, 0.2205977886915207)",1,1,2.5465240478515625,2.6054840087890625,Fixation,POINT (0.1281713545322418 0.214407704770565),,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179906242,18694303144,1,1,"(0.1272474229335785, 0.20967331528663635)","(0.12265417724847794, 0.219102144241333)",1,1,2.5375213623046875,2.58648681640625,Fixation,POINT (0.1249508000910282 0.2143877297639847),,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179931242,18694328144,1,1,"(0.0828203409910202, 0.15732727944850922)","(0.08589658886194229, 0.1580028086900711)",1,1,2.524200439453125,2.575927734375,Fixation,POINT (0.0843584649264812 0.1576650440692902),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179939575,18694336477,1,1,"(0.08641516417264938, 0.14343687891960144)","(0.08743559569120407, 0.15020601451396942)",1,1,2.511947631835937,2.5618438720703125,Fixation,POINT (0.0869253799319267 0.1468214467167854),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179947908,18694344810,1,1,"(0.08637116849422455, 0.1551651507616043)","(0.08713559806346893, 0.14712554216384888)",1,1,2.510238647460937,2.5620574951171875,Fixation,POINT (0.0867533832788467 0.1511453464627266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179956242,18694353144,1,1,"(0.08318424224853516, 0.14741583168506622)","(0.08475375920534134, 0.15092960000038147)",1,1,2.5153350830078125,2.5730133056640625,Fixation,POINT (0.0839690007269382 0.1491727158427238),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179964575,18694361477,1,1,"(0.08379331976175308, 0.15363511443138123)","(0.08675846457481384, 0.15525589883327484)",1,1,2.5155792236328125,2.54449462890625,Fixation,POINT (0.0852758921682835 0.154445506632328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179972908,18694369810,1,1,"(0.08747560530900955, 0.14720483124256134)","(0.08976799249649048, 0.15451587736606598)",1,1,2.501556396484375,2.53045654296875,Fixation,POINT (0.08862179890275 0.1508603543043137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179981246,18694378148,1,1,"(0.0855955183506012, 0.150101438164711)","(0.08830810338258743, 0.14730633795261383)",1,1,2.486328125,2.530517578125,Fixation,POINT (0.0869518108665943 0.1487038880586624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179989580,18694386482,1,1,"(0.08966359496116638, 0.14471913874149323)","(0.08863204717636108, 0.1479956954717636)",1,1,2.5037078857421875,2.5284576416015625,Fixation,POINT (0.0891478210687637 0.1463574171066284),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210179997913,18694394815,1,1,"(0.08598032593727112, 0.14679941534996033)","(0.0883907750248909, 0.14721715450286865)",1,1,2.4820556640625,2.5319061279296875,Fixation,POINT (0.087185550481081 0.1470082849264145),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180006247,18694403149,1,1,"(0.08488805592060089, 0.14729975163936615)","(0.08908220380544662, 0.14715692400932312)",1,1,2.491424560546875,2.518905639648437,Fixation,POINT (0.0869851298630238 0.1472283378243446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180014580,18694411482,1,1,"(0.08337555080652237, 0.14875276386737823)","(0.08809360861778259, 0.14796993136405945)",1,1,2.483062744140625,2.5119171142578125,Fixation,POINT (0.0857345797121525 0.1483613476157188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180022913,18694419815,1,1,"(0.08383996784687042, 0.1529638022184372)","(0.08567357808351517, 0.14980420470237732)",1,1,2.443222045898437,2.513153076171875,Fixation,POINT (0.0847567729651928 0.1513840034604073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180031246,18694428148,1,1,"(0.08376209437847137, 0.1428922712802887)","(0.08419941365718842, 0.15447832643985748)",1,1,2.476226806640625,2.50225830078125,Fixation,POINT (0.0839807540178299 0.1486852988600731),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180039580,18694436482,1,1,"(0.08117455989122391, 0.1503869891166687)","(0.08407245576381683, 0.15134944021701813)",1,1,2.4597930908203125,2.497543334960937,Fixation,POINT (0.0826235078275204 0.1508682146668434),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180047913,18694444815,1,1,"(0.08709169924259186, 0.1455996334552765)","(0.08694484084844589, 0.1487574726343155)",1,1,2.466949462890625,2.4818267822265625,Fixation,POINT (0.0870182700455189 0.147178553044796),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180056246,18694453148,1,1,"(0.08476993441581726, 0.14556802809238434)","(0.08729501068592072, 0.14850932359695435)",1,1,2.4515533447265625,2.4885406494140625,Fixation,POINT (0.086032472550869 0.1470386758446693),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180064580,18694461482,1,1,"(0.08404172211885452, 0.13964295387268066)","(0.09027358144521713, 0.1421932727098465)",1,1,2.4409942626953125,2.470062255859375,Fixation,POINT (0.0871576517820358 0.1409181132912636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180072913,18694469815,1,1,"(0.0827329158782959, 0.1424407660961151)","(0.08660224825143814, 0.14425916969776154)",1,1,2.4537811279296875,2.4888153076171875,Fixation,POINT (0.084667582064867 0.1433499678969383),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180081246,18694478148,1,1,"(0.08414226025342941, 0.14894066751003265)","(0.08536702394485474, 0.14825531840324402)",1,1,2.442611694335937,2.4676055908203125,Fixation,POINT (0.0847546420991421 0.1485979929566383),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180089580,18694486482,1,1,"(0.08270248025655746, 0.14088688790798187)","(0.0898803249001503, 0.14310123026371002)",1,1,2.43865966796875,2.4695281982421875,Fixation,POINT (0.0862914025783539 0.141994059085846),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180097913,18694494815,1,1,"(0.08779194205999374, 0.13230428099632263)","(0.09780646860599518, 0.1273994892835617)",1,1,2.435165405273437,2.4678192138671875,Fixation,POINT (0.0927992053329945 0.1298518851399422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180106246,18694503148,1,1,"(0.08475950360298157, 0.1286158263683319)","(0.09261996299028397, 0.13320255279541016)",1,1,2.4387664794921875,2.4579315185546875,Fixation,POINT (0.0886897332966328 0.130909189581871),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180114585,18694511487,1,1,"(0.08935069292783737, 0.12104850262403488)","(0.09591090679168701, 0.12078983336687088)",1,1,2.4384918212890625,2.440093994140625,Fixation,POINT (0.0926307998597622 0.1209191679954529),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180122918,18694519820,1,1,"(0.08902131021022797, 0.1273544281721115)","(0.08968529850244522, 0.1342916190624237)",1,1,2.430404663085937,2.4597625732421875,Fixation,POINT (0.0893533043563366 0.1308230236172676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180131252,18694528153,1,1,"(0.08885739743709564, 0.12410269677639008)","(0.09236565232276917, 0.12668393552303314)",1,1,2.42022705078125,2.431015014648437,Fixation,POINT (0.0906115248799324 0.1253933161497116),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180139586,18694536487,1,1,"(0.0900600254535675, 0.1217576414346695)","(0.09135840088129044, 0.1218702420592308)",1,1,2.4285430908203125,2.436859130859375,Fixation,POINT (0.090709213167429 0.1218139417469502),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180147919,18694544820,1,1,"(0.0912221372127533, 0.12253491580486298)","(0.09268017113208771, 0.12632893025875092)",1,1,2.41339111328125,2.425140380859375,Fixation,POINT (0.0919511541724205 0.124431923031807),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180156252,18694553153,1,1,"(0.0945221483707428, 0.12433956563472748)","(0.09473986178636551, 0.13470309972763062)",1,1,2.40142822265625,2.4308319091796875,Fixation,POINT (0.0946310050785542 0.129521332681179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180164586,18694561487,1,1,"(0.09533852338790894, 0.1253507137298584)","(0.09386259317398071, 0.12647393345832825)",1,1,2.4287261962890625,2.4182891845703125,Fixation,POINT (0.0946005582809448 0.1259123235940933),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180172919,18694569820,1,1,"(0.08818715810775757, 0.12463168799877167)","(0.09696078300476074, 0.12600208818912506)",1,1,2.3952178955078125,2.4206085205078125,Fixation,POINT (0.0925739705562592 0.1253168880939484),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180181252,18694578153,1,1,"(0.08643656224012375, 0.1300453245639801)","(0.0963040292263031, 0.12206513434648514)",1,1,2.3936920166015625,2.4027099609375,Fixation,POINT (0.0913702957332134 0.1260552294552326),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180189585,18694586486,1,1,"(0.08792285621166229, 0.12643040716648102)","(0.0946243479847908, 0.12396877259016037)",1,1,2.384506225585937,2.3949737548828125,Fixation,POINT (0.0912736020982266 0.1251995898783207),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180197919,18694594820,1,1,"(0.08997481316328049, 0.12104261666536331)","(0.09128482639789581, 0.12452877312898636)",1,1,2.388458251953125,2.3899688720703125,Fixation,POINT (0.0906298197805882 0.1227856948971748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180206252,18694603153,1,1,"(0.08708896487951279, 0.11941997706890106)","(0.0926726907491684, 0.12140051275491714)",1,1,2.3787994384765625,2.387451171875,Fixation,POINT (0.0898808278143406 0.1204102449119091),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180214585,18694611486,1,1,"(0.08847200870513916, 0.12545302510261536)","(0.09086547046899796, 0.12136690318584442)",1,1,2.3632965087890625,2.396270751953125,Fixation,POINT (0.0896687395870686 0.1234099641442299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180222919,18694619820,1,1,"(0.09079638123512268, 0.12342488765716553)","(0.0947398692369461, 0.1249317079782486)",1,1,2.3886871337890625,2.378631591796875,Fixation,POINT (0.0927681252360344 0.1241782978177071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180231252,18694628153,1,1,"(0.09025247395038605, 0.11478008329868317)","(0.09474819898605347, 0.1241607591509819)",1,1,2.38006591796875,2.38134765625,Fixation,POINT (0.0925003364682198 0.1194704212248325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180239589,18694636490,1,1,"(0.08632946759462357, 0.11753890663385391)","(0.09438414871692657, 0.12288827449083328)",1,1,2.3640594482421875,2.36529541015625,Fixation,POINT (0.0903568081557751 0.1202135905623436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180247922,18694644823,1,1,"(0.08649761229753494, 0.12286285310983658)","(0.09338235855102539, 0.11871328949928284)",1,1,2.3672027587890625,2.36083984375,Fixation,POINT (0.0899399854242802 0.1207880713045597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180256256,18694653156,1,1,"(0.08581752330064774, 0.12225133180618286)","(0.09259307384490967, 0.12409274280071259)",1,1,2.359603881835937,2.377059936523437,Fixation,POINT (0.0892052985727787 0.1231720373034477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180264589,18694661489,1,1,"(0.08608710020780563, 0.12133512645959854)","(0.09130534529685974, 0.12014444917440414)",1,1,2.340057373046875,2.373291015625,Fixation,POINT (0.0886962227523327 0.1207397878170013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180272923,18694669823,1,1,"(0.0882134735584259, 0.11447694152593613)","(0.09424220025539398, 0.1239633858203888)",1,1,2.341293334960937,2.3509063720703125,Fixation,POINT (0.0912278369069099 0.1192201636731625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180281257,18694678157,1,1,"(0.08921270072460175, 0.11829311400651932)","(0.09460625797510147, 0.1257379651069641)",1,1,2.3609619140625,2.36395263671875,Fixation,POINT (0.0919094793498516 0.1220155395567417),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180289589,18694686489,1,1,"(0.08440761268138885, 0.11772279441356659)","(0.09543787688016891, 0.12143377959728241)",1,1,2.36944580078125,2.351654052734375,Fixation,POINT (0.0899227447807789 0.1195782870054245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180297923,18694694823,1,1,"(0.08767594397068024, 0.11582066863775253)","(0.09295561909675598, 0.12349063903093338)",1,1,2.33978271484375,2.35992431640625,Fixation,POINT (0.0903157815337181 0.119655653834343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180306257,18694703157,1,1,"(0.08538191020488739, 0.11935651302337646)","(0.08957482874393463, 0.12203453481197357)",1,1,2.34271240234375,2.354843139648437,Fixation,POINT (0.087478369474411 0.120695523917675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180314589,18694711489,1,1,"(0.09018608182668686, 0.12328118085861206)","(0.09545484185218811, 0.13069787621498108)",1,1,2.33551025390625,2.3370819091796875,Fixation,POINT (0.0928204618394375 0.1269895285367966),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180322923,18694719823,1,1,"(0.08483660221099854, 0.1178799569606781)","(0.09496012330055237, 0.1281140148639679)",1,1,2.3436737060546875,2.352294921875,Fixation,POINT (0.0898983627557754 0.122996985912323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180331256,18694728156,1,1,"(0.08740274608135223, 0.11755003035068512)","(0.09032508730888367, 0.12262385338544846)",1,1,2.3357696533203125,2.3459625244140625,Fixation,POINT (0.088863916695118 0.1200869418680668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180339589,18694736489,1,1,"(0.09059517830610275, 0.11745724081993103)","(0.09535291790962219, 0.12129022926092148)",1,1,2.318359375,2.33660888671875,Fixation,POINT (0.0929740481078625 0.1193737350404262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180347922,18694744822,1,1,"(0.08808065205812454, 0.11373025923967361)","(0.0965861827135086, 0.12376636266708374)",1,1,2.343597412109375,2.3474884033203125,Fixation,POINT (0.0923334173858166 0.1187483109533787),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180356255,18694753155,1,1,"(0.08646383136510849, 0.1183849424123764)","(0.08807569742202759, 0.12363802641630173)",1,1,2.337432861328125,2.3348846435546875,Fixation,POINT (0.087269764393568 0.1210114844143391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180364589,18694761489,1,1,"(0.08558926731348038, 0.11871017515659332)","(0.0938556045293808, 0.12446720153093338)",1,1,2.3460693359375,2.335433959960937,Fixation,POINT (0.0897224359214306 0.1215886883437634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,modifyRoleInCache,1118165,1210180372928,18694769828,1,1,"(0.08658800274133682, 0.11739020049571991)","(0.0951385647058487, 0.12053447216749191)",1,1,2.324203491210937,2.3321075439453125,Fixation,POINT (0.0908632837235928 0.1189623363316059),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
