,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,Cursor.0,openCursor.0,Context.0,context.0,String.0,selection.0,String.1,selectionArgs.0,if.0,mSourcesUri.0,==.0,nan.0,throw.0,new.0,NullPointerException.0,"""Sources uri not set. "".100",return.0,context.1,getContentResolver.0,query.0,mSourcesUri.1,mProjection.0,selection.1,selectionArgs.1,Sources.0,SourcesTable.0,NAME.0,prewritten,accurate,missing,unnecessary,readable,code
0,136,openCursor,45888514,1209584791629,18099190783,1,1,"(0.43282318115234375, 0.10503238439559937)","(0.42996925115585327, 0.09026232361793518)",1,1,2.7007598876953125,2.725448608398437,,POINT (0.4313962161540985 0.0976473540067673),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584799962,18099199116,1,1,"(0.43527951836586, 0.11124302446842194)","(0.4321848154067993, 0.08828190714120865)",1,1,2.665924072265625,2.716461181640625,Fixation,POINT (0.4337321668863296 0.0997624658048153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584808296,18099207450,1,1,"(0.4341936707496643, 0.11469727754592896)","(0.4342450499534607, 0.09663610905408859)",1,1,2.6776885986328125,2.7111968994140625,Fixation,POINT (0.4342193603515625 0.1056666933000088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584816629,18099215783,1,1,"(0.43455246090888977, 0.10633534938097)","(0.4329882562160492, 0.09509695321321487)",1,1,2.669174194335937,2.7039794921875,Fixation,POINT (0.4337703585624695 0.1007161512970924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584824962,18099224116,1,1,"(0.43344855308532715, 0.11244698613882065)","(0.43185657262802124, 0.0946793258190155)",1,1,2.6734771728515625,2.691802978515625,Fixation,POINT (0.4326525628566742 0.1035631559789181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584833296,18099232450,1,1,"(0.43215081095695496, 0.10918806493282318)","(0.43302449584007263, 0.09750129282474518)",1,1,2.669097900390625,2.70245361328125,Fixation,POINT (0.4325876533985138 0.1033446788787842),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584841629,18099240783,1,1,"(0.4318118989467621, 0.11186583340167999)","(0.4332515597343445, 0.10233137011528015)",1,1,2.653167724609375,2.70111083984375,Fixation,POINT (0.4325317293405533 0.1070986017584801),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584849962,18099249116,1,1,"(0.432272732257843, 0.11214946955442429)","(0.4322996437549591, 0.09908600896596909)",1,1,2.65472412109375,2.70062255859375,Fixation,POINT (0.4322861880064011 0.1056177392601967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584858296,18099257450,1,1,"(0.43343600630760193, 0.10668017715215683)","(0.4320750832557678, 0.1005474254488945)",1,1,2.6647186279296875,2.698593139648437,Fixation,POINT (0.4327555447816849 0.1036138013005257),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584866629,18099265783,1,1,"(0.4301263689994812, 0.10302139073610306)","(0.4320865571498871, 0.10213775932788849)",1,1,2.6482086181640625,2.693222045898437,Fixation,POINT (0.4311064630746841 0.1025795750319958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584874962,18099274116,1,1,"(0.43127062916755676, 0.10909181088209152)","(0.4299095869064331, 0.10408379137516022)",1,1,2.638580322265625,2.697616577148437,Fixation,POINT (0.4305901080369949 0.1065878011286259),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584883296,18099282450,1,1,"(0.43222200870513916, 0.10876699537038803)","(0.4321817457675934, 0.10306791216135025)",1,1,2.6427154541015625,2.692230224609375,Fixation,POINT (0.4322018772363663 0.1059174537658691),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584891635,18099290789,1,1,"(0.4339195191860199, 0.10431688278913498)","(0.4339839518070221, 0.09930206090211868)",1,1,2.6565399169921875,2.702362060546875,Fixation,POINT (0.433951735496521 0.1018094718456268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584899968,18099299122,1,1,"(0.4337349832057953, 0.10692466050386429)","(0.4307016134262085, 0.0996524766087532)",1,1,2.6386871337890625,2.702255249023437,Fixation,POINT (0.4322182983160019 0.1032885685563088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584908301,18099307455,1,1,"(0.43241873383522034, 0.09951671212911606)","(0.4311066269874573, 0.10351661592721939)",1,1,2.6255645751953125,2.6887664794921875,Fixation,POINT (0.4317626804113388 0.1015166640281677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584916635,18099315789,1,1,"(0.432327002286911, 0.10469258576631546)","(0.4330717921257019, 0.10300962626934052)",1,1,2.636993408203125,2.6756134033203125,Fixation,POINT (0.4326993972063065 0.103851106017828),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584924968,18099324122,1,1,"(0.43292436003685, 0.10339923202991486)","(0.42805778980255127, 0.09760212153196335)",1,1,2.63934326171875,2.675811767578125,Fixation,POINT (0.4304910749197006 0.1005006767809391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584933302,18099332456,1,1,"(0.4305981397628784, 0.10854242742061615)","(0.4293041527271271, 0.10030753910541534)",1,1,2.658905029296875,2.667816162109375,Fixation,POINT (0.4299511462450028 0.1044249832630158),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584941635,18099340789,1,1,"(0.4337884783744812, 0.10266730189323425)","(0.43159833550453186, 0.09780394285917282)",1,1,2.633636474609375,2.6803436279296875,Fixation,POINT (0.4326934069395065 0.1002356223762035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584949968,18099349122,1,1,"(0.43099266290664673, 0.10288678109645844)","(0.43394583463668823, 0.10919983685016632)",1,1,2.6257476806640625,2.667098999023437,Fixation,POINT (0.4324692487716675 0.1060433089733124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584958302,18099357456,1,1,"(0.43224993348121643, 0.10516376793384552)","(0.4325525164604187, 0.10076575726270676)",1,1,2.6222686767578125,2.641098022460937,Fixation,POINT (0.4324012249708176 0.1029647625982761),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584966635,18099365789,1,1,"(0.4338591694831848, 0.11255083233118057)","(0.4301069974899292, 0.09550284594297409)",1,1,2.6268768310546875,2.66595458984375,Fixation,POINT (0.431983083486557 0.1040268391370773),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584974968,18099374122,1,1,"(0.43353936076164246, 0.10229991376399994)","(0.4325810372829437, 0.09764014929533005)",1,1,2.617950439453125,2.636016845703125,Fixation,POINT (0.4330601990222931 0.099970031529665),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584983302,18099382456,1,1,"(0.4298858046531677, 0.1045866459608078)","(0.43544507026672363, 0.1009749174118042)",1,1,2.6215057373046875,2.6300506591796875,Fixation,POINT (0.4326654374599457 0.102780781686306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584991635,18099390789,1,1,"(0.4317688047885895, 0.1005125567317009)","(0.4315580725669861, 0.09708141535520554)",1,1,2.601181030273437,2.6327667236328125,Fixation,POINT (0.4316634386777878 0.0987969860434532),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209584999968,18099399122,1,1,"(0.43027257919311523, 0.10164951533079147)","(0.43116524815559387, 0.09997446835041046)",1,1,2.6131591796875,2.61468505859375,Fixation,POINT (0.4307189136743546 0.100811991840601),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585008302,18099407456,1,1,"(0.4305483400821686, 0.10366441309452057)","(0.4343268573284149, 0.10045330226421356)",1,1,2.6068115234375,2.60675048828125,Fixation,POINT (0.4324375987052918 0.1020588576793671),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585016635,18099415789,1,1,"(0.4313249886035919, 0.10037941485643387)","(0.4342570900917053, 0.09719100594520569)",1,1,2.5953521728515625,2.601776123046875,Fixation,POINT (0.4327910393476486 0.0987852104008198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585024973,18099424127,1,1,"(0.43397974967956543, 0.09846100211143494)","(0.4301348328590393, 0.10352345556020737)",1,1,2.59747314453125,2.60699462890625,Fixation,POINT (0.4320572912693024 0.1009922288358212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585033306,18099432460,1,1,"(0.43077197670936584, 0.0998460203409195)","(0.4321480691432953, 0.1025988832116127)",1,1,2.5890655517578125,2.6015167236328125,Fixation,POINT (0.4314600229263306 0.1012224517762661),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585041640,18099440794,1,1,"(0.42209798097610474, 0.10389479994773865)","(0.4308398962020874, 0.10179390013217926)",1,1,2.584091186523437,2.6079559326171875,Fixation,POINT (0.4264689385890961 0.102844350039959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585074973,18099474127,1,1,"(0.2737283408641815, 0.06317146867513657)","(0.276287704706192, 0.07374341040849686)",1,1,2.5611572265625,2.6128387451171875,Fixation,POINT (0.2750080227851868 0.0684574395418167),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585083307,18099482461,1,1,"(0.2777887284755707, 0.061817608773708344)","(0.2724268436431885, 0.07120339572429657)",1,1,2.5670928955078125,2.6096649169921875,Fixation,POINT (0.2751077860593796 0.0665105022490025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585091639,18099490794,1,1,"(0.2704089283943176, 0.057842373847961426)","(0.2703135311603546, 0.07038456946611404)",1,1,2.575057983398437,2.607513427734375,Fixation,POINT (0.2703612297773361 0.0641134716570377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585099972,18099499127,1,1,"(0.27181413769721985, 0.06194503977894783)","(0.26986485719680786, 0.06616401672363281)",1,1,2.569320678710937,2.60479736328125,Fixation,POINT (0.2708394974470138 0.0640545282512903),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585108304,18099507459,1,1,"(0.278245747089386, 0.07053658366203308)","(0.27056825160980225, 0.07143732905387878)",1,1,2.57366943359375,2.5791473388671875,Fixation,POINT (0.2744069993495941 0.0709869563579559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585116638,18099515793,1,1,"(0.2716432511806488, 0.07179822027683258)","(0.27001920342445374, 0.0656566172838211)",1,1,2.567413330078125,2.576766967773437,Fixation,POINT (0.2708312273025513 0.0687274187803268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585124972,18099524127,1,1,"(0.27149325609207153, 0.06757505983114243)","(0.27199476957321167, 0.07128461450338364)",1,1,2.578964233398437,2.5882110595703125,Fixation,POINT (0.2717440128326416 0.069429837167263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585133306,18099532461,1,1,"(0.2733638286590576, 0.07312420755624771)","(0.26866185665130615, 0.07083931565284729)",1,1,2.561248779296875,2.592620849609375,Fixation,POINT (0.2710128426551819 0.0719817616045475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585141639,18099540793,1,1,"(0.2726535201072693, 0.07617644965648651)","(0.27183642983436584, 0.06693244725465775)",1,1,2.54791259765625,2.555877685546875,Fixation,POINT (0.2722449749708176 0.0715544484555721),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585149980,18099549134,1,1,"(0.2715371549129486, 0.06737291812896729)","(0.27020663022994995, 0.06930451840162277)",1,1,2.546234130859375,2.56353759765625,Fixation,POINT (0.2708718925714493 0.068338718265295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585158313,18099557467,1,1,"(0.2721559405326843, 0.069649837911129)","(0.2679973840713501, 0.07547176629304886)",1,1,2.554412841796875,2.5634307861328125,Fixation,POINT (0.2700766623020172 0.0725608021020889),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585166647,18099565801,1,1,"(0.27130675315856934, 0.07135198265314102)","(0.25933802127838135, 0.08603975921869278)",1,1,2.5370025634765625,2.5693817138671875,Fixation,POINT (0.2653223872184753 0.0786958709359169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585174979,18099574133,1,1,"(0.27790844440460205, 0.07565196603536606)","(0.2601056396961212, 0.10533168911933899)",1,1,2.5460662841796875,2.555084228515625,Fixation,POINT (0.2690070420503616 0.0904918275773525),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585183314,18099582468,1,1,"(0.2821662425994873, 0.07622753083705902)","(0.26956894993782043, 0.15030702948570251)",1,1,2.57275390625,2.4673614501953125,Fixation,POINT (0.2758675962686539 0.1132672801613808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585316647,18099715802,1,1,"(0.11732485145330429, 0.17577676475048065)","(0.15853655338287354, 0.3853716552257538)",1,1,2.30364990234375,1.980499267578125,,POINT (0.1379307024180889 0.2805742099881172),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585341647,18099740802,1,1,"(0.11601520329713821, 0.11392927914857864)","(0.13123244047164917, 0.08427180349826813)",1,1,2.4063720703125,2.4804229736328125,,POINT (0.1236238218843937 0.0991005413234234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585349981,18099749136,1,1,"(0.11447446048259735, 0.12401420623064041)","(0.13014039397239685, 0.08469893038272858)",1,1,2.3857879638671875,2.49249267578125,Fixation,POINT (0.1223074272274971 0.1043565683066845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585358314,18099757469,1,1,"(0.11128929257392883, 0.11356914788484573)","(0.12705467641353607, 0.10262850672006607)",1,1,2.416366577148437,2.4585418701171875,Fixation,POINT (0.1191719844937324 0.1080988273024559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585366648,18099765802,1,1,"(0.10692556947469711, 0.11026222258806229)","(0.12320214509963989, 0.10781244188547134)",1,1,2.437957763671875,2.4416046142578125,Fixation,POINT (0.1150638572871685 0.1090373322367668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585374982,18099774136,1,1,"(0.11266151815652847, 0.10406854003667831)","(0.12676957249641418, 0.11632733047008514)",1,1,2.421844482421875,2.432098388671875,Fixation,POINT (0.1197155453264713 0.1101979352533817),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585383315,18099782469,1,1,"(0.11136829853057861, 0.10439664870500565)","(0.12570814788341522, 0.10858253389596939)",1,1,2.44921875,2.4193878173828125,Fixation,POINT (0.1185382232069969 0.1064895913004875),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585391649,18099790803,1,1,"(0.11506523191928864, 0.09789760410785675)","(0.12381292134523392, 0.11146440356969833)",1,1,2.4575958251953125,2.43048095703125,Fixation,POINT (0.1194390766322613 0.1046810038387775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585399982,18099799136,1,1,"(0.11524591594934464, 0.09717501699924469)","(0.12355822324752808, 0.11202222853899002)",1,1,2.4627838134765625,2.4293365478515625,Fixation,POINT (0.1194020695984364 0.1045986227691174),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585408315,18099807469,1,1,"(0.11787891387939453, 0.10058566182851791)","(0.12208730727434158, 0.10216786712408066)",1,1,2.466705322265625,2.442718505859375,Fixation,POINT (0.1199831105768681 0.1013767644762993),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585416654,18099815808,1,1,"(0.11714040488004684, 0.08506958931684494)","(0.1225825622677803, 0.10035914927721024)",1,1,2.4653778076171875,2.4466094970703125,Fixation,POINT (0.1198614835739136 0.0927143692970276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585424987,18099824141,1,1,"(0.11799994111061096, 0.09024496376514435)","(0.12298000603914261, 0.1011204719543457)",1,1,2.4516143798828125,2.471282958984375,Fixation,POINT (0.1204899735748768 0.095682717859745),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585433320,18099832474,1,1,"(0.1180407851934433, 0.09354838728904724)","(0.12266736477613449, 0.09507159888744354)",1,1,2.4517364501953125,2.47222900390625,Fixation,POINT (0.1203540749847889 0.0943099930882454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585441654,18099840808,1,1,"(0.11407538503408432, 0.09155135601758957)","(0.1247691661119461, 0.097307950258255)",1,1,2.4679718017578125,2.4872283935546875,Fixation,POINT (0.1194222755730152 0.0944296531379223),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585449986,18099849140,1,1,"(0.11201735585927963, 0.09520627558231354)","(0.12601661682128906, 0.0973510891199112)",1,1,2.4713592529296875,2.474822998046875,Fixation,POINT (0.1190169863402844 0.0962786823511124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585458319,18099857474,1,1,"(0.11643368005752563, 0.09147878736257553)","(0.12598536908626556, 0.0938061773777008)",1,1,2.4556884765625,2.4784698486328125,Fixation,POINT (0.1212095245718956 0.0926424823701382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585466653,18099865808,1,1,"(0.11792945116758347, 0.08886806666851044)","(0.12692244350910187, 0.09270299226045609)",1,1,2.4727020263671875,2.462753295898437,Fixation,POINT (0.1224259473383427 0.0907855294644833),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585491653,18099890808,1,1,"(0.061807140707969666, 0.10424946248531342)","(0.06975506991147995, 0.1169743537902832)",1,1,2.464141845703125,2.482421875,Fixation,POINT (0.0657811053097248 0.1106119081377983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585499986,18099899141,1,1,"(0.0580437146127224, 0.10377678275108337)","(0.07358121126890182, 0.1140095666050911)",1,1,2.4784698486328125,2.475433349609375,Fixation,POINT (0.0658124629408121 0.1088931746780872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585508319,18099907474,1,1,"(0.06157158315181732, 0.1116790920495987)","(0.07370918244123459, 0.11930892616510391)",1,1,2.47412109375,2.501571655273437,Fixation,POINT (0.067640382796526 0.1154940091073513),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585516652,18099915807,1,1,"(0.06354644149541855, 0.11678411811590195)","(0.07268450409173965, 0.12289664149284363)",1,1,2.4746551513671875,2.5034637451171875,Fixation,POINT (0.0681154727935791 0.1198403798043728),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585524986,18099924141,1,1,"(0.06506296992301941, 0.11807943135499954)","(0.0736299678683281, 0.12434014678001404)",1,1,2.465362548828125,2.503631591796875,Fixation,POINT (0.0693464688956738 0.1212097890675068),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585533319,18099932474,1,1,"(0.0641857385635376, 0.11472035199403763)","(0.07758362591266632, 0.12383702397346497)",1,1,2.4827880859375,2.506942749023437,Fixation,POINT (0.070884682238102 0.1192786879837513),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585541656,18099940811,1,1,"(0.06534327566623688, 0.1132168248295784)","(0.0774703174829483, 0.12340763956308365)",1,1,2.49267578125,2.521591186523437,Fixation,POINT (0.0714067965745926 0.118312232196331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585549989,18099949144,1,1,"(0.0655331239104271, 0.1098240539431572)","(0.07856704294681549, 0.11886236816644669)",1,1,2.488189697265625,2.509765625,Fixation,POINT (0.0720500834286213 0.1143432110548019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585558322,18099957477,1,1,"(0.05792820826172829, 0.11096833646297455)","(0.07968192547559738, 0.12232896685600281)",1,1,2.499786376953125,2.515045166015625,Fixation,POINT (0.0688050668686628 0.1166486516594887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585566655,18099965810,1,1,"(0.05956398323178291, 0.10158276557922363)","(0.07433351874351501, 0.12101452052593231)",1,1,2.5082244873046875,2.538055419921875,Fixation,POINT (0.066948750987649 0.111298643052578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585574989,18099974144,1,1,"(0.058812376111745834, 0.11047414690256119)","(0.06942176073789597, 0.12704035639762878)",1,1,2.5272369384765625,2.519683837890625,Fixation,POINT (0.0641170684248209 0.118757251650095),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585583322,18099982477,1,1,"(0.06549151986837387, 0.11271221935749054)","(0.06715135276317596, 0.12622851133346558)",1,1,2.503524780273437,2.532867431640625,Fixation,POINT (0.0663214363157749 0.1194703653454781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585591656,18099990810,1,1,"(0.06749502569437027, 0.11358088999986649)","(0.0698799267411232, 0.12581631541252136)",1,1,2.500823974609375,2.5327301025390625,Fixation,POINT (0.0686874762177467 0.1196986027061939),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585599989,18099999143,1,1,"(0.06743766367435455, 0.11604451388120651)","(0.07391437143087387, 0.12456242740154266)",1,1,2.517578125,2.5307159423828125,Fixation,POINT (0.0706760175526142 0.1203034706413746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585608323,18100007477,1,1,"(0.07144036889076233, 0.11872078478336334)","(0.07539158314466476, 0.11878418177366257)",1,1,2.514144897460937,2.540023803710937,Fixation,POINT (0.0734159760177136 0.118752483278513),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585616656,18100015810,1,1,"(0.06582891941070557, 0.11842938512563705)","(0.07679802179336548, 0.11754748970270157)",1,1,2.5128936767578125,2.533538818359375,Fixation,POINT (0.0713134706020355 0.1179884374141693),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585624990,18100024144,1,1,"(0.06497848778963089, 0.11945335566997528)","(0.07944221049547195, 0.11791418492794037)",1,1,2.515380859375,2.5444488525390625,Fixation,POINT (0.0722103491425514 0.1186837702989578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585633323,18100032477,1,1,"(0.06444858014583588, 0.11662837862968445)","(0.07425578683614731, 0.1215517446398735)",1,1,2.521835327148437,2.5576324462890625,Fixation,POINT (0.0693521834909916 0.119090061634779),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585641655,18100040810,1,1,"(0.06326353549957275, 0.11553475260734558)","(0.07329995185136795, 0.12713377177715302)",1,1,2.5181884765625,2.550506591796875,Fixation,POINT (0.0682817436754704 0.1213342621922493),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585649987,18100049142,1,1,"(0.07181741297245026, 0.11813542991876602)","(0.07457253336906433, 0.13587383925914764)",1,1,2.532806396484375,2.5491943359375,Fixation,POINT (0.0731949731707573 0.1270046345889568),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585658321,18100057476,1,1,"(0.07930294424295425, 0.13138796389102936)","(0.07508791238069534, 0.15006758272647858)",1,1,2.508209228515625,2.5369415283203125,Fixation,POINT (0.0771954283118248 0.140727773308754),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585774994,18100174149,1,1,"(0.09505147486925125, 0.2959649860858917)","(0.16455966234207153, 0.9299724102020264)",1,1,2.2642974853515625,2.70330810546875,,POINT (0.1298055686056614 0.612968698143959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openCursor,45888514,1209585799995,18100199150,1,1,"(0.09320105612277985, 0.18362458050251007)","(0.10536065697669983, 0.12979120016098022)",1,1,2.44696044921875,2.56671142578125,,POINT (0.0992808565497398 0.1567078903317452),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585808332,18100207487,1,1,"(0.09563373774290085, 0.17826631665229797)","(0.1056007668375969, 0.1680736392736435)",1,1,2.4487762451171875,2.490875244140625,Fixation,POINT (0.1006172522902489 0.1731699779629707),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585816666,18100215820,1,1,"(0.09652678668498993, 0.17992456257343292)","(0.10445675998926163, 0.17900827527046204)",1,1,2.474349975585937,2.4790802001953125,Fixation,POINT (0.1004917733371258 0.1794664189219475),,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585824998,18100224152,1,1,"(0.09461233019828796, 0.17116433382034302)","(0.09961562603712082, 0.19491232931613922)",1,1,2.4757537841796875,2.4496002197265625,Fixation,POINT (0.0971139781177044 0.1830383315682411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,openCursor,45888514,1209585833331,18100232486,1,1,"(0.09092891961336136, 0.15877722203731537)","(0.10581332445144653, 0.19369877874851227)",1,1,2.4915924072265625,2.4619598388671875,Fixation,POINT (0.098371122032404 0.1762380003929138),,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
