,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,private.0,void.0,updateGain.0,int.0,pos.0,=.0,getValue.0,int.1,value.0,=.1,int.2,127.0,*.0,double.0,pos.1,/.0,100.0,MidiChannel.0,cs.0,=.2,synthesizer.0,getChannels.0,for.0,int.3,I.0,=.3,0.0,I.1,<.0,cs.1,length.0,i.0,cs.2,i.1,controlChange.0,7.0,value.1,code,participant_summary
0,136,updateGain,26215341,1212458394689,20972782818,1,1,"(0.6801530718803406, 0.1533464789390564)","(0.6722404360771179, 0.19002410769462585)",1,1,2.5774078369140625,2.5018463134765625,,POINT (0.6761967539787292 0.1716852933168411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458403023,20972791152,1,1,"(0.6798917055130005, 0.16952328383922577)","(0.6709620952606201, 0.18838956952095032)",1,1,2.58941650390625,2.514373779296875,Fixation,POINT (0.6754269003868103 0.178956426680088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458411356,20972799485,1,1,"(0.6798445582389832, 0.16197428107261658)","(0.6713069081306458, 0.17349059879779816)",1,1,2.569244384765625,2.5307159423828125,Fixation,POINT (0.6755757331848145 0.1677324399352074),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458436356,20972824485,1,1,"(0.673500120639801, 0.1513226330280304)","(0.6699711680412292, 0.1920551061630249)",1,1,2.576690673828125,2.498016357421875,,POINT (0.6717356443405151 0.1716888695955276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458444689,20972832818,1,1,"(0.6787182092666626, 0.1601955145597458)","(0.6710026264190674, 0.18125084042549133)",1,1,2.561508178710937,2.4931793212890625,Fixation,POINT (0.674860417842865 0.1707231774926186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458461356,20972849485,1,1,"(0.6804990768432617, 0.16245776414871216)","(0.667787492275238, 0.17494206130504608)",1,1,2.56597900390625,2.4937896728515625,,POINT (0.6741432845592499 0.1686999127268791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458469689,20972857818,1,1,"(0.6761412024497986, 0.1537783443927765)","(0.6708384156227112, 0.1819736361503601)",1,1,2.55908203125,2.5166015625,Fixation,POINT (0.6734898090362549 0.1678759902715683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458486356,20972874485,1,1,"(0.6755115389823914, 0.15238440036773682)","(0.6703318953514099, 0.18917204439640045)",1,1,2.5745849609375,2.491241455078125,,POINT (0.6729217171669006 0.1707782223820686),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458494694,20972882823,1,1,"(0.6739047169685364, 0.15236641466617584)","(0.6705555319786072, 0.1881048083305359)",1,1,2.536712646484375,2.4974365234375,Fixation,POINT (0.6722301244735718 0.1702356114983559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458511361,20972899490,1,1,"(0.6751953959465027, 0.16249407827854156)","(0.6705386638641357, 0.17163702845573425)",1,1,2.5471343994140625,2.50885009765625,,POINT (0.6728670299053192 0.1670655533671379),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458519694,20972907823,1,1,"(0.6712371706962585, 0.16081702709197998)","(0.665366530418396, 0.18194890022277832)",1,1,2.5412139892578125,2.4875946044921875,Fixation,POINT (0.6683018505573273 0.1713829636573792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458528028,20972916157,1,1,"(0.6783384680747986, 0.1664666384458542)","(0.6710885763168335, 0.18235725164413452)",1,1,2.5584259033203125,2.50469970703125,Fixation,POINT (0.674713522195816 0.1744119450449944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458536361,20972924490,1,1,"(0.6784000396728516, 0.16117165982723236)","(0.6784316897392273, 0.18531225621700287)",1,1,2.568344116210937,2.4931182861328125,Fixation,POINT (0.6784158647060394 0.1732419580221176),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458544695,20972932823,1,1,"(0.6766492128372192, 0.14542396366596222)","(0.6749230623245239, 0.18801762163639069)",1,1,2.547576904296875,2.4901275634765625,Fixation,POINT (0.6757861375808716 0.1667207926511764),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458553029,20972941157,1,1,"(0.6802363395690918, 0.15309065580368042)","(0.6643823981285095, 0.1979723423719406)",1,1,2.5593719482421875,2.4911041259765625,Fixation,POINT (0.6723093688488007 0.1755314990878105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458561362,20972949490,1,1,"(0.676017165184021, 0.14685748517513275)","(0.6661391258239746, 0.19068428874015808)",1,1,2.57049560546875,2.4868927001953125,Fixation,POINT (0.6710781455039978 0.1687708869576454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458569695,20972957823,1,1,"(0.6771588325500488, 0.1523972451686859)","(0.6755531430244446, 0.1820428967475891)",1,1,2.554534912109375,2.508529663085937,Fixation,POINT (0.6763559877872467 0.1672200709581375),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458578028,20972966156,1,1,"(0.673707902431488, 0.17423132061958313)","(0.6682056784629822, 0.17934595048427582)",1,1,2.5617218017578125,2.473480224609375,Fixation,POINT (0.6709567904472351 0.1767886355519295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212458653031,20973041159,1,1,"(0.11417298763990402, 0.1137518584728241)","(0.1312623918056488, 0.1525287628173828)",1,1,2.451934814453125,2.540863037109375,Fixation,POINT (0.1227176897227764 0.1331403106451034),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458661364,20973049492,1,1,"(0.11250834167003632, 0.11830704659223557)","(0.13255305588245392, 0.1541287750005722)",1,1,2.462158203125,2.553451538085937,Fixation,POINT (0.1225306987762451 0.1362179107964039),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458669697,20973057825,1,1,"(0.11316065490245819, 0.12366025149822235)","(0.12826308608055115, 0.14588946104049683)",1,1,2.4756011962890625,2.5406951904296875,Fixation,POINT (0.1207118704915047 0.1347748562693596),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458678030,20973066158,1,1,"(0.11390840262174606, 0.12106932699680328)","(0.13201209902763367, 0.14207929372787476)",1,1,2.472412109375,2.544052124023437,Fixation,POINT (0.1229602508246899 0.131574310362339),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458686364,20973074492,1,1,"(0.11340093612670898, 0.136163592338562)","(0.12731336057186127, 0.14683468639850616)",1,1,2.4387359619140625,2.5262451171875,Fixation,POINT (0.1203571483492851 0.1414991393685341),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458694697,20973082825,1,1,"(0.1180654913187027, 0.12886370718479156)","(0.12944217026233673, 0.14616921544075012)",1,1,2.4400634765625,2.5312042236328125,Fixation,POINT (0.1237538307905197 0.1375164613127708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458703030,20973091158,1,1,"(0.1161758080124855, 0.11267035454511642)","(0.13152219355106354, 0.15457551181316376)",1,1,2.43414306640625,2.53900146484375,Fixation,POINT (0.1238490007817745 0.1336229331791401),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458711364,20973099492,1,1,"(0.11613331735134125, 0.11936800181865692)","(0.13019859790802002, 0.15009760856628418)",1,1,2.427093505859375,2.52777099609375,Fixation,POINT (0.1231659576296806 0.1347328051924706),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458719697,20973107825,1,1,"(0.11935385316610336, 0.13265448808670044)","(0.1261398047208786, 0.1438785344362259)",1,1,2.416534423828125,2.508285522460937,Fixation,POINT (0.122746828943491 0.1382665112614632),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458728030,20973116158,1,1,"(0.1195002868771553, 0.13378717005252838)","(0.1249333992600441, 0.1494072675704956)",1,1,2.4239044189453125,2.49176025390625,Fixation,POINT (0.1222168430685997 0.141597218811512),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458736364,20973124492,1,1,"(0.11065414547920227, 0.1314440220594406)","(0.13227692246437073, 0.15224112570285797)",1,1,2.444549560546875,2.51043701171875,Fixation,POINT (0.1214655339717865 0.1418425738811493),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458744697,20973132825,1,1,"(0.11209847778081894, 0.12334593385457993)","(0.13575953245162964, 0.1406393200159073)",1,1,2.4019927978515625,2.495330810546875,Fixation,POINT (0.1239290051162243 0.1319926269352436),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458753036,20973141164,1,1,"(0.11598175764083862, 0.12647463381290436)","(0.13824133574962616, 0.14195531606674194)",1,1,2.404037475585937,2.5056915283203125,Fixation,POINT (0.1271115466952324 0.1342149749398232),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458761370,20973149498,1,1,"(0.1036904826760292, 0.08322430402040482)","(0.12694665789604187, 0.14777691662311554)",1,1,2.481231689453125,2.4933319091796875,Fixation,POINT (0.1153185702860355 0.1155006103217602),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458778034,20973166162,1,1,"(0.09606713056564331, 0.08384779095649719)","(0.13224157691001892, 0.13761229813098907)",1,1,2.469940185546875,2.475204467773437,,POINT (0.1141543537378311 0.1107300445437431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458786369,20973174496,1,1,"(0.10155549645423889, 0.0799722820520401)","(0.13411246240139008, 0.15438731014728546)",1,1,2.465362548828125,2.473251342773437,Fixation,POINT (0.1178339794278145 0.1171797960996628),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212458803035,20973191162,1,1,"(0.10269080102443695, 0.09224870800971985)","(0.1317451298236847, 0.1526581048965454)",1,1,2.4408721923828125,2.4870758056640625,,POINT (0.1172179654240608 0.1224534064531326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459169716,20973557843,1,1,"(0.08162732422351837, 0.11413916945457458)","(0.1005578339099884, 0.11332545429468155)",1,1,2.40386962890625,2.4368133544921875,,POINT (0.0910925790667534 0.1137323118746281),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459178051,20973566178,1,1,"(0.08302208036184311, 0.1163720041513443)","(0.09862961620092392, 0.1213265210390091)",1,1,2.413604736328125,2.453765869140625,Fixation,POINT (0.0908258482813835 0.1188492625951767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459186384,20973574511,1,1,"(0.07854794710874557, 0.10996668040752411)","(0.09299060702323914, 0.10958614200353622)",1,1,2.425628662109375,2.4381561279296875,Fixation,POINT (0.0857692770659924 0.1097764112055302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459203051,20973591178,1,1,"(0.07734853774309158, 0.11265444755554199)","(0.09338444471359253, 0.11057866364717484)",1,1,2.3879547119140625,2.4151153564453125,,POINT (0.0853664912283421 0.1116165556013584),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459211384,20973599511,1,1,"(0.08317510783672333, 0.12055247277021408)","(0.09726852923631668, 0.11032740026712418)",1,1,2.3910064697265625,2.4300537109375,Fixation,POINT (0.09022181853652 0.1154399365186691),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459219718,20973607845,1,1,"(0.07585202902555466, 0.11203005164861679)","(0.10217253118753433, 0.1135282963514328)",1,1,2.404403686523437,2.43170166015625,Fixation,POINT (0.0890122801065445 0.1127791740000248),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459228051,20973616178,1,1,"(0.08276703208684921, 0.11249164491891861)","(0.09653966128826141, 0.11291234195232391)",1,1,2.428558349609375,2.440093994140625,Fixation,POINT (0.0896533466875553 0.1127019934356213),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459236384,20973624511,1,1,"(0.08401544392108917, 0.12579980492591858)","(0.09677682816982269, 0.11198286712169647)",1,1,2.42413330078125,2.422515869140625,Fixation,POINT (0.0903961360454559 0.1188913360238075),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459244718,20973632845,1,1,"(0.08071515709161758, 0.12055253982543945)","(0.09558837115764618, 0.10683562606573105)",1,1,2.422821044921875,2.4286041259765625,Fixation,POINT (0.0881517641246319 0.1136940829455852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459253051,20973641178,1,1,"(0.07669005542993546, 0.11877075582742691)","(0.09801702946424484, 0.10368786752223969)",1,1,2.4346160888671875,2.4454498291015625,Fixation,POINT (0.0873535424470902 0.1112293116748333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459261385,20973649511,1,1,"(0.08133354038000107, 0.11059699207544327)","(0.09759044647216797, 0.10413958132266998)",1,1,2.433746337890625,2.422470092773437,Fixation,POINT (0.0894619934260845 0.1073682866990566),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459269719,20973657845,1,1,"(0.0868215337395668, 0.1106957495212555)","(0.09875976294279099, 0.11402522027492523)",1,1,2.43475341796875,2.42816162109375,Fixation,POINT (0.0927906483411789 0.1123604848980904),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459278055,20973666181,1,1,"(0.08407814055681229, 0.11290107667446136)","(0.1016697883605957, 0.11063912510871887)",1,1,2.4239044189453125,2.4445953369140625,Fixation,POINT (0.092873964458704 0.1117701008915901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459286388,20973674514,1,1,"(0.08274786919355392, 0.11197373270988464)","(0.0952128991484642, 0.1200355514883995)",1,1,2.438461303710937,2.423614501953125,Fixation,POINT (0.0889803841710091 0.1160046420991421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459294722,20973682848,1,1,"(0.09057313948869705, 0.11833387613296509)","(0.09445831924676895, 0.10814329236745834)",1,1,2.4437255859375,2.423492431640625,Fixation,POINT (0.092515729367733 0.1132385842502117),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459303055,20973691181,1,1,"(0.08795340359210968, 0.1087799072265625)","(0.10011649876832962, 0.10600236058235168)",1,1,2.4226837158203125,2.4246368408203125,Fixation,POINT (0.0940349511802196 0.1073911339044571),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459311388,20973699514,1,1,"(0.08010677248239517, 0.11524851620197296)","(0.09465343505144119, 0.10511939227581024)",1,1,2.446197509765625,2.460556030273437,Fixation,POINT (0.0873801037669182 0.1101839542388916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459336390,20973724516,1,1,"(0.11574271321296692, 0.12011496722698212)","(0.1278603971004486, 0.12258131057024002)",1,1,2.4705352783203125,2.46453857421875,Fixation,POINT (0.1218015551567078 0.1213481388986111),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459344724,20973732850,1,1,"(0.11843744665384293, 0.11890853196382523)","(0.12992741167545319, 0.11620792746543884)",1,1,2.473495483398437,2.459747314453125,Fixation,POINT (0.1241824291646481 0.117558229714632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459353057,20973741183,1,1,"(0.11893197149038315, 0.1331004500389099)","(0.1334732472896576, 0.12651418149471283)",1,1,2.4323883056640625,2.46514892578125,Fixation,POINT (0.1262026093900204 0.1298073157668114),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459361390,20973749516,1,1,"(0.11544788628816605, 0.12259578704833984)","(0.13179467618465424, 0.12424793094396591)",1,1,2.453964233398437,2.4788360595703125,Fixation,POINT (0.1236212812364101 0.1234218589961529),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459369724,20973757850,1,1,"(0.12237203121185303, 0.11763085424900055)","(0.12966600060462952, 0.11747311055660248)",1,1,2.4677734375,2.468292236328125,Fixation,POINT (0.1260190159082413 0.1175519824028015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459378057,20973766183,1,1,"(0.12121891975402832, 0.13116492331027985)","(0.13142193853855133, 0.11788331717252731)",1,1,2.4700164794921875,2.4647216796875,Fixation,POINT (0.1263204291462898 0.1245241202414036),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459386390,20973774516,1,1,"(0.11730309575796127, 0.11544086784124374)","(0.1310170292854309, 0.11987044662237167)",1,1,2.47027587890625,2.4690093994140625,Fixation,POINT (0.1241600625216961 0.1176556572318077),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459394716,20973782842,1,1,"(0.11895275115966797, 0.1130141019821167)","(0.13230900466442108, 0.12255372852087021)",1,1,2.46905517578125,2.462493896484375,Fixation,POINT (0.1256308779120445 0.1177839152514934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459411389,20973799515,1,1,"(0.12105940282344818, 0.13276195526123047)","(0.13283652067184448, 0.11828212440013885)",1,1,2.480819702148437,2.48931884765625,,POINT (0.1269479617476463 0.1255220398306847),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459419722,20973807848,1,1,"(0.12253855913877487, 0.10797148197889328)","(0.13730670511722565, 0.1170521154999733)",1,1,2.4881134033203125,2.47088623046875,Fixation,POINT (0.1299226321280003 0.1125117987394333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459428056,20973816182,1,1,"(0.12223626673221588, 0.12032262980937958)","(0.1325112283229828, 0.12156654894351959)",1,1,2.4683380126953125,2.4499969482421875,Fixation,POINT (0.1273737475275993 0.1209445893764496),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459436389,20973824515,1,1,"(0.1249038502573967, 0.11740653216838837)","(0.13603945076465607, 0.125021830201149)",1,1,2.4633331298828125,2.4561309814453125,Fixation,POINT (0.1304716505110264 0.1212141811847687),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459444722,20973832848,1,1,"(0.11848051100969315, 0.12424057722091675)","(0.13221591711044312, 0.12538236379623413)",1,1,2.4884033203125,2.450057983398437,Fixation,POINT (0.1253482140600681 0.1248114705085754),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459453056,20973841182,1,1,"(0.12326687574386597, 0.1279027760028839)","(0.12742987275123596, 0.12596946954727173)",1,1,2.486328125,2.46453857421875,Fixation,POINT (0.125348374247551 0.1269361227750778),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459461389,20973849515,1,1,"(0.11465949565172195, 0.13167685270309448)","(0.13194330036640167, 0.11162015050649643)",1,1,2.4708251953125,2.4393310546875,Fixation,POINT (0.1233013980090618 0.1216485016047955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459469722,20973857848,1,1,"(0.12351151555776596, 0.12476621568202972)","(0.13454917073249817, 0.11688511818647385)",1,1,2.4739990234375,2.4400787353515625,Fixation,POINT (0.1290303431451321 0.1208256669342518),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459478055,20973866181,1,1,"(0.11834146082401276, 0.12937946617603302)","(0.13426488637924194, 0.11755689978599548)",1,1,2.4735107421875,2.446258544921875,Fixation,POINT (0.1263031736016274 0.1234681829810142),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459486396,20973874522,1,1,"(0.1216571182012558, 0.12223334610462189)","(0.1339106261730194, 0.12445834279060364)",1,1,2.4661102294921875,2.45587158203125,Fixation,POINT (0.1277838721871376 0.1233458444476128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459494730,20973882856,1,1,"(0.11851533502340317, 0.1150093749165535)","(0.13283438980579376, 0.12073080986738205)",1,1,2.46881103515625,2.4495849609375,Fixation,POINT (0.1256748624145985 0.1178700923919678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459503064,20973891189,1,1,"(0.12157770246267319, 0.11721809953451157)","(0.13438676297664642, 0.11934995651245117)",1,1,2.483306884765625,2.4703369140625,Fixation,POINT (0.1279822327196598 0.1182840280234814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459519729,20973907854,1,1,"(0.12361886352300644, 0.12436582148075104)","(0.13719022274017334, 0.11522113531827927)",1,1,2.4905548095703125,2.4319000244140625,,POINT (0.1304045431315899 0.1197934783995152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459528062,20973916187,1,1,"(0.11544471979141235, 0.12012244015932083)","(0.13297604024410248, 0.12491093575954437)",1,1,2.4651031494140625,2.455291748046875,Fixation,POINT (0.1242103800177574 0.1225166879594326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459536395,20973924520,1,1,"(0.12340132147073746, 0.11797300726175308)","(0.13561499118804932, 0.12575426697731018)",1,1,2.467376708984375,2.463485717773437,Fixation,POINT (0.1295081563293934 0.1218636371195316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459544733,20973932858,1,1,"(0.1251440793275833, 0.12461274862289429)","(0.13419106602668762, 0.12444262206554413)",1,1,2.4669952392578125,2.4440460205078125,Fixation,POINT (0.1296675726771355 0.1245276853442192),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459553066,20973941191,1,1,"(0.11939702928066254, 0.1179320365190506)","(0.1311362236738205, 0.11616816371679306)",1,1,2.47491455078125,2.4564208984375,Fixation,POINT (0.1252666264772415 0.1170501001179218),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459561399,20973949524,1,1,"(0.1156991571187973, 0.11792542785406113)","(0.13434076309204102, 0.12428460270166397)",1,1,2.4619293212890625,2.45538330078125,Fixation,POINT (0.1250199601054192 0.1211050152778626),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459569733,20973957858,1,1,"(0.11866764724254608, 0.12060722708702087)","(0.13012470304965973, 0.11589294672012329)",1,1,2.466583251953125,2.450790405273437,Fixation,POINT (0.1243961751461029 0.1182500869035721),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459578066,20973966191,1,1,"(0.11856851726770401, 0.12451330572366714)","(0.1256706863641739, 0.11055935174226761)",1,1,2.475814819335937,2.4466552734375,Fixation,POINT (0.122119601815939 0.1175363287329674),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459586399,20973974524,1,1,"(0.12354106456041336, 0.1163405030965805)","(0.1314283013343811, 0.12350191175937653)",1,1,2.453842163085937,2.4448699951171875,Fixation,POINT (0.1274846829473972 0.1199212074279785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459594733,20973982858,1,1,"(0.12253982573747635, 0.12373283505439758)","(0.1316734105348587, 0.1255331188440323)",1,1,2.483627319335937,2.433074951171875,Fixation,POINT (0.1271066181361675 0.1246329769492149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459603066,20973991191,1,1,"(0.11832018941640854, 0.11444928497076035)","(0.12888044118881226, 0.11990370601415634)",1,1,2.47137451171875,2.454193115234375,Fixation,POINT (0.1236003153026104 0.1171764954924583),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459611399,20973999524,1,1,"(0.11594708263874054, 0.12126534432172775)","(0.1374988555908203, 0.1184547021985054)",1,1,2.474365234375,2.4513702392578125,Fixation,POINT (0.1267229691147804 0.1198600232601166),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459619733,20974007858,1,1,"(0.11561562120914459, 0.11360697448253632)","(0.13529391586780548, 0.11928292363882065)",1,1,2.4651641845703125,2.45025634765625,Fixation,POINT (0.125454768538475 0.1164449490606785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459628066,20974016191,1,1,"(0.12352177500724792, 0.0845261812210083)","(0.13508787751197815, 0.11600064486265182)",1,1,2.445648193359375,2.423202514648437,Fixation,POINT (0.129304826259613 0.1002634130418301),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212459878077,20974266201,1,1,"(0.07606784254312515, 0.09117446839809418)","(0.09358333796262741, 0.09913516044616699)",1,1,2.44305419921875,2.415374755859375,,POINT (0.0848255902528763 0.0951548144221306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
