,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,private.0,void.0,updateGain.0,int.0,pos.0,=.0,getValue.0,int.1,value.0,=.1,int.2,127.0,*.0,double.0,pos.1,/.0,100.0,MidiChannel.0,cs.0,=.2,synthesizer.0,getChannels.0,for.0,int.3,I.0,=.3,0.0,I.1,<.0,cs.1,length.0,i.0,cs.2,i.1,controlChange.0,7.0,value.1,code,participant_summary
0,136,updateGain,26215341,1212478012095,20992400168,1,1,"(0.07851995527744293, 0.28141260147094727)","(0.10402540117502213, 0.260699063539505)",1,1,2.406982421875,2.41436767578125,Fixation,POINT (0.0912726782262325 0.2710558325052261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478020432,20992408505,1,1,"(0.07542625069618225, 0.2754935622215271)","(0.0981566533446312, 0.2642020881175995)",1,1,2.4170074462890625,2.41253662109375,Fixation,POINT (0.0867914520204067 0.2698478251695633),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478028765,20992416838,1,1,"(0.07568663358688354, 0.24558790028095245)","(0.08097420632839203, 0.2655033767223358)",1,1,2.4345855712890625,2.4076690673828125,Fixation,POINT (0.0783304199576378 0.2555456385016441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478037099,20992425172,1,1,"(0.07739390432834625, 0.2678493857383728)","(0.09694453328847885, 0.2562888264656067)",1,1,2.414154052734375,2.4127960205078125,Fixation,POINT (0.0871692188084126 0.2620691061019898),,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478045432,20992433505,1,1,"(0.0728520080447197, 0.2696479558944702)","(0.08912753313779831, 0.25376787781715393)",1,1,2.4273681640625,2.4190826416015625,Fixation,POINT (0.080989770591259 0.2617079168558121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478053765,20992441838,1,1,"(0.07835038006305695, 0.28187790513038635)","(0.09285048395395279, 0.273984432220459)",1,1,2.417098999023437,2.42474365234375,Fixation,POINT (0.0856004320085049 0.2779311686754227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,updateGain,26215341,1212478062099,20992450172,1,1,"(0.0736699178814888, 0.28291061520576477)","(0.08393865823745728, 0.2535744309425354)",1,1,2.4148406982421875,2.428253173828125,Fixation,POINT (0.078804288059473 0.2682425230741501),,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478070432,20992458505,1,1,"(0.06657858937978745, 0.27295228838920593)","(0.09466804563999176, 0.27226683497428894)",1,1,2.4042510986328125,2.430206298828125,Fixation,POINT (0.0806233175098896 0.2726095616817474),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478078765,20992466838,1,1,"(0.07354801893234253, 0.25913384556770325)","(0.09514700621366501, 0.2774537205696106)",1,1,2.40484619140625,2.4249267578125,Fixation,POINT (0.0843475125730038 0.2682937830686569),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478087099,20992475172,1,1,"(0.07750263810157776, 0.264016717672348)","(0.08582957834005356, 0.2739059627056122)",1,1,2.421173095703125,2.4290008544921875,Fixation,POINT (0.0816661082208157 0.2689613401889801),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478095432,20992483505,1,1,"(0.07519005984067917, 0.27294400334358215)","(0.0937497690320015, 0.26671886444091797)",1,1,2.410491943359375,2.429412841796875,Fixation,POINT (0.0844699144363403 0.2698314338922501),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478103765,20992491838,1,1,"(0.07351114600896835, 0.28932109475135803)","(0.09118936210870743, 0.26642492413520813)",1,1,2.4121856689453125,2.4421844482421875,Fixation,POINT (0.0823502540588379 0.2778730094432831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,updateGain,26215341,1212478112099,20992500172,1,1,"(0.07627716660499573, 0.3174772560596466)","(0.08682285994291306, 0.26811346411705017)",1,1,2.447372436523437,2.4205322265625,Fixation,POINT (0.0815500132739544 0.2927953600883484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,updateGain,26215341,1212478203770,20992591842,1,1,"(0.07538633048534393, 0.2909291982650757)","(0.09188821911811829, 0.2531009614467621)",1,1,2.4293975830078125,2.417724609375,,POINT (0.0836372748017311 0.2720150798559189),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478212103,20992600175,1,1,"(0.07341176271438599, 0.2838468849658966)","(0.09500005841255188, 0.2540868818759918)",1,1,2.4461822509765625,2.416839599609375,Fixation,POINT (0.0842059105634689 0.2689668834209442),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478220437,20992608509,1,1,"(0.07131718844175339, 0.28653135895729065)","(0.09267626702785492, 0.257122665643692)",1,1,2.42767333984375,2.405029296875,Fixation,POINT (0.0819967277348042 0.2718270123004913),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478228770,20992616842,1,1,"(0.07976286113262177, 0.27934110164642334)","(0.0944552943110466, 0.26625052094459534)",1,1,2.4394683837890625,2.44500732421875,Fixation,POINT (0.0871090777218342 0.2727958112955093),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478237104,20992625176,1,1,"(0.07505867630243301, 0.2735663950443268)","(0.0924433022737503, 0.2851625680923462)",1,1,2.4282379150390625,2.425994873046875,Fixation,POINT (0.0837509892880917 0.2793644815683365),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,updateGain,26215341,1212478245437,20992633509,1,1,"(0.07003851234912872, 0.27003154158592224)","(0.09081324934959412, 0.2806902229785919)",1,1,2.4183349609375,2.4219970703125,Fixation,POINT (0.0804258808493614 0.2753608822822571),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,updateGain,26215341,1212478262102,20992650174,1,1,"(0.07028955221176147, 0.26852384209632874)","(0.08893924951553345, 0.2714190185070038)",1,1,2.40936279296875,2.40234375,,POINT (0.0796144008636475 0.2699714303016663),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478278768,20992666840,1,1,"(0.07673551142215729, 0.2647388279438019)","(0.09368287026882172, 0.27089112997055054)",1,1,2.423187255859375,2.41485595703125,,POINT (0.0852091908454895 0.2678149789571762),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478295440,20992683512,1,1,"(0.06976450234651566, 0.29320281744003296)","(0.10122404247522354, 0.2604987621307373)",1,1,2.4454803466796875,2.4169464111328125,,POINT (0.0854942724108696 0.2768507897853851),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,updateGain,26215341,1212478303773,20992691845,1,1,"(0.07212308049201965, 0.30635955929756165)","(0.08944910764694214, 0.2540608048439026)",1,1,2.4399566650390625,2.405014038085937,Fixation,POINT (0.0807860940694809 0.2802101820707321),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478312106,20992700178,1,1,"(0.07482703775167465, 0.29161927103996277)","(0.09958827495574951, 0.26598796248435974)",1,1,2.437042236328125,2.4209442138671875,Fixation,POINT (0.0872076563537121 0.2788036167621612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478320440,20992708512,1,1,"(0.07317568361759186, 0.2753380239009857)","(0.0885220393538475, 0.267693430185318)",1,1,2.416656494140625,2.4144439697265625,Fixation,POINT (0.0808488614857197 0.2715157270431519),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478328773,20992716845,1,1,"(0.07124045491218567, 0.3062377870082855)","(0.09652755409479141, 0.26837632060050964)",1,1,2.4222869873046875,2.420745849609375,Fixation,POINT (0.0838840045034885 0.2873070538043976),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,updateGain,26215341,1212478337107,20992725179,1,1,"(0.07273797690868378, 0.28483301401138306)","(0.09529430419206619, 0.2815494239330292)",1,1,2.4401397705078125,2.4132232666015625,Fixation,POINT (0.084016140550375 0.2831912189722061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478345440,20992733512,1,1,"(0.0699053406715393, 0.2839769423007965)","(0.09465023875236511, 0.26231762766838074)",1,1,2.44158935546875,2.406097412109375,Fixation,POINT (0.0822777897119522 0.2731472849845886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478353773,20992741845,1,1,"(0.07400892674922943, 0.3025272488594055)","(0.09627585113048553, 0.25475096702575684)",1,1,2.457244873046875,2.4097900390625,Fixation,POINT (0.0851423889398575 0.2786391079425812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,updateGain,26215341,1212478362106,20992750178,1,1,"(0.07805189490318298, 0.2908565104007721)","(0.10395754873752594, 0.26833608746528625)",1,1,2.394195556640625,2.4150543212890625,Fixation,POINT (0.0910047218203545 0.2795962989330292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212478395440,20992783512,1,1,"(0.18291373550891876, 0.2879423499107361)","(0.19388440251350403, 0.2583475112915039)",1,1,2.469467163085937,2.4241485595703125,Fixation,POINT (0.1883990690112114 0.27314493060112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478403774,20992791845,1,1,"(0.18862080574035645, 0.2673196792602539)","(0.2057453989982605, 0.253730833530426)",1,1,2.465087890625,2.44561767578125,Fixation,POINT (0.1971831023693085 0.26052525639534),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478412107,20992800178,1,1,"(0.18692323565483093, 0.276314377784729)","(0.20340928435325623, 0.2431161254644394)",1,1,2.4525299072265625,2.4319305419921875,Fixation,POINT (0.1951662600040436 0.2597152516245842),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478420447,20992808518,1,1,"(0.18530021607875824, 0.2602955400943756)","(0.20318850874900818, 0.25634562969207764)",1,1,2.4478912353515625,2.425643920898437,Fixation,POINT (0.1942443624138832 0.2583205848932266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478428780,20992816851,1,1,"(0.17851147055625916, 0.2773342728614807)","(0.20338261127471924, 0.2464459389448166)",1,1,2.44818115234375,2.426177978515625,Fixation,POINT (0.1909470409154892 0.2618901059031486),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478437113,20992825184,1,1,"(0.19428953528404236, 0.26206129789352417)","(0.20640385150909424, 0.2502375841140747)",1,1,2.4627227783203125,2.431610107421875,Fixation,POINT (0.2003466933965683 0.2561494410037994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478445447,20992833518,1,1,"(0.18915392458438873, 0.2687235176563263)","(0.1995173543691635, 0.25540030002593994)",1,1,2.439208984375,2.447540283203125,Fixation,POINT (0.1943356394767761 0.2620619088411331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478453780,20992841851,1,1,"(0.20282243192195892, 0.2652634084224701)","(0.20569591224193573, 0.2573240101337433)",1,1,2.4547271728515625,2.441268920898437,Fixation,POINT (0.2042591720819473 0.2612937092781067),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478462113,20992850184,1,1,"(0.20317256450653076, 0.27001893520355225)","(0.2067277580499649, 0.2520257532596588)",1,1,2.4557647705078125,2.4460906982421875,Fixation,POINT (0.2049501612782478 0.2610223442316055),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478470447,20992858518,1,1,"(0.18824216723442078, 0.2792421281337738)","(0.20024824142456055, 0.24131827056407928)",1,1,2.411865234375,2.433212280273437,Fixation,POINT (0.1942452043294907 0.2602801993489265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478478780,20992866851,1,1,"(0.1974164992570877, 0.2800339460372925)","(0.20183485746383667, 0.25367429852485657)",1,1,2.4269256591796875,2.4264068603515625,Fixation,POINT (0.1996256783604622 0.2668541222810745),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478487113,20992875184,1,1,"(0.19372494518756866, 0.2653654217720032)","(0.2035636603832245, 0.2631700932979584)",1,1,2.4485626220703125,2.438385009765625,Fixation,POINT (0.1986443027853966 0.2642677575349808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478495447,20992883518,1,1,"(0.19177034497261047, 0.26731592416763306)","(0.20933590829372406, 0.2586944103240967)",1,1,2.442245483398437,2.424713134765625,Fixation,POINT (0.2005531266331673 0.2630051672458649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478503780,20992891851,1,1,"(0.19350577890872955, 0.2793635129928589)","(0.2086453139781952, 0.25009891390800476)",1,1,2.4611358642578125,2.433258056640625,Fixation,POINT (0.2010755464434624 0.2647312134504318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478512113,20992900184,1,1,"(0.19765283167362213, 0.27121835947036743)","(0.20714445412158966, 0.2518519163131714)",1,1,2.4261932373046875,2.4391326904296875,Fixation,POINT (0.2023986428976059 0.2615351378917694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478520447,20992908518,1,1,"(0.19326967000961304, 0.27348682284355164)","(0.20818887650966644, 0.24423669278621674)",1,1,2.4454803466796875,2.457626342773437,Fixation,POINT (0.2007292732596397 0.2588617578148842),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478528780,20992916851,1,1,"(0.18857774138450623, 0.262083500623703)","(0.2052963674068451, 0.25287121534347534)",1,1,2.4237823486328125,2.4481964111328125,Fixation,POINT (0.1969370543956757 0.2574773579835892),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478537113,20992925184,1,1,"(0.18963780999183655, 0.27329084277153015)","(0.2074013501405716, 0.2569065988063812)",1,1,2.4471893310546875,2.4380340576171875,Fixation,POINT (0.1985195800662041 0.2650987207889557),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478545450,20992933521,1,1,"(0.19205720722675323, 0.26626357436180115)","(0.2073110044002533, 0.2641795575618744)",1,1,2.456939697265625,2.422332763671875,Fixation,POINT (0.1996841058135033 0.2652215659618378),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478553783,20992941854,1,1,"(0.18779373168945312, 0.2602534890174866)","(0.20619887113571167, 0.2576808035373688)",1,1,2.43768310546875,2.4386138916015625,Fixation,POINT (0.1969963014125824 0.2589671462774277),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478562116,20992950187,1,1,"(0.1883198767900467, 0.2627747058868408)","(0.20489062368869781, 0.24301448464393616)",1,1,2.433090209960937,2.4438934326171875,Fixation,POINT (0.1966052502393722 0.2528945952653885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
0,136,updateGain,26215341,1212478570450,20992958521,1,1,"(0.188262939453125, 0.26518869400024414)","(0.20071512460708618, 0.23881414532661438)",1,1,2.424530029296875,2.421783447265625,Fixation,POINT (0.1944890320301056 0.2520014196634293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
0,136,updateGain,26215341,1212478578783,20992966854,1,1,"(0.18954603374004364, 0.25350213050842285)","(0.20105575025081635, 0.24413283169269562)",1,1,2.4080352783203125,2.4531707763671875,Fixation,POINT (0.19530089199543 0.2488174811005592),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478587116,20992975187,1,1,"(0.19000987708568573, 0.2613540291786194)","(0.19372735917568207, 0.2506064772605896)",1,1,2.428924560546875,2.422515869140625,Fixation,POINT (0.1918686181306839 0.2559802532196045),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
0,136,updateGain,26215341,1212478595450,20992983521,1,1,"(0.1956309676170349, 0.272006630897522)","(0.19550764560699463, 0.25123175978660583)",1,1,2.4366607666015625,2.443328857421875,Fixation,POINT (0.1955693066120148 0.2616191953420639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478603783,20992991854,1,1,"(0.19500650465488434, 0.2477283924818039)","(0.2033166140317917, 0.24620066583156586)",1,1,2.445663452148437,2.4396514892578125,Fixation,POINT (0.199161559343338 0.2469645291566849),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478612116,20993000187,1,1,"(0.17972716689109802, 0.2596622109413147)","(0.19919635355472565, 0.24736401438713074)",1,1,2.42950439453125,2.4358062744140625,Fixation,POINT (0.1894617602229118 0.2535131126642227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
0,136,updateGain,26215341,1212478620450,20993008521,1,1,"(0.18677528202533722, 0.267993301153183)","(0.19908082485198975, 0.2441478669643402)",1,1,2.4481658935546875,2.444808959960937,Fixation,POINT (0.1929280534386635 0.2560705840587616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478628783,20993016854,1,1,"(0.18243743479251862, 0.291338711977005)","(0.1968647539615631, 0.24020510911941528)",1,1,2.448715209960937,2.4284820556640625,Fixation,POINT (0.1896510943770409 0.2657719105482101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
0,136,updateGain,26215341,1212478637116,20993025187,1,1,"(0.1917508840560913, 0.29128772020339966)","(0.19645245373249054, 0.2494354248046875)",1,1,2.465911865234375,2.452606201171875,Fixation,POINT (0.1941016688942909 0.2703615725040436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
0,136,updateGain,26215341,1212478878796,20993266866,1,1,"(0.17320314049720764, 0.24390007555484772)","(0.17167235910892487, 0.2381264567375183)",1,1,2.38916015625,2.348602294921875,,POINT (0.1724377498030662 0.241013266146183),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478887129,20993275199,1,1,"(0.16928140819072723, 0.23267582058906555)","(0.16792316734790802, 0.19130085408687592)",1,1,2.4058074951171875,2.444000244140625,Fixation,POINT (0.1686022877693176 0.2119883373379707),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478895463,20993283533,1,1,"(0.17200663685798645, 0.22030293941497803)","(0.15017907321453094, 0.21607168018817902)",1,1,2.40899658203125,2.32904052734375,Fixation,POINT (0.1610928550362587 0.2181873098015785),,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478903796,20993291866,1,1,"(0.16953697800636292, 0.2299608588218689)","(0.1364254653453827, 0.21812306344509125)",1,1,2.4126739501953125,2.22857666015625,Fixation,POINT (0.1529812216758728 0.2240419611334801),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478920462,20993308532,1,1,"(0.16767483949661255, 0.2370261251926422)","(0.16463248431682587, 0.19684848189353943)",1,1,2.421600341796875,2.47894287109375,Fixation,POINT (0.1661536619067192 0.2169373035430908),,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478937130,20993325199,1,1,"(0.16741250455379486, 0.24750812351703644)","(0.18138203024864197, 0.2551933228969574)",1,1,2.41510009765625,2.433441162109375,Fixation,POINT (0.1743972674012184 0.2513507232069969),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
0,136,updateGain,26215341,1212478945468,20993333537,1,1,"(0.16139499843120575, 0.25242456793785095)","(0.18096032738685608, 0.22836455702781677)",1,1,2.4267730712890625,2.465545654296875,Fixation,POINT (0.1711776629090309 0.2403945624828339),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478953802,20993341871,1,1,"(0.1600402444601059, 0.2521528899669647)","(0.17920450866222382, 0.21864178776741028)",1,1,2.405487060546875,2.4535064697265625,Fixation,POINT (0.1696223765611649 0.2353973388671875),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478962135,20993350204,1,1,"(0.16959188878536224, 0.2688782215118408)","(0.17389456927776337, 0.2142602652311325)",1,1,2.446884155273437,2.4441070556640625,Fixation,POINT (0.1717432290315628 0.2415692433714867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478970468,20993358537,1,1,"(0.1672085076570511, 0.26254552602767944)","(0.17497991025447845, 0.21381722390651703)",1,1,2.429595947265625,2.446517944335937,Fixation,POINT (0.1710942089557648 0.2381813749670982),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478978802,20993366871,1,1,"(0.1646910309791565, 0.2636764943599701)","(0.17837953567504883, 0.22010663151741028)",1,1,2.397430419921875,2.441192626953125,Fixation,POINT (0.1715352833271027 0.2418915629386902),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212478987135,20993375204,1,1,"(0.16983550786972046, 0.26837682723999023)","(0.18954533338546753, 0.22233496606349945)",1,1,2.4493560791015625,2.4454498291015625,Fixation,POINT (0.179690420627594 0.2453558966517448),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212479028802,20993416871,1,1,"(0.471560001373291, 0.16802605986595154)","(0.49819380044937134, 0.18856406211853027)",1,1,2.470458984375,2.433441162109375,,POINT (0.4848769009113312 0.1782950609922409),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,updateGain,26215341,1212479070472,20993458541,1,1,"(0.7263628840446472, 0.15946324169635773)","(0.75302654504776, 0.15177540481090546)",1,1,2.496307373046875,2.3830108642578125,,POINT (0.7396947145462036 0.1556193232536316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,updateGain,26215341,1212479078804,20993466873,1,1,"(0.7271180152893066, 0.1534009575843811)","(0.7410690784454346, 0.15457548201084137)",1,1,2.5377655029296875,2.3864288330078125,Fixation,POINT (0.7340935468673706 0.1539882197976112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,updateGain,26215341,1212479087137,20993475206,1,1,"(0.728516161441803, 0.17232894897460938)","(0.7420447468757629, 0.15529179573059082)",1,1,2.500335693359375,2.398101806640625,Fixation,POINT (0.735280454158783 0.1638103723526001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,updateGain,26215341,1212479095470,20993483539,1,1,"(0.7342639565467834, 0.16906073689460754)","(0.7429265975952148, 0.16286131739616394)",1,1,2.5176239013671875,2.4166412353515625,Fixation,POINT (0.7385952770709991 0.1659610271453857),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,updateGain,26215341,1212479103804,20993491873,1,1,"(0.7320305109024048, 0.16564373672008514)","(0.7392998337745667, 0.16314470767974854)",1,1,2.5316925048828125,2.40472412109375,Fixation,POINT (0.7356651723384857 0.1643942221999168),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,updateGain,26215341,1212479112137,20993500206,1,1,"(0.7217831015586853, 0.17403490841388702)","(0.7424079775810242, 0.16198742389678955)",1,1,2.535980224609375,2.4174346923828125,Fixation,POINT (0.7320955395698547 0.1680111661553383),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212479120470,20993508539,1,1,"(0.7226307392120361, 0.16170047223567963)","(0.7425166964530945, 0.1638934463262558)",1,1,2.525375366210937,2.4007110595703125,Fixation,POINT (0.7325737178325653 0.1627969592809677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,updateGain,26215341,1212479128804,20993516873,1,1,"(0.7171259522438049, 0.17615678906440735)","(0.7411688566207886, 0.16007231175899506)",1,1,2.511688232421875,2.416961669921875,Fixation,POINT (0.7291474044322968 0.1681145504117012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212479137137,20993525206,1,1,"(0.7225528955459595, 0.17555105686187744)","(0.7362378835678101, 0.16084662079811096)",1,1,2.541961669921875,2.412750244140625,Fixation,POINT (0.7293953895568848 0.1681988388299942),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,updateGain,26215341,1212479145470,20993533539,1,1,"(0.7319003939628601, 0.16520555317401886)","(0.7435452342033386, 0.15831632912158966)",1,1,2.510284423828125,2.404693603515625,Fixation,POINT (0.7377228140830994 0.1617609411478043),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,updateGain,26215341,1212479153804,20993541873,1,1,"(0.7277742028236389, 0.15724711120128632)","(0.7379472255706787, 0.1633235365152359)",1,1,2.530303955078125,2.4421844482421875,Fixation,POINT (0.7328607141971588 0.1602853238582611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,updateGain,26215341,1212479162137,20993550206,1,1,"(0.7328377962112427, 0.14815756678581238)","(0.7368362545967102, 0.16233505308628082)",1,1,2.542449951171875,2.406494140625,Fixation,POINT (0.7348370254039764 0.1552463099360466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,updateGain,26215341,1212479170470,20993558539,1,1,"(0.7257925271987915, 0.1684386283159256)","(0.7367303371429443, 0.16429895162582397)",1,1,2.536834716796875,2.423309326171875,Fixation,POINT (0.7312614321708679 0.1663687899708748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
