,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,String.0,getMessage.0,StringBuffer.0,sb.0,=.0,new.0,StringBuffer.1,if.0,messages.0,!=.0,nan.0,for.0,int.0,i.0,=.1,0.0,i.1,<.0,messages.1,size.0,i.2,Object.0,o.0,=.2,messages.2,elementAt.0,i.3,if.1,o.1,!=.1,nan.1,sb.1,append.0,o.2,toString.0,sb.2,append.1,"""|n"".0",return.0,sb.3,toString.1,prewritten,accurate,missing,unnecessary,readable,code
0,136,getMessage,51122387,1208990085373,17504486655,1,1,"(0.6186259388923645, 0.30628374218940735)","(0.6630778312683105, 0.38073259592056274)",1,1,2.5367431640625,2.5222930908203125,,POINT (0.6408518850803375 0.343508169054985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990118708,17504519990,1,1,"(0.53221595287323, 0.12994125485420227)","(0.5547640919685364, 0.17953601479530334)",1,1,2.5216522216796875,2.665069580078125,Fixation,POINT (0.5434900224208832 0.1547386348247528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990127041,17504528323,1,1,"(0.5354862809181213, 0.1447368860244751)","(0.5563220381736755, 0.16356277465820312)",1,1,2.5333709716796875,2.68304443359375,Fixation,POINT (0.5459041595458984 0.1541498303413391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990135375,17504536657,1,1,"(0.535736620426178, 0.14996585249900818)","(0.5558419823646545, 0.18322321772575378)",1,1,2.530258178710937,2.6636505126953125,Fixation,POINT (0.5457893013954163 0.166594535112381),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990143708,17504544990,1,1,"(0.5398094058036804, 0.14934693276882172)","(0.5530057549476624, 0.1841280162334442)",1,1,2.523712158203125,2.65869140625,Fixation,POINT (0.5464075803756714 0.166737474501133),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990152042,17504553324,1,1,"(0.5437870025634766, 0.14650149643421173)","(0.5516517162322998, 0.18603338301181793)",1,1,2.5294189453125,2.634735107421875,Fixation,POINT (0.5477193593978882 0.1662674397230148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990160375,17504561657,1,1,"(0.5384505987167358, 0.1481681764125824)","(0.5485212206840515, 0.1887163370847702)",1,1,2.507598876953125,2.6171875,Fixation,POINT (0.5434859097003937 0.1684422567486763),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990168708,17504569990,1,1,"(0.5398203134536743, 0.14947509765625)","(0.5439274907112122, 0.1922101378440857)",1,1,2.5012664794921875,2.6352081298828125,Fixation,POINT (0.5418739020824432 0.1708426177501678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990177042,17504578324,1,1,"(0.5393874645233154, 0.1528947502374649)","(0.5434630513191223, 0.19125376641750336)",1,1,2.526824951171875,2.624359130859375,Fixation,POINT (0.5414252579212189 0.1720742583274841),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990185377,17504586658,1,1,"(0.540277361869812, 0.1459314376115799)","(0.5426619052886963, 0.19392327964305878)",1,1,2.5017547607421875,2.6360626220703125,Fixation,POINT (0.5414696335792542 0.1699273586273193),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990193710,17504594991,1,1,"(0.5373017191886902, 0.14916583895683289)","(0.5424033999443054, 0.1924789547920227)",1,1,2.4697723388671875,2.5990142822265625,Fixation,POINT (0.5398525595664978 0.1708223968744278),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990202044,17504603325,1,1,"(0.5354732871055603, 0.1563739776611328)","(0.542026162147522, 0.19521218538284302)",1,1,2.4897613525390625,2.61737060546875,Fixation,POINT (0.5387497246265411 0.1757930815219879),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990210377,17504611658,1,1,"(0.5368532538414001, 0.1618361920118332)","(0.5411139726638794, 0.19065164029598236)",1,1,2.490829467773437,2.6074676513671875,Fixation,POINT (0.5389836132526398 0.1762439161539078),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990218710,17504619991,1,1,"(0.5363269448280334, 0.168254554271698)","(0.5405595898628235, 0.19053392112255096)",1,1,2.4849090576171875,2.6063690185546875,Fixation,POINT (0.5384432673454285 0.1793942376971245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990227043,17504628324,1,1,"(0.5341734290122986, 0.17277613282203674)","(0.5378252267837524, 0.1949150264263153)",1,1,2.4603424072265625,2.6092681884765625,Fixation,POINT (0.5359993278980255 0.183845579624176),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990235377,17504636658,1,1,"(0.5351319313049316, 0.19081726670265198)","(0.537286639213562, 0.19766630232334137)",1,1,2.457855224609375,2.592010498046875,Fixation,POINT (0.5362092852592468 0.1942417845129967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990243710,17504644991,1,1,"(0.5365051627159119, 0.17228899896144867)","(0.5388275980949402, 0.19649887084960938)",1,1,2.476898193359375,2.61602783203125,Fixation,POINT (0.537666380405426 0.184393934905529),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990252043,17504653324,1,1,"(0.5380123853683472, 0.18102341890335083)","(0.5343351364135742, 0.19423313438892365)",1,1,2.469573974609375,2.5841217041015625,Fixation,POINT (0.5361737608909607 0.1876282766461372),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990260377,17504661658,1,1,"(0.5379756689071655, 0.18610307574272156)","(0.5341273546218872, 0.19907569885253906)",1,1,2.516204833984375,2.59613037109375,Fixation,POINT (0.5360515117645264 0.1925893872976303),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990268710,17504669991,1,1,"(0.536157488822937, 0.1886686384677887)","(0.5372618436813354, 0.19847604632377625)",1,1,2.4845733642578125,2.5850830078125,Fixation,POINT (0.5367096662521362 0.1935723423957825),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990277044,17504678325,1,1,"(0.5379924774169922, 0.18289721012115479)","(0.5413326025009155, 0.19149768352508545)",1,1,2.498687744140625,2.5767059326171875,Fixation,POINT (0.5396625399589539 0.1871974468231201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990285377,17504686658,1,1,"(0.5374753475189209, 0.17984405159950256)","(0.5399038791656494, 0.19143810868263245)",1,1,2.4978790283203125,2.572113037109375,Fixation,POINT (0.5386896133422852 0.1856410801410675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990293710,17504694991,1,1,"(0.5405510067939758, 0.17691022157669067)","(0.5418816208839417, 0.1948375552892685)",1,1,2.476303100585937,2.5836181640625,Fixation,POINT (0.5412163138389587 0.1858738884329796),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990302043,17504703324,1,1,"(0.5388144254684448, 0.18015751242637634)","(0.5402489304542542, 0.1847682148218155)",1,1,2.48309326171875,2.583740234375,Fixation,POINT (0.5395316779613495 0.1824628636240959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990310377,17504711658,1,1,"(0.5395808219909668, 0.179753839969635)","(0.5384141206741333, 0.18664754927158356)",1,1,2.4862518310546875,2.5690460205078125,Fixation,POINT (0.53899747133255 0.1832006946206093),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990318710,17504719991,1,1,"(0.541515052318573, 0.18614473938941956)","(0.535309910774231, 0.19803990423679352)",1,1,2.469955444335937,2.570648193359375,Fixation,POINT (0.538412481546402 0.1920923218131065),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990327049,17504728330,1,1,"(0.5418812036514282, 0.18316896259784698)","(0.5359197854995728, 0.19287839531898499)",1,1,2.482086181640625,2.5584259033203125,Fixation,POINT (0.5389004945755005 0.188023678958416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990335383,17504736664,1,1,"(0.5379529595375061, 0.18513408303260803)","(0.5382172465324402, 0.19569523632526398)",1,1,2.486434936523437,2.561981201171875,Fixation,POINT (0.5380851030349731 0.190414659678936),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990343716,17504744997,1,1,"(0.5396225452423096, 0.18249468505382538)","(0.5404222011566162, 0.19334207475185394)",1,1,2.478744506835937,2.5487823486328125,Fixation,POINT (0.5400223731994629 0.1879183799028397),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990352049,17504753330,1,1,"(0.540134608745575, 0.17870189249515533)","(0.5409975647926331, 0.2021903544664383)",1,1,2.46661376953125,2.5339508056640625,Fixation,POINT (0.540566086769104 0.1904461234807968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990360383,17504761664,1,1,"(0.5392754077911377, 0.18532150983810425)","(0.5385513305664062, 0.19047966599464417)",1,1,2.474349975585937,2.546371459960937,Fixation,POINT (0.538913369178772 0.1879005879163742),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990368716,17504769997,1,1,"(0.5335726141929626, 0.1877356469631195)","(0.5394671559333801, 0.192064106464386)",1,1,2.447982788085937,2.53448486328125,Fixation,POINT (0.5365198850631714 0.1898998767137528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990377049,17504778330,1,1,"(0.5398509502410889, 0.1785208135843277)","(0.5350623726844788, 0.19956818222999573)",1,1,2.48736572265625,2.5301666259765625,Fixation,POINT (0.5374566614627838 0.1890444979071617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990385383,17504786664,1,1,"(0.5425300598144531, 0.17849960923194885)","(0.5422424077987671, 0.19705960154533386)",1,1,2.4736328125,2.54351806640625,Fixation,POINT (0.5423862338066101 0.1877796053886414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990393716,17504794997,1,1,"(0.5368497967720032, 0.17290638387203217)","(0.5443787574768066, 0.19220204651355743)",1,1,2.4614410400390625,2.51214599609375,Fixation,POINT (0.5406142771244049 0.1825542151927948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990460387,17504861668,1,1,"(0.15325094759464264, 0.09726253896951675)","(0.14800967276096344, 0.17025446891784668)",1,1,2.35760498046875,2.4866943359375,Fixation,POINT (0.150630310177803 0.1337585039436817),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990468720,17504870001,1,1,"(0.1528472900390625, 0.10135863721370697)","(0.15640193223953247, 0.1665138304233551)",1,1,2.391342163085937,2.49163818359375,Fixation,POINT (0.1546246111392975 0.133936233818531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990477053,17504878334,1,1,"(0.15212677419185638, 0.10852676630020142)","(0.15544289350509644, 0.16837656497955322)",1,1,2.360107421875,2.502777099609375,Fixation,POINT (0.1537848338484764 0.1384516656398773),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990485387,17504886668,1,1,"(0.14895308017730713, 0.10200702399015427)","(0.15225957334041595, 0.1574811488389969)",1,1,2.3646392822265625,2.484954833984375,Fixation,POINT (0.1506063267588615 0.1297440864145756),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990493720,17504895001,1,1,"(0.15330030024051666, 0.10409632325172424)","(0.14599935710430145, 0.1629488617181778)",1,1,2.33233642578125,2.483428955078125,Fixation,POINT (0.1496498286724091 0.133522592484951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990502053,17504903334,1,1,"(0.15089891850948334, 0.09518946707248688)","(0.1546095609664917, 0.16987492144107819)",1,1,2.3315887451171875,2.473373413085937,Fixation,POINT (0.1527542397379875 0.1325321942567825),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990510388,17504911668,1,1,"(0.15142010152339935, 0.09278519451618195)","(0.15196315944194794, 0.17104363441467285)",1,1,2.3430328369140625,2.456649780273437,Fixation,POINT (0.1516916304826736 0.1319144144654274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990518721,17504920001,1,1,"(0.14934244751930237, 0.09385170787572861)","(0.1455024629831314, 0.15820647776126862)",1,1,2.33978271484375,2.460845947265625,Fixation,POINT (0.1474224552512169 0.1260290928184986),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990527054,17504928334,1,1,"(0.14914511144161224, 0.10446600615978241)","(0.15007410943508148, 0.1603740006685257)",1,1,2.32598876953125,2.431365966796875,Fixation,POINT (0.1496096104383469 0.132420003414154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990535388,17504936668,1,1,"(0.14942453801631927, 0.09980594366788864)","(0.15866057574748993, 0.1583978831768036)",1,1,2.303329467773437,2.437652587890625,Fixation,POINT (0.1540425568819046 0.1291019134223461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990543721,17504945001,1,1,"(0.14512518048286438, 0.10259832441806793)","(0.1495257169008255, 0.165492445230484)",1,1,2.3243560791015625,2.427108764648437,Fixation,POINT (0.1473254486918449 0.134045384824276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990552054,17504953334,1,1,"(0.1486126035451889, 0.09585759788751602)","(0.14915503561496735, 0.16578087210655212)",1,1,2.327987670898437,2.4461822509765625,Fixation,POINT (0.1488838195800781 0.1308192349970341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990560388,17504961668,1,1,"(0.14824917912483215, 0.1013944074511528)","(0.15957042574882507, 0.15378287434577942)",1,1,2.317138671875,2.408660888671875,Fixation,POINT (0.1539098024368286 0.1275886408984661),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990568721,17504970001,1,1,"(0.14395205676555634, 0.1026674434542656)","(0.15281543135643005, 0.15671177208423615)",1,1,2.286956787109375,2.4350128173828125,Fixation,POINT (0.1483837440609932 0.1296896077692509),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990577054,17504978334,1,1,"(0.15246061980724335, 0.10274123400449753)","(0.15061162412166595, 0.15398317575454712)",1,1,2.298583984375,2.4097900390625,Fixation,POINT (0.1515361219644546 0.1283622048795223),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990585394,17504986674,1,1,"(0.14931203424930573, 0.09798648953437805)","(0.14745807647705078, 0.14927394688129425)",1,1,2.30340576171875,2.408111572265625,Fixation,POINT (0.1483850553631782 0.1236302182078362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990593727,17504995007,1,1,"(0.14810243248939514, 0.09731554239988327)","(0.15295736491680145, 0.15971672534942627)",1,1,2.2798309326171875,2.3936004638671875,Fixation,POINT (0.1505298987030983 0.1285161338746548),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990602060,17505003340,1,1,"(0.15219031274318695, 0.09940539300441742)","(0.15917354822158813, 0.15989454090595245)",1,1,2.291717529296875,2.384735107421875,Fixation,POINT (0.1556819304823875 0.1296499669551849),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990610394,17505011674,1,1,"(0.1502876877784729, 0.10722308605909348)","(0.1463075876235962, 0.1531893014907837)",1,1,2.2911529541015625,2.3767852783203125,Fixation,POINT (0.1482976377010346 0.1302061937749386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990635394,17505036674,1,1,"(0.04398248344659805, 0.10304424911737442)","(0.059290699660778046, 0.14736361801624298)",1,1,2.282943725585937,2.333740234375,Fixation,POINT (0.051636591553688 0.1252039335668087),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990643727,17505045007,1,1,"(0.05646250396966934, 0.0968494787812233)","(0.06287739425897598, 0.14887002110481262)",1,1,2.25604248046875,2.3082427978515625,Fixation,POINT (0.0596699491143227 0.122859749943018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990652060,17505053340,1,1,"(0.05727727338671684, 0.09402433037757874)","(0.06464036554098129, 0.1425189971923828)",1,1,2.26849365234375,2.31854248046875,Fixation,POINT (0.0609588194638491 0.1182716637849808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990660393,17505061673,1,1,"(0.05302339047193527, 0.09599385410547256)","(0.0621856264770031, 0.14757798612117767)",1,1,2.267196655273437,2.30450439453125,Fixation,POINT (0.0576045084744692 0.1217859201133251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990668727,17505070007,1,1,"(0.050630971789360046, 0.09883817285299301)","(0.05773080512881279, 0.15368948876857758)",1,1,2.283599853515625,2.3179473876953125,Fixation,POINT (0.0541808884590864 0.1262638308107853),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990677060,17505078340,1,1,"(0.051571041345596313, 0.10384392738342285)","(0.06277648359537125, 0.1422988623380661)",1,1,2.2696075439453125,2.310516357421875,Fixation,POINT (0.0571737624704838 0.1230713948607445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990685394,17505086674,1,1,"(0.049520544707775116, 0.10640081018209457)","(0.060313671827316284, 0.14245639741420746)",1,1,2.2677001953125,2.3116607666015625,Fixation,POINT (0.0549171082675457 0.124428603798151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990693727,17505095007,1,1,"(0.050123997032642365, 0.10290567576885223)","(0.061762358993291855, 0.1406429260969162)",1,1,2.2584686279296875,2.338973999023437,Fixation,POINT (0.0559431780129671 0.1217743009328842),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990702060,17505103340,1,1,"(0.04881687089800835, 0.1008911207318306)","(0.061622098088264465, 0.14499393105506897)",1,1,2.2545166015625,2.2858428955078125,Fixation,POINT (0.0552194844931364 0.1229425258934498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990710393,17505111673,1,1,"(0.050381749868392944, 0.10898295044898987)","(0.05299730598926544, 0.14010575413703918)",1,1,2.25592041015625,2.312286376953125,Fixation,POINT (0.0516895279288292 0.1245443522930145),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990718732,17505120012,1,1,"(0.04878827556967735, 0.10613451153039932)","(0.05998489260673523, 0.14079661667346954)",1,1,2.2252349853515625,2.2752227783203125,Fixation,POINT (0.0543865840882063 0.1234655641019344),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990727065,17505128345,1,1,"(0.05097511410713196, 0.10968253761529922)","(0.05898305028676987, 0.14263691008090973)",1,1,2.228607177734375,2.277618408203125,Fixation,POINT (0.0549790821969509 0.1261597238481045),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990735398,17505136678,1,1,"(0.052306655794382095, 0.10624105483293533)","(0.06383459270000458, 0.14141607284545898)",1,1,2.247802734375,2.2723388671875,Fixation,POINT (0.0580706242471933 0.1238285638391972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990743732,17505145012,1,1,"(0.054305557161569595, 0.10187710076570511)","(0.059848636388778687, 0.1528671383857727)",1,1,2.2147674560546875,2.2646026611328125,Fixation,POINT (0.0570770967751741 0.1273721195757389),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990752065,17505153345,1,1,"(0.05177108943462372, 0.10101964324712753)","(0.05667373538017273, 0.16059944033622742)",1,1,2.240585327148437,2.2897186279296875,Fixation,POINT (0.0542224124073982 0.1308095417916775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990760398,17505161678,1,1,"(0.05578286945819855, 0.09390147030353546)","(0.05843837186694145, 0.14991161227226257)",1,1,2.215576171875,2.26544189453125,Fixation,POINT (0.05711062066257 0.121906541287899),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1208990927068,17505328347,1,1,"(0.7028186321258545, 0.21631427109241486)","(0.7218664288520813, 0.21719764173030853)",1,1,2.25445556640625,2.221786499023437,,POINT (0.7123425304889679 0.2167559564113617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getMessage,51122387,1208990935401,17505336680,1,1,"(0.7110810279846191, 0.21700267493724823)","(0.7173376679420471, 0.20653778314590454)",1,1,2.2897186279296875,2.218978881835937,Fixation,POINT (0.7142093479633331 0.2117702290415764),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getMessage,51122387,1208990943735,17505345014,1,1,"(0.7100995182991028, 0.2330586463212967)","(0.7262929677963257, 0.22099843621253967)",1,1,2.29339599609375,2.210311889648437,Fixation,POINT (0.7181962430477142 0.2270285412669182),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990952068,17505353347,1,1,"(0.7105763554573059, 0.22920359671115875)","(0.7188915610313416, 0.22046741843223572)",1,1,2.2939910888671875,2.214447021484375,Fixation,POINT (0.7147339582443237 0.2248355075716972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990960401,17505361680,1,1,"(0.7089203000068665, 0.21101872622966766)","(0.7202709913253784, 0.23006834089756012)",1,1,2.277679443359375,2.22613525390625,Fixation,POINT (0.7145956456661224 0.2205435335636139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990968735,17505370014,1,1,"(0.7129786014556885, 0.22047053277492523)","(0.7220278382301331, 0.23226991295814514)",1,1,2.27734375,2.2033843994140625,Fixation,POINT (0.7175032198429108 0.2263702228665352),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990977075,17505378354,1,1,"(0.7139015793800354, 0.21081209182739258)","(0.7207714319229126, 0.22521881759166718)",1,1,2.2726287841796875,2.21295166015625,Fixation,POINT (0.717336505651474 0.2180154547095299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,getMessage,51122387,1208990985408,17505386687,1,1,"(0.7135581374168396, 0.2242114245891571)","(0.7259666323661804, 0.2287314385175705)",1,1,2.294952392578125,2.1981658935546875,Fixation,POINT (0.71976238489151 0.2264714315533638),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208990993742,17505395021,1,1,"(0.7078063488006592, 0.22097690403461456)","(0.7201746702194214, 0.23071998357772827)",1,1,2.2688140869140625,2.227767944335937,Fixation,POINT (0.7139905095100403 0.2258484438061714),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208991002075,17505403354,1,1,"(0.7089995741844177, 0.2205921709537506)","(0.7200829386711121, 0.22374700009822845)",1,1,2.27227783203125,2.196319580078125,Fixation,POINT (0.7145412564277649 0.2221695855259895),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208991010408,17505411687,1,1,"(0.7045435309410095, 0.22981774806976318)","(0.7204532623291016, 0.21843299269676208)",1,1,2.272552490234375,2.155120849609375,Fixation,POINT (0.7124983966350555 0.2241253703832626),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1208991018742,17505420021,1,1,"(0.7067763209342957, 0.2307581901550293)","(0.719287097454071, 0.23002293705940247)",1,1,2.2830810546875,2.228988647460937,Fixation,POINT (0.7130317091941833 0.2303905636072159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
