,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,String.0,getMessage.0,StringBuffer.0,sb.0,=.0,new.0,StringBuffer.1,if.0,messages.0,!=.0,nan.0,for.0,int.0,i.0,=.1,0.0,i.1,<.0,messages.1,size.0,i.2,Object.0,o.0,=.2,messages.2,elementAt.0,i.3,if.1,o.1,!=.1,nan.1,sb.1,append.0,o.2,toString.0,sb.2,append.1,"""|n"".0",return.0,sb.3,toString.1,prewritten,accurate,missing,unnecessary,readable,code
0,136,getMessage,51122387,1209009077760,17523478985,1,1,"(0.17821381986141205, 0.33431825041770935)","(0.16793029010295868, 0.36463865637779236)",1,1,2.590927124023437,2.5715789794921875,Fixation,POINT (0.1730720549821854 0.3494784533977508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009086094,17523487319,1,1,"(0.1737610250711441, 0.3297269642353058)","(0.17351356148719788, 0.36635562777519226)",1,1,2.5810089111328125,2.56964111328125,Fixation,POINT (0.173637293279171 0.348041296005249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009094427,17523495652,1,1,"(0.16932444274425507, 0.32565996050834656)","(0.17684927582740784, 0.37106451392173767)",1,1,2.5513458251953125,2.5708160400390625,Fixation,POINT (0.1730868592858314 0.3483622372150421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009102760,17523503985,1,1,"(0.1728135645389557, 0.34022626280784607)","(0.1743590235710144, 0.365769624710083)",1,1,2.6001739501953125,2.57012939453125,Fixation,POINT (0.173586294054985 0.3529979437589645),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
0,136,getMessage,51122387,1209009111093,17523512318,1,1,"(0.17566455900669098, 0.3222440183162689)","(0.17382124066352844, 0.3754120171070099)",1,1,2.5557403564453125,2.572845458984375,Fixation,POINT (0.1747428998351097 0.3488280177116394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009119427,17523520652,1,1,"(0.17609713971614838, 0.34045886993408203)","(0.16959451138973236, 0.3656758964061737)",1,1,2.583480834960937,2.5632476806640625,Fixation,POINT (0.1728458255529404 0.3530673831701279),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
0,136,getMessage,51122387,1209009127760,17523528985,1,1,"(0.1710328459739685, 0.32576674222946167)","(0.1752450168132782, 0.36719685792922974)",1,1,2.5509796142578125,2.566024780273437,Fixation,POINT (0.1731389313936234 0.3464818000793457),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
0,136,getMessage,51122387,1209009136093,17523537318,1,1,"(0.1704128533601761, 0.33825749158859253)","(0.17692627012729645, 0.36438602209091187)",1,1,2.6111297607421875,2.579620361328125,Fixation,POINT (0.1736695617437363 0.3513217568397522),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
0,136,getMessage,51122387,1209009144427,17523545652,1,1,"(0.17525167763233185, 0.32748061418533325)","(0.17289571464061737, 0.37199148535728455)",1,1,2.5896148681640625,2.576324462890625,Fixation,POINT (0.1740736961364746 0.3497360497713089),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009152760,17523553985,1,1,"(0.1810637265443802, 0.32956722378730774)","(0.17398998141288757, 0.3671094477176666)",1,1,2.56591796875,2.569076538085937,Fixation,POINT (0.1775268539786339 0.3483383357524872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009161094,17523562319,1,1,"(0.17486268281936646, 0.3321777880191803)","(0.17689462006092072, 0.3658008873462677)",1,1,2.5647125244140625,2.588836669921875,Fixation,POINT (0.1758786514401436 0.348989337682724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009169427,17523570652,1,1,"(0.1718553602695465, 0.3252776861190796)","(0.17815850675106049, 0.37753111124038696)",1,1,2.560897827148437,2.5980224609375,Fixation,POINT (0.1750069335103035 0.3514043986797333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
0,136,getMessage,51122387,1209009177760,17523578985,1,1,"(0.16965414583683014, 0.32970792055130005)","(0.17569543421268463, 0.37395361065864563)",1,1,2.57269287109375,2.600692749023437,Fixation,POINT (0.1726747900247574 0.3518307656049728),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
0,136,getMessage,51122387,1209009186093,17523587318,1,1,"(0.1731521487236023, 0.32859376072883606)","(0.1786825805902481, 0.3796384334564209)",1,1,2.5736846923828125,2.5812225341796875,Fixation,POINT (0.1759173646569252 0.3541160970926285),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
0,136,getMessage,51122387,1209009194430,17523595655,1,1,"(0.1761724054813385, 0.32939696311950684)","(0.17629021406173706, 0.3807854652404785)",1,1,2.5583648681640625,2.575897216796875,Fixation,POINT (0.1762313097715378 0.3550912141799927),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
0,136,getMessage,51122387,1209009202763,17523603988,1,1,"(0.17385052144527435, 0.32191136479377747)","(0.17338258028030396, 0.3735120892524719)",1,1,2.56756591796875,2.5808563232421875,Fixation,POINT (0.1736165508627892 0.3477117270231247),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009211096,17523612321,1,1,"(0.1771361082792282, 0.32778799533843994)","(0.17157617211341858, 0.371988981962204)",1,1,2.5954742431640625,2.562728881835937,Fixation,POINT (0.1743561401963234 0.349888488650322),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009219430,17523620655,1,1,"(0.17634019255638123, 0.3279014825820923)","(0.1690903902053833, 0.36866310238838196)",1,1,2.5529327392578125,2.5708770751953125,Fixation,POINT (0.1727152913808823 0.3482822924852371),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009227763,17523628988,1,1,"(0.1697072982788086, 0.3380574584007263)","(0.1700679212808609, 0.36790457367897034)",1,1,2.568222045898437,2.5704345703125,Fixation,POINT (0.1698876097798348 0.3529810160398483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
0,136,getMessage,51122387,1209009236096,17523637321,1,1,"(0.17242558300495148, 0.326005220413208)","(0.18080362677574158, 0.37575462460517883)",1,1,2.546142578125,2.5910797119140625,Fixation,POINT (0.1766146048903465 0.3508799225091934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
0,136,getMessage,51122387,1209009252764,17523653988,1,1,"(0.19676926732063293, 0.34443312883377075)","(0.2019757777452469, 0.3685128092765808)",1,1,2.5713653564453125,2.6000518798828125,Fixation,POINT (0.1993725225329399 0.3564729690551758),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009261097,17523662321,1,1,"(0.20752345025539398, 0.344940185546875)","(0.20392167568206787, 0.3687286078929901)",1,1,2.5839385986328125,2.599105834960937,Fixation,POINT (0.2057225629687309 0.3568343967199326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009269431,17523670655,1,1,"(0.20948651432991028, 0.3418515920639038)","(0.2027333378791809, 0.36984434723854065)",1,1,2.5850830078125,2.5902099609375,Fixation,POINT (0.2061099261045456 0.3558479696512222),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009286097,17523687321,1,1,"(0.2037113606929779, 0.35282647609710693)","(0.20587033033370972, 0.3686395585536957)",1,1,2.585205078125,2.575958251953125,,POINT (0.2047908455133438 0.3607330173254013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009294431,17523695655,1,1,"(0.19754068553447723, 0.3323623836040497)","(0.20314544439315796, 0.37140217423439026)",1,1,2.584579467773437,2.568450927734375,Fixation,POINT (0.2003430649638176 0.35188227891922),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009302764,17523703988,1,1,"(0.19586801528930664, 0.34037885069847107)","(0.20182684063911438, 0.3693763315677643)",1,1,2.5768585205078125,2.54962158203125,Fixation,POINT (0.1988474279642105 0.3548775911331177),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009311097,17523712321,1,1,"(0.19828428328037262, 0.3472208082675934)","(0.20144295692443848, 0.37254881858825684)",1,1,2.55010986328125,2.571029663085937,Fixation,POINT (0.1998636201024056 0.3598848134279251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009319431,17523720655,1,1,"(0.20912277698516846, 0.3479878306388855)","(0.20224909484386444, 0.37398502230644226)",1,1,2.610702514648437,2.5562744140625,Fixation,POINT (0.2056859359145164 0.3609864264726639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009336104,17523737328,1,1,"(0.20368580520153046, 0.3432879149913788)","(0.20042666792869568, 0.3676058053970337)",1,1,2.573104858398437,2.5718994140625,,POINT (0.2020562365651131 0.3554468601942062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009344438,17523745662,1,1,"(0.20663301646709442, 0.3377439081668854)","(0.20037443935871124, 0.36461910605430603)",1,1,2.571502685546875,2.5743865966796875,Fixation,POINT (0.2035037279129028 0.3511815071105957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009352771,17523753995,1,1,"(0.19871249794960022, 0.3281090259552002)","(0.200777068734169, 0.3597431182861328)",1,1,2.5953826904296875,2.554962158203125,Fixation,POINT (0.1997447833418846 0.3439260721206665),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009361104,17523762328,1,1,"(0.2022521048784256, 0.33949390053749084)","(0.20274019241333008, 0.3581700026988983)",1,1,2.556503295898437,2.55859375,Fixation,POINT (0.2024961486458778 0.3488319516181946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009369438,17523770662,1,1,"(0.2031639814376831, 0.34475213289260864)","(0.19629532098770142, 0.3672783374786377)",1,1,2.560089111328125,2.558441162109375,Fixation,POINT (0.1997296512126923 0.3560152351856232),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009377771,17523778995,1,1,"(0.19298012554645538, 0.3346498906612396)","(0.19197773933410645, 0.3624109625816345)",1,1,2.54833984375,2.56976318359375,Fixation,POINT (0.1924789324402809 0.3485304266214371),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,getMessage,51122387,1209009402771,17523803995,1,1,"(0.10991642624139786, 0.30916452407836914)","(0.12887008488178253, 0.35603833198547363)",1,1,2.46343994140625,2.55194091796875,Fixation,POINT (0.1193932555615902 0.3326014280319214),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009411104,17523812328,1,1,"(0.11685071885585785, 0.31323158740997314)","(0.1348465234041214, 0.3535524308681488)",1,1,2.49951171875,2.554672241210937,Fixation,POINT (0.1258486211299896 0.333392009139061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009419438,17523820662,1,1,"(0.11570961773395538, 0.30673161149024963)","(0.12634176015853882, 0.3597828447818756)",1,1,2.501617431640625,2.555038452148437,Fixation,POINT (0.1210256889462471 0.3332572281360626),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009427771,17523828995,1,1,"(0.12550297379493713, 0.3133619725704193)","(0.12998981773853302, 0.35531166195869446)",1,1,2.5009918212890625,2.549423217773437,Fixation,POINT (0.1277463957667351 0.3343368172645569),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009436104,17523837328,1,1,"(0.1198914423584938, 0.300281286239624)","(0.12923988699913025, 0.3609618842601776)",1,1,2.4912109375,2.57037353515625,Fixation,POINT (0.124565664678812 0.3306215852499008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009444438,17523845662,1,1,"(0.11194383352994919, 0.3083328604698181)","(0.1302899569272995, 0.3623771369457245)",1,1,2.493896484375,2.576934814453125,Fixation,POINT (0.1211168952286243 0.3353549987077713),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009452771,17523853995,1,1,"(0.1162765771150589, 0.29999884963035583)","(0.12363281100988388, 0.35921210050582886)",1,1,2.4856414794921875,2.5454559326171875,Fixation,POINT (0.1199546940624714 0.3296054750680924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009461109,17523862333,1,1,"(0.11972808837890625, 0.3049671947956085)","(0.1231580376625061, 0.34999486804008484)",1,1,2.506591796875,2.551010131835937,Fixation,POINT (0.1214430630207062 0.3274810314178467),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009469443,17523870667,1,1,"(0.11801741272211075, 0.3043479323387146)","(0.12788917124271393, 0.36589816212654114)",1,1,2.4814453125,2.549774169921875,Fixation,POINT (0.1229532919824123 0.3351230472326279),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009477776,17523879000,1,1,"(0.11471322923898697, 0.3055337369441986)","(0.1317332237958908, 0.3566698431968689)",1,1,2.481353759765625,2.556427001953125,Fixation,POINT (0.1232232265174389 0.3311017900705338),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009486109,17523887333,1,1,"(0.11265797168016434, 0.3063450753688812)","(0.1354753077030182, 0.3565278649330139)",1,1,2.4856109619140625,2.547348022460937,Fixation,POINT (0.1240666396915913 0.3314364701509476),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009494443,17523895667,1,1,"(0.12190847098827362, 0.31530433893203735)","(0.12938456237316132, 0.3521871566772461)",1,1,2.4785919189453125,2.537384033203125,Fixation,POINT (0.1256465166807175 0.3337457478046417),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009502776,17523904000,1,1,"(0.12236122786998749, 0.30963000655174255)","(0.1261417120695114, 0.35362616181373596)",1,1,2.496002197265625,2.541488647460937,Fixation,POINT (0.1242514699697494 0.3316280841827393),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009511109,17523912333,1,1,"(0.11576438695192337, 0.31114766001701355)","(0.12833711504936218, 0.351965993642807)",1,1,2.47991943359375,2.5508270263671875,Fixation,POINT (0.1220507510006428 0.3315568268299103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009519443,17523920667,1,1,"(0.11487718671560287, 0.3069520890712738)","(0.12519226968288422, 0.35818976163864136)",1,1,2.467254638671875,2.5457916259765625,Fixation,POINT (0.1200347281992436 0.3325709253549576),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009527776,17523929000,1,1,"(0.11467791348695755, 0.312665194272995)","(0.12596680223941803, 0.36242538690567017)",1,1,2.476181030273437,2.5751495361328125,Fixation,POINT (0.1203223578631878 0.3375452905893326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009536109,17523937333,1,1,"(0.1186685636639595, 0.29608088731765747)","(0.12299802899360657, 0.3681885898113251)",1,1,2.470932006835937,2.5523681640625,Fixation,POINT (0.120833296328783 0.3321347385644913),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009544443,17523945667,1,1,"(0.12246917188167572, 0.3089595139026642)","(0.124454066157341, 0.35552582144737244)",1,1,2.4906158447265625,2.5460205078125,Fixation,POINT (0.1234616190195084 0.3322426676750183),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009552777,17523954000,1,1,"(0.11904173344373703, 0.3009587526321411)","(0.12439145892858505, 0.34180009365081787)",1,1,2.476806640625,2.5345611572265625,Fixation,POINT (0.121716596186161 0.3213794231414795),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009561110,17523962333,1,1,"(0.11335205286741257, 0.30543917417526245)","(0.12712545692920685, 0.35879620909690857)",1,1,2.48785400390625,2.586883544921875,Fixation,POINT (0.1202387548983097 0.3321176916360855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009569444,17523970667,1,1,"(0.11205428838729858, 0.3129808008670807)","(0.12628379464149475, 0.34971684217453003)",1,1,2.4847869873046875,2.5614776611328125,Fixation,POINT (0.1191690415143967 0.3313488215208054),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009577777,17523979000,1,1,"(0.12178383022546768, 0.3063142001628876)","(0.13277985155582428, 0.3513423502445221)",1,1,2.4892578125,2.5604400634765625,Fixation,POINT (0.127281840890646 0.3288282752037048),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009586110,17523987333,1,1,"(0.11929314583539963, 0.3030032217502594)","(0.1316181719303131, 0.34485021233558655)",1,1,2.479583740234375,2.56182861328125,Fixation,POINT (0.1254556588828564 0.323926717042923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009594449,17523995672,1,1,"(0.12119456380605698, 0.30305641889572144)","(0.1337505728006363, 0.34916046261787415)",1,1,2.476303100585937,2.56451416015625,Fixation,POINT (0.1274725683033466 0.3261084407567978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009602780,17524004003,1,1,"(0.1156059056520462, 0.302322119474411)","(0.138664111495018, 0.33666518330574036)",1,1,2.479598999023437,2.560409545898437,Fixation,POINT (0.1271350085735321 0.3194936513900757),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009611113,17524012336,1,1,"(0.11438848078250885, 0.3097045123577118)","(0.1426108032464981, 0.3283056318759918)",1,1,2.47601318359375,2.523773193359375,Fixation,POINT (0.1284996420145035 0.3190050721168518),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009619447,17524020670,1,1,"(0.11688625812530518, 0.301847904920578)","(0.13845764100551605, 0.33746951818466187)",1,1,2.4757232666015625,2.5382537841796875,Fixation,POINT (0.1276719495654106 0.3196587115526199),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009627780,17524029003,1,1,"(0.12180662900209427, 0.30488505959510803)","(0.1345084011554718, 0.3310583829879761)",1,1,2.47650146484375,2.51751708984375,Fixation,POINT (0.128157515078783 0.317971721291542),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009636113,17524037336,1,1,"(0.12679912149906158, 0.30946725606918335)","(0.1319751739501953, 0.33664530515670776)",1,1,2.496246337890625,2.5046539306640625,Fixation,POINT (0.1293871477246284 0.3230562806129456),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009644446,17524045669,1,1,"(0.11850455403327942, 0.31384479999542236)","(0.13402321934700012, 0.3327189087867737)",1,1,2.485687255859375,2.5111541748046875,Fixation,POINT (0.1262638866901398 0.323281854391098),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009652780,17524054003,1,1,"(0.11606321483850479, 0.30192580819129944)","(0.1304367482662201, 0.3392956256866455)",1,1,2.4879913330078125,2.508636474609375,Fixation,POINT (0.1232499815523624 0.3206107169389725),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009661115,17524062338,1,1,"(0.11172035336494446, 0.30069324374198914)","(0.1260671764612198, 0.34820428490638733)",1,1,2.4648590087890625,2.512298583984375,Fixation,POINT (0.1188937649130821 0.3244487643241882),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009669447,17524070670,1,1,"(0.11656315624713898, 0.31559818983078003)","(0.12646380066871643, 0.35319769382476807)",1,1,2.4877166748046875,2.4911651611328125,Fixation,POINT (0.1215134784579277 0.334397941827774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009677780,17524079003,1,1,"(0.11891741305589676, 0.3133183419704437)","(0.1233740746974945, 0.34694647789001465)",1,1,2.4926910400390625,2.5065460205078125,Fixation,POINT (0.1211457438766956 0.3301324099302292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009686114,17524087336,1,1,"(0.11998561024665833, 0.30241912603378296)","(0.12282026559114456, 0.3486471474170685)",1,1,2.4789276123046875,2.52301025390625,Fixation,POINT (0.1214029379189014 0.3255331367254257),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009694450,17524095672,1,1,"(0.1224297434091568, 0.3065394461154938)","(0.12228184193372726, 0.34300193190574646)",1,1,2.455673217773437,2.5229949951171875,Fixation,POINT (0.122355792671442 0.3247706890106201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009702783,17524104005,1,1,"(0.12037517875432968, 0.30425500869750977)","(0.1250479817390442, 0.35394322872161865)",1,1,2.4537811279296875,2.5099334716796875,Fixation,POINT (0.1227115802466869 0.3290991187095642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009711114,17524112336,1,1,"(0.12087428569793701, 0.3093172609806061)","(0.11897142976522446, 0.33803486824035645)",1,1,2.462265014648437,2.512435913085937,Fixation,POINT (0.1199228577315807 0.3236760646104813),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009719451,17524120673,1,1,"(0.12039846926927567, 0.3078310489654541)","(0.12115855515003204, 0.3420882225036621)",1,1,2.470672607421875,2.4951324462890625,Fixation,POINT (0.1207785122096538 0.3249596357345581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009727784,17524129006,1,1,"(0.11784526705741882, 0.30975914001464844)","(0.1276744306087494, 0.3422965109348297)",1,1,2.4766387939453125,2.5137176513671875,Fixation,POINT (0.1227598488330841 0.3260278254747391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009736117,17524137339,1,1,"(0.11430512368679047, 0.2999892234802246)","(0.12361937761306763, 0.35479089617729187)",1,1,2.4644012451171875,2.5111083984375,Fixation,POINT (0.118962250649929 0.3273900598287582),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009744450,17524145672,1,1,"(0.11287003755569458, 0.30163463950157166)","(0.12543034553527832, 0.35367271304130554)",1,1,2.475311279296875,2.514511108398437,Fixation,POINT (0.1191501915454864 0.3276536762714386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009752784,17524154006,1,1,"(0.11556186527013779, 0.30800023674964905)","(0.11852046102285385, 0.3418647348880768)",1,1,2.45660400390625,2.49835205078125,Fixation,POINT (0.1170411631464958 0.3249324858188629),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009761117,17524162339,1,1,"(0.11846394091844559, 0.308223694562912)","(0.11906606703996658, 0.35375499725341797)",1,1,2.4853057861328125,2.5102996826171875,Fixation,POINT (0.1187650039792061 0.330989345908165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009769450,17524170672,1,1,"(0.11406143754720688, 0.3077136278152466)","(0.11403264105319977, 0.3493556082248688)",1,1,2.4738311767578125,2.487823486328125,Fixation,POINT (0.1140470393002033 0.3285346180200577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009777784,17524179006,1,1,"(0.1191272884607315, 0.3133150637149811)","(0.11522244662046432, 0.36769261956214905)",1,1,2.4679718017578125,2.556304931640625,Fixation,POINT (0.1171748675405979 0.3405038416385651),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009786117,17524187339,1,1,"(0.11917199939489365, 0.3059089183807373)","(0.11567096412181854, 0.36342424154281616)",1,1,2.4820098876953125,2.520721435546875,Fixation,POINT (0.1174214817583561 0.3346665799617767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,getMessage,51122387,1209009794450,17524195672,1,1,"(0.11938492953777313, 0.30706340074539185)","(0.11615623533725739, 0.3538171648979187)",1,1,2.470321655273437,2.5295867919921875,Fixation,POINT (0.1177705824375153 0.3304402828216553),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
