,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,appendDeclarations.0,LaTeXDocumentPortion.0,pack.0,LaTeXDocumentPortion.1,decl.0,if.0,bContainsEndnotes.0,pack.1,append.0,"""\\usepackage{endnotes}"".0",).0,nl.0,if.1,bContainsFootnotes.0,convertFootnotesConfiguration.0,decl.1,if.2,bContainsEndnotes.1,convertEndnotesConfiguration.0,decl.2,code,participant_summary
0,136,appendDeclarations,36405409,1211063631879,19578025561,1,1,"(0.5350989699363708, 0.11061125248670578)","(0.5352025628089905, 0.11631693691015244)",1,1,2.5396881103515625,2.6025543212890625,Fixation,POINT (0.5351507663726807 0.1134640946984291),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063640212,19578033894,1,1,"(0.5385273694992065, 0.11964812874794006)","(0.52540123462677, 0.12897972762584686)",1,1,2.552703857421875,2.587158203125,Fixation,POINT (0.5319643020629883 0.1243139281868935),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063648546,19578042228,1,1,"(0.5309004783630371, 0.12056665867567062)","(0.5184261798858643, 0.12666268646717072)",1,1,2.527328491210937,2.595550537109375,Fixation,POINT (0.5246633291244507 0.1236146725714207),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063831889,19578225571,1,1,"(0.04877204820513725, 0.14896652102470398)","(0.08933807164430618, 0.13547615706920624)",1,1,2.4373779296875,2.5746612548828125,,POINT (0.0690550599247217 0.1422213390469551),,1,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063840222,19578233904,1,1,"(0.048508960753679276, 0.1363864541053772)","(0.09582462161779404, 0.13929684460163116)",1,1,2.4596099853515625,2.553253173828125,Fixation,POINT (0.0721667911857367 0.1378416493535042),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063848556,19578242238,1,1,"(0.06110543757677078, 0.13614621758460999)","(0.08964647352695465, 0.13480567932128906)",1,1,2.472030639648437,2.5701904296875,Fixation,POINT (0.0753759555518627 0.1354759484529495),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063856888,19578250570,1,1,"(0.0518592931330204, 0.1357637345790863)","(0.08631011843681335, 0.12095082551240921)",1,1,2.4783935546875,2.568099975585937,Fixation,POINT (0.0690847057849169 0.1283572800457478),,1,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063865221,19578258903,1,1,"(0.055820282548666, 0.1342771351337433)","(0.09459616243839264, 0.12610772252082825)",1,1,2.4609527587890625,2.554428100585937,Fixation,POINT (0.0752082224935293 0.1301924288272858),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063873563,19578267245,1,1,"(0.05642413720488548, 0.13819703459739685)","(0.08361722528934479, 0.12344520539045334)",1,1,2.466949462890625,2.5446014404296875,Fixation,POINT (0.0700206812471151 0.1308211199939251),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063881888,19578275570,1,1,"(0.0568968690931797, 0.13546514511108398)","(0.09599999338388443, 0.13120757043361664)",1,1,2.464950561523437,2.53729248046875,Fixation,POINT (0.0764484312385321 0.1333363577723503),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063890222,19578283903,1,1,"(0.058681685477495193, 0.14657312631607056)","(0.0866990014910698, 0.1284971833229065)",1,1,2.446762084960937,2.5358123779296875,Fixation,POINT (0.0726903434842825 0.1375351548194885),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063898564,19578292245,1,1,"(0.05370916798710823, 0.14728964865207672)","(0.09448910504579544, 0.1283201426267624)",1,1,2.44989013671875,2.5456085205078125,Fixation,POINT (0.0740991365164518 0.1378048956394196),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063906898,19578300579,1,1,"(0.06285522878170013, 0.14213289320468903)","(0.08361887186765671, 0.1344941258430481)",1,1,2.4465484619140625,2.539276123046875,Fixation,POINT (0.0732370503246784 0.1383135095238686),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063915231,19578308912,1,1,"(0.06063201650977135, 0.12557543814182281)","(0.0949011892080307, 0.1393701285123825)",1,1,2.4657440185546875,2.52923583984375,Fixation,POINT (0.077766602858901 0.1324727833271027),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063923564,19578317245,1,1,"(0.0690651461482048, 0.13951753079891205)","(0.08391066640615463, 0.13957656919956207)",1,1,2.4515533447265625,2.555038452148437,Fixation,POINT (0.0764879062771797 0.1395470499992371),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063931897,19578325578,1,1,"(0.06673260033130646, 0.1441044807434082)","(0.09295129030942917, 0.14301638305187225)",1,1,2.4600982666015625,2.5266265869140625,Fixation,POINT (0.0798419453203678 0.1435604318976402),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063940222,19578333903,1,1,"(0.07296471297740936, 0.1358904242515564)","(0.0832260474562645, 0.14382894337177277)",1,1,2.4618072509765625,2.5174560546875,Fixation,POINT (0.0780953802168369 0.1398596838116646),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063948556,19578342237,1,1,"(0.07706581801176071, 0.1385902613401413)","(0.08743570744991302, 0.1395176351070404)",1,1,2.4442138671875,2.5110626220703125,Fixation,POINT (0.0822507627308369 0.1390539482235908),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063956889,19578350570,1,1,"(0.06503146141767502, 0.14421634376049042)","(0.08718512952327728, 0.14017345011234283)",1,1,2.437225341796875,2.518798828125,Fixation,POINT (0.0761082954704762 0.1421948969364166),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063965225,19578358906,1,1,"(0.06684605777263641, 0.14188674092292786)","(0.083916574716568, 0.13606521487236023)",1,1,2.4484100341796875,2.5304718017578125,Fixation,POINT (0.0753813162446022 0.138975977897644),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063973559,19578367240,1,1,"(0.07308390736579895, 0.1473412811756134)","(0.08669663220643997, 0.1347338855266571)",1,1,2.457138061523437,2.537094116210937,Fixation,POINT (0.0798902697861195 0.1410375833511352),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063981892,19578375573,1,1,"(0.07136622071266174, 0.13924452662467957)","(0.08621488511562347, 0.1343259960412979)",1,1,2.4552001953125,2.5155792236328125,Fixation,POINT (0.0787905529141426 0.1367852613329887),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063990234,19578383915,1,1,"(0.07630045711994171, 0.13504481315612793)","(0.08203986287117004, 0.13330629467964172)",1,1,2.468109130859375,2.531890869140625,Fixation,POINT (0.0791701599955559 0.1341755539178848),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211063998567,19578392248,1,1,"(0.07668735086917877, 0.1358785480260849)","(0.0864647924900055, 0.13789376616477966)",1,1,2.464340209960937,2.534210205078125,Fixation,POINT (0.0815760716795921 0.1368861570954323),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211064006900,19578400581,1,1,"(0.07432499527931213, 0.13250777125358582)","(0.08671680837869644, 0.1473204344511032)",1,1,2.449813842773437,2.518173217773437,Fixation,POINT (0.0805209018290043 0.1399141028523445),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211064015234,19578408915,1,1,"(0.0637076124548912, 0.13426315784454346)","(0.0865260511636734, 0.14222289621829987)",1,1,2.47479248046875,2.5309295654296875,Fixation,POINT (0.0751168318092823 0.1382430270314217),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211064023567,19578417248,1,1,"(0.06019952520728111, 0.13941462337970734)","(0.08493329584598541, 0.14438362419605255)",1,1,2.4667510986328125,2.50958251953125,Fixation,POINT (0.0725664105266333 0.1418991237878799),,1,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211064031900,19578425581,1,1,"(0.062181130051612854, 0.1462598741054535)","(0.08296076953411102, 0.13995473086833954)",1,1,2.462890625,2.5302734375,Fixation,POINT (0.0725709497928619 0.1431073024868965),,1,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211064065234,19578458915,1,1,"(0.1768629401922226, 0.16290335357189178)","(0.19072940945625305, 0.14914748072624207)",1,1,2.501739501953125,2.6048736572265625,Fixation,POINT (0.1837961748242378 0.1560254171490669),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211064073567,19578467248,1,1,"(0.1753036230802536, 0.16590498387813568)","(0.18921096622943878, 0.16392263770103455)",1,1,2.4801177978515625,2.567047119140625,Fixation,POINT (0.1822572946548462 0.1649138107895851),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211064081900,19578475581,1,1,"(0.1853885054588318, 0.18181850016117096)","(0.1861332654953003, 0.15544940531253815)",1,1,2.477783203125,2.5552215576171875,Fixation,POINT (0.185760885477066 0.1686339527368546),,,,,,,,,,,,,,,,,,,,,,,1,
0,136,appendDeclarations,36405409,1211064090234,19578483915,1,1,"(0.18378500640392303, 0.18157611787319183)","(0.18920010328292847, 0.15875375270843506)",1,1,2.477020263671875,2.56182861328125,Fixation,POINT (0.1864925548434258 0.1701649352908134),,,,,,,,,,,,,,,,,,,,,,,1,
