,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,messageSent.0,MessageEvent.0,e.0,String.0,str.0,=.0,e.1,getMessage.0,if.0,str.1,endsWith.0,DIR_ADDED.0,str.2,=.1,str.3,substring.0,DIRECTORY.0,length.0,str.4,indexOf.0,DIR_ADDED.1,)).0,trim.0,createCvsFiles.0,str.5,super.0,messageSent.1,e.2,code,participant_summary
0,136,messageSent,19413001,1211758200584,20272591567,1,1,"(0.12318377196788788, 0.1752845197916031)","(0.13301348686218262, 0.13687466084957123)",1,1,2.495086669921875,2.6001434326171875,Fixation,POINT (0.1280986294150352 0.1560795903205872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758208918,20272599901,1,1,"(0.12233781814575195, 0.17241819202899933)","(0.12347764521837234, 0.1364293098449707)",1,1,2.4871978759765625,2.585601806640625,Fixation,POINT (0.1229077316820622 0.154423750936985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758217251,20272608234,1,1,"(0.12089322507381439, 0.17460870742797852)","(0.12426981329917908, 0.1380596160888672)",1,1,2.4900665283203125,2.580184936523437,Fixation,POINT (0.1225815191864967 0.1563341617584228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758225584,20272616567,1,1,"(0.12082810699939728, 0.1656120866537094)","(0.12893585860729218, 0.13755427300930023)",1,1,2.50177001953125,2.5707244873046875,Fixation,POINT (0.1248819828033447 0.1515831798315048),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758233918,20272624901,1,1,"(0.12702634930610657, 0.16344591975212097)","(0.1242273598909378, 0.1404854953289032)",1,1,2.4641571044921875,2.5959930419921875,Fixation,POINT (0.1256268545985222 0.1519657075405121),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758242251,20272633234,1,1,"(0.12776035070419312, 0.16172122955322266)","(0.11950835585594177, 0.14727427065372467)",1,1,2.4869537353515625,2.5752716064453125,Fixation,POINT (0.1236343532800674 0.1544977501034737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758250584,20272641567,1,1,"(0.12406798452138901, 0.1704217791557312)","(0.12910820543766022, 0.13802805542945862)",1,1,2.484848022460937,2.578475952148437,Fixation,POINT (0.1265880949795246 0.1542249172925949),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758258917,20272649900,1,1,"(0.12072687596082687, 0.16990475356578827)","(0.1300411969423294, 0.14271128177642822)",1,1,2.4801025390625,2.551910400390625,Fixation,POINT (0.1253840364515781 0.1563080176711082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758267251,20272658234,1,1,"(0.12757596373558044, 0.17424596846103668)","(0.12133946269750595, 0.1444246619939804)",1,1,2.4651336669921875,2.548736572265625,Fixation,POINT (0.1244577132165432 0.1593353152275085),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758275588,20272666571,1,1,"(0.12819348275661469, 0.1733441799879074)","(0.12722179293632507, 0.1488061249256134)",1,1,2.4679107666015625,2.56475830078125,Fixation,POINT (0.1277076378464699 0.1610751524567604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758283921,20272674904,1,1,"(0.12276399880647659, 0.16811124980449677)","(0.12593835592269897, 0.14160065352916718)",1,1,2.4662322998046875,2.551010131835937,Fixation,POINT (0.1243511773645878 0.154855951666832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758292255,20272683238,1,1,"(0.12140080332756042, 0.16230031847953796)","(0.12662146985530853, 0.1400042176246643)",1,1,2.443954467773437,2.5441436767578125,Fixation,POINT (0.1240111365914345 0.1511522680521011),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758300588,20272691571,1,1,"(0.12407305836677551, 0.15853670239448547)","(0.12154723703861237, 0.13517321646213531)",1,1,2.454498291015625,2.522216796875,Fixation,POINT (0.1228101477026939 0.1468549594283104),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758308922,20272699905,1,1,"(0.12700259685516357, 0.15857228636741638)","(0.13072359561920166, 0.14870189130306244)",1,1,2.445281982421875,2.5196075439453125,Fixation,POINT (0.1288630962371826 0.1536370888352394),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758317255,20272708238,1,1,"(0.12532757222652435, 0.16007596254348755)","(0.1243031919002533, 0.14368398487567902)",1,1,2.46343994140625,2.5398406982421875,Fixation,POINT (0.1248153820633888 0.1518799737095833),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758325588,20272716571,1,1,"(0.12188613414764404, 0.16216829419136047)","(0.1225644126534462, 0.1519080400466919)",1,1,2.436630249023437,2.5310821533203125,Fixation,POINT (0.1222252734005451 0.1570381671190262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758333922,20272724905,1,1,"(0.11555088311433792, 0.16887803375720978)","(0.11515399068593979, 0.14008399844169617)",1,1,2.456939697265625,2.508697509765625,Fixation,POINT (0.1153524369001388 0.154481016099453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758350588,20272741571,1,1,"(0.06229112669825554, 0.19095967710018158)","(0.07913830876350403, 0.1410297006368637)",1,1,2.386215209960937,2.473358154296875,Fixation,POINT (0.0707147177308798 0.1659946888685226),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758358922,20272749905,1,1,"(0.07975216954946518, 0.18016253411769867)","(0.08112164586782455, 0.14079350233078003)",1,1,2.38275146484375,2.488983154296875,Fixation,POINT (0.0804369077086449 0.1604780182242394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758367255,20272758238,1,1,"(0.06846307963132858, 0.17401374876499176)","(0.08056730777025223, 0.14963026344776154)",1,1,2.4052886962890625,2.451873779296875,Fixation,POINT (0.0745151937007904 0.1618220061063766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758375588,20272766571,1,1,"(0.06205412745475769, 0.17511464655399323)","(0.0874052420258522, 0.13940806686878204)",1,1,2.4110870361328125,2.460693359375,Fixation,POINT (0.074729684740305 0.1572613567113876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758383921,20272774904,1,1,"(0.07667455077171326, 0.1726880669593811)","(0.0796692967414856, 0.14180482923984528)",1,1,2.401596069335937,2.462265014648437,Fixation,POINT (0.0781719237565994 0.1572464480996132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758392255,20272783238,1,1,"(0.0747724175453186, 0.17673815786838531)","(0.07804174721240997, 0.1311613768339157)",1,1,2.4197998046875,2.46173095703125,Fixation,POINT (0.0764070823788643 0.1539497673511505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758400588,20272791571,1,1,"(0.0690862163901329, 0.18220745027065277)","(0.0775514617562294, 0.12978236377239227)",1,1,2.4219970703125,2.433990478515625,Fixation,POINT (0.0733188390731812 0.1559949070215225),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758408927,20272799909,1,1,"(0.07007047533988953, 0.1905924379825592)","(0.08036225289106369, 0.13992176949977875)",1,1,2.3982696533203125,2.442733764648437,Fixation,POINT (0.0752163641154766 0.165257103741169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758417261,20272808243,1,1,"(0.07150962203741074, 0.17692908644676208)","(0.07731524109840393, 0.137869730591774)",1,1,2.4038238525390625,2.4398956298828125,Fixation,POINT (0.0744124315679073 0.157399408519268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758425594,20272816576,1,1,"(0.0714772567152977, 0.18552705645561218)","(0.07772479206323624, 0.13884715735912323)",1,1,2.405120849609375,2.448974609375,Fixation,POINT (0.074601024389267 0.1621871069073677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,messageSent,19413001,1211758433927,20272824909,1,1,"(0.07409542798995972, 0.17365117371082306)","(0.07487702369689941, 0.14292199909687042)",1,1,2.373260498046875,2.4468994140625,Fixation,POINT (0.0744862258434296 0.1582865864038467),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
