,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,testGetCodigo.0,System.0,out.0,println.0,"""getCodigo"".0",Cronograma.0,instance.0,=.0,nan.0,String.0,expResult.0,=.1,""""".0",String.1,result.0,=.2,instance.1,getCodigo.0,assertEquals.0,expResult.1,result.1,// TODO review the generated test code and remove the default call to fail..200,fail.0,"""The test case is a prototype. "".100",prewritten,accurate,missing,unnecessary,readable,code
0,136,testGetCodigo,11950130,1209776324015,18290722451,1,1,"(0.18612390756607056, 0.23861753940582275)","(0.18955950438976288, 0.24890080094337463)",1,1,2.47662353515625,2.4814605712890625,Fixation,POINT (0.1878417059779167 0.2437591701745987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetCodigo,11950130,1209776332349,18290730785,1,1,"(0.18641671538352966, 0.24192963540554047)","(0.1945352405309677, 0.24690258502960205)",1,1,2.4769287109375,2.45294189453125,Fixation,POINT (0.1904759779572487 0.2444161102175713),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetCodigo,11950130,1209776340683,18290739119,1,1,"(0.1851530224084854, 0.2363596260547638)","(0.19678284227848053, 0.24791517853736877)",1,1,2.4692535400390625,2.469100952148437,Fixation,POINT (0.190967932343483 0.2421374022960663),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetCodigo,11950130,1209776349016,18290747452,1,1,"(0.19012701511383057, 0.23763351142406464)","(0.19298404455184937, 0.2468518316745758)",1,1,2.4611053466796875,2.474105834960937,Fixation,POINT (0.19155552983284 0.2422426715493202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetCodigo,11950130,1209776357349,18290755785,1,1,"(0.18607881665229797, 0.2351592630147934)","(0.1932230293750763, 0.24951119720935822)",1,1,2.465927124023437,2.47357177734375,Fixation,POINT (0.1896509230136871 0.2423352301120758),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetCodigo,11950130,1209776365682,18290764118,1,1,"(0.18552781641483307, 0.2353617250919342)","(0.1927935928106308, 0.24578030407428741)",1,1,2.4557342529296875,2.48175048828125,Fixation,POINT (0.1891607046127319 0.2405710145831108),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetCodigo,11950130,1209776374015,18290772451,1,1,"(0.18572160601615906, 0.23342113196849823)","(0.19369149208068848, 0.25631844997406006)",1,1,2.4659881591796875,2.467559814453125,Fixation,POINT (0.1897065490484238 0.2448697909712791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetCodigo,11950130,1209776382349,18290780785,1,1,"(0.18657076358795166, 0.23494209349155426)","(0.19572925567626953, 0.2535841763019562)",1,1,2.4753875732421875,2.4697723388671875,Fixation,POINT (0.1911500096321106 0.2442631348967552),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetCodigo,11950130,1209776390687,18290789123,1,1,"(0.18738850951194763, 0.23873548209667206)","(0.19369487464427948, 0.24484656751155853)",1,1,2.453231811523437,2.46319580078125,Fixation,POINT (0.1905416920781136 0.2417910248041153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetCodigo,11950130,1209776399019,18290797455,1,1,"(0.18750551342964172, 0.23482422530651093)","(0.1951909363269806, 0.25160014629364014)",1,1,2.4554443359375,2.48590087890625,Fixation,POINT (0.1913482248783112 0.2432121858000755),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetCodigo,11950130,1209776407353,18290805789,1,1,"(0.1865670084953308, 0.23350460827350616)","(0.19321858882904053, 0.2505955994129181)",1,1,2.4619598388671875,2.474639892578125,Fixation,POINT (0.1898927986621857 0.2420501038432121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetCodigo,11950130,1209776415686,18290814122,1,1,"(0.18801374733448029, 0.2342042475938797)","(0.19491925835609436, 0.2501956820487976)",1,1,2.4696044921875,2.461898803710937,Fixation,POINT (0.1914665028452873 0.2421999648213386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testGetCodigo,11950130,1209776449021,18290847456,1,1,"(0.06070712208747864, 0.22030074894428253)","(0.0809362456202507, 0.22715553641319275)",1,1,2.4469451904296875,2.4850616455078125,Fixation,POINT (0.0708216838538647 0.2237281426787376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testGetCodigo,11950130,1209776457354,18290855789,1,1,"(0.07269161194562912, 0.2252751588821411)","(0.09570645540952682, 0.22964338958263397)",1,1,2.4565887451171875,2.4995880126953125,Fixation,POINT (0.084199033677578 0.2274592742323875),,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,136,testGetCodigo,11950130,1209776465687,18290864122,1,1,"(0.06906203180551529, 0.21954205632209778)","(0.08412842452526093, 0.217677041888237)",1,1,2.450302124023437,2.4867401123046875,Fixation,POINT (0.0765952281653881 0.2186095491051674),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testGetCodigo,11950130,1209776474021,18290872456,1,1,"(0.06304880231618881, 0.22213897109031677)","(0.08134173601865768, 0.2200241982936859)",1,1,2.459686279296875,2.485321044921875,Fixation,POINT (0.0721952691674232 0.2210815846920013),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testGetCodigo,11950130,1209776482354,18290880789,1,1,"(0.06739570200443268, 0.21700499951839447)","(0.08402806520462036, 0.2200741320848465)",1,1,2.46844482421875,2.4811248779296875,Fixation,POINT (0.0757118836045265 0.2185395658016205),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testGetCodigo,11950130,1209776490688,18290889122,1,1,"(0.07121402025222778, 0.2158845067024231)","(0.0876736044883728, 0.21395128965377808)",1,1,2.462127685546875,2.4774932861328125,Fixation,POINT (0.0794438123703003 0.2149178981781006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
