,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,boolean.0,openNewContainerWindow.0,String.0,containerName.0,String.1,containerDescription.0,//if name is blank disable use default option.200,NewContainerImportWindow.0,window.0,if.0,containerName.1,equals.0,""""".0",window.1,=.0,new.0,NewContainerImportWindow.1,else.0,window.2,=.1,new.1,NewContainerImportWindow.2,containerName.2,containerDescription.1,window.3,setParent.0,OrganiserView.0,this.0,try.0,window.4,doModal.0,catch.0,InterruptedException.0,ie.0,ie.1,printStackTrace.0,System.0,err.0,if.1,doImport.0,importer.0,setContainerName.0,window.5,getName.0,importer.1,setContainerDescription.0,window.6,getDescription.0,return.0,doImport.1,prewritten,accurate,missing,unnecessary,readable,code
0,136,openNewContainerWindow,34413723,1209629284977,18143684007,1,1,"(0.7168865203857422, 0.3189516067504883)","(0.7274788618087769, 0.3654639422893524)",1,1,2.59979248046875,2.5721893310546875,,POINT (0.7221826910972595 0.3422077745199204),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629293310,18143692340,1,1,"(0.7191994190216064, 0.3139260709285736)","(0.72975093126297, 0.3462514281272888)",1,1,2.606903076171875,2.573760986328125,Fixation,POINT (0.7244751751422882 0.3300887495279312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629301644,18143700674,1,1,"(0.7196750044822693, 0.3170728087425232)","(0.7256888151168823, 0.35120293498039246)",1,1,2.60748291015625,2.5918426513671875,Fixation,POINT (0.7226819097995758 0.3341378718614578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629309977,18143709007,1,1,"(0.7188649773597717, 0.31839749217033386)","(0.7303996086120605, 0.3459433615207672)",1,1,2.6122283935546875,2.5613250732421875,Fixation,POINT (0.7246322929859161 0.3321704268455505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629318310,18143717340,1,1,"(0.7191812992095947, 0.3178313076496124)","(0.7294044494628906, 0.33850234746932983)",1,1,2.633651733398437,2.57525634765625,Fixation,POINT (0.7242928743362427 0.3281668275594711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629326648,18143725678,1,1,"(0.7216246724128723, 0.3287592828273773)","(0.7295165657997131, 0.3448200523853302)",1,1,2.625762939453125,2.5841522216796875,Fixation,POINT (0.7255706191062927 0.3367896676063538),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629334981,18143734011,1,1,"(0.7229980230331421, 0.31914493441581726)","(0.7297222018241882, 0.34500548243522644)",1,1,2.6137847900390625,2.577987670898437,Fixation,POINT (0.7263601124286652 0.3320752084255218),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629343314,18143742344,1,1,"(0.7232844829559326, 0.3099082112312317)","(0.7245292663574219, 0.3545500934123993)",1,1,2.599029541015625,2.612777709960937,Fixation,POINT (0.7239068746566772 0.3322291523218155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629351648,18143750678,1,1,"(0.7235909700393677, 0.3182150423526764)","(0.7275021076202393, 0.35065799951553345)",1,1,2.607284545898437,2.6053619384765625,Fixation,POINT (0.7255465388298035 0.3344365209341049),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629359981,18143759011,1,1,"(0.7227159738540649, 0.31469693779945374)","(0.7234373688697815, 0.35264989733695984)",1,1,2.59326171875,2.5999908447265625,Fixation,POINT (0.7230766713619232 0.3336734175682068),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629368314,18143767344,1,1,"(0.7232271432876587, 0.3160485029220581)","(0.7284749746322632, 0.3484460413455963)",1,1,2.597015380859375,2.58349609375,Fixation,POINT (0.7258510589599609 0.3322472721338272),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629376648,18143775678,1,1,"(0.7223936915397644, 0.30964383482933044)","(0.7297090291976929, 0.3474903404712677)",1,1,2.600494384765625,2.58941650390625,Fixation,POINT (0.7260513603687286 0.3285670876502991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629384981,18143784011,1,1,"(0.7208555936813354, 0.32286256551742554)","(0.7284663319587708, 0.33738428354263306)",1,1,2.63018798828125,2.5832672119140625,Fixation,POINT (0.7246609628200531 0.3301234245300293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629393314,18143792344,1,1,"(0.7208020091056824, 0.3050244152545929)","(0.7296819090843201, 0.3469691872596741)",1,1,2.5865936279296875,2.575958251953125,Fixation,POINT (0.7252419590950012 0.3259968012571335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629401648,18143800678,1,1,"(0.7156893014907837, 0.3110377788543701)","(0.7282266020774841, 0.34128138422966003)",1,1,2.5942840576171875,2.5888671875,Fixation,POINT (0.7219579517841339 0.3261595815420151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629409981,18143809011,1,1,"(0.7192690968513489, 0.291533887386322)","(0.729992687702179, 0.33931171894073486)",1,1,2.5762939453125,2.5712127685546875,Fixation,POINT (0.7246308922767639 0.3154228031635284),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629418314,18143817344,1,1,"(0.7243956923484802, 0.28763383626937866)","(0.7308576107025146, 0.3407149612903595)",1,1,2.5436553955078125,2.5665740966796875,Fixation,POINT (0.7276266515254974 0.3141743987798691),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629426648,18143825678,1,1,"(0.7222594618797302, 0.30116865038871765)","(0.7267829775810242, 0.34944096207618713)",1,1,2.5790557861328125,2.5815582275390625,Fixation,POINT (0.7245212197303772 0.3253048062324524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629434981,18143834011,1,1,"(0.7256747484207153, 0.30709102749824524)","(0.7297214865684509, 0.3444448709487915)",1,1,2.5913238525390625,2.58062744140625,Fixation,POINT (0.7276981174945831 0.3257679492235184),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629443315,18143842344,1,1,"(0.7256847620010376, 0.3040066957473755)","(0.7282246947288513, 0.34156936407089233)",1,1,2.5659942626953125,2.57891845703125,Fixation,POINT (0.7269547283649445 0.3227880299091339),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629451648,18143850677,1,1,"(0.7239113450050354, 0.3105989694595337)","(0.7282912731170654, 0.35267361998558044)",1,1,2.573516845703125,2.5832977294921875,Fixation,POINT (0.7261013090610504 0.3316362947225571),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629459984,18143859013,1,1,"(0.720433235168457, 0.3144049644470215)","(0.7290216088294983, 0.3439885973930359)",1,1,2.59014892578125,2.5649566650390625,Fixation,POINT (0.7247274219989777 0.3291967809200287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629468317,18143867346,1,1,"(0.7235634922981262, 0.32189875841140747)","(0.7291316390037537, 0.333606481552124)",1,1,2.6031951904296875,2.54620361328125,Fixation,POINT (0.7263475656509399 0.3277526199817658),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629476651,18143875680,1,1,"(0.7208049893379211, 0.3133261501789093)","(0.7297189235687256, 0.33045822381973267)",1,1,2.579696655273437,2.5495758056640625,Fixation,POINT (0.7252619564533234 0.321892186999321),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629484984,18143884013,1,1,"(0.7199877500534058, 0.31165629625320435)","(0.7271846532821655, 0.3416440188884735)",1,1,2.593658447265625,2.546127319335937,Fixation,POINT (0.7235862016677856 0.3266501575708389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629493317,18143892346,1,1,"(0.7206521034240723, 0.3088848292827606)","(0.7275142669677734, 0.3546181917190552)",1,1,2.5721435546875,2.575439453125,Fixation,POINT (0.7240831851959229 0.3317515105009079),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629501650,18143900679,1,1,"(0.7178939580917358, 0.3148685693740845)","(0.7295888066291809, 0.35616323351860046)",1,1,2.57476806640625,2.571746826171875,Fixation,POINT (0.7237413823604584 0.3355159014463425),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629509984,18143909013,1,1,"(0.7181085348129272, 0.31002897024154663)","(0.7261722087860107, 0.3424624800682068)",1,1,2.576644897460937,2.5536346435546875,Fixation,POINT (0.722140371799469 0.3262457251548767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629518317,18143917346,1,1,"(0.7183780670166016, 0.31498849391937256)","(0.7318925857543945, 0.3432285487651825)",1,1,2.568099975585937,2.539154052734375,Fixation,POINT (0.725135326385498 0.3291085213422775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629526650,18143925679,1,1,"(0.718951404094696, 0.3068710267543793)","(0.727811872959137, 0.33988887071609497)",1,1,2.558013916015625,2.5421905517578125,Fixation,POINT (0.7233816385269165 0.3233799487352371),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629551650,18143950679,1,1,"(0.6798149347305298, 0.21140438318252563)","(0.6862474679946899, 0.2439194768667221)",1,1,2.5941925048828125,2.557357788085937,Fixation,POINT (0.6830312013626099 0.2276619300246239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629559984,18143959013,1,1,"(0.6791393756866455, 0.20357874035835266)","(0.6892638206481934, 0.2380766123533249)",1,1,2.5738983154296875,2.5544586181640625,Fixation,POINT (0.6842015981674194 0.2208276763558388),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629568317,18143967346,1,1,"(0.6810919642448425, 0.20737329125404358)","(0.6889820694923401, 0.23958107829093933)",1,1,2.5713653564453125,2.552978515625,Fixation,POINT (0.6850370168685913 0.2234771847724915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629576650,18143975679,1,1,"(0.6801741719245911, 0.20824357867240906)","(0.6852936148643494, 0.23523470759391785)",1,1,2.5869293212890625,2.5572967529296875,Fixation,POINT (0.6827338933944702 0.2217391431331634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629584990,18143984019,1,1,"(0.6815913319587708, 0.21498945355415344)","(0.6868210434913635, 0.2358943372964859)",1,1,2.5870361328125,2.5545806884765625,Fixation,POINT (0.6842061877250671 0.2254418954253197),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629593323,18143992352,1,1,"(0.6788447499275208, 0.21220049262046814)","(0.6873246431350708, 0.22827154397964478)",1,1,2.572128295898437,2.539642333984375,Fixation,POINT (0.6830846965312958 0.2202360183000565),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629601656,18144000685,1,1,"(0.6818200945854187, 0.21541297435760498)","(0.6846756339073181, 0.23035627603530884)",1,1,2.586212158203125,2.5447235107421875,Fixation,POINT (0.6832478642463684 0.2228846251964569),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629609990,18144009019,1,1,"(0.6834683418273926, 0.2035239338874817)","(0.6851802468299866, 0.23091420531272888)",1,1,2.580841064453125,2.5475616455078125,Fixation,POINT (0.6843242943286896 0.2172190696001053),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629618323,18144017352,1,1,"(0.683368444442749, 0.20388051867485046)","(0.6848405599594116, 0.2290152609348297)",1,1,2.556427001953125,2.538726806640625,Fixation,POINT (0.6841045022010803 0.2164478898048401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629626656,18144025685,1,1,"(0.6825345754623413, 0.20330379903316498)","(0.6836380362510681, 0.22622303664684296)",1,1,2.5336151123046875,2.520538330078125,Fixation,POINT (0.6830863058567047 0.214763417840004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629634990,18144034019,1,1,"(0.682925283908844, 0.2070264369249344)","(0.6885905861854553, 0.2212374210357666)",1,1,2.535675048828125,2.509307861328125,Fixation,POINT (0.6857579350471497 0.2141319289803505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629643323,18144042352,1,1,"(0.6850049495697021, 0.20236843824386597)","(0.6856834888458252, 0.2264871746301651)",1,1,2.524749755859375,2.508163452148437,Fixation,POINT (0.6853442192077637 0.2144278064370155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629651656,18144050685,1,1,"(0.6857873201370239, 0.20361633598804474)","(0.6854784488677979, 0.2227204442024231)",1,1,2.5279083251953125,2.49835205078125,Fixation,POINT (0.6856328845024109 0.2131683900952339),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629659990,18144059019,1,1,"(0.6836035847663879, 0.20881055295467377)","(0.688033401966095, 0.219020277261734)",1,1,2.534423828125,2.499374389648437,Fixation,POINT (0.6858184933662415 0.2139154151082039),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629668323,18144067352,1,1,"(0.6875896453857422, 0.21061590313911438)","(0.6858231425285339, 0.22106024622917175)",1,1,2.53912353515625,2.50030517578125,Fixation,POINT (0.6867063939571381 0.2158380746841431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629676656,18144075685,1,1,"(0.6829763650894165, 0.20279505848884583)","(0.684177815914154, 0.21579323709011078)",1,1,2.526519775390625,2.4905548095703125,Fixation,POINT (0.6835770905017853 0.2092941477894783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629684990,18144084019,1,1,"(0.6823582053184509, 0.20747017860412598)","(0.6850154399871826, 0.22000768780708313)",1,1,2.5477447509765625,2.476913452148437,Fixation,POINT (0.6836868226528168 0.2137389332056046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629693323,18144092352,1,1,"(0.6825533509254456, 0.20960092544555664)","(0.6858188509941101, 0.21711650490760803)",1,1,2.527328491210937,2.483016967773437,Fixation,POINT (0.6841861009597778 0.2133587151765823),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629701657,18144100686,1,1,"(0.6805806159973145, 0.20544356107711792)","(0.6868593692779541, 0.2257782369852066)",1,1,2.507720947265625,2.4742584228515625,Fixation,POINT (0.6837199926376343 0.2156108990311623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629709990,18144109019,1,1,"(0.6850126385688782, 0.20809413492679596)","(0.6836522221565247, 0.21781593561172485)",1,1,2.5246124267578125,2.47174072265625,Fixation,POINT (0.6843324303627014 0.2129550352692604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629718327,18144117356,1,1,"(0.6818282008171082, 0.208633691072464)","(0.6866523027420044, 0.21403414011001587)",1,1,2.514022827148437,2.4706268310546875,Fixation,POINT (0.6842402517795563 0.2113339155912399),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629726660,18144125689,1,1,"(0.6850966811180115, 0.2084084451198578)","(0.6839752793312073, 0.2207564413547516)",1,1,2.5077362060546875,2.4495849609375,Fixation,POINT (0.6845359802246094 0.2145824432373047),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629734995,18144134023,1,1,"(0.6835945248603821, 0.20535296201705933)","(0.6843199729919434, 0.21975113451480865)",1,1,2.491729736328125,2.4642333984375,Fixation,POINT (0.6839572489261627 0.212552048265934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629743329,18144142357,1,1,"(0.6850905418395996, 0.20731937885284424)","(0.6861356496810913, 0.2122342586517334)",1,1,2.500518798828125,2.4485626220703125,Fixation,POINT (0.6856130957603455 0.2097768187522888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629751661,18144150689,1,1,"(0.6823530793190002, 0.20406252145767212)","(0.6848284006118774, 0.2178247570991516)",1,1,2.51025390625,2.4769287109375,Fixation,POINT (0.6835907399654388 0.2109436392784119),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629759995,18144159023,1,1,"(0.6861239671707153, 0.2094072550535202)","(0.687407374382019, 0.2203667312860489)",1,1,2.491561889648437,2.473876953125,Fixation,POINT (0.6867656707763672 0.2148869931697846),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629768328,18144167356,1,1,"(0.6975639462471008, 0.2064402848482132)","(0.7044641375541687, 0.22710813581943512)",1,1,2.500762939453125,2.4651641845703125,Fixation,POINT (0.7010140419006348 0.2167742103338242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,openNewContainerWindow,34413723,1209629784995,18144184023,1,1,"(0.7349337935447693, 0.21146859228610992)","(0.7433185577392578, 0.22659017145633698)",1,1,2.5019073486328125,2.4397125244140625,Fixation,POINT (0.7391261756420135 0.2190293818712234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629801661,18144200689,1,1,"(0.746898889541626, 0.20416957139968872)","(0.7621508836746216, 0.22144144773483276)",1,1,2.5042877197265625,2.414642333984375,Fixation,POINT (0.7545248866081238 0.2128055095672607),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629809995,18144209023,1,1,"(0.7553346753120422, 0.20615604519844055)","(0.7608820199966431, 0.22302357852458954)",1,1,2.494842529296875,2.4475555419921875,Fixation,POINT (0.7581083476543427 0.214589811861515),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629818328,18144217356,1,1,"(0.7560568451881409, 0.20943832397460938)","(0.7615618109703064, 0.22420769929885864)",1,1,2.481597900390625,2.4380340576171875,Fixation,POINT (0.7588093280792236 0.216823011636734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629826662,18144225690,1,1,"(0.7514177560806274, 0.20788711309432983)","(0.7597729563713074, 0.21774575114250183)",1,1,2.49151611328125,2.409454345703125,Fixation,POINT (0.7555953562259674 0.2128164321184158),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629834995,18144234023,1,1,"(0.7529767155647278, 0.21126943826675415)","(0.7585200071334839, 0.21664203703403473)",1,1,2.483673095703125,2.42041015625,Fixation,POINT (0.7557483613491058 0.2139557376503944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629843328,18144242356,1,1,"(0.7498663067817688, 0.20460578799247742)","(0.7616360187530518, 0.21852241456508636)",1,1,2.4702911376953125,2.435897827148437,Fixation,POINT (0.7557511627674103 0.2115641012787819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629851667,18144250695,1,1,"(0.7535286545753479, 0.20684510469436646)","(0.7598310708999634, 0.21446487307548523)",1,1,2.472442626953125,2.4087371826171875,Fixation,POINT (0.7566798627376556 0.2106549888849258),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629860001,18144259029,1,1,"(0.7528733015060425, 0.21520934998989105)","(0.7564257979393005, 0.22379131615161896)",1,1,2.471771240234375,2.423370361328125,Fixation,POINT (0.7546495497226715 0.219500333070755),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629868334,18144267362,1,1,"(0.751589298248291, 0.18920648097991943)","(0.7605019211769104, 0.21784116327762604)",1,1,2.4391632080078125,2.4148712158203125,Fixation,POINT (0.7560456097126007 0.2035238221287727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629876667,18144275695,1,1,"(0.7485805153846741, 0.18655793368816376)","(0.7609690427780151, 0.21765181422233582)",1,1,2.4324493408203125,2.41705322265625,Fixation,POINT (0.7547747790813446 0.2021048739552498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629885001,18144284029,1,1,"(0.7530983090400696, 0.198174849152565)","(0.7587050199508667, 0.21303625404834747)",1,1,2.4563446044921875,2.4131011962890625,Fixation,POINT (0.7559016644954681 0.2056055516004562),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629893334,18144292362,1,1,"(0.7521902322769165, 0.20269396901130676)","(0.7574962377548218, 0.2207174450159073)",1,1,2.4497528076171875,2.4173126220703125,Fixation,POINT (0.7548432350158691 0.211705707013607),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629901667,18144300695,1,1,"(0.7510687708854675, 0.20252735912799835)","(0.757610023021698, 0.21407201886177063)",1,1,2.4435577392578125,2.405746459960937,Fixation,POINT (0.7543393969535828 0.2082996889948845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629910001,18144309029,1,1,"(0.7522487640380859, 0.21097427606582642)","(0.7578771710395813, 0.2231372594833374)",1,1,2.46551513671875,2.4273681640625,Fixation,POINT (0.7550629675388336 0.2170557677745819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629918334,18144317362,1,1,"(0.7499667406082153, 0.20847973227500916)","(0.7580123543739319, 0.2215004414319992)",1,1,2.47296142578125,2.4116973876953125,Fixation,POINT (0.7539895474910736 0.2149900868535042),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629926667,18144325695,1,1,"(0.74735027551651, 0.2120753675699234)","(0.7573460340499878, 0.21825237572193146)",1,1,2.466903686523437,2.416976928710937,Fixation,POINT (0.7523481547832489 0.2151638716459274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,136,openNewContainerWindow,34413723,1209629935000,18144334028,1,1,"(0.7481608390808105, 0.21136429905891418)","(0.7594468593597412, 0.22157098352909088)",1,1,2.4670867919921875,2.4075164794921875,Fixation,POINT (0.7538038492202759 0.2164676412940025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
