,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,private.0,void.0,goToRegistration.0,m_logo.0,setVisible.0,FALSE.0,m_login.0,setText.0,"""Cancel"".0",m_userLabel.0,setLocation.0,16.0,4.0,m_username.0,setLocation.1,16.1,24.0,m_passLabel.0,setLocation.2,16.2,52.0,m_password.0,setLocation.3,16.3,70.0,m_confirmPass.0,setVisible.1,TRUE.0,m_confPassLabel.0,setVisible.2,TRUE.1,m_male.0,setVisible.3,TRUE.2,m_female.0,setVisible.4,TRUE.3,this.0,setTitle.0,"""Registration"".0",code,participant_summary
0,136,goToRegistration,47570692,1211199420457,19713813648,1,1,"(0.062248896807432175, 0.3765806555747986)","(0.07159537822008133, 0.3673562705516815)",1,1,2.4705963134765625,2.561798095703125,Fixation,POINT (0.0669221375137568 0.37196846306324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
0,136,goToRegistration,47570692,1211199428790,19713821981,1,1,"(0.0643831267952919, 0.3726659119129181)","(0.07782340049743652, 0.3777497708797455)",1,1,2.48455810546875,2.557601928710937,Fixation,POINT (0.0711032636463642 0.3752078413963318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
0,136,goToRegistration,47570692,1211199437124,19713830315,1,1,"(0.06195274740457535, 0.37188461422920227)","(0.07667134702205658, 0.3766707181930542)",1,1,2.4718780517578125,2.5362548828125,Fixation,POINT (0.069312047213316 0.3742776662111282),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199445457,19713838648,1,1,"(0.06353956460952759, 0.37621060013771057)","(0.07275693863630295, 0.3758004307746887)",1,1,2.4803466796875,2.5526580810546875,Fixation,POINT (0.0681482516229153 0.3760055154561996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
0,136,goToRegistration,47570692,1211199453790,19713846981,1,1,"(0.05973091721534729, 0.3818873167037964)","(0.07221774011850357, 0.37192389369010925)",1,1,2.472518920898437,2.5589599609375,Fixation,POINT (0.0659743286669254 0.3769056051969528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
0,136,goToRegistration,47570692,1211199462124,19713855315,1,1,"(0.05867966637015343, 0.3821728229522705)","(0.07371407747268677, 0.3744100332260132)",1,1,2.49053955078125,2.556381225585937,Fixation,POINT (0.0661968719214201 0.3782914280891418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
0,136,goToRegistration,47570692,1211199470457,19713863648,1,1,"(0.06870321929454803, 0.37293463945388794)","(0.07231254875659943, 0.3785666525363922)",1,1,2.491806030273437,2.543807983398437,Fixation,POINT (0.0705078840255737 0.3757506459951401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
0,136,goToRegistration,47570692,1211199478790,19713871981,1,1,"(0.060879968106746674, 0.3855588734149933)","(0.07264668494462967, 0.3834902048110962)",1,1,2.4811248779296875,2.539901733398437,Fixation,POINT (0.0667633265256882 0.3845245391130447),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199487124,19713880315,1,1,"(0.06130542606115341, 0.3888014554977417)","(0.09054099768400192, 0.39773714542388916)",1,1,2.4998016357421875,2.5486297607421875,Fixation,POINT (0.0759232118725777 0.3932693004608154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199495463,19713888654,1,1,"(0.06143037974834442, 0.4025411903858185)","(0.09526760876178741, 0.41299426555633545)",1,1,2.481231689453125,2.5700836181640625,Fixation,POINT (0.0783489942550659 0.407767727971077),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199503797,19713896987,1,1,"(0.06145542860031128, 0.40054887533187866)","(0.08625710755586624, 0.4079938232898712)",1,1,2.521102905273437,2.5542144775390625,Fixation,POINT (0.0738562680780888 0.4042713493108749),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199512131,19713905321,1,1,"(0.06329703330993652, 0.40339574217796326)","(0.09304624050855637, 0.4120141267776489)",1,1,2.5105133056640625,2.55767822265625,Fixation,POINT (0.0781716369092464 0.4077049344778061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199520464,19713913654,1,1,"(0.05733322352170944, 0.39312735199928284)","(0.08817048370838165, 0.4067023992538452)",1,1,2.4980926513671875,2.5611114501953125,Fixation,POINT (0.0727518536150456 0.399914875626564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199528795,19713921985,1,1,"(0.05277702584862709, 0.3877078890800476)","(0.08238190412521362, 0.4077671468257904)",1,1,2.49993896484375,2.56781005859375,Fixation,POINT (0.0675794649869204 0.397737517952919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199537129,19713930319,1,1,"(0.05002804100513458, 0.39620646834373474)","(0.08243721723556519, 0.40280836820602417)",1,1,2.4886474609375,2.5729217529296875,Fixation,POINT (0.0662326291203499 0.3995074182748795),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199545462,19713938652,1,1,"(0.053889092057943344, 0.39516955614089966)","(0.09155610203742981, 0.4135301411151886)",1,1,2.5020751953125,2.5696563720703125,Fixation,POINT (0.0727225970476866 0.4043498486280441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199553795,19713946985,1,1,"(0.054001856595277786, 0.40451815724372864)","(0.08374270051717758, 0.41929149627685547)",1,1,2.5026092529296875,2.5773468017578125,Fixation,POINT (0.0688722785562277 0.411904826760292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199562129,19713955319,1,1,"(0.04958309605717659, 0.4058685004711151)","(0.08117491006851196, 0.4170968532562256)",1,1,2.492706298828125,2.56781005859375,Fixation,POINT (0.0653790030628443 0.4114826768636704),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199570462,19713963652,1,1,"(0.0455799363553524, 0.4092620313167572)","(0.08330058306455612, 0.42813071608543396)",1,1,2.501373291015625,2.570953369140625,Fixation,POINT (0.0644402597099543 0.4186963737010956),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199578795,19713971985,1,1,"(0.053489234298467636, 0.39805877208709717)","(0.09061112999916077, 0.43389585614204407)",1,1,2.5184783935546875,2.56512451171875,Fixation,POINT (0.0720501821488142 0.4159773141145706),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199587129,19713980319,1,1,"(0.05602453649044037, 0.4012888967990875)","(0.09056054055690765, 0.42265480756759644)",1,1,2.48809814453125,2.555419921875,Fixation,POINT (0.073292538523674 0.411971852183342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199595462,19713988652,1,1,"(0.05621368810534477, 0.4013293981552124)","(0.08549627661705017, 0.4154741168022156)",1,1,2.504730224609375,2.57769775390625,Fixation,POINT (0.0708549823611975 0.408401757478714),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199603795,19713996985,1,1,"(0.06273376196622849, 0.39226582646369934)","(0.0838034376502037, 0.406599760055542)",1,1,2.491119384765625,2.5861968994140625,Fixation,POINT (0.0732685998082161 0.3994327932596207),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199612129,19714005319,1,1,"(0.06021508947014809, 0.3988673686981201)","(0.0830332338809967, 0.4013174772262573)",1,1,2.5089874267578125,2.5924835205078125,Fixation,POINT (0.0716241616755724 0.4000924229621887),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199620462,19714013652,1,1,"(0.0666327178478241, 0.39470794796943665)","(0.08712782710790634, 0.42132440209388733)",1,1,2.4956817626953125,2.564666748046875,Fixation,POINT (0.0768802724778652 0.408016175031662),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199628803,19714021993,1,1,"(0.07928110659122467, 0.3918323814868927)","(0.08902350813150406, 0.42174243927001953)",1,1,2.497161865234375,2.57110595703125,Fixation,POINT (0.0841523073613644 0.4067874103784561),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199637137,19714030327,1,1,"(0.07691226899623871, 0.39430561661720276)","(0.09055676311254501, 0.41048991680145264)",1,1,2.498886108398437,2.565780639648437,Fixation,POINT (0.0837345160543919 0.4023977667093277),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199645470,19714038660,1,1,"(0.07804054021835327, 0.39302611351013184)","(0.08786632120609283, 0.430843323469162)",1,1,2.519866943359375,2.57244873046875,Fixation,POINT (0.082953430712223 0.4119347184896469),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199653805,19714046995,1,1,"(0.07840604335069656, 0.39215323328971863)","(0.0827353298664093, 0.40670281648635864)",1,1,2.50244140625,2.5998992919921875,Fixation,POINT (0.0805706866085529 0.3994280248880386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199662139,19714055329,1,1,"(0.07935810089111328, 0.39429813623428345)","(0.08174259215593338, 0.42169931530952454)",1,1,2.497711181640625,2.5826568603515625,Fixation,POINT (0.0805503465235233 0.407998725771904),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199670471,19714063660,1,1,"(0.07906676828861237, 0.39684486389160156)","(0.08537564426660538, 0.4035756289958954)",1,1,2.504150390625,2.582305908203125,Fixation,POINT (0.0822212062776089 0.4002102464437485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199678804,19714071993,1,1,"(0.07172691076993942, 0.3979588449001312)","(0.08830184489488602, 0.43073755502700806)",1,1,2.497650146484375,2.57879638671875,Fixation,POINT (0.0800143778324127 0.4143481999635696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199687140,19714080329,1,1,"(0.0687461718916893, 0.40340110659599304)","(0.08813872188329697, 0.40908268094062805)",1,1,2.5240020751953125,2.58221435546875,Fixation,POINT (0.0784424468874931 0.4062418937683106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199695473,19714088662,1,1,"(0.07063109427690506, 0.394295334815979)","(0.08625206351280212, 0.4153144657611847)",1,1,2.5116424560546875,2.58502197265625,Fixation,POINT (0.0784415788948536 0.4048049002885818),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199703804,19714096993,1,1,"(0.06738390028476715, 0.39809200167655945)","(0.0808146595954895, 0.4204815924167633)",1,1,2.521713256835937,2.609710693359375,Fixation,POINT (0.0740992799401283 0.4092867970466614),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199712138,19714105327,1,1,"(0.06973325461149216, 0.40708503127098083)","(0.08312962204217911, 0.4079255163669586)",1,1,2.535980224609375,2.5859527587890625,Fixation,POINT (0.0764314383268356 0.4075052738189697),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
0,136,goToRegistration,47570692,1211199720473,19714113662,1,1,"(0.06998962163925171, 0.39997512102127075)","(0.08629697561264038, 0.4189019799232483)",1,1,2.517242431640625,2.5824432373046875,Fixation,POINT (0.078143298625946 0.4094385504722595),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199728806,19714121995,1,1,"(0.0663485899567604, 0.39865541458129883)","(0.08229237049818039, 0.42112454771995544)",1,1,2.512939453125,2.59423828125,Fixation,POINT (0.0743204802274704 0.4098899811506271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199753804,19714146993,1,1,"(0.07639722526073456, 0.4731779098510742)","(0.06582853198051453, 0.4927794635295868)",1,1,2.550628662109375,2.589691162109375,Fixation,POINT (0.0711128786206245 0.4829786866903305),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199762143,19714155332,1,1,"(0.06765465438365936, 0.47404181957244873)","(0.07161601632833481, 0.5024076700210571)",1,1,2.511962890625,2.6275787353515625,Fixation,POINT (0.0696353353559971 0.4882247447967529),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199770476,19714163665,1,1,"(0.06486375629901886, 0.47580885887145996)","(0.07524021714925766, 0.5079389810562134)",1,1,2.53326416015625,2.6190185546875,Fixation,POINT (0.0700519867241383 0.4918739199638367),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199778809,19714171998,1,1,"(0.06665944308042526, 0.4769008457660675)","(0.06734446436166763, 0.49658480286598206)",1,1,2.51904296875,2.6134185791015625,Fixation,POINT (0.0670019537210464 0.4867428243160248),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199787143,19714180332,1,1,"(0.07060446590185165, 0.467372864484787)","(0.07481478899717331, 0.49469345808029175)",1,1,2.506317138671875,2.6198272705078125,Fixation,POINT (0.0727096274495125 0.4810331612825394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199795476,19714188665,1,1,"(0.0639067068696022, 0.47296613454818726)","(0.0660586729645729, 0.4819972813129425)",1,1,2.525375366210937,2.6202392578125,Fixation,POINT (0.0649826899170876 0.4774817079305649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199803809,19714196998,1,1,"(0.06405068933963776, 0.47531211376190186)","(0.0794692188501358, 0.48252880573272705)",1,1,2.5041961669921875,2.628173828125,Fixation,POINT (0.0717599540948868 0.4789204597473144),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199812143,19714205332,1,1,"(0.06374664604663849, 0.4729924499988556)","(0.06662825495004654, 0.4848516285419464)",1,1,2.530181884765625,2.62109375,Fixation,POINT (0.0651874504983425 0.478922039270401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199820476,19714213665,1,1,"(0.06380806863307953, 0.4684116542339325)","(0.07682380825281143, 0.48791882395744324)",1,1,2.51202392578125,2.624237060546875,Fixation,POINT (0.0703159384429455 0.4781652390956879),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199828809,19714221998,1,1,"(0.0652524083852768, 0.4729749262332916)","(0.07174192368984222, 0.48135021328926086)",1,1,2.5251007080078125,2.6256103515625,Fixation,POINT (0.0684971660375595 0.4771625697612762),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199837141,19714230330,1,1,"(0.06298961490392685, 0.47313761711120605)","(0.07649771124124527, 0.4974764883518219)",1,1,2.502288818359375,2.611663818359375,Fixation,POINT (0.0697436630725861 0.485307052731514),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199845474,19714238663,1,1,"(0.06200451776385307, 0.46959301829338074)","(0.07039856165647507, 0.4996817409992218)",1,1,2.501556396484375,2.6080780029296875,Fixation,POINT (0.0662015397101641 0.4846373796463013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199853807,19714246996,1,1,"(0.06855105608701706, 0.4877980351448059)","(0.0746670588850975, 0.4930580258369446)",1,1,2.50836181640625,2.6082305908203125,Fixation,POINT (0.0716090574860573 0.4904280304908752),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199862143,19714255332,1,1,"(0.06646821647882462, 0.4721836447715759)","(0.067022405564785, 0.4889501929283142)",1,1,2.521636962890625,2.6228790283203125,Fixation,POINT (0.0667453110218048 0.4805669188499451),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199870476,19714263665,1,1,"(0.07053675502538681, 0.46846678853034973)","(0.07227582484483719, 0.4960814118385315)",1,1,2.5315399169921875,2.6158599853515625,Fixation,POINT (0.071406289935112 0.4822741001844406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199878809,19714271998,1,1,"(0.06995344907045364, 0.47495412826538086)","(0.06787239760160446, 0.4923909604549408)",1,1,2.490081787109375,2.6135406494140625,Fixation,POINT (0.068912923336029 0.4836725443601608),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199887147,19714280336,1,1,"(0.07087985426187515, 0.4769461452960968)","(0.07296142727136612, 0.487773597240448)",1,1,2.514923095703125,2.6091766357421875,Fixation,POINT (0.0719206407666206 0.4823598712682724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199895480,19714288669,1,1,"(0.07571277767419815, 0.48399972915649414)","(0.07326668500900269, 0.49798065423965454)",1,1,2.502914428710937,2.605316162109375,Fixation,POINT (0.0744897313416004 0.4909901916980743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199903814,19714297002,1,1,"(0.08028364181518555, 0.47632214426994324)","(0.07101712375879288, 0.49427416920661926)",1,1,2.499420166015625,2.61676025390625,Fixation,POINT (0.0756503827869892 0.4852981567382812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199912148,19714305336,1,1,"(0.08152341097593307, 0.4697878062725067)","(0.07544844597578049, 0.49043333530426025)",1,1,2.4926300048828125,2.6177520751953125,Fixation,POINT (0.0784859284758568 0.4801105707883835),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199920481,19714313669,1,1,"(0.08170996606349945, 0.4768734872341156)","(0.073330357670784, 0.4844396114349365)",1,1,2.495101928710937,2.597381591796875,Fixation,POINT (0.0775201618671417 0.4806565493345261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199928814,19714322002,1,1,"(0.07955370843410492, 0.470521479845047)","(0.07168479263782501, 0.4856349229812622)",1,1,2.5063934326171875,2.6110076904296875,Fixation,POINT (0.075619250535965 0.4780782014131546),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199937148,19714330336,1,1,"(0.0778009444475174, 0.476092666387558)","(0.07060889899730682, 0.49349743127822876)",1,1,2.5050506591796875,2.618637084960937,Fixation,POINT (0.0742049217224121 0.4847950488328934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211199945481,19714338669,1,1,"(0.07778416574001312, 0.47311195731163025)","(0.0715075209736824, 0.49504560232162476)",1,1,2.5052032470703125,2.61932373046875,Fixation,POINT (0.0746458433568478 0.4840787798166275),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200045485,19714438673,1,1,"(0.10823584347963333, 0.45627546310424805)","(0.12323004007339478, 0.4695959985256195)",1,1,2.558929443359375,2.598129272460937,,POINT (0.115732941776514 0.4629357308149338),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200062150,19714455337,1,1,"(0.15104597806930542, 0.45143988728523254)","(0.1506098061800003, 0.46480414271354675)",1,1,2.601348876953125,2.6320343017578125,Fixation,POINT (0.1508278921246529 0.4581220149993896),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200070484,19714463671,1,1,"(0.16002950072288513, 0.44996780157089233)","(0.15085650980472565, 0.457894504070282)",1,1,2.5782928466796875,2.613037109375,Fixation,POINT (0.1554430052638054 0.4539311528205872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200078817,19714472004,1,1,"(0.15824604034423828, 0.4548063576221466)","(0.15342091023921967, 0.45898646116256714)",1,1,2.5719146728515625,2.5970001220703125,Fixation,POINT (0.155833475291729 0.4568964093923569),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200087150,19714480337,1,1,"(0.16166436672210693, 0.4588986933231354)","(0.14709752798080444, 0.45869046449661255)",1,1,2.5597076416015625,2.609527587890625,Fixation,POINT (0.1543809473514557 0.458794578909874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200095484,19714488671,1,1,"(0.16277292370796204, 0.4557614028453827)","(0.15447673201560974, 0.4712001085281372)",1,1,2.5536041259765625,2.60009765625,Fixation,POINT (0.1586248278617859 0.46348075568676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200103817,19714497004,1,1,"(0.16054365038871765, 0.45299193263053894)","(0.15054404735565186, 0.46654006838798523)",1,1,2.595703125,2.6042022705078125,Fixation,POINT (0.1555438488721848 0.4597660005092621),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200112150,19714505337,1,1,"(0.16241471469402313, 0.44915321469306946)","(0.14851272106170654, 0.46092772483825684)",1,1,2.556243896484375,2.6079864501953125,Fixation,POINT (0.1554637178778648 0.4550404697656632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200120484,19714513671,1,1,"(0.15934346616268158, 0.4481080174446106)","(0.15238738059997559, 0.46435433626174927)",1,1,2.5795135498046875,2.6162872314453125,Fixation,POINT (0.1558654233813286 0.4562311768531799),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200128817,19714522004,1,1,"(0.16178984940052032, 0.43906450271606445)","(0.14985178411006927, 0.471076637506485)",1,1,2.5648193359375,2.627304077148437,Fixation,POINT (0.1558208167552948 0.4550705701112747),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200137150,19714530337,1,1,"(0.15626579523086548, 0.43684864044189453)","(0.14827647805213928, 0.46356043219566345)",1,1,2.578521728515625,2.607284545898437,Fixation,POINT (0.1522711366415024 0.450204536318779),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200145484,19714538671,1,1,"(0.15622578561306, 0.44522640109062195)","(0.15184876322746277, 0.4549386203289032)",1,1,2.5756072998046875,2.6205596923828125,Fixation,POINT (0.1540372744202614 0.4500825107097626),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200153823,19714547010,1,1,"(0.15029682219028473, 0.44193387031555176)","(0.14826861023902893, 0.46230050921440125)",1,1,2.5587921142578125,2.61590576171875,Fixation,POINT (0.1492827162146568 0.4521171897649765),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200162156,19714555343,1,1,"(0.14352597296237946, 0.4355342984199524)","(0.15217886865139008, 0.47107067704200745)",1,1,2.566757202148437,2.6084442138671875,Fixation,POINT (0.1478524208068848 0.4533024877309799),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200187158,19714580345,1,1,"(0.1333283931016922, 0.44890785217285156)","(0.15231537818908691, 0.4639517068862915)",1,1,2.57415771484375,2.61138916015625,,POINT (0.1428218856453896 0.4564297795295715),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200203825,19714597012,1,1,"(0.13052678108215332, 0.45696333050727844)","(0.15492884814739227, 0.46007972955703735)",1,1,2.5608062744140625,2.6162567138671875,,POINT (0.1427278146147728 0.4585215300321579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200212156,19714605343,1,1,"(0.13739220798015594, 0.44370269775390625)","(0.15413080155849457, 0.4693891704082489)",1,1,2.554229736328125,2.608993530273437,Fixation,POINT (0.1457615047693253 0.4565459340810776),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200228823,19714622010,1,1,"(0.13549165427684784, 0.43849748373031616)","(0.15029525756835938, 0.45863354206085205)",1,1,2.5706329345703125,2.617950439453125,,POINT (0.1428934559226036 0.4485655128955841),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200237156,19714630343,1,1,"(0.1432947963476181, 0.4339248538017273)","(0.14756596088409424, 0.45970794558525085)",1,1,2.579818725585937,2.6250152587890625,Fixation,POINT (0.1454303786158562 0.4468163996934891),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200245492,19714638679,1,1,"(0.12553082406520844, 0.4375959038734436)","(0.13714617490768433, 0.45856165885925293)",1,1,2.566009521484375,2.611068725585937,Fixation,POINT (0.1313384994864464 0.4480787813663483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200253825,19714647012,1,1,"(0.10529136657714844, 0.4478207230567932)","(0.12355677038431168, 0.44907185435295105)",1,1,2.5840606689453125,2.60870361328125,Fixation,POINT (0.1144240684807301 0.4484462887048721),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211200312164,19714705351,1,1,"(0.11156250536441803, 0.4359779953956604)","(0.12381939589977264, 0.4551318883895874)",1,1,2.5550994873046875,2.6321563720703125,,POINT (0.1176909506320953 0.4455549418926239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
