,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,go.0,String.0,theUserName.0,try.0,new.0,ChatUI.0,MessageInputReceiver.0,this.0,theUserName.1,// shake hands.200,writer.0,println.0,theUserName.2,writer.1,flush.0,// OK means init with server went well.201,if.0,reader.0,readLine.0,equals.0,"""OK"".0",initialized.0,=.0,TRUE.0,readChat.0,else.0,bailOut.0,new.1,IOException.0,"""handshake failed"".100",catch.0,IOException.1,ioe.0,bailOut.1,ioe.1,catch.1,Exception.0,e.0,bailOut.2,e.1,code,participant_summary
0,136,go,14477536,1211651879742,20166271175,1,1,"(0.1323234736919403, 0.2335687130689621)","(0.14770285785198212, 0.20280930399894714)",1,1,2.5750732421875,2.589019775390625,Fixation,POINT (0.1400131657719612 0.2181890085339546),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651896409,20166287842,1,1,"(0.18081475794315338, 0.2335488498210907)","(0.19181430339813232, 0.1790362149477005)",1,1,2.62799072265625,2.585113525390625,Fixation,POINT (0.1863145306706428 0.2062925323843956),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651904742,20166296175,1,1,"(0.1813071221113205, 0.2169806808233261)","(0.18589617311954498, 0.17254672944545746)",1,1,2.60736083984375,2.60760498046875,Fixation,POINT (0.1836016476154327 0.1947637051343918),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651913075,20166304508,1,1,"(0.19239872694015503, 0.22622957825660706)","(0.1897546648979187, 0.17142614722251892)",1,1,2.597885131835937,2.5731201171875,Fixation,POINT (0.1910766959190369 0.198827862739563),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651921409,20166312842,1,1,"(0.185530886054039, 0.22906212508678436)","(0.18699334561824799, 0.17276893556118011)",1,1,2.5944061279296875,2.585922241210937,Fixation,POINT (0.1862621158361435 0.2009155303239822),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651929742,20166321175,1,1,"(0.1875106692314148, 0.24212338030338287)","(0.19322215020656586, 0.17643994092941284)",1,1,2.601470947265625,2.56976318359375,Fixation,POINT (0.1903664097189903 0.2092816606163979),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651938075,20166329508,1,1,"(0.19188278913497925, 0.23078849911689758)","(0.18649446964263916, 0.17677156627178192)",1,1,2.5927734375,2.5634002685546875,Fixation,POINT (0.1891886293888092 0.2037800326943398),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651946409,20166337842,1,1,"(0.18622930347919464, 0.23195123672485352)","(0.19182917475700378, 0.1826801300048828)",1,1,2.6092987060546875,2.543304443359375,Fixation,POINT (0.1890292391180992 0.2073156833648682),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651954734,20166346167,1,1,"(0.18660305440425873, 0.24037964642047882)","(0.19141213595867157, 0.1803446263074875)",1,1,2.576766967773437,2.5315704345703125,Fixation,POINT (0.1890075951814652 0.2103621363639832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651963067,20166354500,1,1,"(0.18915297091007233, 0.22122424840927124)","(0.18344111740589142, 0.17633526027202606)",1,1,2.575531005859375,2.535247802734375,Fixation,POINT (0.1862970441579819 0.1987797543406486),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651971403,20166362836,1,1,"(0.1840163767337799, 0.21919937431812286)","(0.19609567523002625, 0.17966310679912567)",1,1,2.5929412841796875,2.5416259765625,Fixation,POINT (0.1900560259819031 0.1994312405586243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651979736,20166371169,1,1,"(0.17866435647010803, 0.228684201836586)","(0.19851069152355194, 0.18443478643894196)",1,1,2.5459136962890625,2.5388946533203125,Fixation,POINT (0.18858752399683 0.206559494137764),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651988070,20166379503,1,1,"(0.18630364537239075, 0.2312150001525879)","(0.18862971663475037, 0.1796184927225113)",1,1,2.572967529296875,2.527572631835937,Fixation,POINT (0.1874666810035706 0.2054167464375496),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211651996403,20166387836,1,1,"(0.18532513082027435, 0.24368572235107422)","(0.18633294105529785, 0.17591504752635956)",1,1,2.585433959960937,2.527923583984375,Fixation,POINT (0.1858290359377861 0.2098003849387169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211652004736,20166396169,1,1,"(0.18962380290031433, 0.2382114678621292)","(0.18691131472587585, 0.17066241800785065)",1,1,2.5888214111328125,2.5427398681640625,Fixation,POINT (0.1882675588130951 0.2044369429349899),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211652013070,20166404503,1,1,"(0.1868932694196701, 0.23506242036819458)","(0.19121834635734558, 0.17004229128360748)",1,1,2.577423095703125,2.52703857421875,Fixation,POINT (0.1890558078885078 0.202552355825901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211652021404,20166412837,1,1,"(0.1840079128742218, 0.23040127754211426)","(0.19625335931777954, 0.18346326053142548)",1,1,2.5756988525390625,2.540740966796875,Fixation,POINT (0.1901306360960007 0.2069322690367699),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211652029738,20166421170,1,1,"(0.18432500958442688, 0.229010209441185)","(0.19870197772979736, 0.1889672726392746)",1,1,2.5592498779296875,2.5225982666015625,Fixation,POINT (0.1915134936571121 0.2089887410402298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211652038072,20166429504,1,1,"(0.18544849753379822, 0.23232829570770264)","(0.19146038591861725, 0.1820691078901291)",1,1,2.568603515625,2.5264129638671875,Fixation,POINT (0.1884544417262077 0.2071987017989159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211652046405,20166437837,1,1,"(0.18709304928779602, 0.21399226784706116)","(0.1945820152759552, 0.17961309850215912)",1,1,2.59649658203125,2.5159149169921875,Fixation,POINT (0.1908375322818756 0.1968026831746101),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211652054738,20166446170,1,1,"(0.18255755305290222, 0.21557027101516724)","(0.1918473094701767, 0.1715826541185379)",1,1,2.5540924072265625,2.516342163085937,Fixation,POINT (0.1872024312615395 0.1935764625668526),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,go,14477536,1211652063072,20166454504,1,1,"(0.183118537068367, 0.22720588743686676)","(0.193329319357872, 0.17600704729557037)",1,1,2.5489654541015625,2.5198211669921875,Fixation,POINT (0.1882239282131195 0.2016064673662186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
