,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,testValidateSeparationCount.0,try.0,LinearDimension.0,validateSeparationCount.0,0.0,fail.0,catch.0,IllegalArgumentException.0,ex.0,// ok.200,try.1,LinearDimension.1,validateSeparationCount.1,-.0,2.0,fail.1,catch.1,IllegalArgumentException.1,ex.1,// ok.201,LinearDimension.2,validateSeparationCount.2,1.0,LinearDimension.3,validateSeparationCount.3,2988.0,code,participant_summary
0,136,testValidateSeparationCount,26285656,1212200084513,20714473742,1,1,"(0.6579427123069763, 0.17579278349876404)","(0.6661136746406555, 0.20333866775035858)",1,1,2.5334014892578125,2.5382080078125,Fixation,POINT (0.6620281934738159 0.1895657256245613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testValidateSeparationCount,26285656,1212200092846,20714482075,1,1,"(0.6612944602966309, 0.17168347537517548)","(0.6697741150856018, 0.20881159603595734)",1,1,2.530258178710937,2.540985107421875,Fixation,POINT (0.6655342876911163 0.1902475357055664),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testValidateSeparationCount,26285656,1212200101179,20714490408,1,1,"(0.6589736938476562, 0.1966874748468399)","(0.6654802560806274, 0.21147194504737854)",1,1,2.5090789794921875,2.540252685546875,Fixation,POINT (0.6622269749641418 0.2040797099471092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testValidateSeparationCount,26285656,1212200109513,20714498742,1,1,"(0.6553483605384827, 0.18244963884353638)","(0.6641630530357361, 0.22012725472450256)",1,1,2.513092041015625,2.514923095703125,Fixation,POINT (0.6597557067871094 0.2012884467840195),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testValidateSeparationCount,26285656,1212200117846,20714507075,1,1,"(0.664461612701416, 0.17338012158870697)","(0.6643290519714355, 0.20317278802394867)",1,1,2.5141754150390625,2.546905517578125,Fixation,POINT (0.6643953323364258 0.1882764548063278),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testValidateSeparationCount,26285656,1212200126179,20714515408,1,1,"(0.6576998233795166, 0.17228630185127258)","(0.6612401604652405, 0.2302851676940918)",1,1,2.5123291015625,2.5241851806640625,Fixation,POINT (0.6594699919223785 0.2012857347726822),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testValidateSeparationCount,26285656,1212200134513,20714523742,1,1,"(0.6606505513191223, 0.17086464166641235)","(0.6626725196838379, 0.21549071371555328)",1,1,2.4772186279296875,2.527984619140625,Fixation,POINT (0.6616615355014801 0.1931776776909828),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testValidateSeparationCount,26285656,1212200142851,20714532080,1,1,"(0.6603021025657654, 0.16940051317214966)","(0.6632130742073059, 0.20415504276752472)",1,1,2.527252197265625,2.5086822509765625,Fixation,POINT (0.6617575883865356 0.1867777779698372),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testValidateSeparationCount,26285656,1212200151185,20714540413,1,1,"(0.660139799118042, 0.16637970507144928)","(0.6592744588851929, 0.2069496065378189)",1,1,2.539535522460937,2.530258178710937,Fixation,POINT (0.6597071290016174 0.1866646558046341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testValidateSeparationCount,26285656,1212200159519,20714548747,1,1,"(0.6599060297012329, 0.1789267212152481)","(0.6652149558067322, 0.2175745964050293)",1,1,2.5002593994140625,2.548980712890625,Fixation,POINT (0.6625604927539825 0.1982506588101387),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testValidateSeparationCount,26285656,1212200167852,20714557080,1,1,"(0.6653836965560913, 0.15615855157375336)","(0.6655851006507874, 0.2123163342475891)",1,1,2.5196075439453125,2.5317535400390625,Fixation,POINT (0.6654843986034393 0.1842374429106712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
