,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,WebImage.0,getImageWithSource.0,String.0,source.0,WebImage.1,images.0,=.0,getImages.0,for.0,int.0,i.0,=.1,0.0,i.1,<.0,images.1,length.0,i.2,if.0,HttpUnitUtils.0,matches.0,source.1,images.2,i.3,].0,getSource.0,return.0,images.3,i.4,return.1,nan.0,code,participant_summary
0,136,getImageWithSource,1782360,1212438760570,20953148794,1,1,"(0.11841879785060883, 0.15164066851139069)","(0.13035385310649872, 0.13936442136764526)",1,1,2.5871124267578125,2.594818115234375,Fixation,POINT (0.1243863254785538 0.145502544939518),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438768904,20953157128,1,1,"(0.11577297747135162, 0.14208517968654633)","(0.12627260386943817, 0.1414414644241333)",1,1,2.5894317626953125,2.595184326171875,Fixation,POINT (0.1210227906703949 0.1417633220553398),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438777237,20953165461,1,1,"(0.11186773329973221, 0.13991989195346832)","(0.12672245502471924, 0.14492779970169067)",1,1,2.581771850585937,2.572540283203125,Fixation,POINT (0.1192950941622257 0.1424238458275795),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438785570,20953173794,1,1,"(0.11637723445892334, 0.13211363554000854)","(0.12859204411506653, 0.1557203084230423)",1,1,2.5758819580078125,2.577301025390625,Fixation,POINT (0.1224846392869949 0.1439169719815254),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438793903,20953182127,1,1,"(0.11465226113796234, 0.15090158581733704)","(0.13030917942523956, 0.15252883732318878)",1,1,2.580917358398437,2.599105834960937,Fixation,POINT (0.122480720281601 0.1517152115702629),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438802237,20953190461,1,1,"(0.11773088574409485, 0.1421491950750351)","(0.13226734101772308, 0.1471642106771469)",1,1,2.581771850585937,2.562469482421875,Fixation,POINT (0.124999113380909 0.144656702876091),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438810570,20953198794,1,1,"(0.11970335990190506, 0.13638219237327576)","(0.1322055160999298, 0.1324489414691925)",1,1,2.5870513916015625,2.5798492431640625,Fixation,POINT (0.1259544380009174 0.1344155669212341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438818904,20953207128,1,1,"(0.1227109283208847, 0.13807252049446106)","(0.12972642481327057, 0.15038175880908966)",1,1,2.58331298828125,2.560043334960937,Fixation,POINT (0.1262186765670776 0.1442271396517754),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438827237,20953215461,1,1,"(0.12050794810056686, 0.13539662957191467)","(0.13059523701667786, 0.14201058447360992)",1,1,2.5857391357421875,2.598617553710937,Fixation,POINT (0.1255515925586224 0.1387036070227623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438835575,20953223799,1,1,"(0.11402445286512375, 0.1449555903673172)","(0.12511859834194183, 0.13158850371837616)",1,1,2.581787109375,2.590911865234375,Fixation,POINT (0.1195715256035328 0.1382720470428467),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438843909,20953232133,1,1,"(0.11778611689805984, 0.14418168365955353)","(0.12019222974777222, 0.1315741240978241)",1,1,2.578598022460937,2.587554931640625,Fixation,POINT (0.118989173322916 0.1378779038786888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438852242,20953240466,1,1,"(0.12046574801206589, 0.13949725031852722)","(0.12826493382453918, 0.13362662494182587)",1,1,2.571044921875,2.5796356201171875,Fixation,POINT (0.1243653409183025 0.1365619376301765),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438860575,20953248799,1,1,"(0.12038025259971619, 0.13491816818714142)","(0.13243603706359863, 0.12899251282215118)",1,1,2.57757568359375,2.5766754150390625,Fixation,POINT (0.1264081448316574 0.1319553405046463),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438868909,20953257133,1,1,"(0.11446668952703476, 0.14312075078487396)","(0.12513655424118042, 0.1406228095293045)",1,1,2.573150634765625,2.56243896484375,Fixation,POINT (0.1198016218841076 0.1418717801570892),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438877242,20953265466,1,1,"(0.11981836706399918, 0.14384110271930695)","(0.12355414777994156, 0.14572419226169586)",1,1,2.573715209960937,2.583984375,Fixation,POINT (0.1216862574219704 0.1447826474905014),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438885575,20953273799,1,1,"(0.11995992809534073, 0.13437800109386444)","(0.12811750173568726, 0.13163824379444122)",1,1,2.5693817138671875,2.5704345703125,Fixation,POINT (0.124038714915514 0.1330081224441528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438893908,20953282132,1,1,"(0.11487998068332672, 0.1465705931186676)","(0.13376379013061523, 0.15027688443660736)",1,1,2.57867431640625,2.557357788085937,Fixation,POINT (0.124321885406971 0.1484237387776375),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438902242,20953290466,1,1,"(0.11541880667209625, 0.14470314979553223)","(0.12590500712394714, 0.13102176785469055)",1,1,2.566192626953125,2.5558013916015625,Fixation,POINT (0.1206619068980217 0.1378624588251114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438910576,20953298799,1,1,"(0.11996036022901535, 0.13769753277301788)","(0.12110462784767151, 0.13877147436141968)",1,1,2.5718994140625,2.549102783203125,Fixation,POINT (0.1205324940383434 0.1382345035672188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438918909,20953307132,1,1,"(0.11943905800580978, 0.13643130660057068)","(0.12677669525146484, 0.13628645241260529)",1,1,2.5692138671875,2.562164306640625,Fixation,POINT (0.1231078766286373 0.136358879506588),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438927243,20953315466,1,1,"(0.11638753116130829, 0.13189783692359924)","(0.12596088647842407, 0.1369449496269226)",1,1,2.578277587890625,2.553955078125,Fixation,POINT (0.1211742088198662 0.1344213932752609),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438935576,20953323799,1,1,"(0.11628425121307373, 0.1376522034406662)","(0.13265495002269745, 0.13325569033622742)",1,1,2.559722900390625,2.553558349609375,Fixation,POINT (0.1244696006178856 0.1354539468884468),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438943909,20953332132,1,1,"(0.11557812243700027, 0.1576673984527588)","(0.12960973381996155, 0.13965055346488953)",1,1,2.569061279296875,2.552001953125,Fixation,POINT (0.1225939281284809 0.1486589759588242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438952243,20953340466,1,1,"(0.11260398477315903, 0.14163866639137268)","(0.1315012276172638, 0.15265050530433655)",1,1,2.5709991455078125,2.56011962890625,Fixation,POINT (0.1220526061952114 0.1471445858478546),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438960579,20953348802,1,1,"(0.11620483547449112, 0.12731175124645233)","(0.13393492996692657, 0.13403797149658203)",1,1,2.5598602294921875,2.5574188232421875,Fixation,POINT (0.1250698827207088 0.1306748613715172),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438968913,20953357136,1,1,"(0.11345351487398148, 0.1496879756450653)","(0.1277388483285904, 0.13603390753269196)",1,1,2.5635986328125,2.56427001953125,Fixation,POINT (0.1205961816012859 0.1428609415888786),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438977246,20953365469,1,1,"(0.11208450049161911, 0.13145579397678375)","(0.1251916140317917, 0.14111745357513428)",1,1,2.5724639892578125,2.5566864013671875,Fixation,POINT (0.1186380572617054 0.136286623775959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438985579,20953373802,1,1,"(0.1174243912100792, 0.1473083645105362)","(0.1256335824728012, 0.1419750452041626)",1,1,2.551132202148437,2.563079833984375,Fixation,POINT (0.1215289868414402 0.1446417048573494),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212438993912,20953382135,1,1,"(0.11640436202287674, 0.14608891308307648)","(0.12403601408004761, 0.15189890563488007)",1,1,2.55621337890625,2.562652587890625,Fixation,POINT (0.1202201880514622 0.1489939093589783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439002246,20953390469,1,1,"(0.11897119879722595, 0.14486445486545563)","(0.1219712495803833, 0.13456781208515167)",1,1,2.5625457763671875,2.558624267578125,Fixation,POINT (0.1204712241888046 0.1397161334753036),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439010579,20953398802,1,1,"(0.11581195145845413, 0.14419716596603394)","(0.12675444781780243, 0.1298961192369461)",1,1,2.56219482421875,2.5658721923828125,Fixation,POINT (0.1212831996381283 0.13704664260149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439027246,20953415469,1,1,"(0.1382090151309967, 0.18038512766361237)","(0.1550469547510147, 0.19151850044727325)",1,1,2.563934326171875,2.589935302734375,Fixation,POINT (0.1466279849410057 0.1859518140554428),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439035579,20953423802,1,1,"(0.14332519471645355, 0.19727467000484467)","(0.15047164261341095, 0.1992626190185547)",1,1,2.56951904296875,2.5904083251953125,Fixation,POINT (0.1468984186649322 0.1982686445116997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439043912,20953432135,1,1,"(0.15592215955257416, 0.2075931280851364)","(0.16024090349674225, 0.21503670513629913)",1,1,2.552001953125,2.60430908203125,Fixation,POINT (0.1580815315246582 0.2113149166107178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439052246,20953440469,1,1,"(0.1553429216146469, 0.21692709624767303)","(0.15506911277770996, 0.20943695306777954)",1,1,2.5565185546875,2.6066436767578125,Fixation,POINT (0.1552060171961784 0.2131820246577263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439060579,20953448802,1,1,"(0.1529141068458557, 0.1899416595697403)","(0.15744201838970184, 0.19976715743541718)",1,1,2.5628204345703125,2.60333251953125,Fixation,POINT (0.1551780626177788 0.1948544085025787),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439068912,20953457135,1,1,"(0.15081436932086945, 0.22222886979579926)","(0.1546768695116043, 0.20785023272037506)",1,1,2.5193328857421875,2.587188720703125,Fixation,POINT (0.1527456194162369 0.2150395512580872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439077246,20953465469,1,1,"(0.15515702962875366, 0.20159107446670532)","(0.14925087988376617, 0.19867488741874695)",1,1,2.543060302734375,2.571136474609375,Fixation,POINT (0.1522039547562599 0.2001329809427261),,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439085579,20953473802,1,1,"(0.15748760104179382, 0.21634265780448914)","(0.14849531650543213, 0.21259133517742157)",1,1,2.5515289306640625,2.596343994140625,Fixation,POINT (0.152991458773613 0.2144669964909554),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439093917,20953482140,1,1,"(0.15562961995601654, 0.20589061081409454)","(0.15214648842811584, 0.2006310671567917)",1,1,2.5683135986328125,2.59112548828125,Fixation,POINT (0.1538880541920662 0.2032608389854431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439102251,20953490474,1,1,"(0.1530221700668335, 0.21501627564430237)","(0.15370327234268188, 0.19901950657367706)",1,1,2.56500244140625,2.584625244140625,Fixation,POINT (0.1533627212047577 0.2070178911089897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439110584,20953498807,1,1,"(0.15278960764408112, 0.20482973754405975)","(0.15640178322792053, 0.21293319761753082)",1,1,2.551498413085937,2.56610107421875,Fixation,POINT (0.1545956954360008 0.2088814675807953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439118917,20953507140,1,1,"(0.14899034798145294, 0.19839951395988464)","(0.15686416625976562, 0.2113034874200821)",1,1,2.5546112060546875,2.5934600830078125,Fixation,POINT (0.1529272571206093 0.2048515006899834),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439127251,20953515474,1,1,"(0.1521557718515396, 0.21303345263004303)","(0.15051402151584625, 0.20446869730949402)",1,1,2.554306030273437,2.59906005859375,Fixation,POINT (0.1513348966836929 0.2087510749697685),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439135584,20953523807,1,1,"(0.15696373581886292, 0.21603608131408691)","(0.15295998752117157, 0.205489844083786)",1,1,2.5642547607421875,2.58990478515625,Fixation,POINT (0.1549618616700172 0.2107629626989365),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439143917,20953532140,1,1,"(0.15042944252490997, 0.21971498429775238)","(0.15523429214954376, 0.20398585498332977)",1,1,2.56396484375,2.577667236328125,Fixation,POINT (0.1528318673372269 0.2118504196405411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439152251,20953540474,1,1,"(0.1452576220035553, 0.20643815398216248)","(0.14782582223415375, 0.21213503181934357)",1,1,2.543441772460937,2.603378295898437,Fixation,POINT (0.1465417221188545 0.209286592900753),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439160584,20953548807,1,1,"(0.1598123013973236, 0.2041795551776886)","(0.16043509542942047, 0.21143923699855804)",1,1,2.551254272460937,2.5857696533203125,Fixation,POINT (0.160123698413372 0.2078093960881233),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439168918,20953557140,1,1,"(0.15069708228111267, 0.2056705355644226)","(0.15524284541606903, 0.19948409497737885)",1,1,2.543975830078125,2.578216552734375,Fixation,POINT (0.1529699638485908 0.2025773152709007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439177252,20953565474,1,1,"(0.15013407170772552, 0.223415806889534)","(0.15178148448467255, 0.19920317828655243)",1,1,2.567001342773437,2.591705322265625,Fixation,POINT (0.150957778096199 0.2113094925880432),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439185585,20953573807,1,1,"(0.15082864463329315, 0.19423040747642517)","(0.15495996177196503, 0.2070968598127365)",1,1,2.545562744140625,2.584579467773437,Fixation,POINT (0.1528943032026291 0.2006636336445808),,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439193918,20953582140,1,1,"(0.1507539302110672, 0.22267816960811615)","(0.14919912815093994, 0.2006826549768448)",1,1,2.5454559326171875,2.598297119140625,Fixation,POINT (0.1499765291810036 0.2116804122924805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439202252,20953590474,1,1,"(0.15210328996181488, 0.1988116055727005)","(0.15777261555194855, 0.21485459804534912)",1,1,2.536849975585937,2.559600830078125,Fixation,POINT (0.1549379527568817 0.2068331018090248),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439210585,20953598807,1,1,"(0.14858786761760712, 0.21733762323856354)","(0.1481304168701172, 0.19515620172023773)",1,1,2.5327911376953125,2.568588256835937,Fixation,POINT (0.1483591422438622 0.2062469124794006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439218918,20953607140,1,1,"(0.14810888469219208, 0.20039638876914978)","(0.15488331019878387, 0.21080896258354187)",1,1,2.537322998046875,2.5664215087890625,Fixation,POINT (0.151496097445488 0.2056026756763458),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439227258,20953615480,1,1,"(0.15169884264469147, 0.19538283348083496)","(0.15367358922958374, 0.20818807184696198)",1,1,2.556137084960937,2.5670623779296875,Fixation,POINT (0.1526862159371376 0.2017854526638985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439235591,20953623813,1,1,"(0.14956742525100708, 0.21874882280826569)","(0.14944152534008026, 0.20538079738616943)",1,1,2.5512847900390625,2.580169677734375,Fixation,POINT (0.1495044752955437 0.2120648100972176),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439243924,20953632146,1,1,"(0.1513749361038208, 0.21310847997665405)","(0.15536577999591827, 0.20194046199321747)",1,1,2.56072998046875,2.5785064697265625,Fixation,POINT (0.1533703580498695 0.2075244709849358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439252258,20953640480,1,1,"(0.15785177052021027, 0.2071373164653778)","(0.15058273077011108, 0.20541930198669434)",1,1,2.542236328125,2.5862274169921875,Fixation,POINT (0.1542172506451607 0.2062783092260361),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439260591,20953648813,1,1,"(0.14877566695213318, 0.2083320915699005)","(0.1475568264722824, 0.204569011926651)",1,1,2.530609130859375,2.595947265625,Fixation,POINT (0.1481662467122078 0.2064505517482758),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439268924,20953657146,1,1,"(0.15845303237438202, 0.2102068066596985)","(0.15565337240695953, 0.21657805144786835)",1,1,2.5337066650390625,2.5683746337890625,Fixation,POINT (0.1570532023906708 0.2133924290537834),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439277257,20953665479,1,1,"(0.1511182188987732, 0.20737704634666443)","(0.15664418041706085, 0.20781320333480835)",1,1,2.543548583984375,2.5620574951171875,Fixation,POINT (0.153881199657917 0.2075951248407364),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439285591,20953673813,1,1,"(0.14909371733665466, 0.2141597867012024)","(0.14817731082439423, 0.1970699429512024)",1,1,2.525131225585937,2.58050537109375,Fixation,POINT (0.1486355140805244 0.2056148648262024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439293924,20953682146,1,1,"(0.1545446217060089, 0.21518361568450928)","(0.15352043509483337, 0.20584455132484436)",1,1,2.5186309814453125,2.5612030029296875,Fixation,POINT (0.1540325284004211 0.2105140835046768),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439302258,20953690480,1,1,"(0.15246042609214783, 0.21666716039180756)","(0.1565532088279724, 0.21070224046707153)",1,1,2.5370635986328125,2.561492919921875,Fixation,POINT (0.1545068174600601 0.2136847004294395),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439310591,20953698813,1,1,"(0.15036432445049286, 0.20602098107337952)","(0.15448203682899475, 0.1997755616903305)",1,1,2.5370635986328125,2.5684967041015625,Fixation,POINT (0.1524231806397438 0.202898271381855),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439318924,20953707146,1,1,"(0.15460512042045593, 0.20224972069263458)","(0.15106762945652008, 0.21282190084457397)",1,1,2.5482635498046875,2.559661865234375,Fixation,POINT (0.152836374938488 0.2075358107686043),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439327258,20953715480,1,1,"(0.1484467089176178, 0.20906420052051544)","(0.15518401563167572, 0.20298849046230316)",1,1,2.5269927978515625,2.58221435546875,Fixation,POINT (0.1518153622746468 0.2060263454914093),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439335591,20953723813,1,1,"(0.15565161406993866, 0.22014673054218292)","(0.15220803022384644, 0.210109680891037)",1,1,2.5247039794921875,2.590057373046875,Fixation,POINT (0.1539298221468926 0.21512820571661),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439343924,20953732146,1,1,"(0.15267439186573029, 0.19863688945770264)","(0.1492869108915329, 0.20607136189937592)",1,1,2.535308837890625,2.5769195556640625,Fixation,POINT (0.1509806513786316 0.2023541256785393),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439352258,20953740480,1,1,"(0.15488460659980774, 0.21855051815509796)","(0.1545638144016266, 0.2058558464050293)",1,1,2.5234375,2.559555053710937,Fixation,POINT (0.1547242105007172 0.2122031822800636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439360594,20953748816,1,1,"(0.1555488556623459, 0.22000327706336975)","(0.15361474454402924, 0.20954911410808563)",1,1,2.52032470703125,2.557403564453125,Fixation,POINT (0.1545818001031876 0.2147761955857277),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439368919,20953757141,1,1,"(0.15163974463939667, 0.19930805265903473)","(0.15117834508419037, 0.20739854872226715)",1,1,2.5211181640625,2.5807647705078125,Fixation,POINT (0.1514090448617935 0.2033533006906509),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439377260,20953765482,1,1,"(0.15392282605171204, 0.20471034944057465)","(0.1548662781715393, 0.2140880674123764)",1,1,2.5354461669921875,2.5775604248046875,Fixation,POINT (0.1543945521116257 0.2093992084264755),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439385594,20953773816,1,1,"(0.14871205389499664, 0.2128044068813324)","(0.1507822871208191, 0.2070990800857544)",1,1,2.545516967773437,2.570709228515625,Fixation,POINT (0.1497471705079079 0.2099517434835434),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439393928,20953782149,1,1,"(0.14852702617645264, 0.20857934653759003)","(0.15223455429077148, 0.1980002075433731)",1,1,2.542755126953125,2.5607452392578125,Fixation,POINT (0.1503807902336121 0.2032897770404816),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439410586,20953798807,1,1,"(0.11755052953958511, 0.22765053808689117)","(0.11582215130329132, 0.22616645693778992)",1,1,2.52642822265625,2.5662841796875,Fixation,POINT (0.1166863404214382 0.2269084975123406),,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439418921,20953807141,1,1,"(0.11770246922969818, 0.20708009600639343)","(0.1228792667388916, 0.21724505722522736)",1,1,2.554107666015625,2.57470703125,Fixation,POINT (0.1202908679842949 0.2121625766158104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439427254,20953815474,1,1,"(0.11126010119915009, 0.22225414216518402)","(0.12836319208145142, 0.22003021836280823)",1,1,2.527557373046875,2.5732421875,Fixation,POINT (0.1198116466403008 0.2211421802639961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439435587,20953823807,1,1,"(0.10758716613054276, 0.22426031529903412)","(0.12286635488271713, 0.22691740095615387)",1,1,2.5604705810546875,2.587127685546875,Fixation,POINT (0.1152267605066299 0.225588858127594),,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439443921,20953832141,1,1,"(0.11131250858306885, 0.20946800708770752)","(0.11476226150989532, 0.23155607283115387)",1,1,2.5439910888671875,2.564239501953125,Fixation,POINT (0.1130373850464821 0.2205120399594307),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439452254,20953840474,1,1,"(0.11412271857261658, 0.21694979071617126)","(0.11851351708173752, 0.21522974967956543)",1,1,2.5310516357421875,2.567352294921875,Fixation,POINT (0.116318117827177 0.2160897701978684),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439460587,20953848807,1,1,"(0.11189638823270798, 0.2222992330789566)","(0.1236896812915802, 0.22776058316230774)",1,1,2.55419921875,2.5601348876953125,Fixation,POINT (0.1177930347621441 0.2250299081206322),,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439468921,20953857141,1,1,"(0.10816475749015808, 0.21325771510601044)","(0.12607239186763763, 0.23427866399288177)",1,1,2.5633697509765625,2.5758514404296875,Fixation,POINT (0.1171185746788979 0.2237681895494461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439477254,20953865474,1,1,"(0.10996367037296295, 0.22787845134735107)","(0.12534381449222565, 0.22592118382453918)",1,1,2.5385284423828125,2.556121826171875,Fixation,POINT (0.1176537424325943 0.2268998175859451),,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439485596,20953873816,1,1,"(0.10640054941177368, 0.22353845834732056)","(0.11999760568141937, 0.21309393644332886)",1,1,2.535125732421875,2.5537567138671875,Fixation,POINT (0.1131990775465965 0.2183161973953247),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,getImageWithSource,1782360,1212439493930,20953882150,1,1,"(0.11027786135673523, 0.2094760537147522)","(0.11830934882164001, 0.22570154070854187)",1,1,2.5507965087890625,2.56475830078125,Fixation,POINT (0.1142936050891876 0.217588797211647),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,
