Participant,Quality,Method,functiondeclaration_FD,conditional_statement_FD,parameter_FD,variable_declaration_FD,loop_FD,argument_FD,functioncall_FD,externallydefinedvariableorfunction_FD,conditionalblock_FD,return_FD,exceptionhandling_FD,comment_FD,externalclass_FD,variable_FD,assignment_FD,literal_FD,operator_FD,operation_FD
189,2,setGenJarDir,0.0,0.1069540936552439,0.0708357916567667,0.1308556727617714,0.2009125604801523,0.064269863636582,0.0486235789470181,,,,,,,0.0,,,,
316,0,setGenJarDir,0.0547827547282103,0.0333390000159852,0.0982619560209158,0.1594499333839241,0.0388909999746829,0.0280005600047297,0.0730960857123136,,,,,,,0.0,,,,
312,2,setGenJarDir,0.0363651212079055,0.0166719999397173,0.027780666675729,0.0661143666385516,0.0,0.0473112258346631,0.0861134126945028,,,,,,,0.0,,,,
139,1,setGenJarDir,0.0822245666672945,0.0647651285713956,0.1570758666668055,0.2398945518556778,0.146775920255987,0.1585223555555177,0.113816400000183,,,,,,,0.0166659999995317,,,,
136,1,getUserNameFromCookie,0.0785768571243221,0.2316673001235659,,0.0700004000216722,0.3516809500482242,,,,,0.0333330000285059,0.0166669997852295,0.0333340000361204,,,,,,
176,2,getUserNameFromCookie,0.0875030000461265,0.1000079999212175,,0.116671249968931,0.3291707500466142,,,,,0.0,0.0,0.2500100000761449,,,,,,
155,0,getUserNameFromCookie,0.0633403999847359,0.1328748333326073,,0.2548420873132442,0.4190246733205102,,,,,0.0500129999709315,0.0,0.0791730000346433,,,,,,
317,2,getUserNameFromCookie,0.0518522222409956,0.0,,0.1500107499450675,0.2638934167916882,,,,,0.0166710000485181,0.0,0.0166670000180602,,,,,,
319,2,getUserNameFromCookie,0.0166690000332891,0.0166929999832063,,0.0416989998775532,0.0500810000812634,,,,,0.0,0.0,0.0,,,,,,
186,2,getUserNameFromCookie,0.0,0.0,,0.0,0.0652843333567336,,,,,0.0,0.0,0.0,,,,,,
182,1,getUserNameFromCookie,0.0208335000061197,0.1833435000153256,,0.281886424955155,0.3685328889178988,,,,,0.0,0.0,0.0,,,,,,
310,2,getUserNameFromCookie,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,
129,2,getUserNameFromCookie,0.0257591818226501,0.1000069999718106,,0.1127831666769148,0.0833386666490695,,,,,0.0,0.0166670000180602,0.0666665000171633,,,,,,
111,2,getUserNameFromCookie,0.2318730000046984,0.2263996666774294,,0.1534975405941845,0.3500115000085007,,,,,0.0166659999958938,0.0,0.0,,,,,,
313,2,getUserNameFromCookie,0.1113970021912981,0.407710693202151,,0.076674799970351,0.5236762877071979,,,,,0.0722266666513556,0.0,0.0,,,,,,
315,0,getUserNameFromCookie,0.033335062496917,0.1900768690677413,,0.1544976394228409,0.3027951249387109,,,,,0.0,0.0333339999779127,0.0222226666519418,,,,,,
133,0,getUserNameFromCookie,0.0906865208154258,0.240851974157612,,0.1703606666398366,0.4402098047552583,,,,,0.0500016666483133,0.0309530000335403,0.1000040001235902,,,,,,
143,2,getUserNameFromCookie,0.0498095153804079,0.1375054999516575,,0.0735328235211507,0.0833334999886572,,,,,0.0541694999992614,0.0,0.0333340000167178,,,,,,
311,0,getUserNameFromCookie,0.1812550000613555,0.0,,0.1250020000734365,0.0333330000285059,,,,,0.0,0.0,0.0,,,,,,
314,0,getUserNameFromCookie,0.0166660000104457,0.0999980000342474,,0.0333343333234854,0.1527866666583575,,,,,0.0,0.0,0.0,,,,,,
106,2,getUserNameFromCookie,0.0625010833294557,0.0,,0.08055933334496,0.2777913333848116,,,,,0.0,0.0,0.0,,,,,,
318,2,getUserNameFromCookie,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,
147,2,getUserNameFromCookie,0.1301634523912243,0.0500009999377652,,0.1886986071019365,0.2723477810614328,,,,,0.0,0.0166679999092593,0.0,,,,,,
191,1,getUserNameFromCookie,0.0866747000603935,0.2136077000255072,,0.2019274090654849,0.5486343332796373,,,,,0.0,0.0,0.0499970000237226,,,,,,
189,2,getUserNameFromCookie,0.050982294114553,0.0708340000055612,,0.1850064000362179,0.2764080000003251,,,,,0.0,0.0249999999796273,0.0,,,,,,
316,2,getUserNameFromCookie,0.1041732083055345,0.150006500101881,,0.0545533635833469,0.1805619999067854,,,,,0.0166670000180602,0.0333352500310866,0.016671999997925,,,,,,
139,0,getUserNameFromCookie,0.0358995384615179,0.3886026190464988,,0.2030354393922961,0.4363585162239268,,,,,0.0444459999992735,0.0,0.0,,,,,,
168,1,exportXVRL,0.0222246666671708,0.0535730714078193,0.0541669999850757,0.3043177807419628,,0.0604186666411502,0.0342602222291235,,0.050000666679504,,0.0250034999917261,,,0.0,,,,
310,2,exportXVRL,0.0,0.0,0.0,0.1363156071123997,,0.077223133353982,0.0645867499843007,,0.0166695000370964,,0.0,,,0.0,,,,
129,2,exportXVRL,0.075305690889416,0.0,0.0350007999979425,0.398265423732384,,0.0875028750087948,0.0166670000180602,,0.0,,0.0333339999779127,,,0.0,,,,
318,1,exportXVRL,0.0,0.0,0.0250004999979864,0.21549299997527,,0.0,0.0249994999612681,,0.0,,0.0,,,0.0,,,,
147,1,exportXVRL,0.0615226647152346,0.105560333371007,0.059617846057965,0.3455283290745194,,0.0772259333015729,0.0451397499903881,,0.0722268667460108,,0.0374935000145342,,,0.0,,,,
176,2,getRemoteObject,0.0416670000413432,0.0500043333352853,0.0166660000104457,,,,,,,0.0388893333729356,0.0500020000617951,,,,,,,
117,0,getRemoteObject,0.0780175461447259,0.12278506666092029,0.11389183336480821,,,,,,,0.0,0.17917091666701399,,,,,,,
313,2,getRemoteObject,0.0166670000180602,0.0333304999803658,0.0833390000043436,,,,,,,0.0,0.0750029999908292,,,,,,,
314,2,getRemoteObject,0.0416670000122394,0.21668100000048662,0.0250005000270903,,,,,,,0.0166670000180602,0.1204810285890873,,,,,,,
316,0,getRemoteObject,0.11756523244538841,0.15334019998554121,0.045831499970518,,,,,,,0.0,0.0666680000722408,,,,,,,
139,2,getRemoteObject,0.1117109285710501,0.36825006241148595,0.0677116666676435,,,,,,,0.0625007499997991,0.4041709761906441,,,,,,,
136,1,go,0.0333344999235123,0.0416685555699384,0.20667635006830082,,,0.11338933335024509,0.0900393724395875,0.1006653421729997,0.12258429851074351,,0.0,0.0346164615609898,0.0467761290454936,,,,0.0,
176,2,go,0.0499999998137354,0.3272353999937572,0.0,,,0.058336166664958,0.1450412856703179,0.0541677666207153,0.18472957587095357,,0.0,0.0250023999717086,0.0446449285872014,,,,0.0,
155,2,go,0.0,0.25834949998534273,0.0238094285596162,,,0.30000950002189086,0.1592673055428247,0.1427813999704084,0.2883395999902856,,0.0619467666547279,0.1250038333334183,0.0833450000500306,,,,0.0333390000159852,
117,0,go,0.066669000002245,0.096875999959593,0.0666679998976178,,,0.025001499991049,0.0731499166706473,0.11250492853495009,0.9472566666469596,,0.0777834166801766,0.0333349999855272,0.0750033333121488,,,,0.0166669999598525,
166,2,go,0.0,0.1666809998569077,0.1434083750258044,,,0.0666700000874698,0.0416692500002682,0.0416696666274218,0.19639651676795108,,0.0555570000239337,0.0333360000513494,0.0166660000104457,,,,0.0,
317,0,go,0.0250004999979864,0.0357150357387061,0.0,,,0.0833389999752397,0.0944490000062311,0.1055583333266742,0.0708432499959598,,0.0,0.0,0.0,,,,0.0,
168,2,go,0.0,0.0,0.0277778333499251,,,0.0416689999983645,0.0166664999851491,0.0222220000190039,0.0361104999950233,,0.0,0.0500045000226236,0.0250007500289939,,,,0.0,
319,2,go,0.0,0.0,0.0,,,0.0,0.0638926666773233,0.0,0.0,,0.0,0.0,0.0333335000323131,,,,0.0,
186,0,go,0.0,0.100003416679101,0.0166669999598525,,,0.08354789743838731,0.07430791661762559,0.0647098529546329,0.150285038903045,,0.0,0.0166670000180602,0.0166680000023916,,,,0.0,
182,0,go,0.1458425000309943,0.1777860000535534,0.1194494999654124,,,0.0166663333269146,0.10309800000395619,0.0166685000003781,0.0833339999856737,,0.0583404999633785,0.0,0.0416729999851668,,,,0.0,
310,2,go,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,
129,0,go,0.0350005999905988,0.0833345999941229,0.0500004999557858,,,0.08958462503505861,0.0375011666619684,0.0466667999979108,0.1246572083279412,,0.0,0.0166670000180602,0.0666682857388098,,,,0.0,
111,1,go,0.1444479999894004,0.14625955000992671,0.10833849998016361,,,0.1093765000150596,0.11403311410704639,0.1392937857069357,0.050001000005674104,,0.1354292500018345,0.0166669999962323,0.0300023999996483,,,,0.0277773333267153,
313,2,go,0.0,0.0683337499678599,0.0,,,0.09999933333407761,0.1345991969541168,0.0,0.11111541664043499,,0.0333365000115009,0.0,0.016674000013154,,,,0.029168999993999,
315,0,go,0.0499920000438578,0.0708360000862738,0.1513938333082476,,,0.1555608333825752,0.0212121818225238,0.08205161541431699,0.11968008465863411,,0.0,0.0291662500094389,0.0166708333126734,,,,0.0166670000180602,
133,1,go,0.0388896664759764,0.117873422278919,0.2429295999638268,,,0.1265471896719089,0.1196458214378382,0.0666685000178403,0.1569697611099856,,0.0,0.0266660000197589,0.0309033333226883,,,,0.0527823333783696,
143,2,go,0.0539690476074437,0.0166679999965708,0.0250009999726898,,,0.038888999988557604,0.0611183333191242,0.0333340000070165,0.0,,0.0333319999626836,0.0,0.0318207272714723,,,,0.0,
311,1,go,0.0,0.0,0.0,,,0.0166670000180602,0.0749989999458192,0.1083347499952651,0.0,,0.0500010000541806,0.0333330000285059,0.0166660000104457,,,,0.0240753333265375,
314,2,go,0.030001600011019,0.0166673333248278,0.0333359999931417,,,0.0500020000181393,0.0333340000167178,0.15416924998135068,0.0416659999900729,,0.0,0.0166670000180602,0.016666499999701,,,,0.0,
106,1,go,0.0166660000104457,0.06667499998002299,0.0416669999831355,,,0.0437513749857315,0.07083409999177079,0.0277776666674374,0.033332999999402,,0.0,0.0166649999834286,0.0208331666653975,,,,0.0166669999889563,
318,1,go,0.0,0.0166660000104457,0.0500079999619628,,,0.0,0.0,0.0,0.1111160000630964,,0.0,0.0833400000119581,0.0,,,,0.0,
147,1,go,0.0450022999546489,0.1030597999672559,0.11932156062208701,,,0.0583361111219144,0.0969479000279937,0.062502749991836,0.37918114995118213,,0.0472233333469679,0.0249995000194758,0.0261913571406954,,,,0.0,
191,2,go,0.0472209999958673,0.1197639999046389,0.0805650417217595,,,0.1350107999809551,0.0666726666968315,0.0558342249685665,0.0666666665929368,,0.0333319999044761,0.0277783333634336,0.0357646250001077,,,,0.0249999999650754,
189,1,go,0.0166670000180602,0.1130964285631696,0.0666672500010462,,,0.1035779571372715,0.0312511249976523,0.058752450007886994,0.2036443846178354,,0.0166670000180602,0.0333342857193201,0.03148200000093,,,,0.0,
316,2,go,0.0333355000184383,0.0833390000625513,0.1841750833613331,,,0.0166670000180602,0.0354166249962872,0.033341000031214096,0.0388916666464258,,0.0,0.0166672500054119,0.0365099523887259,,,,0.0,
312,0,go,0.0,0.0250004999688826,0.0,,,0.06859680763983081,0.0766688000177964,0.0583364999038167,0.0333334999741055,,0.0,0.0,0.0916700000234413,,,,0.0,
139,0,go,0.0833370000000286,0.1836842499986534,0.196114366667522,,,0.12000843289985551,0.13124696935460028,0.10908765161349679,0.1985301777766329,,0.0944460000003649,0.0666703333333013,0.0500019999997473,,,,0.0666703333329981,
317,2,getClassNameForLookAndFeel,0.0309539999995779,0.0625029999646357,0.0541682499897432,,,,,,0.1150883094818534,0.040009000035933995,,,,,,,,
314,1,getClassNameForLookAndFeel,0.09200335999543299,0.0243586923103206,0.0,,,,,,0.2166797857114162,0.077777999996518,,,,,,,,
106,2,getClassNameForLookAndFeel,0.09140962498440769,0.057911490733170395,0.0500020000035874,,,,,,0.1083387499849776,0.0,,,,,,,,
147,1,getClassNameForLookAndFeel,0.06851431441221689,0.0933011272138999,0.0,,,,,,0.1970687221908719,0.0875068000168539,,,,,,,,
191,0,getClassNameForLookAndFeel,0.08388223513230461,0.0919474166332898,0.033339999965392,,,,,,0.1343773572235865,0.0777796667146806,,,,,,,,
312,0,getClassNameForLookAndFeel,0.0797646428358608,0.10545736354013721,0.1333439999725669,,,,,,0.2368968878049571,0.0847317499283234,,,,,,,,
319,2,getApplicableLaw,0.0166660000104457,0.1616726000560446,0.0,,0.19442460779599563,,,,,0.0444446666709457,0.0,,,,,,,
315,0,getApplicableLaw,0.0671478095281469,0.1578757982450833,0.0276328947388959,,0.18577396231780122,,,,,0.0659748750088813,0.061542600004647105,,,,,,,
168,1,test,0.136113666735279,,,0.2181465799616515,,0.2413950166577702,0.2769896930543296,,,,0.0500046666905594,,,,,,,
311,2,test,0.1225604867058184,,,0.2976192159045141,,0.1202815166984992,0.2324828063711533,,,,0.0214281428405748,,,,,,,
106,1,test,0.2159835833153919,,,0.1444533333124126,,0.0,0.0666679999849291,,,,0.0,,,,,,,
318,2,test,0.0,,,0.0,,0.0,0.0,,,,0.0,,,,,,,
136,2,updateSchema,0.0166660000104457,,0.0392174705972565,,,0.125001500127837,0.0583360000746324,0.0870562307644062,,,0.0583359999582171,,0.0,,,,,
176,0,updateSchema,0.0605571999292199,,0.1216736001428215,,,0.0694466667094578,0.0250030000461265,0.1191739000496453,,,0.1166709999088198,,0.0,,,,,
155,2,updateSchema,0.0,,0.1507938094880608,,,0.0749999999922389,0.0527809999960785,0.2083439999842085,,,0.0500009999959729,,0.137507999985246,,,,,
117,0,updateSchema,0.1579419761893361,,0.076396366659901,,,0.033332999999402,0.0,0.1100025999476201,,,0.0500019999453796,,0.0,,,,,
166,1,updateSchema,0.0,,0.0363117142696864,,,0.1857139999046921,0.036113111108231,0.062490999989677,,,0.0,,0.027779666648712,,,,,
317,0,updateSchema,0.0,,0.0166675000073155,,,0.0333340000070165,0.016669999982696,0.0666719999862834,,,0.0,,0.0,,,,,
168,1,updateSchema,0.0273825714248232,,0.0854211250698425,,,0.016669999982696,0.0,0.0703393095159082,,,0.0166670000180602,,0.0,,,,,
319,0,updateSchema,0.0,,0.0277776666140804,,,0.0333339999779127,0.0208344999991823,0.0333350000437349,,,0.0166669999016448,,0.0,,,,,
186,0,updateSchema,0.0166670000180602,,0.075001000019256,,,0.0666790000395848,0.0,0.070837000006577,,,0.0,,0.0,,,,,
182,0,updateSchema,0.1083345000224653,,0.0944486666121519,,,0.0,0.0,0.1000040000071749,,,0.0,,0.0,,,,,
310,2,updateSchema,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,,,,
129,0,updateSchema,0.0208330000168643,,0.1138911667027665,,,0.0333340000361204,0.0,0.0166670000180602,,,0.0,,0.0,,,,,
