pid,public.0,DBusInterface.0,getRemoteObject.0,String.0,objectpath.0,throws.0,DBusException.0,if.0,nan.0,==.0,objectpath.1,throw.0,new.0,DBusException.1,"""Invalid object path: null"".100",if.1,objectpath.2,matches.0,OBJECT_REGEX.0,||.0,objectpath.3,length.0,>.0,MAX_NAME_LENGTH.0,throw.1,new.1,DBusException.2,"""Invalid object path: "".101",+.0,objectpath.4,return.0,dynamicProxy.0,objectpath.5,code,participant_summary
176,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,15
117,0,13,10,2,3,1,0,0,0,0,5,0,0,3,0,1,4,3,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,36,32
313,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,5,46
314,0,2,0,0,2,7,5,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,34,14
316,2,13,23,1,4,0,1,0,1,0,5,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48,39
139,0,6,14,8,3,6,3,0,6,1,24,0,2,1,0,1,32,38,43,7,16,2,0,0,0,0,7,2,0,2,0,8,1,83,49
