Participant,Quality,Method,functiondeclaration_FC,conditional_statement_FC,parameter_FC,variable_declaration_FC,loop_FC,argument_FC,functioncall_FC,externallydefinedvariableorfunction_FC,conditionalblock_FC,return_FC,exceptionhandling_FC,comment_FC,externalclass_FC,variable_FC,assignment_FC,literal_FC,operator_FC,operation_FC
168,1,testOneTwoThreeCreateCycle,1.0,,,15.0,,10.0,18.0,,,,1.0,,,0.0,,,,
111,1,testOneTwoThreeCreateCycle,24.0,,,15.0,,23.0,43.0,,,,0.0,,,10.0,,,,
315,0,testOneTwoThreeCreateCycle,47.0,,,109.0,,60.0,82.0,,,,5.0,,,1.0,,,,
143,1,testOneTwoThreeCreateCycle,50.0,,,28.0,,4.0,52.0,,,,0.0,,,7.0,,,,
314,2,testOneTwoThreeCreateCycle,88.0,,,69.0,,27.0,54.0,,,,5.0,,,1.0,,,,
312,2,testOneTwoThreeCreateCycle,18.0,,,98.0,,63.0,56.0,,,,0.0,,,0.0,,,,
139,2,testOneTwoThreeCreateCycle,19.0,,,130.0,,36.0,118.0,,,,3.0,,,1.0,,,,
155,2,onAttach,0.0,28.0,,,,23.0,9.0,25.0,,9.0,,6.0,3.0,,0.0,,,
117,0,onAttach,16.0,2.0,,,,7.0,1.0,3.0,,2.0,,0.0,0.0,,0.0,,,
310,2,onAttach,0.0,0.0,,,,0.0,0.0,2.0,,1.0,,0.0,0.0,,0.0,,,
147,2,onAttach,22.0,14.0,,,,9.0,24.0,6.0,,9.0,,0.0,4.0,,4.0,,,
176,0,getBackCommand22,21.0,10.0,,,,,,,13.0,4.0,,5.0,,,,,,
129,2,getBackCommand22,12.0,10.0,,,,,,,6.0,3.0,,0.0,,,,,,
139,0,getBackCommand22,12.0,35.0,,,,,,,130.0,12.0,,50.0,,,,,,
176,2,populateNewList,17.0,,,,28.0,35.0,3.0,16.0,,,,,4.0,,0.0,,,
117,0,populateNewList,39.0,,,,9.0,38.0,15.0,41.0,,,,,27.0,,2.0,,,
182,2,populateNewList,5.0,,,,3.0,42.0,0.0,9.0,,,,,6.0,,0.0,,,
310,2,populateNewList,0.0,,,,2.0,19.0,6.0,3.0,,,,,17.0,,0.0,,,
111,0,populateNewList,46.0,,,,16.0,41.0,1.0,30.0,,,,,4.0,,1.0,,,
315,0,populateNewList,39.0,,,,89.0,113.0,25.0,43.0,,,,,18.0,,0.0,,,
147,1,populateNewList,34.0,,,,29.0,34.0,3.0,23.0,,,,,11.0,,0.0,,,
191,2,populateNewList,31.0,,,,18.0,40.0,3.0,14.0,,,,,4.0,,0.0,,,
117,0,getEffect,18.0,17.0,0.0,7.0,15.0,,,8.0,,0.0,,,,,,,,
129,0,getEffect,43.0,29.0,4.0,26.0,30.0,,,1.0,,0.0,,,,,,,,
313,1,getEffect,2.0,3.0,1.0,4.0,0.0,,,2.0,,4.0,,,,,,,,
143,1,getEffect,26.0,4.0,16.0,43.0,4.0,,,34.0,,3.0,,,,,,,,
314,2,getEffect,18.0,54.0,3.0,70.0,49.0,,,24.0,,0.0,,,,,,,,
191,2,getEffect,26.0,32.0,0.0,13.0,15.0,,,6.0,,5.0,,,,,,,,
136,1,updateGain,8.0,11.0,,69.0,58.0,,,,,,,,,,,,,
155,0,updateGain,8.0,3.0,,34.0,23.0,,,,,,,,,,,,,
117,0,updateGain,15.0,0.0,,45.0,4.0,,,,,,,,,,,,,
166,2,updateGain,0.0,4.0,,7.0,31.0,,,,,,,,,,,,,
317,2,updateGain,0.0,10.0,,17.0,28.0,,,,,,,,,,,,,
168,2,updateGain,2.0,1.0,,8.0,5.0,,,,,,,,,,,,,
319,2,updateGain,0.0,0.0,,12.0,6.0,,,,,,,,,,,,,
186,1,updateGain,0.0,3.0,,2.0,5.0,,,,,,,,,,,,,
182,1,updateGain,19.0,0.0,,49.0,0.0,,,,,,,,,,,,,
310,1,updateGain,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,
129,2,updateGain,32.0,5.0,,62.0,11.0,,,,,,,,,,,,,
111,1,updateGain,15.0,8.0,,111.0,18.0,,,,,,,,,,,,,
313,0,updateGain,34.0,5.0,,173.0,98.0,,,,,,,,,,,,,
315,0,updateGain,4.0,1.0,,51.0,9.0,,,,,,,,,,,,,
133,0,updateGain,22.0,21.0,,124.0,27.0,,,,,,,,,,,,,
143,2,updateGain,17.0,4.0,,85.0,10.0,,,,,,,,,,,,,
314,1,updateGain,8.0,5.0,,73.0,5.0,,,,,,,,,,,,,
106,2,updateGain,13.0,4.0,,60.0,11.0,,,,,,,,,,,,,
318,1,updateGain,7.0,1.0,,5.0,2.0,,,,,,,,,,,,,
147,1,updateGain,68.0,8.0,,120.0,32.0,,,,,,,,,,,,,
189,2,updateGain,6.0,31.0,,119.0,34.0,,,,,,,,,,,,,
316,0,updateGain,29.0,0.0,,71.0,2.0,,,,,,,,,,,,,
312,2,updateGain,31.0,21.0,,143.0,7.0,,,,,,,,,,,,,
139,0,updateGain,67.0,31.0,,275.0,102.0,,,,,,,,,,,,,
155,0,evaluate,5.0,1.0,1.0,4.0,,,,,,3.0,1.0,,,,,,,
117,2,evaluate,5.0,8.0,6.0,23.0,,,,,,0.0,13.0,,,,,,,
317,2,evaluate,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,
319,1,evaluate,0.0,0.0,0.0,8.0,,,,,,4.0,3.0,,,,,,,
186,0,evaluate,0.0,1.0,0.0,5.0,,,,,,0.0,6.0,,,,,,,
314,2,evaluate,5.0,8.0,9.0,37.0,,,,,,25.0,1.0,,,,,,,
182,2,abstractMatrix3D,29.0,,0.0,5.0,,19.0,,61.0,,0.0,,5.0,,9.0,2.0,,,
310,2,abstractMatrix3D,0.0,,0.0,1.0,,0.0,,0.0,,0.0,,1.0,,3.0,0.0,,,
129,1,abstractMatrix3D,15.0,,2.0,38.0,,7.0,,101.0,,0.0,,32.0,,25.0,4.0,,,
318,2,abstractMatrix3D,1.0,,0.0,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,0.0,,,
189,1,abstractMatrix3D,1.0,,2.0,1.0,,10.0,,23.0,,1.0,,6.0,,9.0,0.0,,,
186,2,saveSetting,1.0,,2.0,,,99.0,21.0,,,,,,,6.0,,,,
133,2,saveSetting,8.0,,8.0,,,25.0,7.0,,,,,,,4.0,,,,
311,2,saveSetting,15.0,,0.0,,,4.0,0.0,,,,,,,0.0,,,,
189,2,saveSetting,0.0,,2.0,,,133.0,41.0,,,,,,,0.0,,,,
316,2,saveSetting,8.0,,6.0,,,6.0,23.0,,,,,,,3.0,,,,
319,0,isInvalidEmailLink,0.0,,,,,,,,,2.0,,0.0,,,,,,
111,2,isInvalidEmailLink,6.0,,,,,,,,,21.0,,0.0,,,,,,
143,2,isInvalidEmailLink,6.0,,,,,,,,,6.0,,0.0,,,,,,
318,2,isInvalidEmailLink,0.0,,,,,,,,,0.0,,0.0,,,,,,
319,1,visitRetStmt,0.0,1.0,5.0,3.0,17.0,5.0,2.0,0.0,,,,,,0.0,,,,
315,0,visitRetStmt,28.0,7.0,27.0,70.0,17.0,36.0,15.0,57.0,,,,,,1.0,,,,
133,2,visitRetStmt,11.0,19.0,4.0,59.0,9.0,1.0,0.0,5.0,,,,,,2.0,,,,
191,2,visitRetStmt,43.0,46.0,15.0,64.0,80.0,14.0,11.0,75.0,,,,,,7.0,,,,
166,2,testCookieGreaterThan,3.0,,,4.0,,20.0,34.0,,,,0.0,,,4.0,,,,
317,0,testCookieGreaterThan,22.0,,,12.0,,39.0,45.0,,,,6.0,,,0.0,,,,
189,2,testCookieGreaterThan,14.0,,,9.0,,54.0,28.0,,,,2.0,,,0.0,,,,
136,2,getImageWithSource,14.0,25.0,0.0,6.0,1.0,,,,,4.0,,,,,,,,
176,0,getImageWithSource,7.0,37.0,0.0,2.0,1.0,,,,,0.0,,,,,,,,
155,0,getImageWithSource,6.0,4.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,
117,0,getImageWithSource,33.0,4.0,0.0,4.0,5.0,,,,,0.0,,,,,,,,
166,2,getImageWithSource,14.0,2.0,0.0,6.0,3.0,,,,,2.0,,,,,,,,
317,2,getImageWithSource,10.0,8.0,4.0,16.0,3.0,,,,,6.0,,,,,,,,
168,1,getImageWithSource,9.0,41.0,10.0,19.0,5.0,,,,,0.0,,,,,,,,
319,2,getImageWithSource,1.0,6.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,
182,1,getImageWithSource,7.0,0.0,0.0,5.0,0.0,,,,,0.0,,,,,,,,
129,0,getImageWithSource,41.0,14.0,1.0,5.0,9.0,,,,,0.0,,,,,,,,
111,2,getImageWithSource,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,
313,0,getImageWithSource,14.0,52.0,2.0,9.0,6.0,,,,,1.0,,,,,,,,
315,0,getImageWithSource,16.0,47.0,8.0,13.0,3.0,,,,,5.0,,,,,,,,
133,2,getImageWithSource,41.0,43.0,6.0,17.0,14.0,,,,,1.0,,,,,,,,
143,0,getImageWithSource,17.0,3.0,0.0,8.0,1.0,,,,,0.0,,,,,,,,
311,0,getImageWithSource,30.0,12.0,0.0,7.0,5.0,,,,,0.0,,,,,,,,
314,2,getImageWithSource,21.0,33.0,0.0,4.0,7.0,,,,,2.0,,,,,,,,
106,1,getImageWithSource,23.0,11.0,0.0,4.0,9.0,,,,,0.0,,,,,,,,
318,2,getImageWithSource,0.0,0.0,2.0,4.0,1.0,,,,,1.0,,,,,,,,
147,1,getImageWithSource,60.0,18.0,2.0,9.0,14.0,,,,,4.0,,,,,,,,
191,2,getImageWithSource,55.0,16.0,1.0,31.0,8.0,,,,,2.0,,,,,,,,
189,2,getImageWithSource,25.0,35.0,5.0,18.0,1.0,,,,,2.0,,,,,,,,
316,0,getImageWithSource,22.0,3.0,0.0,13.0,5.0,,,,,0.0,,,,,,,,
312,0,getImageWithSource,15.0,15.0,7.0,6.0,0.0,,,,,0.0,,,,,,,,
139,0,getImageWithSource,15.0,33.0,1.0,34.0,10.0,,,,,0.0,,,,,,,,
136,1,deleteCascade,8.0,,6.0,,,2.0,54.0,5.0,,,,27.0,,,,,,
317,1,deleteCascade,6.0,,2.0,,,33.0,68.0,24.0,,,,14.0,,,,,,
319,2,deleteCascade,0.0,,0.0,,,1.0,0.0,4.0,,,,0.0,,,,,,
111,2,deleteCascade,15.0,,13.0,,,1.0,34.0,5.0,,,,3.0,,,,,,
143,0,deleteCascade,18.0,,4.0,,,1.0,34.0,25.0,,,,24.0,,,,,,
166,2,handleHalt,3.0,10.0,,,,,6.0,,7.0,6.0,,0.0,2.0,,,0.0,,
310,0,handleHalt,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,
189,0,handleHalt,0.0,11.0,,,,,1.0,,8.0,4.0,,0.0,0.0,,,4.0,,
155,2,testInvoke,22.0,,,59.0,,18.0,52.0,27.0,,,10.0,,,,,,,
317,2,testInvoke,19.0,,,39.0,,99.0,34.0,1.0,,,15.0,,,,,,,
111,2,testInvoke,8.0,,,13.0,,9.0,27.0,22.0,,,3.0,,,,,,,
315,0,testInvoke,29.0,,,16.0,,59.0,137.0,0.0,,,8.0,,,,,,,
133,2,testInvoke,40.0,,,3.0,,24.0,43.0,25.0,,,6.0,,,,,,,
311,2,testInvoke,27.0,,,6.0,,2.0,14.0,30.0,,,1.0,,,,,,,
314,1,testInvoke,17.0,,,4.0,,7.0,31.0,2.0,,,10.0,,,,,,,
318,1,testInvoke,1.0,,,0.0,,12.0,5.0,0.0,,,4.0,,,,,,,
147,1,testInvoke,12.0,,,26.0,,27.0,52.0,29.0,,,9.0,,,,,,,
191,2,testInvoke,27.0,,,15.0,,43.0,44.0,27.0,,,6.0,,,,,,,
312,1,testInvoke,2.0,,,3.0,,22.0,12.0,1.0,,,0.0,,,,,,,
166,1,compareTo,4.0,13.0,0.0,,,,,,,13.0,,,,,,,,
168,1,compareTo,10.0,22.0,3.0,,,,,,,4.0,,,,,,,,
186,2,compareTo,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,
313,1,compareTo,17.0,46.0,13.0,,,,,,,35.0,,,,,,,,
133,2,compareTo,15.0,39.0,10.0,,,,,,,10.0,,,,,,,,
314,2,compareTo,2.0,4.0,4.0,,,,,,,0.0,,,,,,,,
106,2,compareTo,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,
136,2,addPKColumn,14.0,4.0,10.0,49.0,,1.0,6.0,21.0,,,16.0,,,,,,,
176,2,addPKColumn,18.0,6.0,14.0,18.0,,0.0,1.0,7.0,,,11.0,,,,,,,
155,2,addPKColumn,26.0,14.0,43.0,85.0,,1.0,7.0,21.0,,,14.0,,,,,,,
117,2,addPKColumn,35.0,11.0,41.0,14.0,,0.0,0.0,2.0,,,15.0,,,,,,,
166,0,addPKColumn,0.0,5.0,0.0,3.0,,0.0,1.0,1.0,,,19.0,,,,,,,
317,0,addPKColumn,3.0,10.0,2.0,8.0,,3.0,0.0,6.0,,,13.0,,,,,,,
168,2,addPKColumn,3.0,6.0,4.0,11.0,,1.0,0.0,2.0,,,20.0,,,,,,,
319,0,addPKColumn,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,8.0,,,,,,,
186,0,addPKColumn,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,6.0,,,,,,,
182,0,addPKColumn,8.0,7.0,17.0,34.0,,0.0,0.0,2.0,,,10.0,,,,,,,
129,0,addPKColumn,30.0,6.0,31.0,13.0,,0.0,2.0,0.0,,,7.0,,,,,,,
111,2,addPKColumn,3.0,8.0,4.0,1.0,,0.0,1.0,0.0,,,8.0,,,,,,,
313,0,addPKColumn,23.0,3.0,26.0,23.0,,0.0,1.0,4.0,,,32.0,,,,,,,
315,0,addPKColumn,27.0,8.0,6.0,35.0,,0.0,2.0,1.0,,,6.0,,,,,,,
133,0,addPKColumn,33.0,11.0,27.0,52.0,,1.0,3.0,9.0,,,44.0,,,,,,,
143,2,addPKColumn,9.0,1.0,12.0,6.0,,0.0,0.0,2.0,,,4.0,,,,,,,
311,0,addPKColumn,15.0,2.0,13.0,22.0,,0.0,0.0,4.0,,,11.0,,,,,,,
314,2,addPKColumn,1.0,5.0,1.0,34.0,,0.0,0.0,1.0,,,15.0,,,,,,,
106,0,addPKColumn,24.0,2.0,23.0,6.0,,0.0,0.0,0.0,,,14.0,,,,,,,
318,1,addPKColumn,6.0,0.0,0.0,2.0,,0.0,0.0,1.0,,,0.0,,,,,,,
147,1,addPKColumn,18.0,3.0,23.0,53.0,,0.0,2.0,3.0,,,15.0,,,,,,,
191,0,addPKColumn,7.0,8.0,6.0,22.0,,0.0,0.0,9.0,,,3.0,,,,,,,
189,2,addPKColumn,14.0,7.0,2.0,44.0,,2.0,0.0,2.0,,,16.0,,,,,,,
316,0,addPKColumn,22.0,1.0,13.0,3.0,,0.0,0.0,0.0,,,5.0,,,,,,,
139,0,addPKColumn,20.0,9.0,23.0,54.0,,0.0,1.0,0.0,,,27.0,,,,,,,
176,0,selectBracketingEntries,35.0,,18.0,,,8.0,,82.0,,15.0,1.0,17.0,64.0,,2.0,,,
182,2,selectBracketingEntries,77.0,,32.0,,,0.0,,17.0,,4.0,5.0,4.0,2.0,,2.0,,,
133,0,selectBracketingEntries,11.0,,19.0,,,1.0,,43.0,,15.0,1.0,9.0,14.0,,6.0,,,
143,1,selectBracketingEntries,7.0,,2.0,,,3.0,,37.0,,3.0,3.0,14.0,20.0,,0.0,,,
106,2,selectBracketingEntries,19.0,,7.0,,,0.0,,23.0,,1.0,4.0,0.0,9.0,,0.0,,,
191,0,selectBracketingEntries,6.0,,8.0,,,0.0,,49.0,,12.0,7.0,11.0,23.0,,1.0,,,
136,2,equals,1.0,21.0,2.0,35.0,,,,,,102.0,,,,,,,,
176,0,equals,11.0,11.0,7.0,54.0,,,,,,20.0,,,,,,,,
155,2,equals,4.0,19.0,0.0,29.0,,,,,,61.0,,,,,,,,
117,2,equals,11.0,0.0,10.0,19.0,,,,,,3.0,,,,,,,,
166,1,equals,2.0,3.0,3.0,11.0,,,,,,12.0,,,,,,,,
317,1,equals,10.0,42.0,8.0,68.0,,,,,,81.0,,,,,,,,
168,1,equals,1.0,3.0,5.0,36.0,,,,,,42.0,,,,,,,,
319,2,equals,0.0,2.0,1.0,2.0,,,,,,5.0,,,,,,,,
186,2,equals,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,
182,0,equals,7.0,21.0,5.0,3.0,,,,,,13.0,,,,,,,,
129,2,equals,7.0,2.0,9.0,8.0,,,,,,5.0,,,,,,,,
111,2,equals,19.0,2.0,8.0,12.0,,,,,,8.0,,,,,,,,
313,2,equals,20.0,33.0,18.0,57.0,,,,,,82.0,,,,,,,,
315,2,equals,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,
133,1,equals,15.0,14.0,11.0,68.0,,,,,,14.0,,,,,,,,
143,1,equals,18.0,12.0,11.0,23.0,,,,,,10.0,,,,,,,,
311,2,equals,37.0,21.0,23.0,7.0,,,,,,8.0,,,,,,,,
314,1,equals,9.0,9.0,10.0,83.0,,,,,,17.0,,,,,,,,
106,2,equals,5.0,8.0,6.0,17.0,,,,,,2.0,,,,,,,,
318,1,equals,9.0,3.0,0.0,3.0,,,,,,7.0,,,,,,,,
147,1,equals,16.0,1.0,6.0,43.0,,,,,,5.0,,,,,,,,
191,2,equals,8.0,7.0,1.0,30.0,,,,,,27.0,,,,,,,,
189,2,equals,20.0,35.0,19.0,9.0,,,,,,11.0,,,,,,,,
316,2,equals,12.0,4.0,3.0,7.0,,,,,,0.0,,,,,,,,
139,2,equals,31.0,40.0,14.0,57.0,,,,,,24.0,,,,,,,,
117,0,createChecklistItem,3.0,,1.0,0.0,,9.0,1.0,,,7.0,,,,14.0,,,,
129,2,createChecklistItem,36.0,,5.0,24.0,,33.0,12.0,,,2.0,,,,5.0,,,,
313,0,createChecklistItem,40.0,,11.0,4.0,,10.0,3.0,,,11.0,,,,1.0,,,,
314,2,createChecklistItem,41.0,,1.0,9.0,,5.0,4.0,,,0.0,,,,0.0,,,,
318,1,createChecklistItem,8.0,,0.0,8.0,,8.0,2.0,,,0.0,,,,1.0,,,,
147,2,createChecklistItem,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,,,,
189,0,createChecklistItem,29.0,,15.0,36.0,,54.0,6.0,,,21.0,,,,0.0,,,,
136,1,actionPerformed,18.0,35.0,3.0,78.0,44.0,,,,66.0,,,,,,,,,
176,2,actionPerformed,13.0,59.0,11.0,18.0,22.0,,,,44.0,,,,,,,,,
155,0,actionPerformed,9.0,29.0,3.0,20.0,22.0,,,,167.0,,,,,,,,,
117,0,actionPerformed,21.0,36.0,21.0,8.0,5.0,,,,33.0,,,,,,,,,
166,2,actionPerformed,0.0,19.0,1.0,1.0,37.0,,,,46.0,,,,,,,,,
317,0,actionPerformed,16.0,52.0,10.0,52.0,45.0,,,,51.0,,,,,,,,,
168,1,actionPerformed,3.0,13.0,0.0,3.0,7.0,,,,23.0,,,,,,,,,
319,1,actionPerformed,0.0,3.0,1.0,3.0,6.0,,,,8.0,,,,,,,,,
186,0,actionPerformed,1.0,20.0,3.0,21.0,33.0,,,,70.0,,,,,,,,,
182,2,actionPerformed,3.0,18.0,2.0,6.0,6.0,,,,22.0,,,,,,,,,
310,1,actionPerformed,2.0,3.0,0.0,0.0,0.0,,,,6.0,,,,,,,,,
129,1,actionPerformed,31.0,22.0,9.0,14.0,3.0,,,,36.0,,,,,,,,,
111,1,actionPerformed,64.0,58.0,23.0,25.0,53.0,,,,72.0,,,,,,,,,
313,0,actionPerformed,8.0,22.0,4.0,6.0,27.0,,,,30.0,,,,,,,,,
315,0,actionPerformed,7.0,17.0,10.0,45.0,21.0,,,,110.0,,,,,,,,,
133,1,actionPerformed,18.0,60.0,4.0,40.0,13.0,,,,45.0,,,,,,,,,
143,2,actionPerformed,7.0,19.0,10.0,10.0,4.0,,,,23.0,,,,,,,,,
311,1,actionPerformed,3.0,21.0,1.0,5.0,4.0,,,,7.0,,,,,,,,,
314,1,actionPerformed,16.0,27.0,9.0,42.0,19.0,,,,40.0,,,,,,,,,
106,2,actionPerformed,18.0,18.0,20.0,14.0,6.0,,,,20.0,,,,,,,,,
318,1,actionPerformed,0.0,3.0,0.0,2.0,1.0,,,,0.0,,,,,,,,,
147,1,actionPerformed,18.0,16.0,13.0,59.0,31.0,,,,26.0,,,,,,,,,
191,2,actionPerformed,21.0,67.0,12.0,37.0,24.0,,,,81.0,,,,,,,,,
189,1,actionPerformed,90.0,50.0,30.0,123.0,178.0,,,,195.0,,,,,,,,,
316,2,actionPerformed,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,
312,1,actionPerformed,7.0,5.0,0.0,1.0,2.0,,,,16.0,,,,,,,,,
139,0,actionPerformed,22.0,144.0,14.0,118.0,55.0,,,,131.0,,,,,,,,,
136,1,messageSent,1.0,27.0,11.0,32.0,,0.0,,2.0,46.0,,,,,,,,,
176,2,messageSent,15.0,20.0,4.0,15.0,,0.0,,13.0,60.0,,,,,,,,,
155,2,messageSent,0.0,2.0,0.0,16.0,,0.0,,5.0,30.0,,,,,,,,,
117,1,messageSent,30.0,25.0,1.0,8.0,,0.0,,3.0,22.0,,,,,,,,,
166,0,messageSent,1.0,11.0,0.0,11.0,,0.0,,8.0,6.0,,,,,,,,,
317,2,messageSent,5.0,3.0,3.0,4.0,,0.0,,2.0,8.0,,,,,,,,,
168,2,messageSent,0.0,7.0,3.0,0.0,,0.0,,3.0,61.0,,,,,,,,,
319,2,messageSent,0.0,1.0,0.0,1.0,,0.0,,4.0,2.0,,,,,,,,,
182,0,messageSent,27.0,4.0,0.0,19.0,,0.0,,3.0,12.0,,,,,,,,,
310,0,messageSent,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,
129,2,messageSent,19.0,34.0,3.0,23.0,,0.0,,5.0,35.0,,,,,,,,,
111,2,messageSent,48.0,34.0,2.0,5.0,,0.0,,9.0,63.0,,,,,,,,,
313,0,messageSent,54.0,25.0,33.0,27.0,,0.0,,15.0,97.0,,,,,,,,,
315,2,messageSent,6.0,6.0,7.0,11.0,,0.0,,18.0,24.0,,,,,,,,,
133,1,messageSent,17.0,33.0,2.0,18.0,,0.0,,4.0,99.0,,,,,,,,,
143,2,messageSent,0.0,6.0,1.0,19.0,,0.0,,0.0,9.0,,,,,,,,,
311,2,messageSent,35.0,20.0,11.0,16.0,,0.0,,7.0,30.0,,,,,,,,,
314,1,messageSent,13.0,16.0,1.0,0.0,,0.0,,0.0,23.0,,,,,,,,,
106,0,messageSent,24.0,71.0,20.0,16.0,,0.0,,13.0,68.0,,,,,,,,,
318,2,messageSent,5.0,11.0,0.0,2.0,,0.0,,1.0,16.0,,,,,,,,,
147,1,messageSent,29.0,29.0,29.0,29.0,,0.0,,14.0,108.0,,,,,,,,,
191,2,messageSent,18.0,34.0,0.0,13.0,,0.0,,0.0,13.0,,,,,,,,,
189,2,messageSent,1.0,97.0,0.0,23.0,,1.0,,92.0,197.0,,,,,,,,,
316,2,messageSent,14.0,27.0,6.0,13.0,,0.0,,0.0,45.0,,,,,,,,,
312,2,messageSent,8.0,41.0,8.0,19.0,,0.0,,7.0,87.0,,,,,,,,,
139,1,messageSent,10.0,44.0,0.0,27.0,,0.0,,2.0,53.0,,,,,,,,,
136,1,swapItems,2.0,12.0,1.0,,,,,,34.0,,,,,,,,,
176,0,swapItems,21.0,20.0,18.0,,,,,,50.0,,,,,,,,,
155,0,swapItems,6.0,4.0,8.0,,,,,,1.0,,,,,,,,,
117,1,swapItems,41.0,28.0,26.0,,,,,,28.0,,,,,,,,,
166,2,swapItems,0.0,5.0,0.0,,,,,,23.0,,,,,,,,,
317,2,swapItems,5.0,12.0,4.0,,,,,,28.0,,,,,,,,,
168,0,swapItems,6.0,9.0,3.0,,,,,,23.0,,,,,,,,,
319,0,swapItems,0.0,0.0,0.0,,,,,,2.0,,,,,,,,,
186,2,swapItems,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,
182,2,swapItems,8.0,6.0,2.0,,,,,,0.0,,,,,,,,,
310,2,swapItems,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,
129,0,swapItems,7.0,22.0,8.0,,,,,,37.0,,,,,,,,,
111,2,swapItems,41.0,50.0,12.0,,,,,,33.0,,,,,,,,,
313,0,swapItems,12.0,26.0,15.0,,,,,,8.0,,,,,,,,,
315,0,swapItems,8.0,19.0,16.0,,,,,,28.0,,,,,,,,,
133,0,swapItems,4.0,13.0,5.0,,,,,,27.0,,,,,,,,,
311,0,swapItems,12.0,12.0,4.0,,,,,,30.0,,,,,,,,,
314,2,swapItems,4.0,17.0,3.0,,,,,,26.0,,,,,,,,,
106,2,swapItems,29.0,21.0,12.0,,,,,,19.0,,,,,,,,,
318,2,swapItems,6.0,9.0,3.0,,,,,,9.0,,,,,,,,,
147,2,swapItems,11.0,22.0,4.0,,,,,,41.0,,,,,,,,,
191,0,swapItems,26.0,16.0,5.0,,,,,,10.0,,,,,,,,,
189,0,swapItems,6.0,53.0,10.0,,,,,,89.0,,,,,,,,,
316,0,swapItems,14.0,13.0,4.0,,,,,,2.0,,,,,,,,,
139,2,swapItems,20.0,67.0,32.0,,,,,,59.0,,,,,,,,,
310,1,testMoveRFWithNullContainer,0.0,,0.0,0.0,,0.0,0.0,,,5.0,0.0,,,0.0,,0.0,,
129,0,testMoveRFWithNullContainer,28.0,,2.0,17.0,,2.0,3.0,,,1.0,2.0,,,14.0,,0.0,,
316,0,testMoveRFWithNullContainer,21.0,,1.0,10.0,,0.0,1.0,,,4.0,11.0,,,5.0,,0.0,,
136,0,testNegativeParseCases,7.0,7.0,,,43.0,,,8.0,,,,0.0,,,,0.0,,
176,2,testNegativeParseCases,14.0,16.0,,,46.0,,,5.0,,,,0.0,,,,0.0,,
155,2,testNegativeParseCases,5.0,0.0,,,4.0,,,6.0,,,,0.0,,,,0.0,,
117,2,testNegativeParseCases,30.0,18.0,,,43.0,,,4.0,,,,0.0,,,,0.0,,
166,1,testNegativeParseCases,5.0,6.0,,,15.0,,,9.0,,,,0.0,,,,0.0,,
317,2,testNegativeParseCases,17.0,0.0,,,13.0,,,8.0,,,,2.0,,,,0.0,,
168,1,testNegativeParseCases,0.0,5.0,,,10.0,,,0.0,,,,0.0,,,,2.0,,
186,1,testNegativeParseCases,1.0,6.0,,,10.0,,,0.0,,,,0.0,,,,0.0,,
182,0,testNegativeParseCases,19.0,5.0,,,17.0,,,9.0,,,,0.0,,,,8.0,,
310,1,testNegativeParseCases,0.0,0.0,,,0.0,,,0.0,,,,0.0,,,,0.0,,
129,0,testNegativeParseCases,23.0,8.0,,,21.0,,,3.0,,,,0.0,,,,1.0,,
111,1,testNegativeParseCases,6.0,0.0,,,6.0,,,0.0,,,,0.0,,,,0.0,,
315,2,testNegativeParseCases,25.0,29.0,,,33.0,,,3.0,,,,0.0,,,,0.0,,
133,1,testNegativeParseCases,34.0,42.0,,,27.0,,,0.0,,,,0.0,,,,2.0,,
143,2,testNegativeParseCases,11.0,10.0,,,11.0,,,0.0,,,,0.0,,,,0.0,,
311,2,testNegativeParseCases,23.0,0.0,,,4.0,,,1.0,,,,0.0,,,,0.0,,
314,2,testNegativeParseCases,8.0,6.0,,,12.0,,,0.0,,,,0.0,,,,0.0,,
106,1,testNegativeParseCases,42.0,25.0,,,46.0,,,4.0,,,,0.0,,,,0.0,,
318,1,testNegativeParseCases,2.0,0.0,,,0.0,,,0.0,,,,0.0,,,,0.0,,
191,0,testNegativeParseCases,17.0,34.0,,,16.0,,,10.0,,,,0.0,,,,0.0,,
189,1,testNegativeParseCases,12.0,8.0,,,40.0,,,9.0,,,,0.0,,,,0.0,,
