pid,public.0,void.0,play.0,if.0,currentState.0,==.0,SimulatorState.0,STOPPED.0,setSimulationTime.0,0.0,simItem.0,initialize.0,startTimer.0,setState.0,SimulatorState.1,PLAYING.0,else if.0,currentState.1,==.1,SimulatorState.2,PAUSED.0,startTimer.1,setState.1,SimulatorState.3,PLAYING.1,code,participant_summary
155,0,0,0,0,0.023334400006569923,0,0.044444666670945786,0,0.057018684207976456,0.05555899998095507,0.03750000002037268,0.05104425000899937,0.03611250000540167,0.03333900001598522,0,0,0.11667200003284961,0,0,0,0,0.0875015000347048,0.15000399999553338,0,0,0.5468154230889363,0.20185911112801275
166,0.01666799996746704,0,0.016666000010445714,0.022221333347260952,0.04999700002372265,0,0,0,0.03833379996940493,0,0.033335499989334494,0.05000266663652534,0.059851272708990357,0.04423238458828284,0.024999999965075403,0,0,0,0,0.016666000010445714,0,0.047223833292567484,0.03833429999649525,0.016666000010445714,0,0.4255070588209064,0.6757196666925059
147,0,0.036668199999257925,0.04722416668664664,0.04166850005276501,0.03229225001996383,0,0.016667000018060207,0,0.03593862501293188,0,0.04027924998081289,0,0.03333485715224275,0.04479349998291582,0,0,0.03333500004373491,0.05555666668806225,0,0.02045463636221195,0,0.045835500000976026,0.05278200000369301,0.038888999978856496,0,0.9127164782510827,0.638825124991854
