pid,public.0,void.0,invalidateSession.0,String.0,uid.0,String.1,sid.0,cat.0,debug.0,"""==> invalidateSession "".100",+.0,String.2,valueOf.0,uid.1,+.1,""", "".0",+.2,String.3,valueOf.1,sid.1,+.3,""")"".0",synchronized.0,lock.0,uid2sid.0,remove.0,uid.2,sid2ssc.0,remove.1,sid.2,sid2ttl.0,remove.2,sid.3,cat.1,debug.1,"""<== invalidateSession()"".101",code,participant_summary
136,0,0,0.037961333343345255,0,0.016672000056132674,0,0,0,0.01666650001425296,0.03333449992351234,0,0.12083800008986145,0,0,0,0,0,0.016673000063747168,0,0,0,0,0.03333383332937956,0,0.03611300000920892,0.02833379996009171,0,0.03333566656025747,0.03333366670024892,0,0.024999999906867743,0,0,0.016667000018060207,0,0.016667000018060207,0.6804162940859575,0.07500100003865857
176,0,0.061113444441515535,0.06979424997310464,0,0.04000240005552769,0.10000377784793575,0,0.10000300011597574,0.07083449998754077,0,0,0,0,0,0,0,0,0.016667000018060207,0,0,0,0,0.05378945451229811,0,0.07500250000157394,0.06666849995963275,0.03332900011446327,0.13611600004757443,0.03333399991970509,0,0,0.02777899995756646,0,0.016666000010445714,0.050003000030604504,0.07778166669110458,0.7676478571325008,0.456129266663144
182,0.037501750004594214,0.02916962500603404,0.04944622221971966,0,0,0,0,0.05000266666886293,0.03809599999138819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628221538499929,0.0333365000115009,0.029167000015149824,0.04062624999642139,0.027777333355819184,0.07500000001164153,0,0.016665999952238053,0,0,0,0,0,0,0.32876438411093,0.3862345590577901
139,0,0,0.05185296296312353,0.020832749999954103,0.0750015000003259,0.019791499999882944,0.016665999999531778,0.05000099999961094,0.04166841176469033,0,0.029168249999656837,0.035716142857511714,0.06666750000022148,0,0,0.024998999999297666,0.04000080000005255,0.02963099999983064,0.07407733333315668,0,0,0,0.07583809999996446,0.02857271428547392,0.07157167647063248,0.05000093749970347,0.016669499999807158,0.0458352499999819,0.068754249999832,0.01944583333382373,0.04629699999996875,0.03333511111122789,0.01666750000003958,0,0.060001800000100046,0.02291731250011253,0.7496589558823764,0.3950665624998919
