pid,public.0,void.0,testMoveRFWithNullContainer.0,throws.0,CoreException.0,IRodinFile.0,rfSource.0,=.0,createRodinFile.0,"""/P/X.test"".0",try.0,rfSource.1,move.0,nan.0,nan.1,nan.2,FALSE.0,nan.3,catch.0,IllegalArgumentException.0,iae.0,return;.0,assertTrue.0,"""Should not be able to move a rf to a nan container"".100",FALSE.1,code,participant_summary
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020001800009049477,0,0,0,0.13333900002762675,0
129,0,0,0.03154860714234279,0.041666499979328364,0,0,0.03611277777882707,0,0.04404928572642218,0.016666999959852546,0,0.029166714279978936,0.02222266667134439,0,0.016667000018060207,0,0,0,0,0.033334000007016584,0,0.06666700000641868,0,0,0,1.02827911112561,0.807320375010022
316,0,0.04285757144680247,0.04762071429286152,0.025759181822650135,0,0.050000499963061884,0.033333999977912754,0,0.028572571438936784,0,0,0.03666779999621213,0.033334999927319586,0,0,0,0,0,0,0.016666000010445714,0,0.06666849995963275,0,0,0,0.8932886666762421,0.23334400000749156
