pid,protected.0,AbstractMatrix3D.0,vDice.0,int.0,axis0.0,int.1,axis1.0,int.2,axis2.0,super.0,vDice.1,axis0.1,axis1.1,axis2.1,// swap offsets.200,int.3,offsets.0,=.0,new.0,int.4,3.0,[].2,offsets.1,0.0,=.1,this.0,sliceOffsets.0,offsets.2,1.0,=.2,this.1,rowOffsets.0,offsets.3,2.0,=.3,this.2,columnOffsets.0,this.3,sliceOffsets.1,=.4,offsets.4,axis0.2,this.4,rowOffsets.1,=.5,offsets.5,axis1.2,this.5,columnOffsets.1,=.6,offsets.6,axis2.2,return.0,this.6,code,participant_summary
182,0.03333453333859022,0.035120928568565954,0,0,0,0,0,0,0,0.022224499989533797,0,0.022778866665127375,0.07083399999828544,0,0.04000119999982417,0.06667149998247623,0,0,0,0.03333450001082383,0.01666799996746704,0,0.03611699998145923,0.033333999977912754,0,0.02262028570320191,0.0594464666598166,0.060420000008889474,0,0.016665999952238053,0.022501799999736248,0.1687566250038799,0.12083900001016445,0,0,0.09583449998172,0.0722239999837863,0,0,0,0,0,0,0,0,0,0,0.07916700004716404,0,0,0,0,0,0,0.3532838130828916,0.3066289882353671
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03333800006657839,0.0166680000256747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025003000046126544,0,0,0,0,0,0,0,0.016666000010445714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23959337496489752,0
129,0,0.04166800000368514,0.03611299999950764,0.06667000002926216,0,0.016667000018060207,0,0,0,0.03541762498934986,0,0.05000150002888404,0.06666999999045704,0.024998000037157908,0.036199000001943205,0.03095271429213296,0.044446166672666244,0,0.02083349997701589,0.02222293333616108,0,0,0.030556000002737466,0.03750350003247149,0.016667000018060207,0.06666899998284255,0.03656035483319072,0.016666999959852546,0,0,0.07222499997199823,0.03461646153860224,0,0.20834000001195818,0,0.016666000010445714,0.038544499991985504,0,0.032987541659773946,0,0.05666819998295978,0,0,0.05833439995767549,0,0.014999999990686774,0.049998999980743974,0,0.03333419997943565,0,0.0416689999983646,0,0,0,0.38079933057566107,0.3794853414647372
318,0,0,0.016666999959852546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016667000018060207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2678648571517052,0.311120416673172
189,0,0.016669999982696027,0,0,0.07500199998321477,0,0,0,0,0.029168999986723065,0,0.022221333337559674,0.03888933333413055,0.02291825000429526,0.022223833337193355,0,0.04999999998835847,0,0,0,0,0,0.02500199998030439,0,0,0.033334000036120415,0,0.016667000003508292,0,0,0.016669000004185364,0.04722416665754281,0,0,0,0,0.025001500015302252,0,0,0,0.024998499982757494,0,0,0.01666700000835893,0,0.02222366665955633,0,0,0.016669999997247942,0,0,0.016666999988956377,0,0.016666999988956377,0.7218020322597435,0.17417322499968577
