pid,public.0,Command.0,getBackCommand2.0,if.0,backCommand2.0,==.0,nan.0,//GEN_END: | 233-getter | 0 | 233-preInit.200,// write pre-init user code here.201,backCommand2.1,=.0,new.0,Command.1,"""OK"".0",Command.2,BACK.0,0.0,//GEN-LINE:| | 233-getter | 1 | 233-postInit.202,// write post-init user code here.203,//GEN-BEGIN:| | 233-getter | 2 |.204,return.0,backCommand2.2,code,participant_summary
136,0,0.025002499925903976,0.049169500009156764,0,0.046429142888103216,0,0.04375225002877414,0,0.050000499933958054,0.0625010000076145,0,0.03333350003231317,0.0916704999981448,0.036113999939213194,0.04791812499752268,0.016675000078976154,0.016667000018060207,0,0,0,0.016666000010445714,0.03571614287128406,0.8932170302776451,0.1116722000297159
166,0,0.02778166668334355,0.01666949997888878,0,0.04666839998681098,0.03333649999694899,0,0,0,0.026390666685377557,0,0.024999499961268157,0.016666000010445714,0.019792500010225922,0.024996499996632338,0.016666000010445714,0,0,0.01666650001425296,0,0.039585124992299825,0.03970594115226584,0.5821919767483852,0.18214985715513604
319,0,0,0,0,0,0,0,0,0,0.03333399991970509,0,0.016657999949529767,0,0,0,0,0,0,0,0,0,0,0.10513184611828855,0.09999999997671694
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1500076666319122,0
313,0,0.02916700000059791,0.038891166669297185,0.022225333319511265,0.041668192306623004,0.04167049998068251,0.01666599999104316,0,0,0.038095857141472934,0,0.016664999988279305,0.0666730000230018,0.03333579999743961,0,0.016665999981341884,0,0,0,0,0.016668333342143644,0.10000200000649784,0.6050747272736661,0.24667705714236945
133,0.05000000004656613,0.041667636314576324,0.029167111109321315,0,0.03815873685341917,0.016667000018060207,0.03333366670024892,0.016672999830916524,0.026191857144502655,0.016667000018060207,0.033337000058963895,0,0,0,0,0,0,0,0,0,0,0.03333300002850592,0.9226913124948624,0.6765387727540325
314,0,0.05000319999526255,0.050002499989932406,0,0.05000233333945895,0,0.016668999975081533,0,0.016666999988956377,0.06667133331939112,0,0,0.06666699997731484,0.016666000010445714,0.022224333331299324,0,0,0,0,0,0,0.044444666661244504,1.4014444999944924,0.27334370000462516
