pid,public.0,void.0,removeService.0,String.0,type.0,CService.0,service.0,=.0,CService.1,services.0,get.0,type.1,if.0,service.1,!=.0,nan.0,service.2,unsetContext.0,services.1,remove.0,type.2,fireServiceChanged.0,new.0,CServiceEvent.0,this.0,service.3,CServiceEvent.1,REMOVED.0,code,participant_summary
155,0.02778000000398606,0.030000799987465143,0.05577184614062739,0.04305800001020543,0.08333800002583303,0.037123181825419044,0.06667066666220005,0,0,0.02777933335164562,0,0,0,0,0.016667499992763624,0,0.0541696249783854,0.07667050000163726,0.052086250005231705,0.037965777769891754,0,0.10151809088843451,0.04333490000572056,0.0593778749826015,0,0,0,0,1.0574069767405256,0.5294654000007237
310,0,0,0,0,0,0.016666000010445714,0.06666699994821101,0,0.016667000018060207,0,0,0,0.049999000038951635,0.02222366665955633,0,0.016667000018060207,0,0.03333633330961069,0,0.024999500019475818,0,0.03518611109919018,0,0,0,0,0,0,0.5290057825926773,0
313,0.016666999988956377,0.042859000008320436,0.04351958333669851,0.033334666659357026,0.050004999997327104,0,0,0.03333349998865742,0,0.049021823532016506,0,0,0,0.02222666665329598,0,0,0.03888933333413055,0.03889116667657314,0.04722333334211726,0.033335333331100024,0,0.026667000021552666,0.0283346999931382,0.016666999988956377,0.03889100000378676,0.0833379999967292,0.05238314285192506,0,0.7978821290364009,0.47224141667053726
133,0,0.03889066671642164,0.03750199997531516,0.03768286958296338,0.02777816673430304,0,0.03333200002089143,0,0.026754894747251744,0.03287133335187617,0.016667000018060207,0,0,0.03125175001332536,0.03333200002089143,0,0.03125162498326972,0.02142928573968155,0.03518599998723301,0.026191142853349447,0.03333900007419288,0.043941727267916904,0,0,0.038891000052293144,0,0,0,0.8777349729632103,0.4718953749979846
314,0,0.022226333336827036,0.06666650000261143,0.050005000026430935,0,0,0,0,0,0,0,0,0,0.05833750001329463,0.03333300002850592,0.07222466667493184,0.06042087500463822,0.03846361538252005,0.03750100001343526,0,0,0,0,0,0,0,0,0,0.9689270666645219,0.10417074998986209
