pid,public.0,void.0,test_10_bug2689872.0,throws.0,Exception.0,E.0,con.0,=.0,getGeneric.0,createElement.0,"""elt"".0",getGeneric.1,addPredicates.0,con.1,makeSList.0,"""A1"".0",makeSList.1,"""0/=1"".0",FALSE.0,getGeneric.2,save.0,con.2,runBuilder.0,SCE.0,file.0,=.1,getGeneric.3,getSCElement.0,con.3,getGeneric.4,containsPredicates.0,file.1,emptyEnv.0,makeSList.2,makeSList.3,hasMarker.0,getGeneric.5,getPredicates.0,con.4,0.0,EventBAttributes.0,PREDICATE_ATTRIBUTE.0,ParseProblem.0,LexerError.0,"""/"".0",code,participant_summary
168,0.09167000005254522,0.016666000010445714,0.02777766667228813,0.033332666692634426,0.016671999997925013,0,0.016667000018060207,0,0.027083562505140435,0.021429428581281433,0,0.025640923059724558,0.02389019998566558,0.03333200002089143,0,0,0,0,0,0.03842705555143766,0.031667899998137725,0,0.04342236842249373,0.058332999935373664,0.02129788888204429,0,0.023336199996992945,0.033332500024698675,0.016667000018060207,0.0392868571437984,0.044445388888966084,0.03333299997029826,0,0,0,0.0302090000041062,0.02916758333352239,0.0416685999953188,0,0,0.030555833344502997,0.01833519998472184,0.021667799993883817,0,0.03333500001463108,0.4311888395128829,0.22139696666854433
311,0.05555900000035763,0.03333366670024892,0.03366782000521198,0.021428142840574895,0,0.0166680000256747,0.02500050002709031,0,0.02982631579997312,0.02333373335034897,0.02222199998019884,0.03333446150645614,0.022223777797383566,0,0,0,0,0,0,0.02451070589835153,0.01667100004851818,0,0.057409111125808626,0.033340000081807375,0.0166664999560453,0.041669500002171844,0.03055616666097194,0,0.05833650002023205,0.016667000018060207,0.025000749970786273,0,0,0,0,0.0366660000057891,0.020833500020671636,0.025001750036608428,0,0,0.027777666652885575,0,0.04666859998833388,0,0,0.8905618409017652,0.42561010716183645
106,0,0.022225333319511265,0.19375824999588076,0,0,0.024999999994179234,0.01667099999031052,0,0.011111333325970918,0.058332999993581325,0,0,0.033334000007016584,0,0,0,0,0,0,0.016666999988956377,0,0,0,0,0,0,0.03333800000837073,0,0,0.016666999988956377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14231325641202813,0.06250174999149749
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
