pid,protected.0,void.0,onAttach.0,if.0,attached.0,return;.0,attached.1,=.0,TRUE.0,// Set the main element's event listener. This should only be set.200,// while the widget is attached because it creates a circular.201,// reference between JavaScript and the DOM..202,DOM.0,setEventListener.0,getElement.0,this.0,"// Now that the widget is attached, call onLoad()..203",onLoad.0,code,participant_summary
155,0,0,0,0.029168000008212402,0.05160526923897963,0.050928444446374975,0.05833674997847993,0,0,0,0.06666866666637361,0.06250550001277588,0.047222333339353405,0.0657441111203904,0.05875405000115279,0.07222400000318885,0.016666999959852546,0.03134995237702415,0.4978200000049482,0.2800099999876693
117,0.027778866673664502,0.016666999959852546,0,0,0.02499899998656474,0.041666500008432195,0.05000133331244191,0,0,0,0,0,0,0.016671999997925013,0.022620428578063314,0,0,0,0.39256812765218435,0.17132973530918688
310,0,0,0,0,0,0.016667000018060207,0,0,0,0,0,0,0,0,0,0,0,0.016667000018060207,0.08750125003280118,0.1666749999858439
147,0.044999399990774694,0.026192357156625285,0.022222333316070337,0,0.03273899999580213,0.03518733335658908,0.05694766668602824,0.016671000009713072,0.016666000010445714,0,0,0,0.0375009999552276,0.036807291665657736,0.04352111111964203,0,0,0,0.47025609999296386,0.4199242222206926
