pid,public.0,void.0,saveToFile.0,File.0,f.0,try.0,FileOutputStream.0,file.0,=.0,new.0,FileOutputStream.1,f.1,saveToFile.1,file.1,file.2,close.0,catch.0,FileNotFoundException.0,e.0,e.1,printStackTrace.0,catch.1,IOException.0,e.2,e.3,printStackTrace.1,code,participant_summary
155,0,0,0.038333400001283734,0,0,0.016667000018060207,0.04166900002164766,0,0.04166850002366118,0,0,0,0.03646212499734247,0.0833373333249862,0.04766895999899134,0.09479674998874543,0,0,0,0.03333299997029826,0.08750449998478871,0.02916699997149408,0,0,0,0.06666850001784042,0.6839559642893229,0.3928722856965448
315,0,0,0.033334000036120415,0.028570571423707797,0,0,0.02954622728231532,0.030557500014159206,0.016666000010445714,0.016667000018060207,0.045140166662652824,0,0.039049628573203723,0.050001666677417234,0.02222266667134439,0.03800227999221534,0,0.03333466664965575,0,0,0.03333514814127098,0,0.024603761904429467,0,0,0.0424745483755795,0.4563953827198503,0.2229648018887328
