pid,public.0,String.0,toString.0,StringBuffer.0,sb.0,=.0,new.0,StringBuffer.1,sb.1,append.0,"""java.util.regex.Matcher"".0",sb.2,append.1,"""[pattern="".0",+.0,pattern.0,sb.3,append.2,""" region="".100",sb.4,append.3,regionStart.0,+.1,""","".0",+.2,regionEnd.0,sb.5,append.4,""" lastmatch="".101",if.0,first.0,>=.0,0.0,&&.0,group.0,!=.0,nan.0,sb.6,append.5,group.1,sb.7,append.6,"""]"".0",return.0,sb.8,toString.1,code,participant_summary
186,0,0,0,0,0,0,0.016671999997925013,0,0,0,0.03720464285496356,0,0,0.03889053335102896,0,0.01944633332702021,0,0,0.038462769226708375,0,0,0.020238571434414813,0,0,0,0.016666000010445714,0,0,0.016666000010445714,0,0.016666999998657655,0.01666650001425296,0.016666000010445714,0,0.024999999994179234,0,0,0,0,0,0,0.016667000018060207,0,0,0,0,0.9068065000064962,0.14383207407943835
143,0,0.016661999994539656,0.05417050002142787,0,0.008333500009030104,0,0,0.016667000018060207,0,0.033343000017339364,0.04166850000183331,0,0,0.026669799990486354,0,0,0,0,0.07500199996866286,0,0,0.008333499994478188,0,0,0,0,0,0,0.016665999981341884,0,0.025004000024637207,0,0,0,0,0,0,0,0.03333500000007916,0,0,0,0,0.016665999981341884,0,0,0.5465476666698427,0.4212282727266112
311,0.05416999998851679,0.027778666621694963,0.02499900001566857,0.025641615404031023,0.01666799990925938,0,0.016666000010445714,0.05000000004656613,0,0.033333250001305714,0.061111000017262995,0,0,0.025000249996082857,0,0,0,0,0.03333399991970509,0.033331000013276935,0.03333449998172,0.0166664999560453,0,0,0,0,0,0,0.02500049996888265,0,0.05555900000035763,0.05000450002262369,0,0,0,0,0,0,0,0,0,0.029168749984819442,0,0.041669500002171844,0.016666000010445714,0,0.3859117435864531,0.21310542855644599
318,0,0,0.016667000018060207,0.016671999997925013,0,0.016666000010445714,0,0.016669000004185364,0,0,0.026667099996120668,0,0.016670000011799857,0.05333560000290163,0,0,0,0,0.04666940001770854,0,0.04999999998835847,0.016674999962560833,0,0,0,0,0,0.0166680000256747,0.027777000000545133,0,0.024999999994179234,0.016666999959852546,0,0.01667099999031052,0,0,0,0,0.049999666633084416,0,0,0,0,0,0,0,0.16567155102158573,0.15465734426416916
