pid,private.0,JSplitPane.0,getJSplitPane.0,if.0,jSplitPane.0,==.0,nan.0,jSplitPane.1,=.0,new.0,JSplitPane.1,DevicesTreePanel.0,p.0,=.1,new.1,DevicesTreePanel.1,p.1,addSelectionChangeListener.0,this.0,jSplitPane.2,setLeftComponent.0,p.2,jSplitPane.3,setRightComponent.0,getJTabbedPane.0,jSplitPane.4,setDividerSize.0,5.0,jSplitPane.5,setDividerLocation.0,200.0,return.0,jSplitPane.6,code,participant_summary
136,0,0.0666693333381166,0.041666500037536025,0,0.013335000025108457,0,0.03888933337293565,0.027084500005003065,0,0.0666720001026988,0,0.016666000010445714,0,0,0,0,0,0.03611225000349805,0.0666730001103133,0.016666000010445714,0.06111433325956265,0.016667000018060207,0.09166699997149408,0.02708424997399561,0,0,0.033324999967589974,0,0.033333499915897846,0.058337499969638884,0,0,0,0.3745753157785849,0
314,0,0.04375087500011432,0.05833700000948738,0,0.01666500000283122,0,0,0.03611133333470207,0,0,0,0.027778999996371567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016663666678747784,0.01666649998514913,0,0.03611366666154936,0,0,0,0,0.9409453636326361,91.48900425000465
189,0,0.02777766667228813,0.03333394117276732,0,0.028472916662091546,0,0.02878849999449978,0.12083674999303184,0,0,0.027779166664307315,0.012499750002461951,0,0,0,0,0,0.048960124993755016,0.016666999988956377,0.02500000000873115,0.0500025000073947,0.033334000007016584,0,0.08333849998598453,0,0,0,0,0,0.03333299999940209,0,0,0.016673000005539507,1.2283807999978307,0.1435227222245885
