pid,public.0,InfluenceLaw.0,getApplicableLaw.0,Influence.0,inf.0,if.0,inf.1,==.0,nan.0,throw.0,new.0,IllegalArgumentException.0,for.0,Iterator.0,iter.0,=.0,influenceLaws.0,iterator.0,iter.1,hasNext.0,InfluenceLaw.2,infLaw.0,=.1,InfluenceLaw.3,iter.2,next.0,if.1,infLaw.1,isApplicableTo.0,inf.2,return.0,infLaw.2,return.1,nan.1,code,participant_summary
319,0,0,0.016666000010445714,0,0,0,0,0,0,0,0,0,0,0.05000400001881644,0,0,0.023810571425461342,0,0.03333300002850592,0,0.06060763634741306,0.04333639999385923,0.016666000010445714,0,0,0,0,0.07500599999912083,0.03666760001797229,0.016666000010445714,0.044444666670945786,0,0,0,0.20176289473525494,0.34723050001775846
315,0,0.023812142857683023,0.04333566667046398,0.02763289473889592,0,0,0.033335666657270245,0.016667000018060207,0.027777999998458352,0,0.016670600010547786,0.044871999994099424,0,0,0.01666575000854209,0,0.030460137928081357,0.02143214285440211,0.027085499990789685,0,0.023611749997750547,0.03214528570450576,0,0.028125562479544897,0.016666333326914657,0.016667000018060207,0,0.02142999999757324,0.03157963158293186,0,0.03125062500475906,0.034724250004122346,0,0,0.6321152872344024,0.17116656521507337
