pid,public.0,Value.0,evaluate.0,Value.1,value.0,throws.0,ExternalFunctionException.0,if.0,!.0,value.1,instanceof.0,Literal.0,throw.0,new.0,ExternalFunctionException.1,"""Values need to be literals to be understood"".100",DateTime.0,date.0,=.0,this.0,converter.0,convertDateTime.0,Literal.1,value.2,return.0,this.1,converter.1,convertInteger.0,date.1,getHour.0,code,participant_summary
155,0.016665999952238053,0.04166750001604669,0.029165999992983416,0,0.08333599998150021,0,0,0,0,0,0,0.10000400006538257,0.016667000018060207,0,0,0,0.016667000018060207,0,0.1000060000224039,0,0.09166949996142648,0,0,0,0.05000400001881644,0,0,0.016666000010445714,0,0,1.0889321111090895,1.4333886666572653
117,0,0.016666000010445714,0.0416689999983646,0.036110833316342905,0,0,0.03437574997951742,0,0.016666000010445714,0.04999950001365505,0.031667799991555515,0,0.030559000035282224,0,0.016666999988956377,0,0.03750249999575317,0.016666999959852546,0.016667000018060207,0.04444533332328623,0.04762200000862192,0.04444644445579292,0,0,0,0,0,0,0,0,0.7776712682878985,0.27186291110831207
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222333354875445,0,0,0.03333800006657839,0,0,0.037498499994399026,0.03333599993493408,0.0500009999377653,0.033334999927319586,0,0,0.016666000010445714,0.1500059999525547,0,0.025001500034704804,0.42426004543350165,0.1458392499916954
186,0,0,0,0,0,0,0,0,0,0,0,0.016666999959852546,0.033324999967589974,0.11667100002523512,0.025001999994856305,0,0.018750250004814006,0,0,0,0,0.01666799996746704,0,0,0,0,0,0,0,0,0.5361303333193064,0.2869680869549958
314,0,0.016666999988956377,0.024999750006827526,0.04583499999716878,0.030001599981915206,0,0,0,0,0.01666799999657087,0.016667000018060207,0.033334599994122985,0,0,0.016666999988956377,0,0.020833250004216097,0.01666799999657087,0,0,0.053334199998062104,0.03933531999820843,0.09167000000888947,0,0,0,0,0.02222341667705526,0.020371333333767123,0.03750449999643024,7.014321771432878,0.272818289475828
