pid,private.0,void.0,saveSetting.0,CustomProperties.0,prop.0,prop.1,setProperty.0,"""avalanchefever.gametype"".0",mapSet.0,prop.2,setProperty.1,"""avalanchefever.outlinetype"".0",outlinetype.0,prop.3,setProperty.2,"""avalanchefever.numcolors"".0",numColors.0,prop.4,setProperty.3,"""avalanchefever.version"".0",version.0,prop.5,setProperty.4,"""avalanchefever.chainDisplayType"".0",chainDisplayType.0,prop.6,setProperty.5,"""avalanchefever.bigDisplay"".0",bigDisplay.0,code,participant_summary
186,0,0,0.016666000010445714,0.016667499992763624,0,0,0.026667400007136167,0.045140916661087736,0,0.016667666650998097,0.08095471429572042,0.0351580312490114,0,0.0833379999967292,0.033331000013276935,0.04166834782707789,0.016666999959852546,0.016666000010445714,0.024999999965075403,0.03518666666544353,0.051390000007813796,0,0,0.03611266666363614,0.016665999952238053,0.016666999959852546,0.03889116667172251,0.027778333337563608,0,1.5474558125060867,0.28126104166343185
133,0,0.05000000004656613,0.06666966663518299,0.02291750002768822,0,0,0.019445333319405716,0.0750024999724701,0.03750125004444271,0,0.0333360000513494,0.0714316428472687,0,0.027778333363433678,0.01666500000283122,0.055556666649257146,0,0,0,0.016663999995216727,0,0,0,0.125002000015229,0,0,0,0,0,1.2250463333524142,0.5793424074244858
311,0.03333420001436025,0.0444481666587914,0.020833999995375052,0,0,0,0,0.025001000001793727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692452909075655,0.34774050001182
189,0,0,0,0.10833300001104362,0,0,0.0333338333342302,0.03630067796694999,0,0,0.03611055555261879,0.036167680001817644,0.016666000010445714,0,0.04226407143661553,0.03958399999100948,0.017857714294223115,0,0.03333579999161884,0,0.026666399993700907,0,0.04583499998989282,0.016666999988956377,0,0,0.030554999995122973,0.016670000011799857,0.03333200002089143,1.3538710416687536,0.22952287499477583
316,0,0.016667000018060207,0.03809800001493256,0.022221666663729895,0,0.05555833332861463,0.05362565216669084,0,0.016666999959852546,0,0,0.08333900000434369,0,0,0,0.07500250000157394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8350894827504064,0.9576120909081179
