pid,private.0,Recipe.0,searchRecipe.0,Recipe.1,re.0,Recipe.2,recipe.0,for.0,IngredientAmount.0,iam.0,:.0,re.1,getIngredients.0,if.0,iam.1,getFood.0,instanceof.0,Recipe.3,if.1,Recipe.4,iam.2,getFood.1,==.0,m_ActiveRecipe.0,return.0,re.2,else.0,recipe.1,=.0,searchRecipe.1,Recipe.5,iam.3,getFood.2,if.2,recipe.2,!=.0,nan.0,return.1,recipe.3,return.2,nan.1,code,participant_summary
176,0.044447333396722875,0.05339685183328887,0.08274164286974285,0.1166733333375305,0,0.034261111092443265,0.023149333350981276,0,0.06295295945695929,0.09514174998427431,0,0.0750036000739783,0.05833550002425909,0,0.06309790476890546,0.0700031750020571,0.05675827029060472,0.059262611153018147,0.027777999949951965,0.060187111117152706,0.05000178952162203,0.03333419999107719,0.049999999813735485,0.022222333354875445,0.027084375004051253,0,0.033335166653463,0.03809542854183486,0,0.033335333327866264,0,0.13334149995353073,0,0,0.039585124904988334,0,0,0,0,0,0,0.7244007443690574,0.5468953749999249
186,0,0,0,0.054168500035302714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667400003643706,0.1483384000059838
129,0,0.04545636362904175,0.039584750003996305,0.01666649998514913,0.026668400003109126,0,0.05625087500811787,0,0.04024553658276024,0.029630666663352814,0,0.04583424999145791,0.044049238107011966,0,0.016666999959852546,0.054690187505912036,0.04916880000382662,0.024997999949846417,0,0.027777555553863447,0.020001200016122312,0.03333575000579003,0,0.052084500013734214,0.05000092308126533,0.04375050000817282,0,0.016666999959852546,0,0.04999924999719951,0,0,0,0,0.033333999977912754,0,0,0,0,0,0,1.0165876760573822,0.3912936278949167
143,0,0.028334100006031804,0.022222666690746944,0.01667099999031052,0,0.02222199998019884,0.03240888890124754,0,0.028661467288087654,0.023551913049153012,0,0.019444999993235495,0.034870026319894304,0,0,0.02916789285622404,0.024360230774618685,0.026390208332789673,0,0.0666706666816026,0.016666999988956377,0.022222666661643114,0,0.016667000018060207,0.02500125000369735,0.01111200000741519,0.026667799981078134,0.03333299999940209,0,0.016666333331765298,0,0,0,0,0.03472266666843401,0,0,0.04444599999502922,0,0.03666719999164343,0,0.9129640955887974,0.30882399115094344
106,0,0.04583475000617909,0.033334666666632984,0.035001599999668544,0,0,0.023334299999987707,0,0.04633285820878583,0.03750174999731826,0,0.0285731428510709,0.036495689655943166,0,0.016667999989294913,0.06468465079281789,0.031219970150815964,0.027193894738478486,0,0.03479340000267257,0.04500170000246726,0.025000199989881365,0.016666499999701045,0.029167499997129198,0.024306249996395007,0.01666750000731554,0.016666999988956377,0,0,0.0166659999958938,0.016666000010445714,0,0,0.025004999988595955,0.016669000004185364,0,0,0.016667000018060207,0,0,0,0.7769536627227503,0.4255367031219066
316,0,0.016667000018060207,0.044446166672666244,0.02222216663843331,0,0,0.02222299999751461,0,0.04029702531804531,0.03750050000962801,0,0.0166680000256747,0.02619071429528828,0,0,0.04333539999788627,0,0,0,0.016667000018060207,0.016666000010445714,0,0,0.030000466659354668,0.03666840001824312,0.016667499992763624,0,0,0,0.051853444453121886,0,0,0,0,0.06389166666970898,0,0,0,0,0,0,0.4559825894723058,0.5137895217428551
139,0,0.04166999999961263,0.06041975000031622,0.06666899999951663,0,0.01665800000046147,0.056945444444762766,0,0.05161587096770217,0.11667000000124972,0,0.038889333332917886,0.06389183333340043,0,0.04444866666684296,0.04889113333362426,0.05454699999972945,0.056252999999742315,0,0.0350019000003158,0.033337000000756234,0.016668500000378117,0,0.03124987499973031,0.055558222222114435,0.03333349999957136,0.026192428570928832,0.07500266666647804,0,0.04999899999893387,0,0,0,0,0.06250274999956673,0.02916774999948757,0,0,0,0,0,0.7530883469390407,0.4935362222222466
