pid,public.0,void.0,testSetExample.0,System.0,out.0,println.0,"""testSetExample"".0",testString.0,=.0,"""<tag:foo>|n"".0",testString.1,+=.0,"""|t<tag:bar />"".100",testString.2,+=.1,"""</tag:foo>"".0",tag.1,setExample.0,testString.3,assertEquals.0,tag.2,getExample.0,testString.4,code,participant_summary
136,0,0,0.025002333413188655,0.03610933331462244,0,0.09444866659274946,0.01969809091480618,0.04907744442526665,0,0.025000230785315998,0,0.016667000018060207,0,0.052779833398138486,0,0,0,0.03901622729079628,0.0371238182044842,0.016667000018060207,0.02777899995756646,0.03833500005615254,0.02222300002661844,0.3764850588186699,0.3361224999728923
311,0,0.11667399993166327,0.018334299977868795,0.034850272720425644,0,0.04166749998694286,0.10555500001646578,0.03958374999638181,0,0.030553999977807205,0.03333490000804886,0,0,0.04537177779841133,0,0.030952952358694302,0.030208875017706305,0.026667879996821284,0.022222555527049635,0.04444675000074009,0.024999999965075403,0.1000050000147894,0.016669000033289194,0.3161223166622221,0.18834019999485463
312,0,0,0.04166900005657226,0,0,0,0.03589961539882307,0.038892333318168916,0,0.07007872727329166,0,0,0.02500050002709031,0.029167625005356967,0,0.07027259459593208,0,0.030952999983648106,0.03333419999107719,0.016667000018060207,0,0.03333300002850592,0.016666999901644886,0.5153791764842383,0.040000199992209676
