pid,public.0,Command.0,getBackCommand2.0,if.0,backCommand2.0,==.0,nan.0,//GEN-END: |92-getter|0|92-preInit.200,// write pre-init user code here.201,backCommand2.1,=.0,new.0,Command.1,"""Back"".0",Command.2,BACK.0,0.0,//GEN-LINE: | 92-getter | 1 | 92-postInit.202,// write post-init user code here.203,//GEN-BEGIN: | 92-getter | 2 |.204,return.0,backCommand2.2,code,participant_summary
176,0,0.04687412499333732,0.0641049998991478,0,0.022620999986039742,0.0666720001026988,0.016666000010445714,0.025002499925903976,0.024999999906867743,0.0845261428039521,0,0.0875059999525547,0,0.016670999815687537,0.10278066666796803,0,0,0,0,0,0,0.06250050000380725,0.8099072222356443,0.1583405000565108
129,0,0.03750199999194592,0.034376249997876585,0,0.026667899993481115,0,0,0,0,0.020834750015637837,0,0,0.04166700001223944,0,0,0,0,0,0,0,0,0.08888900000602007,0.9815857857133129,1.3250484999734908
139,0,0,0.052780583333363516,0,0.06800280000046768,0.022222333333653903,0.06309785714334534,0.05397859090899973,0.029168249999656837,0.04457822222228435,0.027777666667134326,0.05741133333342279,0.03452485714270941,0.0625025999997888,0.06400204000012309,0.053704888888912845,0.03333299999940209,0,0.04583549999915704,0,0.03333520000014687,0.042859285714127636,1.1087561839081357,0.4964474285714719
