pid,public.0,void.0,testSetWelcomeMsg.0,System.0,out.0,println.0,"""setWelcomeMsg"".0",String.0,welcomeMsg.0,=.0,""""".0",SystemClient_DBImpl.0,instance.0,=.1,new.0,SystemClient_DBImpl.1,instance.1,setWelcomeMsg.0,welcomeMsg.1,// TODO review the generated test code and remove the default call to fail..200,fail.0,"""The test case is a prototype. "".100",code,participant_summary
155,0,0,0.016667000018060207,0.1833440000191331,0.10833950000233017,0.08512157141480461,0.029167250017053448,0.10000340001424775,0.04916779999039136,0,0,0.0666692499886267,0.016666999988956377,0,0,0.0833379999967292,0.04833453332927699,0.06041910714286912,0.044447000012344993,0,0,0,0.49394522034129035,0.21534125999896786
166,0.0333329999120906,0,0,0,0.03333300002850592,0,0,0,0.0770860000338871,0,0,0.07187949998478871,0,0,0,0,0.0583370000240393,0.027085250010713935,0.022223666698361438,0,0.01667099993210286,0,0.2740845925916262,0.28486209092873405
168,0,0,0.04848763637710363,0,0.033333999977912754,0.019446166659084458,0.034722833341220394,0,0.016666000010445714,0,0.016672000056132674,0.04643014285414081,0.024995000014314428,0,0.016666000010445714,0,0,0.016666833330721904,0.027777666652885575,0,0,0,0.5811493235284134,5.246868599997834
311,0,0.016667000018060207,0.025001428572327962,0.038096714265910644,0.011110999970696867,0.0166664999560453,0.033335000020451845,0.10000233336662252,0.01666650001425296,0.016668499971274287,0.016670000040903687,0.04318322728134014,0.022226000010656815,0,0.033332499966491014,0.030001399968750776,0.019445500006744016,0.016666285710276237,0.04444366666333129,0,0.04444688888421903,0,0.425656410256544,0.4407126744072018
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666860000696033,0.2904844285720693
147,0,0.01667099993210286,0.04896056249708636,0,0.016666333346317213,0.027273363645442507,0.031111600009414056,0.029171250032959506,0.042916999984299764,0,0,0.03565122221415448,0.022222000019003946,0,0,0.03333299999940209,0.04242563638201153,0.03774658822016243,0.05833500000881031,0,0.01666666668218871,0,0.5540992340464344,0.2364904444380146
312,0,0,0.06786099998446714,0,0,0.055557000023933746,0.04722316667903215,0,0.05833591670185948,0,0.0500025000073947,0.05238309523112895,0.025928555560919147,0,0,0.06944783330739786,0,0.03809557143332703,0.04166783332281435,0,0,0,0.8410049999899153,0
