pid,private.0,void.0,setUpMrj.0,Belvedere4.0,mrjVersion.0,=.0,System.0,getProperty.0,"""mrj.version"".0",if.0,Belvedere4.1,mrjVersion.1,==.0,nan.0,return;.0,try.0,Belvedere4.2,mrjMajorVersion.0,=.1,Double.0,valueOf.0,Belvedere4.3,mrjVersion.2,substring.0,0.0,3.0,)).0,doubleValue.0,catch.0,Exception.0,e.0,Belvedere4.4,mrjMajorVersion.1,=.2,0.1,code,participant_summary
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0.040002599998842925,0.04236083333429027,0.050002400000812484,0,0,0.0400015999970492,0.08889099999214523,0,0,0,0,0,0,0,0,0.24167700001271442,0.016666999988956377,0.05000000000291038,0.10000500000023749,0,0,0.050001249994238606,0,0.016666000010445714,0.016666000010445714,0,0.0687522500011255,0,0.016673000005539507,0,0,0,0,0,1.0545266153875184,0.09166974999970989
143,0.0500060000049416,0.025000500005262438,0.01833350000961218,0.03889266667344297,0.025000000023283064,0,0.025001000016345643,0.025000499983434565,0,0.037505500004044734,0.030556500001694076,0,0,0,0.045835500000976026,0,0.029167999999897023,0.02291775000776397,0,0,0,0,0,0,0,0,0,0.028789454547222704,0.04166599997552112,0,0,0,0,0,0,0.5526254791657266,0.12484088235342984
316,0,0.05238314285608275,0.03720351785990975,0.023078076930967376,0.04411952940555399,0,0,0,0,0,0.02333379997871816,0.03333385713631287,0,0,0,0,0.043334599991794676,0.0600051999790594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0994010384624393,0.10458815000456526
312,0,0,0.030160476181966562,0,0.04345432142560769,0,0.05000500000702838,0.05833349999738857,0.05555899996155252,0,0.03666800002101809,0.07666759993880987,0,0,0.07500200008507818,0,0,0.02500200003851205,0,0,0.02500050002709031,0.016667000018060207,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6564748461555259,0.06896858621019356
139,0,0,0.05528056666674577,0.24167600000146194,0.052782666666947385,0.05000099999961094,0.03333437500009495,0.03690599999962225,0.061113333332893184,0,0.05000091666655256,0.049480875000199376,0,0.024999999999636202,0.052084750000631175,0,0.03981633333306592,0.016666999999870313,0,0.036111833333052346,0.025003499999911583,0.01667000000027959,0,0,0,0,0,0.016667000001689303,0,0.17500199999994948,0,0,0,0,0,0.8706117121213207,0.2809310789473449
