pid,public.0,void.0,exportXVRL.0,XMLStreamWriter.0,xvrLDoc.0,throws.0,Exception.0,JAXBContext.0,context.0,=.0,JAXBContext.1,newInstance.0,ValidationReport.0,class.0,Marshaller.0,m.0,=.1,context.1,createMarshaller.0,m.1,setProperty.0,Marshaller.1,JAXB_FORMATTED_OUTPUT.0,TRUE.0,ValidationReport.1,vReport.0,=.2,exportVReport.0,if.0,vReport.1,!=.0,nan.0,m.2,marshal.0,vReport.2,xvrLDoc.1,code,participant_summary
168,0,0,0.022224666667170823,0.0166669999792551,0.037500000005820766,0.02500349999172613,0,0,0.008333500009030104,0,0.03333366666144381,0,0.037499999976716936,0,0.050002000003587455,0.016667000018060207,0,0.02500114287249744,0.02639033332040223,0,0.03426022222912353,0.027084499975899234,0.033334166665251054,0,0.021667933332112928,0.05208774999482557,0,0.03333445455328646,0,0.020238571426099434,0.016666999959852546,0.016667500021867454,0,0.016666000010445714,0.0333346666690583,0,0.4067227804909812,0.08274185714045805
310,0,0,0,0,0,0,0,0.03333450003992766,0,0,0,0,0,0,0,0,0,0,0.016666000010445714,0,0.0645867499843007,0.046666800044476986,0.030556333309505135,0,0.040477857135036696,0.02083374999347143,0,0.02500349993351847,0,0,0,0,0.01666950003709644,0,0,0,0.4166818620709317,0
129,0,0.03666759999468923,0.03863809089472687,0.03500079999794252,0,0.033333999977912754,0,0.027564615378371224,0.016666000010445714,0.016665999952238053,0.037501125007111114,0.04861099999592019,0,0,0.030556000012438744,0.016666000010445714,0.016667000018060207,0.020001000014599413,0.034028750014840625,0,0.016667000018060207,0.041667999990750104,0.04583487501804484,0,0.10000360000412911,0,0,0.03333433331378425,0,0,0,0,0,0,0,0,0.751527280000737,0.39098675000180566
133,0,0.026667200028896332,0.03181999997997826,0.05000150005798787,0.016667000018060207,0.03333825001027435,0,0.0250011666600282,0.01666950003709644,0,0.03269338459134675,0.03333574999123812,0.06389066662328939,0,0.0607169999940587,0,0,0.037501500017242506,0.0288473846605764,0,0.2000088000204414,0.1583384999539703,0.050001999974483624,0,0,0,0,0.025000000023283064,0,0,0,0,0,0,0.016666000010445714,0,0.7481463225858827,0.17024485711451798
318,0,0,0,0.02500049999798648,0,0,0,0.07500199999776669,0,0,0.033334000036120415,0,0,0,0,0,0,0.08334699994884431,0,0,0.024999499961268157,0,0,0,0.023809999992538775,0,0,0,0,0,0,0,0,0,0,0,0.10833737499758302,0.14271265625575325
147,0,0.02916790001327172,0.03235476470196291,0.04295084615632032,0.016666999901644886,0.03749350001453422,0,0.03464942105653647,0.016669999963293474,0.01667099993210286,0.03627511763753479,0.03333899995777756,0.016666000010445714,0,0.023334600031375885,0,0,0.07333540001418441,0.02500185713870451,0,0.04513974999038813,0.05000299997627735,0.027222933325295646,0,0.03500093333423138,0.02000199998728931,0,0.014583000011043623,0,0.04583449997395898,0.033337000058963895,0.02638883333808432,0.016667000018060207,0.03333420001436025,0.022225666713590424,0,1.0703959508310454,0.323625095224651
